Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
HASSELT - FH09;2432366;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat6;;;;;BUILDING template;Notelarenstraat;6;;;217523,908;179566,815
HASSELT - FH09;2449426;1;0;0;1;SDU;;Y;NA;2;4;Arnold van Loonlaan46;;;;;BUILDING template;Arnold van Loonlaan;46;;;218330,159;178737,986
HASSELT - FH09;4894797;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat34;;;;;BUILDING template;Hefveldstraat;34;;;218152,995;179591,173
HASSELT - FH09;706907;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan27;;;;;BUILDING template;Kleersnijderslaan;27;;;217212,267;179236,852
HASSELT - FH09;2409850;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat157;;;;;BUILDING template;Boomkensstraat;157;;;217571,496;179672,839
HASSELT - FH09;2432369;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat8;;;;;BUILDING template;Notelarenstraat;8;;;217514,656;179571,143
HASSELT - FH09;2449683;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat38;;;;;BUILDING template;Hefveldstraat;38;;;218137,751;179565,635
HASSELT - FH09;4895762;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat324;;;;;BUILDING template;Boomkensstraat;324;;;217397,387;179192,51
HASSELT - FH09;706908;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan37;;;;;BUILDING template;Kleersnijderslaan;37;;;217282,361;179229,166
HASSELT - FH09;2409853;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat159;;;;;BUILDING template;Boomkensstraat;159;;;217569,457;179668,079
HASSELT - FH09;2432370;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat10;;;;;BUILDING template;Notelarenstraat;10;;;217508,717;179569,204
HASSELT - FH09;2449688;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat43;;;;;BUILDING template;Hefveldstraat;43;;;218126,315;179622,241
HASSELT - FH09;4895789;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat295;;;;;BUILDING template;Boomkensstraat;295;;;217329,509;179153,896
HASSELT - FH09;706909;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan36;;;;;BUILDING template;Kleersnijderslaan;36;;;217278,685;179233,868
HASSELT - FH09;2409856;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat160;;;;;BUILDING template;Boomkensstraat;160;;;217593,196;179653,906
HASSELT - FH09;2432371;5;0;0;5;MDU;;Y;NA;4;4;Notelarenstraat11;;;;;BUILDING template;Notelarenstraat;11;;;217428,518;179613,879
HASSELT - FH09;2449690;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat55;;;;;BUILDING template;Hefveldstraat;55;;;218082,228;179554,722
HASSELT - FH09;4895799;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat253;;;;;BUILDING template;Boomkensstraat;253;;;217425,663;179279,265
HASSELT - FH09;706910;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan35;;;;;BUILDING template;Kleersnijderslaan;35;;;217273,149;179236,794
HASSELT - FH09;2409858;2;0;0;2;MDU;;Y;NA;4;4;Boomkensstraat161;;;;;BUILDING template;Boomkensstraat;161;;;217568,267;179662,768
HASSELT - FH09;2432372;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat12;;;;;BUILDING template;Notelarenstraat;12;;;217503,432;179570,503
HASSELT - FH09;2449691;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat58;;;;;BUILDING template;Hefveldstraat;58;;;218094,168;179476,457
HASSELT - FH09;4895807;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat261;;;;;BUILDING template;Boomkensstraat;261;;;217407,11;179249,728
HASSELT - FH09;706911;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan34;;;;;BUILDING template;Kleersnijderslaan;34;;;217266,028;179238,625
HASSELT - FH09;2409864;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat167;;;;;BUILDING template;Boomkensstraat;167;;;217561,158;179644,821
HASSELT - FH09;2432374;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat14;;;;;BUILDING template;Notelarenstraat;14;;;217497,512;179570,203
HASSELT - FH09;2449694;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat60;;;;;BUILDING template;Hefveldstraat;60;;;218091,893;179470,168
HASSELT - FH09;4895829;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg209;;;;;BUILDING template;Sint-Truidersteenweg;209;;;217546,965;179358,793
HASSELT - FH09;706912;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan33;;;;;BUILDING template;Kleersnijderslaan;33;;;217263,271;179243,723
HASSELT - FH09;2409866;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat169;;;;;BUILDING template;Boomkensstraat;169;;;217561,003;179639,45
HASSELT - FH09;2432375;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat16;;;;;BUILDING template;Notelarenstraat;16;;;217491,893;179571,316
HASSELT - FH09;2449696;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat62;;;;;BUILDING template;Hefveldstraat;62;;;218087,915;179465,778
HASSELT - FH09;4895832;0;1;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg215;;;;;BUILDING template;Sint-Truidersteenweg;215;;;217535,669;179346,482
HASSELT - FH09;706913;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan32;;;;;BUILDING template;Kleersnijderslaan;32;;;217259,788;179248,509
HASSELT - FH09;2409868;8;0;0;8;MDU;;Y;NA;4;4;Boomkensstraat170;;1 Units  in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Boomkensstraat;170;;;217583,774;179629,195
HASSELT - FH09;2432386;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat22;;;;;BUILDING template;Notelarenstraat;22;;;217475,428;179574,518
HASSELT - FH09;2449707;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat77;;;;;BUILDING template;Hefveldstraat;77;;;217889,064;179379,554
HASSELT - FH09;4895884;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg241;;;;;BUILDING template;Sint-Truidersteenweg;241;;;217491,59;179265,144
HASSELT - FH09;706914;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan31;;;;;BUILDING template;Kleersnijderslaan;31;;;217253,738;179251,021
HASSELT - FH09;2409872;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat172;;;;;BUILDING template;Boomkensstraat;172;;;217584,82;179618,946
HASSELT - FH09;2432391;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat32;;;;;BUILDING template;Notelarenstraat;32;;;217443,343;179581,136
HASSELT - FH09;2449711;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat79;;;;;BUILDING template;Hefveldstraat;79;;;217883,569;179384,497
HASSELT - FH09;4895889;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg251;;;;;BUILDING template;Sint-Truidersteenweg;251;;;217480,588;179246,607
HASSELT - FH09;706915;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan30;;;;;BUILDING template;Kleersnijderslaan;30;;;217250,229;179255,816
HASSELT - FH09;2409873;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat176;;;;;BUILDING template;Boomkensstraat;176;;;217582,908;179607,238
HASSELT - FH09;2432394;3;0;0;3;MDU;;Y;NA;4;4;Notelarenstraat34;;2 Units in CRAB, 3 bussen in GM.;;;BUILDING template;Notelarenstraat;34;;;217435,914;179582,139
HASSELT - FH09;2449715;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat81;;;;;BUILDING template;Hefveldstraat;81;;;217862,692;179376,111
HASSELT - FH09;4895891;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg253;;;;;BUILDING template;Sint-Truidersteenweg;253;;;217478,467;179242,86
HASSELT - FH09;706916;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan29;;;;;BUILDING template;Kleersnijderslaan;29;;;217243,457;179257,199
HASSELT - FH09;2409874;5;0;0;5;MDU;;Y;NA;4;4;Boomkensstraat177;;;;;BUILDING template;Boomkensstraat;177;;;217556,97;179615,629
HASSELT - FH09;2432397;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat36;;;;;BUILDING template;Notelarenstraat;36;;;217429,256;179582,342
HASSELT - FH09;2449717;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat83;;;;;BUILDING template;Hefveldstraat;83;;;217856,217;179368,217
HASSELT - FH09;4895896;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg259;;;;;BUILDING template;Sint-Truidersteenweg;259;;;217471,139;179233,176
HASSELT - FH09;706917;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan28;;;;;BUILDING template;Kleersnijderslaan;28;;;217240,663;179263,442
HASSELT - FH09;2409875;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat178;;;;;BUILDING template;Boomkensstraat;178;;;217580,249;179601,275
HASSELT - FH09;2432399;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat40;;;;;BUILDING template;Notelarenstraat;40;;;217420,754;179583,472
HASSELT - FH09;2449720;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat84;;;;;BUILDING template;Hefveldstraat;84;;;217912,48;179358,902
HASSELT - FH09;4895901;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg265;;;;;BUILDING template;Sint-Truidersteenweg;265;;;217462,146;179224,111
HASSELT - FH09;706918;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan11;;;;;BUILDING template;Kleersnijderslaan;11;;;217295,132;179182,611
HASSELT - FH09;2409877;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat179;;;;;BUILDING template;Boomkensstraat;179;;;217555,972;179610,393
HASSELT - FH09;2432400;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat44;;;;;BUILDING template;Notelarenstraat;44;;;217410,104;179588,762
HASSELT - FH09;2449721;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat89;;;;;BUILDING template;Hefveldstraat;89;;;217838,061;179354,099
HASSELT - FH09;4895907;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg273;;;;;BUILDING template;Sint-Truidersteenweg;273;;;217454,391;179208,824
HASSELT - FH09;706919;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan10;;;;;BUILDING template;Kleersnijderslaan;10;;;217295,639;179189,646
HASSELT - FH09;2409878;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat183;;;;;BUILDING template;Boomkensstraat;183;;;217552,312;179599,548
HASSELT - FH09;2432401;0;1;0;1;SDU;;Y;NA;2;4;Notelarenstraat48;;;;;BUILDING template;Notelarenstraat;48;;;217357,705;179600,623
HASSELT - FH09;2449725;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat92;;;;;BUILDING template;Hefveldstraat;92;;;217865,969;179333,913
HASSELT - FH09;4895911;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg277;;;;;BUILDING template;Sint-Truidersteenweg;277;;;217441,555;179191,626
HASSELT - FH09;706920;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan9;;;;;BUILDING template;Kleersnijderslaan;9;;;217301,058;179193,182
HASSELT - FH09;2409880;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat193;;;;;BUILDING template;Boomkensstraat;193;;;217540,64;179553,005
HASSELT - FH09;2432403;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat52;;;;;BUILDING template;Notelarenstraat;52;;;217341,647;179597,913
HASSELT - FH09;2449730;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat96;;;;;BUILDING template;Hefveldstraat;96;;;217839,371;179318,957
HASSELT - FH09;4895914;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg289;;;;;BUILDING template;Sint-Truidersteenweg;289;;;217414,029;179146,777
HASSELT - FH09;706921;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan8;;;;;BUILDING template;Kleersnijderslaan;8;;;217309,139;179194,789
HASSELT - FH09;2409881;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat194;;;;;BUILDING template;Boomkensstraat;194;;;217569,375;179532,777
HASSELT - FH09;2432406;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat54;;;;;BUILDING template;Notelarenstraat;54;;;217337,039;179598,74
HASSELT - FH09;2449731;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat97;;;;;BUILDING template;Hefveldstraat;97;;;217795,411;179331,113
HASSELT - FH09;4895978;1;0;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat21;;;;;BUILDING template;Paters Adonsstraat;21;;;217591,66;179578,177
HASSELT - FH09;706922;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan7;;;;;BUILDING template;Kleersnijderslaan;7;;;217313,132;179212,124
HASSELT - FH09;2409882;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat195;;;;;BUILDING template;Boomkensstraat;195;;;217538,494;179547,459
HASSELT - FH09;2432408;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat56;;;;;BUILDING template;Notelarenstraat;56;;;217331,423;179600,022
HASSELT - FH09;2449733;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat100;;;;;BUILDING template;Hefveldstraat;100;;;217826,522;179313,31
HASSELT - FH09;4896013;0;1;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg142;;4 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Sint-Truidersteenweg;142;;;217700,81;179552,262
HASSELT - FH09;706923;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan6;;;;;BUILDING template;Kleersnijderslaan;6;;;217316,955;179216,667
HASSELT - FH09;2409883;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat196;;;;;BUILDING template;Boomkensstraat;196;;;217568,51;179526,692
HASSELT - FH09;2432409;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat58;;;;;BUILDING template;Notelarenstraat;58;;;217326,033;179599,442
HASSELT - FH09;2449736;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat101;;;;;BUILDING template;Hefveldstraat;101;;;217772,164;179319,555
HASSELT - FH09;4896022;0;1;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg148;;;;;BUILDING template;Sint-Truidersteenweg;148;;;217691,934;179540,369
HASSELT - FH09;706924;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan5;;;;;BUILDING template;Kleersnijderslaan;5;;;217320,507;179221,571
HASSELT - FH09;2409884;4;0;0;4;MDU;;Y;NA;4;4;Boomkensstraat199;;;;;BUILDING template;Boomkensstraat;199;;;217538,915;179532,876
HASSELT - FH09;2432410;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat60;;;;;BUILDING template;Notelarenstraat;60;;;217321,327;179601,896
HASSELT - FH09;2449737;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat102;;;;;BUILDING template;Hefveldstraat;102;;;217820,066;179310,537
HASSELT - FH09;4896027;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg154;;;;;BUILDING template;Sint-Truidersteenweg;154;;;217668,388;179497,319
HASSELT - FH09;706925;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan4;;;;;BUILDING template;Kleersnijderslaan;4;;;217324,074;179226,496
HASSELT - FH09;2409885;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat201;;;;;BUILDING template;Boomkensstraat;201;;;217536,617;179523,897
HASSELT - FH09;2432412;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat62;;;;;BUILDING template;Notelarenstraat;62;;;217316,424;179602,79
HASSELT - FH09;2449740;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat103;;;;;BUILDING template;Hefveldstraat;103;;;217767,874;179313,991
HASSELT - FH09;4896031;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg160;;8 Units in CRAB, in aanbouw in GM.;;;BUILDING template;Sint-Truidersteenweg;160;;;217655,045;179473,15
HASSELT - FH09;706926;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan3;;;;;BUILDING template;Kleersnijderslaan;3;;;217327,579;179231,334
HASSELT - FH09;2409886;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat205;;;;;BUILDING template;Boomkensstraat;205;;;217534,704;179510,482
HASSELT - FH09;2432413;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat64;;;;;BUILDING template;Notelarenstraat;64;;;217311,096;179602,675
HASSELT - FH09;2449745;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat105;;;;;BUILDING template;Hefveldstraat;105;;;217747,362;179307,433
HASSELT - FH09;4896124;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan34;;;;;BUILDING template;Hollandsveldlaan;34;;;218555,619;178939,769
HASSELT - FH09;706927;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan2;;;;;BUILDING template;Kleersnijderslaan;2;;;217330,039;179236,909
HASSELT - FH09;2409888;8;0;0;8;MDU;;Y;NA;4;4;Boomkensstraat207;;;;;BUILDING template;Boomkensstraat;207;;;217535,402;179505,148
HASSELT - FH09;2432415;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat66;;;;;BUILDING template;Notelarenstraat;66;;;217306,016;179603,177
HASSELT - FH09;2449747;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat106;;;;;BUILDING template;Hefveldstraat;106;;;217793,597;179295,776
HASSELT - FH09;4896159;1;0;0;1;SDU;;Y;NA;2;4;Arnold van Loonlaan48;;;;;BUILDING template;Arnold van Loonlaan;48;;;218322,316;178741,05
HASSELT - FH09;706928;1;0;0;1;SDU;;Y;NA;2;4;Brouwerslaan1;;;;;BUILDING template;Brouwerslaan;1;;;217260,254;179498,306
HASSELT - FH09;2409894;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat211;;;;;BUILDING template;Boomkensstraat;211;;;217533,455;179490,553
HASSELT - FH09;2432418;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat68;;;;;BUILDING template;Notelarenstraat;68;;;217301,355;179604,82
HASSELT - FH09;2449749;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat110;;;;;BUILDING template;Hefveldstraat;110;;;217779,427;179288,499
HASSELT - FH09;4896183;1;0;0;1;SDU;;Y;NA;2;4;Paul Bellefroidlaan47;;;;;BUILDING template;Paul Bellefroidlaan;47;;;218616,635;178971,912
HASSELT - FH09;706929;1;0;0;1;SDU;;Y;NA;2;4;Brouwerslaan3;;;;;BUILDING template;Brouwerslaan;3;;;217252,293;179499,498
HASSELT - FH09;2409900;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat245;;;;;BUILDING template;Boomkensstraat;245;;;217464,097;179326,628
HASSELT - FH09;2432420;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat70;;;;;BUILDING template;Notelarenstraat;70;;;217295,095;179609,434
HASSELT - FH09;2449753;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat112;;;;;BUILDING template;Hefveldstraat;112;;;217771,831;179284,394
HASSELT - FH09;4896184;1;0;0;1;SDU;;Y;NA;2;4;Paul Bellefroidlaan49;;;;;BUILDING template;Paul Bellefroidlaan;49;;;218622,647;178967,67
HASSELT - FH09;706930;1;0;0;1;SDU;;Y;NA;2;4;Brouwerslaan7;;;;;BUILDING template;Brouwerslaan;7;;;217228,548;179503,147
HASSELT - FH09;2409905;2;0;0;2;MDU;;Y;NA;4;4;Boomkensstraat259;;;;;BUILDING template;Boomkensstraat;259;;;217409,083;179255,992
HASSELT - FH09;2432423;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat72;;;;;BUILDING template;Notelarenstraat;72;;;217290,294;179610,824
HASSELT - FH09;2449756;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat116;;;;;BUILDING template;Hefveldstraat;116;;;217752,067;179269,381
HASSELT - FH09;4896188;1;0;0;1;SDU;;Y;NA;2;4;Rode-Berglaan1;;;;;BUILDING template;Rode-Berglaan;1;;;218266,417;178837,564
HASSELT - FH09;706931;1;0;0;1;SDU;;Y;NA;2;4;Brouwerslaan4;;;;;BUILDING template;Brouwerslaan;4;;;217226,857;179464,962
HASSELT - FH09;2409906;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat275;;;;;BUILDING template;Boomkensstraat;275;;;217361,652;179197,766
HASSELT - FH09;2432425;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat74;;;;;BUILDING template;Notelarenstraat;74;;;217285,547;179606,165
HASSELT - FH09;2455048;1;0;0;1;SDU;;Y;NA;2;4;de Geloesplein2;;;;;BUILDING template;de Geloesplein;2;;;218475,501;178729,817
HASSELT - FH09;4896235;1;0;0;1;SDU;;Y;NA;2;4;Arnold van Loonlaan11;;;;;BUILDING template;Arnold van Loonlaan;11;;;218511,788;178821,244
HASSELT - FH09;706932;1;0;0;1;SDU;;Y;NA;2;4;Weverslaan8;;;;;BUILDING template;Weverslaan;8;;;217203,747;179570,151
HASSELT - FH09;2409907;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat283;;;;;BUILDING template;Boomkensstraat;283;;;217345,315;179182,223
HASSELT - FH09;2432430;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat80;;;;;BUILDING template;Notelarenstraat;80;;;217268,921;179609,948
HASSELT - FH09;2455049;1;0;0;1;SDU;;Y;NA;2;4;de Geloesplein4;;;;;BUILDING template;de Geloesplein;4;;;218476,55;178719,908
HASSELT - FH09;4896257;1;0;0;1;SDU;;Y;NA;2;4;de Geloesplein3;;;;;BUILDING template;de Geloesplein;3;;;218415,843;178704,676
HASSELT - FH09;706933;1;0;0;1;SDU;;Y;NA;2;4;Weverslaan17;;;;;BUILDING template;Weverslaan;17;;;217129,297;179488,982
HASSELT - FH09;2409908;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat287;;;;;BUILDING template;Boomkensstraat;287;;;217343,168;179169,187
HASSELT - FH09;2432431;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat82;;;;;BUILDING template;Notelarenstraat;82;;;217262,012;179611,512
HASSELT - FH09;327159;1;0;0;1;SDU;;Y;NA;2;4;Paul Bellefroidlaan5;;;;;BUILDING template;Paul Bellefroidlaan;5;;;218440,504;179185,459
HASSELT - FH09;4896267;1;0;0;1;SDU;;Y;NA;2;4;Arnold van Loonlaan28;;;;;BUILDING template;Arnold van Loonlaan;28;;;218531,606;178788,815
HASSELT - FH09;707188;1;0;0;1;SDU;;Y;NA;2;4;Vooruitzichtstraat1;;;;;BUILDING template;Vooruitzichtstraat;1;;;217634,154;179760,446
HASSELT - FH09;1003896;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat56;;;;;BUILDING template;Hefveldstraat;56;;;218101,557;179478,809
HASSELT - FH09;2409910;3;0;0;3;MDU;;Y;NA;4;4;Boomkensstraat291;;;;;BUILDING template;Boomkensstraat;291;;;217335,245;179165,174
HASSELT - FH09;2432432;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat84;;;;;BUILDING template;Notelarenstraat;84;;;217256,439;179612,944
HASSELT - FH09;327161;1;0;0;1;SDU;;Y;NA;2;4;Paul Bellefroidlaan4C;;11 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Paul Bellefroidlaan;4;C;;218549,829;179145,484
HASSELT - FH09;4896362;2;0;0;2;MDU;;Y;NA;4;4;Kerkhofstraat12;;1 Unit in CRAB en GM.;;;BUILDING template;Kerkhofstraat;12;;;217844,598;179773,774
HASSELT - FH09;707193;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat2;;;;;BUILDING template;Spaarzaamheidstraat;2;;;217627,709;179735,579
HASSELT - FH09;1004950;6;0;0;6;MDU;;Y;NA;4;4;Bergstraat19;;;;;BUILDING template;Bergstraat;19;;;218089,769;179391,009
HASSELT - FH09;2409913;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat293;;;;;BUILDING template;Boomkensstraat;293;;;217331,686;179159,149
HASSELT - FH09;2432433;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat88;;;;;BUILDING template;Notelarenstraat;88;;;217246,069;179613,509
HASSELT - FH09;327162;7;0;0;7;MDU;;Y;NA;4;4;Paul Bellefroidlaan4B;;11 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Paul Bellefroidlaan;4;B;;218537,888;179155,602
HASSELT - FH09;4896369;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat18;;;;;BUILDING template;Kerkhofstraat;18;;;217838,274;179737,851
HASSELT - FH09;707194;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat7;;;;;BUILDING template;Spaarzaamheidstraat;7;;;217633,404;179706,522
HASSELT - FH09;1004953;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat22;;;;;BUILDING template;Bergstraat;22;;;218133,384;179391,039
HASSELT - FH09;2409916;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat297;;;;;BUILDING template;Boomkensstraat;297;;;217326,599;179149,319
HASSELT - FH09;2432434;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat90;;;;;BUILDING template;Notelarenstraat;90;;;217240,14;179616,172
HASSELT - FH09;327163;11;0;0;11;MDU;;Y;NA;4;4;Paul Bellefroidlaan4A;;;;;BUILDING template;Paul Bellefroidlaan;4;A;;218529,857;179164,638
HASSELT - FH09;4896374;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat28;;;;;BUILDING template;Kerkhofstraat;28;;;217830,095;179701,814
HASSELT - FH09;707195;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat37;;;;;BUILDING template;Spaarzaamheidstraat;37;;;217706,923;179675,262
HASSELT - FH09;1004954;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat16;;;;;BUILDING template;Bergstraat;16;;;218120,24;179404,084
HASSELT - FH09;2409919;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat299;;;;;BUILDING template;Boomkensstraat;299;;;217323,25;179145,216
HASSELT - FH09;2432435;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat92;;;;;BUILDING template;Notelarenstraat;92;;;217234,772;179615,228
HASSELT - FH09;327164;1;0;0;1;SDU;;Y;NA;2;4;Paul Bellefroidlaan2;;;;;BUILDING template;Paul Bellefroidlaan;2;;;218471,444;179243,355
HASSELT - FH09;4896376;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat32;;;;;BUILDING template;Kerkhofstraat;32;;;217824,465;179690,978
HASSELT - FH09;707196;11;0;0;11;MDU;;Y;NA;4;4;Spaarzaamheidstraat40;;;;;BUILDING template;Spaarzaamheidstraat;40;;;217729,549;179690,084
HASSELT - FH09;1004975;1;0;0;1;SDU;;Y;NA;2;4;Walter Thijsstraat9;;;;;BUILDING template;Walter Thijsstraat;9;;;218186,034;179377,791
HASSELT - FH09;2409931;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat322;;;;;BUILDING template;Boomkensstraat;322;;;217401,96;179199,057
