Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
HASSELT - FH09;2414491;1;0;0;1;SDU;;Y;NA;2;4;Eikenstraat30;;;;;BUILDING template;Eikenstraat;30;;;217514,08;179734,641
HASSELT - FH09;2439411;2;0;0;2;MDU;;Y;NA;4;4;Slagerslaan1;;;;;BUILDING template;Slagerslaan;1;;;217202,47;179305,816
HASSELT - FH09;327219;1;0;0;1;SDU;;Y;NA;2;4;Generaal Lemanstraat13;;;;;BUILDING template;Generaal Lemanstraat;13;;;218415,13;179298,365
HASSELT - FH09;4896650;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat5;;;;;BUILDING template;Sint-Hubertusstraat;5;;;217485,786;179620,987
HASSELT - FH09;707244;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg271;;;;;BUILDING template;Sint-Truidersteenweg;271;;;217455,7;179213,137
HASSELT - FH09;1150792;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg92;;;;;BUILDING template;Sint-Truidersteenweg;92;;;217795,612;179706,796
HASSELT - FH09;2414493;1;0;0;1;SDU;;Y;NA;2;4;Eikenstraat32;;;;;BUILDING template;Eikenstraat;32;;;217509,226;179736,21
HASSELT - FH09;2439430;1;0;0;1;SDU;;Y;NA;2;4;Slagerslaan8;;;;;BUILDING template;Slagerslaan;8;;;217166,741;179280,115
HASSELT - FH09;327220;1;0;0;1;SDU;;Y;NA;2;4;Generaal Lemanstraat1;;;;;BUILDING template;Generaal Lemanstraat;1;;;218444,541;179359,988
HASSELT - FH09;4896652;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat7;;;;;BUILDING template;Sint-Hubertusstraat;7;;;217487,616;179626,087
HASSELT - FH09;707245;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg275;;;;;BUILDING template;Sint-Truidersteenweg;275;;;217452,281;179202,942
HASSELT - FH09;1153596;1;0;0;1;SDU;;Y;NA;2;4;Arnold van Loonlaan25;;;;;BUILDING template;Arnold van Loonlaan;25;;;218427,295;178794,563
HASSELT - FH09;2414494;1;0;0;1;SDU;;Y;NA;2;4;Eikenstraat34;;;;;BUILDING template;Eikenstraat;34;;;217503,266;179738,006
HASSELT - FH09;2439675;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan3;;;;;BUILDING template;Smedenlaan;3;;;217182,466;179420,065
HASSELT - FH09;327222;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat7;;;;;BUILDING template;Bergstraat;7;;;218066,142;179427,982
HASSELT - FH09;4896654;1;0;0;1;SDU;;Y;NA;2;4;Sint-Hubertusstraat9;;;;;BUILDING template;Sint-Hubertusstraat;9;;;217487,145;179631,899
HASSELT - FH09;707246;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg224;;;;;BUILDING template;Sint-Truidersteenweg;224;;;217512,167;179230,501
HASSELT - FH09;1187860;1;0;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel21;;;;;BUILDING template;Prins-Bisschopssingel;21;;;218578,294;178752,533
HASSELT - FH09;2417637;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat3;;;;;BUILDING template;Helipoststraat;3;;;217210,131;179827,555
HASSELT - FH09;2439679;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan4;;;;;BUILDING template;Smedenlaan;4;;;217136,049;179418,554
HASSELT - FH09;327224;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat15;;;;;BUILDING template;Bergstraat;15;;;218080,323;179413,653
HASSELT - FH09;4897325;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat8;;;;;BUILDING template;Spaarzaamheidstraat;8;;;217642,421;179730,692
HASSELT - FH09;707247;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg221;;;;;BUILDING template;Sint-Truidersteenweg;221;;;217523,687;179324,666
HASSELT - FH09;1199505;1;0;0;1;SDU;;Y;NA;2;4;Paul Bellefroidlaan55;;;;;BUILDING template;Paul Bellefroidlaan;55;;;218644,495;178917,408
HASSELT - FH09;2417639;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat5;;;;;BUILDING template;Helipoststraat;5;;;217209,028;179820,796
HASSELT - FH09;2439682;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan5;;;;;BUILDING template;Smedenlaan;5;;;217165,388;179444,829
HASSELT - FH09;327225;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat10;;;;;BUILDING template;Bergstraat;10;;;218101,396;179429,741
HASSELT - FH09;4897327;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat10;;;;;BUILDING template;Spaarzaamheidstraat;10;;;217647,013;179728,685
HASSELT - FH09;707248;8;0;0;8;MDU;;Y;NA;4;4;Sint-Truidersteenweg219;;;;;BUILDING template;Sint-Truidersteenweg;219;;;217528,244;179329,122
HASSELT - FH09;1236669;12;0;0;12;MDU;;Y;NA;4;4;Bloemenstraat6;;;;;BUILDING template;Bloemenstraat;6;;;217871,727;179815,194
HASSELT - FH09;2417640;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat6;;;;;BUILDING template;Helipoststraat;6;;;217234,753;179818,548
HASSELT - FH09;2439683;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan6;;;;;BUILDING template;Smedenlaan;6;;;217131,923;179425,88
HASSELT - FH09;327227;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat12;;;;;BUILDING template;Bergstraat;12;;;218106,018;179423,91
HASSELT - FH09;4897341;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat132;;;;;BUILDING template;Boomkensstraat;132;;;217611,684;179744,382
HASSELT - FH09;707249;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg190;;;;;BUILDING template;Sint-Truidersteenweg;190;;;217600,775;179384,24
HASSELT - FH09;1274302;1;0;0;1;SDU;;Y;NA;2;4;Vooruitzichtstraat39;;;;;BUILDING template;Vooruitzichtstraat;39;;;217725,285;179733,849
HASSELT - FH09;2417641;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat7;;;;;BUILDING template;Helipoststraat;7;;;217208,53;179814,014
HASSELT - FH09;2439692;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan12;;;;;BUILDING template;Smedenlaan;12;;;217092,564;179472,274
HASSELT - FH09;327228;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat60;;;;;BUILDING template;Bergstraat;60;;;218232,948;179114,588
HASSELT - FH09;4897447;1;0;0;1;SDU;;Y;NA;2;4;Vooruitzichtstraat17;;;;;BUILDING template;Vooruitzichtstraat;17;;;217673,312;179751,729
HASSELT - FH09;707250;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg155;;;;;BUILDING template;Sint-Truidersteenweg;155;;;217647,767;179526,632
HASSELT - FH09;1286634;1;0;0;1;SDU;;Y;NA;2;4;Meiliedstraat8;;;;;BUILDING template;Meiliedstraat;8;;;218271,269;179249,479
HASSELT - FH09;2417642;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat9;;;;;BUILDING template;Helipoststraat;9;;;217205,905;179802,081
HASSELT - FH09;2439696;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan13;;;;;BUILDING template;Smedenlaan;13;;;217102,201;179523,691
HASSELT - FH09;327229;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat93;;;;;BUILDING template;Bergstraat;93;;;218227,175;179045,635
HASSELT - FH09;4897450;1;0;0;1;SDU;;Y;NA;2;4;Vooruitzichtstraat19;;;;;BUILDING template;Vooruitzichtstraat;19;;;217678,103;179749,982
HASSELT - FH09;707251;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg149;;;;;BUILDING template;Sint-Truidersteenweg;149;;;217661,863;179557,17
HASSELT - FH09;1326297;1;0;0;1;SDU;;Y;NA;2;4;Boerenkrijgsingel57;;;;;BUILDING template;Boerenkrijgsingel;57;;;216976,291;179480,341
HASSELT - FH09;2417644;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat10;;;;;BUILDING template;Helipoststraat;10;;;217231,368;179807,27
HASSELT - FH09;2439699;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan14;;;;;BUILDING template;Smedenlaan;14;;;217078,956;179489,21
HASSELT - FH09;327230;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat95;;;;;BUILDING template;Bergstraat;95;;;218231,418;179040,725
HASSELT - FH09;4897454;1;0;0;1;SDU;;Y;NA;2;4;Vooruitzichtstraat25;;;;;BUILDING template;Vooruitzichtstraat;25;;;217692,792;179746,734
HASSELT - FH09;707253;0;1;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg140;;7 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Sint-Truidersteenweg;140;;;217709,711;179571,186
HASSELT - FH09;1326298;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg175;;;;;BUILDING template;Sint-Truidersteenweg;175;;;217608,56;179464,899
HASSELT - FH09;2417645;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat11;;;;;BUILDING template;Helipoststraat;11;;;217205,608;179797,069
HASSELT - FH09;2439702;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan15;;;;;BUILDING template;Smedenlaan;15;;;217086,044;179546,707
HASSELT - FH09;327231;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat91;;;;;BUILDING template;Bergstraat;91;;;218224,525;179050,909
HASSELT - FH09;4897473;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat15;;;;;BUILDING template;Spaarzaamheidstraat;15;;;217650,631;179697,757
HASSELT - FH09;707254;0;1;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg319;;;;;BUILDING template;Sint-Truidersteenweg;319;;;217320,95;179055,73
HASSELT - FH09;1326301;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat145;;;;;BUILDING template;Boomkensstraat;145;;;217581,504;179707,164
HASSELT - FH09;2417646;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat13;;;;;BUILDING template;Helipoststraat;13;;;217204,846;179791,4
HASSELT - FH09;2439707;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan16;;;;;BUILDING template;Smedenlaan;16;;;217074,577;179495,674
HASSELT - FH09;327232;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat27;;;;;BUILDING template;Bergstraat;27;;;218103,569;179339,296
HASSELT - FH09;4897474;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat17;;;;;BUILDING template;Spaarzaamheidstraat;17;;;217654,905;179697,392
HASSELT - FH09;707258;0;1;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel75;;;;;BUILDING template;Prins-Bisschopssingel;75;;;217496,414;178972,311
HASSELT - FH09;1326308;1;0;0;1;SDU;;Y;NA;2;4;Van Caenegemlaan12;;;;;BUILDING template;Van Caenegemlaan;12;;;218359,752;179015,7
HASSELT - FH09;2417649;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat17;;;;;BUILDING template;Helipoststraat;17;;;217197,889;179772,931
HASSELT - FH09;2439711;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan17;;;;;BUILDING template;Smedenlaan;17;;;217080,245;179553,94
HASSELT - FH09;327233;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat31;;;;;BUILDING template;Bergstraat;31;;;218105,727;179316,167
HASSELT - FH09;4897547;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg111;;;;;BUILDING template;Sint-Truidersteenweg;111;;;217722,158;179655,903
HASSELT - FH09;707261;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat130;;;;;BUILDING template;Boomkensstraat;130;;;217613,991;179749,009
HASSELT - FH09;1326310;4;0;0;4;MDU;;Y;NA;4;4;Bergstraat57;;2 Units in CRAB, lijken er 4 in GM.;;;BUILDING template;Bergstraat;57;;;218182,685;179149,277
HASSELT - FH09;2417650;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat18;;;;;BUILDING template;Helipoststraat;18;;;217230,221;179783,985
HASSELT - FH09;2439715;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan18;;;;;BUILDING template;Smedenlaan;18;;;217062,843;179512,6
HASSELT - FH09;327234;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat64;;;;;BUILDING template;Hefveldstraat;64;;;218085,489;179460,365
HASSELT - FH09;4897693;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat25;;;;;BUILDING template;Spaarzaamheidstraat;25;;;217674,486;179690,107
HASSELT - FH09;707262;0;1;0;1;SDU;;Y;NA;2;4;Boomkensstraat221;;;;;BUILDING template;Boomkensstraat;221;;;217473,68;179426,489
HASSELT - FH09;1355225;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat38;;;;;BUILDING template;Bergstraat;38;;;218170,11;179248,453
HASSELT - FH09;2417651;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat24;;;;;BUILDING template;Helipoststraat;24;;;217227,015;179766,799
HASSELT - FH09;2439719;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan19;;;;;BUILDING template;Smedenlaan;19;;;217064,557;179572,357
HASSELT - FH09;327236;1;0;0;1;SDU;;Y;NA;2;4;Meiliedstraat19;;;;;BUILDING template;Meiliedstraat;19;;;218263,436;179337,077
HASSELT - FH09;4897697;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat35;;;;;BUILDING template;Spaarzaamheidstraat;35;;;217702,157;179677,254
HASSELT - FH09;707263;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat251;;;;;BUILDING template;Boomkensstraat;251;;;217434,695;179295,779
HASSELT - FH09;1355465;1;0;0;1;SDU;;Y;NA;2;4;Boerenkrijgsingel11;;;;;BUILDING template;Boerenkrijgsingel;11;;;217201,466;179186,172
HASSELT - FH09;2417653;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat26;;;;;BUILDING template;Helipoststraat;26;;;217225,947;179761,164
HASSELT - FH09;2439721;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan20;;;;;BUILDING template;Smedenlaan;20;;;217056,329;179518,455
HASSELT - FH09;327237;1;0;0;1;SDU;;Y;NA;2;4;Meiliedstraat3;;;;;BUILDING template;Meiliedstraat;3;;;218322,951;179241,983
HASSELT - FH09;4897725;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat32;;;;;BUILDING template;Spaarzaamheidstraat;32;;;217699,171;179709,793
HASSELT - FH09;707264;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat271;;;;;BUILDING template;Boomkensstraat;271;;;217372,837;179204,793
HASSELT - FH09;1447947;2;1;0;3;MDU;;Y;NA;4;4;Teschlaan2;;;;;BUILDING template;Teschlaan;2;;;217696,07;179317,837
HASSELT - FH09;2417655;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat27;;;;;BUILDING template;Helipoststraat;27;;;217198,374;179753,964
HASSELT - FH09;2439724;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan23;;;;;BUILDING template;Smedenlaan;23;;;217045,102;179603,808
HASSELT - FH09;327238;1;0;0;1;SDU;;Y;NA;2;4;Meiliedstraat4;;;;;BUILDING template;Meiliedstraat;4;;;218296,773;179211,386
HASSELT - FH09;4898656;1;0;0;1;SDU;;Y;NA;2;4;J.S. Bachlaan36;;;;;BUILDING template;J.S. Bachlaan;36;;;217857,838;179617,478
HASSELT - FH09;707265;7;0;0;7;MDU;;Y;NA;4;4;Boomkensstraat320;;;;;BUILDING template;Boomkensstraat;320;;;217405,618;179204,781
HASSELT - FH09;1450300;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat30;;;;;BUILDING template;Bergstraat;30;;;218144,913;179329,964
HASSELT - FH09;2417656;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat28;;;;;BUILDING template;Helipoststraat;28;;;217225,325;179755,485
HASSELT - FH09;2439728;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan24;;;;;BUILDING template;Smedenlaan;24;;;217039,796;179539,941
HASSELT - FH09;327239;1;0;0;1;SDU;;Y;NA;2;4;Meiliedstraat18;;;;;BUILDING template;Meiliedstraat;18;;;218229,989;179314,753
HASSELT - FH09;4898659;1;0;0;1;SDU;;Y;NA;2;4;J.S. Bachlaan40;;;;;BUILDING template;J.S. Bachlaan;40;;;217867,678;179645,317
HASSELT - FH09;707266;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat301;;;;;BUILDING template;Boomkensstraat;301;;;217321,903;179139,895
HASSELT - FH09;1450301;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat36;;;;;BUILDING template;Bergstraat;36;;;218168,245;179254,787
HASSELT - FH09;2417657;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat29;;;;;BUILDING template;Helipoststraat;29;;;217197,134;179748,205
HASSELT - FH09;2439732;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan26;;;;;BUILDING template;Smedenlaan;26;;;217028,69;179557,496
HASSELT - FH09;327240;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan10;;;;;BUILDING template;Hollandsveldlaan;10;;;218429,113;179090,358
HASSELT - FH09;4898660;1;0;0;1;SDU;;Y;NA;2;4;J.S. Bachlaan42;;;;;BUILDING template;J.S. Bachlaan;42;;;217871,624;179654,894
HASSELT - FH09;707267;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat104;;;;;BUILDING template;Kerkhofstraat;104;;;217705,354;179399,925
HASSELT - FH09;1450312;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat28;;;;;BUILDING template;Bergstraat;28;;;218145,651;179337,919
HASSELT - FH09;2417659;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat30;;;;;BUILDING template;Helipoststraat;30;;;217225,346;179749,587
HASSELT - FH09;2439734;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan28;;;;;BUILDING template;Smedenlaan;28;;;217009,646;179576,344
HASSELT - FH09;327241;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan11;;;;;BUILDING template;Hollandsveldlaan;11;;;218401,723;179045,971
HASSELT - FH09;4898663;1;0;0;1;SDU;;Y;NA;2;4;J.S. Bachlaan46;;;;;BUILDING template;J.S. Bachlaan;46;;;217877,528;179674,643
HASSELT - FH09;707268;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat102;;;;;BUILDING template;Kerkhofstraat;102;;;217707,697;179406,191
HASSELT - FH09;1450695;3;2;0;5;MDU;;Y;NA;4;4;Luikersteenweg155;;;;;BUILDING template;Luikersteenweg;155;;;218535,383;179266,102
HASSELT - FH09;2417660;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat31;;;;;BUILDING template;Helipoststraat;31;;;217194,355;179741,799
HASSELT - FH09;2439841;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat4;;;;;BUILDING template;Spaarzaamheidstraat;4;;;217632,682;179734,125
HASSELT - FH09;327242;1;0;0;1;SDU;;Y;NA;2;4;Hollandsveldlaan1;;;;;BUILDING template;Hollandsveldlaan;1;;;218362,035;179104,773
HASSELT - FH09;4898666;1;0;0;1;SDU;;Y;NA;2;4;J.S. Bachlaan52;;;;;BUILDING template;J.S. Bachlaan;52;;;217909,934;179687,855
HASSELT - FH09;707269;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat122;;;;;BUILDING template;Kerkhofstraat;122;;;217671,476;179343,211
HASSELT - FH09;1455973;0;1;0;1;SDU;;Y;NA;2;4;Bakkerslaan20;;;;;BUILDING template;Bakkerslaan;20;;;217335,695;179339,66
HASSELT - FH09;2417661;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat32;;;;;BUILDING template;Helipoststraat;32;;;217224,708;179743,753
HASSELT - FH09;2439844;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat6;;;;;BUILDING template;Spaarzaamheidstraat;6;;;217637,102;179732,278
HASSELT - FH09;327243;60;0;0;60;MDU;;Y;NA;4;4;Hollandsveldlaan19;;;;;BUILDING template;Hollandsveldlaan;19;;;218455,64;178960,485
HASSELT - FH09;4899223;0;1;0;1;SDU;;Y;NA;2;4;Kerkhofstraat33;;;;;BUILDING template;Kerkhofstraat;33;;;217704,31;179487,04
HASSELT - FH09;707273;1;0;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat25;;;;;BUILDING template;Paters Adonsstraat;25;;;217577,121;179584,922
HASSELT - FH09;1459656;1;0;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel39;;;;;BUILDING template;Prins-Bisschopssingel;39;;;218353,604;178689,002
HASSELT - FH09;2417662;2;0;0;2;MDU;;Y;NA;4;4;Helipoststraat33;;;;;BUILDING template;Helipoststraat;33;;;217193,712;179737,379
HASSELT - FH09;2439849;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat11;;;;;BUILDING template;Spaarzaamheidstraat;11;;;217642,316;179700,931
HASSELT - FH09;327247;1;0;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel3;;;;;BUILDING template;Prins-Bisschopssingel;3;;;218772,56;178888,027
HASSELT - FH09;4899229;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat39;;;;;BUILDING template;Kerkhofstraat;39;;;217699,756;179460,843
HASSELT - FH09;707274;1;0;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat1;;;;;BUILDING template;Paters Adonsstraat;1;;;217646,837;179561,261
HASSELT - FH09;1464006;2;1;0;3;MDU;;Y;NA;4;4;Luikersteenweg191;;;;;BUILDING template;Luikersteenweg;191;;;218721,838;178998,001
HASSELT - FH09;2417665;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat36;;;;;BUILDING template;Helipoststraat;36;;;217224,815;179731,763
HASSELT - FH09;2439851;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat12;;;;;BUILDING template;Spaarzaamheidstraat;12;;;217651,81;179727,309
HASSELT - FH09;327248;1;0;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel15;;;;;BUILDING template;Prins-Bisschopssingel;15;;;218622,52;178785,8
HASSELT - FH09;4899252;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat84;;;;;BUILDING template;Kerkhofstraat;84;;;217752,788;179458,67
HASSELT - FH09;707275;5;0;0;5;MDU;;Y;NA;4;4;Paters Adonsstraat2;;;;;BUILDING template;Paters Adonsstraat;2;;;217642,026;179536,135
HASSELT - FH09;1473683;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat162;;;;;BUILDING template;Boomkensstraat;162;;;217590,696;179648,837
HASSELT - FH09;2417667;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat40;;;;;BUILDING template;Helipoststraat;40;;;217221,321;179708,009
HASSELT - FH09;2439855;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat13;;;;;BUILDING template;Spaarzaamheidstraat;13;;;217646,626;179699,96
HASSELT - FH09;327249;1;0;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel17;;;;;BUILDING template;Prins-Bisschopssingel;17;;;218605,236;178772,06
HASSELT - FH09;4899256;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat90;;;;;BUILDING template;Kerkhofstraat;90;;;217738,854;179447,232
HASSELT - FH09;707276;0;1;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat22;;;;;BUILDING template;Paters Adonsstraat;22;;;217566,424;179559,826
HASSELT - FH09;1476094;1;0;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel25;;;;;BUILDING template;Prins-Bisschopssingel;25;;;218552,265;178738,044
HASSELT - FH09;2417668;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat41;;;;;BUILDING template;Helipoststraat;41;;;217188,041;179711,819
HASSELT - FH09;2439858;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat14;;;;;BUILDING template;Spaarzaamheidstraat;14;;;217656,017;179726,076
HASSELT - FH09;327251;1;0;0;1;SDU;;Y;NA;2;4;Pater Valentinuslaan28;;;;;BUILDING template;Pater Valentinuslaan;28;;;218343,81;178821,185
HASSELT - FH09;4900266;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat8;;;;;BUILDING template;Helipoststraat;8;;;217232,57;179813,047
HASSELT - FH09;707277;1;0;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat6;;;;;BUILDING template;Paters Adonsstraat;6;;;217609,308;179542,051
HASSELT - FH09;2417670;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat43B;;;;;BUILDING template;Helipoststraat;43;B;;217181,67;179681,88
HASSELT - FH09;2439861;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat16;;;;;BUILDING template;Spaarzaamheidstraat;16;;;217661,578;179724,868
HASSELT - FH09;327252;6;0;0;6;MDU;;Y;NA;4;4;Pater Valentinuslaan7;;;;;BUILDING template;Pater Valentinuslaan;7;;;218417,574;178879,305
HASSELT - FH09;4900273;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat16;;;;;BUILDING template;Helipoststraat;16;;;217231,714;179789,503
HASSELT - FH09;707278;1;0;0;1;SDU;;Y;NA;2;4;Paters Adonsstraat8;;;;;BUILDING template;Paters Adonsstraat;8;;;217602,681;179544,176
HASSELT - FH09;2417672;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat44;;;;;BUILDING template;Helipoststraat;44;;;217221,108;179693,911
HASSELT - FH09;2439864;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat18;;;;;BUILDING template;Spaarzaamheidstraat;18;;;217665,652;179721,498
HASSELT - FH09;327253;1;0;0;1;SDU;;Y;NA;2;4;Arnold van Loonlaan50;;;;;BUILDING template;Arnold van Loonlaan;50;;;218288,855;178745,183
HASSELT - FH09;4900277;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat22;;;;;BUILDING template;Helipoststraat;22;;;217227,86;179772,521
HASSELT - FH09;707470;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat23;;;;;BUILDING template;Spaarzaamheidstraat;23;;;217669,862;179691,154
HASSELT - FH09;21884;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan10;;;;;BUILDING template;Bakkerslaan;10;;;217386,622;179563,073
HASSELT - FH09;2417675;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat46;;;;;BUILDING template;Helipoststraat;46;;;217219,01;179687,23
HASSELT - FH09;2439868;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat19;;;;;BUILDING template;Spaarzaamheidstraat;19;;;217659,573;179696,019
HASSELT - FH09;327254;1;0;0;1;SDU;;Y;NA;2;4;Arnold van Loonlaan38;;;;;BUILDING template;Arnold van Loonlaan;38;;;218406,021;178736,249
HASSELT - FH09;4900288;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat42;;;;;BUILDING template;Helipoststraat;42;;;217221,832;179700,851
HASSELT - FH09;707471;1;0;0;1;SDU;;Y;NA;2;4;Spaarzaamheidstraat21;;;;;BUILDING template;Spaarzaamheidstraat;21;;;217664,518;179694,146
HASSELT - FH09;21892;1;0;0;1;SDU;;Y;NA;2;4;Vooruitzichtstraat45;;;;;BUILDING template;Vooruitzichtstraat;45;;;217742,31;179725,49
