Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Kolom1;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
ANTWERPEN-WEST - FH05;1785677;12;0;0;12;MDU;Burchtgracht21;;Y;NA;4;4;;;;;BUILDING template;Burchtgracht;21;;;152149,307;212608,16
ANTWERPEN-WEST - FH05;1808566;1;0;0;1;SDU;Coppenolstraat7;;Y;NA;2;4;;;;;BUILDING template;Coppenolstraat;7;;;152452,032;212444,224
ANTWERPEN-WEST - FH05;1808577;1;0;0;1;SDU;Coppenolstraat8;;Y;NA;2;4;;;;;BUILDING template;Coppenolstraat;8;;;152435,065;212440,467
ANTWERPEN-WEST - FH05;1808596;12;0;0;12;MDU;Coppenolstraat9;;Y;NA;4;4;;;;;BUILDING template;Coppenolstraat;9;;;152447,669;212433,437
ANTWERPEN-WEST - FH05;1830100;16;0;0;16;MDU;Ernest Van Dijckkaai5;;Y;NA;4;4;;;;;BUILDING template;Ernest Van Dijckkaai;5;;;152029,558;212422,442
ANTWERPEN-WEST - FH05;1830385;5;1;0;6;MDU;Ernest Van Dijckkaai22;;Y;NA;4;4;;;;;BUILDING template;Ernest Van Dijckkaai;22;;;151961;212248
ANTWERPEN-WEST - FH05;1830432;6;0;0;6;MDU;Ernest Van Dijckkaai33;;Y;NA;4;4;;;;;BUILDING template;Ernest Van Dijckkaai;33;;;151913,368;212161,745
ANTWERPEN-WEST - FH05;1838851;1;0;0;1;SDU;Korte Doornikstraat7;;Y;NA;2;4;;;;;BUILDING template;Korte Doornikstraat;7;;;152231,75;212605,551
ANTWERPEN-WEST - FH05;1838859;1;0;0;1;SDU;Korte Doornikstraat11;;Y;NA;2;4;;;;;BUILDING template;Korte Doornikstraat;11;;;152229,013;212594,008
ANTWERPEN-WEST - FH05;1838878;1;0;0;1;SDU;Lange Doornikstraat4;;Y;NA;2;4;;;;;BUILDING template;Lange Doornikstraat;4;;;152205,65;212560,67
ANTWERPEN-WEST - FH05;1838935;10;0;0;10;MDU;Lange Doornikstraat16;;Y;NA;4;4;;;;;BUILDING template;Lange Doornikstraat;16;;;152200,919;212532,627
ANTWERPEN-WEST - FH05;1838947;5;1;0;6;MDU;Lange Doornikstraat21;;Y;NA;4;4;;;;;BUILDING template;Lange Doornikstraat;21;;;152215;212506
ANTWERPEN-WEST - FH05;1863706;3;0;0;3;MDU;Kromme-Elleboogstraat9;;Y;NA;4;4;;;;;BUILDING template;Kromme-Elleboogstraat;9;;;151837,211;211915,881
ANTWERPEN-WEST - FH05;1863717;1;0;0;1;SDU;Kromme-Elleboogstraat11;;Y;NA;2;4;;;;;BUILDING template;Kromme-Elleboogstraat;11;;;151839,624;211912,334
ANTWERPEN-WEST - FH05;1863722;3;0;0;3;MDU;Kromme-Elleboogstraat12;;Y;NA;4;4;;;;;BUILDING template;Kromme-Elleboogstraat;12;;;151829,366;211896,383
ANTWERPEN-WEST - FH05;1863732;1;0;0;1;SDU;Kromme-Elleboogstraat13;;Y;NA;2;4;;;;;BUILDING template;Kromme-Elleboogstraat;13;;;151842,671;211911,114
ANTWERPEN-WEST - FH05;1865629;1;1;0;2;MDU;Engelse Beurs3;;Y;NA;4;4;;;;;BUILDING template;Engelse Beurs;3;;;152459,061;212480,096
ANTWERPEN-WEST - FH05;1865632;1;0;0;1;SDU;Engelse Beurs5;;Y;NA;2;4;;;;;BUILDING template;Engelse Beurs;5;;;152458,576;212474,279
ANTWERPEN-WEST - FH05;1904741;2;1;0;3;MDU;Grote Goddaard16;;Y;NA;4;4;;;;;BUILDING template;Grote Goddaard;16;;;152490,45;212450,283
ANTWERPEN-WEST - FH05;1904754;1;0;0;1;SDU;Grote Goddaard18;;Y;NA;2;4;;;;;BUILDING template;Grote Goddaard;18;;;152493,05;212444,649
ANTWERPEN-WEST - FH05;1904766;0;1;0;1;SDU;Grote Goddaard19;;Y;NA;2;4;;;;;BUILDING template;Grote Goddaard;19;;;152508,527;212449,763
ANTWERPEN-WEST - FH05;1904905;1;0;0;1;SDU;Grote Goddaard36;;Y;NA;2;4;;;;;BUILDING template;Grote Goddaard;36;;;152512,58;212399,468
ANTWERPEN-WEST - FH05;1904943;1;0;0;1;SDU;Kleine Goddaard4;;Y;NA;2;4;;;;;BUILDING template;Kleine Goddaard;4;;;152402,935;212573,584
ANTWERPEN-WEST - FH05;1905115;4;0;0;4;MDU;Kleine Goddaard17;;Y;NA;4;4;;;;;BUILDING template;Kleine Goddaard;17;;;152424,653;212570,886
ANTWERPEN-WEST - FH05;1905126;8;0;0;8;MDU;Kleine Goddaard18;;Y;NA;4;4;;;;;BUILDING template;Kleine Goddaard;18;;;152423,332;212541,664
ANTWERPEN-WEST - FH05;1905990;3;0;0;3;MDU;Goedehoopstraat3;;Y;NA;4;4;;;;;BUILDING template;Goedehoopstraat;3;;;151664,911;211606,291
ANTWERPEN-WEST - FH05;1905999;9;0;0;9;MDU;Goedehoopstraat4;;Y;NA;4;4;;;;;BUILDING template;Goedehoopstraat;4;;;151660,633;211578,325
ANTWERPEN-WEST - FH05;1906011;4;0;0;4;MDU;Goedehoopstraat5;;Y;NA;4;4;;;;;BUILDING template;Goedehoopstraat;5;;;151671,381;211605,769
ANTWERPEN-WEST - FH05;1906022;8;0;0;8;MDU;Goedehoopstraat6;;Y;NA;4;4;;;;;BUILDING template;Goedehoopstraat;6;;;151674,72;211573,63
ANTWERPEN-WEST - FH05;1906034;8;0;0;8;MDU;Goedehoopstraat8;;Y;NA;4;4;;;;;BUILDING template;Goedehoopstraat;8;;;151684,627;211569,348
ANTWERPEN-WEST - FH05;1906039;4;0;0;4;MDU;Goedehoopstraat9;;Y;NA;4;4;;;;;BUILDING template;Goedehoopstraat;9;;;151681,503;211601,178
ANTWERPEN-WEST - FH05;1906060;1;0;0;1;SDU;Goedehoopstraat10;;Y;NA;2;4;;;;;BUILDING template;Goedehoopstraat;10;;;151694,774;211566,274
ANTWERPEN-WEST - FH05;1906070;6;0;0;6;MDU;Goedehoopstraat11;;Y;NA;4;4;;;;;BUILDING template;Goedehoopstraat;11;;;151687,242;211600,761
ANTWERPEN-WEST - FH05;1906091;5;0;0;5;MDU;Goedehoopstraat14;;Y;NA;4;4;;;;;BUILDING template;Goedehoopstraat;14;;;151700,502;211564,874
ANTWERPEN-WEST - FH05;1906092;11;0;0;11;MDU;Goedehoopstraat15;;Y;NA;4;4;;;;;BUILDING template;Goedehoopstraat;15;;;151709;211593
ANTWERPEN-WEST - FH05;1909848;0;1;0;1;SDU;Gorterstraat12;;Y;NA;2;4;;;;;BUILDING template;Gorterstraat;12;;;152178,472;212724,423
ANTWERPEN-WEST - FH05;1909897;0;1;0;1;SDU;Gorterstraat17;;Y;NA;2;4;;;;;BUILDING template;Gorterstraat;17;;;152184,425;212701,495
ANTWERPEN-WEST - FH05;1909903;3;0;0;3;MDU;Gorterstraat18;;Y;NA;4;4;;;;;BUILDING template;Gorterstraat;18;;;152159,323;212702,185
ANTWERPEN-WEST - FH05;1909924;8;0;0;8;MDU;Gorterstraat21;;Y;NA;4;4;;;;;BUILDING template;Gorterstraat;21;;;152174,868;212689,859
ANTWERPEN-WEST - FH05;1925046;8;1;0;9;MDU;Guldenberg3;;Y;NA;4;4;;;;;BUILDING template;Guldenberg;3;;;152156,389;212737,433
ANTWERPEN-WEST - FH05;1925051;15;3;0;18;MDU;Guldenberg4;;Y;NA;4;4;;;;;BUILDING template;Guldenberg;4;;;152166,736;212746,545
ANTWERPEN-WEST - FH05;1925052;8;0;0;8;MDU;Guldenberg6;;Y;NA;4;4;;;;;BUILDING template;Guldenberg;6;;;152172,913;212741,603
ANTWERPEN-WEST - FH05;1925053;0;1;0;1;SDU;Guldenberg8;;Y;NA;2;4;;;;;BUILDING template;Guldenberg;8;;;152177,7;212739,673
ANTWERPEN-WEST - FH05;1928261;0;1;0;1;SDU;Haarstraat5;;Y;NA;2;4;;;;;BUILDING template;Haarstraat;5;;;152026,951;212293,452
ANTWERPEN-WEST - FH05;1928273;3;1;0;4;MDU;Haarstraat8;;Y;NA;4;4;;;;;BUILDING template;Haarstraat;8;;;152024,784;212274,691
ANTWERPEN-WEST - FH05;1928282;0;1;0;1;SDU;Haarstraat9;;Y;NA;2;4;;;;;BUILDING template;Haarstraat;9;;;152046,458;212284,309
ANTWERPEN-WEST - FH05;1928289;2;0;0;2;MDU;Haarstraat12;;Y;NA;4;4;;;;;BUILDING template;Haarstraat;12;;;152035,757;212271,169
ANTWERPEN-WEST - FH05;193117;0;1;0;1;SDU;Jordaenskaai2;;Y;NA;2;4;;;;;BUILDING template;Jordaenskaai;2;;;152154,536;212754,266
ANTWERPEN-WEST - FH05;1933740;2;0;0;2;MDU;Handschoenmarkt3;;Y;NA;4;4;;;;;BUILDING template;Handschoenmarkt;3;;;152154,588;212305,387
ANTWERPEN-WEST - FH05;1940258;3;1;0;4;MDU;Hofstraat5;;Y;NA;4;4;;;;;BUILDING template;Hofstraat;5;;;152278,822;212523,554
ANTWERPEN-WEST - FH05;1944353;4;0;0;4;MDU;Hoogstraat6;;Y;NA;4;4;;;;;BUILDING template;Hoogstraat;6;;;152101,456;212286,544
ANTWERPEN-WEST - FH05;1944355;0;1;0;1;SDU;Hoogstraat9;;Y;NA;2;4;;;;;BUILDING template;Hoogstraat;9;;;152121,478;212253,537
ANTWERPEN-WEST - FH05;1944356;0;1;0;1;SDU;Hoogstraat10;;Y;NA;2;4;;;;;BUILDING template;Hoogstraat;10;;;152097,189;212281,125
ANTWERPEN-WEST - FH05;1944358;0;1;0;1;SDU;Hoogstraat12;;Y;NA;2;4;;;;;BUILDING template;Hoogstraat;12;;;152094,006;212277,536
ANTWERPEN-WEST - FH05;1944359;0;4;0;4;MDU;Hoogstraat14;;Y;NA;4;4;;;;;BUILDING template;Hoogstraat;14;;;152090,822;212273,946
ANTWERPEN-WEST - FH05;1944361;3;0;0;3;MDU;Hoogstraat15A;;Y;NA;4;4;;;;;BUILDING template;Hoogstraat;15;A;;152102,618;212241,001
ANTWERPEN-WEST - FH05;1944362;4;1;0;5;MDU;Hoogstraat15B;;Y;NA;4;4;;;;;BUILDING template;Hoogstraat;15;B;;152100,757;212235,728
ANTWERPEN-WEST - FH05;1944363;0;4;0;4;MDU;Hoogstraat16;;Y;NA;4;4;;;;;BUILDING template;Hoogstraat;16;;;152087,91;212268,798
ANTWERPEN-WEST - FH05;1944365;18;3;0;21;MDU;Hoogstraat19;;Y;NA;4;4;;;;;BUILDING template;Hoogstraat;19;;;152088,662;212227,148
ANTWERPEN-WEST - FH05;1944369;0;1;0;1;SDU;Hoogstraat23;;Y;NA;2;4;;;;;BUILDING template;Hoogstraat;23;;;152086,768;212214,282
ANTWERPEN-WEST - FH05;1944371;3;0;0;3;MDU;Hoogstraat26;;Y;NA;4;4;;;;;BUILDING template;Hoogstraat;26;;;152073,28;212245,499
ANTWERPEN-WEST - FH05;1944375;1;0;0;1;SDU;Hoogstraat29;;Y;NA;2;4;;;;;BUILDING template;Hoogstraat;29;;;152077,188;212197,997
ANTWERPEN-WEST - FH05;1944380;0;1;0;1;SDU;Hoogstraat38;;Y;NA;2;4;;;;;BUILDING template;Hoogstraat;38;;;152047,271;212200,728
ANTWERPEN-WEST - FH05;1944382;0;3;0;3;MDU;Hoogstraat44;;Y;NA;4;4;;;;;BUILDING template;Hoogstraat;44;;;152026,705;212165,227
ANTWERPEN-WEST - FH05;1944384;0;1;0;1;SDU;Hoogstraat46;;Y;NA;2;4;;;;;BUILDING template;Hoogstraat;46;;;152023,47;212160,114
ANTWERPEN-WEST - FH05;1944386;0;3;0;3;MDU;Hoogstraat48;;Y;NA;4;4;;;;;BUILDING template;Hoogstraat;48;;;152019,713;212155,732
ANTWERPEN-WEST - FH05;1944389;0;3;0;3;MDU;Hoogstraat56;;Y;NA;4;4;;;;;BUILDING template;Hoogstraat;56;;;152006,774;212135,279
ANTWERPEN-WEST - FH05;1944395;0;1;0;1;SDU;Hoogstraat66;;Y;NA;2;4;;;;;BUILDING template;Hoogstraat;66;;;151988,032;212106,262
ANTWERPEN-WEST - FH05;1944397;0;1;0;1;SDU;Hoogstraat68;;Y;NA;2;4;;;;;BUILDING template;Hoogstraat;68;;;151985,959;212102,126
ANTWERPEN-WEST - FH05;194844;9;0;0;9;MDU;Korte Doornikstraat2;;Y;NA;4;4;;;;;BUILDING template;Korte Doornikstraat;2;;;152220,018;212616,643
ANTWERPEN-WEST - FH05;194847;4;0;0;4;MDU;Korte Doornikstraat6;;Y;NA;4;4;;;;;BUILDING template;Korte Doornikstraat;6;;;152209,633;212593,062
ANTWERPEN-WEST - FH05;1956035;0;1;0;1;SDU;Sint-Jansvliet12;;Y;NA;2;4;;;;;BUILDING template;Sint-Jansvliet;12;;;151925,264;212042,786
ANTWERPEN-WEST - FH05;1956046;1;0;0;1;SDU;Sint-Jansvliet13;;Y;NA;2;4;;;;;BUILDING template;Sint-Jansvliet;13;;;151936,946;212100,669
ANTWERPEN-WEST - FH05;1956054;0;1;0;1;SDU;Sint-Jansvliet14;;Y;NA;2;4;;;;;BUILDING template;Sint-Jansvliet;14;;;151931,733;212039,864
ANTWERPEN-WEST - FH05;1956071;7;0;0;7;MDU;Sint-Jansvliet15;;Y;NA;4;4;;;;;BUILDING template;Sint-Jansvliet;15;;;151944,489;212101,08
ANTWERPEN-WEST - FH05;1956107;0;1;0;1;SDU;Sint-Jansvliet19;;Y;NA;2;4;;;;;BUILDING template;Sint-Jansvliet;19;;;151950,051;212092,736
ANTWERPEN-WEST - FH05;1956121;6;2;0;8;MDU;Sint-Jansvliet23;;Y;NA;4;4;;;;;BUILDING template;Sint-Jansvliet;23;;;151959,163;212092,244
ANTWERPEN-WEST - FH05;1956600;2;0;0;2;MDU;Jeruzalemstraat4;;Y;NA;4;4;;;;;BUILDING template;Jeruzalemstraat;4;;;152368,568;212460,467
ANTWERPEN-WEST - FH05;1956628;2;0;0;2;MDU;Jeruzalemstraat8;;Y;NA;4;4;;;;;BUILDING template;Jeruzalemstraat;8;;;152378,66;212459,599
ANTWERPEN-WEST - FH05;1956632;17;0;0;17;MDU;Jeruzalemstraat9;;Y;NA;4;4;;;;;BUILDING template;Jeruzalemstraat;9;;;152394,394;212473,922
ANTWERPEN-WEST - FH05;1956642;12;0;0;12;MDU;Jeruzalemstraat13;;Y;NA;4;4;;;;;BUILDING template;Jeruzalemstraat;13;;;152409,884;212478,225
ANTWERPEN-WEST - FH05;1957128;3;1;0;4;MDU;Jezuïetenrui3;;Y;NA;4;4;;;;;BUILDING template;Jezuïetenrui;3;;;152397,119;212331,652
ANTWERPEN-WEST - FH05;1957139;0;1;0;1;SDU;Jezuïetenrui4;;Y;NA;2;4;;;;;BUILDING template;Jezuïetenrui;4;;;152406,475;212315,501
ANTWERPEN-WEST - FH05;1957158;0;1;0;1;SDU;Jezuïetenrui6;;Y;NA;2;4;;;;;BUILDING template;Jezuïetenrui;6;;;152413,422;212314,804
ANTWERPEN-WEST - FH05;1957171;0;2;0;2;MDU;Jezuïetenrui7;;Y;NA;4;4;;;;;BUILDING template;Jezuïetenrui;7;;;152412,43;212328,869
ANTWERPEN-WEST - FH05;1959413;0;2;0;2;MDU;Jordaenskaai5;;Y;NA;4;4;;;;;BUILDING template;Jordaenskaai;5;;;152140,85;212715,946
ANTWERPEN-WEST - FH05;1959414;4;0;0;4;MDU;Jordaenskaai6;;Y;NA;4;4;;;;;BUILDING template;Jordaenskaai;6;;;152148,513;212720,716
ANTWERPEN-WEST - FH05;1959419;0;1;0;1;SDU;Jordaenskaai27;;Y;NA;2;4;;;;;BUILDING template;Jordaenskaai;27;;;152071,072;212778,4
ANTWERPEN-WEST - FH05;1959674;0;2;0;2;MDU;Kaasrui6;;Y;NA;4;4;;;;;BUILDING template;Kaasrui;6;;;152317,694;212340,02
ANTWERPEN-WEST - FH05;1959678;3;1;0;4;MDU;Kaasrui10;;Y;NA;4;4;;;;;BUILDING template;Kaasrui;10;;;152327,052;212340,311
ANTWERPEN-WEST - FH05;1959679;0;4;0;4;MDU;Kaasrui11;;Y;NA;4;4;;;;;BUILDING template;Kaasrui;11;;;152336,237;212361,76
ANTWERPEN-WEST - FH05;1959680;106;0;0;106;MDU;Kaasstraat1;;Y;NA;4;4;;;;;BUILDING template;Kaasstraat;1;;;152047,353;212439,524
ANTWERPEN-WEST - FH05;1959681;0;1;0;1;SDU;Kaasstraat3;;Y;NA;2;4;;;;;BUILDING template;Kaasstraat;3;;;152059,979;212404,775
ANTWERPEN-WEST - FH05;1965742;0;1;0;1;SDU;Korte Koepoortstraat8;;Y;NA;2;4;;;;;BUILDING template;Korte Koepoortstraat;8;;;152348,676;212371,06
ANTWERPEN-WEST - FH05;1965767;4;0;0;4;MDU;Lange Koepoortstraat3;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;3;;;152397,838;212609,926
ANTWERPEN-WEST - FH05;1965783;7;2;0;9;MDU;Lange Koepoortstraat10;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;10;;;152372,433;212608,43
ANTWERPEN-WEST - FH05;1965785;4;2;0;6;MDU;Lange Koepoortstraat13;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;13;;;152378,337;212575,961
ANTWERPEN-WEST - FH05;1965788;1;0;0;1;SDU;Lange Koepoortstraat15;;Y;NA;2;4;;;;;BUILDING template;Lange Koepoortstraat;15;;;152375,713;212570,714
ANTWERPEN-WEST - FH05;1965789;0;3;0;3;MDU;Lange Koepoortstraat17;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;17;;;152373,417;212567,024
ANTWERPEN-WEST - FH05;1965792;0;1;0;1;SDU;Lange Koepoortstraat18;;Y;NA;2;4;;;;;BUILDING template;Lange Koepoortstraat;18;;;152356,553;212583,894
ANTWERPEN-WEST - FH05;1965802;1;0;0;1;SDU;Lange Koepoortstraat19;;Y;NA;2;4;;;;;BUILDING template;Lange Koepoortstraat;19;;;152372,024;212562,187
ANTWERPEN-WEST - FH05;1965806;0;3;0;3;MDU;Lange Koepoortstraat20;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;20;;;152353,493;212578,667
ANTWERPEN-WEST - FH05;1965814;0;1;0;1;SDU;Lange Koepoortstraat22;;Y;NA;2;4;;;;;BUILDING template;Lange Koepoortstraat;22;;;152351,992;212573,793
ANTWERPEN-WEST - FH05;1965830;5;1;0;6;MDU;Lange Koepoortstraat26;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;26;;;152346,08;212560,786
ANTWERPEN-WEST - FH05;1965841;0;1;0;1;SDU;Lange Koepoortstraat30;;Y;NA;2;4;;;;;BUILDING template;Lange Koepoortstraat;30;;;152344,188;212552,441
ANTWERPEN-WEST - FH05;1965879;3;1;0;4;MDU;Lange Koepoortstraat35;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;35;;;152360,463;212534,392
ANTWERPEN-WEST - FH05;1965895;12;1;0;13;MDU;Lange Koepoortstraat37;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;37;;;152358,007;212522,752
ANTWERPEN-WEST - FH05;1965919;0;4;0;4;MDU;Lange Koepoortstraat46;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;46;;;152335,327;212498,539
ANTWERPEN-WEST - FH05;1965937;1;0;0;1;SDU;Lange Koepoortstraat50;;Y;NA;2;4;;;;;BUILDING template;Lange Koepoortstraat;50;;;152337,691;212488,253
ANTWERPEN-WEST - FH05;1965941;3;1;0;4;MDU;Lange Koepoortstraat51;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;51;;;152353,92;212486,835
ANTWERPEN-WEST - FH05;1965952;5;1;0;6;MDU;Lange Koepoortstraat52;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;52;;;152336,03;212479,883
ANTWERPEN-WEST - FH05;1965962;0;1;0;1;SDU;Lange Koepoortstraat53;;Y;NA;2;4;;;;;BUILDING template;Lange Koepoortstraat;53;;;152353,92;212480,867
ANTWERPEN-WEST - FH05;1965966;0;3;0;3;MDU;Lange Koepoortstraat54;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;54;;;152336,349;212472,217
ANTWERPEN-WEST - FH05;1965982;0;3;0;3;MDU;Lange Koepoortstraat61;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;61;;;152356,282;212452,923
ANTWERPEN-WEST - FH05;1965989;0;4;0;4;MDU;Lange Koepoortstraat64;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;64;;;152337,946;212443,276
ANTWERPEN-WEST - FH05;1966000;0;1;0;1;SDU;Lange Koepoortstraat70;;Y;NA;2;4;;;;;BUILDING template;Lange Koepoortstraat;70;;;152339,544;212429,796
ANTWERPEN-WEST - FH05;1966002;0;3;0;3;MDU;Lange Koepoortstraat72;;Y;NA;4;4;;;;;BUILDING template;Lange Koepoortstraat;72;;;152339,608;212422,96
ANTWERPEN-WEST - FH05;1968078;5;1;0;6;MDU;Koolkaai3;;Y;NA;4;4;;;;;BUILDING template;Koolkaai;3;;;152186,347;212804,226
ANTWERPEN-WEST - FH05;1968107;4;0;0;4;MDU;Koolkaai11;;Y;NA;4;4;;;;;BUILDING template;Koolkaai;11;;;152204,542;212796,418
ANTWERPEN-WEST - FH05;1968112;1;0;0;1;SDU;Koolkaai13;;Y;NA;2;4;;;;;BUILDING template;Koolkaai;13;;;152198,83;212782,862
ANTWERPEN-WEST - FH05;1968736;0;4;0;4;MDU;Oude Koornmarkt8;;Y;NA;4;4;;;;;BUILDING template;Oude Koornmarkt;8;;;152136,15;212272,599
ANTWERPEN-WEST - FH05;1968745;0;2;0;2;MDU;Oude Koornmarkt12;;Y;NA;4;4;;;;;BUILDING template;Oude Koornmarkt;12;;;152141,771;212264,65
ANTWERPEN-WEST - FH05;1968877;3;0;0;3;MDU;Oude Koornmarkt44;;Y;NA;4;4;;;;;BUILDING template;Oude Koornmarkt;44;;;152192,863;212187,763
ANTWERPEN-WEST - FH05;1968885;0;3;0;3;MDU;Oude Koornmarkt46;;Y;NA;4;4;;;;;BUILDING template;Oude Koornmarkt;46;;;152198,215;212181,968
ANTWERPEN-WEST - FH05;1968889;0;2;0;2;MDU;Oude Koornmarkt48;;Y;NA;4;4;;;;;BUILDING template;Oude Koornmarkt;48;;;152198,664;212175,436
ANTWERPEN-WEST - FH05;1968910;6;0;0;6;MDU;Oude Koornmarkt56;;Y;NA;4;4;;;;;BUILDING template;Oude Koornmarkt;56;;;152203,658;212157,537
ANTWERPEN-WEST - FH05;1968945;3;0;0;3;MDU;Oude Koornmarkt60;;Y;NA;4;4;;;;;BUILDING template;Oude Koornmarkt;60;;;152199,724;212132,795
ANTWERPEN-WEST - FH05;1974303;3;0;0;3;MDU;Kuipersstraat2;;Y;NA;4;4;;;;;BUILDING template;Kuipersstraat;2;;;152071,707;212464,611
ANTWERPEN-WEST - FH05;1974307;17;1;0;18;MDU;Kuipersstraat7;;Y;NA;4;4;;;;;BUILDING template;Kuipersstraat;7;;;152056,709;212485,799
ANTWERPEN-WEST - FH05;1974315;8;0;0;8;MDU;Kuipersstraat9;;Y;NA;4;4;;;;;BUILDING template;Kuipersstraat;9;;;152078,094;212479,614
ANTWERPEN-WEST - FH05;1974320;6;0;0;6;MDU;Kuipersstraat11;;Y;NA;4;4;;;;;BUILDING template;Kuipersstraat;11;;;152100,599;212487,472
ANTWERPEN-WEST - FH05;1974329;4;0;0;4;MDU;Kuipersstraat15;;Y;NA;4;4;;;;;BUILDING template;Kuipersstraat;15;;;152115,313;212494,912
ANTWERPEN-WEST - FH05;1986944;0;1;0;1;SDU;Leeuw van Vlaanderenstraat4;;Y;NA;2;4;;;;;BUILDING template;Leeuw van Vlaanderenstraat;4;;;152432,588;212336,518
ANTWERPEN-WEST - FH05;1994954;0;1;0;1;SDU;Maalderijstraat5;;Y;NA;2;4;;;;;BUILDING template;Maalderijstraat;5;;;152212,847;212311,882
ANTWERPEN-WEST - FH05;1998240;0;3;0;3;MDU;Grote Markt31;;Y;NA;4;4;;;;;BUILDING template;Grote Markt;31;;;152272,054;212374,366
ANTWERPEN-WEST - FH05;1998270;0;4;0;4;MDU;Grote Markt54;;Y;NA;4;4;;;;;BUILDING template;Grote Markt;54;;;152271,786;212339,455
ANTWERPEN-WEST - FH05;2007832;1;0;0;1;SDU;Sint-Michielskaai3;;Y;NA;2;4;;;;;BUILDING template;Sint-Michielskaai;3;;;151753,61;211800,523
ANTWERPEN-WEST - FH05;2008352;0;1;0;1;SDU;Sint-Michielskaai31;;Y;NA;2;4;;;;;BUILDING template;Sint-Michielskaai;31;;;151634,695;211565,383
ANTWERPEN-WEST - FH05;2008376;4;0;0;4;MDU;Sint-Michielskaai32;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielskaai;32;;;151629,349;211558,128
ANTWERPEN-WEST - FH05;2008397;4;1;0;5;MDU;Sint-Michielskaai33;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielskaai;33;;;151626,294;211553,037
ANTWERPEN-WEST - FH05;2008479;6;0;0;6;MDU;Sint-Michielskaai35;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielskaai;35;;;151615;211529
ANTWERPEN-WEST - FH05;2008606;1;0;0;1;SDU;Sint-Michielskaai37;;Y;NA;2;4;;;;;BUILDING template;Sint-Michielskaai;37;;;151608,747;211520,625
ANTWERPEN-WEST - FH05;2008650;6;0;0;6;MDU;Sint-Michielskaai38;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielskaai;38;;;151604,305;211513,233
ANTWERPEN-WEST - FH05;2008741;5;0;0;5;MDU;Sint-Michielskaai40;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielskaai;40;;;151598,762;211505,024
ANTWERPEN-WEST - FH05;2009158;1;0;0;1;SDU;Sint-Michielsstraat2B;;Y;NA;2;4;;;;;BUILDING template;Sint-Michielsstraat;2;B;;151790,653;211797,877
ANTWERPEN-WEST - FH05;2009173;3;0;0;3;MDU;Sint-Michielsstraat3;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielsstraat;3;;;151774,165;211839,304
ANTWERPEN-WEST - FH05;2009191;4;0;0;4;MDU;Sint-Michielsstraat5;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielsstraat;5;;;151778,339;211835,756
ANTWERPEN-WEST - FH05;2009229;1;0;0;1;SDU;Sint-Michielsstraat7;;Y;NA;2;4;;;;;BUILDING template;Sint-Michielsstraat;7;;;151787,209;211829,495
ANTWERPEN-WEST - FH05;2009249;4;0;0;4;MDU;Sint-Michielsstraat8;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielsstraat;8;;;151808,183;211795,373
ANTWERPEN-WEST - FH05;2009296;0;4;0;4;MDU;Sint-Michielsstraat11;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielsstraat;11;;;151797,122;211822,086
ANTWERPEN-WEST - FH05;2009336;3;0;0;3;MDU;Sint-Michielsstraat13;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielsstraat;13;;;151802,027;211818,747
ANTWERPEN-WEST - FH05;2009347;5;0;0;5;MDU;Sint-Michielsstraat15;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielsstraat;15;;;151809,123;211817,599
ANTWERPEN-WEST - FH05;2009378;0;3;0;3;MDU;Sint-Michielsstraat19;;Y;NA;4;4;;;;;BUILDING template;Sint-Michielsstraat;19;;;151815,801;211816,66
