Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Adres;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
KNOKKE-HEIST - FH08;317509;1;0;0;1;SDU;;Y;NA;2;4;Jozef Nellenslaan92;;1 Unit in CRAB, niet in GM.;;;BUILDING template;Jozef Nellenslaan;92;;;73697;226884
KNOKKE-HEIST - FH08;317513;1;0;0;1;SDU;;Y;NA;2;4;Elizabetlaan207;;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Elizabetlaan;207;;;73731;226851
KNOKKE-HEIST - FH08;319459;1;0;0;1;SDU;;Y;NA;2;4;Zeedijk-Albertstrand446;;10 Units in CRAB, 9 in GM.;;;BUILDING template;Zeedijk-Albertstrand;446;;;73338;226823
KNOKKE-HEIST - FH08;319461;1;0;0;1;SDU;;Y;NA;2;4;Zeedijk-Albertstrand447;;17 units in CRAB en GM.;;;BUILDING template;Zeedijk-Albertstrand;447;;;73348;226825
KNOKKE-HEIST - FH08;319463;1;0;0;1;SDU;;Y;NA;2;4;Zeedijk-Albertstrand448;;13 units in CRAB, 12 in GM.;;;BUILDING template;Zeedijk-Albertstrand;448;;;73359;226833
KNOKKE-HEIST - FH08;319470;1;0;0;1;SDU;;Y;NA;2;4;Elizabetlaan218;;12 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Elizabetlaan;218;;;73377;226637
KNOKKE-HEIST - FH08;319474;1;0;0;1;SDU;;Y;NA;2;4;Elizabetlaan216;;31 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Elizabetlaan;216;;;73416;226654
KNOKKE-HEIST - FH08;319476;1;0;0;1;SDU;;Y;NA;2;4;Lentelaan15;;10 Units in CRAB en GM.;;;BUILDING template;Lentelaan;15;;;73326;226766
KNOKKE-HEIST - FH08;317519;21;0;0;21;MDU;;Y;NA;4;4;Zeerobbenlaan1;;20 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Zeerobbenlaan;1;;;73633,045;226940,367
KNOKKE-HEIST - FH08;319477;1;0;0;1;SDU;;Y;NA;2;4;Lentelaan5;;1 Unit in CRAB, niet in GM.;;;BUILDING template;Lentelaan;5;;;73326;226790
KNOKKE-HEIST - FH08;319483;1;0;0;1;SDU;;Y;NA;2;4;Jozef Nellenslaan50;;1 Unit in CRAB en GM.;;;BUILDING template;Jozef Nellenslaan;50;;;73391;226738
KNOKKE-HEIST - FH08;319487;1;0;0;1;SDU;;Y;NA;2;4;Paul Van der Meerschenlaan14;;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Paul Van der Meerschenlaan;14;;;73452;226749
KNOKKE-HEIST - FH08;319818;1;0;0;1;SDU;;Y;NA;2;4;Wilderozenpad2;;1 Unit in CRAB en GM.;;;BUILDING template;Wilderozenpad;2;;;73759;226423
KNOKKE-HEIST - FH08;319858;1;0;0;1;SDU;;Y;NA;2;4;Kwelmpad2;;1 Unit in CRAB en GM.;;;BUILDING template;Kwelmpad;2;;;73743;226558
KNOKKE-HEIST - FH08;320231;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan46;;6 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Eeuwfeestlaan;46;;;73883;226452
KNOKKE-HEIST - FH08;4344987;1;0;0;1;SDU;;Y;NA;2;4;Elizabetlaan194;;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Elizabetlaan;194;;;73668;226761
KNOKKE-HEIST - FH08;4346017;1;0;0;1;SDU;;Y;NA;2;4;Kapellaan3;;in GM nog bouwgrond (2013);;;BUILDING template;Kapellaan;3;;;73722;226728
KNOKKE-HEIST - FH08;4346049;1;0;0;1;SDU;;Y;NA;2;4;Elizabetlaan184;;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Elizabetlaan;184;;;73775;226813
KNOKKE-HEIST - FH08;4348130;1;0;0;1;SDU;;Y;NA;2;4;Beiaardlaan11;;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Beiaardlaan;11;;;73688;226449
KNOKKE-HEIST - FH08;319472;64;0;0;64;MDU;;Y;NA;4;4;Elizabetlaan214;;20 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Elizabetlaan;214;;;73454,523;226676,067
KNOKKE-HEIST - FH08;5579243;1;0;0;1;SDU;;Y;NA;2;4;Zeedijk-Albertstrand453;;19 units in CRAB, 18 in GM.;;;BUILDING template;Zeedijk-Albertstrand;453;;;73465;226870
KNOKKE-HEIST - FH08;5579244;1;0;0;1;SDU;;Y;NA;2;4;Zeedijk-Albertstrand461;;10 units in CRAB, 8 in GM.;;;BUILDING template;Zeedijk-Albertstrand;461;;;73518;226896
KNOKKE-HEIST - FH08;5579245;1;0;0;1;SDU;;Y;NA;2;4;Zeedijk-Albertstrand463;;1 Unit in CRAB en GM.;;;BUILDING template;Zeedijk-Albertstrand;463;;;73524;226899
KNOKKE-HEIST - FH08;5579246;1;0;0;1;SDU;;Y;NA;2;4;Zeedijk-Albertstrand465;;1 unit in CRAB en GM.;;;BUILDING template;Zeedijk-Albertstrand;465;;;73539;226904
KNOKKE-HEIST - FH08;5579496;1;0;0;1;SDU;;Y;NA;2;4;Paul Van der Meerschenlaan6;;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Paul Van der Meerschenlaan;6;;;73377;226818
KNOKKE-HEIST - FH08;5579579;1;0;0;1;SDU;;Y;NA;2;4;Zeerobbenlaan4;;17 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Zeerobbenlaan;4;;;73609;226922
KNOKKE-HEIST - FH08;5829598;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan48;;1 Unit in CRAB, elektriciteitshok in GM?;;;BUILDING template;Eeuwfeestlaan;48;;;73911;226433
KNOKKE-HEIST - FH08;6308939;1;0;0;1;SDU;;Y;NA;2;4;Meerlaan149;;23 Units in CRAB, 24 in GM.;;;BUILDING template;Meerlaan;149;;;73734;226989
KNOKKE-HEIST - FH08;6399215;1;0;0;1;SDU;;Y;NA;2;4;Rozenlaan12;;1 Unit in CRAB en GM.;;;BUILDING template;Rozenlaan;12;;;73538;226778
KNOKKE-HEIST - FH08;6524227;1;0;0;1;SDU;;Y;NA;2;4;Jozef Nellenslaan51;;9 Units in CRAB en GM.;;;BUILDING template;Jozef Nellenslaan;51;;;73334;226759
KNOKKE-HEIST - FH08;6526794;1;0;0;1;SDU;;Y;NA;2;4;Kapellaan5;;in GM nog bouwgrond (2013);;;BUILDING template;Kapellaan;5;;;73719;226712
KNOKKE-HEIST - FH08;6598438;1;0;0;1;SDU;;Y;NA;2;4;Acacialaan41;;1 Unit in CRAB, niet duidelijk in GM.;;;BUILDING template;Acacialaan;41;;;73884;226405
KNOKKE-HEIST - FH08;2757896;1;0;0;1;SDU;;Y;NA;2;4;Arcadelaan19;;;;;BUILDING template;Arcadelaan;19;;;73460,42;226417,14
KNOKKE-HEIST - FH08;320223;1;0;0;1;SDU;;Y;NA;2;4;Kapellaan49;;;;;BUILDING template;Kapellaan;49;;;73839,25;226471,022
KNOKKE-HEIST - FH08;2757899;1;0;0;1;SDU;;Y;NA;2;4;Arcadelaan21;;;;;BUILDING template;Arcadelaan;21;;;73488,06;226414,32
KNOKKE-HEIST - FH08;320225;1;0;0;1;SDU;;Y;NA;2;4;Kapellaan48;;;;;BUILDING template;Kapellaan;48;;;73903,557;226412,165
KNOKKE-HEIST - FH08;2757902;1;0;0;1;SDU;;Y;NA;2;4;Arcadelaan25;;;;;BUILDING template;Arcadelaan;25;;;73483,61;226441,24
KNOKKE-HEIST - FH08;320227;1;0;0;1;SDU;;Y;NA;2;4;Meerlaan109;;;;;BUILDING template;Meerlaan;109;;;73934,321;226546,393
KNOKKE-HEIST - FH08;2757903;1;0;0;1;SDU;;Y;NA;2;4;Arcadelaan27;;;;;BUILDING template;Arcadelaan;27;;;73504,05;226422,224
KNOKKE-HEIST - FH08;320228;1;0;0;1;SDU;;Y;NA;2;4;Meerlaan111;;;;;BUILDING template;Meerlaan;111;;;73913,632;226577,572
KNOKKE-HEIST - FH08;2757906;1;0;0;1;SDU;;Y;NA;2;4;Arcadelaan31;;;;;BUILDING template;Arcadelaan;31;;;73497,91;226451,24
KNOKKE-HEIST - FH08;320230;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan41;;;;;BUILDING template;Eeuwfeestlaan;41;;;73957,16;226430,31
KNOKKE-HEIST - FH08;2757908;1;0;0;1;SDU;;Y;NA;2;4;Arcadelaan33;;;;;BUILDING template;Arcadelaan;33;;;73504,96;226456,21
KNOKKE-HEIST - FH08;320232;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan39;;;;;BUILDING template;Eeuwfeestlaan;39;;;73911,03;226481,65
KNOKKE-HEIST - FH08;2757914;1;0;0;1;SDU;;Y;NA;2;4;Arcadelaan54;;;;;BUILDING template;Arcadelaan;54;;;73524,557;226401,162
KNOKKE-HEIST - FH08;320233;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan33;;;;;BUILDING template;Eeuwfeestlaan;33;;;73863,803;226550,007
KNOKKE-HEIST - FH08;2757915;1;0;0;1;SDU;;Y;NA;2;4;Arcadelaan60;;;;;BUILDING template;Arcadelaan;60;;;73636,557;226465,163
KNOKKE-HEIST - FH08;320234;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan32;;;;;BUILDING template;Eeuwfeestlaan;32;;;73827,782;226537,881
KNOKKE-HEIST - FH08;2757924;1;0;0;1;SDU;;Y;NA;2;4;Azalealaan3;;;;;BUILDING template;Azalealaan;3;;;73798,554;226775,164
KNOKKE-HEIST - FH08;320235;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan35;;;;;BUILDING template;Eeuwfeestlaan;35;;;73877,82;226524,06
KNOKKE-HEIST - FH08;2757925;1;0;0;1;SDU;;Y;NA;2;4;Azalealaan6;;;;;BUILDING template;Azalealaan;6;;;73780,665;226796,83
KNOKKE-HEIST - FH08;320236;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan47;;;;;BUILDING template;Eeuwfeestlaan;47;;;73999,97;226399,37
KNOKKE-HEIST - FH08;2758021;1;0;0;1;SDU;;Y;NA;2;4;Begoniapad3;;;;;BUILDING template;Begoniapad;3;;;73992,81;226425,79
KNOKKE-HEIST - FH08;320237;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan49;;;;;BUILDING template;Eeuwfeestlaan;49;;;74006,72;226395,72
KNOKKE-HEIST - FH08;2758022;1;0;0;1;SDU;;Y;NA;2;4;Begoniapad4;;;;;BUILDING template;Begoniapad;4;;;74022,06;226437,82
KNOKKE-HEIST - FH08;320238;1;0;0;1;SDU;;Y;NA;2;4;Kapellaan51;;;;;BUILDING template;Kapellaan;51;;;73918,84;226496,83
KNOKKE-HEIST - FH08;2758023;1;0;0;1;SDU;;Y;NA;2;4;Begoniapad5;;;;;BUILDING template;Begoniapad;5;;;73974,25;226439,55
KNOKKE-HEIST - FH08;320239;1;0;0;1;SDU;;Y;NA;2;4;Kapellaan52;;;;;BUILDING template;Kapellaan;52;;;73942,16;226472,11
KNOKKE-HEIST - FH08;2758024;1;0;0;1;SDU;;Y;NA;2;4;Begoniapad6;;;;;BUILDING template;Begoniapad;6;;;74005,21;226448,39
KNOKKE-HEIST - FH08;320240;1;0;0;1;SDU;;Y;NA;2;4;Kapellaan54;;;;;BUILDING template;Kapellaan;54;;;73953,86;226489,14
KNOKKE-HEIST - FH08;2758025;1;0;0;1;SDU;;Y;NA;2;4;Begoniapad7;;;;;BUILDING template;Begoniapad;7;;;73967,87;226443,81
KNOKKE-HEIST - FH08;320241;1;0;0;1;SDU;;Y;NA;2;4;Kapellaan55;;;;;BUILDING template;Kapellaan;55;;;73930,4;226515,177
KNOKKE-HEIST - FH08;2758026;1;0;0;1;SDU;;Y;NA;2;4;Begoniapad8;;;;;BUILDING template;Begoniapad;8;;;74000;226452,23
KNOKKE-HEIST - FH08;320242;1;0;0;1;SDU;;Y;NA;2;4;Begoniapad1;;;;;BUILDING template;Begoniapad;1;;;74013,02;226412,85
KNOKKE-HEIST - FH08;2758027;1;0;0;1;SDU;;Y;NA;2;4;Begoniapad10;;;;;BUILDING template;Begoniapad;10;;;73985,3;226464,49
KNOKKE-HEIST - FH08;320243;1;0;0;1;SDU;;Y;NA;2;4;Begoniapad9;;;;;BUILDING template;Begoniapad;9;;;73943,91;226442,72
KNOKKE-HEIST - FH08;2758028;1;0;0;1;SDU;;Y;NA;2;4;Beiaardlaan4;;;;;BUILDING template;Beiaardlaan;4;;;73569,08;226404,09
KNOKKE-HEIST - FH08;320244;1;0;0;1;SDU;;Y;NA;2;4;Begoniapad12;;;;;BUILDING template;Begoniapad;12;;;73965,06;226473,32
KNOKKE-HEIST - FH08;2758029;1;0;0;1;SDU;;Y;NA;2;4;Beiaardlaan5;;;;;BUILDING template;Beiaardlaan;5;;;73639,61;226445,67
KNOKKE-HEIST - FH08;320245;1;0;0;1;SDU;;Y;NA;2;4;Begoniapad2;;;;;BUILDING template;Begoniapad;2;;;74046,24;226423,61
KNOKKE-HEIST - FH08;2758030;1;0;0;1;SDU;;Y;NA;2;4;Beiaardlaan7;;;;;BUILDING template;Beiaardlaan;7;;;73646,319;226444,321
KNOKKE-HEIST - FH08;320246;1;0;0;1;SDU;;Y;NA;2;4;Sneppenpad2;;;;;BUILDING template;Sneppenpad;2;;;73892,839;226537,561
KNOKKE-HEIST - FH08;2758031;1;0;0;1;SDU;;Y;NA;2;4;Beiaardlaan12;;;;;BUILDING template;Beiaardlaan;12;;;73669,619;226419,909
KNOKKE-HEIST - FH08;320247;1;0;0;1;SDU;;Y;NA;2;4;Sneppenpad3;;;;;BUILDING template;Sneppenpad;3;;;73878,084;226559,213
KNOKKE-HEIST - FH08;2758032;1;0;0;1;SDU;;Y;NA;2;4;Beiaardlaan13;;;;;BUILDING template;Beiaardlaan;13;;;73704,86;226455,28
KNOKKE-HEIST - FH08;320248;1;0;0;1;SDU;;Y;NA;2;4;Sneppenpad4;;;;;BUILDING template;Sneppenpad;4;;;73910,463;226546,185
KNOKKE-HEIST - FH08;2758033;1;0;0;1;SDU;;Y;NA;2;4;Beiaardlaan14;;;;;BUILDING template;Beiaardlaan;14;;;73688,557;226424,164
KNOKKE-HEIST - FH08;320249;1;0;0;1;SDU;;Y;NA;2;4;Sneppenpad5;;;;;BUILDING template;Sneppenpad;5;;;73882,053;226561,297
KNOKKE-HEIST - FH08;2758034;1;0;0;1;SDU;;Y;NA;2;4;Beiaardlaan15;;;;;BUILDING template;Beiaardlaan;15;;;73720,32;226462,84
KNOKKE-HEIST - FH08;320250;1;0;0;1;SDU;;Y;NA;2;4;Sneppenpad6;;;;;BUILDING template;Sneppenpad;6;;;73927,72;226554,644
KNOKKE-HEIST - FH08;2758035;1;0;0;1;SDU;;Y;NA;2;4;Beiaardlaan18;;;;;BUILDING template;Beiaardlaan;18;;;73725,557;226435,164
KNOKKE-HEIST - FH08;320258;1;0;0;1;SDU;;Y;NA;2;4;Acacialaan27;;;;;BUILDING template;Acacialaan;27;;;73757,034;226414,4
KNOKKE-HEIST - FH08;2759470;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan7;;;;;BUILDING template;Eeuwfeestlaan;7;;;73770,443;226757,941
KNOKKE-HEIST - FH08;320260;1;0;0;1;SDU;;Y;NA;2;4;Acacialaan39;;;;;BUILDING template;Acacialaan;39;;;73862,018;226405,323
KNOKKE-HEIST - FH08;2759471;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan9;;;;;BUILDING template;Eeuwfeestlaan;9;;;73773,301;226742,814
KNOKKE-HEIST - FH08;320262;1;0;0;1;SDU;;Y;NA;2;4;Acacialaan78;;;;;BUILDING template;Acacialaan;78;;;73920,3;226357,2
KNOKKE-HEIST - FH08;2759472;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan10;;;;;BUILDING template;Eeuwfeestlaan;10;;;73752,555;226714,164
KNOKKE-HEIST - FH08;320264;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan66;;;;;BUILDING template;Eeuwfeestlaan;66;;;74072,49;226360,76
KNOKKE-HEIST - FH08;2759473;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan11;;;;;BUILDING template;Eeuwfeestlaan;11;;;73775,498;226738,172
KNOKKE-HEIST - FH08;320266;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan53;;;;;BUILDING template;Eeuwfeestlaan;53;;;74046,57;226395,62
KNOKKE-HEIST - FH08;2759474;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan12;;;;;BUILDING template;Eeuwfeestlaan;12;;;73755,285;226706,941
KNOKKE-HEIST - FH08;33474;28;0;0;28;MDU;;Y;NA;4;4;Meerlaan145;;;;;BUILDING template;Meerlaan;145;;;73746,11;226955,052
KNOKKE-HEIST - FH08;2759476;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan13;;;;;BUILDING template;Eeuwfeestlaan;13;;;73797,301;226736,56
KNOKKE-HEIST - FH08;3939552;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan58;;;;;BUILDING template;Eeuwfeestlaan;58;;;73990,98;226358,93
KNOKKE-HEIST - FH08;2759477;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan14;;;;;BUILDING template;Eeuwfeestlaan;14;;;73761,07;226690,42
KNOKKE-HEIST - FH08;3939617;2;0;0;2;MDU;;Y;NA;4;4;Paul Van der Meerschenlaan11;;;;;BUILDING template;Paul Van der Meerschenlaan;11;;;73477,54;226769,81
KNOKKE-HEIST - FH08;2759478;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan15;;;;;BUILDING template;Eeuwfeestlaan;15;;;73799,428;226730,814
KNOKKE-HEIST - FH08;3939670;28;0;0;28;MDU;;Y;NA;4;4;Zeerobbenlaan8;;16 Units in CRAB, in GM aantal onduidelijk.;;;BUILDING template;Zeerobbenlaan;8;;;73624,14;226906,955
KNOKKE-HEIST - FH08;2759479;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan16;;;;;BUILDING template;Eeuwfeestlaan;16;;;73769,498;226671,03
KNOKKE-HEIST - FH08;3988549;1;0;0;1;SDU;;Y;NA;2;4;Meerlaan129;;;;;BUILDING template;Meerlaan;129;;;73848,016;226728,957
KNOKKE-HEIST - FH08;2759481;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan17;;;;;BUILDING template;Eeuwfeestlaan;17;;;73783,555;226718,56
KNOKKE-HEIST - FH08;4003215;1;0;0;1;SDU;;Y;NA;2;4;Meerlaan121;;;;;BUILDING template;Meerlaan;121;;;73863,274;226687,67
KNOKKE-HEIST - FH08;2759482;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan18;;;;;BUILDING template;Eeuwfeestlaan;18;;;73776,159;226654,133
KNOKKE-HEIST - FH08;4023919;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan60;;;;;BUILDING template;Eeuwfeestlaan;60;;;74011,09;226356,75
KNOKKE-HEIST - FH08;2759483;1;0;0;1;SDU;;Y;NA;2;4;Eeuwfeestlaan19;;;;;BUILDING template;Eeuwfeestlaan;19;;;73806,555;226713,164
