Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos;Distribution
LIÈGE - FH13;3139591;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;18;;;237183,063;148055,999;Underground
LIÈGE - FH13;3139592;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;19;;;237192,74;148008,911;Underground
LIÈGE - FH13;3139593;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;20;;;237177,453;148056,494;Underground
LIÈGE - FH13;3137094;1;0;0;1;SDU;;N;IRREG;2;5;;;Y;_;BUILDING template;Rue Joseph Dejardin;28;;;236814,301;148005,078;Underground
LIÈGE - FH13;3139594;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;21;;;237188,114;148006,949;Underground
LIÈGE - FH13;3090162;6;0;0;6;MDU;;N;IRREG;5;12;;;Y;_;BUILDING template;Rue d'Amercoeur;17;;;236299,164;148156,078;Underground
LIÈGE - FH13;4070283;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;22;;;237172,335;148044,271;Underground
LIÈGE - FH13;3137096;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Rue Joseph Dejardin;30;;;236808,211;148000,286;Underground
LIÈGE - FH13;3090178;0;2;0;2;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;Rue d'Amercoeur;19;;;236307,056;148153,524;Underground
LIÈGE - FH13;3139595;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;23;;;237182,674;148007,281;Underground
LIÈGE - FH13;3139596;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;24;;;237166,995;148041,469;Underground
LIÈGE - FH13;3137099;1;0;0;1;SDU;;N;IRREG;2;5;;;Y;_;BUILDING template;Rue Joseph Dejardin;32;;;236802,883;147994,504;Underground
LIÈGE - FH13;3139597;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;25;;;237178,037;148004,444;Underground
LIÈGE - FH13;3139598;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;26;;;237161,51;148042,446;Underground
LIÈGE - FH13;667431;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Joseph Dejardin;35;;;236775,312;147932,744;Underground
LIÈGE - FH13;3139599;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;27;;;237173,304;148002,381;Underground
LIÈGE - FH13;3139600;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;28;;;237157,057;148039,157;Underground
LIÈGE - FH13;3139601;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;29;;;237168,167;148001,802;Underground
LIÈGE - FH13;3139602;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;30;;;237152,233;148037,81;Underground
LIÈGE - FH13;3139603;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;31;;;237162,454;148001,791;Underground
LIÈGE - FH13;3090375;8;0;0;8;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;Rue d'Amercoeur;79;;;236440,235;147961,502;Underground
LIÈGE - FH13;3139604;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;32;;;237146,522;148037,782;Underground
LIÈGE - FH13;3139605;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;33;;;237157,912;147999,179;Underground
LIÈGE - FH13;667260;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;34;;;237142,222;148026,47;Underground
LIÈGE - FH13;3139606;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;35;;;237147,123;148007,916;Underground
LIÈGE - FH13;667430;1;0;0;1;SDU;;N;IRREG;2;5;;;Y;_;BUILDING template;Rue Joseph Dejardin;53;;;236838,844;147851,774;Underground
LIÈGE - FH13;662990;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue de la Boulangerie;10;;;237091,599;148476,761;Underground
LIÈGE - FH13;3139607;1;0;0;1;SDU;;N;IRREG;3;6;;;Y;_;BUILDING template;Rue des Eglantines;35;B;;237139,489;148004,472;Underground
LIÈGE - FH13;6711649;0;1;0;1;SDU;;N;IRREG;2;6;;;;_;BUILDING template;Avenue Brigade-Piron;1;A;;;;Underground
LIÈGE - FH13;670795;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue de la Charité;6;;;236571,26;147727,328;Underground
LIÈGE - FH13;667429;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Joseph Dejardin;57;;;236867,602;147822,237;Underground
LIÈGE - FH13;3126557;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue de la Charité;8;;;236576,015;147726,309;Underground
LIÈGE - FH13;3139608;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;37;;;237133,077;148002,463;Underground
LIÈGE - FH13;3126560;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue de la Charité;10;;;236581,324;147726,784;Underground
LIÈGE - FH13;670796;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue de la Charité;14;;;236592,203;147723,915;Underground
LIÈGE - FH13;11304;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;39;;;237127,223;147999,818;Underground
LIÈGE - FH13;3101925;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue du Bastion;61;;;237124,013;147882,367;Underground
LIÈGE - FH13;3101934;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue du Bastion;63;;;237127,578;147877,487;Underground
LIÈGE - FH13;663108;1;0;0;1;SDU;;N;IRREG;3;7;;;Y;_;BUILDING template;Plateau du Bouhay;2;;;237540,997;148621,308;Underground
LIÈGE - FH13;664346;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue du Bastion;65;;;237131,238;147871,424;Underground
LIÈGE - FH13;3118591;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Plateau du Bouhay;4;;;237544,168;148616,938;Underground
LIÈGE - FH13;3118601;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Plateau du Bouhay;6;;;237544,33;148611,197;Underground
LIÈGE - FH13;663005;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Thier du Bouhay;2;;;236866,658;148220,129;Underground
LIÈGE - FH13;4181012;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Plateau du Bouhay;8;;;237547,45;148606,658;Underground
LIÈGE - FH13;667274;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;56;;;237103,652;148042,435;Underground
LIÈGE - FH13;3124110;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue du Carmel;24;;;236825,158;148092,133;Underground
LIÈGE - FH13;667275;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Eglantines;58;;;237112,406;148017,731;Underground
LIÈGE - FH13;3124111;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue du Carmel;25;;;236821,641;148090,039;Underground
LIÈGE - FH13;4214224;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Plateau du Bouhay;10;;;237549,171;148601,793;Underground
LIÈGE - FH13;664322;1;0;0;1;SDU;;N;IRREG;4;5;;;Y;_;BUILDING template;Rue des Fauvettes;1;;;236975,527;148129,38;Underground
LIÈGE - FH13;1327292;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue du Carmel;26;;;236819,777;148086,003;Underground
LIÈGE - FH13;667464;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue du Carmel;28;;;236809,725;148081,804;Underground
LIÈGE - FH13;3118614;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Plateau du Bouhay;12;;;237549,835;148596,462;Underground
LIÈGE - FH13;667428;1;0;0;1;SDU;;N;IRREG;3;7;;;Y;_;BUILDING template;Rue Joseph Dejardin;77;;;236909,196;147777,78;Underground
LIÈGE - FH13;3118621;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Plateau du Bouhay;14;;;237554,235;148592,645;Underground
LIÈGE - FH13;664326;3;0;0;3;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue de Robermont;126;;;237017,596;148217,917;Underground
LIÈGE - FH13;3118627;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Plateau du Bouhay;16;;;237555,935;148587,964;Underground
LIÈGE - FH13;3140378;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue des Fauvettes;10;;;236943,527;148130,456;Underground
LIÈGE - FH13;667432;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Joseph Dejardin;90;;;236854,525;147804,955;Underground
LIÈGE - FH13;3118636;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Plateau du Bouhay;18;;;237554,588;148582,35;Underground
LIÈGE - FH13;667442;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Elise Grandprez;2;;;236817,27;147953,758;Underground
LIÈGE - FH13;3137164;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Joseph Dejardin;94;;;236861,452;147792,248;Underground
LIÈGE - FH13;3118646;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Plateau du Bouhay;20;;;237559,577;148578,375;Underground
LIÈGE - FH13;667439;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Elise Grandprez;3;;;236834,283;147974,74;Underground
LIÈGE - FH13;3143338;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Elise Grandprez;4;;;236820,968;147947,642;Underground
LIÈGE - FH13;3118656;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Plateau du Bouhay;22;;;237561,292;148573,735;Underground
LIÈGE - FH13;3143339;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Elise Grandprez;8;;;236838,025;147928,342;Underground
LIÈGE - FH13;3143340;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Rue Elise Grandprez;10;;;236843,72;147919,842;Underground
LIÈGE - FH13;6585831;1;1;0;2;MDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Avenue Brigade-Piron;1;;;237341,632;148211,06;Underground
LIÈGE - FH13;3118662;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Plateau du Bouhay;24;;;237561,56;148568,626;Underground
LIÈGE - FH13;3143341;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Elise Grandprez;12;;;236851,157;147914,68;Underground
LIÈGE - FH13;667436;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Rue Joseph Dejardin;108;;;236893,835;147758,449;Underground
LIÈGE - FH13;4054209;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Plateau du Bouhay;26;;;237561,832;148562,712;Underground
LIÈGE - FH13;3143345;1;0;0;1;SDU;;N;IRREG;2;5;;;Y;_;BUILDING template;Rue Elise Grandprez;23;;;236880,457;147927,685;Underground
LIÈGE - FH13;3118670;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Plateau du Bouhay;28;;;237566,574;148559,181;Underground
LIÈGE - FH13;667441;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Rue Elise Grandprez;24;;;236899,38;147859,359;Underground
LIÈGE - FH13;679705;2;0;0;2;MDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Quai Bonaparte;2;;;236269,98;148197,323;Underground
LIÈGE - FH13;5203799;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Plateau du Bouhay;30;;;237566,165;148553,847;Underground
LIÈGE - FH13;3143347;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Rue Elise Grandprez;26;;;236907,138;147853,092;Underground
LIÈGE - FH13;667437;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Rue Elise Grandprez;27;;;236923,265;147881,78;Underground
LIÈGE - FH13;663109;3;0;0;3;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Plateau du Bouhay;32;;;237570,179;148549,774;Underground
LIÈGE - FH13;3143348;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Elise Grandprez;29;;;236926,736;147876,119;Underground
LIÈGE - FH13;3118840;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Thier du Bouhay;35;;;236947,674;148265,043;Underground
LIÈGE - FH13;3143350;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Elise Grandprez;31;;;236930,103;147870,682;Underground
LIÈGE - FH13;2775261;3;0;0;3;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue de Robermont;209;;;237359,855;147900,807;Underground
LIÈGE - FH13;3143351;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Elise Grandprez;32;;;236917,478;147840,548;Underground
LIÈGE - FH13;670783;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Thier-de-la-Chartreuse;1;;;236549,629;147755,726;Underground
LIÈGE - FH13;3143352;1;0;0;1;SDU;;N;IRREG;2;5;;;Y;_;BUILDING template;Rue Elise Grandprez;33;;;236934,572;147866,331;Underground
LIÈGE - FH13;34023;0;2;0;2;MDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Thier-de-la-Chartreuse;2;;;236501,367;147892,914;Underground
LIÈGE - FH13;3143353;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Elise Grandprez;34;;;236923,787;147836,138;Underground
LIÈGE - FH13;667774;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Joseph-Lambremont;26;;;237427,132;148310,41;Underground
LIÈGE - FH13;662986;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Rue des Frères-Philippart;14;;;236992,754;148383,558;Underground
LIÈGE - FH13;3143354;1;0;0;1;SDU;;N;IRREG;3;6;;;Y;_;BUILDING template;Rue Elise Grandprez;36;;;236928,057;147827,457;Underground
LIÈGE - FH13;667776;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Joseph-Lambremont;28;;;237419,108;148327,24;Underground
LIÈGE - FH13;3143355;1;0;0;1;SDU;;N;IRREG;2;5;;;Y;_;BUILDING template;Rue Elise Grandprez;39;;;236949,647;147849,975;Underground
LIÈGE - FH13;3143356;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Elise Grandprez;46;;;236940,223;147814,525;Underground
LIÈGE - FH13;2799169;3;0;0;3;MDU;;N;IRREG;3;6;;;Y;_;BUILDING template;Thier-de-la-Chartreuse;6;A;;236505,979;147870,208;Underground
LIÈGE - FH13;664162;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;1;;;237296,23;148329,53;Underground
LIÈGE - FH13;667817;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Ernest-Malvoz;2;;;237423,979;148368,789;Underground
LIÈGE - FH13;670781;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Thier-de-la-Chartreuse;8;;;236526,138;147814,816;Underground
LIÈGE - FH13;2742317;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;3;;;237301,01;148333,461;Underground
LIÈGE - FH13;667778;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Joseph-Lambremont;40;;;237404,814;148357,684;Underground
LIÈGE - FH13;4087522;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Ernest-Malvoz;4;;;237428,739;148371,343;Underground
LIÈGE - FH13;3153284;2;0;0;2;MDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Rue Justin Lenders;13;;;236733,353;147724,908;Underground
LIÈGE - FH13;2742320;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;5;;;237306,58;148335,28;Underground
LIÈGE - FH13;667480;1;0;0;1;SDU;;N;IRREG;3;7;;;Y;_;BUILDING template;Rue Justin Lenders;15;;;236736,398;147728,67;Underground
LIÈGE - FH13;2799175;4;0;0;4;MDU;;N;IRREG;3;6;;;Y;_;BUILDING template;Thier-de-la-Chartreuse;11;;;236548,507;147726,056;Underground
LIÈGE - FH13;2742324;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Ernest-Malvoz;6;;;237433,347;148373,828;Underground
LIÈGE - FH13;3153286;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Rue Justin Lenders;17;;;236741,254;147734,123;Underground
LIÈGE - FH13;664227;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;7;;;237311,734;148338,114;Underground
LIÈGE - FH13;3153288;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Justin Lenders;19;;;236746,127;147739,766;Underground
LIÈGE - FH13;670784;1;0;0;1;SDU;;N;IRREG;3;6;;;Y;_;BUILDING template;Thier-de-la-Chartreuse;13;;;236548,865;147720,017;Underground
LIÈGE - FH13;5206466;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue de Robermont;111;;;236880,822;148196,436;Underground
LIÈGE - FH13;2742329;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Ernest-Malvoz;8;;;237438,228;148376,461;Underground
LIÈGE - FH13;3153289;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Rue Justin Lenders;21;;;236750,715;147744,799;Underground
LIÈGE - FH13;3142421;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Fusillés;28;;;237260,903;147877,336;Underground
LIÈGE - FH13;2742332;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;9;;;237316,759;148340,838;Underground
LIÈGE - FH13;4190673;1;0;0;1;SDU;;N;IRREG;1;4;;;Y;_;BUILDING template;Rue Justin Lenders;24;;;236768,095;147719,418;Underground
LIÈGE - FH13;670792;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Thier-de-la-Chartreuse;15;;;236550,505;147713,42;Underground
LIÈGE - FH13;3142422;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;Review Required;BUILDING template;Rue des Fusillés;30;;;237254,879;147875,671;Underground
LIÈGE - FH13;2742337;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Ernest-Malvoz;10;;;237443,162;148379,139;Underground
LIÈGE - FH13;3153294;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Rue Justin Lenders;25;;;236757,129;147755,339;Underground
LIÈGE - FH13;667262;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue des Fusillés;32;;;237248;147870,232;Underground
LIÈGE - FH13;664229;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;11;;;237320,602;148345,437;Underground
LIÈGE - FH13;3153298;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Justin Lenders;28;;;236778,78;147733,516;Underground
LIÈGE - FH13;664231;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Rue Ernest-Malvoz;12;;;237447,942;148381,746;Underground
LIÈGE - FH13;3153301;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Justin Lenders;30;;;236783,945;147739,362;Underground
LIÈGE - FH13;2742338;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;13;;;237332,888;148352,459;Underground
LIÈGE - FH13;3153302;5;0;0;5;MDU;;N;IRREG;4;7;;;Y;_;BUILDING template;Rue Justin Lenders;31;;;236770,65;147769,075;Underground
LIÈGE - FH13;2742340;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;14;;;237457,746;148387,014;Underground
LIÈGE - FH13;3153303;1;0;0;1;SDU;;N;IRREG;2;8;;;Y;_;BUILDING template;Rue Justin Lenders;32;;;236787,424;147745,531;Underground
LIÈGE - FH13;2742342;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;15;;;237338,121;148355,324;Underground
LIÈGE - FH13;3153304;1;0;0;1;SDU;;N;IRREG;3;8;;;Y;_;BUILDING template;Rue Justin Lenders;33;;;236773,738;147774,61;Underground
LIÈGE - FH13;2742346;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Rue Ernest-Malvoz;16;;;237462,937;148389,884;Underground
LIÈGE - FH13;667472;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Rue Justin Lenders;34;;;236810,185;147774,838;Underground
LIÈGE - FH13;2742348;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Rue Ernest-Malvoz;17;;;237343,264;148358,142;Underground
