Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Kolom1;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
KNOKKE-HEIST - FH12;2761651;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat282; ;niet in CRAB, onduidelijk in GM.;;;BUILDING template;Knokkestraat;282;;;72334,145;226064,467
KNOKKE-HEIST - FH12;2768476;1;0;0;1;SDU;;Y;NA;2;4;Weibroekstraat18; ;;;;BUILDING template;Weibroekstraat;18;;;72136,075;225640,651
KNOKKE-HEIST - FH12;4337673;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat63; ;;;;BUILDING template;Polderstraat;63;;;71814,421;225946,074
KNOKKE-HEIST - FH12;2761652;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat286; ;;;;BUILDING template;Knokkestraat;286;;;72344,72;226059,471
KNOKKE-HEIST - FH12;2768477;1;0;0;1;SDU;;Y;NA;2;4;Weibroekstraat26; ;;;;BUILDING template;Weibroekstraat;26;;;72110,703;225698,7
KNOKKE-HEIST - FH12;4337677;1;0;0;1;SDU;;Y;NA;2;4;Zuidstraat5; ;;;;BUILDING template;Zuidstraat;5;;;71985,329;226028,107
KNOKKE-HEIST - FH12;2761656;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat304; ;6 Units in CRAB, Onduidelijk in GM.;;;BUILDING template;Knokkestraat;304;;;72460,833;226063,036
KNOKKE-HEIST - FH12;294467;1;0;0;1;SDU;;Y;NA;2;4;Logenhoek28; ;;;;BUILDING template;Logenhoek;28;;;72672,144;225962,28
KNOKKE-HEIST - FH12;4337678;1;0;0;1;SDU;;Y;NA;2;4;Zuidstraat11; ;;;;BUILDING template;Zuidstraat;11;;;71969,88;226034,343
KNOKKE-HEIST - FH12;2761657;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat306; ;niet in CRAB, onduidelijk in GM.;;;BUILDING template;Knokkestraat;306;;;72466,521;226064,491
KNOKKE-HEIST - FH12;294473;1;0;0;1;SDU;;Y;NA;2;4;Logenhoek24; ;;;;BUILDING template;Logenhoek;24;;;72648,612;226000,994
KNOKKE-HEIST - FH12;4337689;1;0;0;1;SDU;;Y;NA;2;4;Emanuel Hielstraat31; ;;;;BUILDING template;Emanuel Hielstraat;31;;;71932,687;225941,915
KNOKKE-HEIST - FH12;2761658;2;1;0;3;MDU;;Y;NA;4;4;Knokkestraat308; ;2 Units in CRAB, 3 in GM.;;;BUILDING template;Knokkestraat;308;;;72476,607;226065,149
KNOKKE-HEIST - FH12;294475;1;0;0;1;SDU;;Y;NA;2;4;Logenhoek20; ;;;;BUILDING template;Logenhoek;20;;;72625,739;226035,808
KNOKKE-HEIST - FH12;4337693;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat13; ;;;;BUILDING template;Polderstraat;13;;;71901,894;226068,208
KNOKKE-HEIST - FH12;2761660;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat322; ;;;;BUILDING template;Knokkestraat;322;;;72508,31;226068,843
KNOKKE-HEIST - FH12;296187;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat244; ;;;;BUILDING template;Pannenstraat;244;;;72063,693;225871,938
KNOKKE-HEIST - FH12;4337694;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat23; ;;;;BUILDING template;Polderstraat;23;;;71885,467;226046,429
KNOKKE-HEIST - FH12;2761661;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat326; ;;;;BUILDING template;Knokkestraat;326;;;72519,084;226069,713
KNOKKE-HEIST - FH12;296188;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat224; ;;;;BUILDING template;Pannenstraat;224;;;72004,231;225834,688
KNOKKE-HEIST - FH12;4337697;1;0;0;1;SDU;;Y;NA;2;4;Polderstraat31; ;;;;BUILDING template;Polderstraat;31;;;71873,874;226029,825
KNOKKE-HEIST - FH12;2761662;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat328; ;;;;BUILDING template;Knokkestraat;328;;;72523,107;226068,671
KNOKKE-HEIST - FH12;296189;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat211; ;;;;BUILDING template;Pannenstraat;211;;;72010,987;225869,362
KNOKKE-HEIST - FH12;4337699;2;0;0;2;MDU;;Y;NA;4;4;Emanuel Hielstraat4;Beschermd Erfgoed;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Emanuel Hielstraat;4;;;71969,407;225941,19
KNOKKE-HEIST - FH12;2761664;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat334; ;;;;BUILDING template;Knokkestraat;334;;;72536,244;226071,193
KNOKKE-HEIST - FH12;296190;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat232; ;;;;BUILDING template;Pannenstraat;232;;;72029,35;225847,154
KNOKKE-HEIST - FH12;4337702;1;0;0;1;SDU;;Y;NA;2;4;Zuidstraat24; ;;;;BUILDING template;Zuidstraat;24;;;71946,874;225980,888
KNOKKE-HEIST - FH12;2761665;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat336; ;;;;BUILDING template;Knokkestraat;336;;;72542,074;226071,821
KNOKKE-HEIST - FH12;296191;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat282; ;;;;BUILDING template;Pannenstraat;282;;;72162,993;225919,007
KNOKKE-HEIST - FH12;4337704;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat147; ;;;;BUILDING template;Pannenstraat;147;;;71801,034;225906,306
KNOKKE-HEIST - FH12;2761667;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat341; ;;;;BUILDING template;Knokkestraat;341;;;72489,704;226088,881
KNOKKE-HEIST - FH12;296192;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat345; ;;;;BUILDING template;Pannenstraat;345;;;72349,84;226045,677
KNOKKE-HEIST - FH12;4337705;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat159; ;;;;BUILDING template;Pannenstraat;159;;;71839,87;225899,326
KNOKKE-HEIST - FH12;2761668;5;0;0;5;MDU;;Y;NA;4;4;Knokkestraat343; ;6 Units in CRAB, 5 bussen in GM.;;;BUILDING template;Knokkestraat;343;;;72497,363;226089,401
KNOKKE-HEIST - FH12;296193;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat288; ;;;;BUILDING template;Pannenstraat;288;;;72370,62;226024,067
KNOKKE-HEIST - FH12;4337706;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat161; ;;;;BUILDING template;Pannenstraat;161;;;71848,755;225898,09
KNOKKE-HEIST - FH12;2761669;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat345; ;;;;BUILDING template;Knokkestraat;345;;;72507,917;226088,624
KNOKKE-HEIST - FH12;296195;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat351; ;;;;BUILDING template;Pannenstraat;351;;;72362,516;226056,472
KNOKKE-HEIST - FH12;4337709;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat183; ;;;;BUILDING template;Pannenstraat;183;;;71917,298;225862,647
KNOKKE-HEIST - FH12;2761671;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat346; ;;;;BUILDING template;Knokkestraat;346;;;72602,85;226066,229
KNOKKE-HEIST - FH12;296200;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof1; ;;;;BUILDING template;Pinksterbloemhof;1;;;72504,089;225923,515
KNOKKE-HEIST - FH12;4337711;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat185; ;2 Units in CRAB, 1 in GM.;;;BUILDING template;Pannenstraat;185;;;71922,39;225858,001
KNOKKE-HEIST - FH12;2761673;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat353; ;;;;BUILDING template;Knokkestraat;353;;;72530,096;226094,57
KNOKKE-HEIST - FH12;296202;4;0;0;4;MDU;;Y;NA;4;4;Peter Benoitlaan59; ;;;;BUILDING template;Peter Benoitlaan;59;;;72006,41;225863,819
KNOKKE-HEIST - FH12;4337712;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat197; ;;;;BUILDING template;Pannenstraat;197;;;71954,74;225849,524
KNOKKE-HEIST - FH12;2761675;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat363; ;;;;BUILDING template;Knokkestraat;363;;;72581,981;226106,639
KNOKKE-HEIST - FH12;296229;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof22; ;;;;BUILDING template;Pinksterbloemhof;22;;;72507,886;225904,255
KNOKKE-HEIST - FH12;4337736;1;0;0;1;SDU;;Y;NA;2;4;Zuidstraat14; ;;;;BUILDING template;Zuidstraat;14;;;71954,34;226013,751
KNOKKE-HEIST - FH12;2762170;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk2; ;;;;BUILDING template;Krommedijk;2;;;72176,763;225511,176
KNOKKE-HEIST - FH12;296252;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof4; ;;;;BUILDING template;Pinksterbloemhof;4;;;72526,794;225931,76
KNOKKE-HEIST - FH12;4338442;1;0;0;1;SDU;;Y;NA;2;4;Weibroekstraat24; ;;;;BUILDING template;Weibroekstraat;24;;;72119,038;225681,566
KNOKKE-HEIST - FH12;2762172;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk4; ;;;;BUILDING template;Krommedijk;4;;;72189,345;225529,041
KNOKKE-HEIST - FH12;296311;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof18; ;;;;BUILDING template;Pinksterbloemhof;18;;;72556,702;225912,472
KNOKKE-HEIST - FH12;4338517;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat164; ;;;;BUILDING template;Westkapellestraat;164;;;71910,701;225564,154
KNOKKE-HEIST - FH12;2762173;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk5; ;;;;BUILDING template;Krommedijk;5;;;72278,814;225575,068
KNOKKE-HEIST - FH12;296312;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof15; ;;;;BUILDING template;Pinksterbloemhof;15;;;72554,243;225931,939
KNOKKE-HEIST - FH12;4338530;3;0;0;3;MDU;;Y;NA;4;4;Westkapellestraat125; ;1 Unit in CRAB, Onduidelijk in GM.;;;BUILDING template;Westkapellestraat;125;;;71867,677;225610,505
KNOKKE-HEIST - FH12;2762176;0;2;0;2;MDU;;Y;NA;4;4;Krommedijk30; ;1 Unit in CRAB, onduidelijk in GM.;;;BUILDING template;Krommedijk;30;;;72265,743;225746,129
KNOKKE-HEIST - FH12;296313;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof5; ;;;;BUILDING template;Pinksterbloemhof;5;;;72517,204;225950,038
KNOKKE-HEIST - FH12;4338554;1;0;0;1;SDU;;Y;NA;2;4;Westkapellestraat165; ;;;;BUILDING template;Westkapellestraat;165;;;72012,376;225550,837
KNOKKE-HEIST - FH12;2762177;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk42; ;;;;BUILDING template;Krommedijk;42;;;72449,819;225911,404
KNOKKE-HEIST - FH12;296314;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof14; ;;;;BUILDING template;Pinksterbloemhof;14;;;72547,991;225947,269
KNOKKE-HEIST - FH12;5321980;0;1;0;1;SDU;;Y;NA;2;4;Pannenstraat284; ;niet in CRAB en GM.;;;BUILDING template;Pannenstraat;284;;;72294,854;225879,373
KNOKKE-HEIST - FH12;2762178;66;0;0;66;MDU;;Y;NA;4;4;Krommedijk43; ;29 Units in CRAB, Onduidelijk in GM.;;;BUILDING template;Krommedijk;43;;;72577,204;225627,98
KNOKKE-HEIST - FH12;296315;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof7; ;;;;BUILDING template;Pinksterbloemhof;7;;;72511,184;225960,901
KNOKKE-HEIST - FH12;5368305;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat353; ;;;;BUILDING template;Pannenstraat;353;;;72360,076;226060,014
KNOKKE-HEIST - FH12;2762180;3;0;0;3;MDU;;Y;NA;4;4;Krommedijk44; ;;;;BUILDING template;Krommedijk;44;;;72448,878;225917,125
KNOKKE-HEIST - FH12;296316;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof8; ;;;;BUILDING template;Pinksterbloemhof;8;;;72529,585;225983,869
KNOKKE-HEIST - FH12;5368309;1;0;0;1;SDU;;Y;NA;2;4;Hulststraat17; ;;;;BUILDING template;Hulststraat;17;;;72522,53;225453,362
KNOKKE-HEIST - FH12;2762184;3;0;0;3;MDU;;Y;NA;4;4;Krommedijk46; ;;;;BUILDING template;Krommedijk;46;;;72447,801;225923,372
KNOKKE-HEIST - FH12;296317;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof34; ;;;;BUILDING template;Pinksterbloemhof;34;;;72609,524;225926,12
KNOKKE-HEIST - FH12;5377847;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan41A; ;;;;BUILDING template;Peter Benoitlaan;41;A;;72019,869;225939,005
KNOKKE-HEIST - FH12;2762185;98;0;0;98;MDU;;Y;NA;4;4;Krommedijk49; ;94 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Krommedijk;49;;;72534,222;225691,694
KNOKKE-HEIST - FH12;296318;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof35; ;;;;BUILDING template;Pinksterbloemhof;35;;;72586,663;225922,587
KNOKKE-HEIST - FH12;5377852;1;0;0;1;SDU;;Y;NA;2;4;Hulststraat33; ;;;;BUILDING template;Hulststraat;33;;;72625,88;225551,14
KNOKKE-HEIST - FH12;2762186;135;0;0;135;MDU;;Y;NA;4;4;Krommedijk51; ;142 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Krommedijk;51;;;72519,459;225736,723
KNOKKE-HEIST - FH12;296319;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof38; ;;;;BUILDING template;Pinksterbloemhof;38;;;72578,256;225939,818
KNOKKE-HEIST - FH12;5397868;1;0;0;1;SDU;;Y;NA;2;4;Hulststraat24; ;;;;BUILDING template;Hulststraat;24;;;72530,725;225422,404
KNOKKE-HEIST - FH12;2762188;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk52; ;;;;BUILDING template;Krommedijk;52;;;72441,169;225948,521
KNOKKE-HEIST - FH12;296320;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof27; ;;;;BUILDING template;Pinksterbloemhof;27;;;72588,958;225972,557
KNOKKE-HEIST - FH12;5418238;0;1;0;1;SDU;;Y;NA;2;4;Breed Veertien1; ;niet in CRAB, niet in GM.;;;BUILDING template;Breed Veertien;1;;;72000,032;225517,782
KNOKKE-HEIST - FH12;2762189;81;0;0;81;MDU;;Y;NA;4;4;Krommedijk53; ;85 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Krommedijk;53;;;72504,88;225772,395
KNOKKE-HEIST - FH12;296321;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof23; ;;;;BUILDING template;Pinksterbloemhof;23;;;72570,213;225956,383
KNOKKE-HEIST - FH12;5433060;1;0;0;1;SDU;;Y;NA;2;4;Pannenstraat228; ;;;;BUILDING template;Pannenstraat;228;;;72016,439;225840,698
KNOKKE-HEIST - FH12;2762190;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk54; ;;;;BUILDING template;Krommedijk;54;;;72439,372;225953,673
KNOKKE-HEIST - FH12;296322;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof26; ;;;;BUILDING template;Pinksterbloemhof;26;;;72563,729;225974,119
KNOKKE-HEIST - FH12;5445060;1;0;0;1;SDU;;Y;NA;2;4;Walstraat13; ;;;;BUILDING template;Walstraat;13;;;72036,934;225677,071
KNOKKE-HEIST - FH12;2762192;20;0;0;20;MDU;;Y;NA;4;4;Krommedijk55; ;;;;BUILDING template;Krommedijk;55;;;72499,33;225792,28
KNOKKE-HEIST - FH12;296323;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof39; ;;;;BUILDING template;Pinksterbloemhof;39;;;72558,72;225983,996
KNOKKE-HEIST - FH12;5457613;1;0;0;1;SDU;;Y;NA;2;4;Walstraat7; ;;;;BUILDING template;Walstraat;7;;;72047,5;225658,119
KNOKKE-HEIST - FH12;2762193;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk56; ;;;;BUILDING template;Krommedijk;56;;;72436,615;225959,53
KNOKKE-HEIST - FH12;296324;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof40; ;;;;BUILDING template;Pinksterbloemhof;40;;;72554,033;225990,251
KNOKKE-HEIST - FH12;5489832;1;0;0;1;SDU;;Y;NA;2;4;Walstraat19; ;;;;BUILDING template;Walstraat;19;;;72007,986;225675,588
KNOKKE-HEIST - FH12;2762198;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk58; ;;;;BUILDING template;Krommedijk;58;;;72434,466;225965,056
KNOKKE-HEIST - FH12;296325;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof41; ;;;;BUILDING template;Pinksterbloemhof;41;;;72551,283;225995,618
KNOKKE-HEIST - FH12;5489833;1;0;0;1;SDU;;Y;NA;2;4;Walstraat14; ;;;;BUILDING template;Walstraat;14;;;72020,651;225646,467
KNOKKE-HEIST - FH12;2762200;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk61; ;;;;BUILDING template;Krommedijk;61;;;72479,922;225898,781
KNOKKE-HEIST - FH12;296326;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof43; ;;;;BUILDING template;Pinksterbloemhof;43;;;72572,781;226000,733
KNOKKE-HEIST - FH12;5489834;1;0;0;1;SDU;;Y;NA;2;4;Walstraat26; ;;;;BUILDING template;Walstraat;26;;;71980,36;225624,473
KNOKKE-HEIST - FH12;2762201;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk63; ;;;;BUILDING template;Krommedijk;63;;;72480,537;225904,859
KNOKKE-HEIST - FH12;296327;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof42; ;;;;BUILDING template;Pinksterbloemhof;42;;;72569,796;226005,98
KNOKKE-HEIST - FH12;5489836;1;0;0;1;SDU;;Y;NA;2;4;Walstraat21; ;;;;BUILDING template;Walstraat;21;;;72000,585;225671,893
KNOKKE-HEIST - FH12;2762202;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk64; ;;;;BUILDING template;Krommedijk;64;;;72419,302;225997,434
KNOKKE-HEIST - FH12;296328;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof44; ;;;;BUILDING template;Pinksterbloemhof;44;;;72575,753;225995,514
KNOKKE-HEIST - FH12;5490481;1;0;0;1;SDU;;Y;NA;2;4;Walstraat11; ;;;;BUILDING template;Walstraat;11;;;72039,794;225670,751
KNOKKE-HEIST - FH12;2762204;1;1;0;2;MDU;;Y;NA;4;4;Krommedijk66; ;1 Unit in CRAB en GM.;;;BUILDING template;Krommedijk;66;;;72415,433;226004,653
KNOKKE-HEIST - FH12;296329;1;0;0;1;SDU;;Y;NA;2;4;Pinksterbloemhof45; ;;;;BUILDING template;Pinksterbloemhof;45;;;72580,017;225989,715
KNOKKE-HEIST - FH12;5490483;1;0;0;1;SDU;;Y;NA;2;4;Walstraat23; ;;;;BUILDING template;Walstraat;23;;;71993,937;225668,15
KNOKKE-HEIST - FH12;2762206;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk68; ;;;;BUILDING template;Krommedijk;68;;;72414,607;226023,369
KNOKKE-HEIST - FH12;296331;6;0;0;6;MDU;;Y;NA;4;4;Krommedijk72; ;;;;BUILDING template;Krommedijk;72;;;72402,449;226050,596
KNOKKE-HEIST - FH12;5490484;1;0;0;1;SDU;;Y;NA;2;4;Walstraat25; ;;;;BUILDING template;Walstraat;25;;;71987,595;225665,146
KNOKKE-HEIST - FH12;2762207;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk69; ;;;;BUILDING template;Krommedijk;69;;;72481,448;225942,001
KNOKKE-HEIST - FH12;296333;1;0;0;1;SDU;;Y;NA;2;4;Matrozenplein11; ;;;;BUILDING template;Matrozenplein;11;;;71958,796;226060,346
KNOKKE-HEIST - FH12;5490485;1;0;0;1;SDU;;Y;NA;2;4;Walstraat27; ;;;;BUILDING template;Walstraat;27;;;71982,829;225660,731
KNOKKE-HEIST - FH12;2762208;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk70; ;;;;BUILDING template;Krommedijk;70;;;72413,306;226030,3
KNOKKE-HEIST - FH12;296334;1;0;0;1;SDU;;Y;NA;2;4;Matrozenplein1; ;;;;BUILDING template;Matrozenplein;1;;;72013,28;226037,443
KNOKKE-HEIST - FH12;5490489;1;0;0;1;SDU;;Y;NA;2;4;Walstraat16; ;;;;BUILDING template;Walstraat;16;;;72013,869;225642,842
KNOKKE-HEIST - FH12;2762209;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk71; ;;;;BUILDING template;Krommedijk;71;;;72479,825;225947,821
KNOKKE-HEIST - FH12;296335;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan27; ;;;;BUILDING template;Peter Benoitlaan;27;;;72035,951;225990,086
KNOKKE-HEIST - FH12;5490490;1;0;0;1;SDU;;Y;NA;2;4;Walstraat18; ;;;;BUILDING template;Walstraat;18;;;72002,067;225636,421
KNOKKE-HEIST - FH12;2758056;1;0;0;1;SDU;;Y;NA;2;4;Peter Benoitlaan41C; ;;;;BUILDING template;Peter Benoitlaan;41;C;;72021;225932
KNOKKE-HEIST - FH12;2762210;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk73; ;;;;BUILDING template;Krommedijk;73;;;72479,019;225953,305
KNOKKE-HEIST - FH12;296336;2;0;0;2;MDU;;Y;NA;4;4;Peter Benoitlaan43; ;3 Units in CRAB,  aantal onduidelijk in GM.;;;BUILDING template;Peter Benoitlaan;43;;;72018,22;225930,378
KNOKKE-HEIST - FH12;5490491;1;0;0;1;SDU;;Y;NA;2;4;Walstraat20; ;;;;BUILDING template;Walstraat;20;;;71995,223;225632,107
KNOKKE-HEIST - FH12;2758674;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat43; ;;;;BUILDING template;Hendrik Consciencestraat;43;;;71774;225766
KNOKKE-HEIST - FH12;2762635;1;0;0;1;SDU;;Y;NA;2;4;Laurierstraat5; ;;;;BUILDING template;Laurierstraat;5;;;72390,886;225466,523
KNOKKE-HEIST - FH12;296337;2;0;0;2;MDU;;Y;NA;4;4;Peter Benoitlaan45; ;1 Unit in CRAB, Onduidelijk in GM.;;;BUILDING template;Peter Benoitlaan;45;;;72017,797;225924,633
KNOKKE-HEIST - FH12;5490492;1;0;0;1;SDU;;Y;NA;2;4;Walstraat22; ;;;;BUILDING template;Walstraat;22;;;71992,096;225629,021
KNOKKE-HEIST - FH12;2758680;1;0;0;1;SDU;;Y;NA;2;4;Hendrik Consciencestraat49;Bouwgrond;;;;BUILDING template;Hendrik Consciencestraat;49;;;71773;225744
KNOKKE-HEIST - FH12;2762636;1;0;0;1;SDU;;Y;NA;2;4;Laurierstraat7; ;;;;BUILDING template;Laurierstraat;7;;;72420,99;225475,01
KNOKKE-HEIST - FH12;296338;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk59; ;;;;BUILDING template;Krommedijk;59;;;72481,66;225891,836
KNOKKE-HEIST - FH12;5490493;1;0;0;1;SDU;;Y;NA;2;4;Walstraat24; ;;;;BUILDING template;Walstraat;24;;;71985,262;225626,737
KNOKKE-HEIST - FH12;2761634;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat228; ;;;;BUILDING template;Knokkestraat;228;;;72180;226077
KNOKKE-HEIST - FH12;2762637;1;0;0;1;SDU;;Y;NA;2;4;Laurierstraat8; ;;;;BUILDING template;Laurierstraat;8;;;72332,701;225450,942
KNOKKE-HEIST - FH12;296339;3;0;0;3;MDU;;Y;NA;4;4;Krommedijk40; ;5 Units in CRAB, aantal onduidelijk in GM.;;;BUILDING template;Krommedijk;40;;;72444,945;225905,375
KNOKKE-HEIST - FH12;5544702;1;0;0;1;SDU;;Y;NA;2;4;Paasleliehof7; ;;;;BUILDING template;Paasleliehof;7;;;72485,637;226031,348
KNOKKE-HEIST - FH12;2761648;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat270; ;;;;BUILDING template;Knokkestraat;270;;;72304;226063
KNOKKE-HEIST - FH12;2762639;1;0;0;1;SDU;;Y;NA;2;4;Laurierstraat11; ;;;;BUILDING template;Laurierstraat;11;;;72449,441;225515,575
KNOKKE-HEIST - FH12;296340;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk67; ;;;;BUILDING template;Krommedijk;67;;;72481,321;225934,953
KNOKKE-HEIST - FH12;5544703;1;0;0;1;SDU;;Y;NA;2;4;Paasleliehof6; ;;;;BUILDING template;Paasleliehof;6;;;72498,812;226003,723
KNOKKE-HEIST - FH12;2761649;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat278; ;;;;BUILDING template;Knokkestraat;278;;;72324;226064
KNOKKE-HEIST - FH12;2762641;1;0;0;1;SDU;;Y;NA;2;4;Laurierstraat16; ;;;;BUILDING template;Laurierstraat;16;;;72304,693;225404,628
KNOKKE-HEIST - FH12;296342;1;0;0;1;SDU;;Y;NA;2;4;Krommedijk73A; ;;;;BUILDING template;Krommedijk;73;A;;72483,922;225972,023
KNOKKE-HEIST - FH12;5544704;1;0;0;1;SDU;;Y;NA;2;4;Paasleliehof3; ;;;;BUILDING template;Paasleliehof;3;;;72473,764;225997,403
KNOKKE-HEIST - FH12;2761650;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat280; ;;;;BUILDING template;Knokkestraat;280;;;72330;226064
KNOKKE-HEIST - FH12;2762642;1;0;0;1;SDU;;Y;NA;2;4;Laurierstraat20; ;;;;BUILDING template;Laurierstraat;20;;;72340,561;225412,194
KNOKKE-HEIST - FH12;296344;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat198; ;;;;BUILDING template;Knokkestraat;198;;;72051,105;226088,791
KNOKKE-HEIST - FH12;5551872;1;0;0;1;SDU;;Y;NA;2;4;Paasleliehof1; ;;;;BUILDING template;Paasleliehof;1;;;72458,586;225996,874
KNOKKE-HEIST - FH12;2761653;1;1;0;2;MDU;;Y;NA;2;4;Knokkestraat290; ;;;;BUILDING template;Knokkestraat;290;;;72407;226057
KNOKKE-HEIST - FH12;2762644;1;0;0;1;SDU;;Y;NA;2;4;Laurierstraat36; ;;;;BUILDING template;Laurierstraat;36;;;72494,287;225467,382
KNOKKE-HEIST - FH12;296345;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat200; ;;;;BUILDING template;Knokkestraat;200;;;72068,951;226088,903
KNOKKE-HEIST - FH12;5559098;2;0;0;2;MDU;;Y;NA;4;4;Peter Benoitlaan20; ;1 Unit in CRAB, Onduidelijk in GM.;;;BUILDING template;Peter Benoitlaan;20;;;71987,988;225941,623
KNOKKE-HEIST - FH12;2761654;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat296; ;;;;BUILDING template;Knokkestraat;296;;;72417;226052
KNOKKE-HEIST - FH12;2762645;1;0;0;1;SDU;;Y;NA;2;4;Laurierstraat40; ;;;;BUILDING template;Laurierstraat;40;;;72482,326;225507,528
KNOKKE-HEIST - FH12;296346;1;0;0;1;SDU;;Y;NA;2;4;Knokkestraat344; ;niet in CRAB? Onduidelijk in GM.;;;BUILDING template;Knokkestraat;344;;;72598,947;226044,181
