Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos;Distribution
UCCLE - FH04;1692603;1;0;0;1;SDU;;N;IRREG;3;6;;;Y;_;BUILDING template;Edith Cavellstraat - Rue Edith Cavell;252;;;149295,291;166027,336;Underground
UCCLE - FH04;1692604;1;0;0;1;SDU;;N;IRREG;3;6;;;Y;_;BUILDING template;Edith Cavellstraat - Rue Edith Cavell;254;;;149297,64;166022,673;Underground
UCCLE - FH04;1009772;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Edith Cavellstraat - Rue Edith Cavell;256;;;149290,684;165997,088;Underground
UCCLE - FH04;1692607;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Edith Cavellstraat - Rue Edith Cavell;258;;;149291,405;165992,739;Underground
UCCLE - FH04;1686227;1;0;0;1;SDU;;N;IRREG;3;9;;;Y;_;BUILDING template;Langeveldstraat - Rue Langeveld;98;;;149898,01;166184,504;Underground
UCCLE - FH04;1684906;1;0;0;1;SDU;;N;IRREG;4;6;;;Y;_;BUILDING template;Floridalaan - Avenue de la Floride;14;;;149775,212;166575,707;Underground
UCCLE - FH04;1684908;2;0;1;3;MDU;D;N;IRREG;3;6;;;Y;_;BUILDING template;Floridalaan - Avenue de la Floride;16;;;149776,391;166559,611;Underground
UCCLE - FH04;1684909;1;1;1;3;MDU;XC;N;IRREG;3;5;;;Y;_;BUILDING template;Floridalaan - Avenue de la Floride;18;;;149780,915;166551,987;Underground
UCCLE - FH04;1010407;1;0;0;1;SDU;;N;IRREG;2;7;;;Y;_;BUILDING template;Langeveldstraat - Rue Langeveld;108;;;149905,768;166197,85;Underground
UCCLE - FH04;1684913;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Floridalaan - Avenue de la Floride;24;;;149783,742;166525,342;Underground
UCCLE - FH04;1684914;1;0;0;1;SDU;;N;IRREG;3;5;;;Y;_;BUILDING template;Floridalaan - Avenue de la Floride;25;;;149753,896;166470,563;Underground
UCCLE - FH04;1684916;1;0;0;1;SDU;;N;IRREG;3;6;;;Y;_;BUILDING template;Floridalaan - Avenue de la Floride;27;;;149752,214;166461,169;Underground
UCCLE - FH04;1009960;1;0;0;1;SDU;;N;IRREG;2;6;;;Y;_;BUILDING template;Floridalaan - Avenue de la Floride;29;;;149759,014;166452,904;Underground
UCCLE - FH04;1684522;1;0;0;1;SDU;;Y;NA;2;;;;Y;_;BUILDING template;Schepenijlaan - Avenue de l'Echevinage;15;;;148252,205;165929,925;Façade
UCCLE - FH04;1684960;1;0;0;1;SDU;;Y;NA;2;;;;Y;_;BUILDING template;Floridalaan - Avenue de la Floride;90;;;149843,248;166256,69;Façade
UCCLE - FH04;1049235;12;0;1;13;MDU;C;Y;NA;5;;;;Y;_;BUILDING template;Léo Erreralaan - Avenue Léo Errera;30;;;148991,958;166654,143;Façade
UCCLE - FH04;4110022;4;0;1;5;MDU;C;Y;NA;5;;;;Y;Review Required;BUILDING template;Schoon Verblijflaan - Avenue du Beau-Séjour;24;;;150011,958;166498,19;Façade
UCCLE - FH04;1014153;12;0;1;13;MDU;A;Y;NA;6;;;;Y;_;BUILDING template;Schepenijlaan - Avenue de l'Echevinage;11;;Avenue de L'Echevinage 11_13;148215,417;165935,862;Façade
UCCLE - FH04;5585429;14;0;2;16;MDU;A;Y;NA;6;;;;Y;_;BUILDING template;Schepenijlaan - Avenue de l'Echevinage;13;;Avenue de L'Echevinage 11_13;148235,857;165932,922;Façade
UCCLE - FH04;1682613;1;0;0;1;SDU;;Y;NA;2;;;;Y;_;BUILDING template;Schoon Verblijflaan - Avenue du Beau-Séjour;39;;;149938,465;166562,016;Façade
UCCLE - FH04;1689361;8;0;1;9;MDU;XC;Y;NA;4;;;;;_;BUILDING template;De Frélaan - Avenue De Fré;96;A;Avenue de Fré 96a-96;;;Façade
UCCLE - FH04;1689663;1;0;0;1;SDU;;Y;NA;3;;;;Y;_;BUILDING template;Léo Erreralaan - Avenue Léo Errera;66;;;149001,946;166501,312;Façade
UCCLE - FH04;1689664;1;0;0;1;SDU;;Y;NA;3;;;;Y;_;BUILDING template;Léo Erreralaan - Avenue Léo Errera;68;;;149002,317;166488,784;Façade
UCCLE - FH04;1010309;3;0;0;3;MDU;D;Y;NA;3;;;;Y;_;BUILDING template;De Frélaan - Avenue De Fré;68;;;149029,827;166006,132;Façade
UCCLE - FH04;1682625;1;0;0;1;SDU;;Y;NA;2;;;;Y;_;BUILDING template;Schoon Verblijflaan - Avenue du Beau-Séjour;57;;;149892,785;166523,327;Façade
UCCLE - FH04;1049239;1;0;0;1;SDU;;Y;NA;3;;;;Y;_;BUILDING template;Montjoielaan - Avenue Montjoie;194;;;149108,915;166636,467;Façade
UCCLE - FH04;19009;1;0;0;1;SDU;;Y;NA;3;;;;Y;_;BUILDING template;Montjoielaan - Avenue Montjoie;198;;;149088,914;166648,554;Façade
UCCLE - FH04;1049249;6;0;1;7;MDU;A;Y;NA;6;;;;Y;_;BUILDING template;Edith Cavellstraat - Rue Edith Cavell;103;;;149163,063;166483,389;Façade
UCCLE - FH04;1685734;1;0;0;1;SDU;;Y;NA;2;;;;Y;_;BUILDING template;Hoeflaan - Avenue du Hoef;16;;;149336,245;166121,755;Façade
UCCLE - FH04;1692543;1;0;0;1;SDU;;Y;NA;2;;;;Y;_;BUILDING template;Edith Cavellstraat - Rue Edith Cavell;119;;;149156,214;166402,154;Façade
UCCLE - FH04;1688653;2;1;0;3;MDU;;Y;NA;3;;;;Y;_;BUILDING template;Waterloosesteenweg - Chaussée de Waterloo;931;;;150150,9;166337,051;Façade
UCCLE - FH04;1689145;1;0;0;1;SDU;;Y;NA;1;;;;Y;_;BUILDING template;Zeecrabbestraat - Rue Zeecrabbe;13;;;149035,276;166050,333;Façade
UCCLE - FH04;1689146;1;0;0;1;SDU;;Y;NA;1;;;;Y;_;BUILDING template;Zeecrabbestraat - Rue Zeecrabbe;15;;;149033,566;166056,421;Façade
UCCLE - FH04;1009973;1;0;0;1;SDU;;Y;NA;2;;;;Y;_;BUILDING template;Bosveldweg;25;;;149248,17;166342,928;Façade
UCCLE - FH04;3957852;1;0;0;1;SDU;;Y;NA;3;;;;Y;_;BUILDING template;Edith Cavellstraat - Rue Edith Cavell;240;;;149323,488;166070,668;Façade
