Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name
ANTWERPEN-WEST - FH06;1959795;0;1;0;1;SDU;;Y;NA;4;3;;;Y;_;BUILDING template;Kammenstraat;71;;
ANTWERPEN-WEST - FH06;4504664;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Begijnenstraat;83;;
ANTWERPEN-WEST - FH06;6629697;1;0;0;1;SDU;;Y;NA;4;4;;;Y;_;BUILDING template;Vleminckveld;58;;
ANTWERPEN-WEST - FH06;1959797;0;1;0;1;SDU;;N;MON;3;4;Monument;;Y;_ MON;BUILDING template;Kammenstraat;75;;
ANTWERPEN-WEST - FH06;1959800;0;1;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;Kammenstraat;81;;
ANTWERPEN-WEST - FH06;4504704;0;1;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Maarschalk Gérardstraat;14;;
ANTWERPEN-WEST - FH06;60535;0;1;0;1;SDU;;N;MON;4;0;Monument;;Y;MON;BUILDING template;Lange Gasthuisstraat;32;;
ANTWERPEN-WEST - FH06;60536;0;1;0;1;SDU;;Y;NA;3;3;Beschermd Erfgoed;;Y;_ BE;BUILDING template;Lange Gasthuisstraat;30;;
ANTWERPEN-WEST - FH06;4504710;1;0;0;1;SDU;;Y;NA;2;3;;;Y;_;BUILDING template;Begijnenstraat;9;;
ANTWERPEN-WEST - FH06;60537;0;1;0;1;SDU;;Y;NA;3;5;Beschermd Erfgoed;;Y;_ BE;BUILDING template;Lange Gasthuisstraat;28;;
ANTWERPEN-WEST - FH06;4504711;1;0;0;1;SDU;;Y;NA;2;3;;;Y;_;BUILDING template;Begijnenstraat;11;;
ANTWERPEN-WEST - FH06;60538;0;1;0;1;SDU;;Y;NA;6;5;;;Y;_;BUILDING template;Lange Gasthuisstraat;22;;
ANTWERPEN-WEST - FH06;1968732;0;1;0;1;SDU;;N;MON;4;4;Monument;;Y;Review Required MON;BUILDING template;Oude Koornmarkt;7;;
ANTWERPEN-WEST - FH06;4504717;0;1;0;1;SDU;;N;MON;3;0;Monument;;Y;MON;BUILDING template;Rosier;24;;
ANTWERPEN-WEST - FH06;60539;0;1;0;1;SDU;;Y;NA;4;3;Beschermd Erfgoed;;Y;_ BE;BUILDING template;Lange Gasthuisstraat;26;;
ANTWERPEN-WEST - FH06;4505397;1;0;0;1;SDU;;N;MON;4;3;Monument;;Y;Review Required MON;BUILDING template;Lijnwaadmarkt;12;;
ANTWERPEN-WEST - FH06;1968741;0;1;0;1;SDU;;Y;NA;4;5;;;Y;_;BUILDING template;Oude Koornmarkt;11;;
ANTWERPEN-WEST - FH06;4505406;0;1;0;1;SDU;;N;MON;2;3;Monument;;Y;_ MON;BUILDING template;Jan Blomstraat;3;;
ANTWERPEN-WEST - FH06;1968748;0;1;0;1;SDU;;Y;NA;5;3;;;Y;_;BUILDING template;Oude Koornmarkt;13;;
ANTWERPEN-WEST - FH06;4506481;1;0;0;1;SDU;;Y;NA;4;3;;;Y;_;BUILDING template;Rosier;5;;
ANTWERPEN-WEST - FH06;60707;0;1;0;1;SDU;;Y;NA;4;6;;;Y;_;BUILDING template;Groenkerkhofstraat;3;;
ANTWERPEN-WEST - FH06;1968754;0;1;0;1;SDU;;N;MON;4;4;Monument;;Y;Review Required MON;BUILDING template;Oude Koornmarkt;15;;
ANTWERPEN-WEST - FH06;1968769;1;0;0;1;SDU;;N;MON;5;4;Monument;;Y;Review Required MON;BUILDING template;Oude Koornmarkt;17;;
ANTWERPEN-WEST - FH06;4506499;0;1;0;1;SDU;;Y;NA;3;3;Beschermd Erfgoed;;Y;_ BE;BUILDING template;Rosier;33;;
ANTWERPEN-WEST - FH06;60730;0;1;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;Groenplaats;1;;
ANTWERPEN-WEST - FH06;1968833;0;1;0;1;SDU;;Y;NA;4;3;;;Y;_;BUILDING template;Oude Koornmarkt;31;;
ANTWERPEN-WEST - FH06;1968850;0;1;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Oude Koornmarkt;37;;
ANTWERPEN-WEST - FH06;60732;0;1;0;1;SDU;;Y;NA;3;3;Beschermd Erfgoed;;Y;_ BE;BUILDING template;Groenplaats;4;;
ANTWERPEN-WEST - FH06;4506507;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;Vleminckveld;34;;
ANTWERPEN-WEST - FH06;61205;0;1;0;1;SDU;;N;IRREG;5;4;;;Y;_;BUILDING template;Beggaardenstraat;1;;
ANTWERPEN-WEST - FH06;4506514;0;1;0;1;SDU;;N;MON;3;0;Monument;;Y;MON;BUILDING template;Kammenstraat;73;;
ANTWERPEN-WEST - FH06;4509219;0;1;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;Schrijnwerkersstraat;17;;
ANTWERPEN-WEST - FH06;61207;0;1;0;1;SDU;;Y;NA;0;5;Beschermd Erfgoed;;Y;_ BE;BUILDING template;Melkmarkt;40;;
ANTWERPEN-WEST - FH06;1968966;0;1;0;1;SDU;;Y;NA;4;4;;;Y;_;BUILDING template;Oude Koornmarkt;65;;
