Projectnummer;Opdrachtnummer;Straat;Huisnummer;Huisnummer Toevoeging;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;BG Name;xPos;yPos
EVERE - FH04;1623730;L. Van Boeckelstraat - Rue L. Van Boeckel;54;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152321,773;174003,031
EVERE - FH04;4110481;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;27;;0;1;0;1;SDU;;N;IRREG;1;4;;;Y;_;BUILDING template;;152669,282;174559,051
EVERE - FH04;14990;Picardiestraat - Rue Picardie;16;;6;0;0;6;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151662,005;174169,015
EVERE - FH04;4110069;Goede Herderstraat - Rue du Bon Pasteur;92;;9;0;1;10;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;Goede Herderstraat 92_Van Waeyenberghstraat 22;152415,484;174472,709
EVERE - FH04;1621150;Vredeplein - Place de la Paix;32;;0;0;0;0;SDU;;Y;NA;2;4;;;N;;BUILDING template;;152226,171;174038,552
EVERE - FH04;1621978;Frans Leonstraat - Rue Frans Leon;8;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152407,981;174237,195
EVERE - FH04;1622590;P. Mattheussensstraat - Rue Pierre Mattheussens;38;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151871,687;173786,433
EVERE - FH04;1623221;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;12;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152478,441;174546,342
EVERE - FH04;1623731;L. Van Boeckelstraat - Rue L. Van Boeckel;55;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152310,019;174025,683
EVERE - FH04;4110636;Lindestraat - Rue du Tilleul;119;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151736,03;173788,352
EVERE - FH04;1621241;Picardiestraat - Rue Picardie;17;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151654,987;174188,491
EVERE - FH04;4110192;Gastendelleweg - Chemin de Gastendelle;48;A;0;1;1;2;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;151735;174297
EVERE - FH04;1622487;H. Van Hammestraat - Rue H. Van Hamme;62;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151940,852;173989,143
EVERE - FH04;1621152;Parijsstraat - Rue de Paris;5;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152207,872;174181,853
EVERE - FH04;1621979;Frans Leonstraat - Rue Frans Leon;9;;0;1;0;1;SDU;;Y;NA;3;7;;;Y;_;BUILDING template;;152390,853;174213,736
EVERE - FH04;1622591;P. Mattheussensstraat - Rue Pierre Mattheussens;39;;1;0;0;1;SDU;;Y;NA;3;4;;;Y;_;BUILDING template;;151873,912;173812,701
EVERE - FH04;1623222;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;13;;1;0;0;1;SDU;;Y;NA;3;9;;;Y;_;BUILDING template;;152475,217;174584,954
EVERE - FH04;1623874;Goede Herderstraat - Rue du Bon Pasteur;3;;0;1;1;2;MDU;;N;IRREG;2;4;;;Y;_;BUILDING template;;152173,786;174223,964
EVERE - FH04;4110761;P. Mattheussensstraat - Rue Pierre Mattheussens;19;;1;0;1;2;MDU;;Y;NA;3;8;;;Y;_;BUILDING template;;151800,081;173776,995
EVERE - FH04;1621242;Picardiestraat - Rue Picardie;18;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151668,628;174171,069
EVERE - FH04;4110475;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;25;A;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152653;174556
EVERE - FH04;1109236;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;92;;3;0;0;3;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152663,432;174184,008
EVERE - FH04;1621153;Parijsstraat - Rue de Paris;6;;8;0;1;9;MDU;;N;ORN;5;4;;;Y;_;BUILDING template;;152173,466;174182,18
EVERE - FH04;1621982;Frans Leonstraat - Rue Frans Leon;13;;3;0;0;3;MDU;;Y;NA;4;7;;;Y;_;BUILDING template;;152382,582;174216,488
EVERE - FH04;1622592;P. Mattheussensstraat - Rue Pierre Mattheussens;40;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151877,253;173787,974
EVERE - FH04;1623223;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;15;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152482,128;174589,255
EVERE - FH04;1623875;Goede Herderstraat - Rue du Bon Pasteur;21;;25;0;2;27;MDU;;N;IRREG;8;4;;;Y;_;BUILDING template;Goede Herderstraat 21-23-25-27;152198,397;174255,94
EVERE - FH04;1622488;H. Van Hammestraat - Rue H. Van Hamme;64;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151944,638;173990,619
EVERE - FH04;828351;J. F. De Craenstraat - Rue J. F. De Craen;31;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151631,066;174180,529
EVERE - FH04;4110479;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;24;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152613;174027
EVERE - FH04;1109238;Sint-Vincentiusstraat - Rue Saint-Vincent;132;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152702,711;174137,322
EVERE - FH04;1621154;Parijsstraat - Rue de Paris;9;;4;0;0;4;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152217,354;174177,102
EVERE - FH04;1621983;Frans Leonstraat - Rue Frans Leon;15;;3;0;0;3;MDU;;Y;NA;4;7;;;Y;_;BUILDING template;;152376,341;174219,686
EVERE - FH04;1622593;P. Mattheussensstraat - Rue Pierre Mattheussens;42;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151882,125;173790,413
EVERE - FH04;1623224;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;16;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152486,203;174556,397
EVERE - FH04;1623886;Goede Herderstraat - Rue du Bon Pasteur;46;;7;0;1;8;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152331,3;174307,639
EVERE - FH04;4110770;Sint-Vincentiusstraat - Rue Saint-Vincent;12;;1;0;0;1;SDU;;Y;NA;3;7;;;Y;_;BUILDING template;;152464,187;174480,567
EVERE - FH04;828353;J. F. De Craenstraat - Rue J. F. De Craen;61;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;151590,635;174250,191
EVERE - FH04;4110765;J. F. De Craenstraat - Rue J. F. De Craen;12;;0;1;0;1;SDU;;Y;NA;4;5;;;Y;_;BUILDING template;;151683;174115
EVERE - FH04;1109239;Sint-Vincentiusstraat - Rue Saint-Vincent;130;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152700,382;174142,995
EVERE - FH04;1621155;Parijsstraat - Rue de Paris;10;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152188,843;174167,382
EVERE - FH04;1621984;Frans Leonstraat - Rue Frans Leon;19;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152369,994;174226,808
EVERE - FH04;1622594;P. Mattheussensstraat - Rue Pierre Mattheussens;43;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151882,378;173818,782
EVERE - FH04;1623225;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;18;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152490,195;174561,69
EVERE - FH04;1623895;Goede Herderstraat - Rue du Bon Pasteur;59;;0;1;1;2;MDU;;N;IRREG;1;4;;;Y;_;BUILDING template;;152352,562;174425,362
EVERE - FH04;4110909;J. F. De Craenstraat - Rue J. F. De Craen;23;;3;0;0;3;MDU;;Y;NA;4;4;;;Y;_;BUILDING template;;151644,897;174143,854
EVERE - FH04;828355;J. F. De Craenstraat - Rue J. F. De Craen;62;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151603,344;174263,773
EVERE - FH04;4111523;W. Van Perckstraat - Rue Willebrord Van Perck;64;;0;1;1;2;MDU;;Y;NA;2;8;;;Y;_;BUILDING template;;151875;173721
EVERE - FH04;1109240;Sint-Vincentiusstraat - Rue Saint-Vincent;116;;3;0;0;3;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;;152679,378;174181,069
EVERE - FH04;1621156;Parijsstraat - Rue de Paris;12;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152192,083;174164,253
EVERE - FH04;1621985;Frans Leonstraat - Rue Frans Leon;21;;1;0;0;1;SDU;;Y;NA;4;6;;;Y;_;BUILDING template;;152364,842;174228,605
EVERE - FH04;1622595;P. Mattheussensstraat - Rue Pierre Mattheussens;44;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151887,535;173792,237
EVERE - FH04;1623226;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;19;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152491,409;174599,23
EVERE - FH04;1623897;Goede Herderstraat - Rue du Bon Pasteur;60;;16;0;1;17;MDU;;N;IRREG;8;4;;;Y;_;BUILDING template;Goede Herderstraat 60-62-64;152395,409;174405,889
EVERE - FH04;4111091;F. Van Asschestraat - Rue F. Van Assche;24;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152109,834;174099,481
EVERE - FH04;828356;Walkiersstraat - Rue Walkiers;30;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;151554,073;174230,639
EVERE - FH04;4113227;P. Mattheussensstraat - Rue Pierre Mattheussens;14;;0;1;0;1;SDU;;Y;NA;1;7;;;Y;_;BUILDING template;;151794,709;173747,361
EVERE - FH04;1109242;Sint-Vincentiusstraat - Rue Saint-Vincent;122;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152688,617;174165,036
EVERE - FH04;1621157;Parijsstraat - Rue de Paris;17;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152245,278;174151,979
EVERE - FH04;1621986;Frans Leonstraat - Rue Frans Leon;23;;2;0;0;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152361,361;174233,365
EVERE - FH04;1622596;P. Mattheussensstraat - Rue Pierre Mattheussens;45;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151886,847;173820,304
EVERE - FH04;1623227;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;21;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152495,418;174605,293
EVERE - FH04;1623899;Goede Herderstraat - Rue du Bon Pasteur;62;;16;0;1;17;MDU;;N;IRREG;8;4;;;Y;_;BUILDING template;Goede Herderstraat 60-62-64;152399,518;174418,429
EVERE - FH04;4111230;H. Van Neromstraat - Rue H. Van Nerom;43;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152051,049;173856,231
EVERE - FH04;828358;Walkiersstraat - Rue Walkiers;32;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151527,778;174269,408
EVERE - FH04;4113838;L. Van Boeckelstraat - Rue L. Van Boeckel;17;;0;0;0;0;SDU;;Y;NA;2;4;;;N;;BUILDING template;;152217,634;173949,671
EVERE - FH04;1109243;Sint-Vincentiusstraat - Rue Saint-Vincent;124;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152690,878;174158,947
EVERE - FH04;1621158;Parijsstraat - Rue de Paris;19;;1;0;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;;152254,929;174153,137
EVERE - FH04;1621987;Frans Leonstraat - Rue Frans Leon;25;;3;0;0;3;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;;152356,387;174236,115
EVERE - FH04;1622597;P. Mattheussensstraat - Rue Pierre Mattheussens;46;;1;0;1;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151892,763;173794,507
EVERE - FH04;1623228;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;23;;3;0;0;3;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152500,245;174610,318
EVERE - FH04;1623901;Goede Herderstraat - Rue du Bon Pasteur;88;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152404,423;174464,493
EVERE - FH04;4111370;P. Van Obberghenstraat - Rue P. Van Obberghen;1;;0;0;0;0;SDU;;Y;NA;4;4;;;N;;BUILDING template;;151929,671;173923,963
EVERE - FH04;828584;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;28;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152618,395;174039,658
EVERE - FH04;4114862;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;3;;0;1;0;1;SDU;;N;IRREG;1;4;;;Y;_;BUILDING template;;152588;174640
EVERE - FH04;1109244;Haachtsesteenweg - Chaussee de Haecht;1083;;0;0;0;0;SDU;;Y;NA;4;4;;;N;;BUILDING template;;152640,595;173994,167
EVERE - FH04;1621159;Parijsstraat - Rue de Paris;21;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152253,562;174142,741
EVERE - FH04;1621988;Frans Leonstraat - Rue Frans Leon;27;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152355,04;174243,364
EVERE - FH04;1622598;P. Mattheussensstraat - Rue Pierre Mattheussens;47;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151891,498;173822,707
EVERE - FH04;1623229;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;25;;1;0;1;2;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152506,053;174614,106
EVERE - FH04;1623902;Goede Herderstraat - Rue du Bon Pasteur;90;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;152400,949;174473,087
EVERE - FH04;4111371;Rustplaatslaan - Avenue Champs de Repos;42;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152761,283;174285,019
EVERE - FH04;828585;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;19;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152566,19;173979,317
EVERE - FH04;4114884;J. F. De Craenstraat - Rue J. F. De Craen;22;A;0;1;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151670;174142
EVERE - FH04;1109245;Haachtsesteenweg - Chaussee de Haecht;1061;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152589,578;173956,263
EVERE - FH04;1621161;Parijsstraat - Rue de Paris;24;;4;0;0;4;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152223,559;174134,591
EVERE - FH04;1621989;Frans Leonstraat - Rue Frans Leon;28;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152363,059;174270,412
EVERE - FH04;1622599;P. Mattheussensstraat - Rue Pierre Mattheussens;48;;1;0;0;1;SDU;;Y;NA;3;4;;;Y;_;BUILDING template;;151897,931;173798,344
EVERE - FH04;1623230;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;26;;1;0;1;2;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152505,316;174566,866
EVERE - FH04;1623903;J. F. De Craenstraat - Rue J. F. De Craen;3;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151669,459;174089,128
EVERE - FH04;4111636;J. F. De Craenstraat - Rue J. F. De Craen;37;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;151621,702;174191,405
EVERE - FH04;828588;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;1;;5;0;0;5;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152549,199;173924,176
EVERE - FH04;1621243;Picardiestraat - Rue Picardie;19;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151659,307;174192,071
EVERE - FH04;1109247;Haachtsesteenweg - Chaussee de Haecht;1113;;2;0;0;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152731,617;174074,979
EVERE - FH04;1621162;Parijsstraat - Rue de Paris;25;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152259,512;174136,931
EVERE - FH04;1621990;Frans Leonstraat - Rue Frans Leon;29;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152349,624;174245,534
EVERE - FH04;1622600;P. Mattheussensstraat - Rue Pierre Mattheussens;49;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151895,78;173825,224
EVERE - FH04;1623231;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;27;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152510,089;174619,62
EVERE - FH04;1623904;J. F. De Craenstraat - Rue J. F. De Craen;5;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;151666,376;174094,144
EVERE - FH04;4112211;H. Van Neromstraat - Rue H. Van Nerom;73;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151985,256;173839,549
EVERE - FH04;829085;Houtweg - Chemin Du Bois;22;;0;1;1;2;MDU;;N;IRREG;2;4;;;Y;_;BUILDING template;;152748,264;174506,454
EVERE - FH04;4114985;Edward Dekosterstraat - Rue Edouard Dekoster;13;;0;1;0;1;SDU;;N;IRREG;1;4;;;Y;_;BUILDING template;;152322,661;174086,022
EVERE - FH04;1109249;Haachtsesteenweg - Chaussee de Haecht;1085;;0;1;0;1;SDU;;N;ORN;4;4;;;Y;_;BUILDING template;;152667,331;174018,035
EVERE - FH04;1621163;Parijsstraat - Rue de Paris;26;;0;1;1;2;MDU;;N;IRREG;1;4;;;Y;_;BUILDING template;;152214,719;174119,389
EVERE - FH04;1621991;Frans Leonstraat - Rue Frans Leon;31;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152345,047;174248,905
EVERE - FH04;1622601;P. Mattheussensstraat - Rue Pierre Mattheussens;50;;1;0;1;2;MDU;;Y;NA;3;4;;;Y;_;BUILDING template;;151903,814;173800,25
EVERE - FH04;1623232;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;28;;6;0;0;6;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152515,272;174572,967
EVERE - FH04;1623905;J. F. De Craenstraat - Rue J. F. De Craen;7;;4;0;0;4;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151664,013;174099,966
EVERE - FH04;4112212;Frans Pepermansstraat - Rue Frans Pepermans;54;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152191,59;173849,479
EVERE - FH04;829086;Houtweg - Chemin Du Bois;50;;0;6;1;7;MDU;;N;IRREG;2;4;;;Y;_;BUILDING template;;152680,633;174651,677
EVERE - FH04;4116908;Lindestraat - Rue du Tilleul;207;;0;1;1;2;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;;151818,986;173559,812
EVERE - FH04;1109253;Vliegpleinstraat -Rue Plaine d Aviation;65;;0;1;0;1;SDU;;Y;NA;4;6;;;Y;_;BUILDING template;;152609,662;174020,607
EVERE - FH04;1621164;Parijsstraat - Rue de Paris;27;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152264,424;174134,556
EVERE - FH04;1621992;Frans Leonstraat - Rue Frans Leon;32;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152354,729;174277,297
EVERE - FH04;1622602;P. Mattheussensstraat - Rue Pierre Mattheussens;51;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151900,659;173827,209
EVERE - FH04;1623233;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;29;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152514,143;174625,223
EVERE - FH04;1623906;J. F. De Craenstraat - Rue J. F. De Craen;8;;1;0;0;1;SDU;;Y;NA;4;5;;;Y;_;BUILDING template;;151688,698;174105,48
EVERE - FH04;1622489;H. Van Hammestraat - Rue H. Van Hamme;66;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;151951,416;173991,502
EVERE - FH04;829087;Tweedekkerstraat - Rue du Biplan;187;;0;1;1;2;MDU;;N;IRREG;2;4;;;Y;_;BUILDING template;;152772,042;174423,676
EVERE - FH04;4117035;H. Van Neromstraat - Rue H. Van Nerom;81;;0;0;0;0;SDU;;Y;NA;2;4;;;N;;BUILDING template;;151972;173839
EVERE - FH04;1109254;Vliegpleinstraat -Rue Plaine d Aviation;81;;7;0;0;7;MDU;;Y;NA;4;4;;;Y;_;BUILDING template;;152654,741;174020,928
EVERE - FH04;1621165;Parijsstraat - Rue de Paris;29;;2;0;0;2;MDU;;Y;NA;3;4;;;Y;_;BUILDING template;;152267,524;174131,763
EVERE - FH04;1622177;Gustaaf Norgastraat - Rue Gustave Norga;2;;3;0;0;3;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152237,08;174160,493
EVERE - FH04;1622603;P. Mattheussensstraat - Rue Pierre Mattheussens;52;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151909,436;173801,839
EVERE - FH04;1623234;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;30;;2;0;0;2;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152522,956;174580,872
EVERE - FH04;1623907;J. F. De Craenstraat - Rue J. F. De Craen;9;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151661,346;174106,045
EVERE - FH04;4112486;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;60;;1;0;0;1;SDU;;Y;NA;2;7;;;Y;_;BUILDING template;;152583,796;174658,195
EVERE - FH04;829089;Sint-Vincentiusstraat - Rue Saint-Vincent;11;;3;0;0;3;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152481,203;174502,008
EVERE - FH04;4117200;Marnestraat - Rue de la Marne;89;B;3;0;0;3;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152138;174197
EVERE - FH04;1109256;Vliegpleinstraat -Rue Plaine d Aviation;79;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152645,847;174021,315
EVERE - FH04;1621166;Parijsstraat - Rue de Paris;31;;5;1;0;6;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152273,398;174126,698
EVERE - FH04;1622178;Gustaaf Norgastraat - Rue Gustave Norga;5;;1;0;0;1;SDU;;Y;NA;3;7;;;Y;_;BUILDING template;;152229,007;174185,784
EVERE - FH04;1622604;P. Mattheussensstraat - Rue Pierre Mattheussens;53;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151905,957;173828,334
EVERE - FH04;1623236;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;32;;1;0;0;1;SDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152527,173;174587,205
EVERE - FH04;1623908;J. F. De Craenstraat - Rue J. F. De Craen;11;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151658,98;174111,938
EVERE - FH04;4112490;Haachtsesteenweg - Chaussee de Haecht;979;;0;0;0;0;SDU;;Y;NA;4;4;;;N;;BUILDING template;;152306,741;173788,934
EVERE - FH04;829090;Sint-Vincentiusstraat - Rue Saint-Vincent;19;;1;0;0;1;SDU;;Y;NA;3;7;;;Y;_;BUILDING template;;152502,021;174480,113
EVERE - FH04;4117473;P. Aldersonstraat - Rue P. Alderson;3;;0;0;0;0;SDU;;Y;NA;2;4;;;N;;BUILDING template;;151650;174070
EVERE - FH04;1126334;Carlistraat - Rue Carli;5;;0;1;0;1;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Carlistraat 5-7;151632,123;174399,763
EVERE - FH04;1621167;Parijsstraat - Rue de Paris;33;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152280,627;174119,936
EVERE - FH04;1622179;Gustaaf Norgastraat - Rue Gustave Norga;7;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152230,359;174191,562
EVERE - FH04;1622605;P. Mattheussensstraat - Rue Pierre Mattheussens;54;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151913,56;173806,064
EVERE - FH04;1623237;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;34;;1;0;1;2;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152531,626;174592,643
EVERE - FH04;1623909;J. F. De Craenstraat - Rue J. F. De Craen;13;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;151656,101;174116,582
EVERE - FH04;1621244;Picardiestraat - Rue Picardie;20;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151674,483;174172,671
EVERE - FH04;1621225;Wipstraat - Rue de la Perche;1;;16;0;1;17;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;Laurent Vandenhovenstraat 33_Wipstraat 1;152537,32;174656,101
EVERE - FH04;4117585;Sint-Vincentiusstraat - Rue Saint-Vincent;115;;0;1;0;1;SDU;;Y;NA;1;7;;;Y;Gebouw 20m van rode lojn en ovorspanning 8m;BUILDING template;;152755,635;174124,309
EVERE - FH04;1127287;P. Mattheussensstraat - Rue Pierre Mattheussens;2;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151758,264;173734,908
EVERE - FH04;1621169;Parijsstraat - Rue de Paris;36;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;152255,587;174106,808
EVERE - FH04;1622180;Gustaaf Norgastraat - Rue Gustave Norga;8;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152250,176;174170,39
EVERE - FH04;1622606;P. Mattheussensstraat - Rue Pierre Mattheussens;55;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151909,972;173831,794
EVERE - FH04;1623239;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;38;;2;0;0;2;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152542,675;174601,735
EVERE - FH04;1623910;J. F. De Craenstraat - Rue J. F. De Craen;14;;4;0;0;4;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151679,733;174121,494
EVERE - FH04;4112631;Lindestraat - Rue du Tilleul;33;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151651,266;174041,492
EVERE - FH04;829095;Edward Dekosterstraat - Rue Edouard Dekoster;121;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152505,384;174485,32
EVERE - FH04;4117636;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;27;A;1;0;0;1;SDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152575;173994
EVERE - FH04;1129015;W. Van Perckstraat - Rue Willebrord Van Perck;120;;5;0;0;5;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151968,455;173554,449
