Projectnummer;LAM MK;Building FID;SSV Date;Quadrant;TSA SIGNED;BUILDING KEY;Blok;LU KEY;VCA;M1;M2A;M2B;M3A;M3B;M4A;M4B;M5A;M5B;M5C;M6A;M6B;M6C;B1 construction start;B2 construction end;Opdrachttemplate
MECHELEN - FH01;929568;;;;;929568;BL0101;1562029;;2020-02-03;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;929563;;;;;929563;BL0101;11091297;;2020-04-28;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;929622;;;;;929622;BL0101;1593753;;2020-04-28;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;4740700;;;;;4740700;BL0101;1570238;;;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;3033229;;;;;3033229;BL0101;11050290;;2018-09-07;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;3033240;;;;;3033240;BL0101;1583985;;;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;929621;;;;;929621;BL0101;11091318;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;3032835;;;;;3032835;BL0101;1559824;;;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;3032833;;;;;3032833;BL0101;1595542;;;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;929563;;;;;929563;BL0101;11091299;;2020-04-28;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;4740712;;;;;4740712;BL0101;10446699;;2020-05-25;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;3032828;;;;;3032828;BL0101;1575893;;;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;3032830;;;;;3032830;BL0101;1591454;;2018-09-07;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;3033222;;;;;3033222;BL0101;1564452;;;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;929622;;;;;929622;BL0101;1593752;;2020-04-28;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;3033226;;;;;3033226;BL0101;1567878;;;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;3033223;;;;;3033223;BL0101;1566298;;2020-02-03;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;929563;;;;;929563;BL0101;1559823;;2020-04-28;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;929568;;;;;929568;BL0101;1562075;;2020-02-03;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;929563;;;;;929563;BL0101;11091296;;2020-04-28;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;4260111;;;;;4260111;BL0101;1558113;;2020-04-28;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;929621;;;;;929621;BL0101;1584618;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;929563;;;;;929563;BL0101;11091298;;2020-04-28;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;929622;;;;;929622;BL0101;1593748;;2020-04-28;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;929622;;;;;929622;BL0101;11091102;;2020-04-28;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;4260111;;;;;4260111;BL0101;1558112;;2020-04-28;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;929557;;;;;929557;BL0101;1568867;;2020-03-20;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;3033223;;;;;3033223;BL0101;11402960;;2020-02-03;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;4260111;;;;;4260111;BL0101;11402811;;2020-04-28;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;4260111;;;;;4260111;BL0101;11402812;;2020-04-28;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;4260111;;;;;4260111;BL0101;11402813;;2020-04-28;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;929621;;;;;929621;BL0101;11402963;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;929621;;;;;929621;BL0101;11402964;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;929621;;;;;929621;BL0101;11402965;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;929621;;;;;929621;BL0101;11402966;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;3048562;;;;;3048562;BL0102;11090536;;2018-06-25;;;;;;;;;;;;;2020-06-12;2020-12-31;(L/B/S)U template
MECHELEN - FH01;3042680;;;;;3042680;BL0119;11090514;;2020-01-23;;;;;;;;;;;;;2020-06-12;2020-07-30;(L/B/S)U template
MECHELEN - FH01;5431501;;;;;5431501;BL0119;1569585;;;;;;;;;;;;;;;2020-06-12;2020-07-30;(L/B/S)U template
MECHELEN - FH01;3032980;;;;;3032980;BL0103;1586586;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;901175;;;;;901175;BL0103;11090535;;2018-06-27;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;901188;;;;;901188;BL0103;1589820;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3032975;;;;;3032975;BL0103;1583989;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3032978;;;;;3032978;BL0103;1584560;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3032982;;;;;3032982;BL0103;1588066;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;901174;;;;;901174;BL0103;1591463;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3048561;;;;;3048561;BL0103;1575901;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;901186;;;;;901186;BL0103;11091284;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3032979;;;;;3032979;BL0103;11091281;;2020-02-03;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3032985;;;;;3032985;BL0103;1588465;;2020-02-03;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3032978;;;;;3032978;BL0103;1584547;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3032980;;;;;3032980;BL0103;11091283;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3032979;;;;;3032979;BL0103;11091282;;2020-02-03;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3032979;;;;;3032979;BL0103;1585194;;2020-02-03;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;901188;;;;;901188;BL0103;11091287;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051152;;;;;3051152;BL0104;1564463;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051162;;;;;3051162;BL0104;1570248;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;901185;;;;;901185;BL0104;1577569;;2020-01-27;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051134;;;;;3051134;BL0104;1559569;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;5706656;;;;;5706656;BL0104;11090638;;2020-05-15;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090661;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1339643;;;;;1339643;BL0104;1577933;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051143;;;;;3051143;BL0104;1591471;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051129;;;;;3051129;BL0104;11091385;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090674;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;5374208;;;;;5374208;BL0104;1582600;;2020-05-18;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;901182;;;;;901182;BL0104;11091270;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051134;;;;;3051134;BL0104;1559629;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;5749434;;;;;5749434;BL0104;11090772;;2020-05-15;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051129;;;;;3051129;BL0104;1595401;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3944014;;;;;3944014;BL0104;1580334;;2020-05-28;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051185;;;;;3051185;BL0104;1580023;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051180;;;;;3051180;BL0104;1579924;;2020-05-11;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051180;;;;;3051180;BL0104;11091171;;2020-05-11;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051134;;;;;3051134;BL0104;11096971;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090650;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051134;;;;;3051134;BL0104;10449908;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;901431;;;;;901431;BL0104;10449028;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090660;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090663;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051163;;;;;3051163;BL0104;1571569;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051165;;;;;3051165;BL0104;1572723;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;901187;;;;;901187;BL0104;1578548;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090659;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090665;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090669;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051190;;;;;3051190;BL0104;11090676;;2020-05-18;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;4751963;;;;;4751963;BL0104;11091272;;2020-03-02;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051129;;;;;3051129;BL0104;11091376;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051165;;;;;3051165;BL0104;11231972;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051129;;;;;3051129;BL0104;1595418;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090653;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1339643;;;;;1339643;BL0104;1577938;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3032958;;;;;3032958;BL0104;1573336;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;901612;;;;;901612;BL0104;1558344;;2020-01-27;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;5543967;;;;;5543967;BL0104;10448756;;2020-05-15;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051129;;;;;3051129;BL0104;11091386;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051134;;;;;3051134;BL0104;1559677;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1339643;;;;;1339643;BL0104;1577920;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;5543967;;;;;5543967;BL0104;10450179;;2020-05-15;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090664;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051172;;;;;3051172;BL0104;1577073;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051134;;;;;3051134;BL0104;11096968;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051134;;;;;3051134;BL0104;11096975;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051168;;;;;3051168;BL0104;1575262;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051129;;;;;3051129;BL0104;11091377;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090645;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;4153244;;;;;4153244;BL0104;1583688;;2020-01-27;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090662;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051180;;;;;3051180;BL0104;1579938;;2020-05-11;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051183;;;;;3051183;BL0104;1579892;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;4731741;;;;;4731741;BL0104;11091006;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090657;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;5543967;;;;;5543967;BL0104;10448765;;2020-05-15;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051129;;;;;3051129;BL0104;11091374;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051129;;;;;3051129;BL0104;11091381;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051134;;;;;3051134;BL0104;11096972;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090656;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051180;;;;;3051180;BL0104;1579904;;2020-05-11;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3944014;;;;;3944014;BL0104;1580387;;2020-05-28;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051129;;;;;3051129;BL0104;11091384;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051134;;;;;3051134;BL0104;1559678;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1339643;;;;;1339643;BL0104;1577922;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051129;;;;;3051129;BL0104;1595402;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051134;;;;;3051134;BL0104;1559630;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051142;;;;;3051142;BL0104;1585738;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;901609;;;;;901609;BL0104;1568888;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051129;;;;;3051129;BL0104;11091378;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051143;;;;;3051143;BL0104;11091164;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051134;;;;;3051134;BL0104;11096967;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090640;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1339643;;;;;1339643;BL0104;11091166;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;901612;;;;;901612;BL0104;11091358;;2020-01-27;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051129;;;;;3051129;BL0104;11091383;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;5706656;;;;;5706656;BL0104;11090635;;2020-05-15;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090652;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1339643;;;;;1339643;BL0104;11091167;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051134;;;;;3051134;BL0104;11096973;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1339643;;;;;1339643;BL0104;11091169;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;4751965;;;;;4751965;BL0104;1572175;;2020-03-02;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090671;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3032973;;;;;3032973;BL0104;1582959;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051129;;;;;3051129;BL0104;11091375;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090647;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1339643;;;;;1339643;BL0104;11091168;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3032969;;;;;3032969;BL0104;1579497;;2020-01-27;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051149;;;;;3051149;BL0104;1562190;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090654;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051134;;;;;3051134;BL0104;1559627;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3032976;;;;;3032976;BL0104;1584345;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051129;;;;;3051129;BL0104;11091369;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090648;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3031078;;;;;3031078;BL0104;1581642;;;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051134;;;;;3051134;BL0104;1559679;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;901432;;;;;901432;BL0104;1567899;;2018-06-20;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051129;;;;;3051129;BL0104;1595292;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090666;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1323394;;;;;1323394;BL0104;11090673;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;1339643;;;;;1339643;BL0104;1578045;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051155;;;;;3051155;BL0104;1566320;;2018-09-05;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;4751965;;;;;4751965;BL0104;11091273;;2020-03-02;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;901182;;;;;901182;BL0104;1569581;;2020-03-17;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051134;;;;;3051134;BL0104;1559696;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
MECHELEN - FH01;3051134;;;;;3051134;BL0104;11096970;;2019-11-22;;;;;;;;;;;;;2020-06-12;2020-09-30;(L/B/S)U template
