Projectnummer;LAM MK;Building FID;SSV Date;Quadrant;TSA SIGNED;BUILDING KEY;Blok;LU KEY;VCA;M1;M2A;M2B;M3A;M3B;M4A;M4B;M5A;M5B;M5C;M6A;M6B;M6C;B1 construction start;B2 construction end;Opdrachttemplate
SINT-NIKLAAS - FH01;1513919;;;;;1513919;BL0114;2120007;;2019-07-16;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513919;;;;;1513919;BL0114;11194581;;2019-07-16;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513919;;;;;1513919;BL0114;11194582;;2019-07-16;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513919;;;;;1513919;BL0114;11194583;;2019-07-16;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513919;;;;;1513919;BL0114;11194584;;2019-07-16;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513920;;;;;1513920;BL0113;11194364;;2020-05-29;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513921;;;;;1513921;BL0114;11093184;;2018-07-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513922;;;;;1513922;BL0113;2126572;;2020-03-02;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513922;;;;;1513922;BL0113;11093934;;2020-03-02;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513923;;;;;1513923;BL0114;2094898;;2018-07-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513923;;;;;1513923;BL0114;2094899;;2018-07-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513923;;;;;1513923;BL0114;2094900;;2018-07-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513923;;;;;1513923;BL0114;2094901;;2018-07-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513923;;;;;1513923;BL0114;2094902;;2018-07-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513923;;;;;1513923;BL0114;2094903;;2018-07-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513925;;;;;1513925;BL0114;2097943;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513926;;;;;1513926;BL0113;2099151;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513927;;;;;1513927;BL0114;2100337;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513928;;;;;1513928;BL0113;2101404;;2020-05-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513928;;;;;1513928;BL0113;11093935;;2020-05-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513929;;;;;1513929;BL0114;2102381;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;977875;;;;;977875;BL0113;2103304;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513930;;;;;1513930;BL0114;2104080;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513343;;;;;1513343;BL0113;2104767;;2019-11-21;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513343;;;;;1513343;BL0113;11093936;;2019-11-21;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513343;;;;;1513343;BL0113;11093937;;2019-11-21;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513343;;;;;1513343;BL0113;11093938;;2019-11-21;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513343;;;;;1513343;BL0113;11194578;;2019-11-21;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513931;;;;;1513931;BL0114;2105969;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;977876;;;;;977876;BL0113;2106636;;2019-08-01;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;977876;;;;;977876;BL0113;2106637;;2019-08-01;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;977876;;;;;977876;BL0113;2106638;;2019-08-01;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;977876;;;;;977876;BL0113;11194579;;2019-08-01;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;977876;;;;;977876;BL0113;11194580;;2019-08-01;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;977882;;;;;977882;BL0114;2107188;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513932;;;;;1513932;BL0113;2107720;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;977881;;;;;977881;BL0114;2108214;;2019-08-01;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;977881;;;;;977881;BL0114;2108215;;2019-08-01;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;977881;;;;;977881;BL0114;2108216;;2019-08-01;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513933;;;;;1513933;BL0113;2108653;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513934;;;;;1513934;BL0114;2109115;;2018-09-19;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513936;;;;;1513936;BL0114;2109935;;2019-08-12;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513936;;;;;1513936;BL0114;11093942;;2019-08-12;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513936;;;;;1513936;BL0114;11093943;;2019-08-12;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513936;;;;;1513936;BL0114;11093944;;2019-08-12;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513936;;;;;1513936;BL0114;11093945;;2019-08-12;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513936;;;;;1513936;BL0114;11093946;;2019-08-12;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513936;;;;;1513936;BL0114;11093947;;2019-08-12;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513938;;;;;1513938;BL0114;2111141;;2020-05-26;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513938;;;;;1513938;BL0114;2111142;;2020-05-26;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513938;;;;;1513938;BL0114;2111143;;2020-05-26;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513938;;;;;1513938;BL0114;2111144;;2020-05-26;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513938;;;;;1513938;BL0114;2111145;;2020-05-26;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513938;;;;;1513938;BL0114;2111146;;2020-05-26;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513938;;;;;1513938;BL0114;11093948;;2020-05-26;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;1513938;;;;;1513938;BL0114;11093949;;2020-05-26;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3485043;;;;;3485043;BL0113;2111496;;2018-09-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3485043;;;;;3485043;BL0113;2111497;;2018-09-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3485043;;;;;3485043;BL0113;2111498;;2018-09-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3485044;;;;;3485044;BL0113;2112097;;2018-09-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3485044;;;;;3485044;BL0113;11093939;;2018-09-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3485045;;;;;3485045;BL0113;2112698;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4222551;;;;;4222551;BL0113;2113282;;2018-09-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4222551;;;;;4222551;BL0113;2113283;;2018-09-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4455657;;;;;4455657;BL0113;2113840;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3485046;;;;;3485046;BL0113;2115394;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;977879;;;;;977879;BL0114;11194203;;2018-12-13;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;5428614;;;;;5428614;BL0108;2094219;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;106811;;;;;106811;BL0105;2105534;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;106595;;;;;106595;BL0103;2094509;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;6429274;;;;;6429274;BL0102;11093240;;2020-03-03;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3948575;;;;;3948575;BL0103;2110923;;2019-12-16;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3948575;;;;;3948575;BL0103;2110924;;2019-12-16;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3948576;;;;;3948576;BL0102;2113982;;2020-03-03;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3948576;;;;;3948576;BL0102;2113996;;2020-03-03;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3948576;;;;;3948576;BL0102;2114030;;2020-03-03;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3948576;;;;;3948576;BL0102;2114373;;2020-03-03;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3948576;;;;;3948576;BL0102;11194622;;2020-03-03;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4455715;;;;;4455715;BL0103;2117456;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3486944;;;;;3486944;BL0102;2120115;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4243755;;;;;4243755;BL0103;2122654;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4455745;;;;;4455745;BL0102;2124795;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4455747;;;;;4455747;BL0102;2095039;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3486946;;;;;3486946;BL0102;2098051;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4455721;;;;;4455721;BL0103;11194208;;2019-10-22;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3948577;;;;;3948577;BL0102;2100447;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4455749;;;;;4455749;BL0102;11093283;;2018-12-12;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3486947;;;;;3486947;BL0103;2103409;;2019-12-12;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4455751;;;;;4455751;BL0102;11093043;;2018-07-16;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4094350;;;;;4094350;BL0102;2106058;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3486949;;;;;3486949;BL0102;2107271;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4201937;;;;;4201937;BL0102;2108291;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4455753;;;;;4455753;BL0102;2109240;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3486950;;;;;3486950;BL0102;2110025;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3486953;;;;;3486953;BL0102;2111874;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3486954;;;;;3486954;BL0102;2112492;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3486955;;;;;3486955;BL0102;2112830;;2019-07-08;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3486955;;;;;3486955;BL0102;2112833;;2019-07-08;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3486955;;;;;3486955;BL0102;2112836;;2019-07-08;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;106600;;;;;106600;BL0102;2113640;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3486956;;;;;3486956;BL0103;2115462;;2019-12-12;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;62567;;;;;62567;BL0103;2117020;;2020-05-28;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;69585;;;;;69585;BL0106;2094208;;2019-07-11;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;69585;;;;;69585;BL0106;2094209;;2019-07-11;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;69585;;;;;69585;BL0106;2094210;;2019-07-11;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;69585;;;;;69585;BL0106;2094211;;2019-07-11;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;69585;;;;;69585;BL0106;11093919;;2019-07-11;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;69585;;;;;69585;BL0106;11093920;;2019-07-11;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;106580;;;;;106580;BL0103;2105712;;2019-12-12;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487255;;;;;3487255;BL0106;2110763;;2020-06-15;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;5783330;;;;;5783330;BL0106;11093256;;2020-06-15;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;5783330;;;;;5783330;BL0106;11093257;;2020-06-15;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;5783330;;;;;5783330;BL0106;11194624;;2020-06-15;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487257;;;;;3487257;BL0103;2114372;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487262;;;;;3487262;BL0103;11093241;;2019-08-21;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487262;;;;;3487262;BL0103;11093242;;2019-08-21;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487263;;;;;3487263;BL0106;2126528;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487264;;;;;3487264;BL0103;2095040;;2020-03-02;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487265;;;;;3487265;BL0103;2098052;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;106576;;;;;106576;BL0103;2100449;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487267;;;;;3487267;BL0106;2101373;;2020-05-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487267;;;;;3487267;BL0106;11093922;;2020-05-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;106574;;;;;106574;BL0102;2102481;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487269;;;;;3487269;BL0106;2103267;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487270;;;;;3487270;BL0102;2104169;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487271;;;;;3487271;BL0106;2104738;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487272;;;;;3487272;BL0102;2106057;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487275;;;;;3487275;BL0102;2107270;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4146457;;;;;4146457;BL0106;2107678;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487276;;;;;3487276;BL0102;2108290;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487277;;;;;3487277;BL0106;2108615;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;69586;;;;;69586;BL0106;2109524;;2020-03-03;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4455707;;;;;4455707;BL0102;2110024;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487278;;;;;3487278;BL0102;2111226;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4043836;;;;;4043836;BL0102;2111873;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4455689;;;;;4455689;BL0105;2112069;;2020-05-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4455689;;;;;4455689;BL0105;11093916;;2020-05-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;106568;;;;;106568;BL0102;2112259;;2020-05-25;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487280;;;;;3487280;BL0105;2112668;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4210806;;;;;4210806;BL0105;2113255;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487282;;;;;3487282;BL0105;2113812;;2020-05-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487282;;;;;3487282;BL0105;11093917;;2020-05-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4144774;;;;;4144774;BL0105;2114812;;2020-05-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;4144774;;;;;4144774;BL0105;11093918;;2020-05-18;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3487283;;;;;3487283;BL0105;2115367;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;106570;;;;;106570;BL0105;2115819;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;106644;;;;;106644;BL0106;2094214;;2020-03-27;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3500771;;;;;3500771;BL0106;2110767;;2020-03-27;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3500773;;;;;3500773;BL0110;2114233;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3500775;;;;;3500775;BL0110;2119956;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;3948704;;;;;3948704;BL0106;2126531;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;106418;;;;;106418;BL0110;2094577;;2019-07-11;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;106418;;;;;106418;BL0110;2094583;;2019-07-11;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;106418;;;;;106418;BL0110;2094596;;2019-07-11;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;106418;;;;;106418;BL0110;2094600;;2019-07-11;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;106418;;;;;106418;BL0110;2094604;;2019-07-11;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;106418;;;;;106418;BL0110;2094607;;2019-07-11;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
SINT-NIKLAAS - FH01;5411557;;;;;5411557;BL0106;2096489;;;;;;;;;;;;;;;2020-05-01;2020-12-31;(L/B/S)U template
