OpdrachtID,Projectnummer,"Cluster NR",Blok,Straat,Huisnummer,"Huisnummer Toevoeging",Kamer,Plaats,Opdrachttemplate,Opdrachtnummer,"BUILDING KEY",Quadrant,Buildingtype,"NR BU","NR LU","NR SU","UNITS TOTAL","SSV Completed","SSV Date","TSA NEEDED","TSA SIGNED","TSA SENT",Surveyor,"Building exists","STS COMPLETED DATE"
599107,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,189,,,Knokke-Heist,"BUILDING template",5579438,5579438,,MDU,0,6,0,6,,,,,,"Maayken Vanfleteren",Y,2020-01-16
598852,"KNOKKE-HEIST - FH04",,BL0407,Kustlaan,81,,,Knokke-Heist,"BUILDING template",2762343,2762343,,MDU,1,6,2,9,,,,,,"Hidde Kiekens",Y,2020-01-15
599108,"KNOKKE-HEIST - FH04",,BL0412,Kustlaan,241,,,Knokke-Heist,"BUILDING template",5579442,5579442,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598853,"KNOKKE-HEIST - FH04",,BL0407,Kustlaan,83,,,Knokke-Heist,"BUILDING template",2762344,2762344,,MDU,1,6,1,8,,,,,,"Hidde Kiekens",Y,2020-01-15
599109,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,311,,,Knokke-Heist,"BUILDING template",5579446,5579446,,SDU,,1,,1,,,,,,,,
598854,"KNOKKE-HEIST - FH04",,BL0407,Kustlaan,87,,,Knokke-Heist,"BUILDING template",2762347,2762347,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-15
599110,"KNOKKE-HEIST - FH04",,BL0401,Lichttorenplein,12,,,Knokke-Heist,"BUILDING template",5579464,5579464,,MDU,0,14,0,14,,,,,,"Geert Stockman",Y,2020-01-17
598855,"KNOKKE-HEIST - FH04",,BL0407,Kustlaan,89,,,Knokke-Heist,"BUILDING template",2762349,2762349,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-15
599111,"KNOKKE-HEIST - FH04",,BL0401,Lichttorenplein,20,,,Knokke-Heist,"BUILDING template",5579466,5579466,,MDU,0,32,0,32,,,,,,"Geert Stockman",Y,2020-01-17
598856,"KNOKKE-HEIST - FH04",,BL0407,Kustlaan,91,,,Knokke-Heist,"BUILDING template",2762351,2762351,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-15
599112,"KNOKKE-HEIST - FH04",,BL0404,Marie-Josestraat,1,,,Knokke-Heist,"BUILDING template",5579489,5579489,,MDU,0,13,0,13,,,,,,"Geert Stockman",Y,2020-01-17
617288,"KNOKKE-HEIST - FH04",,,Kustlaan,297,,,Knokke-Heist,"BUILDING template",NB-8300297cb8d17,NB-8300297cb8d17,,MDU,1,6,1,8,,2020-01-17,,,,"Maayken Vanfleteren",,
598857,"KNOKKE-HEIST - FH04",,BL0407,Kustlaan,93,,,Knokke-Heist,"BUILDING template",2762354,2762354,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-15
599113,"KNOKKE-HEIST - FH04",,BL0404,Marie-Josestraat,19,,,Knokke-Heist,"BUILDING template",5579490,5579490,,MDU,1,4,0,5,,,,,,"Geert Stockman",Y,2020-01-19
598858,"KNOKKE-HEIST - FH04",,BL0408,Kustlaan,103,,,Knokke-Heist,"BUILDING template",2762363,2762363,,MDU,1,6,0,7,,,,,,"Hidde Kiekens",Y,2020-01-16
599114,"KNOKKE-HEIST - FH04",,BL0405,Swolfsstraat,3,,,Knokke-Heist,"BUILDING template",5579559,5579559,,SDU,,1,,1,,,,,,,,
598859,"KNOKKE-HEIST - FH04",,BL0408,Kustlaan,105,,,Knokke-Heist,"BUILDING template",2762365,2762365,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-16
599115,"KNOKKE-HEIST - FH04",,BL0404,Swolfsstraat,8,,,Knokke-Heist,"BUILDING template",5579560,5579560,,MDU,0,15,0,15,,,,,,"Geert Stockman",Y,2020-01-17
598860,"KNOKKE-HEIST - FH04",,BL0408,Kustlaan,107,,,Knokke-Heist,"BUILDING template",2762366,2762366,,MDU,1,6,0,7,,,,,,"Hidde Kiekens",Y,2020-01-16
599116,"KNOKKE-HEIST - FH04",,BL0404,Swolfsstraat,16,,,Knokke-Heist,"BUILDING template",5579561,5579561,,SDU,1,0,0,1,,,,,,"Geert Stockman",Y,2020-01-17
598861,"KNOKKE-HEIST - FH04",,BL0408,Kustlaan,113,,,Knokke-Heist,"BUILDING template",2762369,2762369,,MDU,0,6,0,6,,,,,,"Hidde Kiekens",Y,2020-01-16
599117,"KNOKKE-HEIST - FH04",,BL0413,Zeewindstraat,1,,,Knokke-Heist,"BUILDING template",5579580,5579580,,MDU,0,28,1,29,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598862,"KNOKKE-HEIST - FH04",,BL0408,Kustlaan,115,,,Knokke-Heist,"BUILDING template",2762370,2762370,,MDU,0,5,2,7,,,,,,"Hidde Kiekens",Y,2020-01-16
599118,"KNOKKE-HEIST - FH04",,BL0412,Zeewindstraat,12,,,Knokke-Heist,"BUILDING template",5579581,5579581,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598863,"KNOKKE-HEIST - FH04",,BL0408,Kustlaan,117,,,Knokke-Heist,"BUILDING template",2762372,2762372,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-16
599119,"KNOKKE-HEIST - FH04",,BL0406,"Zeedijk-Het Zoute",707,,,Knokke-Heist,"BUILDING template",5579585,5579585,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-16
598864,"KNOKKE-HEIST - FH04",,BL0408,Kustlaan,119,,,Knokke-Heist,"BUILDING template",2762373,2762373,,MDU,1,6,0,7,,,,,,"Hidde Kiekens",Y,2020-01-16
599120,"KNOKKE-HEIST - FH04",,BL0408,"Zeedijk-Het Zoute",720,,,Knokke-Heist,"BUILDING template",5579586,5579586,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-16
598865,"KNOKKE-HEIST - FH04",,BL0408,Kustlaan,121,,,Knokke-Heist,"BUILDING template",2762376,2762376,,MDU,1,6,0,7,,,,,,"Hidde Kiekens",Y,2020-01-16
599121,"KNOKKE-HEIST - FH04",,BL0408,"Zeedijk-Het Zoute",738,,,Knokke-Heist,"BUILDING template",5579587,5579587,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-16
598866,"KNOKKE-HEIST - FH04",,BL0408,Kustlaan,133,,,Knokke-Heist,"BUILDING template",2762391,2762391,,MDU,1,19,0,20,,,,,,"Hidde Kiekens",Y,2020-01-16
599122,"KNOKKE-HEIST - FH04",,BL0408,"Zeedijk-Het Zoute",740,,,Knokke-Heist,"BUILDING template",5579588,5579588,,MDU,0,15,2,17,,,,,,"Hidde Kiekens",Y,2020-01-16
598867,"KNOKKE-HEIST - FH04",,BL0408,Kustlaan,135,,,Knokke-Heist,"BUILDING template",2762395,2762395,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-16
599123,"KNOKKE-HEIST - FH04",,BL0412,"Zeedijk-Het Zoute",779,,,Knokke-Heist,"BUILDING template",5579590,5579590,,SDU,0,1,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598868,"KNOKKE-HEIST - FH04",,BL0410,Kustlaan,151,,,Knokke-Heist,"BUILDING template",2762409,2762409,,MDU,0,8,0,8,,,,,,"Hidde Kiekens",Y,2020-01-17
599124,"KNOKKE-HEIST - FH04",,BL0412,"Zeedijk-Het Zoute",791,,,Knokke-Heist,"BUILDING template",5579591,5579591,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598869,"KNOKKE-HEIST - FH04",,BL0410,Kustlaan,153,,,Knokke-Heist,"BUILDING template",2762410,2762410,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-17
599125,"KNOKKE-HEIST - FH04",,BL0408,"Zeedijk-Het Zoute",747,,,Knokke-Heist,"BUILDING template",5777380,5777380,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-16
598870,"KNOKKE-HEIST - FH04",,BL0410,Kustlaan,155,,,Knokke-Heist,"BUILDING template",2762413,2762413,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-17
599126,"KNOKKE-HEIST - FH04",,BL0413,"Zeedijk-Het Zoute",793,,,Knokke-Heist,"BUILDING template",5801592,5801592,,SDU,0,1,0,1,,,,,,"Maayken Vanfleteren",N,
598871,"KNOKKE-HEIST - FH04",,BL0410,Kustlaan,157,,,Knokke-Heist,"BUILDING template",2762416,2762416,,MDU,0,6,1,7,,,,,,"Hidde Kiekens",Y,2020-01-17
599127,"KNOKKE-HEIST - FH04",,BL0413,Ebbestraat,13,,,Knokke-Heist,"BUILDING template",5830672,5830672,,MDU,1,16,0,17,,,,,,,,
598872,"KNOKKE-HEIST - FH04",,BL0410,Kustlaan,159,,,Knokke-Heist,"BUILDING template",2762421,2762421,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-17
599128,"KNOKKE-HEIST - FH04",,BL0403,Lichttorenplein,9,,,Knokke-Heist,"BUILDING template",5831022,5831022,,MDU,0,14,0,14,,,,,,"Geert Stockman",Y,2020-01-17
598873,"KNOKKE-HEIST - FH04",,BL0410,Kustlaan,161,,,Knokke-Heist,"BUILDING template",2762425,2762425,,MDU,0,6,1,7,,,,,,"Hidde Kiekens",Y,2020-01-17
599129,"KNOKKE-HEIST - FH04",,BL0410,"Zeedijk-Het Zoute",757,B,,Knokke-Heist,"BUILDING template",5905413,5905413,,MDU,1,8,0,9,,,,,,"Hidde Kiekens",Y,2020-01-17
598874,"KNOKKE-HEIST - FH04",,BL0410,Kustlaan,163,,,Knokke-Heist,"BUILDING template",2762426,2762426,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-17
599130,"KNOKKE-HEIST - FH04",,BL0414,"Zeedijk-Het Zoute",808,,,Knokke-Heist,"BUILDING template",5905414,5905414,,SDU,1,0,0,1,,,,,,,,
598875,"KNOKKE-HEIST - FH04",,BL0410,Kustlaan,165,,,Knokke-Heist,"BUILDING template",2762427,2762427,,SDU,1,0,1,2,,,,,,"Hidde Kiekens",Y,2020-01-17
599131,"KNOKKE-HEIST - FH04",,BL0414,"Zeedijk-Het Zoute",809,,,Knokke-Heist,"BUILDING template",5905415,5905415,,SDU,1,0,0,1,,,,,,,,
598876,"KNOKKE-HEIST - FH04",,BL0410,Kustlaan,167,,,Knokke-Heist,"BUILDING template",2762429,2762429,,MDU,0,6,1,7,,,,,,"Hidde Kiekens",Y,2020-01-17
599132,"KNOKKE-HEIST - FH04",,BL0413,"Zeedijk-Het Zoute",794,,,Knokke-Heist,"BUILDING template",5911098,5911098,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598877,"KNOKKE-HEIST - FH04",,BL0410,Kustlaan,171,,,Knokke-Heist,"BUILDING template",2762431,2762431,,MDU,0,12,2,14,,,,,,"Hidde Kiekens",Y,2020-01-17
599133,"KNOKKE-HEIST - FH04",,BL0408,"Antoine Breartstraat",4,,,Knokke-Heist,"BUILDING template",5935147,5935147,,MDU,0,10,2,12,,,,,,"Hidde Kiekens",Y,2020-01-16
598622,"KNOKKE-HEIST - FH04",,BL0412,Zeewindstraat,16,,,Knokke-Heist,"BUILDING template",12860,12860,,MDU,0,17,0,17,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598878,"KNOKKE-HEIST - FH04",,BL0410,Kustlaan,175,,,Knokke-Heist,"BUILDING template",2762436,2762436,,MDU,0,6,1,7,,,,,,"Hidde Kiekens",Y,2020-01-17
599134,"KNOKKE-HEIST - FH04",,BL0408,"Zeedijk-Het Zoute",749,,,Knokke-Heist,"BUILDING template",6044454,6044454,,SDU,0,1,0,1,,,,,,"Hidde Kiekens",N,
598623,"KNOKKE-HEIST - FH04",,BL0411,Golvenstraat,19,,,Knokke-Heist,"BUILDING template",12872,12872,,MDU,0,5,1,6,,,,,,"Maayken Vanfleteren",Y,2020-01-16
598879,"KNOKKE-HEIST - FH04",,BL0410,Kustlaan,177,,,Knokke-Heist,"BUILDING template",2762438,2762438,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-17
599135,"KNOKKE-HEIST - FH04",,BL0405,Zeedijk-Knokke,697,B,,Knokke-Heist,"BUILDING template",6058388,6058388,,SDU,1,0,0,1,,,,,,"Geert Stockman",Y,2020-01-19
598624,"KNOKKE-HEIST - FH04",,BL0401,Lichttorenplein,6,,,Knokke-Heist,"BUILDING template",13044,13044,,SDU,1,0,0,1,,,,,,,,
598880,"KNOKKE-HEIST - FH04",,BL0410,Kustlaan,179,,,Knokke-Heist,"BUILDING template",2762440,2762440,,MDU,1,3,0,4,,,,,,"Hidde Kiekens",Y,2020-01-17
599136,"KNOKKE-HEIST - FH04",,BL0405,Zeedijk-Knokke,697,A,,Knokke-Heist,"BUILDING template",6058392,6058392,,SDU,1,0,0,1,,,,,,"Geert Stockman",Y,2020-01-19
598625,"KNOKKE-HEIST - FH04",,BL0410,Albertplein,15,,,Knokke-Heist,"BUILDING template",320854,320854,,MDU,1,8,2,11,,,,,,"Hidde Kiekens",Y,2020-01-17
598881,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,193,,,Knokke-Heist,"BUILDING template",2762459,2762459,,SDU,1,0,1,2,,,,,,"Maayken Vanfleteren",Y,2020-01-16
599137,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,341,,,Knokke-Heist,"BUILDING template",6089756,6089756,,SDU,0,1,0,1,,,,,,,,
598626,"KNOKKE-HEIST - FH04",,BL0410,Albertplein,19,,,Knokke-Heist,"BUILDING template",320855,320855,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-17
598882,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,195,,,Knokke-Heist,"BUILDING template",2762464,2762464,,MDU,0,6,1,7,,,,,,"Maayken Vanfleteren",Y,2020-01-16
599138,"KNOKKE-HEIST - FH04",,BL0406,Duindistelstraat,2,A,,Knokke-Heist,"BUILDING template",6326403,6326403,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",N,
598627,"KNOKKE-HEIST - FH04",,BL0410,Albertplein,18,,,Knokke-Heist,"BUILDING template",320856,320856,,MDU,0,8,1,9,,,,,,"Hidde Kiekens",Y,2020-01-17
598883,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,197,,,Knokke-Heist,"BUILDING template",2762470,2762470,,SDU,1,0,1,2,,,,,,"Maayken Vanfleteren",Y,2020-01-16
599139,"KNOKKE-HEIST - FH04",,BL0414,Kustlaan,309,,,Knokke-Heist,"BUILDING template",6401164,6401164,,SDU,0,1,0,1,,,,,,,,
598628,"KNOKKE-HEIST - FH04",,BL0410,Albertplein,16,,,Knokke-Heist,"BUILDING template",320857,320857,,MDU,1,12,0,13,,,,,,"Hidde Kiekens",Y,2020-01-17
598884,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,199,,,Knokke-Heist,"BUILDING template",2762473,2762473,,MDU,0,6,1,7,,,,,,"Maayken Vanfleteren",Y,2020-01-16
599140,"KNOKKE-HEIST - FH04",,BL0405,Zeedijk-Knokke,697,C,,Knokke-Heist,"BUILDING template",6417469,6417469,,SDU,1,0,0,1,,,,,,"Geert Stockman",Y,2020-01-19
598629,"KNOKKE-HEIST - FH04",,BL0410,Golvenstraat,6,,,Knokke-Heist,"BUILDING template",320858,320858,,SDU,1,0,1,2,,,,,,"Hidde Kiekens",Y,2020-01-17
598885,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,201,,,Knokke-Heist,"BUILDING template",2762474,2762474,,MDU,1,6,1,8,,,,,,"Maayken Vanfleteren",Y,2020-01-16
599141,"KNOKKE-HEIST - FH04",,BL0410,Golvenstraat,6,A,,Knokke-Heist,"BUILDING template",6420952,6420952,,SDU,0,1,0,1,,,,,,"Hidde Kiekens",N,
598630,"KNOKKE-HEIST - FH04",,BL0410,Golvenstraat,2,,,Knokke-Heist,"BUILDING template",320859,320859,,MDU,0,39,2,41,,,,,,"Hidde Kiekens",Y,2020-01-17
598886,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,205,,,Knokke-Heist,"BUILDING template",2762476,2762476,,MDU,1,6,1,8,,,,,,"Maayken Vanfleteren",Y,2020-01-17
599142,"KNOKKE-HEIST - FH04",,BL0401,Lichttorenplein,6,B,,Knokke-Heist,"BUILDING template",6425283,6425283,,SDU,,1,,1,,,,,,,,
598631,"KNOKKE-HEIST - FH04",,BL0410,Golvenstraat,8,,,Knokke-Heist,"BUILDING template",320860,320860,,MDU,0,10,1,11,,,,,,"Hidde Kiekens",Y,2020-01-17
598887,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,207,,,Knokke-Heist,"BUILDING template",2762477,2762477,,MDU,0,6,1,7,,,,,,"Maayken Vanfleteren",Y,2020-01-16
599143,"KNOKKE-HEIST - FH04",,BL0407,"Antoine Breartstraat",15,A,,Knokke-Heist,"BUILDING template",6441864,6441864,,SDU,,1,,1,,,,,,"Hidde Kiekens",N,
598632,"KNOKKE-HEIST - FH04",,BL0410,Kustlaan,181,,,Knokke-Heist,"BUILDING template",320866,320866,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-17
598888,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,209,,,Knokke-Heist,"BUILDING template",2762479,2762479,,MDU,2,0,1,3,,,,,,"Maayken Vanfleteren",Y,2020-01-16
599144,"KNOKKE-HEIST - FH04",,BL0407,"Antoine Breartstraat",17,A,,Knokke-Heist,"BUILDING template",6445966,6445966,,MDU,,2,,2,,,,,,"Hidde Kiekens",N,
598633,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,185,,,Knokke-Heist,"BUILDING template",320867,320867,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-16
598889,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,211,,,Knokke-Heist,"BUILDING template",2762480,2762480,,MDU,0,6,1,7,,,,,,"Maayken Vanfleteren",Y,2020-01-16
599145,"KNOKKE-HEIST - FH04",,BL0408,"Antoine Breartstraat",16,A,,Knokke-Heist,"BUILDING template",6455009,6455009,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-16
598634,"KNOKKE-HEIST - FH04",,BL0410,Kustlaan,139,,,Knokke-Heist,"BUILDING template",320868,320868,,SDU,1,0,0,1,,,,,,"Hidde Kiekens",Y,2020-01-17
598890,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,215,,,Knokke-Heist,"BUILDING template",2762481,2762481,,SDU,1,0,1,2,,,,,,"Maayken Vanfleteren",Y,2020-01-16
599146,"KNOKKE-HEIST - FH04",,BL0413,"Zeedijk-Het Zoute",805,,,Knokke-Heist,"BUILDING template",6524234,6524234,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598635,"KNOKKE-HEIST - FH04",,BL0410,Kustlaan,147,,,Knokke-Heist,"BUILDING template",320870,320870,,SDU,1,0,1,2,,,,,,"Hidde Kiekens",Y,2020-01-17
598891,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,217,,,Knokke-Heist,"BUILDING template",2762482,2762482,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-16
599147,"KNOKKE-HEIST - FH04",,BL0412,Strandstraat,15,,,Knokke-Heist,"BUILDING template",6524235,6524235,,MDU,0,17,1,18,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598636,"KNOKKE-HEIST - FH04",,BL0410,Kustlaan,169,,,Knokke-Heist,"BUILDING template",320871,320871,,SDU,1,0,1,2,,,,,,"Hidde Kiekens",Y,2020-01-17
598892,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,221,,,Knokke-Heist,"BUILDING template",2762487,2762487,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-16
599148,"KNOKKE-HEIST - FH04",,BL0403,Lichttorenplein,3,,,Knokke-Heist,"BUILDING template",6524250,6524250,,MDU,0,2,0,2,,,,,,,,
598637,"KNOKKE-HEIST - FH04",,BL0411,"Zeedijk-Het Zoute",760,,,Knokke-Heist,"BUILDING template",320874,320874,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-16
598893,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,229,,,Knokke-Heist,"BUILDING template",2762489,2762489,,MDU,6,0,1,7,,,,,,"Maayken Vanfleteren",Y,2020-01-16
599149,"KNOKKE-HEIST - FH04",,BL0407,Duindistelstraat,3,,,Knokke-Heist,"BUILDING template",6524252,6524252,,MDU,0,10,1,11,,,,,,"Hidde Kiekens",Y,2020-01-15
598638,"KNOKKE-HEIST - FH04",,BL0410,"Zeedijk-Het Zoute",754,,,Knokke-Heist,"BUILDING template",320876,320876,,SDU,0,1,0,1,,,,,,"Hidde Kiekens",N,
598894,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,233,,,Knokke-Heist,"BUILDING template",2762492,2762492,,SDU,1,,,1,,,,,,"Maayken Vanfleteren",N,
599150,"KNOKKE-HEIST - FH04",,BL0408,Kustlaan,125,,,Knokke-Heist,"BUILDING template",6524254,6524254,,SDU,1,0,1,2,,,,,,"Hidde Kiekens",Y,2020-01-16
598639,"KNOKKE-HEIST - FH04",,BL0410,"Zeedijk-Het Zoute",755,,,Knokke-Heist,"BUILDING template",320877,320877,,MDU,0,33,3,36,,,,,,"Hidde Kiekens",Y,2020-01-17
598895,"KNOKKE-HEIST - FH04",,BL0412,Kustlaan,239,,,Knokke-Heist,"BUILDING template",2762496,2762496,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
599151,"KNOKKE-HEIST - FH04",,BL0404,Kustlaan,25,,,Knokke-Heist,"BUILDING template",6524260,6524260,,MDU,0,4,0,4,,,,,,"Geert Stockman",Y,2020-01-19
598640,"KNOKKE-HEIST - FH04",,BL0412,Kustlaan,237,,,Knokke-Heist,"BUILDING template",321345,321345,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598896,"KNOKKE-HEIST - FH04",,BL0412,Kustlaan,243,,,Knokke-Heist,"BUILDING template",2762498,2762498,,SDU,1,,,1,,,,,,"Maayken Vanfleteren",N,
599152,"KNOKKE-HEIST - FH04",,BL0411,Kustlaan,227,,,Knokke-Heist,"BUILDING template",6526795,6526795,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-16
598641,"KNOKKE-HEIST - FH04",,BL0412,Kustlaan,271,,,Knokke-Heist,"BUILDING template",321346,321346,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598897,"KNOKKE-HEIST - FH04",,BL0412,Kustlaan,245,,,Knokke-Heist,"BUILDING template",2762500,2762500,,MDU,1,8,1,10,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598642,"KNOKKE-HEIST - FH04",,BL0413,Kustlaan,273,,,Knokke-Heist,"BUILDING template",321347,321347,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598898,"KNOKKE-HEIST - FH04",,BL0412,Kustlaan,251,,,Knokke-Heist,"BUILDING template",2762501,2762501,,MDU,0,6,0,6,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598643,"KNOKKE-HEIST - FH04",,BL0413,Kustlaan,303,,,Knokke-Heist,"BUILDING template",321349,321349,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598899,"KNOKKE-HEIST - FH04",,BL0412,Kustlaan,255,,,Knokke-Heist,"BUILDING template",2762503,2762503,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598644,"KNOKKE-HEIST - FH04",,BL0412,"Zeedijk-Het Zoute",778,,,Knokke-Heist,"BUILDING template",321350,321350,,SDU,0,1,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598900,"KNOKKE-HEIST - FH04",,BL0412,Kustlaan,257,,,Knokke-Heist,"BUILDING template",2762504,2762504,,MDU,0,6,1,7,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598645,"KNOKKE-HEIST - FH04",,BL0412,"Zeedijk-Het Zoute",786,,,Knokke-Heist,"BUILDING template",321351,321351,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598901,"KNOKKE-HEIST - FH04",,BL0412,Kustlaan,259,,,Knokke-Heist,"BUILDING template",2762505,2762505,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598646,"KNOKKE-HEIST - FH04",,BL0413,"Zeedijk-Het Zoute",792,,,Knokke-Heist,"BUILDING template",321352,321352,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598902,"KNOKKE-HEIST - FH04",,BL0412,Kustlaan,261,,,Knokke-Heist,"BUILDING template",2762508,2762508,,MDU,0,6,1,7,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598647,"KNOKKE-HEIST - FH04",,BL0413,"Zeedijk-Het Zoute",804,,,Knokke-Heist,"BUILDING template",321354,321354,,MDU,0,8,1,9,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598903,"KNOKKE-HEIST - FH04",,BL0412,Kustlaan,263,,,Knokke-Heist,"BUILDING template",2762510,2762510,,MDU,0,6,1,7,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598648,"KNOKKE-HEIST - FH04",,BL0413,"Zeedijk-Het Zoute",795,,,Knokke-Heist,"BUILDING template",321355,321355,,MDU,1,8,1,10,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598904,"KNOKKE-HEIST - FH04",,BL0412,Kustlaan,265,,,Knokke-Heist,"BUILDING template",2762513,2762513,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598649,"KNOKKE-HEIST - FH04",,BL0412,Zeewindstraat,2,,,Knokke-Heist,"BUILDING template",321356,321356,,MDU,1,50,4,55,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598905,"KNOKKE-HEIST - FH04",,BL0412,Kustlaan,267,,,Knokke-Heist,"BUILDING template",2762515,2762515,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598650,"KNOKKE-HEIST - FH04",,BL0413,Zeewindstraat,3,,,Knokke-Heist,"BUILDING template",321357,321357,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598906,"KNOKKE-HEIST - FH04",,BL0413,Kustlaan,275,,,Knokke-Heist,"BUILDING template",2762518,2762518,,MDU,1,6,1,8,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598651,"KNOKKE-HEIST - FH04",,BL0412,Zeewindstraat,8,,,Knokke-Heist,"BUILDING template",321358,321358,,MDU,1,20,1,22,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598907,"KNOKKE-HEIST - FH04",,BL0413,Kustlaan,279,,,Knokke-Heist,"BUILDING template",2762519,2762519,,MDU,1,6,1,8,,,,,,"Maayken Vanfleteren",Y,2020-01-17
617339,"KNOKKE-HEIST - FH04",,,Zeedijk-Knokke,664,,,Knokke-Heist,"BUILDING template",NB-8300664da5455,NB-8300664da5455,,MDU,0,28,0,28,,2020-01-17,,,,"Geert Stockman",,
598652,"KNOKKE-HEIST - FH04",,BL0413,Zeewindstraat,15,,,Knokke-Heist,"BUILDING template",321359,321359,,SDU,1,0,0,1,,,,,,"Maayken Vanfleteren",Y,2020-01-17
598908,"KNOKKE-HEIST - FH04",,BL0413,Kustlaan,281,,,Knokke-Heist,"BUILDING template",2762521,2762521,,MDU,0,6,1,7,,,,,,"Maayken Vanfleteren",Y,2020-01-17
