'Building_Units'[mainkey];Lu_Key;Block_Name;Street;House_Nr;House_Nr_Suffix;App_Nr;Postal_Code;City;LU_nature;MUD/SDU;Quadrant;VCA;M5A;M6A;B1;B2;Handover_Date;Stop_Selling_Dt;Stop_Service_Dt;Best_Unit_Status;RFS;RFT;Building_Group_FID;Building_Group_name;B2_new
1960583;11184270;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;28;;SU1;2000;Antwerpen;SU;MDU;D - Facade Box;PENDING;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960583;1732882;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;28;;101;2000;Antwerpen;LU;MDU;D - Facade Box;PENDING;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960583;1732883;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;28;;201;2000;Antwerpen;LU;MDU;D - Facade Box;PENDING;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1960584;11306876;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;29;;4R;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;35810111;Kattendijkdok-Westkaai 29-30;2021-01-05
1960584;11306877;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;29;;5L;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;35810111;Kattendijkdok-Westkaai 29-30;2021-01-05
1960584;11306878;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;29;;5R;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;35810111;Kattendijkdok-Westkaai 29-30;2021-01-05
1960584;11306879;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;29;;SU1;2000;Antwerpen;SU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;35810111;Kattendijkdok-Westkaai 29-30;2021-01-05
1960584;1736524;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;29;;2;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;35810111;Kattendijkdok-Westkaai 29-30;2021-01-05
1960584;1736525;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;29;;101;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;35810111;Kattendijkdok-Westkaai 29-30;2021-01-05
1960584;1736526;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;29;;102;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;35810111;Kattendijkdok-Westkaai 29-30;2021-01-05
1960584;1736527;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;29;;201;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;35810111;Kattendijkdok-Westkaai 29-30;2021-01-05
1960584;1736528;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;29;;202;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;35810111;Kattendijkdok-Westkaai 29-30;2021-01-05
1960584;1736529;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;29;;301;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;35810111;Kattendijkdok-Westkaai 29-30;2021-01-05
1960584;1736530;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;29;;302;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;35810111;Kattendijkdok-Westkaai 29-30;2021-01-05
1960584;1736531;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;29;;401;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;35810111;Kattendijkdok-Westkaai 29-30;2021-01-05
1960584;1736532;W03-C-Antwerpen-West-FH01_BL0015;Kattendijkdok-Westkaai;29;;1;2000;Antwerpen;BU;MDU;A - Floorbox;OK;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;35810111;Kattendijkdok-Westkaai 29-30;2021-01-05
2024639;1751987;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;32;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;11196795;Napelsstraat 32-34;2021-01-05
2024656;11076980;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;40;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
2024656;11076981;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;40;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
2024656;11076982;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;40;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
2024656;11076983;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;40;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
2024875;10412158;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;11;;101;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2024875;10412257;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;11;;201;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2024875;10412381;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;11;;301;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2024875;10412483;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;11;;401;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2024875;10413912;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;11;;1;2000;Antwerpen;BU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2024875;11081617;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;11;;SU1;2000;Antwerpen;SU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2024895;11077594;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;17;;1;2000;Antwerpen;BU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2024895;11077595;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;17;;401;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2024895;11077596;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;17;;SU1;2000;Antwerpen;SU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2024895;1674420;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;17;;101;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2024895;1674421;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;17;;201;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2024895;1674422;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;17;;301;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2059556;10373681;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;18;;401;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2059556;10410759;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;18;;501;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2059556;10410760;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;18;;601;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2059556;10410761;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;18;;SU1;2000;Antwerpen;SU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2059556;11081620;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;18;;1;2000;Antwerpen;BU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2059556;1677848;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;18;;101;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2059556;1678616;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;18;;201;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
2059556;1678668;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;18;;301;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
4021011;11076674;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;28;;1;2000;Antwerpen;BU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;20660534;Verbindingsdok-Westkaai 26-28-30;2021-01-05
4155271;10366115;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;33;;2;2000;Antwerpen;SU;MDU;C - Precabled ONTP;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;33100479;Nassaustraat 33-35;2021-01-05
4155271;10366116;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;33;;101;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;33100479;Nassaustraat 33-35;2021-01-05
4155271;10366117;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;33;;201;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;33100479;Nassaustraat 33-35;2021-01-05
4155271;10366118;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;33;;301;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;33100479;Nassaustraat 33-35;2021-01-05
4155271;11136557;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;33;;401;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;33100479;Nassaustraat 33-35;2021-01-05
4505440;11076645;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;6;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505440;11076646;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;6;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505440;11076647;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;6;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505440;11076648;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;6;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505440;11076649;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;6;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505440;11076650;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;6;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505440;11076651;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;6;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505440;11306910;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;6;;;2000;Antwerpen;BU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505440;11306911;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;6;;;2000;Antwerpen;SU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505440;11306912;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;6;;;2000;Antwerpen;SU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505442;11076652;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;10;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505442;11076653;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;10;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505442;11076654;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;10;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505442;11076655;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;10;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505442;11076656;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;10;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505442;11076657;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;10;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505442;11076658;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;10;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505442;11306913;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;10;;;2000;Antwerpen;SU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505442;11306914;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;10;;;2000;Antwerpen;SU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
4505458;11077046;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;34;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;11196795;Napelsstraat 32-34;2021-01-05
4505471;11077201;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;16;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
4505471;1668799;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;16;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
4505621;11077750;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;22;;301;2000;Antwerpen;LU;MDU;E - CAT5e-6;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;35386492;Verbindingsdok-Westkaai 22-24;2021-01-05
4505621;11077751;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;22;;401;2000;Antwerpen;LU;MDU;E - CAT5e-6;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;35386492;Verbindingsdok-Westkaai 22-24;2021-01-05
4505621;11077752;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;22;;501;2000;Antwerpen;LU;MDU;E - CAT5e-6;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;35386492;Verbindingsdok-Westkaai 22-24;2021-01-05
4505621;11306968;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;22;;SU1;2000;Antwerpen;SU;MDU;E - CAT5e-6;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;35386492;Verbindingsdok-Westkaai 22-24;2021-01-05
4505621;1708346;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;22;;101;2000;Antwerpen;LU;MDU;E - CAT5e-6;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;35386492;Verbindingsdok-Westkaai 22-24;2021-01-05
4505621;1708347;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;22;;201;2000;Antwerpen;LU;MDU;E - CAT5e-6;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;35386492;Verbindingsdok-Westkaai 22-24;2021-01-05
4505626;11076692;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;23;;1;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
4505626;11076693;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;23;;2;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
4505626;11076694;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;23;;101;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
4505626;11076695;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;23;;201;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
4505626;11076696;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;23;;202;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
4505626;11076697;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;23;;301;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
4505626;11076698;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;23;;401;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
4505626;11076699;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;23;;402;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
4505626;11076700;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;23;;501;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
4505626;11306928;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;23;;SU1;2000;Antwerpen;SU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
52537;1704140;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;21;;1;2000;Antwerpen;BU;SDU;;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
52539;11078083;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;41;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
52539;1781223;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;41;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
52539;1781224;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;41;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
52539;1781225;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;41;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
52549;11077027;W03-C-Antwerpen-West-FH01_BL0015;Braziliestraat;43;;1;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
52549;11307141;W03-C-Antwerpen-West-FH01_BL0015;Braziliestraat;43;;SU1;2000;Antwerpen;SU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
5576029;1767263;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;38;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
5576029;1767310;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;38;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
5576029;1767319;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;38;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
1015486;11076664;W03-C-Antwerpen-West-FH01_BL0022;Rijnkaai;15;;;2000;Antwerpen;BU;MDU;C - Precabled ONTP;;;;2020-07-05;;2020-07-31;2024-06-30;2025-06-30;;No;No;14069106;Montevideostraat 3_Rijnkaai 12-15;2021-01-05
