'Building_Units'[mainkey];Lu_Key;Block_Name;Street;House_Nr;House_Nr_Suffix;App_Nr;Postal_Code;City;LU_nature;MUD/SDU;Quadrant;VCA;M5A;M6A;B1;B2;Handover_Date;Stop_Selling_Dt;Stop_Service_Dt;Best_Unit_Status;RFS;RFT;Building_Group_FID;Building_Group_name;B2_new
2066332;1824041;W03-C-Antwerpen-West-FH01_BL0004;Zeevaartstraat;6;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-03-12;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4081990;11076611;W03-C-Antwerpen-West-FH01_BL0012;Londenstraat;22;;102;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4081990;11076612;W03-C-Antwerpen-West-FH01_BL0012;Londenstraat;22;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4081990;11076613;W03-C-Antwerpen-West-FH01_BL0012;Londenstraat;22;;202;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4081990;11076614;W03-C-Antwerpen-West-FH01_BL0012;Londenstraat;22;;203;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4081990;11306889;W03-C-Antwerpen-West-FH01_BL0012;Londenstraat;22;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4081990;11306890;W03-C-Antwerpen-West-FH01_BL0012;Londenstraat;22;;101;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4081990;11306891;W03-C-Antwerpen-West-FH01_BL0012;Londenstraat;22;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4081990;11306892;W03-C-Antwerpen-West-FH01_BL0012;Londenstraat;22;;302;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4081990;11306893;W03-C-Antwerpen-West-FH01_BL0012;Londenstraat;22;;303;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4081990;11306894;W03-C-Antwerpen-West-FH01_BL0012;Londenstraat;22;;401;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4081990;11306895;W03-C-Antwerpen-West-FH01_BL0012;Londenstraat;22;;402;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4081990;11306896;W03-C-Antwerpen-West-FH01_BL0012;Londenstraat;22;;403;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4092751;11077760;W03-C-Antwerpen-West-FH01_BL0011;Bordeauxstraat;4;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4092751;1775616;W03-C-Antwerpen-West-FH01_BL0011;Bordeauxstraat;4;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4092751;1775617;W03-C-Antwerpen-West-FH01_BL0011;Bordeauxstraat;4;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4153712;1802724;W03-C-Antwerpen-West-FH01_BL0012;Bordeauxstraat;5;;1;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4153712;1802725;W03-C-Antwerpen-West-FH01_BL0012;Bordeauxstraat;5;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4153712;1802726;W03-C-Antwerpen-West-FH01_BL0012;Bordeauxstraat;5;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4153712;1802727;W03-C-Antwerpen-West-FH01_BL0012;Bordeauxstraat;5;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-14;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4506128;11077275;W03-C-Antwerpen-West-FH01_BL0012;Kribbestraat;14;;;2000;Antwerpen;BU;SDU;;;;;2020-04-14;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4506376;10364958;W03-C-Antwerpen-West-FH01_BL0016;Londenstraat;15;;;2000;Antwerpen;BU;SDU;;;;;2020-04-22;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4510542;10413014;W03-C-Antwerpen-West-FH01_BL0011;Londenstraat;14;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4510542;10413203;W03-C-Antwerpen-West-FH01_BL0011;Londenstraat;14;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4510542;10413303;W03-C-Antwerpen-West-FH01_BL0011;Londenstraat;14;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4510542;10416516;W03-C-Antwerpen-West-FH01_BL0011;Londenstraat;14;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-04-06;2020-12-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
4510637;11077170;W03-C-Antwerpen-West-FH01_BL0005;Godefriduskaai;54;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-03-09;2020-10-31;2020-07-31;2024-06-30;2025-06-30;FT;Yes;Yes;;;2020-07-05
4510637;11077171;W03-C-Antwerpen-West-FH01_BL0005;Godefriduskaai;54;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-03-09;2020-10-31;2020-07-31;2024-06-30;2025-06-30;FT;Yes;Yes;;;2020-07-05
4510637;11077172;W03-C-Antwerpen-West-FH01_BL0005;Godefriduskaai;54;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-03-09;2020-10-31;2020-07-31;2024-06-30;2025-06-30;FT;Yes;Yes;;;2020-07-05
4510637;1812676;W03-C-Antwerpen-West-FH01_BL0005;Godefriduskaai;54;;1;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-03-09;2020-10-31;2020-07-31;2024-06-30;2025-06-30;FT;Yes;Yes;;;2020-07-05
6463255;11180590;W03-C-Antwerpen-West-FH01_BL0016;Catharina Pepijnstraat;3;A;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
6463255;11180591;W03-C-Antwerpen-West-FH01_BL0016;Catharina Pepijnstraat;3;A;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-04-22;2020-10-31;2020-07-31;2024-06-30;2025-06-30;HP;Yes;Yes;;;2020-07-05
108068;11076673;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;30;;1;2000;Antwerpen;BU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;20660534;Verbindingsdok-Westkaai 26-28-30;2021-01-05
108291;10368264;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;42;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
108291;10368463;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;42;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
108291;10374859;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;42;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
108291;10377508;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;42;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
108299;1764556;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;37;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
108299;1764565;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;37;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
108299;1764655;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;37;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
108299;1764750;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;37;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
108930;11077979;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;1;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
108930;1615578;W03-C-Antwerpen-West-FH01_BL0023;Cadixstraat;1;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
108936;11077202;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;17;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
108936;11077203;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;17;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
108936;1674865;W03-C-Antwerpen-West-FH01_BL0023;Kattendijkdok-Oostkaai;17;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
108947;11077101;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11077102;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11077103;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11077104;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11077105;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11077106;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11077107;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11077108;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11077109;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11077110;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11077111;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11077112;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11077113;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11077114;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11077115;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11077116;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11077117;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;LU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11306871;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;SU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108947;11306872;W03-C-Antwerpen-West-FH01_BL0023;Indiëstraat;18;;;2000;Antwerpen;SU;MDU;C - Precabled ONTP;OK;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;33240111;Indiestraat 18_Napelsstraat 2-4-6-8-10-12;2021-01-05
108951;11077491;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;36;;;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
108951;11077492;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;36;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
108951;11077493;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;36;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
108951;1762009;W03-C-Antwerpen-West-FH01_BL0023;Napelsstraat;36;;;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-25;2020-07-24;2020-07-31;2024-06-30;2025-06-30;;No;No;;;2021-01-05
109084;1764547;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;37;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
109084;1764555;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;37;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
109084;1765012;W03-C-Antwerpen-West-FH01_BL0015;Amsterdamstraat;37;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-18;2020-07-15;2020-07-31;2024-06-30;2025-06-30;HN;No;No;;;2021-01-05
1128020;10411633;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;24;;;2000;Antwerpen;BU;MDU;E - CAT5e-6;;;;2020-05-07;2020-07-25;2020-07-31;2024-06-30;2025-06-30;HP;No;No;35386492;Verbindingsdok-Westkaai 22-24;2021-01-05
1128021;11078052;W03-C-Antwerpen-West-FH01_BL0010;Amsterdamstraat;28;;301;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128021;11078053;W03-C-Antwerpen-West-FH01_BL0010;Amsterdamstraat;28;;401;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128021;11078054;W03-C-Antwerpen-West-FH01_BL0010;Amsterdamstraat;28;;SU1;2000;Antwerpen;SU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128021;1731019;W03-C-Antwerpen-West-FH01_BL0010;Amsterdamstraat;28;;1;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128021;1731271;W03-C-Antwerpen-West-FH01_BL0010;Amsterdamstraat;28;;101;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128021;1731351;W03-C-Antwerpen-West-FH01_BL0010;Amsterdamstraat;28;;201;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128023;11078055;W03-C-Antwerpen-West-FH01_BL0010;Amsterdamstraat;30;;1;2000;Antwerpen;BU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128023;11078056;W03-C-Antwerpen-West-FH01_BL0010;Amsterdamstraat;30;;SU1;2000;Antwerpen;SU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128023;1744831;W03-C-Antwerpen-West-FH01_BL0010;Amsterdamstraat;30;;101;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128023;1744832;W03-C-Antwerpen-West-FH01_BL0010;Amsterdamstraat;30;;201;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128023;1744833;W03-C-Antwerpen-West-FH01_BL0010;Amsterdamstraat;30;;301;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128023;1744834;W03-C-Antwerpen-West-FH01_BL0010;Amsterdamstraat;30;;401;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128023;1744835;W03-C-Antwerpen-West-FH01_BL0010;Amsterdamstraat;30;;501;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128025;10411281;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;31;;401;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128025;10412755;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;31;;101;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128025;10412757;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;31;;201;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128025;10412759;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;31;;301;2000;Antwerpen;LU;MDU;D - Facade Box;;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128025;10416766;W03-C-Antwerpen-West-FH01_BL0010;Nassaustraat;31;;1;2000;Antwerpen;BU;MDU;D - Facade Box;;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;;;2021-01-05
1128029;1723418;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;26;;2;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;20660534;Verbindingsdok-Westkaai 26-28-30;2021-01-05
1128029;1723435;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;26;;202;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;20660534;Verbindingsdok-Westkaai 26-28-30;2021-01-05
1128029;1723577;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;26;;301;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;20660534;Verbindingsdok-Westkaai 26-28-30;2021-01-05
1128029;1723593;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;26;;302;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;20660534;Verbindingsdok-Westkaai 26-28-30;2021-01-05
1128029;1723723;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;26;;401;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;20660534;Verbindingsdok-Westkaai 26-28-30;2021-01-05
1128029;1723736;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;26;;402;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;20660534;Verbindingsdok-Westkaai 26-28-30;2021-01-05
1128029;1723810;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;26;;501;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;20660534;Verbindingsdok-Westkaai 26-28-30;2021-01-05
1128029;1723816;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;26;;502;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;20660534;Verbindingsdok-Westkaai 26-28-30;2021-01-05
1128029;1723870;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;26;;601;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;20660534;Verbindingsdok-Westkaai 26-28-30;2021-01-05
1128029;1723875;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;26;;101;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;20660534;Verbindingsdok-Westkaai 26-28-30;2021-01-05
1128029;1723896;W03-C-Antwerpen-West-FH01_BL0010;Verbindingsdok-Westkaai;26;;102;2000;Antwerpen;LU;MDU;A - Floorbox;OK;;;2020-05-07;2020-07-10;2020-07-31;2024-06-30;2025-06-30;HP;Yes;No;20660534;Verbindingsdok-Westkaai 26-28-30;2021-01-05
