Projectnummer;Opdrachttemplate;LU Key;LAM MK;LAM Street Code;Street;Municipality
EVERE - FH01;BUILDING template;1621895;1621895;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621896;1621896;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621898;1621898;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;726271;726271;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1533743;1533743;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;726260;726260;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;726273;726273;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621902;1621902;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621904;1621904;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621906;1621906;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;726281;726281;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;726282;726282;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621908;1621908;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621910;1621910;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621912;1621912;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;726280;726280;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1325305;1325305;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621891;1621891;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621892;1621892;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621894;1621894;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621897;1621897;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;726270;726270;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621899;1621899;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621900;1621900;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;726255;726255;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621901;1621901;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621903;1621903;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621905;1621905;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621907;1621907;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;726256;726256;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;726257;726257;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621909;1621909;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621911;1621911;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;4023761;4023761;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621913;1621913;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621914;1621914;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;726259;726259;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;726272;726272;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621915;1621915;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;4114803;4114803;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621916;1621916;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;4114644;4114644;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621917;1621917;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621918;1621918;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621919;1621919;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621920;1621920;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;726275;726275;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;726277;726277;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621921;1621921;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621922;1621922;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1621923;1621923;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;726279;726279;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;726258;726258;16004;Rue Guillaume Van Laethem - G. Van Laethemstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622018;1622018;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;5045909;5045909;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622022;1622022;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622003;1622003;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1621996;1621996;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1621998;1621998;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;4114719;4114719;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622001;1622001;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622002;1622002;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622004;1622004;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622005;1622005;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622007;1622007;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622009;1622009;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622010;1622010;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622011;1622011;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;4110743;4110743;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;3916123;3916123;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622020;1622020;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622021;1622021;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622024;1622024;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622025;1622025;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622026;1622026;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622027;1622027;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622028;1622028;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;726575;726575;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;4119441;4119441;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;5045910;5045910;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;4113377;4113377;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622019;1622019;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;5045908;5045908;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;46321;46321;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622029;1622029;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622030;1622030;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622031;1622031;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;4119521;4119521;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622032;1622032;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622033;1622033;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622034;1622034;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622035;1622035;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622036;1622036;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622037;1622037;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622038;1622038;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;726576;726576;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;726577;726577;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1621994;1621994;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1621995;1621995;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1621997;1621997;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1621999;1621999;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622000;1622000;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;4106716;4106716;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1502163;1502163;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622006;1622006;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622008;1622008;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;726580;726580;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;726579;726579;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622012;1622012;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;1622015;1622015;16077;Rue Georges De Lombaerde - G. De Lombaerdestraat;Evere - Evere
EVERE - FH01;BUILDING template;726078;726078;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622162;1622162;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622164;1622164;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622165;1622165;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622166;1622166;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;726080;726080;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;726081;726081;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622170;1622170;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622172;1622172;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622174;1622174;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622175;1622175;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;726077;726077;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622159;1622159;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;726076;726076;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622154;1622154;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;726079;726079;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622144;1622144;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622145;1622145;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;25445;25445;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1291898;1291898;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;4119518;4119518;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622146;1622146;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622149;1622149;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;726075;726075;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622147;1622147;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622148;1622148;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622150;1622150;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622151;1622151;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622153;1622153;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622155;1622155;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622157;1622157;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622158;1622158;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622160;1622160;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622161;1622161;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622163;1622163;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;726083;726083;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;726082;726082;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622167;1622167;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622168;1622168;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622169;1622169;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622171;1622171;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622173;1622173;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;4108143;4108143;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;1622176;1622176;16138;Rue Saint-Joseph - Sint-Jozefstraat;Evere - Evere
EVERE - FH01;BUILDING template;723883;723883;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;723874;723874;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;4108097;4108097;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;1622678;1622678;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;1622679;1622679;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;1622680;1622680;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;1622681;1622681;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;1622682;1622682;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;1622683;1622683;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;1622684;1622684;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;723882;723882;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;723876;723876;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;723880;723880;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;723875;723875;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;723881;723881;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;723877;723877;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;4108046;4108046;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;1622685;1622685;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;1622686;1622686;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;1622687;1622687;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;1622688;1622688;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;1622689;1622689;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;723879;723879;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;723878;723878;16537;René Magrittestraat - Rue René Magritte;Evere - Evere
EVERE - FH01;BUILDING template;724011;724011;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622741;1622741;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622743;1622743;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;4113223;4113223;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;724009;724009;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;724008;724008;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;4119996;4119996;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622744;1622744;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;4108449;4108449;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622745;1622745;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622746;1622746;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;3955146;3955146;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622747;1622747;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;724007;724007;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;724006;724006;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622748;1622748;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622749;1622749;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;4109339;4109339;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622751;1622751;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622752;1622752;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622753;1622753;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;4110195;4110195;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;4115060;4115060;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622754;1622754;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622755;1622755;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622756;1622756;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;724005;724005;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622757;1622757;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622758;1622758;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;4114987;4114987;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622759;1622759;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;724013;724013;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622750;1622750;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;724012;724012;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622760;1622760;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622761;1622761;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622762;1622762;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;4114988;4114988;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622763;1622763;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622764;1622764;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;724014;724014;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;724015;724015;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;724016;724016;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;1622742;1622742;16582;Avenue Constant Permeke - Constant Permekelaan;Evere - Evere
EVERE - FH01;BUILDING template;726066;726066;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;1291900;1291900;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;1622800;1622800;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;1622801;1622801;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;1622802;1622802;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;726067;726067;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;726284;726284;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;1622806;1622806;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;1622807;1622807;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;1622808;1622808;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;1622809;1622809;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;726283;726283;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;726068;726068;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
EVERE - FH01;BUILDING template;1622803;1622803;16620;Place Jean De Paduwa - Jan De Paduwaplaats;Evere - Evere
