Projectnummer;Opdrachtnummer;Blok;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
MECHELEN - FH01;3047637;BL0127;3047637;;;Lange Schipstraat;64;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;929553;BL0109;929553;;;Sint-Romboutskerkhof;2;;;D;2020-03-17 11:00:21;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3028796;BL0111;3028796;;;A.B.-straat;4;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3035209;BL0123;3035209;;;Geitestraat;8;;;;2020-03-09 11:55:10;Marouane Zoubir;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3047639;BL0129;3047639;;;Lange Schipstraat;65;;;D;2018-09-06;Bernardo Kana da Rosa;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;5414780;BL0109;5414780;;;Sint-Romboutskerkhof;3;;;;;Ralph Wery;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;5706656;BL0104;5706656;;;Varkensstraat;19;;;;2018-06-20;Abdelmalek Lamkoref;MDU;1;3;0;4;BUILDING template
MECHELEN - FH01;3028797;BL0110;3028797;;;A.B.-straat;5;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3035211;BL0122;3035211;;;Geitestraat;9;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;903466;BL0127;903466;;;Lange Schipstraat;66;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;929554;BL0109;929554;;;Sint-Romboutskerkhof;4;;;;;Ralph Wery;MDU;0;5;1;6;BUILDING template
MECHELEN - FH01;1323394;BL0104;1323394;;;Varkensstraat;13;;;A;2019-11-25 14:00:43;Jo De Clippel;MDU;0;34;1;35;BUILDING template
MECHELEN - FH01;NB-280027B1b79;BL0122;NB-280027B1b79;;;Geitestraat;27;B;;D;2020-01-22;Jo De Clippel;MDU;0;2;1;3;BUILDING template
MECHELEN - FH01;3028798;BL0110;3028798;;;A.B.-straat;7;;;XC;2020-03-16 12:15:21;Jo De Clippel;MDU;0;5;1;6;BUILDING template
MECHELEN - FH01;3035212;BL0123;3035212;;;Geitestraat;10;;;D;2020-03-09 12:00:15;Marouane Zoubir;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;3047641;BL0129;3047641;;;Lange Schipstraat;67;;;D;2020-01-07 12:30:26;Dieu Jocelin;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;929552;BL0109;929552;;;Sint-Romboutskerkhof;5;;;;;Ralph Wery;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;NB-28002Ad863;BL0104;NB-28002Ad863;;;Biest;2;A;;;2020-01-27;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;905710;BL0112;905710;;;Arme-Clarenstraat;1;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3035214;BL0122;3035214;;;Geitestraat;11;;;D;2020-02-12;Steffen Verhofsté;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;903467;BL0127;903467;;;Lange Schipstraat;68;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;929548;BL0109;929548;;;Sint-Romboutskerkhof;1;A;;;;Ralph Wery;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;930428;BL0111;930428;;;Arme-Clarenstraat;2;;;XC;2020-03-09 11:35:13;Jo De Clippel;MDU;0;6;1;7;BUILDING template
MECHELEN - FH01;3035215;BL0122;3035215;;;Geitestraat;13;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3047645;BL0129;3047645;;;Lange Schipstraat;69;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;NB-280029A4526;BL0101;NB-280029A4526;;;Goswin de Stassartstraat;29;A;;D;2020-02-03;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3029535;BL0112;3029535;;;Arme-Clarenstraat;3;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3035216;BL0123;3035216;;;Geitestraat;14;;;D;2020-03-09 12:10:08;Marouane Zoubir;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;3047646;BL0127;3047646;;;Lange Schipstraat;70;;;;;Abdelmalek Lamkoref;MDU;1;2;0;3;BUILDING template
MECHELEN - FH01;3029537;BL0111;3029537;;;Arme-Clarenstraat;4;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3035217;BL0122;3035217;;;Geitestraat;15;;;D;2020-03-09 10:35:19;Marouane Zoubir;MDU;1;1;1;3;BUILDING template
MECHELEN - FH01;901167;BL0105;901167;;;Standonckstraat;1;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4744409;BL0120;4744409;;;Befferstraat;36;;;;2020-02-12 09:50:27;Dieu Jocelin;SDU;0;0;0;0;BUILDING template
MECHELEN - FH01;4736802;BL0112;4736802;;;Arme-Clarenstraat;5;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3035219;BL0123;3035219;;;Geitestraat;16;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4731537;BL0129;4731537;;;Lange Schipstraat;73;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4462632;BL0105;4462632;;;Standonckstraat;3;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4731627;BL0104;4731627;;;Veemarkt;27;;;;2018-06-20;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;NB-280076A0a43;BL0127;NB-280076A0a43;;;Lange Schipstraat;76;A;;;2020-02-17;Jo De Clippel;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4185057;BL0111;4185057;;;Arme-Clarenstraat;6;;;D;2020-03-05 09:00:14;Jo De Clippel;MDU;0;1;1;2;BUILDING template
MECHELEN - FH01;904905;BL0122;904905;;;Geitestraat;17;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3047652;BL0127;3047652;;;Lange Schipstraat;74;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3048977;BL0105;3048977;;;Standonckstraat;5;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3029538;BL0112;3029538;;;Arme-Clarenstraat;7;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;904906;BL0122;904906;;;Geitestraat;19;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3047654;BL0129;3047654;;;Lange Schipstraat;75;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3048979;BL0105;3048979;;;Standonckstraat;7;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3029539;BL0111;3029539;;;Arme-Clarenstraat;8;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;904910;BL0123;904910;;;Geitestraat;20;;;D;2020-01-22 12:45:23;Jo De Clippel;MDU;1;2;0;3;BUILDING template
MECHELEN - FH01;3047655;BL0127;3047655;;;Lange Schipstraat;76;;;;;Abdelmalek Lamkoref;MDU;0;6;0;6;BUILDING template
MECHELEN - FH01;4751986;BL0105;4751986;;;Standonckstraat;9;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;905713;BL0112;905713;;;Melaan;16;;;D;2020-02-18 16:10:19;Steffen Verhofste;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4081944;BL0130;4081944;;;Leermarkt;22;;;;2020-03-12;Marouane Zoubir;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3029540;BL0112;3029540;;;Arme-Clarenstraat;9;;;D;2020-03-05;Jo De Clippel;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;3035220;BL0122;3035220;;;Geitestraat;21;;;D;2020-03-09 10:45:15;Marouane Zoubir;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;3047659;BL0129;3047659;;;Lange Schipstraat;77;;;D;2020-01-07 12:30:33;Jo De Clippel;MDU;0;5;0;5;BUILDING template
MECHELEN - FH01;4751988;BL0105;4751988;;;Standonckstraat;11;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3030806;BL0112;3030806;;;Nieuwe Beggaardenstraat;39;;;C;2020-02-11 12:30:41;Jo De Clippel;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3029541;BL0111;3029541;;;Arme-Clarenstraat;10;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3035222;BL0123;3035222;;;Geitestraat;22;;;D;2020-03-09 12:20:15;Marouane Zoubir;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;3047660;BL0127;3047660;;;Lange Schipstraat;78;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3049065;BL0116;3049065;;;Steenweg;2;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3032946;BL0105;3032946;;;Frederik de merodestraat;12;;;D;2020-03-17 10:10:10;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;5991411;BL0112;5991411;;;Melaan;12;;;;2020-03-12;Jo De Clippel;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3029542;BL0112;3029542;;;Arme-Clarenstraat;11;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4066751;BL0122;4066751;;;Geitestraat;25;;;;2020-03-09 11:00:27;Marouane Zoubir;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;903468;BL0127;903468;;;Lange Schipstraat;80;;;X;2020-02-17 08:20:18;Jo De Clippel;MDU;0;4;0;4;BUILDING template
MECHELEN - FH01;3049066;BL0116;3049066;;;Steenweg;4;;;D;2020-01-23 11:20:18;Dieu Jocelin;MDU;1;2;0;3;BUILDING template
MECHELEN - FH01;4164871;BL0105;4164871;;;Frederik de merodestraat;14;;;;2018-06-20;Abdelmalek Lamkoref;MDU;1;6;1;8;BUILDING template
MECHELEN - FH01;4038372;BL0111;4038372;;;Arme-Clarenstraat;12;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4746751;BL0122;4746751;;;Geitestraat;27;;;D;2020-01-23 13:20:17;Jo De Clippel;MDU;1;2;1;4;BUILDING template
MECHELEN - FH01;1283600;BL0127;1283600;;;Lange Schipstraat;82;;;XC;2020-03-06 11:15:16;Marouane Zoubir;MDU;0;7;0;7;BUILDING template
MECHELEN - FH01;3049067;BL0116;3049067;;;Steenweg;6;;;D;2020-01-23 11:30:31;Jo De Clippel;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3032950;BL0105;3032950;;;Frederik de merodestraat;16;;;;2018-06-20;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;6622322;BL0110;6622322;;;A.B.-straat;3;A;;D;2020-03-12 08:55:08;Jo De Clippel;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;3029543;BL0112;3029543;;;Arme-Clarenstraat;13;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3035225;BL0123;3035225;;;Geitestraat;28;;;D;2020-03-09 12:30:17;Marouane Zoubir;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;3047667;BL0129;3047667;;;Lange Schipstraat;83;;;D;2020-01-07 12:15:29;Jo De Clippel;MDU;0;4;0;4;BUILDING template
MECHELEN - FH01;3049069;BL0116;3049069;;;Steenweg;8;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4733024;BL0111;4733024;;;Arme-Clarenstraat;14;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3035226;BL0122;3035226;;;Geitestraat;29;;;;2020-01-23 10:00:38;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3049070;BL0116;3049070;;;Steenweg;10;;;D;2020-02-04;Dieu Jocelin;MDU;1;1;1;3;BUILDING template
MECHELEN - FH01;3029544;BL0112;3029544;;;Arme-Clarenstraat;15;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3035227;BL0123;3035227;;;Geitestraat;32;;;D;2020-01-22 09:40:16;Dieu Jocelin;MDU;4;0;0;4;BUILDING template
MECHELEN - FH01;4255135;BL0127;4255135;;;Lange Schipstraat;86;;;;2020-03-06 14:55:09;Marouane Zoubir;SDU;0;0;0;0;BUILDING template
MECHELEN - FH01;3049075;BL0116;3049075;;;Steenweg;12;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3031082;BL0104;3031082;;;Biest;8;;;;2020-03-12 11:45:13;Jo De Clippel;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3029547;BL0112;3029547;;;Arme-Clarenstraat;23;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3035229;BL0123;3035229;;;Geitestraat;34;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3047668;BL0129;3047668;;;Lange Schipstraat;89;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3049076;BL0116;3049076;;;Steenweg;14;;;D;2020-01-23 11:05:20;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;929560;BL0108;929560;;;Goswin de Stassartstraat;1;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3047670;BL0127;3047670;;;Lange Schipstraat;90;;;;;Abdelmalek Lamkoref;MDU;0;11;0;11;BUILDING template
MECHELEN - FH01;3049078;BL0116;3049078;;;Steenweg;16;;;D;2020-01-23 11:15:33;Jo De Clippel;MDU;1;3;0;4;BUILDING template
MECHELEN - FH01;4091142;BL0112;4091142;;;Arme-Clarenstraat;25;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;929565;BL0107;929565;;;Goswin de Stassartstraat;2;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3047671;BL0129;3047671;;;Lange Schipstraat;91;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3049080;BL0116;3049080;;;Steenweg;18;;;;;Abdelmalek Lamkoref;MDU;1;3;0;4;BUILDING template
MECHELEN - FH01;929567;BL0108;929567;;;Goswin de Stassartstraat;3;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3049081;BL0116;3049081;;;Steenweg;20;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;6397326;BL0120;6397326;;;Zakstraat;7;;;;2020-03-05 07:45:09;Marouane Zoubir;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;1458492;BL0107;1458492;;;Goswin de Stassartstraat;4;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3047675;BL0129;3047675;;;Lange Schipstraat;95;;;D;2020-03-11 13:45:10;Marouane Zoubir;MDU;0;4;0;4;BUILDING template
MECHELEN - FH01;3049083;BL0116;3049083;;;Steenweg;22;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4736819;BL0112;4736819;;;Arme-Clarenstraat;31;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3033213;BL0108;3033213;;;Goswin de Stassartstraat;5;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;903463;BL0129;903463;;;Lange Schipstraat;97;;;D;2020-01-07 12:20:15;Dieu Jocelin;MDU;0;4;0;4;BUILDING template
MECHELEN - FH01;3049084;BL0116;3049084;;;Steenweg;24;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905709;BL0112;905709;;;Arme-Clarenstraat;33;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3033214;BL0107;3033214;;;Goswin de Stassartstraat;6;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3049085;BL0116;3049085;;;Steenweg;26;;;D;2020-03-12 12:20:09;Jo De Clippel;MDU;1;1;1;3;BUILDING template
MECHELEN - FH01;901199;BL0105;901199;;;Befferstraat;1;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;929561;BL0108;929561;;;Goswin de Stassartstraat;7;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;903510;BL0126;903510;;;Lange Schipstraat;27;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3049086;BL0116;3049086;;;Steenweg;28;;;D;2020-01-23 10:55:16;Dieu Jocelin;MDU;1;3;0;4;BUILDING template
MECHELEN - FH01;3030756;BL0105;3030756;;;Befferstraat;3;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4267275;BL0107;4267275;;;Goswin de Stassartstraat;8;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;903155;BL0130;903155;;;Leermarkt;2;;;D;2018-09-10;Bernardo Kana da Rosa;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;3049087;BL0116;3049087;;;Steenweg;30;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3030757;BL0105;3030757;;;Befferstraat;5;;;D;2020-02-04 09:35:16;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;929562;BL0101;929562;;;Goswin de Stassartstraat;9;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3040411;BL0130;3040411;;;Leermarkt;4;;;D;2020-02-13 12:00:32;Jo De Clippel;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3049088;BL0116;3049088;;;Steenweg;32;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3030758;BL0105;3030758;;;Befferstraat;7;;;D;2020-02-04 09:40:15;Dieu Jocelin;MDU;1;2;0;3;BUILDING template
MECHELEN - FH01;3033215;BL0107;3033215;;;Goswin de Stassartstraat;10;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3040414;BL0130;3040414;;;Leermarkt;6;;;D;2020-02-13 11:55:23;Dieu Jocelin;MDU;1;3;0;4;BUILDING template
MECHELEN - FH01;3049089;BL0116;3049089;;;Steenweg;34;;;D;2020-01-23 11:00:30;Jo De Clippel;MDU;1;4;0;5;BUILDING template
MECHELEN - FH01;3052907;BL0120;3052907;;;Rik woutersstraat;22;B;;;2018-06-20;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3030759;BL0105;3030759;;;Befferstraat;9;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;929563;BL0101;929563;;;Goswin de Stassartstraat;11;;;;;Kevin Dekens;MDU;6;2;2;10;BUILDING template
MECHELEN - FH01;903154;BL0130;903154;;;Leermarkt;8;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3049091;BL0116;3049091;;;Steenweg;36;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;901432;BL0104;901432;;;Veemarkt;19;;;;2018-06-20;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3030761;BL0120;3030761;;;Befferstraat;10;;;D;2020-03-05 08:45:11;Marouane Zoubir;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;4740683;BL0107;4740683;;;Goswin de Stassartstraat;12;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3040419;BL0130;3040419;;;Leermarkt;14;;;XC;2020-03-12 09:50:13;Marouane Zoubir;MDU;1;5;2;8;BUILDING template
MECHELEN - FH01;3049093;BL0116;3049093;;;Steenweg;40;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4751991;BL0105;4751991;;;Befferstraat;11;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;929568;BL0101;929568;;;Goswin de Stassartstraat;13;;;D;2020-02-03 11:40:15;Jo De Clippel;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;3040422;BL0130;3040422;;;Leermarkt;16;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3049095;BL0116;3049095;;;Steenweg;42;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905663;BL0115;905663;;;Nauwstraat;3;;;D;2020-02-03;Jo De Clippel;MDU;1;2;1;4;BUILDING template
MECHELEN - FH01;3944173;BL0125;3944173;;;Schaalstraat;31;;;D;2020-01-21 09:30:44;Jo De Clippel;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;6085045;BL0107;6085045;;;Klapgat;2;;;;;;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3030762;BL0120;3030762;;;Befferstraat;12;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;929566;BL0107;929566;;;Goswin de Stassartstraat;14;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3040425;BL0130;3040425;;;Leermarkt;18;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3049096;BL0116;3049096;;;Steenweg;44;;;D;2020-03-12 11:25:09;Jo De Clippel;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;4741876;BL0125;4741876;;;Schaalstraat;23;;;;2020-01-21 09:30:35;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;901426;BL0105;901426;;;Befferstraat;13;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3033222;BL0101;3033222;;;Goswin de Stassartstraat;15;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3040429;BL0130;3040429;;;Leermarkt;24;;;D;2020-02-13 12:00:48;Dieu Jocelin;MDU;1;2;0;3;BUILDING template
MECHELEN - FH01;3049098;BL0116;3049098;;;Steenweg;46;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3051190;BL0104;3051190;;;Veemarkt;39;;;;2018-06-20;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905661;BL0116;905661;;;Nauwstraat;2;;;;2018-07-02;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3030763;BL0120;3030763;;;Befferstraat;14;;;D;2020-02-04 09:25:19;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;901600;BL0102;901600;;;Goswin de Stassartstraat;16;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3049100;BL0116;3049100;;;Steenweg;48;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3030765;BL0105;3030765;;;Befferstraat;15;;;D;2020-02-04 09:45:29;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3033223;BL0101;3033223;;;Goswin de Stassartstraat;17;;;D;2020-02-03 11:30:24;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;4733926;BL0130;4733926;;;Leermarkt;30;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;941661;BL0111;941661;;;Straatje-zonder-einde;3;;;;;Ralph Wery;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3030766;BL0120;3030766;;;Befferstraat;16;;;D;2020-02-04 09:25:16;Dieu Jocelin;MDU;1;3;0;4;BUILDING template
MECHELEN - FH01;3033225;BL0102;3033225;;;Goswin de Stassartstraat;18;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3944097;BL0130;3944097;;;Leermarkt;32;;;;2020-03-12 08:10:07;Jo De Clippel;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;905708;BL0113;905708;;;Thaborstraat;1;;;D;2018-09-18;Hidde Kiekens;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;901200;BL0105;901200;;;Befferstraat;17;;;D;2020-02-04 09:50:24;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3033226;BL0101;3033226;;;Goswin de Stassartstraat;19;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4733929;BL0130;4733929;;;Leermarkt;34;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3055125;BL0113;3055125;;;Thaborstraat;3;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3030771;BL0105;3030771;;;Befferstraat;19;;;D;2020-02-04 09:55:26;Dieu Jocelin;MDU;1;8;1;10;BUILDING template
MECHELEN - FH01;3033228;BL0102;3033228;;;Goswin de Stassartstraat;20;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3040438;BL0130;3040438;;;Leermarkt;36;;;;;Abdelmalek Lamkoref;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;3055127;BL0113;3055127;;;Thaborstraat;5;;;D;2018-09-07;Bernardo Kana da Rosa;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;3030770;BL0120;3030770;;;Befferstraat;20;;;D;2020-02-04 09:15:24;Dieu Jocelin;MDU;2;2;0;4;BUILDING template
MECHELEN - FH01;4740700;BL0101;4740700;;;Goswin de Stassartstraat;21;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3040443;BL0130;3040443;;;Leermarkt;40;;;XA;2020-03-12 11:45:12;Marouane Zoubir;MDU;1;5;1;7;BUILDING template
MECHELEN - FH01;4091073;BL0113;4091073;;;Thaborstraat;7;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;901423;BL0120;901423;;;Befferstraat;22;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3033229;BL0101;3033229;;;Goswin de Stassartstraat;23;;;D;2018-09-07;Bernardo Kana da Rosa;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;903150;BL0130;903150;;;Leermarkt;42;;;;;Abdelmalek Lamkoref;MDU;0;12;0;12;BUILDING template
