Projectnummer;Opdrachtnummer;Blok;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
MECHELEN - FH01;1351370;BL0116;1351370;;;Begijnenstraat;43;;;;;Abdelmalek Lamkoref;MDU;0;6;0;6;BUILDING template
MECHELEN - FH01;4746694;BL0122;4746694;;;Grote Markt;38;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;930422;BL0111;930422;;;Nieuwe Beggaardenstraat;29;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4731662;BL0102;4731662;;;Van Hoeystraat;19;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4748712;BL0110;4748712;;;Begijnenstraat;44;;;;2020-03-03 11:00:23;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;904902;BL0122;904902;;;Grote Markt;39;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3030800;BL0111;3030800;;;Nieuwe Beggaardenstraat;31;;;D;2020-02-11 08:30:30;Jo De Clippel;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;4731664;BL0102;4731664;;;Van Hoeystraat;21;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;901180;BL0106;901180;;;Frederik de Merodestraat;23;;;;2020-02-03 09:55:19;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4748677;BL0116;4748677;;;Begijnenstraat;45;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905040;BL0121;905040;;;Hallestraat;2;;;;;Ralph Wery;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3030803;BL0111;3030803;;;Nieuwe Beggaardenstraat;33;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4731666;BL0102;4731666;;;Van Hoeystraat;23;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;905648;BL0110;905648;;;Begijnenstraat;48;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3035734;BL0121;3035734;;;Hallestraat;8;;;D;2020-01-27 09:15:22;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;930421;BL0111;930421;;;Nieuwe Beggaardenstraat;35;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;5838515;BL0102;5838515;;;Van Hoeystraat;25;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3047664;BL0129;3047664;;;Lange schipstraat;81;;;D;2020-01-07 12:25:23;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
MECHELEN - FH01;3944054;BL0121;3944054;;;Hallestraat;16;;;D;2020-01-24 07:45:19;Dieu Jocelin;MDU;1;3;0;4;BUILDING template
MECHELEN - FH01;5838514;BL0102;5838514;;;Van Hoeystraat;27;;;;;Kevin Dekens;MDU;0;11;1;12;BUILDING template
MECHELEN - FH01;3944182;BL0129;3944182;;;Lange schipstraat;87;;;D;2020-01-07 12:15:26;Dieu Jocelin;MDU;0;5;0;5;BUILDING template
MECHELEN - FH01;905643;BL0110;905643;;;Begijnenstraat;52;;;D;2020-03-03 10:55:11;Dieu Jocelin;MDU;0;5;0;5;BUILDING template
MECHELEN - FH01;3030808;BL0112;3030808;;;Nieuwe Beggaardenstraat;41;;;D;2020-03-17 08:05:10;Jo De Clippel;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;5838513;BL0102;5838513;;;Van Hoeystraat;29;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3030844;BL0110;3030844;;;Begijnenstraat;56;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3036250;BL0130;3036250;;;Hazestraat;5;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;930419;BL0112;930419;;;Nieuwe Beggaardenstraat;43;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4731669;BL0102;4731669;;;Van Hoeystraat;31;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3047649;BL0129;3047649;;;Lange Schipstraat;71;;;;2019-10-25;Dirk Marien;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;905642;BL0110;905642;;;Begijnenstraat;58;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3036251;BL0130;3036251;;;Hazestraat;7;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;5394328;BL0112;5394328;;;Nieuwe Beggaardenstraat;45;;;;;Ralph Wery;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905322;BL0104;905322;;;Varkensstraat;1;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;905285;BL0116;905285;;;Begijnenstraat;27;A;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4751397;BL0131;4751397;;;Hazestraat;8;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;901204;BL0106;901204;;;Nieuwwerk;1;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4073865;BL0104;4073865;;;Varkensstraat;3;;;D;2018-09-05;Bernardo Kana da Rosa;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;3047662;BL0129;3047662;;;Lange Schipstraat;79;;;XC;2020-03-11;Marouane Zoubir;MDU;0;5;0;5;BUILDING template
MECHELEN - FH01;3048616;BL0111;3048616;;;Sint-Katelijnestraat;29;;;;2019-10-28;Dirk Marien;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3036253;BL0130;3036253;;;Hazestraat;9;;;;2020-02-13 12:30:31;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3044665;BL0106;3044665;;;Nieuwwerk;2;;;;2018-09-10;Bernardo Kana da Rosa;MDU;1;3;1;5;BUILDING template
MECHELEN - FH01;4745458;BL0104;4745458;;;Varkensstraat;5;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3033487;BL0114;3033487;;;Dobbelhuizen;27;;;;2018-06-27;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3055141;BL0113;3055141;;;Thaborstraat;77;;;D;2020-02-10;Jo De Clippel;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;901609;BL0104;901609;;;Biest;2;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3036255;BL0131;3036255;;;Hazestraat;10;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;5403847;BL0106;5403847;;;Nieuwwerk;6;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3051124;BL0105;3051124;;;Varkensstraat;6;;;D;2020-03-09;Jo De Clippel;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;5515790;BL0107;5515790;;;Sint-Janskerkhof;1;;;;2018-06-27;Kevin Dekens;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3031078;BL0104;3031078;;;Biest;4;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3036256;BL0130;3036256;;;Hazestraat;11;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3044667;BL0106;3044667;;;Nieuwwerk;7;;;;2020-02-19 09:40:15;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905321;BL0104;905321;;;Varkensstraat;7;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;6192370;BL0108;6192370;;;Sint-Katelijnestraat;40;;;X;2020-03-17;Dieu Jocelin;MDU;0;6;0;6;BUILDING template
MECHELEN - FH01;4731741;BL0104;4731741;;;Biest;6;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3036258;BL0131;3036258;;;Hazestraat;12;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;5374207;BL0106;5374207;;;Nieuwwerk;8;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3051129;BL0104;3051129;;;Varkensstraat;9;;;XA;2019-11-26 11:15:22;Jo De Clippel;MDU;1;29;1;31;BUILDING template
MECHELEN - FH01;901612;BL0104;901612;;;Biest;10;;;D;2020-01-27 10:05:22;Jo De Clippel;MDU;1;1;1;3;BUILDING template
MECHELEN - FH01;905239;BL0130;905239;;;Hazestraat;13;;;;;Ralph Wery;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;5414784;BL0106;5414784;;;Nieuwwerk;9;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3051134;BL0104;3051134;;;Varkensstraat;11;;;XA;2019-11-22 11:15:33;Jo De Clippel;MDU;3;21;1;25;BUILDING template
MECHELEN - FH01;4731497;BL0127;4731497;;;Lange Schipstraat;88;;;;2019-10-25;Dirk Marien;MDU;0;5;0;5;BUILDING template
MECHELEN - FH01;904912;BL0123;904912;;;Blauwhondstraat;1;;;D;2020-01-22 09:00:32;Jo De Clippel;MDU;1;2;1;4;BUILDING template
MECHELEN - FH01;3036260;BL0131;3036260;;;Hazestraat;14;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3044668;BL0106;3044668;;;Nieuwwerk;10;;;D;2020-03-17 10:25:15;Jo De Clippel;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;5543967;BL0104;5543967;;;Varkensstraat;15;;;;;Bernardo Kana da Rosa;MDU;0;4;2;6;BUILDING template
MECHELEN - FH01;3031270;BL0123;3031270;;;Blauwhondstraat;3;;;D;2020-01-22 08:50:16;Dieu Jocelin;MDU;1;3;0;4;BUILDING template
MECHELEN - FH01;3036262;BL0131;3036262;;;Hazestraat;16;;;D;2020-02-13 12:40:20;Jo De Clippel;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;3044669;BL0106;3044669;;;Nieuwwerk;11;;;D;2020-03-17 10:25:09;Dieu Jocelin;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;3051139;BL0105;3051139;;;Veemarkt;1;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3031272;BL0123;3031272;;;Blauwhondstraat;5;;;D;2020-01-22 09:00:28;Dieu Jocelin;MDU;1;3;0;4;BUILDING template
MECHELEN - FH01;905241;BL0131;905241;;;Hazestraat;20;;;D;2020-02-13 12:35:18;Dieu Jocelin;MDU;1;3;0;4;BUILDING template
MECHELEN - FH01;905278;BL0116;905278;;;Onder-den-Toren;1;;;D;2020-03-17 09:05:08;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;901430;BL0120;901430;;;Veemarkt;2;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3031273;BL0123;3031273;;;Blauwhondstraat;7;;;;2020-01-22 09:05:16;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;904922;BL0123;904922;;;Ijzerenleen;1;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3045165;BL0116;3045165;;;Onder-den-Toren;2;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;901431;BL0104;901431;;;Veemarkt;3;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;901202;BL0107;901202;;;Wollemarkt;14;;;;2018-06-27;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3031275;BL0123;3031275;;;Blauwhondstraat;11;;;D;2020-01-22 09:15:25;Dieu Jocelin;MDU;1;3;0;4;BUILDING template
MECHELEN - FH01;3037607;BL0116;3037607;;;Ijzerenleen;2;;;D;2020-01-09 10:45:23;Jo De Clippel;MDU;1;3;0;4;BUILDING template
MECHELEN - FH01;3051142;BL0104;3051142;;;Veemarkt;5;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3031278;BL0123;3031278;;;Blauwhondstraat;15;;;;2020-01-22 09:15:29;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3037608;BL0123;3037608;;;Ijzerenleen;3;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3045166;BL0110;3045166;;;Onder-den-Toren;4;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3051143;BL0104;3051143;;;Veemarkt;7;;;D;2020-03-17 09:35:08;Dieu Jocelin;MDU;1;2;1;4;BUILDING template
MECHELEN - FH01;5547298;BL0109;5547298;;;Sint-Romboutskerkhof;6;;;;2019-10-28;Dirk Marien;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;904913;BL0123;904913;;;Blauwhondstraat;21;;;;2020-03-03 09:00:22;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905273;BL0116;905273;;;Ijzerenleen;4;;;D;2020-01-09 11:00:34;Jo De Clippel;MDU;1;5;0;6;BUILDING template
MECHELEN - FH01;3045168;BL0110;3045168;;;Onder-den-Toren;5;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3051149;BL0104;3051149;;;Veemarkt;13;;;D;2020-03-17 09:40:18;Dieu Jocelin;MDU;1;1;1;3;BUILDING template
MECHELEN - FH01;3040449;BL0130;3040449;;;Leermarkt;50;;;;;;MDU;0;11;0;11;BUILDING template
MECHELEN - FH01;904914;BL0123;904914;;;Blauwhondstraat;25;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3037611;BL0123;3037611;;;Ijzerenleen;5;;;D;2020-03-16 08:20:07;Jo De Clippel;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3045170;BL0110;3045170;;;Onder-den-Toren;6;;;D;2020-03-03 11:20:17;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3051152;BL0104;3051152;;;Veemarkt;15;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;6518670;BL0109;6518670;;;Sint-Romboutskerkhof;2;A;;;2019-10-28;Dirk Marien;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;5403850;BL0123;5403850;;;Blauwhondstraat;27;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3037612;BL0116;3037612;;;Ijzerenleen;6;;;D;2020-01-09 11:05:17;Jo De Clippel;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3045171;BL0110;3045171;;;Onder-den-Toren;7;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3051155;BL0104;3051155;;;Veemarkt;17;;;D;2018-09-05;Bernardo Kana da Rosa;MDU;1;2;0;3;BUILDING template
MECHELEN - FH01;3029549;BL0112;3029549;;;Arme-Clarenstraat;27;;;;2018-06-27;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3031540;BL0124;3031540;;;Borzestraat;1;;;D;2020-01-21 10:40:20;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3037613;BL0123;3037613;;;Ijzerenleen;7;;;D;2020-03-09 12:45:10;Marouane Zoubir;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;3045175;BL0110;3045175;;;Onder-den-Toren;9;;;D;2020-03-17 08:55:10;Dieu Jocelin;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;4101347;BL0125;4101347;;;Borzestraat;2;;;D;2020-01-21 11:10:21;Jo De Clippel;MDU;0;3;1;4;BUILDING template
MECHELEN - FH01;3037615;BL0116;3037615;;;Ijzerenleen;8;;;D;2020-01-10 09:30:40;Jo De Clippel;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;905281;BL0110;905281;;;Onder-den-Toren;10;;;D;2020-03-17 09:00:13;Dieu Jocelin;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;3051162;BL0104;3051162;;;Veemarkt;21;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3031543;BL0125;3031543;;;Borzestraat;4;;;D;2020-01-21 10:55:18;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3037617;BL0123;3037617;;;Ijzerenleen;9;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4705325;BL0110;4705325;;;Onder-den-Toren;11;;;;2020-03-17 09:00:15;Jo De Clippel;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3051163;BL0104;3051163;;;Veemarkt;23;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4745562;BL0116;4745562;;;Steenweg;38;;;;2019-10-28;Dirk Marien;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3031545;BL0125;3031545;;;Borzestraat;6;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3037618;BL0116;3037618;;;Ijzerenleen;10;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4700780;BL0110;4700780;;;Onder-den-Toren;12;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3051165;BL0104;3051165;;;Veemarkt;25;;;D;2020-03-17 09:55:12;Jo De Clippel;MDU;1;2;1;4;BUILDING template
MECHELEN - FH01;3031546;BL0125;3031546;;;Borzestraat;8;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3037619;BL0116;3037619;;;Ijzerenleen;12;;;D;2020-01-10 09:30:29;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;905280;BL0110;905280;;;Onder-den-Toren;14;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3051168;BL0104;3051168;;;Veemarkt;29;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3031548;BL0125;3031548;;;Borzestraat;10;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;904924;BL0124;904924;;;Ijzerenleen;13;;;D;2020-03-09 12:55:08;Marouane Zoubir;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;3051172;BL0104;3051172;;;Veemarkt;31;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4741917;BL0125;4741917;;;Borzestraat;12;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3037620;BL0116;3037620;;;Ijzerenleen;14;;;D;2020-01-10 09:35:16;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3054428;BL0109;3054428;;;Oude Beggaardenstraat;3;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;1339643;BL0104;1339643;;;Veemarkt;33;;;D;2020-03-17 09:45:15;Dieu Jocelin;MDU;2;6;2;10;BUILDING template
MECHELEN - FH01;3031549;BL0125;3031549;;;Borzestraat;14;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3037621;BL0124;3037621;;;Ijzerenleen;15;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;9591;BL0113;9591;;;Persoonshoek;2;;;D;2018-09-07;Bernardo Kana da Rosa;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;3051179;BL0104;3051179;;;Veemarkt;35;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3029545;BL0112;3029545;;;Arme-Clarenstraat;17;;;C;2020-02-18 12:00:29;Verhofste Steffen;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4031215;BL0125;4031215;;;Borzestraat;16;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905271;BL0116;905271;;;Ijzerenleen;16;;;D;2020-01-10 09:40:15;Jo De Clippel;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;4748668;BL0115;4748668;;;Persoonshoek;3;;;XC;2020-01-13 15:20:20;Jo De Clippel;MDU;1;3;1;5;BUILDING template
MECHELEN - FH01;3051180;BL0104;3051180;;;Veemarkt;37;;;;;Abdelmalek Lamkoref;MDU;3;0;2;5;BUILDING template
MECHELEN - FH01;3031550;BL0125;3031550;;;Borzestraat;18;;;D;2020-03-16 10:55:11;Jo De Clippel;MDU;1;2;0;3;BUILDING template
MECHELEN - FH01;3037622;BL0124;3037622;;;Ijzerenleen;17;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3046126;BL0113;3046126;;;Persoonshoek;4;;;D;2018-09-07;Bernardo Kana da Rosa;MDU;0;3;0;3;BUILDING template
MECHELEN - FH01;5374208;BL0104;5374208;;;Veemarkt;41;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3031551;BL0125;3031551;;;Borzestraat;20;;;D;2020-01-21 11:10:18;Dieu Jocelin;MDU;1;2;0;3;BUILDING template
MECHELEN - FH01;905272;BL0116;905272;;;Ijzerenleen;18;;;D;2020-01-10 09:40:19;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3046128;BL0115;3046128;;;Persoonshoek;5;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3051183;BL0104;3051183;;;Veemarkt;37;B;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3031553;BL0125;3031553;;;Borzestraat;22;;;D;2018-09-04;Bernardo Kana da Rosa;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;3037624;BL0124;3037624;;;Ijzerenleen;19;;;D;2020-03-09 13:05:12;Marouane Zoubir;MDU;2;0;1;3;BUILDING template
MECHELEN - FH01;905711;BL0113;905711;;;Persoonshoek;6;;;D;2018-09-19;Bernardo Kana da Rosa;MDU;0;6;0;6;BUILDING template
MECHELEN - FH01;3051185;BL0104;3051185;;;Veemarkt;37;C;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3031556;BL0125;3031556;;;Borzestraat;24;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3037625;BL0116;3037625;;;Ijzerenleen;20;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905653;BL0115;905653;;;Persoonshoek;7;;;C;2020-01-13;Jo De Clippel;MDU;1;3;1;5;BUILDING template
MECHELEN - FH01;5970490;BL0110;5970490;;;Melaan;5;;;;2020-02-20;Jo De Clippel;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3037627;BL0124;3037627;;;Ijzerenleen;21;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3046132;BL0115;3046132;;;Persoonshoek;9;;;;;Abdelmalek Lamkoref;MDU;1;13;0;14;BUILDING template
MECHELEN - FH01;905659;BL0116;905659;;;Vismarkt;2;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;904599;BL0125;904599;;;Borzestraat;28;;;D;2020-01-21 11:55:21;Jo De Clippel;MDU;1;4;1;6;BUILDING template
MECHELEN - FH01;3037628;BL0116;3037628;;;Ijzerenleen;22;;;;2020-01-09 11:15:23;Jo De Clippel;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3046136;BL0115;3046136;;;Persoonshoek;11;;;;;Ralph Wery;MDU;1;33;1;35;BUILDING template
MECHELEN - FH01;3051775;BL0116;3051775;;;Vismarkt;6;;;X;2020-02-18 10:50:17;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;904600;BL0125;904600;;;Borzestraat;30;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;904925;BL0124;904925;;;Ijzerenleen;23;;;X;2020-01-09 09:35:16;Dieu Jocelin;MDU;1;2;0;3;BUILDING template
MECHELEN - FH01;3046140;BL0115;3046140;;;Persoonshoek;13;;;;;Ralph Wery;MDU;1;42;0;43;BUILDING template
MECHELEN - FH01;3051776;BL0116;3051776;;;Vismarkt;8;;;;2020-03-12 09:45:13;Jo De Clippel;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3031559;BL0125;3031559;;;Borzestraat;32;;;D;2020-03-16 10:35:10;Jo De Clippel;MDU;1;1;1;3;BUILDING template
MECHELEN - FH01;904597;BL0125;904597;;;Ijzerenleen;25;;;;2020-03-16 08:25:08;Jo De Clippel;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;903156;BL0131;903156;;;Pitzemburgstraat;2;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3051778;BL0116;3051778;;;Vismarkt;10;;;;2020-03-12 09:45:10;Jo De Clippel;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;905269;BL0116;905269;;;Ijzerenleen;26;;;D;2020-01-20;Jo De Clippel;MDU;0;2;1;3;BUILDING template
MECHELEN - FH01;3046218;BL0131;3046218;;;Pitzemburgstraat;4;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;4748761;BL0116;4748761;;;Vismarkt;12;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3031562;BL0125;3031562;;;Borzestraat;38;;;D;2020-03-03 09:40:12;Dieu Jocelin;MDU;1;3;0;4;BUILDING template
MECHELEN - FH01;3037631;BL0125;3037631;;;Ijzerenleen;27;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;3046219;BL0131;3046219;;;Pitzemburgstraat;6;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3051779;BL0116;3051779;;;Vismarkt;16;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
MECHELEN - FH01;4741936;BL0125;4741936;;;Borzestraat;42;;;;2020-02-12 09:50:37;Dieu Jocelin;SDU;0;0;0;0;BUILDING template
MECHELEN - FH01;3037632;BL0116;3037632;;;Ijzerenleen;28;;;D;2020-01-10 09:50:15;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
MECHELEN - FH01;903157;BL0131;903157;;;Pitzemburgstraat;8;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
MECHELEN - FH01;3037634;BL0125;3037634;;;Ijzerenleen;29;;;D;2020-03-16 08:40:09;Jo De Clippel;MDU;1;0;1;2;BUILDING template
MECHELEN - FH01;901415;BL0120;901415;;;Rik Woutersstraat;2;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
