Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate;TSA SIGNED;Meetstaat
ANTWERPEN-WEST - FH01;62437;BL0104;4;7093733;62437;29419802;Godefriduskaai 26-28;Godefriduskaai;26;;A;2020-02-20 10:15:38;Senel Koksal;MDU;6;8;1;15;N;;BUILDING template;2020-10-06;Y
ANTWERPEN-WEST - FH01;62444;BL0104;4;716959;62444;29419795;Godefriduskaai 18-20-22;Godefriduskaai;22;;A;2019-08-27 12:50:11;olivier collignon;MDU;0;13;1;14;Y;;BUILDING template;2019-10-22;Y
ANTWERPEN-WEST - FH01;1090148;BL0104;4;612699;1090148;29419802;Godefriduskaai 26-28;Godefriduskaai;28;;A;2020-02-20 10:15:38;Senel Koksal;MDU;7;17;1;25;Y;;BUILDING template;2020-10-06;Y
ANTWERPEN-WEST - FH01;1905398;BL0104;4;11196645;1905398;29419795;Godefriduskaai 18-20-22;Godefriduskaai;20;;A;2019-08-27 12:50:11;olivier collignon;MDU;1;0;0;1;Y;;BUILDING template;2019-10-22;Y
ANTWERPEN-WEST - FH01;1206770;BL0109;5;7093639;1206770;;;Nassaustraat;18;;A;2019-04-01 13:30:16;Geert Stockman;MDU;1;4;1;6;Y;;BUILDING template;2020-03-06;Y
ANTWERPEN-WEST - FH01;1128028;BL0109;5;7093634;1128028;;;Nassaustraat;4;;A;2019-09-02 15:30:23;Peter Van Leeuwen;MDU;1;12;1;14;Y;;BUILDING template;2020-05-06;Y
ANTWERPEN-WEST - FH01;1513863;BL0109;5;619418;1513863;;;Nassaustraat;8;;A;2019-04-01 15:55:09;Geert Stockman;MDU;1;10;1;12;Y;;BUILDING template;2020-03-19;Y
ANTWERPEN-WEST - FH01;108065;BL0109;5;612384;108065;;;Nassaustraat;24;;A;2019-09-10 13:00:27;Peter Van Leeuwen;MDU;1;8;1;10;N;;BUILDING template;2020-04-03;Y
ANTWERPEN-WEST - FH01;1128021;BL0110;5;613755;1128021;;;Amsterdamstraat;28;;A;2019-08-22 15:05:15;Peter Van Leeuwen;MDU;0;5;1;6;Y;;BUILDING template;2019-12-18;Y
ANTWERPEN-WEST - FH01;4505626;BL0110;5;11196693;4505626;;;Nassaustraat;23;;A;2019-04-12 14:00:14;Olivier Collignon;MDU;0;9;1;10;Y;;BUILDING template;2020-06-20;Y
ANTWERPEN-WEST - FH01;2024875;BL0110;5;7093682;2024875;;;Nassaustraat;11;;A;2019-09-03;Peter Van Leeuwen;MDU;1;4;1;6;Y;;BUILDING template;2019-12-19;Y
ANTWERPEN-WEST - FH01;109140;BL0111;3;612773;109140;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Bordeauxstraat;12;;A;2020-02-13;Senel Koksal;MDU;3;1;0;4;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;5569316;BL0111;3;7093719;5569316;31364879;Bordeauxstraat 8-8A-8B;Bordeauxstraat;8;;C;2020-01-31;Senel Koksal;MDU;0;7;1;8;N;;BUILDING template;2020-05-06;Y
ANTWERPEN-WEST - FH01;109139;BL0111;3;7093631;109139;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Bordeauxstraat;10;;A;2020-02-13;Senel Koksal;MDU;3;5;2;10;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;5507308;BL0111;3;7093714;5507308;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Bordeauxstraat;10;A;A;2020-02-13;Senel Koksal;MDU;0;1;0;1;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;5507312;BL0111;3;7093716;5507312;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Bordeauxstraat;16;;A;2020-02-13;Senel Koksal;MDU;0;8;1;9;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;2024759;BL0111;3;7093676;2024759;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Napoleonkaai;13;;A;2020-02-13;Senel Koksal;MDU;0;10;1;11;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;2024771;BL0111;3;7093677;2024771;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Napoleonkaai;19;;A;2020-02-13;Senel Koksal;MDU;0;8;1;9;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;2024775;BL0111;3;7093678;2024775;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Napoleonkaai;23;;A;2020-02-13;Senel Koksal;MDU;0;5;1;6;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;6637420;BL0111;3;31488327;6637420;31364879;Bordeauxstraat 8-8A-8B;Bordeauxstraat;8;A;C;2020-01-31;Senel Koksal;MDU;1;0;0;1;N;;BUILDING template;2020-05-06;Y
ANTWERPEN-WEST - FH01;5507307;BL0111;3;31364846;5507307;31364879;Bordeauxstraat 8-8A-8B;Bordeauxstraat;8;B;C;2020-01-31;Senel Koksal;MDU;1;0;0;1;N;;BUILDING template;2020-05-06;Y
ANTWERPEN-WEST - FH01;5508518;BL0111;3;7093717;5508518;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Verbindingsdok-Oostkaai;23;;A;2020-02-13;Senel Koksal;MDU;0;20;2;22;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;5507311;BL0111;3;7093715;5507311;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Verbindingsdok-Oostkaai;29;;A;2020-02-13;Senel Koksal;MDU;1;0;0;1;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;5507310;BL0111;3;11196601;5507310;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Verbindingsdok-Oostkaai;27;;A;2020-02-13;Senel Koksal;MDU;1;0;0;1;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;5507309;BL0111;3;11196602;5507309;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Verbindingsdok-Oostkaai;21;;A;2020-02-13;Senel Koksal;MDU;1;0;0;1;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;4510550;BL0111;3;11196655;4510550;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Napoleonkaai;11;;A;2020-02-13;Senel Koksal;MDU;1;0;0;1;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;4510554;BL0111;3;11196656;4510554;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Napoleonkaai;15;;A;2020-02-13;Senel Koksal;MDU;1;0;0;1;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;2024763;BL0111;3;11196657;2024763;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Napoleonkaai;17;;A;2020-02-13;Senel Koksal;MDU;1;0;0;1;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;2024772;BL0111;3;11196658;2024772;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Napoleonkaai;21;;A;2020-02-13;Senel Koksal;MDU;1;0;1;2;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;109142;BL0111;3;11196659;109142;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Napoleonkaai;27;;A;2020-02-13;Senel Koksal;MDU;1;0;0;1;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;2024779;BL0111;3;11196660;2024779;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Napoleonkaai;25;;A;2020-02-13;Senel Koksal;MDU;1;0;0;1;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;109136;BL0111;3;11196663;109136;;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Bordeauxstraat;14;;A;2020-02-13;Senel Koksal;MDU;0;1;0;1;N;;BUILDING template;2020-06-11;Y
ANTWERPEN-WEST - FH01;2024799;BL0112;3;664288;2024799;;Napoleonkaai 37-39;Napoleonkaai;39;;C;2020-06-10;olivier collignon;MDU;1;4;1;6;N;;BUILDING template;2020-06-26;Y
ANTWERPEN-WEST - FH01;1735099;BL0115;6;622698;1735099;;;Amsterdamstraat;27;;A;2019-08-30 16:50:12;Peter Van Leeuwen;MDU;1;4;1;6;N;;BUILDING template;2020-05-26;Y
ANTWERPEN-WEST - FH01;4506393;BL0116;3;7093704;4506393;;;August Michielsstraat;18;;A;2019-09-22 12:35:10;Steve De Weerdt;MDU;0;6;2;8;Y;;BUILDING template;2019-09-23;Y
ANTWERPEN-WEST - FH01;1960885;BL0124;2;11196622;1960885;;;Kempischdok-Westkaai;28;;C;2019-09-30;Mark van Gossum;MDU;0;5;1;6;Y;;BUILDING template;2020-06-22;Y
ANTWERPEN-WEST - FH01;4031647;BL0125;2;11196672;4031647;;Indiestraat 22_Genuastraat 5-7;Genuastraat;5;;C;2020-02-11 11:30:30;Senel Koksal;MDU;0;3;0;3;Y;;BUILDING template;2020-06-12;Y
ANTWERPEN-WEST - FH01;5575585;BL0125;2;712331;5575585;;Indiestraat 22_Genuastraat 5-7;Genuastraat;7;;C;2020-02-11 11:30:30;Senel Koksal;MDU;1;0;0;1;Y;;BUILDING template;2020-06-12;Y
ANTWERPEN-WEST - FH01;108941;BL0125;2;12919762;108941;;Indiestraat 22_Genuastraat 5-7;Indiestraat;22;;C;2020-02-11 11:30:30;Senel Koksal;MDU;0;20;1;21;N;;BUILDING template;2020-06-12;Y
ANTWERPEN-WEST - FH02;1740013;BL0206;;626436;1740013;;;Generaal Belliardstraat;15;;C;2020-09-29 14:00:11;Wim Lambrechts;MDU;0;7;0;7;Y;;BUILDING template;2020-10-06;Y
ANTWERPEN-WEST - FH02;108871;BL0211;;7093799;108871;;;Paardenmarkt;131;;A;2020-09-11 11:30:14;Andreas Versteeven;MDU;1;5;1;7;Y;;BUILDING template;2020-10-12;Y
ANTWERPEN-WEST - FH03;1944460;BL0302;;649976;1944460;;;Hoornstraat;3;;C;2020-07-09 14:45:14;Andreas Versteeven;MDU;0;5;0;5;Y;;BUILDING template;2020-09-04;Y
ANTWERPEN-WEST - FH03;2067087;BL0303;;688215;2067087;;;Korte Brilstraat;3;;C;2020-08-24 16:30:08;Andreas Versteeven;MDU;0;7;0;7;Y;;BUILDING template;2020-09-21;Y
ANTWERPEN-WEST - FH03;1495960;BL0306;;21122982;1495960;;;Stadswaag;14;;C;2020-07-22;Andreas Versteeven;MDU;1;5;1;7;N;;BUILDING template;2020-09-03;Y
ANTWERPEN-WEST - FH03;2058963;BL0307;;681349;2058963;;;Vekestraat;6;;C;2020-08-24 17:10:07;Andreas Versteeven;MDU;0;7;0;7;Y;;BUILDING template;2020-09-10;Y
ANTWERPEN-WEST - FH03;2058982;BL0307;;21123003;2058982;;;Vekestraat;42;;C;2020-08-20 16:40:27;Andreas Versteeven;MDU;0;5;0;5;Y;;BUILDING template;2020-09-11;Y
ANTWERPEN-WEST - FH03;4504914;BL0308;;13492075;4504914;;;Kleine Kauwenberg;8;;C;2020-07-31 10:50:05;Andreas Versteeven;MDU;0;12;1;13;Y;;BUILDING template;2020-09-03;Y
ANTWERPEN-WEST - FH03;1751662;BL0311;;13492047;1751662;;;Van Boendalestraat;3;;C;2020-08-13 12:00:40;Andreas Versteeven;MDU;0;10;1;11;N;;BUILDING template;2020-09-07;Y
ANTWERPEN-WEST - FH03;2037999;BL0311;;666870;2037999;33729865;Paardenmarkt 108-110-112-114-116;Paardenmarkt;108;;A;2020-08-24 17:05:07;Andreas Versteeven;MDU;1;0;0;1;Y;Y;BUILDING template;2020-09-28;Y
ANTWERPEN-WEST - FH03;2038004;BL0311;;13492061;2038004;33729865;Paardenmarkt 108-110-112-114-116;Paardenmarkt;110;;A;2020-08-24 17:05:08;Andreas Versteeven;MDU;0;10;1;11;Y;N;BUILDING template;2020-09-28;Y
ANTWERPEN-WEST - FH03;2038013;BL0311;;21122967;2038013;33729865;Paardenmarkt 108-110-112-114-116;Paardenmarkt;112;;A;2020-08-24 17:10:05;Andreas Versteeven;MDU;1;0;0;1;Y;N;BUILDING template;2020-09-28;Y
ANTWERPEN-WEST - FH03;2038024;BL0311;;666873;2038024;33729865;Paardenmarkt 108-110-112-114-116;Paardenmarkt;114;;A;2020-08-24 17:10:07;Andreas Versteeven;MDU;0;10;1;11;Y;N;BUILDING template;2020-09-28;Y
ANTWERPEN-WEST - FH03;109566;BL0311;;612869;109566;33729865;Paardenmarkt 108-110-112-114-116;Paardenmarkt;116;;A;2020-08-24 17:10:09;Andreas Versteeven;MDU;1;0;0;1;Y;N;BUILDING template;2020-09-28;Y
ANTWERPEN-WEST - FH03;109575;BL0311;;13492029;109575;;;Italielei;98;;A;2020-09-11;Andreas Versteeven;MDU;1;33;1;35;N;;BUILDING template;2020-09-15;Y
ANTWERPEN-WEST - FH03;109577;BL0311;;612878;109577;33729865;;Rodestraat;1;;C;2020-08-24 16:20:06;Andreas Versteeven;MDU;0;3;1;4;N;;BUILDING template;2020-10-06;Y
ANTWERPEN-WEST - FH03;1950904;BL0311;;650726;1950904;;;Italielei;56;;C;2020-08-13 12:15:11;Andreas Versteeven;MDU;1;4;1;6;Y;;BUILDING template;2020-09-07;Y
ANTWERPEN-WEST - FH03;1951415;BL0312;;13492051;1951415;;;Italielei;102;;A;2020-08-14 15:20:12;Andreas Versteeven;MDU;0;8;1;9;Y;;BUILDING template;2020-09-07;Y
ANTWERPEN-WEST - FH04;1938988;BL0404;2;8422525;1938988;;;Pieter van Hobokenstraat;24;;C;2020-01-28 19:10:13;Geert Stockman;MDU;0;7;0;7;Y;;BUILDING template;2020-06-26;Y
ANTWERPEN-WEST - FH04;4509059;BL0404;2;12736483;4509059;33618632;Paradijsstraat 6-8;Paradijsstraat;8;;C;2020-02-03 19:50:12;Geert Stockman;MDU;0;7;0;7;Y;;BUILDING template;2020-02-25;Y
ANTWERPEN-WEST - FH04;4206736;BL0404;2;695463;4206736;;;Paradijsstraat;10;;C;2020-02-06 15:00:32;Geert Stockman;MDU;0;8;0;8;Y;;BUILDING template;2020-05-06;Y
ANTWERPEN-WEST - FH04;1470239;BL0408;1;618735;1470239;;;Kipdorp;13;;C;2020-02-13 13:40:29;Maayken Vanfleteren;MDU;0;16;1;17;Y;;BUILDING template;2020-09-28;Y
ANTWERPEN-WEST - FH04;1961982;BL0408;1;8422538;1961982;;;Kipdorp;11;;C;2020-02-04 13:45:27;Maayken Vanfleteren;MDU;0;6;1;7;Y;;BUILDING template;2020-03-29;Y
ANTWERPEN-WEST - FH04;1960774;BL0410;2;8422536;1960774;;;Keizerstraat;66;;C;2020-03-04 17:15:11;Maayken Vanfleteren;MDU;0;4;0;4;Y;;BUILDING template;2020-05-06;Y
ANTWERPEN-WEST - FH04;4506661;BL0412;3;706569;4506661;;;Frans Halsplein;4;;C;2020-01-23 19:35:13;Geert Stockman;MDU;0;6;1;7;Y;;BUILDING template;2020-03-29;Y
ANTWERPEN-WEST - FH04;1759944;BL0414;1;630238;1759944;;;Borzestraat;7;;C;2020-02-03 15:00:37;Maayken Vanfleteren;MDU;0;8;1;9;Y;;BUILDING template;2020-08-11;Y
ANTWERPEN-WEST - FH04;1759976;BL0414;1;13455509;1759976;;;Borzestraat;15;;C;2019-12-22 18:35:16;Maayken Vanfleteren;MDU;0;4;1;5;Y;;BUILDING template;2020-09-28;Y
ANTWERPEN-WEST - FH04;1962002;BL0415;2;12736369;1962002;33618607;Kipdorp 44-46-48;Kipdorp;46;;C;2020-03-12 19:35:06;Geert Stockman;MDU;0;26;1;27;Y;;BUILDING template;2020-03-29;Y
ANTWERPEN-WEST - FH04;1962007;BL0415;2;8422541;1962007;;;Kipdorp;50;;C;2020-05-20 15:30:22;Geert Stockman;MDU;0;17;1;18;N;;BUILDING template;2020-01-03;Y
ANTWERPEN-WEST - FH04;56792;BL0419;1;712642;56792;;;Lange Nieuwstraat;16;;A;2019-12-22 17:45:20;Maayken Vanfleteren;MDU;5;1;1;7;Y;;BUILDING template;2020-03-20 22:14;Y
ANTWERPEN-WEST - FH04;5576488;BL0420;1;712602;5576488;33618639;Korte Klarenstraat 7-9;Korte Klarenstraat;9;;C;2020-01-30 19:20:13;Hidde Kiekens;MDU;0;7;1;8;Y;;BUILDING template;2020-03-17;Y
ANTWERPEN-WEST - FH04;1482833;BL0420;1;618934;1482833;;;Korte Klarenstraat;13;;C;2020-01-30 20:30:20;Hidde Kiekens;MDU;0;11;0;11;N;;BUILDING template;2020-09-28;Y
ANTWERPEN-WEST - FH04;5576044;BL0420;1;12736410;5576044;;;Lange Nieuwstraat;40;;C;2020-02-27 21:20:07;Hidde Kiekens;MDU;1;17;1;19;N;;BUILDING template;2020-08-04;Y
ANTWERPEN-WEST - FH04;962193;BL0420;1;8422613;962193;33618639;Korte Klarenstraat 7-9;Korte Klarenstraat;7;;C;2020-01-30 19:20:13;Hidde Kiekens;MDU;1;0;1;2;Y;;BUILDING template;2020-03-17 12:52;Y
ANTWERPEN-WEST - FH04;2068302;BL0422;5;689206;2068302;;;Lange Klarenstraat;29;;C;2020-02-18 19:55:16;Hidde Kiekens;MDU;1;2;0;3;N;;BUILDING template;2020-05-25;Y
ANTWERPEN-WEST - FH04;2027799;BL0422;5;664767;2027799;;;Lange Nieuwstraat;62;;C;2020-02-06 09:30:40;Hidde Kiekens;MDU;1;5;0;6;Y;;BUILDING template;2020-05-27;Y
ANTWERPEN-WEST - FH04;59556;BL0426;5;714127;59556;;;Korte Gasthuisstraat;27;;A;2020-01-27 18:30:20;Maayken Vanfleteren;MDU;1;5;2;8;Y;;BUILDING template;2020-03-17;Y
ANTWERPEN-WEST - FH04;110407;BL0431;4;613155;110407;;;Otto Veniusstraat;17;;A;2019-12-13 20:55:12;Hidde Kiekens;MDU;3;10;1;14;Y;;BUILDING template;2020-01-30;Y
ANTWERPEN-WEST - FH04;110410;BL0431;4;613158;110410;;;Otto Veniusstraat;19;;A;2019-12-15 11:05:15;Hidde Kiekens;MDU;1;10;1;12;Y;;BUILDING template;2020-01-30;Y
ANTWERPEN-WEST - FH04;1210370;BL0431;4;614654;1210370;;;Otto Veniusstraat;21;;C;2019-12-16 09:15:23;Hidde Kiekens;MDU;2;8;1;11;N;;BUILDING template;2020-01-30;Y
ANTWERPEN-WEST - FH04;5915249;BL0431;4;12736384;5915249;;;Kipdorpvest;34;;C;2020-01-09 09:10:21;Hidde Kiekens;MDU;0;5;1;6;N;;BUILDING template;2020-01-27;Y
ANTWERPEN-WEST - FH04;5575832;BL0431;4;712394;5575832;33618611;Kipdorpvest 40-42;Kipdorpvest;40;;A;2020-03-11 13:15:10;Hidde Kiekens;MDU;3;17;2;22;Y;;BUILDING template;2020-08-24;Y
ANTWERPEN-WEST - FH04;1008479;BL0431;4;12736385;1008479;33618611;Kipdorpvest 40-42;Kipdorpvest;42;;A;2020-05-26 13:35:18;Hidde Kiekens;MDU;1;0;0;1;Y;;BUILDING template;2020-08-24;Y
ANTWERPEN-WEST - FH04;187739;BL0431;4;642744;187739;;;Kipdorpvest;46;;A;2019-12-09 22:15:17;Hidde Kiekens;MDU;1;11;1;13;N;;BUILDING template;2020-01-30;Y
ANTWERPEN-WEST - FH04;1962040;BL0431;4;653209;1962040;;;Kipdorpvest;48;;A;2019-12-10 12:05:24;Hidde Kiekens;MDU;1;11;1;13;N;;BUILDING template;2020-01-30;Y
ANTWERPEN-WEST - FH04;1498565;BL0431;4;619112;1498565;;;Kipdorpvest;50;;A;2019-12-10 20:00:23;Hidde Kiekens;MDU;1;11;1;13;N;;BUILDING template;2020-01-30;Y
ANTWERPEN-WEST - FH04;1962045;BL0431;4;653210;1962045;;;Kipdorpvest;52;;A;2019-12-11 20:05:12;Hidde Kiekens;MDU;1;11;1;13;N;;BUILDING template;2020-01-30;Y
ANTWERPEN-WEST - FH04;1962046;BL0431;4;653211;1962046;;;Kipdorpvest;54;;C;2019-12-11 21:45:15;Hidde Kiekens;MDU;1;4;1;6;N;;BUILDING template;2020-01-30;Y
ANTWERPEN-WEST - FH04;5575536;BL0432;4;712316;5575536;;;Frankrijklei;42;;A;2019-12-29 10:15:15;Hidde Kiekens;MDU;2;7;1;10;Y;;BUILDING template;2020-08-24;Y
ANTWERPEN-WEST - FH04;4507074;BL0433;4;706614;4507074;;;Jezusstraat;22;;C;2020-02-28 18:55:11;Hidde Kiekens;MDU;1;13;1;15;Y;;BUILDING template;2020-07-06;Y
ANTWERPEN-WEST - FH04;110089;BL0433;4;613019;110089;33618616;Leysstraat 7-9-11-13-15;Leysstraat;7;;A;2020-05-27 17:35:28;Hidde Kiekens;MDU;1;0;1;2;N;;BUILDING template;2020-07-06;Y
ANTWERPEN-WEST - FH04;1990374;BL0433;4;12736435;1990374;33618616;Leysstraat 7-9-11-13-15;Leysstraat;9;;A;2020-05-27 17:36:17;Hidde Kiekens;MDU;1;0;1;2;N;;BUILDING template;2020-07-06;Y
ANTWERPEN-WEST - FH04;3927937;BL0433;4;12736436;3927937;33618616;Leysstraat 7-9-11-13-15;Leysstraat;11;;A;2020-02-28 20:05:08;Hidde Kiekens;MDU;0;8;1;9;N;;BUILDING template;2020-07-06;Y
ANTWERPEN-WEST - FH04;1990386;BL0433;4;658725;1990386;33618616;Leysstraat 7-9-11-13-15;Leysstraat;13;;A;2020-05-27 17:38:13;Hidde Kiekens;MDU;1;0;1;2;N;;BUILDING template;2020-07-06;Y
ANTWERPEN-WEST - FH04;1990387;BL0433;4;658726;1990387;33618616;Leysstraat 7-9-11-13-15;Leysstraat;15;;A;2020-05-27 17:38:57;Hidde Kiekens;MDU;1;0;1;2;N;;BUILDING template;2020-07-06;Y
ANTWERPEN-WEST - FH04;1873627;BL0434;4;642544;1873627;;;Frankrijklei;28;;A;2019-12-17 21:40:14;Hidde Kiekens;MDU;2;14;1;17;N;;BUILDING template;2020-02-11;Y
ANTWERPEN-WEST - FH04;1873602;BL0434;4;8422519;1873602;;;Frankrijklei;24;;A;2019-12-17 11:45:24;Hidde Kiekens;MDU;1;15;1;17;Y;;BUILDING template;2020-01-24;Y
ANTWERPEN-WEST - FH04;1962025;BL0434;4;12736379;1962025;;;Kipdorpvest;21;;C;2019-12-23 20:20:12;Hidde Kiekens;MDU;3;12;1;16;N;;BUILDING template;2020-01-30;Y
ANTWERPEN-WEST - FH06;6314615;BL0603;1;13335240;6314615;33634189;Maarschalk Gerardstraat 25-25A;Maarschalk Gerardstraat;25;A;A;2020-02-28 09:50:09;Geert Stockman;MDU;0;1;0;1;Y;;BUILDING template;2020-03-17;Y
