Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate;TSA SIGNED;Meetstaat
ANTWERPEN-WEST - FH05;60841;BL0555;;714680;60841;;;Scheldeken;26;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4511335;BL0513;;35729912;4511335;;;Minderbroedersrui;48;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059339;BL0536;;612247;1059339;;;Grote Markt;60;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944382;BL0548;;649902;1944382;;;Hoogstraat;44;;;;Marouane Zoubir;MDU;1;3;1;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041447;BL0504;;667754;2041447;;;Sint-Paulusstraat;14;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2066998;BL0504;;688163;2066998;;;Zwartzustersstraat;13;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48852;BL0547;;710451;48852;;;Ernest Van Dijckkaai;18;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60843;BL0552;;714681;60843;;;Scheldeken;2;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4511360;BL0511;;35729773;4511360;;;Kleine Goddaard;6;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059340;BL0537;;612248;1059340;;;Grote Markt;8;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944384;BL0548;;649904;1944384;;;Hoogstraat;46;;;;Marouane Zoubir;MDU;1;1;1;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041463;BL0504;;667756;2041463;;;Sint-Paulusstraat;18;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067000;BL0509;;688164;2067000;;;Zwartzustersstraat;18;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48853;BL0546;;710452;48853;;;Grote Pieter Potstraat;21;;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60844;BL0554;;11525689;60844;;;Kloosterstraat;24;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4511362;BL0511;;35729771;4511362;;;Kleine Goddaard;8;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059341;BL0537;;612249;1059341;;;Grote Markt;2;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944386;BL0548;;649905;1944386;;;Hoogstraat;48;;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041476;BL0504;;667758;2041476;;;Sint-Paulusstraat;20;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067002;BL0509;;688165;2067002;;;Zwartzustersstraat;20;;;;;MDU;0;4;0;4;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;48854;BL0546;;710453;48854;;;Grote Pieter Potstraat;15;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60845;BL0556;;11525690;60845;;;Kloosterstraat;26;;;;Marouane Zoubir;MDU;1;3;1;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;NB-20001910840;;;;NB-20001910840;;;Kromme-Elleboogstraat;19;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4511364;BL0511;;35729769;4511364;;;Kleine Goddaard;10;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059344;BL0527;;612252;1059344;;;Korte Koepoortstraat;10;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944388;BL0548;;649907;1944388;;;Hoogstraat;54;;;;Marouane Zoubir;MDU;1;2;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041485;BL0504;;667760;2041485;;;Sint-Paulusstraat;22;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067005;BL0509;;688166;2067005;;;Zwartzustersstraat;24;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48855;BL0545;;710454;48855;;;Grote Pieter Potstraat;13;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60846;BL0556;;11525691;60846;;;Kloosterstraat;32;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4511368;BL0511;;35729767;4511368;;;Kleine Goddaard;16;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059345;BL0527;;612253;1059345;;;Korte Koepoortstraat;2;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944389;BL0548;;649908;1944389;;;Hoogstraat;56;;;;Marouane Zoubir;MDU;0;6;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041490;BL0504;;667761;2041490;;;Sint-Paulusstraat;24;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067007;BL0504;;688167;2067007;;;Zwartzustersstraat;25;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;48856;BL0545;;710455;48856;;;Grote Pieter Potstraat;7;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60847;BL0557;;11525692;60847;;;Kloosterstraat;34;;;;Marouane Zoubir;MDU;1;4;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;NB-20007L30799;;;;NB-20007L30799;;Steegsken 7L-7R;Steegsken;7;L;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4511371;BL0515;;35729765;4511371;;;Kleine Goddaard;20;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059348;BL0527;;612254;1059348;;;Schoenmakersstraat;3;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944393;BL0551;;649911;1944393;;;Hoogstraat;62;;;;Marouane Zoubir;MDU;1;1;0;2;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041502;BL0504;;667762;2041502;;;Sint-Paulusstraat;28;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067009;BL0509;;688168;2067009;;;Zwartzustersstraat;28;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48857;BL0547;;710456;48857;;;Grote Pieter Potstraat;38;;;;Marouane Zoubir;MDU;4;3;0;7;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;60848;BL0559;;11525693;60848;;;Kloosterstraat;46;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;NB-20007R55088;;;;NB-20007R55088;;Stedgsken7L-7R;Steegsken;7;R;;;Marouane Zoubir;MDU;0;8;0;8;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512799;BL0545;;35729956;4512799;;;Kleine Pieter Potstraat;15;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059349;BL0527;;612255;1059349;;;Schoenmakersstraat;1;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944395;BL0551;;649913;1944395;;;Hoogstraat;66;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041510;BL0504;;667764;2041510;;;Sint-Paulusstraat;30;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067010;BL0504;;688169;2067010;;;Zwartzustersstraat;29;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;48858;BL0541;;11525650;48858;;;Grote Pieter Potstraat;16;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;60849;BL0554;;11525694;60849;;;Kloosterstraat;4;;;;Marouane Zoubir;MDU;0;7;0;7;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512895;BL0554;;35730005;4512895;;;Steegsken;8;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059350;BL0526;;612256;1059350;;;Schoenmakersstraat;2;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944397;BL0551;;649915;1944397;;;Hoogstraat;68;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041514;BL0504;;667765;2041514;;;Sint-Paulusstraat;34;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067012;BL0510;;11525606;2067012;;;Zwartzustersstraat;36;;;;;MDU;0;5;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48859;BL0547;;710458;48859;;;Haverstraat;4;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;60850;BL0554;;714688;60850;;;Steegsken;2;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4512934;BL0556;;35729946;4512934;;Plantijnkaai 18-20;Plantinkaai;20;;;;Marouane Zoubir;MDU;0;4;1;5;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059353;BL0535;;11525524;1059353;;;Lijnwaadmarkt;15;;;;;MDU;3;21;0;24;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944398;BL0551;;649916;1944398;;;Hoogstraat;70;;;;Marouane Zoubir;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041520;BL0504;;667767;2041520;;;Sint-Paulusstraat;38;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067013;BL0510;;688171;2067013;;;Zwartzustersstraat;38;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48861;BL0545;;710459;48861;;;Haarstraat;24;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61465;BL0540;;715625;61465;;;Kaasstraat;2;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;NB-20001223617;;;;NB-20001223617;;;Oever;12;;;;Marouane Zoubir;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4516822;BL0564;;35729897;4516822;;;Sint-Michielskaai;39;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059355;BL0535;;612260;1059355;;;Lijnwaadmarkt;9;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1944402;BL0551;;649919;1944402;;;Hoogstraat;74;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2041526;BL0504;;667769;2041526;;;Sint-Paulusstraat;40;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067014;BL0510;;688172;2067014;;;Zwartzustersstraat;40;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48862;BL0545;;710460;48862;;;Haarstraat;2;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61467;BL0541;;715626;61467;;;Haverstraat;1;;;;;MDU;1;4;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4516824;BL0562;;35729898;4516824;;;Sint-Michielskaai;29;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059356;BL0535;;612261;1059356;;;Lijnwaadmarkt;11;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;194844;BL0508;;650599;194844;;;Korte Doornikstraat;2;;;;;MDU;0;9;0;9;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2043165;BL0544;;668201;2043165;;;Pelgrimstraat;5;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067015;BL0510;;688173;2067015;;;Zwartzustersstraat;42;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48864;BL0545;;710461;48864;;;Kleine Pieter Potstraat;19;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61469;BL0541;;715629;61469;;;Ernest Van Dijckkaai;11;;;;;MDU;2;13;0;15;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4516886;BL0558;;35730023;4516886;;;Verbrande-Entrepotstraat;10;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059358;BL0527;;612263;1059358;;;Kaasrui;1;;;;;MDU;8;0;0;8;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;194847;BL0508;;650601;194847;;;Korte Doornikstraat;6;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2043173;BL0544;;668202;2043173;;;Pelgrimstraat;7;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067254;BL0518;;688304;2067254;;;Grote Koraalberg;10;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48865;BL0546;;710462;48865;;;Kleine Pieter Potstraat;2;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61470;BL0540;;29407142;61470;;;Ernest Van Dijckkaai;10;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;NB-2000196365;;;;NB-2000196365;;Sint Michielskaai 1_Sint Michielstraat 1;Sint-Michielsstraat;1;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4516897;BL0561;;35729775;4516897;;Goedehoopstraat 19-21;Goedehoopstraat;21;;;;Marouane Zoubir;MDU;1;6;2;9;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059359;BL0535;;612264;1059359;;;Kaasrui;12;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1956025;BL0551;;651063;1956025;;;Sint-Jansvliet;11;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2043175;BL0543;;668203;2043175;;;Pelgrimstraat;8;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067255;BL0518;;688305;2067255;;;Grote Koraalberg;11;;;;;MDU;0;4;0;4;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;48868;BL0545;;710463;48868;;;Kleine Pieter Potstraat;17;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61474;BL0541;;715653;61474;;;Grote Pieter Potstraat;2;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;NB-20009B53974;;;;NB-20009B53974;;;Arsenaalstraat;9;B;;;Marouane Zoubir;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4516898;BL0561;;35729774;4516898;;;Goedehoopstraat;23;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059360;BL0527;;612265;1059360;;;Kaasrui;13;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1956035;BL0553;;651064;1956035;;;Sint-Jansvliet;12;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2043178;BL0544;;668204;2043178;;;Pelgrimstraat;9;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067256;BL0518;;688306;2067256;;;Grote Koraalberg;12;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48870;BL0546;;710464;48870;;;Hoogstraat;32;;;;;MDU;2;7;0;9;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61476;BL0541;;715669;61476;;;Suikerrui;2;;;;;MDU;1;5;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;NB-20001168795;;;;NB-20001168795;;;Arsenaalstraat;11;;;;Marouane Zoubir;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4517795;BL0563;;35729988;4517795;;Scheldestraat 25-27-29;Scheldestraat;27;;;;Marouane Zoubir;MDU;0;3;1;4;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059361;BL0536;;612266;1059361;;;Maalderijstraat;7;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1956046;BL0551;;651065;1956046;;;Sint-Jansvliet;13;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2043181;BL0544;;668205;2043181;;;Pelgrimstraat;11;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067258;BL0518;;11525607;2067258;;;Grote Koraalberg;15;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48871;BL0545;;710465;48871;;;Hoogstraat;30;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61477;BL0540;;715677;61477;;;Suikerrui;1;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4517808;BL0563;;35729975;4517808;;;Riemstraat;25;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059362;BL0536;;612267;1059362;;;Maalderijstraat;1;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1956054;BL0553;;651066;1956054;;;Sint-Jansvliet;14;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2043194;BL0544;;668206;2043194;;;Pelgrimstraat;19;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067259;BL0518;;688308;2067259;;;Grote Koraalberg;17;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48872;BL0545;;710466;48872;;;Hoogstraat;24;;;;;MDU;1;4;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61478;BL0541;;715678;61478;;;Suikerrui;8;;;;;MDU;0;6;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4517811;BL0563;;35729973;4517811;;Kloosterstraat 134-140_Riemstraat 19-21-27-29-31-33-35-37-39-41;Riemstraat;41;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059363;BL0536;;612268;1059363;;;Torfbrug;10;;;;;MDU;6;0;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1956071;BL0551;;651067;1956071;;;Sint-Jansvliet;15;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2043199;BL0544;;668207;2043199;;;Pelgrimstraat;21;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067260;BL0518;;688309;2067260;;;Grote Koraalberg;18;;;;;MDU;0;10;0;10;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48873;BL0548;;710467;48873;;;Hoogstraat;42;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61696;BL0516;;716064;61696;;;Wolstraat;13;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48783;BL0539;;35730102;48783;;;Gildekamersstraat;5;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059364;BL0536;;612269;1059364;;;Torfbrug;2;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1956107;BL0551;;651068;1956107;;;Sint-Jansvliet;19;;;;Marouane Zoubir;MDU;1;1;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2043202;BL0543;;668208;2043202;;;Pelgrimstraat;22;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067563;BL0519;;688579;2067563;;;Ruckersplaats;3;;;;;MDU;0;8;0;8;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48874;BL0548;;710468;48874;;;Hoogstraat;60;;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61697;BL0517;;716065;61697;;;Lange Koepoortstraat;38;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48851;BL0547;;35730126;48851;;;Ernest Van Dijckkaai;27;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059365;BL0535;;612270;1059365;;;Torfbrug;1;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1956121;BL0551;;651069;1956121;;;Sint-Jansvliet;23;;;;Marouane Zoubir;MDU;1;0;1;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2043205;BL0543;;668209;2043205;;;Pelgrimstraat;24;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067564;BL0519;;688580;2067564;;;Ruckersplaats;4;;;;;MDU;0;8;0;8;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48875;BL0548;;710469;48875;;;Stoofstraat;13;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61698;BL0517;;716066;61698;;;Lange Koepoortstraat;78;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48863;BL0545;;35729955;48863;;;Kleine Pieter Potstraat;21;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1059370;BL0535;;612274;1059370;;;Melkmarkt;2;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1956600;BL0516;;651114;1956600;;;Jeruzalemstraat;4;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2043207;BL0544;;668210;2043207;;;Pelgrimstraat;25;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067565;BL0519;;688581;2067565;;;Ruckersplaats;5;;;;;MDU;0;9;0;9;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48928;BL0548;;710488;48928;;;Hoogstraat;50;;;;Marouane Zoubir;MDU;2;6;2;10;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61699;BL0516;;716067;61699;;;Lange Koepoortstraat;67;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48866;BL0546;;35729958;48866;;;Kleine Pieter Potstraat;10;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1072759;BL0535;;11525525;1072759;;;Kaasrui;2;;;;;MDU;0;4;0;4;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1956609;BL0516;;651115;1956609;;;Jeruzalemstraat;6;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2043210;BL0543;;11525586;2043210;;;Pelgrimstraat;26;;;;;MDU;5;0;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2067566;BL0519;;688582;2067566;;;Ruckersplaats;6;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5319508;BL0540;;710703;5319508;;;Ernest Van Dijckkaai;6;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61700;BL0517;;716068;61700;;;Hofstraat;17;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48867;BL0546;;35729957;48867;;;Kleine Pieter Potstraat;12;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1072761;BL0526;;612311;1072761;;;Schoenmakersstraat;6;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1956621;BL0511;;11525576;1956621;;;Jeruzalemstraat;7;;;;;MDU;0;5;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2043214;BL0543;;668212;2043214;;;Pelgrimstraat;28;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2068083;BL0502;;689034;2068083;;;Grote Kraaiwijk;4;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5322589;BL0564;;710757;5322589;;;Rivierstraat;22;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61701;BL0517;;716069;61701;;;Hofstraat;1;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;48869;BL0546;;35729815;48869;;Hoogstraat 40_Vlasmarkt 37;Hoogstraat;40;;;;Marouane Zoubir;MDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1090979;BL0533;;11525526;1090979;;;Sint-Katelijnevest;26;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1956628;BL0516;;651117;1956628;;;Jeruzalemstraat;8;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2043217;BL0543;;668213;2043217;;;Pelgrimstraat;30;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2068084;BL0502;;689035;2068084;;;Grote Kraaiwijk;6;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;53363;BL0563;;710768;53363;;;Riemstraat;1;;;;Marouane Zoubir;MDU;0;6;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;61702;BL0517;;716070;61702;;;Zirkstraat;28;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;5307359;BL0546;;35729809;5307359;;;Hoogstraat;34;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1090980;BL0533;;612732;1090980;;;Sint-Katelijnevest;6;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1956632;BL0511;;651118;1956632;;;Jeruzalemstraat;9;;;;;MDU;0;17;0;17;Y;;BUILDING template;;
