Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate;TSA SIGNED;Meetstaat
ANTWERPEN-WEST - FH05;2008741;BL0564;;662456;2008741;;;Sint-Michielskaai;40;;;;Marouane Zoubir;MDU;1;4;1;6;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2061193;BL0546;;683195;2061193;;Vlasmarkt 25-27-29;Vlasmarkt;25;;;;Marouane Zoubir;MDU;0;0;1;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509619;BL0519;;706952;4509619;;;Lange Doornikstraat;10;;;;;MDU;0;15;0;15;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;58135;BL0505;;714047;58135;;;Veemarkt;10;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2069059;BL0539;;35730107;2069059;;;Zilversmidstraat;8;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1904650;BL0514;;644783;1904650;;;Grote Goddaard;6;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2009158;BL0559;;662463;2009158;;;Sint-Michielsstraat;2;B;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2061195;BL0548;;683196;2061195;;;Vlasmarkt;28;;;;Marouane Zoubir;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509648;BL0509;;706956;4509648;;;Korte Doornikstraat;9;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;58136;BL0505;;714048;58136;;;Veemarkt;1;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2069167;BL0525;;35730109;2069167;;;Spanjepandsteeg;5;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1904672;BL0514;;644784;1904672;;;Grote Goddaard;8;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2009173;BL0557;;662464;2009173;;;Sint-Michielsstraat;3;;;;Marouane Zoubir;MDU;0;3;0;3;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2061196;BL0546;;683197;2061196;;Vlasmarkt 25-27-29;Vlasmarkt;29;;;;Marouane Zoubir;MDU;0;5;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509657;BL0504;;706957;4509657;;;Zwartzustersstraat;9;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;58137;BL0505;;714049;58137;;;Veemarkt;9;;;;;MDU;2;0;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3918230;BL0560;;35730142;3918230;;Arsenaalstraat 8-10;Arsenaalstraat;10;;;;Marouane Zoubir;MDU;0;5;1;6;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1904686;BL0514;;644785;1904686;;;Grote Goddaard;10;;;;;MDU;0;13;0;13;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2009191;BL0557;;662465;2009191;;;Sint-Michielsstraat;5;;;;Marouane Zoubir;MDU;1;4;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2061197;BL0548;;683198;2061197;;;Vlasmarkt;30;;;;Marouane Zoubir;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509663;BL0504;;706958;4509663;;;Sint-Paulusplaats;14;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;58138;BL0507;;714050;58138;;;Veemarkt;29;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3918269;BL0560;;35729787;3918269;;Fortuinstraat 5-7;Fortuinstraat;7;;;;Marouane Zoubir;MDU;0;5;0;5;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1904724;BL0514;;644786;1904724;;;Grote Goddaard;14;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2009229;BL0557;;662466;2009229;;;Sint-Michielsstraat;7;;;;Marouane Zoubir;MDU;0;6;0;6;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2061198;BL0548;;683199;2061198;;;Vlasmarkt;32;;;;Marouane Zoubir;MDU;1;1;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509664;BL0504;;706959;4509664;;;Sint-Paulusplaats;15;;;;;MDU;1;2;0;3;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;58139;BL0507;;714051;58139;;;Veemarkt;26;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3927544;BL0514;;35729753;3927544;;;Grote Goddaard;30;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1904741;BL0514;;644787;1904741;;;Grote Goddaard;16;;;;;MDU;1;2;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2009249;BL0559;;662467;2009249;;;Sint-Michielsstraat;8;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2061200;BL0548;;683200;2061200;;;Vlasmarkt;34;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509667;BL0504;;706960;4509667;;;Nosestraat;5;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5906442;BL0513;;11525677;5906442;;;Grote Goddaard;11;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3927574;BL0562;;35729776;3927574;;;Goedehoopstraat;20;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1904754;BL0514;;644788;1904754;;;Grote Goddaard;18;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2009296;BL0557;;662468;2009296;;;Sint-Michielsstraat;11;;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2061201;BL0546;;683201;2061201;;;Vlasmarkt;35;;;;Marouane Zoubir;MDU;0;3;0;3;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509669;BL0504;;706961;4509669;;;Nosestraat;9;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5906952;BL0531;;11525678;5906952;;;Moriaanstraat;2;B;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3927825;BL0511;;35729875;3927825;;;Lange Koepoortstraat;41;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1904766;BL0513;;644789;1904766;;;Grote Goddaard;19;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2009336;BL0557;;662469;2009336;;;Sint-Michielsstraat;13;;;;Marouane Zoubir;MDU;1;1;1;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2061254;BL0507;;683246;2061254;;;Vleeshouwersstraat;6;;;;;MDU;0;7;0;7;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509670;BL0504;;706962;4509670;;;Nosestraat;11;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5906953;BL0531;;11525679;5906953;;;Moriaanstraat;4;A;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3927938;BL0535;;35729888;3927938;;;Lijnwaadmarkt;13;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1904770;BL0514;;644790;1904770;;;Grote Goddaard;20;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2009347;BL0557;;662470;2009347;;;Sint-Michielsstraat;15;;;;Marouane Zoubir;MDU;0;5;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2061255;BL0519;;683247;2061255;;;Vleeshouwersstraat;17;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509673;BL0504;;706963;4509673;;;Sint-Paulusstraat;8;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;5906961;BL0542;;11525680;5906961;;;Haarstraat;11;A;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3928013;BL0560;;35729902;3928013;;Sint Michielskaai 15-16;Sint-Michielskaai;16;;;;Marouane Zoubir;MDU;0;5;0;5;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1904788;BL0514;;644791;1904788;;;Grote Goddaard;22;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2009378;BL0557;;662471;2009378;;;Sint-Michielsstraat;19;;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2061256;BL0520;;683248;2061256;;;Vleeshouwersstraat;38;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509674;BL0504;;706964;4509674;;;Sint-Paulusstraat;16;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59105;BL0509;;714052;59105;;;Korte Doornikstraat;13;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3928014;BL0560;;35729901;3928014;;Sint Michielskaai 17-18;Sint-Michielskaai;18;;;;Marouane Zoubir;MDU;0;5;0;5;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1904795;BL0514;;644792;1904795;;;Grote Goddaard;24;;;;;MDU;0;6;0;6;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2012337;BL0512;;662568;2012337;;;Minderbroedersrui;8;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2064551;BL0533;;685988;2064551;;;Wijngaardbrug;6;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509686;BL0510;;706965;4509686;;;Zwartzustersstraat;44;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59106;BL0509;;714053;59106;;;Korte Doornikstraat;1;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3928016;BL0561;;35729899;3928016;;Sint Michielskaai 23-24-25;Sint-Michielskaai;25;;;;Marouane Zoubir;MDU;0;7;1;8;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1904814;BL0514;;644793;1904814;;;Grote Goddaard;28;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2012434;BL0512;;662569;2012434;;;Minderbroedersrui;10;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2064552;BL0532;;685989;2064552;;;Wijngaardstraat;2;;;;;MDU;0;3;0;3;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509695;BL0510;;706966;4509695;;;Stoelstraat;11;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;59108;BL0504;;714054;59108;;;Sint-Paulusplaats;19;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3928250;BL0563;;35729971;3928250;;Kloosterstraat 134-140_Riemstraat 19-21-27-29-31-33-35-37-39-41;Riemstraat;19;A;;;Marouane Zoubir;MDU;1;0;1;2;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1904820;BL0514;;644794;1904820;;;Grote Goddaard;30;;;;;MDU;3;0;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2012471;BL0512;;662570;2012471;;;Minderbroedersrui;12;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2064553;BL0531;;685990;2064553;;;Wijngaardstraat;5;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509699;BL0509;;11525637;4509699;;;Zirkstraat;23;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59109;BL0504;;714055;59109;;;Sint-Paulusplaats;5;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3928252;BL0563;;35729977;3928252;;Kloosterstraat 134-140_Riemstraat 19-21-27-29-31-33-35-37-39-41;Riemstraat;21;;;;Marouane Zoubir;MDU;0;8;1;9;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1904852;BL0514;;644795;1904852;;;Grote Goddaard;32;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2012523;BL0512;;662572;2012523;;;Minderbroedersrui;14;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2064554;BL0532;;685991;2064554;;;Wijngaardstraat;6;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509795;BL0537;;706981;4509795;;;Handschoenmarkt;21;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59113;BL0504;;714056;59113;;;Sint-Paulusstraat;2;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3928662;BL0525;;35730041;3928662;;;Wisselstraat;4;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1904905;BL0514;;644796;1904905;;;Grote Goddaard;36;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2012694;BL0512;;662575;2012694;;;Minderbroedersrui;22;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2064555;BL0532;;11525596;2064555;;;Wijngaardstraat;8;;;;;MDU;0;6;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509810;BL0539;;706983;4509810;;;Gildekamersstraat;3;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59114;BL0504;;11525681;59114;;;Sint-Paulusstraat;42;;;;;MDU;1;20;0;21;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3928696;BL0209;;35730078;3928696;;;Zwartzustersstraat;22;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;1904943;BL0511;;644797;1904943;;;Kleine Goddaard;4;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2012919;BL0513;;662579;2012919;;;Minderbroedersrui;32;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2064556;BL0531;;685993;2064556;;;Wijngaardstraat;9;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509821;BL0539;;706984;4509821;;;Suikerrui;17;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;59116;BL0504;;714058;59116;;;Zwartzustersstraat;1;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;3955432;BL0531;;35730038;3955432;;;Wijngaardstraat;17;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1904965;BL0512;;644798;1904965;;;Kleine Goddaard;5;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2012966;BL0513;;662580;2012966;;;Minderbroedersrui;34;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2064557;BL0531;;685994;2064557;;;Wijngaardstraat;11;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4509823;BL0537;;706985;4509823;;;Grote Markt;10;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59118;BL0504;;714059;59118;;;Zwartzustersstraat;15;;;;;MDU;0;23;0;23;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;3963164;BL0542;;35729821;3963164;;;Hoogstraat;4;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1905115;BL0512;;644799;1905115;;;Kleine Goddaard;17;;;;;MDU;0;4;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2013118;BL0513;;662582;2013118;;;Minderbroedersrui;38;;;;;SDU;1;0;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;2064558;BL0532;;685995;2064558;;;Wijngaardstraat;12;;;;;MDU;5;0;0;5;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4511301;BL0511;;11525638;4511301;;;Jeruzalemstraat;5;;;;;MDU;0;10;0;10;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59120;BL0510;;714060;59120;;;Zwartzustersstraat;46;;;;;MDU;0;3;0;3;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4000670;BL0519;;35730072;4000670;;;Zirkstraat;6;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1905126;BL0511;;644800;1905126;;;Kleine Goddaard;18;;;;;MDU;0;8;0;8;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2013163;BL0513;;11525583;2013163;;;Minderbroedersrui;40;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2064559;BL0531;;685996;2064559;;;Wijngaardstraat;13;;;;;MDU;0;6;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4511305;BL0511;;11525639;4511305;;;Jeruzalemstraat;11;;;;;MDU;0;8;0;8;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59121;BL0504;;714061;59121;;;Zwartzustersstraat;27;;;;;SDU;0;1;0;1;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4011913;BL0511;;35729876;4011913;;;Lange Koepoortstraat;39;;;;;SDU;0;1;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1905194;BL0511;;644801;1905194;;;Kleine Goddaard;24;;;;;MDU;0;6;0;6;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2013236;BL0513;;662586;2013236;;;Minderbroedersrui;42;;;;;MDU;1;3;0;4;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2064562;BL0532;;685997;2064562;;;Wijngaardstraat;14;;;;;MDU;1;4;0;5;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4511333;BL0513;;707182;4511333;;;Minderbroedersrui;44;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59122;BL0509;;714062;59122;;;Zirkstraat;13;;;;;MDU;0;2;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4019371;BL0553;;35730004;4019371;;;Steegsken;11;;;;Marouane Zoubir;MDU;0;15;0;15;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;1905990;BL0561;;644834;1905990;;;Goedehoopstraat;3;;;;Marouane Zoubir;MDU;1;1;0;2;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2013344;BL0513;;662588;2013344;;;Minderbroedersrui;46;;;;;MDU;0;8;0;8;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;2064564;BL0532;;685998;2064564;;;Wijngaardstraat;16;;;;;MDU;0;8;0;8;N;;BUILDING template;;
ANTWERPEN-WEST - FH05;4511339;BL0513;;707183;4511339;;;Minderbroedersrui;54;;;;;SDU;1;0;0;1;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;59123;BL0509;;714063;59123;;;Zirkstraat;37;;;;;MDU;1;27;0;28;Y;;BUILDING template;;
ANTWERPEN-WEST - FH05;4019791;BL0510;;35730008;4019791;;;Stoelstraat;13;A;;;;SDU;0;1;0;1;Y;;BUILDING template;;
