Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
ROESELARE - FH04;4375034;404;;;4375034;;Jules Lagaelaan 7-8-9-10-10A;Jules Lagaelaan;8;;A;2018-02-06 09:05:43;Rudi Caes;MDU;0;7;1;8;BUILDING template
ROESELARE - FH04;4353056;404;;;4353056;;Spanjestraat 8-10-12;Spanjestraat;10;;C;2018-02-14 15:41:14;Rudi Caes;MDU;0;7;1;8;BUILDING template
ROESELARE - FH04;1252307;419;;;1252307;;;Mariastraat;11;;D;2018-03-19 16:21:05;Rudi Caes;MDU;0;7;1;8;BUILDING template
ROESELARE - FH04;6139657;419;;;6139657;;;Mariastraat;15;;D;2018-03-19 16:21:40;Rudi Caes;MDU;0;7;1;8;BUILDING template
ROESELARE - FH04;875146;414;;;875146;;;Mandellaan;230;;D;2018-03-19 16:24:29;Muzaffer Erkoç;MDU;0;6;0;6;BUILDING template
ROESELARE - FH04;3413637;416;;;3413637;;;Ardooisesteenweg;135;;D;2018-03-19 16:28:41;Rudi Caes;MDU;0;6;0;6;BUILDING template
ROESELARE - FH04;1252908;401;;;1252908;;;Spanjestraat;140;;D;2018-03-21 11:41:37;Rudi Caes;MDU;0;6;0;6;BUILDING template
ROESELARE - FH04;3418814;;;8680411;3418814;;;Sint-Hubrechtsstraat;38;;D;;;MDU;0;6;0;6;BUILDING template
ROESELARE - FH04;3418573;411;;;3418573;;;Spanjestraat;243;;D;2018-03-21 10:56:02;Gunther Lamberts;MDU;0;5;0;5;BUILDING template
ROESELARE - FH04;123241;408;;;123241;;;Ommegangsstraat;3;;D;2018-03-01 13:46:51;Rudi Caes;MDU;0;5;0;5;BUILDING template
ROESELARE - FH04;1252977;405;;;1252977;;;Spanjestraat;15;;D;08-Mar-17;;MDU;0;5;0;5;BUILDING template
ROESELARE - FH04;5985158;418;;;5985158;;;Ardooisesteenweg;49;A;D;2018-11-26;Jonathan Collignon;MDU;0;5;1;6;BUILDING template
ROESELARE - FH04;1252970;404;;;1252970;;;Kaaistraat;6;;B;2018-02-02 09:10:55;;MDU;0;5;1;6;BUILDING template
ROESELARE - FH04;4353057;404;;;4353057;;Spanjestraat 8-10-12;Spanjestraat;12;;C;2018-02-15 08:05:14;Rudi Caes;MDU;0;5;1;6;BUILDING template
ROESELARE - FH04;3414336;415;;;3414336;;;Bruanestraat;13;;D;2018-03-19 16:30:08;Muzaffer Erkoç;MDU;0;5;0;5;BUILDING template
ROESELARE - FH04;875096;412;;;875096;;;Mandellaan;276;;E;2018-03-19 16:20:41;Muzaffer Erkoç;MDU;0;5;0;5;BUILDING template
ROESELARE - FH04;1252738;413;;;1252738;;;Mandellaan;264;;B;2018-03-20 10:27:00;Gunther Lamberts;MDU;0;5;1;6;BUILDING template
ROESELARE - FH04;3413588;419;;;3413588;;;Ardooisesteenweg;27;;D;2018-03-22 10:56:02;Rudi Caes;MDU;0;5;0;5;BUILDING template
ROESELARE - FH04;3948123;411;;;3948123;;;Spanjestraat;257;;B;2018-03-19 16:11:20;Gunther Lamberts;MDU;0;4;0;4;BUILDING template
ROESELARE - FH04;18575;414;;;18575;;Mandellaan 196-198-200;Mandellaan;200;;E;2018-03-19 16:29:04;Muzaffer Erkoç;MDU;0;4;1;5;BUILDING template
ROESELARE - FH04;875321;405;;;875321;;;Spanjestraat;7;;B;2018-03-01 10:20:31;Rudi Caes;MDU;0;4;0;4;BUILDING template
ROESELARE - FH04;123215;410;;;123215;;;Sint-Hubrechtsstraat;45;;D;2018-03-21 13:56:02;Muzaffer Erkoç;MDU;0;4;0;4;BUILDING template
ROESELARE - FH04;1252973;404;;;1252973;;;Vaartstraat;16;;D;2018-01-25 08:36:07;;MDU;0;4;0;4;BUILDING template
ROESELARE - FH04;3419289;404;;;3419289;;;Vaartstraat;18;;D;2018-01-25 08:35:59;;MDU;0;4;0;4;BUILDING template
ROESELARE - FH04;3413622;415;;;3413622;;;Ardooisesteenweg;96;;D;2018-03-21 15:10:12;Muzaffer Erkoç;MDU;0;4;0;4;BUILDING template
ROESELARE - FH04;875142;413;;;875142;;;Koornstraat;9;;D;2018-03-21 14:51:39;Muzaffer Erkoç;MDU;0;4;0;4;BUILDING template
ROESELARE - FH04;5713505;415;;;5713505;;;Overstatie;1;;D;13-sep-17;;MDU;0;4;0;4;BUILDING template
ROESELARE - FH04;5755883;415;;;5755883;;;Overstatie;2;;D;13-sep-17;;MDU;0;4;0;4;BUILDING template
ROESELARE - FH04;5755884;415;;;5755884;;;Overstatie;3;;D;13-sep-17;;MDU;0;4;0;4;BUILDING template
ROESELARE - FH04;5755885;415;;;5755885;;;Overstatie;4;;D;13-sep-17;;MDU;0;4;0;4;BUILDING template
ROESELARE - FH04;5755886;415;;;5755886;;;Overstatie;5;;D;13-sep-17;;MDU;0;4;0;4;BUILDING template
ROESELARE - FH04;5713507;415;;;5713507;;;Overstatie;6;;D;13-sep-17;;MDU;0;4;0;4;BUILDING template
ROESELARE - FH04;5713506;415;;;5713506;;;Overstatie;7;;D;13-sep-17;;MDU;0;4;0;4;BUILDING template
ROESELARE - FH04;875049;412;;;875049;;;Mandellaan;346;;D;2018-03-19 16:20:39;Muzaffer Erkoç;MDU;0;4;0;4;BUILDING template
ROESELARE - FH04;123229;405;;;123229;;;Onze-Lieve-Vrouwestraat;10;;E;2018-02-13 11:10:06;Rudi Caes;MDU;0;36;3;39;BUILDING template
ROESELARE - FH04;874793;420;;;874793;;;Beversesteenweg;51;;B;2018-03-22 10:59:53;Gunther Lamberts;MDU;0;30;0;30;BUILDING template
ROESELARE - FH04;123272;408;;;123272;;;Nijverheidsstraat;6;;D;2018-02-16 09:19:51;Rudi Caes;MDU;0;3;0;3;BUILDING template
ROESELARE - FH04;3418801;408;;;3418801;;;Sint-Hubrechtsstraat;5;;D;2018-01-30 12:40:25;;MDU;0;3;1;4;BUILDING template
ROESELARE - FH04;1252910;401;;;1252910;;;Kaaistraat;62;;D;2018-03-21 09:50:16;Muzaffer Erkoç;MDU;0;3;0;3;BUILDING template
ROESELARE - FH04;3414895;416;;;3414895;;;Fabrieksstraat;30;;D;2018-03-19 16:28:40;Rudi Caes;MDU;0;3;0;3;BUILDING template
ROESELARE - FH04;1252328;418;;;1252328;;;Sint-Jorisstraat;59;;D;2018-03-09 10:35:22;Gunther Lamberts;MDU;0;3;0;3;BUILDING template
ROESELARE - FH04;1252971;404;;;1252971;;;Vaartstraat;23;;D;2018-02-01 09:10:53;Rudi Caes;MDU;0;3;0;3;BUILDING template
ROESELARE - FH04;123235;406;;;123235;;;Onze-Lieve-Vrouwestraat;23;;D;2018-02-28 13:55:16;Rudi Caes;MDU;0;3;0;3;BUILDING template
ROESELARE - FH04;3417015;416;;;3417015;;;Mandellaan;156;;D;2018-03-19 16:21:25;Rudi Caes;MDU;0;3;0;3;BUILDING template
ROESELARE - FH04;1252248;416;;;1252248;;;Mandellaan;158;;D;2018-03-19 16:21:56;Rudi Caes;MDU;0;3;0;3;BUILDING template
ROESELARE - FH04;3413903;430;;;3413903;;;Beversesteenweg;193;B;X;2018-03-20 13:45:02;Rudi Caes;MDU;1;3;0;4;BUILDING template
ROESELARE - FH04;875128;416;;;875128;;;Mandellaan;180;;D;2018-03-19 16:21:58;Rudi Caes;MDU;0;3;0;3;BUILDING template
ROESELARE - FH04;3419083;406;;;3419083;;;Steenhouwersstraat;10;;D;2018-05-08 07:10:16;Jonathan Collignon;MDU;0;3;0;3;BUILDING template
ROESELARE - FH04;85635;409;;;85635;;;Spinnersstraat;2;;D;2018-03-19 16:31:24;Rudi Caes;MDU;0;3;0;3;BUILDING template
ROESELARE - FH04;123195;407;;;123195;;;Ardooisesteenweg;12;;D;2018-02-27 17:05:11;Rudi Caes;MDU;2;3;0;5;BUILDING template
ROESELARE - FH04;1465795;419;;;1465795;;;Ardooisesteenweg;43;;D;2018-05-11 15:53:46;Rudi Caes;MDU;0;3;0;3;BUILDING template
ROESELARE - FH04;3948138;412;;;3948138;;;Vierwegstraat;47;;D;2018-03-21 14:35:39;Muzaffer Erkoç;MDU;0;3;0;3;BUILDING template
ROESELARE - FH04;875046;411;;;875046;;;Mandellaan;362;;D;2019-01-21 08:45:35;Jonathan Collignon;MDU;0;3;1;4;BUILDING template
ROESELARE - FH04;1252310;419;;;1252310;;;Mariastraat;1;;D;2018-03-19 16:20:49;Rudi Caes;MDU;0;3;0;3;BUILDING template
ROESELARE - FH04;3413587;408;;;3413587;;;Ardooisesteenweg;26;;D;2018-03-08 13:46:17;Gunther Lamberts;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;123276;408;;;123276;;;Nijverheidsstraat;18;;D;2018-02-22 08:50:11;Rudi Caes;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;3948137;411;;;3948137;;;Vierwegstraat;46;;B;2018-03-19 16:12:11;Gunther Lamberts;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;123208;408;;;123208;;;Sint-Hubrechtsstraat;35;;D;2018-02-16 11:42:20;Rudi Caes;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;123213;410;;;123213;;;Sint-Hubrechtsstraat;43;;D;2018-03-19 16:20:37;Muzaffer Erkoç;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;3419291;403;;;3419291;;;Vaartstraat;31;;D;2018-02-01 09:05:35;Rudi Caes;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;4359707;418;;;4359707;;;Beversesteenweg;56;;E;2018-03-09 11:33:45;Gunther Lamberts;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;3948095;404;;;3948095;;;Jules Lagaelaan;3;;D;2018-02-07 08:30:20;Rudi Caes;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;3415314;423;;;3415314;;;Hammestraat;53;;D;2018-03-19 16:21:30;Gunther Lamberts;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;4374874;404;;;4374874;;;Spanjestraat;30;;D;2018-01-26 08:50:22;;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;874786;416;;;874786;;;Fabrieksstraat;54;;D;2018-03-19 16:32:23;Rudi Caes;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;3948106;423;;;3948106;;;Munitiestraat;11;;D;2018-03-19 16:21:46;Gunther Lamberts;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;3413603;409;;;3413603;;;Ardooisesteenweg;58;;D;2018-03-21 15:05:02;Gunther Lamberts;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;874749;416;;;874749;;;Hammestraat;42;;D;2018-03-19 16:21:42;Rudi Caes;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;1252889;401;;;1252889;;;Spanjestraat;196;;D;2018-03-21 10:35:54;Rudi Caes;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;874632;428;;;874632;;;Meulebekestraat;7;;D;2018-03-19 16:21:27;Gunther Lamberts;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;1252733;413;;;1252733;;;Mandellaan;248;;D;2018-03-21 14:55:48;Gunther Lamberts;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;3417042;413;;;3417042;;;Mandellaan;260;;D;2018-03-21 14:57:45;Muzaffer Erkoç;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;4368312;412;;;4368312;;;Mandellaan;296;;D;2018-03-19 16:21:09;Muzaffer Erkoç;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;1252219;424;;;1252219;;;Mandeldreef;52;;D;2018-03-19 16:23:06;Muzaffer Erkoç;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;4353068;407;;;4353068;;;Jules Lagaelaan;26;;D;2018-02-13 08:15:27;Rudi Caes;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;1252757;417;;;1252757;;;Ardooisesteenweg;117;;D;2018-03-22 23:46:02;Rudi Caes;MDU;0;2;0;2;BUILDING template
ROESELARE - FH04;3996199;429;;;3996199;;;Beversesteenweg;180;;C;2019-10-28;Bjorn De Pauw;MDU;2;2;0;4;BUILDING template
ROESELARE - FH04;1096402;419;;;1096402;;;Mariastraat;21;;E;2018-03-08 13:08:30;Rudi Caes;MDU;0;19;1;20;BUILDING template
ROESELARE - FH04;5489969;414;;;5489969;;Mandellaan 196-198-200;Mandellaan;198;;E;2018-03-21 15:06:22;Gunther Lamberts;MDU;0;18;1;19;BUILDING template
ROESELARE - FH04;18585;408;;;18585;;Ardooisesteenweg 14_Sint-Hubrechtsstraat 1;Sint-Hubrechtsstraat;1;;B;2018-02-01 09:26:37;Rudi Caes;MDU;0;16;1;17;BUILDING template
ROESELARE - FH04;123247;404;;;123247;;Jules Lagaelaan 11-12-13-13A;Jules Lagaelaan;13;;A;2018-02-06 09:25:44;Rudi Caes;MDU;0;15;1;16;BUILDING template
ROESELARE - FH04;5305155;414;;;5305155;;Mandellaan 196-198-200;Mandellaan;196;;E;2018-03-19 16:29:02;Gunther Lamberts;MDU;0;14;2;16;BUILDING template
ROESELARE - FH04;3413577;407;;;3413577;;;Ardooisesteenweg;4;;A;2019-06-05;Bjorn De Pauw;MDU;1;14;1;16;BUILDING template
ROESELARE - FH04;4353121;404;;;4353121;;Jules Lagaelaan 11-12-13-13A;Jules Lagaelaan;11;;A;2018-02-06 09:20:22;Rudi Caes;MDU;0;13;1;14;BUILDING template
ROESELARE - FH04;880548;419;;;880548;;;Mariastraat;13;;D;2018-03-19 16:21:13;Rudi Caes;MDU;0;13;1;14;BUILDING template
ROESELARE - FH04;874790;420;;;874790;;;Beversesteenweg;53;;C;2020-02-17;Geert Stockman;MDU;0;12;0;12;BUILDING template
ROESELARE - FH04;1490121;420;;;1490121;;;Beversesteenweg;55;;C;2020-02-17;Geert Stockman;MDU;0;12;0;12;BUILDING template
ROESELARE - FH04;123288;409;;;123288;;;Nijverheidsstraat;5;A;D;2019-02-05 11:10:45;Jonathan Collignon;MDU;0;11;1;12;BUILDING template
ROESELARE - FH04;5580407;420;;;5580407;;;Beversesteenweg;57;;C;2020-02-17;Geert Stockman;MDU;0;11;0;11;BUILDING template
ROESELARE - FH04;1252319;419;;;1252319;;;Beversesteenweg;20;;A;2019-06-06;Bjorn De Pauw;MDU;0;11;1;12;BUILDING template
ROESELARE - FH04;875072;411;;;875072;;;Spanjestraat;203;;B;2018-03-19 16:21:59;Gunther Lamberts;MDU;0;11;0;11;BUILDING template
ROESELARE - FH04;4359709;418;;;4359709;;;Beversesteenweg;58;;E;2018-03-09 11:09:42;Muzaffer Erkoç;MDU;0;10;0;10;BUILDING template
ROESELARE - FH04;123249;404;;;123249;;Jules Lagaelaan 7-8-9-10-10A;Jules Lagaelaan;10;;A;2018-02-06 09:20:10;Rudi Caes;MDU;0;10;1;11;BUILDING template
ROESELARE - FH04;3418527;404;;;3418527;;;Spanjestraat;6;;C;2018-02-13 14:56:11;Rudi Caes;MDU;0;10;2;12;BUILDING template
ROESELARE - FH04;1252330;420;;;1252330;;;Beversesteenweg;45;;B;2018-03-19 16:21:53;Muzaffer Erkoç;MDU;0;10;0;10;BUILDING template
ROESELARE - FH04;874791;420;;;874791;;;Beversesteenweg;47;;B;2018-03-19 16:21:37;Muzaffer Erkoç;MDU;0;10;0;10;BUILDING template
ROESELARE - FH04;1252331;420;;;1252331;;;Beversesteenweg;49;;B;2018-03-19 16:21:50;Muzaffer Erkoç;MDU;0;10;0;10;BUILDING template
ROESELARE - FH04;3416490;413;;;3416490;;;Koornstraat;13;;D;2018-03-19 16:12:04;Muzaffer Erkoç;MDU;0;10;0;10;BUILDING template
ROESELARE - FH04;874796;419;;;874796;;;Beversesteenweg;22;;A;2019-06-06;Bjorn De Pauw;MDU;1;10;1;12;BUILDING template
ROESELARE - FH04;5564832;;;7434384;5564832;;;Koornstraat;5;B;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252926;402;;;1252926;;;Langebrugstraat;64;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416500;410;;;3416500;;;Koornstraat;46;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4354462;411;;;4354462;;;Spanjestraat;227;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5463498;414;;;5463498;;;Bruanestraat;101;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4168450;417;;;4168450;;;Sint-Jorisstraat;4;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252259;425;;;1252259;;;Hammestraat;95;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874757;427;;;874757;;;Mandeldreef;45;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3415593;429;;;3415593;;;Herentalslaan;25;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5564833;;;7434385;5564833;;;Koornstraat;5;C;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252927;402;;;1252927;;;Langebrugstraat;66;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416501;410;;;3416501;;;Koornstraat;48;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4240991;411;;;4240991;;;Spanjestraat;229;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5463499;414;;;5463499;;;Bruanestraat;103;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252252;425;;;1252252;;;Hammestraat;97;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252280;427;;;1252280;;;Mandeldreef;47;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3415594;429;;;3415594;;;Herentalslaan;27;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5570404;;;194148;5570404;;;Jules Lagaelaan;22;;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4218578;402;;;4218578;;;Langebrugstraat;68;;;2018-03-20 09:45:03;Muzaffer Erkoç;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416502;410;;;3416502;;;Koornstraat;52;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4354465;411;;;4354465;;;Spanjestraat;231;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5463306;414;;;5463306;;;Bruanestraat;105;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875207;417;;;875207;;;Sint-Jorisstraat;16;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252253;425;;;1252253;;;Hammestraat;99;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416990;427;;;3416990;;;Mandeldreef;49;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4365118;429;;;4365118;;;Herentalslaan;29;;;3-sep-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5570405;;;7434383;5570405;;;Koornstraat;5;A;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4229831;402;;;4229831;;;Langebrugstraat;70;;;2018-03-20 09:41:02;Gunther Lamberts;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416503;410;;;3416503;;;Koornstraat;54;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418570;411;;;3418570;;;Spanjestraat;235;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5506355;414;;;5506355;;;Jutestraat;4;;;13-sep-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418826;417;;;3418826;;;Sint-Jorisstraat;18;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874748;425;;;874748;;;Hammestraat;101;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416991;427;;;3416991;;;Mandeldreef;51;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874745;429;;;874745;;;Herentalslaan;31;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5573079;;;7434387;5573079;;;Koornstraat;7;A;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252928;402;;;1252928;;;Langebrugstraat;74;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416505;410;;;3416505;;;Koornstraat;56;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4354469;411;;;4354469;;;Spanjestraat;237;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5507822;414;;;5507822;;;Jutestraat;6;;;13-sep-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418828;417;;;3418828;;;Sint-Jorisstraat;22;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416992;427;;;3416992;;;Mandeldreef;53;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;862517;429;;;862517;;;Herentalslaan;33;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5920073;;;10280589;5920073;;;Onze-Lieve-Vrouwemarkt;42;;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252929;402;;;1252929;;;Langebrugstraat;76;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252980;405;;;1252980;;;Fortuinstraat;1;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;123196;408;;;123196;;;Ardooisesteenweg;18;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4032808;410;;;4032808;;;Koornstraat;58;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5507823;414;;;5507823;;;Jutestraat;8;;;13-sep-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4354923;417;;;4354923;;;Sint-Jorisstraat;24;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416996;425;;;3416996;;;Mandeldreef;64;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252281;427;;;1252281;;;Mandeldreef;55;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;874743;429;;;874743;;;Herentalslaan;35;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;6221308;;;8574028;6221308;;;Ardooisesteenweg;68;;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;875335;405;;;875335;;;Fortuinstraat;3;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416506;410;;;3416506;;;Koornstraat;60;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418574;411;;;3418574;;;Spanjestraat;245;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5507824;414;;;5507824;;;Jutestraat;10;;;13-sep-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4354926;417;;;4354926;;;Sint-Jorisstraat;28;;;2018-03-19 16:29:38;Muzaffer Erkoç;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4261597;425;;;4261597;;;Mandeldreef;66;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416995;427;;;3416995;;;Mandeldreef;57;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4362923;429;;;4362923;;;Herentalslaan;37;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;6223938;;;8638960;6223938;;;Sint-Hubrechtsstraat;56;A;;;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418547;402;;;3418547;;;Spanjestraat;84;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252964;405;;;1252964;;;Fortuinstraat;5;;;2018-04-18 16:32:40;Rudi Caes;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3413586;408;;;3413586;;;Ardooisesteenweg;22;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416507;410;;;3416507;;;Koornstraat;62;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;5506356;414;;;5506356;;;Jutestraat;12;;;13-sep-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3418832;417;;;3418832;;;Sint-Jorisstraat;34;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;1252267;425;;;1252267;;;Mandeldreef;68;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4151836;427;;;4151836;;;Mandeldreef;59;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3415599;429;;;3415599;;;Herentalslaan;39;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;4086759;402;;;4086759;;;Spanjestraat;86;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
ROESELARE - FH04;3416509;410;;;3416509;;;Koornstraat;64;;;08-Mar-17;;SDU;0;1;0;1;BUILDING template
