Projectnummer;Opdrachtnummer;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
ANTWERPEN-WEST - FH01;2059557;2059557;;;Verbindingsdok-Westkaai;20;;;D;2019-08-18 11:30:17;Piet Lietaert;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;1755771;1755771;;;Bordeauxstraat;7;A;;D;2019-10-16 15:50:16;Senel Koksal;MDU;1;8;0;9;BUILDING template
ANTWERPEN-WEST - FH01;4505621;4505621;;;Verbindingsdok-Westkaai;22;;;XA;2019-12-13 12:10:16;Senel Koksal;MDU;0;5;1;6;BUILDING template
ANTWERPEN-WEST - FH01;1755774;1755774;;;Bordeauxstraat;7;C;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1128029;1128029;20660534;Verbindingsdok-Westkaai 26-28-30;Verbindingsdok-Westkaai;26;;20200224123351;A;2019-04-02 14:15:10;Geert Stockman;MDU;1;12;0;13;BUILDING template
ANTWERPEN-WEST - FH01;108787;108787;;;Bordeauxstraat;9;;;D;2019-10-16 16:00:30;Senel Koksal;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;1755779;1755779;;;Bordeauxstraat;11;;;D;2019-08-07 22:00:17;Piet Lietaert;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH01;11983;11983;;;Zeevaartstraat;5;;;D;2019-08-17 10:25:08;Piet Lietaert;MDU;3;0;0;3;BUILDING template
ANTWERPEN-WEST - FH01;109140;109140;;;Bordeauxstraat;12;;;D;2019-08-12 11:10:13;Mark van Gossum;MDU;3;1;0;4;BUILDING template
ANTWERPEN-WEST - FH01;2066332;2066332;;;Zeevaartstraat;6;;;D;2019-08-13 10:10:12;Geert Stockman;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;5944507;5944507;20558663;Kattendijkdok Westkaai 91-92-93;Kattendijkdok-Westkaai;91;;20200224111603;E;2019-10-15 16:55:23;Nicholas De Mol;MDU;2;60;3;65;BUILDING template
ANTWERPEN-WEST - FH01;186510;186510;;;Zeevaartstraat;16;;;D;2019-08-13 12:10:11;Steve De Weerdt;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH01;4511975;4511975;;;Braziliestraat;8;;;D;2019-09-05 15:40:22;Peter Van Leeuwen;MDU;0;5;1;6;BUILDING template
ANTWERPEN-WEST - FH01;4042596;4042596;;;Hanzestedenplaats;5;;;C;2019-08-16 10:45:12;Steffen Verhofste;MDU;1;0;1;2;BUILDING template
ANTWERPEN-WEST - FH01;59271;59271;;;Adriaan Brouwerstraat;17;;;;2019-08-20 14:55:20;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4511920;4511920;13342630;Kattendijkdok Westkaai 41-42-43;Kattendijkdok-Westkaai;42;;20200224111443;A;2019-10-15 16:49:32;Geert Stockman;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1775191;1775191;;;Braziliestraat;15;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1735088;1735088;14079336;Amsterdamstraat 14-16-18-20_Bataviastraat 1-5-7-11_Nassaustraat 30;Amsterdamstraat;14;;20200224105705;A;2020-02-25;Peter Van Leeuwen;MDU;0;15;1;16;BUILDING template
ANTWERPEN-WEST - FH01;6525842;6525842;13342630;Kattendijkdok Westkaai 41-42-43;Kattendijkdok-Westkaai;43;;20200224111443;A;2019-10-15 16:49:32;Geert Stockman;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1775195;1775195;;;Braziliestraat;17;;;;2019-08-14 14:50:10;Peter Van Leeuwen;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108083;108083;;;Amsterdamstraat;24;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;5944504;5944504;20559006;Kattendijkdok Westkaai 81-82-83;Kattendijkdok-Westkaai;81;;20200224111548;E;2019-10-15 16:54:55;Nicholas De Mol;MDU;2;105;3;110;BUILDING template
ANTWERPEN-WEST - FH01;1775199;1775199;;;Braziliestraat;18;;;D;2019-08-20 12:00:23;Peter Van Leeuwen;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH01;62428;62428;11196802;Ankerrui 15_Entrepotplaats 18;Entrepotplaats;18;;20200224110100;XA;2019-09-12 11:45:20;Steve De Weerdt;MDU;0;5;0;5;BUILDING template
ANTWERPEN-WEST - FH01;1735098;1735098;;;Amsterdamstraat;25;;;XA;2019-08-29 10:20:17;Peter Van Leeuwen;MDU;1;5;1;7;BUILDING template
ANTWERPEN-WEST - FH01;5891727;5891727;20558919;Kattendijkdok Westkaai 71-72-73;Kattendijkdok-Westkaai;71;;20200224111536;E;2019-10-15 16:54:45;Nicholas De Mol;MDU;2;60;3;65;BUILDING template
ANTWERPEN-WEST - FH01;1775206;1775206;;;Braziliestraat;22;;;D;2019-08-20 12:00:28;Peter Van Leeuwen;MDU;0;4;1;5;BUILDING template
ANTWERPEN-WEST - FH01;1735100;1735100;;;Amsterdamstraat;29;;;;2019-08-19 14:20:10;Peter Van Leeuwen;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;5804916;5804916;20558752;Kattendijkdok Westkaai 61-63-65;Kattendijkdok-Westkaai;61;;20200224111510;A;2019-10-15 16:54:34;Nicholas De Mol;MDU;2;73;3;78;BUILDING template
ANTWERPEN-WEST - FH01;1365795;1365795;;;Braziliestraat;24;;;XC;2019-08-22 14:00:27;Peter Van Leeuwen;MDU;0;14;1;15;BUILDING template
ANTWERPEN-WEST - FH01;1735143;1735143;;;Ankerrui;5;;;D;2020-02-20 14:31:18;Steffen Verhofste;MDU;1;0;1;2;BUILDING template
ANTWERPEN-WEST - FH01;1775235;1775235;;;Braziliestraat;28;;;XC;2019-08-23 12:35:32;Peter Van Leeuwen;MDU;0;6;1;7;BUILDING template
ANTWERPEN-WEST - FH01;62446;62446;29457730;Ankerrui 11-13;Ankerrui;11;;20200225171308;XA;2019-09-10 14:30:29;Steve De Weerdt;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4511990;4511990;;;Braziliestraat;30;;;;;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2008923;2008923;;;August Michielsstraat;8;;;D;2020-02-14;olivier collignon;MDU;1;8;1;10;BUILDING template
ANTWERPEN-WEST - FH01;1266714;1266714;;;Braziliestraat;33;;;XC;2019-09-10 13:55:15;Peter Van Leeuwen;MDU;0;6;1;7;BUILDING template
ANTWERPEN-WEST - FH01;972217;972217;;;August Michielsstraat;10;;;A;2020-02-21 11:40:18;olivier collignon;MDU;0;5;1;6;BUILDING template
ANTWERPEN-WEST - FH01;1775251;1775251;;;Braziliestraat;37;;;;;Nicholas De Mol;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2008939;2008939;;;August Michielsstraat;12;;;D;2019-09-20 15:00:21;Mark van Gossum;MDU;1;4;1;6;BUILDING template
ANTWERPEN-WEST - FH01;1775252;1775252;;;Braziliestraat;38;;;D;2019-08-20 12:10:11;Peter Van Leeuwen;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH01;2008982;2008982;;;August Michielsstraat;15;;;;;Philippe De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1775258;1775258;;;Braziliestraat;41;;;;;Nicholas De Mol;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4506393;4506393;;;August Michielsstraat;18;;;A;2019-09-22 12:35:10;Steve De Weerdt;MDU;0;6;2;8;BUILDING template
ANTWERPEN-WEST - FH01;108930;108930;;;Cadixstraat;1;;;D;2019-08-13 15:50:11;Mark van Gossum;MDU;1;1;0;2;BUILDING template
ANTWERPEN-WEST - FH01;2008988;2008988;;;August Michielsstraat;19;;;;;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1786795;1786795;;;Cadixstraat;5;;;D;2019-08-13 16:20:11;Piet Lietaert;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH01;108076;108076;14079336;Amsterdamstraat 14-16-18-20_Bataviastraat 1-5-7-11_Nassaustraat 30;Bataviastraat;1;;20200224105705;A;2020-02-25;Peter Van Leeuwen;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1905662;1905662;;;Godefriduskaai;58;;20200226133455;D;2019-10-10;olivier collignon;MDU;0;4;1;5;BUILDING template
ANTWERPEN-WEST - FH01;52547;52547;;;Rijnkaai;20;;;A;2020-02-19 16:35:16;Senel Koksal;MDU;1;6;1;8;BUILDING template
ANTWERPEN-WEST - FH01;1288092;1288092;;;Cadixstraat;21;;;XA;2019-09-12 12:45:24;Peter Van Leeuwen;MDU;1;15;1;17;BUILDING template
ANTWERPEN-WEST - FH01;108788;108788;;;Bordeauxstraat;7;;;D;2019-08-09 11:15:21;Mark van Gossum;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH01;1299606;1299606;;;Cadixstraat;23;;;XA;2019-09-12 16:40:12;Peter Van Leeuwen;MDU;3;26;0;29;BUILDING template
ANTWERPEN-WEST - FH01;5569316;5569316;;;Bordeauxstraat;8;;;XC;2020-01-31;Senel Koksal;MDU;0;7;1;8;BUILDING template
ANTWERPEN-WEST - FH01;1786894;1786894;;;Cadixstraat;35;;;B;2019-09-10 11:40:14;Senel Koksal;MDU;0;11;2;13;BUILDING template
ANTWERPEN-WEST - FH01;4510612;4510612;;;Oudeleeuwenrui;17;;;;2020-01-27 16:36:34;Geert Stockman;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;109139;109139;;;Bordeauxstraat;10;;;XC;2020-01-28 12:25:25;Senel Koksal;MDU;3;5;2;10;BUILDING template
ANTWERPEN-WEST - FH01;108299;108299;;;Cadixstraat;37;;;D;2019-08-13 16:20:13;Mark van Gossum;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;5507308;5507308;;;Bordeauxstraat;10;A;;;;Nicholas De Mol;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1195065;1195065;20689391;Kattendijkdok Westkaai 51-54-56;Kattendijkdok-Westkaai;51;;20200224111457;A;2019-10-15 16:49:38;Geert Stockman;MDU;2;46;3;51;BUILDING template
ANTWERPEN-WEST - FH01;108298;108298;;;Cadixstraat;39;;;D;2019-08-14 06:35:13;Steve De Weerdt;MDU;2;0;0;2;BUILDING template
ANTWERPEN-WEST - FH01;5507312;5507312;;;Bordeauxstraat;16;;;XA;2020-02-13;Senel Koksal;MDU;0;8;1;9;BUILDING template
ANTWERPEN-WEST - FH01;2069012;2069012;20726981;Entrepotkaai 3-4-5-6;Entrepotkaai;4;;20200224110638;A;2019-09-05 15:34:51;olivier collignon;MDU;0;9;2;11;BUILDING template
ANTWERPEN-WEST - FH01;5563826;5563826;;;Kempischdok-Westkaai;84;;20200224152436;;2018-11-19;Geert Stockman;SDU;0;0;0;0;BUILDING template
ANTWERPEN-WEST - FH01;4511892;4511892;;;Kattendijkdok-Westkaai;30;;;;2019-09-03 14:15:23;Peter Van Leeuwen;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1786953;1786953;;;Cadixstraat;43;;;D;2019-09-13 09:50:12;Senel Koksal;MDU;0;7;0;7;BUILDING template
ANTWERPEN-WEST - FH01;1775176;1775176;;;Braziliestraat;10;;;D;2019-08-20 11:55:14;Peter Van Leeuwen;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;2069024;2069024;20727201;Entrepotkaai 10A-11-12-13-14;Entrepotkaai;14;;20200224110724;A;2019-09-05 15:34:51;olivier collignon;MDU;0;13;2;15;BUILDING template
ANTWERPEN-WEST - FH01;108783;108783;;;Kribbestraat;9;;;D;2019-08-07 11:05:10;Mark van Gossum;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;1786975;1786975;14285997;Cadixstraat 45-47-47A-47C;Cadixstraat;47;;20200224110536;C;2020-01-17;Senel Koksal;MDU;0;16;1;17;BUILDING template
ANTWERPEN-WEST - FH01;1775185;1775185;;;Braziliestraat;12;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1128033;1128033;;;Kribbestraat;11;;;D;2019-08-07 22:00:19;Piet Lietaert;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;5751357;5751357;;;Nassaustraat;34;A;;;2019-04-02 14:35:15;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;5394016;5394016;14286007;Cadixstraat 49-49A-51-51A;Cadixstraat;51;;20200224110554;C;2020-01-17 14:20:18;Senel Koksal;MDU;0;13;1;14;BUILDING template
ANTWERPEN-WEST - FH01;1892372;1892372;;;Genuastraat;4;;;D;2019-08-13 14:20:11;Piet Lietaert;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;1775203;1775203;;;Braziliestraat;19;;;D;2019-08-20 12:00:55;Peter Van Leeuwen;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH01;1992472;1992472;;;Londenstraat;3;;;;2019-07-30 11:10:10;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024962;2024962;;;Nassaustraat;42;;;;2019-08-14 11:15:16;Mark van Gossum;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2069014;2069014;20726981;Entrepotkaai 3-4-5-6;Entrepotkaai;5;;20200224110638;A;2019-09-05 15:34:51;olivier collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1454935;1454935;;;Genuastraat;6;;;XC;2019-12-06;Marouane Zoubir;MDU;0;9;2;11;BUILDING template
ANTWERPEN-WEST - FH01;1775213;1775213;;;Braziliestraat;23;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1266447;1266447;;;Londenstraat;12;;;D;2019-08-04 09:15:11;Geert Stockman;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;2069015;2069015;20726981;Entrepotkaai 3-4-5-6;Entrepotkaai;6;;20200224110638;A;2019-09-05 15:34:51;olivier collignon;MDU;0;11;2;13;BUILDING template
ANTWERPEN-WEST - FH01;5575585;5575585;;;Genuastraat;7;;;;2019-08-14 06:35:11;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4511909;4511909;11196806;Braziliestraat 25-27-29;Braziliestraat;25;;20200224110451;C;2020-02-18 16:55:20;olivier collignon;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4506352;4506352;;;Genuastraat;10;;;D;2020-02-20 11:35:18;olivier collignon;MDU;0;1;1;2;BUILDING template
ANTWERPEN-WEST - FH01;4510542;4510542;;;Londenstraat;14;;;D;2019-08-04 09:35:08;Geert Stockman;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;2069017;2069017;20727154;Entrepotkaai 7-8-9-10;Entrepotkaai;8;;20200224110657;A;2019-09-05 15:34:51;olivier collignon;MDU;0;9;2;11;BUILDING template
ANTWERPEN-WEST - FH01;4506351;4506351;;;Genuastraat;8;;;;;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1775218;1775218;11196806;Braziliestraat 25-27-29;Braziliestraat;27;;20200224110451;C;2020-02-18 16:55:20;olivier collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4048591;4048591;;;Genuastraat;11;;;XC;2019-11-07;Marouane Zoubir;MDU;0;10;2;12;BUILDING template
ANTWERPEN-WEST - FH01;4506376;4506376;;;Londenstraat;15;;;;;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2069018;2069018;20727154;Entrepotkaai 7-8-9-10;Entrepotkaai;9;;20200224110657;A;2019-09-05 15:34:51;olivier collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1892421;1892421;;;Genuastraat;9;;;XC;2019-12-06;Marouane Zoubir;MDU;1;4;2;7;BUILDING template
ANTWERPEN-WEST - FH01;4511991;4511991;;;Braziliestraat;32;;;;2019-10-30 15:30:22;Senel Koksal;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1892429;1892429;;;Genuastraat;12;;;C;2020-02-21;olivier collignon;MDU;0;12;1;13;BUILDING template
ANTWERPEN-WEST - FH01;1992508;1992508;;;Londenstraat;21;;;D;2019-09-20 14:15:23;Mark van Gossum;MDU;1;3;1;5;BUILDING template
ANTWERPEN-WEST - FH01;2069019;2069019;20727154;Entrepotkaai 7-8-9-10;Entrepotkaai;10;;20200224110657;A;2019-09-05 15:34:51;olivier collignon;MDU;0;14;2;16;BUILDING template
ANTWERPEN-WEST - FH01;4070580;4070580;;;Genuastraat;14;;;D;2019-08-13 13:30:35;Mark van Gossum;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH01;4511992;4511992;;;Braziliestraat;34;;;D;2019-08-20 12:15:14;Peter Van Leeuwen;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH01;59299;59299;;;Godefriduskaai;2;;;;2019-09-10 11:45:26;Mark van Gossum;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1992564;1992564;;;Londenstraat;45;;;;2019-09-09 14:45:20;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2069022;2069022;20727201;Entrepotkaai 10A-11-12-13-14;Entrepotkaai;12;;20200224110724;A;2019-09-05 15:34:51;olivier collignon;MDU;0;7;2;9;BUILDING template
ANTWERPEN-WEST - FH01;108300;108300;;;Genuastraat;16;;;D;2019-08-13 13:55:14;Steve De Weerdt;MDU;0;8;0;8;BUILDING template
ANTWERPEN-WEST - FH01;1786771;1786771;;;Cadixstraat;3;;;D;2019-08-14 06:35:18;Steve De Weerdt;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH01;62443;62443;;;Godefriduskaai;12;;;XA;2020-01-29 12:40:16;Senel Koksal;MDU;7;0;1;8;BUILDING template
ANTWERPEN-WEST - FH01;1294704;1294704;;;Londenstraat;47;;;D;2019-09-09 14:50:12;Steve De Weerdt;MDU;0;8;0;8;BUILDING template
ANTWERPEN-WEST - FH01;3928764;3928764;20727201;Entrepotkaai 10A-11-12-13-14;Entrepotkaai;13;;20200224110724;A;2019-09-05 15:34:51;olivier collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1892503;1892503;;;Genuastraat;17;;;D;2019-10-16 12:25:18;Senel Koksal;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH01;62439;62439;29419795;Godefriduskaai 18-20-22;Godefriduskaai;18;;20200224110911;XA;2019-08-27 12:50:11;olivier collignon;MDU;0;13;1;14;BUILDING template
ANTWERPEN-WEST - FH01;5906909;5906909;;;Londenstraat;56;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;5576507;5576507;20727211;Entrepotkaai 15-16;Entrepotkaai;16;;20200224110740;A;2019-09-05 15:34:51;olivier collignon;MDU;0;10;2;12;BUILDING template
ANTWERPEN-WEST - FH01;1905254;1905254;;;Godefriduskaai;4;;;D;2019-09-09 13:55:16;Steve De Weerdt;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH01;62437;62437;29419802;Godefriduskaai 26-28;Godefriduskaai;26;;20200224111012;XA;2020-02-20 10:15:38;Senel Koksal;MDU;6;8;1;15;BUILDING template
ANTWERPEN-WEST - FH01;1088758;1088758;;;Londenstraat;60;;;A;2019-06-18 16:10:15;Olivier Collignon;MDU;10;118;8;136;BUILDING template
ANTWERPEN-WEST - FH01;1866317;1866317;;;Entrepotplaats;10;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4510648;4510648;;;Godefriduskaai;6;;;D;2019-08-14 14:25:11;Mark van Gossum;MDU;1;1;0;2;BUILDING template
ANTWERPEN-WEST - FH01;185911;185911;20726981;Entrepotkaai 3-4-5-6;Entrepotkaai;3;;20200224110638;A;2019-09-05 15:34:51;olivier collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;62440;62440;;;Godefriduskaai;36;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2015971;2015971;14069106;Montevideostraat 3_Rijnkaai 12-15;Montevideostraat;3;;20200224114102;C;2019-09-06 11:35:13;Peter Van Leeuwen;MDU;2;0;0;2;BUILDING template
ANTWERPEN-WEST - FH01;1295616;1295616;;;Entrepotplaats;12;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1905268;1905268;20680700;Godefriduskaai 8-10;Godefriduskaai;8;;20200224111034;D;2019-09-09 14:03:18;Mark van Gossum;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH01;3954604;3954604;;;Hanzestedenplaats;1;;;C;2019-12-05 12:40:19;Steffen Verhofste;MDU;1;0;2;3;BUILDING template
ANTWERPEN-WEST - FH01;2015972;2015972;14079300;Brazieliestraat 2A_Montevideostraat 5;Montevideostraat;5;;20200224110317;D;2019-09-06 10:20:15;Peter Van Leeuwen;MDU;2;0;0;2;BUILDING template
ANTWERPEN-WEST - FH01;1088919;1088919;;;Entrepotplaats;16;;;XA;2019-09-29 15:45:13;Geert Stockman;MDU;0;12;1;13;BUILDING template
ANTWERPEN-WEST - FH01;1905273;1905273;20680700;Godefriduskaai 8-10;Godefriduskaai;10;;20200224111034;D;2019-09-09 14:03:18;Mark van Gossum;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1948967;1948967;;;Indiestraat;8;;;D;2019-12-04 13:00:42;Senel Koksal;MDU;3;0;1;4;BUILDING template
ANTWERPEN-WEST - FH01;2024627;2024627;;;Napelsstraat;25;;;D;2019-08-12 12:50:13;Mark van Gossum;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;108958;108958;;;Genuastraat;1;;;D;2019-12-06;Marouane Zoubir;MDU;0;9;1;10;BUILDING template
ANTWERPEN-WEST - FH01;1287193;1287193;;;Godefriduskaai;16;;20200225094630;XA;2020-02-18 10:15:24;olivier collignon;MDU;5;0;1;6;BUILDING template
ANTWERPEN-WEST - FH01;1089007;1089007;;;Indiestraat;12;;;;2019-12-04 11:25:25;Senel Koksal;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108791;108791;;;Napelsstraat;112;;;D;2019-10-16 15:20:17;Senel Koksal;MDU;2;1;0;3;BUILDING template
ANTWERPEN-WEST - FH01;62444;62444;29419795;Godefriduskaai 18-20-22;Godefriduskaai;22;;20200224110911;XA;2019-08-27 12:50:11;olivier collignon;MDU;0;13;1;14;BUILDING template
ANTWERPEN-WEST - FH01;108940;108940;;;Indiestraat;36;;;D;;Geert Lermyte;MDU;0;1;1;2;BUILDING template
ANTWERPEN-WEST - FH01;108079;108079;;;Napoleonkaai;1;;;D;2019-12-13 11:00:27;Senel Koksal;MDU;1;4;1;6;BUILDING template
ANTWERPEN-WEST - FH01;1090148;1090148;29419802;Godefriduskaai 26-28;Godefriduskaai;28;;20200224111012;XA;2020-02-20 10:15:38;Senel Koksal;MDU;7;17;1;25;BUILDING template
ANTWERPEN-WEST - FH01;62065;62065;;;Italielei;2;;;A;2019-06-18 17:20:09;Olivier Collignon;MDU;11;0;5;16;BUILDING template
ANTWERPEN-WEST - FH01;108080;108080;;;Napoleonkaai;3;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1905577;1905577;;;Godefriduskaai;30;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1950413;1950413;;;Italielei;2;A;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024759;2024759;;;Napoleonkaai;13;;;XA;2020-02-21;Senel Koksal;MDU;0;10;1;11;BUILDING template
ANTWERPEN-WEST - FH01;4505623;4505623;;;Nassaustraat;14;;;XA;2019-12-12;Senel Koksal;MDU;0;15;1;16;BUILDING template
ANTWERPEN-WEST - FH01;62442;62442;;;Godefriduskaai;32;;;D;2019-08-14 14:10:12;Piet Lietaert;MDU;1;2;1;4;BUILDING template
ANTWERPEN-WEST - FH01;62060;62060;;;Italielei;4;;;;2019-11-05 14:25:15;Senel Koksal;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024771;2024771;;;Napoleonkaai;19;;;XA;2020-02-13;Senel Koksal;MDU;0;8;1;9;BUILDING template
ANTWERPEN-WEST - FH01;1206770;1206770;;;Nassaustraat;18;;;XA;2019-04-01 13:30:16;Geert Stockman;MDU;1;4;1;6;BUILDING template
ANTWERPEN-WEST - FH01;4510651;4510651;;;Godefriduskaai;34;;;;;Nicholas De Mol;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024775;2024775;;;Napoleonkaai;23;;;XA;2020-01-28;Senel Koksal;MDU;0;5;1;6;BUILDING template
ANTWERPEN-WEST - FH01;2024906;2024906;;;Nassaustraat;18;A;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1905601;1905601;;;Godefriduskaai;50;;;C;2020-02-27;olivier collignon;MDU;1;6;1;8;BUILDING template
ANTWERPEN-WEST - FH01;2024788;2024788;;;Napoleonkaai;35;;;D;2019-08-07 22:00:21;Piet Lietaert;MDU;5;0;0;5;BUILDING template
ANTWERPEN-WEST - FH01;1128025;1128025;;;Nassaustraat;31;;;D;2019-08-18 10:55:10;Piet Lietaert;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH01;1905643;1905643;;;Godefriduskaai;52;;;D;2019-09-09;Steve De Weerdt;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH01;1960577;1960577;;;Kattendijkdok-Westkaai;21;;;;;Geert Lermyte;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024805;2024805;;;Napoleonkaai;41;;;D;2019-08-07 14:30:27;Mark van Gossum;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;4155271;4155271;;;Nassaustraat;33;;;C;2019-04-02 11:00:21;Geert Stockman;MDU;1;5;0;6;BUILDING template
ANTWERPEN-WEST - FH01;4510637;4510637;;;Godefriduskaai;54;;;C;2020-02-27;olivier collignon;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;1960581;1960581;;;Kattendijkdok-Westkaai;26;;;E;2019-08-22 15:55:12;Peter Van Leeuwen;MDU;1;5;1;7;BUILDING template
ANTWERPEN-WEST - FH01;108794;108794;29420710;Kribbestraat 19_Napoleonkaai 45;Napoleonkaai;45;;20200224112629;A;2020-02-19 17:55:13;Senel Koksal;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;109069;109069;;;Nassaustraat;36;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;62059;62059;;;Godefriduskaai;56;;20200226133455;;2019-08-14 15:20:13;Piet Lietaert;SDU;0;0;0;0;BUILDING template
ANTWERPEN-WEST - FH01;108948;108948;;;Indiestraat;4;;;;2018-11-16;Geert Stockman;SDU;1;0;0;1;BUILDING template
