Projectnummer;Opdrachtnummer;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
ANTWERPEN-WEST - FH01;4506340;4506340;;;Londenstraat;41;;;;2019-09-12 11:55:13;Mark van Gossum;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;6187119;6187119;20558752;Kattendijkdok Westkaai 61-63-65;Kattendijkdok-Westkaai;63;;20200224111510;A;2019-10-15 16:54:34;Nicholas De Mol;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1992555;1992555;29420785;Londenstraat 40-42;Londenstraat;42;;20200224112840;A;2020-02-20;olivier collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;6521029;6521029;20559006;Kattendijkdok Westkaai 81-82-83;Kattendijkdok-Westkaai;82;;20200224111548;E;2019-10-15 16:54:55;Nicholas De Mol;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1892380;1892380;;;Genuastraat;4;A;;D;2020-01-13;Marouane Zoubir;MDU;0;7;2;9;BUILDING template
ANTWERPEN-WEST - FH01;1992559;1992559;;;Londenstraat;43;;;;;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;6521030;6521030;20558663;Kattendijkdok Westkaai 91-92-93;Kattendijkdok-Westkaai;93;;20200224111603;E;2019-10-15 16:55:23;Nicholas De Mol;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2047563;2047563;;;Rigastraat;30;;;D;2019-09-09 15:40:14;Steve De Weerdt;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;1992561;1992561;;;Londenstraat;44;;;D;2019-08-20 12:00:45;Steve De Weerdt;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;6592314;6592314;;;Kempischdok-Westkaai;61;;;;;;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1992566;1992566;;;Londenstraat;46;;;D;2019-08-20 12:00:48;Steve De Weerdt;MDU;1;1;0;2;BUILDING template
ANTWERPEN-WEST - FH01;6605117;6605117;20559006;Kattendijkdok Westkaai 81-82-83;Kattendijkdok-Westkaai;83;;20200224111548;E;2019-10-15 16:54:55;Nicholas De Mol;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4506382;4506382;;;August Michielsstraat;21;;;;2019-09-09 15:05:15;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1992570;1992570;;;Londenstraat;48;;;D;2019-08-20 11:50:11;Mark van Gossum;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;6605118;6605118;20558663;Kattendijkdok Westkaai 91-92-93;Kattendijkdok-Westkaai;92;;20200224111603;E;2019-10-15 16:55:23;Nicholas De Mol;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108274;108274;;;August Michielsstraat;13;;;;2018-08-26;Philippe De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108800;108800;;;Londenstraat;50;;;D;2019-08-20 12:00:31;Steve De Weerdt;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH01;108801;108801;;;Londenstraat;52;;;;;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;5448225;5448225;;;Cadixstraat;55;;;;2018-08-26;Philippe De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108929;108929;;;Cadixstraat;7;;;XA;2020-01-28 17:20:13;Senel Koksal;MDU;1;11;2;14;BUILDING template
ANTWERPEN-WEST - FH01;2024620;2024620;;;Napelsstraat;21;;;;2019-08-12 14:30:34;Steve De Weerdt;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;5911749;5911749;;;Cadixstraat;53;;;D;2019-08-13 12:35:11;Mark van Gossum;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH01;2024624;2024624;;;Napelsstraat;23;;;D;2019-08-12 13:00:22;Mark van Gossum;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;6027745;6027745;14286007;Cadixstraat 49-49A-51-51A;Cadixstraat;51;A;20200224110554;C;2020-01-17 14:20:18;Senel Koksal;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024631;2024631;;;Napelsstraat;27;;;D;2019-08-12 14:30:33;Steve De Weerdt;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;6027282;6027282;14286007;Cadixstraat 49-49A-51-51A;Cadixstraat;49;A;20200224110554;C;2020-01-17 14:20:18;Senel Koksal;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024634;2024634;;;Napelsstraat;29;;;D;2019-08-12 12:40:09;Mark van Gossum;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;108297;108297;14286007;Cadixstraat 49-49A-51-51A;Cadixstraat;49;;20200224110554;C;2020-01-17 14:20:18;Senel Koksal;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4506358;4506358;;;Napelsstraat;31;;;D;2019-09-05 15:34:41;Senel Koksal;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;6427222;6427222;14285997;Cadixstraat 45-47-47A-47C;Cadixstraat;47;C;20200224110536;C;2020-01-17;Senel Koksal;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024639;2024639;11196795;Napelsstraat 32-34;Napelsstraat;32;;20200224114152;D;2018-11-17;Steffen Verhofste;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;6375622;6375622;14285997;Cadixstraat 45-47-47A-47C;Cadixstraat;47;A;20200224110536;C;2020-01-17;Senel Koksal;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4506359;4506359;;;Napelsstraat;33;;;D;2019-08-12;Steve De Weerdt;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;4506391;4506391;14285997;Cadixstraat 45-47-47A-47C;Cadixstraat;45;;20200224110536;C;2020-01-17;Senel Koksal;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108332;108332;;;Napelsstraat;35;;;D;2019-08-12 12:20:09;Mark van Gossum;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;4506389;4506389;;;Cadixstraat;41;;;;2018-08-26;Philippe De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108951;108951;;;Napelsstraat;36;;;D;2019-08-12 14:30:26;Steve De Weerdt;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;108331;108331;;;Napelsstraat;37;;;;2019-09-09 15:50:57;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;5576029;5576029;;;Napelsstraat;38;;;D;2019-08-12 13:35:16;Mark van Gossum;MDU;0;3;0;3;BUILDING template
ANTWERPEN-WEST - FH01;108291;108291;;;Napelsstraat;42;;;D;2019-08-12 13:25:11;Mark van Gossum;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;108308;108308;;;Napelsstraat;51;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4083535;4083535;;;Napelsstraat;55;;;;2019-09-09 15:45:33;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024662;2024662;;;Napelsstraat;57;;;;2019-09-09 15:35:12;Mark van Gossum;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108294;108294;20714618;August Michielsstraat 26_Londenstraat 39_Napelsstraat 63-65-67;Napelsstraat;63;;20200224110221;XA;2019-09-16 15:00:24;Mark van Gossum;MDU;0;16;2;18;BUILDING template
ANTWERPEN-WEST - FH01;108293;108293;20714618;August Michielsstraat 26_Londenstraat 39_Napelsstraat 63-65-67;Napelsstraat;65;;20200224110221;XA;2019-09-16 15:00:24;Mark van Gossum;MDU;0;12;2;14;BUILDING template
ANTWERPEN-WEST - FH01;108292;108292;20714618;August Michielsstraat 26_Londenstraat 39_Napelsstraat 63-65-67;Napelsstraat;67;;20200224110221;XA;2019-09-16 15:00:24;Mark van Gossum;MDU;1;15;2;18;BUILDING template
ANTWERPEN-WEST - FH01;1215943;1215943;;;Napelsstraat;79;;;;;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108290;108290;;;Napelsstraat;104;;;D;2019-10-16 15:30:24;Senel Koksal;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH01;2024695;2024695;;;Napelsstraat;106;;;D;2019-10-16 15:30:27;Senel Koksal;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH01;2024698;2024698;;;Napelsstraat;108;;;D;2019-09-16 15:30:19;Steve De Weerdt;MDU;1;3;0;4;BUILDING template
ANTWERPEN-WEST - FH01;108289;108289;;;Napelsstraat;110;;;D;2019-09-16 15:25:12;Mark van Gossum;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH01;59274;59274;20604519;Sint-Aldegondiskaai 10_ Adriaan Brouwerstraat 9;Adriaan Brouwerstraat;9;;20200224122801;XA;2020-02-19 22:20:13;Senel Koksal;MDU;1;5;1;7;BUILDING template
ANTWERPEN-WEST - FH01;2024710;2024710;;;Napelsstraat;114;;;D;2019-08-20 12:00:53;Mark van Gossum;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH01;59272;59272;;;Adriaan Brouwerstraat;3;;;XA;2019-12-10 11:05:16;Senel Koksal;MDU;1;6;2;9;BUILDING template
ANTWERPEN-WEST - FH01;2024713;2024713;;;Napelsstraat;116;;;;2019-08-20 14:55:14;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024715;2024715;;;Napelsstraat;118;;;;2019-08-29 11:35:13;Mark van Gossum;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024723;2024723;;;Napelsstraat;122;;;;;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;3959497;3959497;;;Hanzestedenplaats;15;;;;;;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024728;2024728;;;Napelsstraat;126;;;;2019-08-20 14:55:16;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;6590994;6590994;;;Hanzestedenplaats;7;;;;;;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;4513293;4513293;;;Van Schoonbekeplein;17;;;;2018-08-25;Philippe De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024731;2024731;;;Napelsstraat;128;;;;2019-08-20 12:50:11;Mark van Gossum;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;6590995;6590995;;;Hanzestedenplaats;11;;;;;;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;59297;59297;;;Van Schoonbekeplein;9;;;;2018-08-24;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108790;108790;;;Napelsstraat;130;;;;2019-08-20 14:55:13;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;6590996;6590996;;;Hanzestedenplaats;19;;;;;;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;62438;62438;;;Godefriduskaai;14;;20200225094630;;2018-08-24;Geert Stockman;SDU;0;0;0;0;BUILDING template
ANTWERPEN-WEST - FH01;2024753;2024753;;;Napoleonkaai;5;;;;2019-08-14 11:25:09;Mark van Gossum;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;6590997;6590997;;;Hanzestedenplaats;23;;;;;;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1905398;1905398;29419795;Godefriduskaai 18-20-22;Godefriduskaai;20;;20200224110911;XA;2019-08-27 12:50:11;olivier collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;6132277;6132277;11196786;Kattendijkdok-Westkaai 31-32-32A;Kattendijkdok-Westkaai;32;A;20200224112416;A;2020-02-18 12:30:36;olivier collignon;MDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108081;108081;;;Napoleonkaai;7;;;A;2019-04-13 07:45:07;Geert Stockman;MDU;0;12;0;12;BUILDING template
ANTWERPEN-WEST - FH01;62441;62441;;;Godefriduskaai;38;;;;2018-08-25;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;186521;186521;;;Napoleonkaai;29;;;;2019-08-07 15:20:09;Mark van Gossum;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108792;108792;;;Napoleonkaai;31;;;D;2019-08-07 15:15:13;Mark van Gossum;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;4510628;4510628;;;Entrepotplaats;14;;;;2018-08-25;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024783;2024783;;;Napoleonkaai;33;;;D;2019-08-07 15:00:18;Mark van Gossum;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH01;2024791;2024791;;;Napoleonkaai;37;;;;2019-09-19 11:40:13;Steve De Weerdt;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;5963666;5963666;20796490;Napelsstraat 71-73;Napelsstraat;73;;20200224114322;C;2019-09-27 09:40:15;olivier collignon;MDU;2;0;2;4;BUILDING template
ANTWERPEN-WEST - FH01;2024799;2024799;;;Napoleonkaai;39;;;A;2020-02-21 07:50:14;Senel Koksal;MDU;0;4;1;5;BUILDING template
ANTWERPEN-WEST - FH01;4066155;4066155;20727201;Entrepotkaai 10A-11-12-13-14;Entrepotkaai;10;A;20200224110724;A;2019-09-05 15:34:51;olivier collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108793;108793;;;Napoleonkaai;43;;;D;2019-08-05 12:45:15;olivier collignon;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH01;4507060;4507060;20727154;Entrepotkaai 7-8-9-10;Entrepotkaai;7;;20200224110657;A;2019-09-05 15:34:51;olivier collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1128034;1128034;;;Napoleonkaai;49;;;D;2019-08-05 11:50:12;olivier collignon;MDU;1;3;1;5;BUILDING template
ANTWERPEN-WEST - FH01;2069021;2069021;20727201;Entrepotkaai 10A-11-12-13-14;Entrepotkaai;11;;20200224110724;A;2019-09-05 15:34:51;olivier collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108795;108795;;;Napoleonkaai;53;;;;;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2069025;2069025;20727211;Entrepotkaai 15-16;Entrepotkaai;15;;20200224110740;A;2019-09-05 15:34:51;olivier collignon;MDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1128036;1128036;;;Napoleonkaai;55;;;;2019-08-20 12:50:10;Mark van Gossum;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024719;2024719;;;Napelsstraat;120;;;C;2019-09-20 12:30:19;Mark van Gossum;MDU;0;12;2;14;BUILDING template
ANTWERPEN-WEST - FH01;186503;186503;;;Nassaustraat;7;;;D;2019-08-14 11:00:33;Steve De Weerdt;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH01;4510550;4510550;;;Napoleonkaai;11;;;;2018-08-24;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1513863;1513863;;;Nassaustraat;8;;;XA;2019-04-01 15:55:09;Geert Stockman;MDU;1;10;1;12;BUILDING template
ANTWERPEN-WEST - FH01;4510554;4510554;;;Napoleonkaai;15;;;;2018-08-25;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024869;2024869;;;Nassaustraat;9;;;D;2019-08-14 09:55:12;Mark van Gossum;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;2024882;2024882;;;Nassaustraat;13;;;D;2019-09-03;Peter Van Leeuwen;MDU;1;2;1;4;BUILDING template
ANTWERPEN-WEST - FH01;2024763;2024763;;;Napoleonkaai;17;;;;2018-08-25;Nicholas De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024884;2024884;;;Nassaustraat;15;;;D;2019-08-14 11:00:36;Steve De Weerdt;MDU;2;4;0;6;BUILDING template
ANTWERPEN-WEST - FH01;2024772;2024772;;;Napoleonkaai;21;;;C;2019-09-19 14:35:13;Mark van Gossum;MDU;1;0;1;2;BUILDING template
ANTWERPEN-WEST - FH01;2024895;2024895;;;Nassaustraat;17;;;A;2019-09-03 11:10:16;Peter Van Leeuwen;MDU;1;4;1;6;BUILDING template
ANTWERPEN-WEST - FH01;109142;109142;;;Napoleonkaai;27;;;;2018-08-25;Philippe De Mol;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024910;2024910;;;Nassaustraat;19;;;;2019-08-14 10:05:14;Mark van Gossum;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024779;2024779;;;Napoleonkaai;25;;;;2018-08-24;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1292390;1292390;;;Nassaustraat;21;;;;;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108065;108065;;;Nassaustraat;24;;;XA;2019-09-10 13:00:27;Peter Van Leeuwen;MDU;1;8;1;10;BUILDING template
ANTWERPEN-WEST - FH01;108786;108786;;;Bordeauxstraat;13;;;D;2019-08-07 22:00:14;Piet Lietaert;MDU;1;4;0;5;BUILDING template
ANTWERPEN-WEST - FH01;108077;108077;;;Nassaustraat;26;;;D;2019-08-14 11:00:17;Mark van Gossum;MDU;0;2;0;2;BUILDING template
ANTWERPEN-WEST - FH01;2024934;2024934;;;Nassaustraat;27;;;D;2019-04-02 14:25:12;Geert Stockman;MDU;1;5;1;7;BUILDING template
ANTWERPEN-WEST - FH01;109136;109136;;;Bordeauxstraat;14;;;;2018-08-25;Nicholas De Mol;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;2024938;2024938;;;Nassaustraat;29;;;C;2020-02-18 12:05:18;olivier collignon;MDU;1;5;0;6;BUILDING template
ANTWERPEN-WEST - FH01;186508;186508;29420710;Kribbestraat 19_Napoleonkaai 45;Kribbestraat;19;;20200224112629;A;2020-02-19 17:55:13;Senel Koksal;MDU;1;4;1;6;BUILDING template
ANTWERPEN-WEST - FH01;108078;108078;14079336;Amsterdamstraat 14-16-18-20_Bataviastraat 1-5-7-11_Nassaustraat 30;Nassaustraat;30;;20200224105705;A;2020-02-25;Peter Van Leeuwen;MDU;0;11;1;12;BUILDING template
ANTWERPEN-WEST - FH01;1992486;1992486;;;Catharina Pepijnstraat;9;;;;2018-08-24;Geert Stockman;SDU;1;0;0;1;BUILDING template
ANTWERPEN-WEST - FH01;1892443;1892443;;;Genuastraat;15;;;;2018-11-17;Geert Stockman;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;5320926;5320926;;;Nassaustraat;34;;;;2019-04-02 14:35:13;Geert Stockman;SDU;0;1;0;1;BUILDING template
ANTWERPEN-WEST - FH01;108798;108798;;;Londenstraat;36;;;D;2019-08-20 12:00:41;Steve De Weerdt;MDU;1;2;0;3;BUILDING template
ANTWERPEN-WEST - FH01;1128026;1128026;;;Nassaustraat;37;;;D;2019-09-03;Peter Van Leeuwen;MDU;4;0;1;5;BUILDING template
ANTWERPEN-WEST - FH01;4081990;4081990;;;Londenstraat;22;;;D;2019-10-10;olivier collignon;MDU;2;10;0;12;BUILDING template
ANTWERPEN-WEST - FH01;4505491;4505491;;;Genuastraat;19;;;D;2019-10-16 12:45:21;Senel Koksal;MDU;0;4;0;4;BUILDING template
ANTWERPEN-WEST - FH01;108064;108064;;;Nassaustraat;38;;;D;2019-08-17 10:05:10;Piet Lietaert;MDU;2;2;0;4;BUILDING template
ANTWERPEN-WEST - FH01;108063;108063;;;Nassaustraat;43;;;D;2019-08-14 11:00:21;Steve De Weerdt;MDU;3;0;0;3;BUILDING template
