Projectnummer;Opdrachtnummer;Blok;Cluster NR;LAM MK;BG Id;BG Name;Bg Name ifh;Kolom1;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
SINT-NIKLAAS - FH02;3517791;BL0212;2;3517791;;;;WAAR;Veldstraat;161;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;5401758;BL0212;2;5401758;;;;WAAR;Veldstraat;165;B;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75559;BL0212;2;75559;;;;WAAR;Veldstraat;167;;;D;2018-09-12;Abdelmalek Lamkoref;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;61715;BL0204;1;61715;;;;WAAR;Vermorgenstraat;1;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;56095;BL0203;1;56095;;;;WAAR;Vermorgenstraat;4;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3518028;BL0204;1;3518028;;;;WAAR;Vermorgenstraat;5;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4449157;BL0203;1;4449157;;;;WAAR;Vermorgenstraat;8;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;61716;BL0204;1;61716;;;;WAAR;Vermorgenstraat;9;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3518036;BL0204;1;3518036;;;;WAAR;Vermorgenstraat;11;;;;2020-02-22 15:05:12;Hidde Kiekens;MDU;2;0;0;2;BUILDING template
SINT-NIKLAAS - FH02;3518039;BL0203;1;3518039;;;;WAAR;Vermorgenstraat;12;;;XC;2020-03-03 12:25:15;Geert Stockman;MDU;0;5;0;5;BUILDING template
SINT-NIKLAAS - FH02;3518043;BL0204;1;3518043;;;;WAAR;Vermorgenstraat;15;;;XC;2020-02-21 16:30:32;Hidde Kiekens;MDU;0;12;1;13;BUILDING template
SINT-NIKLAAS - FH02;4232008;BL0203;1;4232008;;;;WAAR;Vermorgenstraat;16;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3518047;BL0203;1;3518047;;;;WAAR;Vermorgenstraat;20;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3518054;BL0204;1;3518054;;;;WAAR;Vermorgenstraat;23;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3518056;BL0203;1;3518056;;;;WAAR;Vermorgenstraat;24;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3518061;BL0204;1;3518061;;;;WAAR;Vermorgenstraat;29;;;D;2020-01-30 09:05:14;Hidde Kiekens;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;3518066;BL0201;1;3518066;;;;WAAR;Vermorgenstraat;32;;;D;2018-09-14;Abdelmalek Lamkoref;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;4448700;BL0204;1;4448700;;;;WAAR;Vermorgenstraat;33;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3518069;BL0204;1;3518069;;;;WAAR;Vermorgenstraat;37;;;;;Abdelmalek Lamkoref;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448861;BL0201;1;4448861;;;;WAAR;Vermorgenstraat;42;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448864;BL0201;1;4448864;;;;WAAR;Vermorgenstraat;46;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3518077;BL0202;1;3518077;;;;WAAR;Vermorgenstraat;47;B;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;61712;BL0202;1;61712;;;;WAAR;Vermorgenstraat;49;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3518082;BL0201;1;3518082;;;;WAAR;Vermorgenstraat;50;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3518086;BL0202;1;3518086;;;;WAAR;Vermorgenstraat;53;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3518088;BL0201;1;3518088;;;;WAAR;Vermorgenstraat;54;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3518091;BL0202;1;3518091;;;;WAAR;Vermorgenstraat;57;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3518093;BL0201;1;3518093;;;;WAAR;Vermorgenstraat;60;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4009597;BL0202;1;4009597;;;;WAAR;Vermorgenstraat;61;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3518095;BL0201;1;3518095;;;;WAAR;Vermorgenstraat;64;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;61710;BL0202;1;61710;;;;WAAR;Vermorgenstraat;65;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3518104;BL0201;1;3518104;;;;WAAR;Vermorgenstraat;74;;;D;2020-02-14 13:35:20;Geert Stockman;MDU;0;4;0;4;BUILDING template
SINT-NIKLAAS - FH02;61661;BL0201;1;61661;;;;WAAR;Vermorgenstraat;82;;;D;2020-02-15 12:55:12;Geert Stockman;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;977885;BL0210;2;977885;;;;WAAR;Walburgstraat;2;;;D;2020-02-20 14:45:37;Maayken Vanfleteren;MDU;1;3;0;4;BUILDING template
SINT-NIKLAAS - FH02;1513939;BL0217;3;1513939;;;;WAAR;Walburgstraat;3;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513942;BL0210;2;1513942;;;;WAAR;Walburgstraat;6;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513943;BL0217;3;1513943;;;;WAAR;Walburgstraat;7;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513946;BL0210;2;1513946;;;;WAAR;Walburgstraat;10;;;D;2018-09-13;Abdelmalek Lamkoref;MDU;0;4;0;4;BUILDING template
SINT-NIKLAAS - FH02;1513947;BL0217;3;1513947;;;;WAAR;Walburgstraat;11;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513950;BL0210;2;1513950;;;;WAAR;Walburgstraat;14;;;;2020-02-20 14:45:35;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513953;BL0217;3;1513953;;;;WAAR;Walburgstraat;17;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1357427;BL0210;2;1357427;;;;WAAR;Walburgstraat;18;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513954;BL0217;3;1513954;;;;WAAR;Walburgstraat;19;;;D;2020-03-03 10:25:12;Marouane Zoubir;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;977884;BL0210;2;977884;;;;WAAR;Walburgstraat;22;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513957;BL0217;3;1513957;;;;WAAR;Walburgstraat;23;;;D;2020-03-03 10:45:19;Marouane Zoubir;MDU;3;0;1;4;BUILDING template
SINT-NIKLAAS - FH02;1513959;BL0210;2;1513959;;;;WAAR;Walburgstraat;26;;;;;Youssef Abdellaoui;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513960;BL0217;3;1513960;;;;WAAR;Walburgstraat;27;;;D;2020-03-03 10:55:15;Marouane Zoubir;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;1513963;BL0210;2;1513963;;;;WAAR;Walburgstraat;30;;;D;2020-02-20 14:45:33;Maayken Vanfleteren;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;72532;BL0217;3;72532;;;;WAAR;Walburgstraat;31;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513966;BL0217;3;1513966;;;;WAAR;Walburgstraat;35;;;;;Youssef Abdellaoui;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513967;BL0210;2;1513967;;;;WAAR;Walburgstraat;36;;;;2018-07-24;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513969;BL0210;2;1513969;;;;WAAR;Walburgstraat;38;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513971;BL0217;3;1513971;;;;WAAR;Walburgstraat;41;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;5427126;BL0210;2;5427126;;;;WAAR;Walburgstraat;42;B;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513974;BL0210;2;1513974;;;;WAAR;Walburgstraat;44;;;D;2018-09-14;Abdelmalek Lamkoref;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;1513868;BL0217;3;1513868;;;;WAAR;Walburgstraat;47;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75752;BL0210;2;75752;;;;WAAR;Walburgstraat;48;B;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513977;BL0210;2;1513977;;;;WAAR;Walburgstraat;50;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513980;BL0217;3;1513980;;;;WAAR;Walburgstraat;53;;;;2020-03-07 13:25:06;Geert Stockman;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513981;BL0210;2;1513981;;;;WAAR;Walburgstraat;54;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513984;BL0217;3;1513984;;;;WAAR;Walburgstraat;57;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513985;BL0210;2;1513985;;;;WAAR;Walburgstraat;58;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513988;BL0217;3;1513988;;;;WAAR;Walburgstraat;61;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513989;BL0210;2;1513989;;;;WAAR;Walburgstraat;62;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513992;BL0217;3;1513992;;;;WAAR;Walburgstraat;65;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513993;BL0210;2;1513993;;;;WAAR;Walburgstraat;66;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513996;BL0217;3;1513996;;;;WAAR;Walburgstraat;69;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75750;BL0210;2;75750;;;;WAAR;Walburgstraat;70;;;;;Youssef Abdellaoui;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513998;BL0217;3;1513998;;;;WAAR;Walburgstraat;73;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75745;BL0217;3;75745;;;;WAAR;Walburgstraat;77;;;D;2018-09-14;Abdelmalek Lamkoref;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;1514000;BL0217;3;1514000;;;;WAAR;Walburgstraat;81;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3948866;BL0217;3;3948866;;;;WAAR;Walburgstraat;85;;;XC;2020-03-03 12:25:12;Marouane Zoubir;MDU;0;3;1;4;BUILDING template
SINT-NIKLAAS - FH02;4444843;BL0207;2;4444843;;;;WAAR;Zamanstraat;3;;;;2018-12-13;Hidde Kiekens;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3525056;BL0207;2;3525056;;;;WAAR;Zamanstraat;5;;;D;2020-02-07 09:05:21;Maayken Vanfleteren;MDU;0;4;1;5;BUILDING template
SINT-NIKLAAS - FH02;3948878;BL0207;2;3948878;;;;WAAR;Zamanstraat;9;;;D;2018-09-07;Francois Glaude;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;3525081;BL0207;2;3525081;;;;WAAR;Zamanstraat;13;;;;2020-02-07 09:05:24;Maayken Vanfleteren;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3525101;BL0207;2;3525101;;;;WAAR;Zamanstraat;17;;;;;Francois Glaude;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;9405;BL0207;2;9405;;;;WAAR;Zamanstraat;21;;;D;2018-09-07;Francois Glaude;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;68399;BL0206;1;68399;;;;WAAR;Zamanstraat;31;;;;2020-02-13 14:00:50;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3525125;BL0206;1;3525125;;;;WAAR;Zamanstraat;35;;;;;Francois Glaude;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3525145;BL0206;1;3525145;;;;WAAR;Zamanstraat;39;;;;;Francois Glaude;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4269924;BL0206;1;4269924;;;;WAAR;Zamanstraat;43;;;;;Francois Glaude;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;68467;BL0206;1;68467;;;;WAAR;Zamanstraat;47;;;D;2020-02-06 20:50:14;Steffen Verhofste;MDU;1;0;1;2;BUILDING template
SINT-NIKLAAS - FH02;3525173;BL0206;1;3525173;;;;WAAR;Zamanstraat;53;;;;;Francois Glaude;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3525182;BL0206;1;3525182;;;;WAAR;Zamanstraat;57;;;;;Francois Glaude;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;5722714;BL0217;3;5722714;;;;WAAR;Zeildoekstraat;1;A;;XC;2020-03-07 13:00:10;Geert Stockman;MDU;0;5;1;6;BUILDING template
SINT-NIKLAAS - FH02;75735;BL0217;3;75735;;;;WAAR;Zeildoekstraat;1;;;;;Youssef Abdellaoui;SDU;0;0;0;0;BUILDING template
SINT-NIKLAAS - FH02;1514002;BL0217;3;1514002;;;;WAAR;Zeildoekstraat;5;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514004;BL0217;3;1514004;;;;WAAR;Zeildoekstraat;9;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514006;BL0217;3;1514006;;;;WAAR;Zeildoekstraat;13;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514008;BL0217;3;1514008;;;;WAAR;Zeildoekstraat;17;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514010;BL0217;3;1514010;;;;WAAR;Zeildoekstraat;21;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75736;BL0217;3;75736;;;;WAAR;Zeildoekstraat;25;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3525267;BL0217;3;3525267;;;;WAAR;Zeildoekstraat;31;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3525271;BL0217;3;3525271;;;;WAAR;Zeildoekstraat;35;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4443052;BL0217;3;4443052;;;;WAAR;Zeildoekstraat;39;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;854102;BL0206;1;854102;;;;WAAR;Zwijgershoek;10;;;XC;2020-02-21 17:05:16;Hidde Kiekens;MDU;1;36;1;38;BUILDING template
SINT-NIKLAAS - FH02;68406;BL0207;2;68406;;;;WAAR;Zwijgershoek;11;;;D;2020-02-07 11:10:27;Maayken Vanfleteren;MDU;0;12;1;13;BUILDING template
SINT-NIKLAAS - FH02;3483874;BL0207;2;3483874;;;;WAAR;Zwijgershoek;21;;;;;Francois Glaude;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484793;BL0209;2;3484793;;;;WAAR;Ankerstraat;3;;;D;2020-02-07 14:20:40;Maayken Vanfleteren;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;3925931;BL0209;2;3925931;;;;WAAR;Ankerstraat;7;;;D;2020-02-07 15:30:42;Maayken Vanfleteren;MDU;0;8;1;9;BUILDING template
SINT-NIKLAAS - FH02;76246;BL0209;2;76246;;;;WAAR;Ankerstraat;13;;;;2020-02-07 15:30:33;Maayken Vanfleteren;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484802;BL0209;2;3484802;;;;WAAR;Ankerstraat;17;;;D;2020-02-07 15:30:38;Maayken Vanfleteren;MDU;0;9;1;10;BUILDING template
SINT-NIKLAAS - FH02;5487710;BL0207;2;5487710;;;;WAAR;Ankerstraat;18;;;;2018-12-13;Hidde Kiekens;MDU;0;4;0;4;BUILDING template
SINT-NIKLAAS - FH02;3484805;BL0207;2;3484805;;;;WAAR;Ankerstraat;22;;;;;Francois Glaude;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;6456861;BL0209;2;6456861;;;;WAAR;Ankerstraat;25;A;;;2019-10-23;Dirk Marien;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;6329472;BL0209;2;6329472;;;;WAAR;Ankerstraat;25;B;;;2019-10-23;Dirk Marien;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484806;BL0207;2;3484806;;;;WAAR;Ankerstraat;26;;;;;Francois Glaude;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484807;BL0209;2;3484807;;;;WAAR;Ankerstraat;27;;;;;Francois Glaude;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484809;BL0207;2;3484809;;;;WAAR;Ankerstraat;30;;;D;2020-02-07 11:10:32;Maayken Vanfleteren;MDU;1;2;0;3;BUILDING template
SINT-NIKLAAS - FH02;4444907;BL0209;2;4444907;;;;WAAR;Ankerstraat;31;;;D;2020-05-12 13:35:07;Maayken Vanfleteren;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;3484810;BL0207;2;3484810;;;;WAAR;Ankerstraat;34;;;;;Francois Glaude;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;1372300;BL0209;2;1372300;;;;WAAR;Ankerstraat;35;;;D;2020-02-07 16:25:18;Maayken Vanfleteren;MDU;1;3;1;5;BUILDING template
SINT-NIKLAAS - FH02;3484819;BL0209;2;3484819;;;;WAAR;Ankerstraat;41;;;;2020-02-07 16:25:13;Maayken Vanfleteren;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;68417;BL0209;2;68417;;;;WAAR;Ankerstraat;45;;;D;2020-02-20 13:25:16;Maayken Vanfleteren;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;4444935;BL0207;2;4444935;;;;WAAR;Ankerstraat;46;;;;2018-07-25;Francois Glaude;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484823;BL0209;2;3484823;;;;WAAR;Ankerstraat;49;A;;;;;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;5411572;BL0209;2;5411572;;;;WAAR;Ankerstraat;49;B;;;2018-09-06;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;68410;BL0207;2;68410;;;;WAAR;Ankerstraat;50;;;;;Francois Glaude;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484825;BL0209;2;3484825;;;;WAAR;Ankerstraat;51;;;D;2018-09-06;Abdelmalek Lamkoref;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;6347287;BL0207;2;6347287;;;;WAAR;Ankerstraat;54;B;;;2019-10-23;Dirk Marien;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484829;BL0207;2;3484829;;;;WAAR;Ankerstraat;54;;;D;2020-01-28 14:55:29;Maayken Vanfleteren;MDU;1;6;1;8;BUILDING template
SINT-NIKLAAS - FH02;3484833;BL0207;2;3484833;;;;WAAR;Ankerstraat;58;;;;;Francois Glaude;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;68431;BL0209;2;68431;;;;WAAR;Ankerstraat;61;;;D;2018-09-06;Francois Glaude;MDU;1;3;0;4;BUILDING template
SINT-NIKLAAS - FH02;4444883;BL0207;2;4444883;;;;WAAR;Ankerstraat;62;;;;;Francois Glaude;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484838;BL0209;2;3484838;;;;WAAR;Ankerstraat;63;;;;;Youssef Abdellaoui;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484841;BL0207;2;3484841;;;;WAAR;Ankerstraat;66;;;XC;2020-01-28 14:00:31;Maayken Vanfleteren;MDU;1;4;1;6;BUILDING template
SINT-NIKLAAS - FH02;3484842;BL0209;2;3484842;;;;WAAR;Ankerstraat;69;;;D;2020-02-07 17:05:14;Maayken Vanfleteren;MDU;0;4;1;5;BUILDING template
SINT-NIKLAAS - FH02;3484844;BL0207;2;3484844;;;;WAAR;Ankerstraat;70;;;D;2020-01-28 11:20:17;Maayken Vanfleteren;MDU;0;4;0;4;BUILDING template
SINT-NIKLAAS - FH02;68418;BL0207;2;68418;;;;WAAR;Ankerstraat;72;;;D;2020-01-28 13:10:25;Maayken Vanfleteren;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;3484846;BL0209;2;3484846;;;;WAAR;Ankerstraat;73;;;XC;2020-02-10 14:45:40;Maayken Vanfleteren;MDU;0;5;1;6;BUILDING template
SINT-NIKLAAS - FH02;3484853;BL0209;2;3484853;;;;WAAR;Ankerstraat;83;;;;;Francois Glaude;MDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484855;BL0207;2;3484855;;;;WAAR;Ankerstraat;84;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484856;BL0207;2;3484856;;;;WAAR;Ankerstraat;90;;;;2020-01-28 09:55:21;Maayken Vanfleteren;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;4444862;BL0207;2;4444862;;;;WAAR;Ankerstraat;94;;;XC;2020-01-28 11:10:22;Maayken Vanfleteren;MDU;0;3;2;5;BUILDING template
SINT-NIKLAAS - FH02;3484859;BL0207;2;3484859;;;;WAAR;Ankerstraat;96;;;;;Francois Glaude;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484865;BL0208;1;3484865;;;;WAAR;Ankerstraat;103;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484867;BL0207;2;3484867;;;;WAAR;Ankerstraat;104;;;;2020-02-09 14:25:22;Maayken Vanfleteren;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484868;BL0207;2;3484868;;;;WAAR;Ankerstraat;106;;;;;Francois Glaude;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484869;BL0208;1;3484869;;;;WAAR;Ankerstraat;107;;;D;2020-02-09 14:25:18;Maayken Vanfleteren;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;3484873;BL0208;1;3484873;;;;WAAR;Ankerstraat;111;;;D;2020-02-10;Maayken Vanfleteren;MDU;1;2;0;3;BUILDING template
SINT-NIKLAAS - FH02;68437;BL0208;1;68437;;;;WAAR;Ankerstraat;113;;;D;2020-02-10 17:40:20;Maayken Vanfleteren;MDU;2;10;1;13;BUILDING template
SINT-NIKLAAS - FH02;3484877;BL0208;1;3484877;;;;WAAR;Ankerstraat;117;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484878;BL0206;1;3484878;;;;WAAR;Ankerstraat;118;;;;;Francois Glaude;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484884;BL0208;1;3484884;;;;WAAR;Ankerstraat;123;;;;;Francois Glaude;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484885;BL0206;1;3484885;;;;WAAR;Ankerstraat;124;;;D;2020-02-06 20:30:18;Hidde Kiekens;MDU;0;3;1;4;BUILDING template
SINT-NIKLAAS - FH02;3484890;BL0208;1;3484890;;;;WAAR;Ankerstraat;127;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;4444821;BL0206;1;4444821;;;;WAAR;Ankerstraat;128;;;;2019-10-23;Dirk Marien;SDU;0;0;0;0;BUILDING template
SINT-NIKLAAS - FH02;3484895;BL0206;1;3484895;;;;WAAR;Ankerstraat;132;;;;2020-01-30 13:20:23;Hidde Kiekens;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484898;BL0206;1;3484898;;;;WAAR;Ankerstraat;136;;;;2020-05-08 08:50:10;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4444826;BL0206;1;4444826;;;;WAAR;Ankerstraat;140;;;;;Francois Glaude;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4215489;BL0206;1;4215489;;;;WAAR;Ankerstraat;144;;;;;Francois Glaude;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484913;BL0205;1;3484913;;;;WAAR;Antwerpse Steenweg;4;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484917;BL0205;1;3484917;;;;WAAR;Antwerpse Steenweg;8;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484920;BL0205;1;3484920;;;;WAAR;Antwerpse Steenweg;12;;;D;2020-02-05 18:10:13;Hidde Kiekens;MDU;0;5;0;5;BUILDING template
SINT-NIKLAAS - FH02;4447772;BL0205;1;4447772;;;;WAAR;Antwerpse Steenweg;20;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4447774;BL0205;1;4447774;;;;WAAR;Antwerpse Steenweg;24;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
