Projectnummer;Opdrachtnummer;Blok;Cluster NR;LAM MK;BG Id;BG Name;Bg Name ifh;Kolom1;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
SINT-NIKLAAS - FH02;4447775;BL0205;1;4447775;;;;WAAR;Antwerpse Steenweg;28;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3484932;BL0205;1;3484932;;;;WAAR;Antwerpse Steenweg;32;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;4187860;BL0205;1;4187860;;;;WAAR;Antwerpse Steenweg;36;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;96648;BL0216;3;96648;;;;WAAR;August Nobelsstraat;2;;;D;2020-02-18 13:25:17;Marouane Zoubir;MDU;0;7;0;7;BUILDING template
SINT-NIKLAAS - FH02;91082;BL0214;3;91082;;;;WAAR;August Nobelsstraat;3;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3508928;BL0216;3;3508928;;;;WAAR;August Nobelsstraat;6;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3508932;BL0214;3;3508932;;;;WAAR;August Nobelsstraat;7;;;D;2020-04-29;Geert Stockman;MDU;0;4;1;5;BUILDING template
SINT-NIKLAAS - FH02;91081;BL0214;3;91081;;;;WAAR;August Nobelsstraat;11;;;D;2020-02-14 13:45:38;Marouane Zoubir;MDU;0;4;1;5;BUILDING template
SINT-NIKLAAS - FH02;3508956;BL0216;3;3508956;;;;WAAR;August Nobelsstraat;12;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;91080;BL0215;3;91080;;;;WAAR;August Nobelsstraat;13;;;X;2020-02-18 10:10:19;Marouane Zoubir;MDU;0;0;0;0;BUILDING template
SINT-NIKLAAS - FH02;3508965;BL0216;3;3508965;;;;WAAR;August Nobelsstraat;16;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3508968;BL0215;3;3508968;;;;WAAR;August Nobelsstraat;17;;;D;2020-02-18 12:15:20;Marouane Zoubir;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;3508981;BL0216;3;3508981;;;;WAAR;August Nobelsstraat;20;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3508984;BL0215;3;3508984;;;;WAAR;August Nobelsstraat;21;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3508990;BL0216;3;3508990;;;;WAAR;August Nobelsstraat;24;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3508993;BL0215;3;3508993;;;;WAAR;August Nobelsstraat;25;;;D;2020-03-20 11:08:35;Youssef Abdellaoui;MDU;0;1;1;2;BUILDING template
SINT-NIKLAAS - FH02;3508997;BL0216;3;3508997;;;;WAAR;August Nobelsstraat;28;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3508999;BL0215;3;3508999;;;;WAAR;August Nobelsstraat;29;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3509005;BL0216;3;3509005;;;;WAAR;August Nobelsstraat;32;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;91088;BL0215;3;91088;;;;WAAR;August Nobelsstraat;33;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3509012;BL0215;3;3509012;;;;WAAR;August Nobelsstraat;37;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4468852;BL0215;3;4468852;;;;WAAR;August Nobelsstraat;41;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3509018;BL0215;3;3509018;;;;WAAR;August Nobelsstraat;45;;;D;2020-03-20 13:55:53;Kevin Dekens;MDU;0;1;1;2;BUILDING template
SINT-NIKLAAS - FH02;54660;BL0219;3;54660;;;;WAAR;Azalealaan;1;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;54661;BL0218;3;54661;;;;WAAR;Azalealaan;2;;;;2018-07-26;Youssef Abdellaoui;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;4466228;BL0219;3;4466228;;;;WAAR;Azalealaan;7;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3485228;BL0218;3;3485228;;;;WAAR;Azalealaan;10;;;;;Youssef Abdellaoui;MDU;7;0;1;8;BUILDING template
SINT-NIKLAAS - FH02;3485230;BL0219;3;3485230;;;;WAAR;Azalealaan;11;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;60750;BL0219;3;60750;;;;WAAR;Azalealaan;15;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3485235;BL0219;3;3485235;;;;WAAR;Azalealaan;19;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4127783;BL0219;3;4127783;;;;WAAR;Azalealaan;23;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;60747;BL0219;3;60747;;;;WAAR;Azalealaan;27;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;60744;BL0219;3;60744;;;;WAAR;Brugsken;2;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3486960;BL0219;3;3486960;;;;WAAR;Brugsken;6;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4466371;BL0219;3;4466371;;;;WAAR;Brugsken;14;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3486969;BL0219;3;3486969;;;;WAAR;Brugsken;18;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4466379;BL0219;3;4466379;;;;WAAR;Brugsken;22;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4466385;BL0219;3;4466385;;;;WAAR;Brugsken;26;;;D;2020-03-04 10:45:12;Marouane Zoubir;MDU;0;4;2;6;BUILDING template
SINT-NIKLAAS - FH02;3486978;BL0219;3;3486978;;;;WAAR;Brugsken;34;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513567;BL0219;3;1513567;;;;WAAR;Brugsken;38;;;D;2020-03-12 10:10:10;Hidde Kiekens;MDU;0;8;0;8;BUILDING template
SINT-NIKLAAS - FH02;3486983;BL0219;3;3486983;;;;WAAR;Brugsken;44;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3486986;BL0219;3;3486986;;;;WAAR;Brugsken;48;;;D;2020-03-12 10:15:16;Hidde Kiekens;MDU;0;7;0;7;BUILDING template
SINT-NIKLAAS - FH02;3486988;BL0219;3;3486988;;;;WAAR;Brugsken;50;;;;2020-03-12 10:20:08;Hidde Kiekens;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3490693;BL0202;1;3490693;;;;WAAR;De Gravestraat;17;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;61651;BL0202;1;61651;;;;WAAR;De Gravestraat;25;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3490700;BL0202;1;3490700;;;;WAAR;De Gravestraat;29;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3490703;BL0202;1;3490703;;;;WAAR;De Gravestraat;33;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448916;BL0202;1;4448916;;;;WAAR;De Gravestraat;37;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3490711;BL0202;1;3490711;;;;WAAR;De Gravestraat;41;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;61652;BL0202;1;61652;;;;WAAR;De Gravestraat;45;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3490714;BL0202;1;3490714;;;;WAAR;De Gravestraat;49;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448305;BL0202;1;4448305;;;;WAAR;De Gravestraat;55;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3490721;BL0202;1;3490721;;;;WAAR;De Gravestraat;59;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448310;BL0202;1;4448310;;;;WAAR;De Gravestraat;63;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448315;BL0202;1;4448315;;;;WAAR;De Gravestraat;67;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4448317;BL0202;1;4448317;;;;WAAR;De Gravestraat;71;;;;;Abdelmalek Lamkoref;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4454590;BL0217;3;4454590;;;;WAAR;Grote Peperstraat;3;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4454591;BL0217;3;4454591;;;;WAAR;Grote Peperstraat;7;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3511278;BL0217;3;3511278;;;;WAAR;Grote Peperstraat;11;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;72518;BL0217;3;72518;;;;WAAR;Grote Peperstraat;15;;;;;Youssef Abdellaoui;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3511292;BL0217;3;3511292;;;;WAAR;Grote Peperstraat;19;;;D;2020-02-19 13:10:17;Marouane Zoubir;MDU;1;1;1;3;BUILDING template
SINT-NIKLAAS - FH02;4454573;BL0217;3;4454573;;;;WAAR;Grote Peperstraat;23;;;D;2020-02-19;Marouane Zoubir;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;3511301;BL0217;3;3511301;;;;WAAR;Grote Peperstraat;25;;;;;Youssef Abdellaoui;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;72519;BL0217;3;72519;;;;WAAR;Grote Peperstraat;29;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513903;BL0217;3;1513903;;;;WAAR;Grote Peperstraat;33;;;D;2020-02-19 13:40:16;Marouane Zoubir;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;1513907;BL0217;3;1513907;;;;WAAR;Grote Peperstraat;37;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513909;BL0217;3;1513909;;;;WAAR;Grote Peperstraat;41;;;X;2020-02-19 13:50:17;Marouane Zoubir;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;1513913;BL0217;3;1513913;;;;WAAR;Grote Peperstraat;45;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1513917;BL0217;3;1513917;;;;WAAR;Grote Peperstraat;49;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4454587;BL0217;3;4454587;;;;WAAR;Grote Peperstraat;53;;;;2018-07-26;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;72520;BL0217;3;72520;;;;WAAR;Grote Peperstraat;55;;;D;2018-09-12;Abdelmalek Lamkoref;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;1514090;BL0217;3;1514090;;;;WAAR;Hospitaalstraat;3;;;D;2018-09-13;Abdelmalek Lamkoref;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;1514095;BL0218;3;1514095;;;;WAAR;Hospitaalstraat;8;;;;2020-04-29 15:15:11;Geert Stockman;SDU;0;0;0;0;BUILDING template
SINT-NIKLAAS - FH02;1514096;BL0217;3;1514096;;;;WAAR;Hospitaalstraat;9;;;D;2018-09-13;Abdelmalek Lamkoref;MDU;1;1;1;3;BUILDING template
SINT-NIKLAAS - FH02;1514098;BL0217;3;1514098;;;;WAAR;Hospitaalstraat;11;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514100;BL0217;3;1514100;;;;WAAR;Hospitaalstraat;15;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75755;BL0217;3;75755;;;;WAAR;Hospitaalstraat;19;;;;;Youssef Abdellaoui;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;75756;BL0217;3;75756;;;;WAAR;Hospitaalstraat;23;;;;;Kevin Dekens;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3504590;BL0209;2;3504590;;;;WAAR;Houtbriel;16;;;;2020-02-07 11:45:37;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;6161014;BL0209;2;6161014;;;;WAAR;Houtbriel;17;A;;D;2020-02-07;Maayken Vanfleteren;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;6166544;BL0209;2;6166544;;;;WAAR;Houtbriel;17;B;;;2019-10-23;Dirk Marien;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;76250;BL0209;2;76250;;;;WAAR;Kalkstraat;4;;;XC;2020-02-07 15:45:30;Maayken Vanfleteren;MDU;0;7;1;8;BUILDING template
SINT-NIKLAAS - FH02;76251;BL0209;2;76251;;;;WAAR;Kalkstraat;8;;;D;2020-02-07 13:00:38;Maayken Vanfleteren;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;3497460;BL0209;2;3497460;;;;WAAR;Kalkstraat;14;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;4460288;BL0209;2;4460288;;;;WAAR;Kalkstraat;22;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3497483;BL0209;2;3497483;;;;WAAR;Kalkstraat;28;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;4460294;BL0209;2;4460294;;;;WAAR;Kalkstraat;32;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;977878;BL0210;2;977878;;;;WAAR;Kalkstraat;33;;;D;2020-04-14 16:25:08;Maayken Vanfleteren;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;4460295;BL0209;2;4460295;;;;WAAR;Kalkstraat;36;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3497496;BL0210;2;3497496;;;;WAAR;Kalkstraat;37;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4455418;BL0210;2;4455418;;;;WAAR;Kalkstraat;41;;;D;2020-04-14 16:25:09;Maayken Vanfleteren;MDU;1;1;0;2;BUILDING template
SINT-NIKLAAS - FH02;3497499;BL0210;2;3497499;;;;WAAR;Kalkstraat;45;;;;;Youssef Abdellaoui;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3497508;BL0210;2;3497508;;;;WAAR;Kalkstraat;49;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75564;BL0209;2;75564;;;;WAAR;Kalkstraat;50;;;;2020-02-10 09:42:18;;MDU;0;0;0;0;BUILDING template
SINT-NIKLAAS - FH02;1514012;BL0210;2;1514012;;;;WAAR;Kalkstraat;53;;;;;Youssef Abdellaoui;MDU;0;8;0;8;BUILDING template
SINT-NIKLAAS - FH02;1514013;BL0211;2;1514013;;;;WAAR;Kalkstraat;56;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514015;BL0210;2;1514015;;;;WAAR;Kalkstraat;59;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514016;BL0211;2;1514016;;;;WAAR;Kalkstraat;60;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;6320653;BL0211;2;6320653;;;;WAAR;Kalkstraat;62;A;;;2019-10-25;Dirk Marien;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;6331902;BL0211;2;6331902;;;;WAAR;Kalkstraat;62;B;;;2019-10-23;Dirk Marien;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514019;BL0210;2;1514019;;;;WAAR;Kalkstraat;63;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514025;BL0210;2;1514025;;;;WAAR;Kalkstraat;69;;;;;Youssef Abdellaoui;MDU;0;5;0;5;BUILDING template
SINT-NIKLAAS - FH02;75744;BL0211;2;75744;;;;WAAR;Kalkstraat;70;;;;;Kevin Dekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514028;BL0211;2;1514028;;;;WAAR;Kalkstraat;74;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75560;BL0210;2;75560;;;;WAAR;Kalkstraat;75;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514029;BL0211;2;1514029;;;;WAAR;Kalkstraat;76;;;;2018-07-24;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514031;BL0210;2;1514031;;;;WAAR;Kalkstraat;79;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1514036;BL0211;2;1514036;;;;WAAR;Kalkstraat;84;;;D;2020-02-21 11:00:26;Geert Stockman;MDU;0;7;0;7;BUILDING template
SINT-NIKLAAS - FH02;1514041;BL0210;2;1514041;;;;WAAR;Kalkstraat;89;;;D;2020-02-20 15:15:22;Maayken Vanfleteren;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;4205873;BL0210;2;4205873;;;;WAAR;Kalkstraat;93;;;D;2018-09-19;Abdelmalek Lamkoref;MDU;0;3;0;3;BUILDING template
SINT-NIKLAAS - FH02;3497559;BL0210;2;3497559;;;;WAAR;Kalkstraat;97;;;D;2018-09-07;Abdelmalek Lamkoref;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;75740;BL0210;2;75740;;;;WAAR;Kalkstraat;101;;;;2018-07-24;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;75738;BL0210;2;75738;;;;WAAR;Kalkstraat;103;;;X;2020-02-20 14:55:15;Maayken Vanfleteren;MDU;1;3;0;4;BUILDING template
SINT-NIKLAAS - FH02;1513899;BL0210;2;1513899;;;;WAAR;Kleine Peperstraat;11;;;;2020-02-20 13:40:22;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;977891;BL0210;2;977891;;;;WAAR;Kleine Peperstraat;15;;;;;Youssef Abdellaoui;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;1193081;BL0210;2;1193081;;;;WAAR;Kleine Peperstraat;17;;;;2018-07-24;Youssef Abdellaoui;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;68426;BL0208;1;68426;;;;WAAR;Klein-Hulststraat;1;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500070;BL0208;1;3500070;;;;WAAR;Klein-Hulststraat;5;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4444729;BL0208;1;4444729;;;;WAAR;Klein-Hulststraat;9;;;D;2020-02-09 14:25:17;Maayken Vanfleteren;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;4449038;BL0205;1;4449038;;;;WAAR;Klein-Hulststraat;10;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500075;BL0208;1;3500075;;;;WAAR;Klein-Hulststraat;13;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;4406684;BL0205;1;4406684;;;;WAAR;Klein-Hulststraat;14;;;D;2020-01-31 10:40:17;Verhofsté Steffen;MDU;1;0;1;2;BUILDING template
SINT-NIKLAAS - FH02;3500079;BL0208;1;3500079;;;;WAAR;Klein-Hulststraat;17;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;56055;BL0205;1;56055;;;;WAAR;Klein-Hulststraat;18;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4004165;BL0205;1;4004165;;;;WAAR;Klein-Hulststraat;22;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500081;BL0208;1;3500081;;;;WAAR;Klein-Hulststraat;23;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500085;BL0205;1;3500085;;;;WAAR;Klein-Hulststraat;26;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3925969;BL0208;1;3925969;;;;WAAR;Klein-Hulststraat;27;;;XC;2020-03-05 12:25:10;Maayken Vanfleteren;MDU;0;5;1;6;BUILDING template
SINT-NIKLAAS - FH02;4444739;BL0208;1;4444739;;;;WAAR;Klein-Hulststraat;31;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4444740;BL0208;1;4444740;;;;WAAR;Klein-Hulststraat;35;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4444741;BL0208;1;4444741;;;;WAAR;Klein-Hulststraat;39;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500088;BL0208;1;3500088;;;;WAAR;Klein-Hulststraat;43;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500089;BL0208;1;3500089;;;;WAAR;Klein-Hulststraat;47;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500091;BL0208;1;3500091;;;;WAAR;Klein-Hulststraat;51;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500093;BL0205;1;3500093;;;;WAAR;Klein-Hulststraat;54;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;68427;BL0208;1;68427;;;;WAAR;Klein-Hulststraat;55;;;D;2020-02-09 14:25:15;Maayken Vanfleteren;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;3500095;BL0205;1;3500095;;;;WAAR;Klein-Hulststraat;58;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500097;BL0209;2;3500097;;;;WAAR;Klein-Hulststraat;61;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4449077;BL0205;1;4449077;;;;WAAR;Klein-Hulststraat;62;;;D;2020-01-31 11:00:43;Hidde Kiekens;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;3500100;BL0209;2;3500100;;;;WAAR;Klein-Hulststraat;65;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500102;BL0205;1;3500102;;;;WAAR;Klein-Hulststraat;68;;;;;Bernardo Kana da Rosa;SDU;1;0;0;1;BUILDING template
SINT-NIKLAAS - FH02;56057;BL0205;1;56057;;;;WAAR;Klein-Hulststraat;76;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4263214;BL0209;2;4263214;;;;WAAR;Klein-Hulststraat;79;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500113;BL0205;1;3500113;;;;WAAR;Klein-Hulststraat;80;;;D;2018-09-19;Abdelmalek Lamkoref;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;4444813;BL0209;2;4444813;;;;WAAR;Klein-Hulststraat;81;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500117;BL0205;1;3500117;;;;WAAR;Klein-Hulststraat;86;;;D;2020-02-13 13:50:17;Hidde Kiekens;MDU;0;6;0;6;BUILDING template
SINT-NIKLAAS - FH02;4447875;BL0205;1;4447875;;;;WAAR;Klein-Hulststraat;92;;;;2018-11-08;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4447878;BL0205;1;4447878;;;;WAAR;Klein-Hulststraat;98;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500123;BL0205;1;3500123;;;;WAAR;Klein-Hulststraat;100;;;;2018-12-13;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500127;BL0205;1;3500127;;;;WAAR;Klein-Hulststraat;104;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3948696;BL0205;1;3948696;;;;WAAR;Klein-Hulststraat;108;;;D;2018-09-19;Abdelmalek Lamkoref;MDU;0;2;0;2;BUILDING template
SINT-NIKLAAS - FH02;4447886;BL0205;1;4447886;;;;WAAR;Klein-Hulststraat;116;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;4447888;BL0205;1;4447888;;;;WAAR;Klein-Hulststraat;120;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500132;BL0205;1;3500132;;;;WAAR;Klein-Hulststraat;122;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;63275;BL0205;1;63275;;;;WAAR;Klein-Hulststraat;126;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;3500139;BL0205;1;3500139;;;;WAAR;Klein-Hulststraat;130;;;;;Bernardo Kana da Rosa;SDU;0;1;0;1;BUILDING template
SINT-NIKLAAS - FH02;63317;BL0205;1;63317;;;;WAAR;Klein-Hulststraat;132;;;;2019-10-23;Dirk Marien;SDU;0;1;0;1;BUILDING template
