Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate
ANTWERPEN-WEST - FH10;2048291;BL0017;;671965;2048291;;;Karel Rogierstraat;25;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062139;BL0024;;683975;2062139;;;De Vrierestraat;23;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;4243958;BL0027;;13724242;4243958;;;Tolstraat;59;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973060;BL0027;;726077;973060;;;Tolstraat;71;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739391;BL0008;;625953;1739391;;;Beeldhouwersstraat;6;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1944455;BL0008;;649971;1944455;;;Graaf van Hoornestraat;55;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2048292;BL0018;;671966;2048292;;;Karel Rogierstraat;26;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062140;BL0025;;683976;2062140;;;De Vrierestraat;29;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;4245328;BL0016;;696319;4245328;;;Zwijgerstraat;33;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973061;BL0027;;726078;973061;;;Tolstraat;89;;;;Marouane Zoubir;MDU;0;6;0;6;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2042508;BL0004;;35168028;2042508;;;Edward Pecherstraat;5;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739392;BL0008;;625954;1739392;;;Beeldhouwersstraat;8;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1944456;BL0009;;649972;1944456;;;Graaf van Hoornestraat;56;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2048293;BL0017;;671967;2048293;;;Karel Rogierstraat;27;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062141;BL0025;;13724210;2062141;;;De Vrierestraat;31;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;4251750;BL0008;;696465;4251750;;;Beeldhouwersstraat;18;;;;Marouane Zoubir;MDU;0;1;1;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973062;BL0028;;726079;973062;;;Welvaartstraat;27;A;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2042563;BL0004;;35168030;2042563;;;Edward Pecherstraat;25;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739393;BL0008;;625955;1739393;;;Beeldhouwersstraat;10;;;;Marouane Zoubir;MDU;0;1;1;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1944457;BL0009;;649973;1944457;;;Graaf van Hoornestraat;58;;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2048294;BL0018;;671968;2048294;;;Karel Rogierstraat;28;;;;Marouane Zoubir;MDU;0;2;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062142;BL0015;;683978;2062142;;;De Vrierestraat;32;;;;Marouane Zoubir;MDU;0;2;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;4253968;BL0017;;696495;4253968;;;Karel Rogierstraat;17;;;;Marouane Zoubir;MDU;0;6;0;6;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973063;BL0028;;726080;973063;;;Welvaartstraat;37;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2042566;BL0004;;35168040;2042566;;;Edward Pecherstraat;29;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739394;BL0008;;625956;1739394;;;Beeldhouwersstraat;12;;;;Marouane Zoubir;MDU;0;1;1;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1944458;BL0007;;649974;1944458;;;Graaf van Hoornestraat;59;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2048295;BL0017;;671969;2048295;;;Karel Rogierstraat;29;;;;Marouane Zoubir;MDU;0;6;0;6;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062143;BL0025;;683979;2062143;;;De Vrierestraat;33;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;4262756;BL0005;;696660;4262756;;;Pacificatiestraat;83;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973065;BL0027;;726081;973065;;;Welvaartstraat;38;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;NB-20008920654;;;;NB-20008920654;;;Verbondstraat;89;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2050553;BL0019;;35168120;2050553;;;Scheldestraat;97;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739395;BL0008;;625957;1739395;;;Beeldhouwersstraat;14;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2048296;BL0018;;671970;2048296;;;Karel Rogierstraat;30;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062144;BL0025;;683980;2062144;;;De Vrierestraat;33;A;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;4263202;BL0037;;696666;4263202;;;Bollandusstraat;13;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973066;BL0027;;726082;973066;;;Welvaartstraat;54;A;;;Marouane Zoubir;MDU;0;8;0;8;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739396;BL0008;;625958;1739396;;;Beeldhouwersstraat;16;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1960304;BL0028;;652059;1960304;;;Kasteelpleinstraat;12;;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2048297;BL0017;;671971;2048297;;;Karel Rogierstraat;31;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062145;BL0015;;683981;2062145;;;De Vrierestraat;34;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;43815;BL0038;;697161;43815;;;Leopoldplaats;10;;;;Marouane Zoubir;MDU;1;0;1;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973067;BL0027;;726083;973067;;;Welvaartstraat;56;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2050931;BL0014;;35168195;2050931;;;Schildersstraat;10;;;;Marouane Zoubir;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;1739397;BL0008;;625959;1739397;;;Beeldhouwersstraat;22;;;;Marouane Zoubir;MDU;1;1;0;2;N;;BUILDING template
ANTWERPEN-WEST - FH10;1960306;BL0028;;652060;1960306;;;Kasteelpleinstraat;14;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2048298;BL0018;;671972;2048298;;;Karel Rogierstraat;32;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062146;BL0025;;683982;2062146;;;De Vrierestraat;35;;;;Marouane Zoubir;MDU;0;5;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH10;43817;BL0038;;697162;43817;;;Leopoldplaats;11;;;;Marouane Zoubir;MDU;1;0;1;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973071;BL0027;;726084;973071;;;Amerikalei;6;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2050937;BL0015;;35168200;2050937;;;Schildersstraat;27;A;;;Marouane Zoubir;MDU;1;0;1;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739398;BL0012;;625960;1739398;;;Beeldhouwersstraat;32;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1960307;BL0029;;652061;1960307;;;Kasteelpleinstraat;15;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2048299;BL0017;;671973;2048299;;;Karel Rogierstraat;33;;;;Marouane Zoubir;MDU;1;4;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062147;BL0015;;13724214;2062147;;Coquilhatstraat 16_De Vrierestraat 36_Schildersstraat 41;De Vrierestraat;36;;;;Marouane Zoubir;SDU;1;0;0;1;N;;BUILDING template
ANTWERPEN-WEST - FH10;43818;BL0038;;697163;43818;;;Leopoldplaats;9;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973073;BL0027;;726085;973073;;;Amerikalei;8;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739399;BL0012;;625961;1739399;;;Beeldhouwersstraat;34;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1960308;BL0028;;652062;1960308;;;Kasteelpleinstraat;16;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2048300;BL0018;;671974;2048300;;;Karel Rogierstraat;34;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062148;BL0025;;683983;2062148;;;De Vrierestraat;37;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;43820;BL0038;;697164;43820;;;Mechelsesteenweg;18;;;;Marouane Zoubir;MDU;1;0;1;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973075;BL0027;;726086;973075;;;Amerikalei;2;;;;Marouane Zoubir;MDU;1;4;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2057019;BL0023;;35168222;2057019;;;Tolstraat;39;;;;Marouane Zoubir;MDU;0;1;1;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1028357;BL0001;;611157;1028357;;;Amerikalei;210;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739400;BL0012;;625962;1739400;;;Beeldhouwersstraat;36;;;;Marouane Zoubir;MDU;0;2;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1960309;BL0028;;652063;1960309;;;Kasteelpleinstraat;18;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2048301;BL0017;;671975;2048301;;;Karel Rogierstraat;35;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062149;BL0015;;683984;2062149;;;De Vrierestraat;38;;;;Marouane Zoubir;MDU;0;2;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;43821;BL0038;;697165;43821;;;Mechelsesteenweg;4;;;;Marouane Zoubir;MDU;1;4;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973380;BL0019;;726104;973380;;;Volkstraat;27;;;;Marouane Zoubir;MDU;1;4;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2059616;BL0028;;35168232;2059616;;;Verbondstraat;15;A;;;Marouane Zoubir;MDU;0;2;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1028358;BL0001;;611158;1028358;;;Amerikalei;212;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739401;BL0012;;625963;1739401;;;Beeldhouwersstraat;38;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1960310;BL0028;;652064;1960310;;;Kasteelpleinstraat;20;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2048302;BL0018;;671976;2048302;;;Karel Rogierstraat;36;;;;Marouane Zoubir;MDU;0;2;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062150;BL0025;;683985;2062150;;;De Vrierestraat;39;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;43823;BL0038;;697166;43823;;;Mechelsesteenweg;8;;;;Marouane Zoubir;MDU;1;5;0;6;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1028359;BL0001;;611159;1028359;;;Amerikalei;226;;;;Marouane Zoubir;MDU;0;7;1;8;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739402;BL0012;;625964;1739402;;;Beeldhouwersstraat;40;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2048303;BL0017;;671977;2048303;;;Karel Rogierstraat;37;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062151;BL0015;;683986;2062151;;;De Vrierestraat;40;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;43824;BL0038;;697167;43824;;;Mechelsesteenweg;10;;;;Marouane Zoubir;MDU;1;5;0;6;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973382;BL0019;;726106;973382;;;Volkstraat;15;;;;Marouane Zoubir;MDU;1;4;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2060275;BL0010;;35168240;2060275;;;Verschansingstraat;7;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1028361;BL0001;;611160;1028361;;;Amerikalei;214;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739403;BL0012;;625965;1739403;;;Beeldhouwersstraat;42;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2048304;BL0018;;671978;2048304;;;Karel Rogierstraat;38;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062152;BL0025;;683987;2062152;;;De Vrierestraat;41;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;43825;BL0038;;13724244;43825;;;Mechelsesteenweg;12;;;;Marouane Zoubir;MDU;5;13;1;19;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2060287;BL0010;;35168241;2060287;;;Verschansingstraat;23;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1028362;BL0001;;611161;1028362;;;Amerikalei;198;;;;Marouane Zoubir;MDU;0;6;0;6;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739404;BL0012;;625966;1739404;;;Beeldhouwersstraat;44;;;;Marouane Zoubir;MDU;1;2;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1960319;BL0028;;652067;1960319;;;Kasteelpleinstraat;32;;;;Marouane Zoubir;MDU;1;2;0;3;N;;BUILDING template
ANTWERPEN-WEST - FH10;2048306;BL0017;;671979;2048306;;;Karel Rogierstraat;39;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062153;BL0015;;683988;2062153;;;De Vrierestraat;42;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;43826;BL0038;;697169;43826;;;Mechelsesteenweg;14;;;;Marouane Zoubir;MDU;1;1;1;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973384;BL0019;;13724261;973384;;;Marnixplaats;1;;;;Marouane Zoubir;MDU;1;0;1;2;N;;BUILDING template
ANTWERPEN-WEST - FH10;1028363;BL0001;;611162;1028363;;;Baron Dhanislaan;4;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739405;BL0012;;625967;1739405;;;Beeldhouwersstraat;46;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1960320;BL0029;;652068;1960320;;;Kasteelpleinstraat;33;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2048307;BL0017;;671980;2048307;;;Karel Rogierstraat;41;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062154;BL0025;;683989;2062154;;;De Vrierestraat;43;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;43827;BL0038;;697170;43827;;;Mechelsesteenweg;16;;;;Marouane Zoubir;MDU;1;4;1;6;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1028364;BL0001;;611163;1028364;;;Baron Dhanislaan;2;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739406;BL0012;;625968;1739406;;;Beeldhouwersstraat;48;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1960321;BL0028;;652069;1960321;;;Kasteelpleinstraat;34;;;;Marouane Zoubir;MDU;1;1;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2048308;BL0017;;671981;2048308;;;Karel Rogierstraat;43;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062155;BL0025;;683990;2062155;;;De Vrierestraat;45;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;43828;BL0038;;697171;43828;;;Begijnenvest;104;;;;Marouane Zoubir;MDU;2;0;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2061603;BL0018;;35168299;2061603;;;Volkstraat;31;;;;Marouane Zoubir;MDU;1;3;1;5;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1028365;BL0001;;13724160;1028365;;;Baron Dhanislaan;18;;;;Marouane Zoubir;MDU;0;5;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739407;BL0012;;625969;1739407;;;Beeldhouwersstraat;50;;;;Marouane Zoubir;MDU;0;5;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1960322;BL0028;;652070;1960322;;;Kasteelpleinstraat;36;;;;Marouane Zoubir;MDU;1;1;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2048309;BL0017;;671982;2048309;;;Karel Rogierstraat;45;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062156;BL0015;;683991;2062156;;;De Vrierestraat;46;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;43829;BL0038;;697172;43829;;;Begijnenvest;88;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973391;BL0020;;726111;973391;;;Geuzenstraat;21;;;;Marouane Zoubir;MDU;2;0;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062301;BL0022;;35168352;2062301;;;Vrijheidstraat;19;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1028366;BL0001;;611165;1028366;;;Baron Dhanislaan;16;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739686;BL0029;;626219;1739686;;;Begijnenvest;3;;;;Marouane Zoubir;MDU;1;0;1;2;N;;BUILDING template
ANTWERPEN-WEST - FH10;1960323;BL0029;;652071;1960323;;;Kasteelpleinstraat;37;;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2050539;BL0019;;673860;2050539;;;Scheldestraat;79;;;;Marouane Zoubir;MDU;1;2;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062157;BL0025;;683992;2062157;;;De Vrierestraat;47;;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;43830;BL0038;;697173;43830;;;Kiliaanstraat;1;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973392;BL0020;;726112;973392;;;Geuzenstraat;29;;;;Marouane Zoubir;MDU;1;5;0;6;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062852;BL0009;;35168355;2062852;;;Leopold de Waelstraat;17;A;;;Marouane Zoubir;MDU;1;0;1;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1028367;BL0001;;611166;1028367;;;Emiel Banningstraat;15;;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739687;BL0029;;626220;1739687;;;Begijnenvest;5;;;;Marouane Zoubir;MDU;1;0;1;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1960324;BL0028;;13724193;1960324;;;Kasteelpleinstraat;40;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2050540;BL0018;;673861;2050540;;;Scheldestraat;80;;;;Marouane Zoubir;MDU;0;5;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062158;BL0015;;683993;2062158;;;De Vrierestraat;48;;;;Marouane Zoubir;MDU;0;1;1;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;43831;BL0038;;697174;43831;;;Kiliaanstraat;5;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1028368;BL0001;;611167;1028368;;;Emiel Banningstraat;53;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739688;BL0029;;626221;1739688;;;Begijnenvest;7;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1960327;BL0029;;652072;1960327;;;Kasteelpleinstraat;43;;;;Marouane Zoubir;SDU;1;0;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2050541;BL0018;;673862;2050541;;;Scheldestraat;82;;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062159;BL0015;;683994;2062159;;;De Vrierestraat;50;;;;Marouane Zoubir;MDU;1;1;1;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;43832;BL0038;;697175;43832;;;Kiliaanstraat;7;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973394;BL0020;;726114;973394;;;Kronenburgstraat;82;A;;;Marouane Zoubir;MDU;1;3;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2050542;BL0019;;673863;2050542;;;Scheldestraat;83;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062160;BL0025;;683995;2062160;;;De Vrierestraat;51;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;43834;BL0038;;697176;43834;;;Britselei;2;;;;Marouane Zoubir;MDU;1;6;1;8;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1028370;BL0002;;611169;1028370;;;Emiel Banningstraat;20;;;;Marouane Zoubir;MDU;0;5;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1960332;BL0029;;652074;1960332;;;Kasteelpleinstraat;49;;;;Marouane Zoubir;MDU;1;6;0;7;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2050543;BL0018;;673864;2050543;;;Scheldestraat;84;;;;Marouane Zoubir;MDU;1;4;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062161;BL0015;;683996;2062161;;;De Vrierestraat;52;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;4504559;BL0029;;705835;4504559;;;Schermersstraat;4;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2067033;BL0017;;35168366;2067033;;;Zwijgerstraat;28;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739695;BL0029;;626224;1739695;;;Begijnenvest;17;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1960333;BL0029;;652075;1960333;;;Kasteelpleinstraat;51;;;;Marouane Zoubir;MDU;1;6;0;7;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2050544;BL0018;;673865;2050544;;;Scheldestraat;86;;;;Marouane Zoubir;MDU;0;3;0;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062162;BL0025;;683997;2062162;;;De Vrierestraat;53;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;4504581;BL0029;;705848;4504581;;;Kapucinessenstraat;16;;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973398;BL0020;;726117;973398;;;Lambermontstraat;2;;;;Marouane Zoubir;MDU;0;2;0;2;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1028372;BL0001;;611171;1028372;;;Bolivarplaats;4;;;;Marouane Zoubir;MDU;1;4;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1739696;BL0030;;626225;1739696;;;Begijnenvest;20;;;;Marouane Zoubir;MDU;0;2;1;3;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1960334;BL0029;;652076;1960334;;;Kasteelpleinstraat;53;;;;Marouane Zoubir;MDU;1;7;0;8;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2050545;BL0019;;673866;2050545;;;Scheldestraat;87;;;;Marouane Zoubir;MDU;0;6;0;6;Y;;BUILDING template
ANTWERPEN-WEST - FH10;2062163;BL0015;;683998;2062163;;;De Vrierestraat;54;;;;Marouane Zoubir;MDU;0;5;0;5;Y;;BUILDING template
ANTWERPEN-WEST - FH10;973399;BL0021;;726118;973399;;;Lambermontstraat;1;;;;Marouane Zoubir;MDU;0;7;0;7;Y;;BUILDING template
ANTWERPEN-WEST - FH10;3918411;BL0037;;35168228;3918411;;;Bollandusstraat;5;B;;;Marouane Zoubir;SDU;0;1;0;1;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1028378;BL0002;;13724161;1028378;;;Gijzelaarsstraat;35;;;;Marouane Zoubir;MDU;0;4;0;4;Y;;BUILDING template
ANTWERPEN-WEST - FH10;1960335;BL0029;;652077;1960335;;;Kasteelpleinstraat;55;;;;Marouane Zoubir;MDU;1;2;0;3;Y;;BUILDING template
