Projectnummer;Opdrachtnummer;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
HASSELT - FH04;2425309;2425309;;;Lazarijstraat;95;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434264;2434264;;;Plantenstraat;80;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2418818;2418818;;;Blijde-Inkomststraat;9;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423763;2423763;;;Kuringersteenweg;41;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2425311;2425311;;;Lazarijstraat;96;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434267;2434267;;;Plantenstraat;81;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2418819;2418819;;;Blijde-Inkomststraat;10;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423768;2423768;;;Kuringersteenweg;42;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;4888867;4888867;;;Lazarijstraat;97;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890496;4890496;;;Plantenstraat;82;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701335;701335;;;Blijde-Inkomststraat;11;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423771;2423771;;;Kuringersteenweg;43;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700985;700985;;;Lazarijstraat;98;;;D;2019-07-15 10:50:43;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;4890547;4890547;;;Plantenstraat;83;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2418823;2418823;;;Blijde-Inkomststraat;12;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701706;701706;;;Kuringersteenweg;44;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;4235790;4235790;;;Lazarijstraat;99;;;D;2019-10-23 15:35:11;Jo De Clippel;MDU;0;4;0;4;BUILDING template
HASSELT - FH04;2434270;2434270;;;Plantenstraat;84;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701333;701333;;;Blijde-Inkomststraat;13;;;;;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;2423779;2423779;;;Kuringersteenweg;45;;;D;2019-08-27 10:20:15;Dieu Jocelin;MDU;1;1;0;2;BUILDING template
HASSELT - FH04;2425312;2425312;;;Lazarijstraat;101;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890500;4890500;;;Plantenstraat;86;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4889010;4889010;;;Blijde-Inkomststraat;14;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701705;701705;;;Kuringersteenweg;46;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4888871;4888871;;;Lazarijstraat;105;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4218408;4218408;;;Plantenstraat;87;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4888814;4888814;;;Blijde-Inkomststraat;15;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423786;2423786;;;Kuringersteenweg;47;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;2425316;2425316;;;Lazarijstraat;109;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434272;2434272;;;Plantenstraat;88;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2418825;2418825;;;Blijde-Inkomststraat;16;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4157483;4157483;;;Lazarijstraat;111;;;;2019-07-15 10:45:32;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;2434275;2434275;;;Plantenstraat;89;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4211666;4211666;;;Blijde-Inkomststraat;17;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423790;2423790;;;Kuringersteenweg;52;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700903;700903;;;Lazarijstraat;115;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890505;4890505;;;Plantenstraat;90;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2418828;2418828;;;Blijde-Inkomststraat;18;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423793;2423793;;;Kuringersteenweg;53;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4192624;4192624;;;Lazarijstraat;117;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434277;2434277;;;Plantenstraat;92;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2418830;2418830;;;Blijde-Inkomststraat;19;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423794;2423794;;;Kuringersteenweg;54;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701344;701344;;;Lazarijstraat;119;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434279;2434279;;;Plantenstraat;93;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701334;701334;;;Blijde-Inkomststraat;20;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423795;2423795;;;Kuringersteenweg;56;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701343;701343;;;Lazarijstraat;121;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4243740;4243740;;;Plantenstraat;94;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2418833;2418833;;;Blijde-Inkomststraat;21;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423797;2423797;;;Kuringersteenweg;57;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2425334;2425334;;;Lazarijstraat;123;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4256885;4256885;;;Plantenstraat;95;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701332;701332;;;Blijde-Inkomststraat;22;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423798;2423798;;;Kuringersteenweg;58;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2425338;2425338;;;Lazarijstraat;125;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434282;2434282;;;Plantenstraat;96;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423892;2423892;;;Kuringersteenweg;112;;;D;2019-10-31;Jo De Clippel;MDU;1;6;1;8;BUILDING template
HASSELT - FH04;1445547;1445547;;;Blijde-Inkomststraat;23;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890663;4890663;;;Kuringersteenweg;59;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4889004;4889004;;;Lazarijstraat;127;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434283;2434283;;;Plantenstraat;97;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2418835;2418835;;;Blijde-Inkomststraat;24;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4893007;4893007;;;Kuringersteenweg;60;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700904;700904;;;Lazarijstraat;129;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890509;4890509;;;Plantenstraat;98;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;1309645;1309645;;;Kleine Breemstraat;5;;;;;;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4888818;4888818;;;Blijde-Inkomststraat;25;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890666;4890666;;;Kuringersteenweg;61;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700905;700905;;;Lazarijstraat;131;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4051194;4051194;;;Plantenstraat;99;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890576;4890576;;;Plantenstraat;30;;;;;;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2418837;2418837;;;Blijde-Inkomststraat;26;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423801;2423801;;;Kuringersteenweg;62;;;D;2019-10-10 14:30:23;Jo De Clippel;MDU;1;2;0;3;BUILDING template
HASSELT - FH04;4882429;4882429;;;Lazarijstraat;133;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434284;2434284;;;Plantenstraat;100;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2418846;2418846;;;Blijde-Inkomststraat;27;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423803;2423803;;;Kuringersteenweg;63;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2425353;2425353;;;Lazarijstraat;135;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434287;2434287;;;Plantenstraat;101;;;D;2019-07-22 09:15:16;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;2418848;2418848;;;Blijde-Inkomststraat;28;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423804;2423804;;;Kuringersteenweg;64;;;D;2019-10-10 13:40:19;Jo De Clippel;MDU;0;7;0;7;BUILDING template
HASSELT - FH04;2425359;2425359;;;Lazarijstraat;137;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890510;4890510;;;Plantenstraat;102;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4888820;4888820;;;Blijde-Inkomststraat;29;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423806;2423806;;;Kuringersteenweg;65;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2425362;2425362;;;Lazarijstraat;139;;;XC;2019-10-28 14:40:15;Jo De Clippel;MDU;0;7;1;8;BUILDING template
HASSELT - FH04;2434290;2434290;;;Plantenstraat;103;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2418849;2418849;;;Blijde-Inkomststraat;30;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423810;2423810;;;Kuringersteenweg;66;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2425371;2425371;;;Lazarijstraat;141;;;XC;2019-10-28 14:00:27;Jo De Clippel;MDU;0;8;2;10;BUILDING template
HASSELT - FH04;2434294;2434294;;;Plantenstraat;104;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;1523345;1523345;;;Blijde-Inkomststraat;31;;;D;2019-07-15 10:35:31;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;2423814;2423814;;;Kuringersteenweg;67;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2425377;2425377;;;Lazarijstraat;149;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434296;2434296;;;Plantenstraat;105;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;6628540;6628540;;;Kuringersteenweg;112;A;;;2019-10-31;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701331;701331;;;Blijde-Inkomststraat;32;;;D;2019-08-01 13:25:10;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;2423817;2423817;;;Kuringersteenweg;68;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;3937477;3937477;;;Lazarijstraat;151;;;D;2019-07-29 11:20:09;Dieu Jocelin;MDU;0;4;0;4;BUILDING template
HASSELT - FH04;2434298;2434298;;;Plantenstraat;106;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701338;701338;;;Blijde-Inkomststraat;33;;;D;2019-07-15 10:40:15;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;2423818;2423818;;;Kuringersteenweg;69;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2425378;2425378;;;Lazarijstraat;153;;;D;2019-07-29 11:15:12;Dieu Jocelin;MDU;0;7;0;7;BUILDING template
HASSELT - FH04;2423885;2423885;;;Kuringersteenweg;110;;;D;2019-11-06;Jo De Clippel;MDU;1;1;0;2;BUILDING template
HASSELT - FH04;701330;701330;;;Blijde-Inkomststraat;35;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423819;2423819;;;Kuringersteenweg;70;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2425380;2425380;;;Lazarijstraat;155;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700941;700941;;;Plantenstraat;108;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4062353;4062353;;;Blijde-Inkomststraat;36;;;;2019-07-15 10:40:24;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;2423820;2423820;;;Kuringersteenweg;71;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700907;700907;;;Lazarijstraat;157;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434301;2434301;;;Plantenstraat;109;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2418864;2418864;;;Blijde-Inkomststraat;37;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423821;2423821;;;Kuringersteenweg;72;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700914;700914;;;Lijmstraat;2;;;XC;2019-10-23 11:10:15;Jo De Clippel;MDU;0;8;1;9;BUILDING template
HASSELT - FH04;700943;700943;;;Plantenstraat;110;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2418866;2418866;;;Blijde-Inkomststraat;39;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423822;2423822;;;Kuringersteenweg;73;;;D;2019-09-04 11:40:16;Dieu Jocelin;MDU;1;2;0;3;BUILDING template
HASSELT - FH04;700912;700912;;;Lijmstraat;3;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2434304;2434304;;;Plantenstraat;111;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;6624710;6624710;;;Rozenstraat;29;;;;2019-06-14;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2418868;2418868;;;Blijde-Inkomststraat;41;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4229254;4229254;;;Kuringersteenweg;74;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4177736;4177736;;;Lijmstraat;5;;;;2019-10-21 11:15:21;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;4890560;4890560;;;Plantenstraat;113;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2418870;2418870;;;Blijde-Inkomststraat;43;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423826;2423826;;;Kuringersteenweg;75;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;3937201;3937201;;;Lijmstraat;7;;;C;2019-10-25 14:40:13;Jo De Clippel;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;4890562;4890562;;;Plantenstraat;115;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;6624711;6624711;;;Kuringersteenweg;55;;;;2019-06-14;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701329;701329;;;Blijde-Inkomststraat;45;;;D;2019-10-07 09:55:15;Jo De Clippel;MDU;1;1;0;2;BUILDING template
HASSELT - FH04;439292;439292;;;Kuringersteenweg;76;;;;;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;2407509;2407509;;;Lijmstraat;9;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890564;4890564;;;Plantenstraat;119;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;5425138;5425138;;;Blijde-Inkomststraat;13;A;;D;2019-07-29 12:05:21;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;2423829;2423829;;;Kuringersteenweg;77;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2407511;2407511;;;Lijmstraat;11;;;;2019-10-23 11:50:13;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4251150;4251150;;;Plantenstraat;121;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700968;700968;;;Breestraat;2;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701704;701704;;;Kuringersteenweg;78;;;;;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;4269620;4269620;;;Lijmstraat;13;;;C;2019-10-25 14:55:14;Jo De Clippel;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;4056106;4056106;;;Plantenstraat;123;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2410912;2410912;;;Breestraat;4;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423830;2423830;;;Kuringersteenweg;79;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;3937202;3937202;;;Lijmstraat;15;;;C;2019-10-25 15:00:25;Jo De Clippel;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;700942;700942;;;Plantenstraat;125;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;6624713;6624713;;;Grote Breemstraat;113;;;;2019-06-14;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;1505853;1505853;;;Breestraat;6;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701709;701709;;;Kuringersteenweg;80;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;700913;700913;;;Lijmstraat;17;;;D;2019-10-29 10:45:23;Jo De Clippel;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;700939;700939;;;Plantenstraat;127;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;2410927;2410927;;;Breestraat;8;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423831;2423831;;;Kuringersteenweg;81;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;701350;701350;;;Mouterijstraat;1;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;5434130;5434130;;;Plantenstraat;78;A;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4227480;4227480;;;Breestraat;10;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;439291;439291;;;Kuringersteenweg;82;;;D;2019-10-11 13:15:25;Jo De Clippel;MDU;1;4;1;6;BUILDING template
HASSELT - FH04;2430859;2430859;;;Mouterijstraat;3;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701345;701345;;;Prinsenstraat;1;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2410934;2410934;;;Breestraat;12;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423841;2423841;;;Kuringersteenweg;83;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;700981;700981;;;Oude Kuringerbaan;1;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700926;700926;;;Prinsenstraat;2;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4243120;4243120;;;Breestraat;14;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
