Projectnummer;Opdrachtnummer;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
HASSELT - FH04;3937445;3937445;;;Oude Kuringerbaan;74;;;D;2019-10-15 12:40:16;Jo De Clippel;MDU;0;8;0;8;BUILDING template
HASSELT - FH04;2436620;2436620;;;Rozenstraat;6;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2414398;2414398;;;Eeuwfeeststraat;22;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423953;2423953;;;Kuringersteenweg;150;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423671;2423671;;;Oude Kuringerbaan;75;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2436621;2436621;;;Rozenstraat;7;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;700918;700918;;;Eeuwfeeststraat;24;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423957;2423957;;;Kuringersteenweg;151;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890481;4890481;;;Oude Kuringerbaan;77;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4888833;4888833;;;Rozenstraat;8;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701689;701689;;;Goetsbloetsstraat;1;;;D;2019-09-09 10:55:15;Jo De Clippel;MDU;0;3;0;3;BUILDING template
HASSELT - FH04;4887654;4887654;;;Kuringersteenweg;152;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423674;2423674;;;Oude Kuringerbaan;78;;;C;2019-10-15 12:50:19;Jo De Clippel;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;2436622;2436622;;;Rozenstraat;9;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701692;701692;;;Goetsbloetsstraat;2;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890705;4890705;;;Kuringersteenweg;153;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423676;2423676;;;Oude Kuringerbaan;79;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2436623;2436623;;;Rozenstraat;10;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;2415928;2415928;;;Goetsbloetsstraat;3;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423961;2423961;;;Kuringersteenweg;154;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423677;2423677;;;Oude Kuringerbaan;80;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2436624;2436624;;;Rozenstraat;11;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4893066;4893066;;;Goetsbloetsstraat;5;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423966;2423966;;;Kuringersteenweg;155;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423678;2423678;;;Oude Kuringerbaan;81;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;654134;654134;;;Rozenstraat;12;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4893069;4893069;;;Goetsbloetsstraat;7;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423970;2423970;;;Kuringersteenweg;157;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423679;2423679;;;Oude Kuringerbaan;82;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4888785;4888785;;;Rozenstraat;13;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2415930;2415930;;;Goetsbloetsstraat;9;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423973;2423973;;;Kuringersteenweg;159;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701135;701135;;;Oude Kuringerbaan;83;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;654132;654132;;;Rozenstraat;14;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2415932;2415932;;;Goetsbloetsstraat;10;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423975;2423975;;;Kuringersteenweg;161;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;2423680;2423680;;;Oude Kuringerbaan;84;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701328;701328;;;Rozenstraat;15;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701690;701690;;;Goetsbloetsstraat;11;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423976;2423976;;;Kuringersteenweg;162;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701134;701134;;;Oude Kuringerbaan;85;;;D;2019-07-15 07:30:21;Dieu Jocelin;MDU;0;10;0;10;BUILDING template
HASSELT - FH04;4888837;4888837;;;Rozenstraat;16;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2415934;2415934;;;Goetsbloetsstraat;12;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423978;2423978;;;Kuringersteenweg;163;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701132;701132;;;Oude Kuringerbaan;86;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701327;701327;;;Rozenstraat;17;;;XC;2019-10-25 09:15:23;Jo De Clippel;MDU;0;28;1;29;BUILDING template
HASSELT - FH04;701696;701696;;;Goetsbloetsstraat;13;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4255024;4255024;;;Kuringersteenweg;164;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701284;701284;;;Oude Kuringerbaan;88;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2436632;2436632;;;Rozenstraat;18;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4170997;4170997;;;Goetsbloetsstraat;15;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423980;2423980;;;Kuringersteenweg;165;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423681;2423681;;;Oude Kuringerbaan;89;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701326;701326;;;Rozenstraat;19;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4893099;4893099;;;Goetsbloetsstraat;16;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423983;2423983;;;Kuringersteenweg;166;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4884374;4884374;;;Oude Kuringerbaan;90;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;3937613;3937613;;;Rozenstraat;1;A;;D;2019-07-30 08:30:13;Dieu Jocelin;MDU;0;3;0;3;BUILDING template
HASSELT - FH04;2415938;2415938;;;Goetsbloetsstraat;17;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423986;2423986;;;Kuringersteenweg;167;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890598;4890598;;;Oude Kuringerbaan;91;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2436633;2436633;;;Rozenstraat;20;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2415940;2415940;;;Goetsbloetsstraat;18;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423682;2423682;;;Oude Kuringerbaan;92;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4274274;4274274;;;Rozenstraat;21;;;;2019-07-19 09:25:15;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;701691;701691;;;Goetsbloetsstraat;19;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423990;2423990;;;Kuringersteenweg;169;;;D;2019-10-11 13:45:22;Jo De Clippel;MDU;2;0;0;2;BUILDING template
HASSELT - FH04;2423684;2423684;;;Oude Kuringerbaan;94;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4888839;4888839;;;Rozenstraat;22;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;5552886;5552886;;;Goetsbloetsstraat;1;A;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;1280895;1280895;;;Kuringersteenweg;170;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423685;2423685;;;Oude Kuringerbaan;95;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2436642;2436642;;;Rozenstraat;24;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2415942;2415942;;;Goetsbloetsstraat;20;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2424006;2424006;;;Kuringersteenweg;171;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423686;2423686;;;Oude Kuringerbaan;96;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701322;701322;;;Rozenstraat;25;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701693;701693;;;Goetsbloetsstraat;22;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;1355665;1355665;;;Kuringersteenweg;172;;;C;2019-10-21 08:50:19;Jo De Clippel;MDU;3;0;0;3;BUILDING template
HASSELT - FH04;4070087;4070087;;;Oude Kuringerbaan;97;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701323;701323;;;Rozenstraat;26;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701694;701694;;;Goetsbloetsstraat;24;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701275;701275;;;Kuringersteenweg;173;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;4884380;4884380;;;Oude Kuringerbaan;98;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701320;701320;;;Rozenstraat;27;;;D;2019-10-23 15:10:14;Jo De Clippel;MDU;0;8;0;8;BUILDING template
HASSELT - FH04;4893057;4893057;;;Goetsbloetsstraat;25;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;1309643;1309643;;;Kuringersteenweg;174;;;;;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;2423687;2423687;;;Oude Kuringerbaan;99;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2436655;2436655;;;Rozenstraat;28;;;;2019-10-21 15:15:19;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;2415946;2415946;;;Goetsbloetsstraat;26;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701274;701274;;;Kuringersteenweg;175;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4036932;4036932;;;Oude Kuringerbaan;100;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2415949;2415949;;;Goetsbloetsstraat;27;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;1309644;1309644;;;Kuringersteenweg;176;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701286;701286;;;Oude Kuringerbaan;101;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2436663;2436663;;;Rozenstraat;31;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2415951;2415951;;;Goetsbloetsstraat;28;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4155674;4155674;;;Kuringersteenweg;177;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4884384;4884384;;;Oude Kuringerbaan;102;;;D;2019-07-15 07:20:13;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;701318;701318;;;Rozenstraat;33;;;D;2019-07-16 08:55:13;Dieu Jocelin;MDU;0;6;0;6;BUILDING template
HASSELT - FH04;2415953;2415953;;;Goetsbloetsstraat;29;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4887675;4887675;;;Kuringersteenweg;178;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423688;2423688;;;Oude Kuringerbaan;104;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2436677;2436677;;;Rozenstraat;48;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2415955;2415955;;;Goetsbloetsstraat;30;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2424017;2424017;;;Kuringersteenweg;179;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;2423689;2423689;;;Oude Kuringerbaan;106;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2436678;2436678;;;Rozenstraat;50;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2415957;2415957;;;Goetsbloetsstraat;31;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2424018;2424018;;;Kuringersteenweg;180;;;D;2019-10-09;Jo De Clippel;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;2423690;2423690;;;Oude Kuringerbaan;107;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2436673;2436673;;;Rozenstraat;44;A;;D;2019-08-02 08:25:11;Dieu Jocelin;MDU;0;8;0;8;BUILDING template
HASSELT - FH04;2415959;2415959;;;Goetsbloetsstraat;32;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2424019;2424019;;;Kuringersteenweg;181;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423691;2423691;;;Oude Kuringerbaan;108;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2436674;2436674;;;Rozenstraat;44;B;;D;2019-08-02 08:35:08;Dieu Jocelin;MDU;0;9;0;9;BUILDING template
HASSELT - FH04;2415960;2415960;;;Goetsbloetsstraat;33;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2424023;2424023;;;Kuringersteenweg;182;;;C;2019-10-09 12:15:19;Jo De Clippel;MDU;1;1;1;3;BUILDING template
HASSELT - FH04;4884389;4884389;;;Oude Kuringerbaan;110;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2436676;2436676;;;Rozenstraat;44;C;;D;2019-08-02 08:40:09;Dieu Jocelin;MDU;0;3;0;3;BUILDING template
HASSELT - FH04;3937323;3937323;;;Goetsbloetsstraat;34;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2424027;2424027;;;Kuringersteenweg;183;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4048027;4048027;;;Oude Kuringerbaan;111;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;3937648;3937648;;;Stokerijstraat;2;;;D;2019-08-27 12:00:29;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;2415962;2415962;;;Goetsbloetsstraat;35;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2424031;2424031;;;Kuringersteenweg;184;;;;;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;2423692;2423692;;;Oude Kuringerbaan;112;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2442014;2442014;;;Stokerijstraat;4;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4011002;4011002;;;Goetsbloetsstraat;36;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4884349;4884349;;;Kuringersteenweg;185;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4890612;4890612;;;Oude Kuringerbaan;113;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2442016;2442016;;;Stokerijstraat;6;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2415964;2415964;;;Goetsbloetsstraat;37;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423693;2423693;;;Oude Kuringerbaan;114;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2442019;2442019;;;Stokerijstraat;8;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701697;701697;;;Goetsbloetsstraat;38;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2424040;2424040;;;Kuringersteenweg;187;;;D;2019-10-09 14:50:17;Jo De Clippel;MDU;1;2;0;3;BUILDING template
HASSELT - FH04;701131;701131;;;Oude Kuringerbaan;115;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2442021;2442021;;;Stokerijstraat;10;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;1121142;1121142;;;Goetsbloetsstraat;39;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2424043;2424043;;;Kuringersteenweg;189;;;D;2019-10-09 15:05:29;Jo De Clippel;MDU;1;1;0;2;BUILDING template
HASSELT - FH04;4884392;4884392;;;Oude Kuringerbaan;116;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2442024;2442024;;;Stokerijstraat;12;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701698;701698;;;Goetsbloetsstraat;40;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2424049;2424049;;;Kuringersteenweg;191;;;D;2019-10-09 15:10:16;Jo De Clippel;MDU;1;1;0;2;BUILDING template
HASSELT - FH04;701130;701130;;;Oude Kuringerbaan;117;;;;2019-10-29 09:50:15;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2442027;2442027;;;Stokerijstraat;14;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701688;701688;;;Goetsbloetsstraat;41;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2424053;2424053;;;Kuringersteenweg;193;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;2423694;2423694;;;Oude Kuringerbaan;118;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2442030;2442030;;;Stokerijstraat;16;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2415969;2415969;;;Goetsbloetsstraat;42;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2424056;2424056;;;Kuringersteenweg;195;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701283;701283;;;Oude Kuringerbaan;119;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4888848;4888848;;;Stokerijstraat;18;;;D;2019-08-27 11:55:23;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;2415971;2415971;;;Goetsbloetsstraat;44;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2424059;2424059;;;Kuringersteenweg;197;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423695;2423695;;;Oude Kuringerbaan;120;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2442035;2442035;;;Stokerijstraat;22;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2415972;2415972;;;Goetsbloetsstraat;46;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4038250;4038250;;;Kuringersteenweg;199;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701278;701278;;;Oude Kuringerbaan;121;;;D;2019-10-29 10:05:19;Jo De Clippel;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;2442039;2442039;;;Stokerijstraat;24;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2415974;2415974;;;Goetsbloetsstraat;48;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4884354;4884354;;;Kuringersteenweg;201;;;D;2019-07-18 08:20:15;Dieu Jocelin;MDU;0;3;0;3;BUILDING template
HASSELT - FH04;4884393;4884393;;;Oude Kuringerbaan;122;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;3937649;3937649;;;Stokerijstraat;26;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;1121141;1121141;;;Goetsbloetsstraat;50;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4884356;4884356;;;Kuringersteenweg;203;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4884395;4884395;;;Oude Kuringerbaan;124;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2442043;2442043;;;Stokerijstraat;28;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701695;701695;;;Goetsbloetsstraat;52;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2424069;2424069;;;Kuringersteenweg;205;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4884398;4884398;;;Oude Kuringerbaan;128;;;D;2019-07-15 07:10:13;Dieu Jocelin;MDU;0;2;0;2;BUILDING template
HASSELT - FH04;2442047;2442047;;;Stokerijstraat;30;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2410760;2410760;;;Grote Breemstraat;4;;;;;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;701273;701273;;;Kuringersteenweg;207;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;3937446;3937446;;;Oude Kuringerbaan;130;;;C;2019-09-11 09:00:59;Dieu Jocelin;MDU;1;2;1;4;BUILDING template
HASSELT - FH04;2442052;2442052;;;Stokerijstraat;32;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;1121144;1121144;;;Grote Breemstraat;7;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701272;701272;;;Kuringersteenweg;209;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423697;2423697;;;Oude Kuringerbaan;132;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2442056;2442056;;;Stokerijstraat;34;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2410768;2410768;;;Grote Breemstraat;9;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2424089;2424089;;;Kuringersteenweg;211;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;701282;701282;;;Oude Kuringerbaan;134;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2442058;2442058;;;Stokerijstraat;36;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;1121145;1121145;;;Grote Breemstraat;15;;;;;Dieu Jocelin;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;701276;701276;;;Kuringersteenweg;213;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423698;2423698;;;Oude Kuringerbaan;148;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2442060;2442060;;;Stokerijstraat;38;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;1121094;1121094;;;Grote Breemstraat;17;;;C;2019-09-13;Jo De Clippel;MDU;1;2;1;4;BUILDING template
HASSELT - FH04;701277;701277;;;Kuringersteenweg;215;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4082991;4082991;;;Oude Kuringerbaan;14;A;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2442063;2442063;;;Stokerijstraat;40;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;701699;701699;;;Grote Breemstraat;19;;;XC;2019-09-12 14:15:17;Jo De Clippel;MDU;0;19;1;20;BUILDING template
HASSELT - FH04;2424107;2424107;;;Kuringersteenweg;217;;;;;Jo De Clippel;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423618;2423618;;;Oude Kuringerbaan;14;B;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2442070;2442070;;;Stokerijstraat;44;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2424114;2424114;;;Kuringersteenweg;219;;;D;2019-07-18 08:40:14;Dieu Jocelin;MDU;0;3;0;3;BUILDING template
HASSELT - FH04;2423699;2423699;;;Oude Kuringerbaan;150;;;;2019-07-15 06:55:10;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4700797;4700797;;;Stokerijstraat;46;;;;;Jo De Clippel;SDU;1;0;0;1;BUILDING template
HASSELT - FH04;701668;701668;;;Grote Breemstraat;35;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;4884366;4884366;;;Kuringersteenweg;221;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2423700;2423700;;;Oude Kuringerbaan;152;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;3937650;3937650;;;Stokerijstraat;48;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
HASSELT - FH04;2410791;2410791;;;Grote Breemstraat;37;;;;;Dieu Jocelin;SDU;0;1;0;1;BUILDING template
