Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;BT IFH;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
HASSELT - FH01;2415109;BL0111;1;;2415109;;;Gaarveldstraat;21;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707394;BL0111;1;;707394;;;Gaarveldstraat;23;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416819;BL0111;1;;2416819;;;Harmoniestraat;4;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416820;BL0111;1;;2416820;;;Harmoniestraat;6;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416822;BL0111;1;;2416822;;;Harmoniestraat;8;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416826;BL0111;1;;2416826;;;Harmoniestraat;10;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707386;BL0111;1;;707386;;;Harmoniestraat;12;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707385;BL0111;1;;707385;;;Harmoniestraat;14;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416830;BL0111;1;;2416830;;;Harmoniestraat;16;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416833;BL0111;1;;2416833;;;Harmoniestraat;18;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416837;BL0111;1;;2416837;;;Harmoniestraat;20;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416840;BL0111;1;;2416840;;;Harmoniestraat;22;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416843;BL0111;1;;2416843;;;Harmoniestraat;24;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416847;BL0111;1;;2416847;;;Harmoniestraat;26;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;5381021;BL0111;1;;5381021;;;Harmoniestraat;2;A;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416851;BL0111;1;;2416851;;;Harmoniestraat;30;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707384;BL0111;1;;707384;;;Harmoniestraat;32;;;2018-08-26;Geert Stockman;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707381;BL0111;1;;707381;;;Harmoniestraat;34;;;2018-08-21;Geert Stockman;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707379;BL0111;1;;707379;;;Kanunnik Eybenstraat;12;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2449542;BL0111;1;;2449542;;;Kanunnik Eybenstraat;14;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707378;BL0111;1;;707378;;;Kanunnik Eybenstraat;16;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;5831640;BL0111;1;;5831640;;;Kanunnik Eybenstraat;18;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;1019987;BL0111;1;;1019987;;;Woutersstraat;2;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903384;BL0111;1;;4903384;;;Woutersstraat;4;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2448155;BL0111;1;;2448155;;;Woutersstraat;6;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2448156;BL0111;1;;2448156;;;Woutersstraat;8;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2448159;BL0111;1;;2448159;;;Woutersstraat;10;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2448162;BL0111;1;;2448162;;;Woutersstraat;14;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707434;BL0111;1;;707434;;;Woutersstraat;20;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903272;BL0111;1;;4903272;;;Woutersstraat;22;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2448172;BL0111;1;;2448172;;;Woutersstraat;24;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707433;BL0111;1;;707433;;;Woutersstraat;26;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409749;BL0111;1;;2409749;;;Boomkensstraat;15;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409751;BL0111;1;;2409751;;;Boomkensstraat;17;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409752;BL0111;1;;2409752;;;Boomkensstraat;19;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409754;BL0111;1;;2409754;;;Boomkensstraat;21;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409757;BL0111;1;;2409757;;;Boomkensstraat;23;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707397;BL0111;1;;707397;;;Boomkensstraat;25;;;2018-09-16;Geert Stockman;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409760;BL0111;1;;2409760;;;Boomkensstraat;27;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707399;BL0111;1;;707399;;;Boomkensstraat;29;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707398;BL0111;1;;707398;;;Boomkensstraat;31;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409765;BL0111;1;;2409765;;;Boomkensstraat;33;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409767;BL0111;1;;2409767;;;Boomkensstraat;35;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409768;BL0111;1;;2409768;;;Boomkensstraat;37;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707226;BL0111;1;;707226;;;Gaarveldstraat;1;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415085;BL0111;1;;2415085;;;Gaarveldstraat;7;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416817;BL0112;1;;2416817;;;Harmoniestraat;1;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;707388;BL0112;1;;707388;;;Harmoniestraat;3;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903477;BL0112;1;;4903477;;;Harmoniestraat;5;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416821;BL0112;1;;2416821;;;Harmoniestraat;7;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416824;BL0112;1;;2416824;;;Harmoniestraat;9;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416828;BL0112;1;;2416828;;;Harmoniestraat;11;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416829;BL0112;1;;2416829;;;Harmoniestraat;15;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416832;BL0112;1;;2416832;;;Harmoniestraat;17;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416835;BL0112;1;;2416835;;;Harmoniestraat;19;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416838;BL0112;1;;2416838;;;Harmoniestraat;21;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416849;BL0112;1;;2416849;;;Harmoniestraat;29;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2416852;BL0112;1;;2416852;;;Harmoniestraat;31;;;2018-08-26;Geert Stockman;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707382;BL0112;1;;707382;;;Harmoniestraat;35;;;2018-08-21;Geert Stockman;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2436856;BL0112;1;;2436856;;;Runkstersteenweg;28;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2436860;BL0112;1;;2436860;;;Runkstersteenweg;30;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903356;BL0112;1;;4903356;;;Runkstersteenweg;40;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2436879;BL0112;1;;2436879;;;Runkstersteenweg;42;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2436890;BL0112;1;;2436890;;;Runkstersteenweg;44;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903361;BL0112;1;;4903361;;;Runkstersteenweg;46;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;3937621;BL0112;1;;3937621;;;Runkstersteenweg;50;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903370;BL0112;1;;4903370;;;Runkstersteenweg;52;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4063304;BL0112;1;;4063304;;;Runkstersteenweg;54;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2436908;BL0112;1;;2436908;;;Runkstersteenweg;56;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4034912;BL0112;1;;4034912;;;Runkstersteenweg;58;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2436912;BL0112;1;;2436912;;;Runkstersteenweg;60;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2436918;BL0112;1;;2436918;;;Runkstersteenweg;62;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2436923;BL0112;1;;2436923;;;Runkstersteenweg;64;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707048;BL0112;1;;707048;;;Runkstersteenweg;70;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707047;BL0112;1;;707047;;;Runkstersteenweg;72;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707391;BL0112;1;;707391;;;Runkstersteenweg;74;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;1462011;BL0112;1;;1462011;;;Woutersstraat;34;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2448184;BL0112;1;;2448184;;;Woutersstraat;36;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2448188;BL0112;1;;2448188;;;Woutersstraat;40;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;1445008;BL0112;1;;1445008;;;Woutersstraat;42;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2448194;BL0112;1;;2448194;;;Woutersstraat;44;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707430;BL0112;1;;707430;;;Woutersstraat;46;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707431;BL0113;1;;707431;;;Woutersstraat;17;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903452;BL0113;1;;4903452;;;Woutersstraat;19;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2448170;BL0113;1;;2448170;;;Woutersstraat;21;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4221701;BL0113;1;;4221701;;;Woutersstraat;23;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903454;BL0113;1;;4903454;;;Woutersstraat;25;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903457;BL0113;1;;4903457;;;Woutersstraat;27;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2448174;BL0113;1;;2448174;;;Woutersstraat;29;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2448185;BL0113;1;;2448185;;;Woutersstraat;37;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903466;BL0113;1;;4903466;;;Woutersstraat;39;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903468;BL0113;1;;4903468;;;Woutersstraat;41;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2448192;BL0113;1;;2448192;;;Woutersstraat;43;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2448195;BL0113;1;;2448195;;;Woutersstraat;45;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707429;BL0113;1;;707429;;;Woutersstraat;47;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707393;BL0113;1;;707393;;;Runkstersteenweg;12;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2436847;BL0113;1;;2436847;;;Runkstersteenweg;14;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2436850;BL0113;1;;2436850;;;Runkstersteenweg;20;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4903260;BL0113;1;;4903260;;;Runkstersteenweg;22;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707392;BL0113;1;;707392;;;Runkstersteenweg;26;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2408498;BL0114;1;;2408498;;;Bampslaan;9;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2408502;BL0114;1;;2408502;;;Bampslaan;13;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;653672;BL0114;1;;653672;;;Bampslaan;19;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2408522;BL0114;1;;2408522;;;Bampslaan;35;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;653670;BL0114;1;;653670;;;Bampslaan;37;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;653668;BL0114;1;;653668;;;Brendelstraat;5;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415717;BL0114;1;;2415717;;;Geraetsstraat;11;;;2018-09-02;Geert Stockman;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;3960088;BL0114;1;;3960088;;;Geraetsstraat;13;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415719;BL0114;1;;2415719;;;Geraetsstraat;15;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4871027;BL0114;1;;4871027;;;Geraetsstraat;17;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415723;BL0114;1;;2415723;;;Geraetsstraat;19;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2415726;BL0114;1;;2415726;;;Geraetsstraat;21;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415728;BL0114;1;;2415728;;;Geraetsstraat;23;;;2018-09-02;Geert Stockman;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415729;BL0114;1;;2415729;;;Geraetsstraat;25;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;653660;BL0114;1;;653660;;;Geraetsstraat;27;;;2018-09-02;Geert Stockman;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;1121093;BL0114;1;;1121093;;;Koningin Astridlaan;6;;;2018-09-16;Geert Stockman;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;4871086;BL0114;1;;4871086;;;Koningin Astridlaan;18;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;653425;BL0115;1;;653425;;;Bampslaan;39;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;677699;BL0115;1;;677699;;;Bampslaan;47;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2428493;BL0115;1;;2428493;;;Frans Massystraat;26;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;653420;BL0115;1;;653420;;;Geraetsstraat;2;;;2018-09-02;Geert Stockman;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415710;BL0115;1;;2415710;;;Geraetsstraat;4;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415712;BL0115;1;;2415712;;;Geraetsstraat;6;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415714;BL0115;1;;2415714;;;Geraetsstraat;8;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;653418;BL0115;1;;653418;;;Geraetsstraat;24;;;17-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;653407;BL0115;1;;653407;;;Koningin Astridlaan;32;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2408250;BL0115;1;;2408250;;;Koningin Astridlaan;38;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;3937214;BL0115;1;;3937214;;;Koningin Astridlaan;42;;;2018-09-24;Geert Stockman;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;25122;BL0115;1;;25122;;;Koningin Astridlaan;46;;;2018-09-24;Geert Stockman;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2440405;BL0115;1;;2440405;;;Stationsplein;7;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2440427;BL0115;1;;2440427;;;Stationsplein;17;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;677700;BL0115;1;;677700;;;Stationsplein;19;;;2018-10-01;Geert Stockman;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2428463;BL0116;1;;2428463;;;Frans Massystraat;11;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2428472;BL0116;1;;2428472;;;Frans Massystraat;13;;;16/nov/17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2428474;BL0116;1;;2428474;;;Frans Massystraat;17;;;16/nov/17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;653403;BL0116;1;;653403;;;Koningin Astridlaan;50;;;16/nov/17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;4847307;BL0117;1;;4847307;;;Melkvoetstraat;24;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;5832174;BL0117;1;;5832174;;;Melkvoetstraat;28;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;654122;BL0117;1;;654122;;;Melkvoetstraat;34;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;654124;BL0117;1;;654124;;;Melkvoetstraat;36;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2429019;BL0117;1;;2429019;;;Melkvoetstraat;42;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4203764;BL0117;1;;4203764;;;Melkvoetstraat;44;;;16/nov/17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;654128;BL0117;1;;654128;;;Melkvoetstraat;46;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;654130;BL0117;1;;654130;;;Melkvoetstraat;48;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;654111;BL0117;1;;654111;;;Melkvoetstraat;60;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4847317;BL0117;1;;4847317;;;Melkvoetstraat;66;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2429032;BL0117;1;;2429032;;;Melkvoetstraat;68;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4074417;BL0117;1;;4074417;;;Melkvoetstraat;70;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2429034;BL0117;1;;2429034;;;Melkvoetstraat;72;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2429037;BL0117;1;;2429037;;;Melkvoetstraat;74;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2429041;BL0117;1;;2429041;;;Melkvoetstraat;76;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2429045;BL0117;1;;2429045;;;Melkvoetstraat;78;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2429050;BL0117;1;;2429050;;;Melkvoetstraat;80;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2429054;BL0117;1;;2429054;;;Melkvoetstraat;82;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;654115;BL0117;1;;654115;;;Melkvoetstraat;84;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4221970;BL0117;1;;4221970;;;Vrijwilligersplein;4;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2446512;BL0117;1;;2446512;;;Vrijwilligersplein;6;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2446514;BL0117;1;;2446514;;;Vrijwilligersplein;8;;;16/nov/17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2446516;BL0117;1;;2446516;;;Vrijwilligersplein;10;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4847272;BL0117;1;;4847272;;;Vrijwilligersplein;12;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2446518;BL0117;1;;2446518;;;Vrijwilligersplein;14;;;16/nov/17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;4852643;BL0117;1;;4852643;;;Koningin Astridlaan;51;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4852645;BL0117;1;;4852645;;;Koningin Astridlaan;53;;;16/nov/17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;4852651;BL0117;1;;4852651;;;Koningin Astridlaan;57;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2408269;BL0117;1;;2408269;;;Koningin Astridlaan;59;;;16/nov/17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;4852654;BL0117;1;;4852654;;;Koningin Astridlaan;63;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2408273;BL0117;1;;2408273;;;Koningin Astridlaan;65;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2408275;BL0117;1;;2408275;;;Koningin Astridlaan;67;;;16/nov/17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2408276;BL0117;1;;2408276;;;Koningin Astridlaan;69;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2408279;BL0117;1;;2408279;;;Koningin Astridlaan;75;;;16/nov/17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2408284;BL0117;1;;2408284;;;Koningin Astridlaan;81;;;2018-10-01;Geert Stockman;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;4852676;BL0117;1;;4852676;;;Koningin Astridlaan;85;;;16/nov/17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2408285;BL0117;1;;2408285;;;Koningin Astridlaan;87;;;16/nov/17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;1145388;BL0117;1;;1145388;;;Koningin Astridlaan;89;;;16/nov/17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;654120;BL0117;1;;654120;;;Melkvoetstraat;6;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2428959;BL0117;1;;2428959;;;Melkvoetstraat;8;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2428967;BL0117;1;;2428967;;;Melkvoetstraat;10;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2428970;BL0117;1;;2428970;;;Melkvoetstraat;12;;D;2018-08-14 10:34:59;;MDU;MDU;0;5;0;5;BUILDING template
HASSELT - FH01;2428972;BL0117;1;;2428972;;;Melkvoetstraat;14;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2428982;BL0117;1;;2428982;;;Melkvoetstraat;18;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4015514;BL0117;1;;4015514;;;Melkvoetstraat;20;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2428991;BL0117;1;;2428991;;;Melkvoetstraat;22;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;25130;BL0118;1;;25130;;;Burgemeester Bollenstraat;12;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2449571;BL0118;1;;2449571;;;Burgemeester Bollenstraat;14;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;3966571;BL0118;1;;3966571;;;Burgemeester Bollenstraat;16;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2449576;BL0118;1;;2449576;;;Burgemeester Bollenstraat;18;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2449579;BL0118;1;;2449579;;;Burgemeester Bollenstraat;20;;;16/nov/17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2449580;BL0118;1;;2449580;;;Burgemeester Bollenstraat;22;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2449581;BL0118;1;;2449581;;;Burgemeester Bollenstraat;24;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2449582;BL0118;1;;2449582;;;Burgemeester Bollenstraat;26;;;16/nov/17;;SDU;SDU;0;1;0;1;BUILDING template
