Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Wall Mount;BG Primair adres;Opdrachttemplate;TSA SIGNED;Meetstaat
EVERE - FH01;1621805;BL0119;3;968307;1621805;11447745;Franz Guillaumelaan 57-59-61-63-65;Avenue Franz Guillaume - Franz Guillaumelaan;59;;XA;2019-11-06;Jonathan Collignon;MDU;1;13;1;15;N;N;BUILDING template;2020-05-25;Y
EVERE - FH01;1621806;BL0119;3;968308;1621806;11447745;Franz Guillaumelaan 57-59-61-63-65;Avenue Franz Guillaume - Franz Guillaumelaan;61;;XA;2019-11-06;Jonathan Collignon;MDU;1;13;1;15;N;Y;BUILDING template;2020-05-25;Y
EVERE - FH01;1621807;BL0119;3;968309;1621807;11447745;Franz Guillaumelaan 57-59-61-63-65;Avenue Franz Guillaume - Franz Guillaumelaan;63;;XA;2019-11-06;Jonathan Collignon;MDU;2;12;1;15;N;N;BUILDING template;2020-05-25;Y
EVERE - FH01;5583180;BL0119;3;971022;5583180;11447745;Franz Guillaumelaan 57-59-61-63-65;Avenue Franz Guillaume - Franz Guillaumelaan;65;;XA;2019-11-06;Jonathan Collignon;MDU;1;12;1;14;N;N;BUILDING template;2020-05-25;Y
EVERE - FH01;1282320;BL0122;5;966909;1282320;;;Avenue des Anciens Combattants - Oud-Strijderslaan;84;;XA;2019-09-18;Jonathan Collignon;MDU;1;13;2;16;N;;BUILDING template;2020-08-04;Y
EVERE - FH01;722652;BL0129;2;5620982;722652;11240567;Jules Bordetlaan 66-68;Avenue Jules Bordet - Jules Bordetlaan;66;;XA;2020-02-13;Jonathan Collignon;MDU;0;43;2;45;N;Y;BUILDING template;2020-03-29;Y
EVERE - FH01;5583246;BL0129;2;5620963;5583246;11240567;Jules Bordetlaan 66-68;Avenue Jules Bordet - Jules Bordetlaan;68;;XA;2020-02-13;Jonathan Collignon;MDU;0;57;2;59;N;N;BUILDING template;2020-03-29;Y
EVERE - FH01;1468743;BL0118;3;6195334;1468743;;Leuvensesteenweg 913-913A-913B_Twee Huizenstraat 61-63;Rue des Deux Maisons - Twee Huizenstraat;61;;XC;2019-11-20;Jonathan Collignon;MDU;0;5;2;7;N;N;BUILDING template;2019-10-01;Y
EVERE - FH01;1358518;BL0118;3;6195336;1358518;10563643;Leuvensesteenweg 913-913A-913B_Twee Huizenstraat 61-63;Rue des Deux Maisons - Twee Huizenstraat;63;;XC;2019-11-20;Jonathan Collignon;MDU;1;0;0;1;N;N;BUILDING template;2019-10-01;Y
EVERE - FH01;5935345;BL0118;3;7462374;5935345;11976761;Willy Van Der Meerenstr 5-7-9-11-13;Rue Willy Van Der Meeren - Willy Van Der Meerenstr;5;;XA;2019-10-30;Jonathan Collignon;MDU;0;10;2;12;N;N;BUILDING template;2020-05-26 13:18;Y
EVERE - FH01;5931199;BL0118;3;7462375;5931199;11976761;Willy Van Der Meerenstr 5-7-9-11-13;Rue Willy Van Der Meeren - Willy Van Der Meerenstr;7;;XA;2020-07-01;Marouane Zoubir;MDU;0;15;4;19;N;N;BUILDING template;2020-05-26 13:18;Y
EVERE - FH01;5943706;BL0118;3;7462376;5943706;11976761;Willy Van Der Meerenstr 5-7-9-11-13;Rue Willy Van Der Meeren - Willy Van Der Meerenstr;9;;XA;2019-10-30;Jonathan Collignon;MDU;0;22;2;24;N;N;BUILDING template;2020-05-26 13:18;Y
EVERE - FH01;1120027;BL0122;5;5620831;1120027;;;Avenue des Anciens Combattants - Oud-Strijderslaan;88;;XA;2019-07-12;Jonathan Collignon;MDU;0;40;3;43;N;;BUILDING template;2020-09-07;Y
