Projectnummer;Opdrachtnummer;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Opdrachttemplate
SINT-NIKLAAS - FH02;3516654;3516654;;;Truweelstraat;22;;;BUILDING template
SINT-NIKLAAS - FH02;68396;68396;;;Ankerstraat;74;;;BUILDING template
SINT-NIKLAAS - FH02;1513944;1513944;;;Walburgstraat;8;;;BUILDING template
SINT-NIKLAAS - FH02;4464808;4464808;;;Polderstraat;21;;;BUILDING template
SINT-NIKLAAS - FH02;72531;72531;;;Walburgstraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;5487710;5487710;;;Ankerstraat;18;;;BUILDING template
SINT-NIKLAAS - FH02;5943423;5943423;;;Ankerstraat;120;A;;BUILDING template
SINT-NIKLAAS - FH02;3497487;3497487;;;Kalkstraat;30;;;BUILDING template
SINT-NIKLAAS - FH02;3518082;3518082;;;Vermorgenstraat;50;;;BUILDING template
SINT-NIKLAAS - FH02;3516656;3516656;;;Truweelstraat;24;;;BUILDING template
SINT-NIKLAAS - FH02;75458;75458;11489688;Lodewijk De Meesterstraat 80_Sint Vincentiusstraat 36;Sint-Vincentiusstraat;36;;20200108111840;BUILDING template
SINT-NIKLAAS - FH02;1513946;1513946;;;Walburgstraat;10;;;BUILDING template
SINT-NIKLAAS - FH02;3512083;3512083;;;Polderstraat;23;;;BUILDING template
SINT-NIKLAAS - FH02;1513939;1513939;;;Walburgstraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;6422309;6422309;;;Parklaan;47;B;;BUILDING template
SINT-NIKLAAS - FH02;3518084;3518084;;;Vermorgenstraat;52;;;BUILDING template
SINT-NIKLAAS - FH02;4058464;4058464;;;Truweelstraat;26;;;BUILDING template
SINT-NIKLAAS - FH02;3504340;3504340;11489702;Mercatorstraat 29-31;Mercatorstraat;29;;20200107104223;BUILDING template
SINT-NIKLAAS - FH02;1513948;1513948;;;Walburgstraat;12;;;BUILDING template
SINT-NIKLAAS - FH02;3512089;3512089;;;Polderstraat;25;;;BUILDING template
SINT-NIKLAAS - FH02;1513941;1513941;;;Walburgstraat;5;;;BUILDING template
SINT-NIKLAAS - FH02;3518088;3518088;;;Vermorgenstraat;54;;;BUILDING template
SINT-NIKLAAS - FH02;3516659;3516659;;;Truweelstraat;28;;;BUILDING template
SINT-NIKLAAS - FH02;4444854;4444854;;;Ankerstraat;80;;;BUILDING template
SINT-NIKLAAS - FH02;1513950;1513950;;;Walburgstraat;14;;;BUILDING template
SINT-NIKLAAS - FH02;75470;75470;;;Polderstraat;27;;;BUILDING template
SINT-NIKLAAS - FH02;1513943;1513943;;;Walburgstraat;7;;;BUILDING template
SINT-NIKLAAS - FH02;3518090;3518090;;;Vermorgenstraat;56;;;BUILDING template
SINT-NIKLAAS - FH02;3516660;3516660;;;Truweelstraat;30;;;BUILDING template
SINT-NIKLAAS - FH02;3484855;3484855;;;Ankerstraat;84;;;BUILDING template
SINT-NIKLAAS - FH02;1513952;1513952;;;Walburgstraat;16;;;BUILDING template
SINT-NIKLAAS - FH02;75466;75466;;;Polderstraat;29;;;BUILDING template
SINT-NIKLAAS - FH02;1513945;1513945;;;Walburgstraat;9;;;BUILDING template
SINT-NIKLAAS - FH02;5577829;5577829;;;Sint-Rochushof;10;;;BUILDING template
SINT-NIKLAAS - FH02;3518093;3518093;;;Vermorgenstraat;60;;;BUILDING template
SINT-NIKLAAS - FH02;3516663;3516663;;;Truweelstraat;32;;;BUILDING template
SINT-NIKLAAS - FH02;4242235;4242235;;;Ankerstraat;88;;;BUILDING template
SINT-NIKLAAS - FH02;1357427;1357427;;;Walburgstraat;18;;;BUILDING template
SINT-NIKLAAS - FH02;4464766;4464766;;;Polderstraat;31;;;BUILDING template
SINT-NIKLAAS - FH02;1513947;1513947;;;Walburgstraat;11;;;BUILDING template
SINT-NIKLAAS - FH02;5495076;5495076;;;Philippus Neridreef;3;;;BUILDING template
SINT-NIKLAAS - FH02;4208001;4208001;;;Vermorgenstraat;62;;;BUILDING template
SINT-NIKLAAS - FH02;3516668;3516668;;;Truweelstraat;34;;;BUILDING template
SINT-NIKLAAS - FH02;3484856;3484856;;;Ankerstraat;90;;;BUILDING template
SINT-NIKLAAS - FH02;1513955;1513955;;;Walburgstraat;20;;;BUILDING template
SINT-NIKLAAS - FH02;3512108;3512108;;;Polderstraat;33;;;BUILDING template
SINT-NIKLAAS - FH02;1513949;1513949;;;Walburgstraat;13;;;BUILDING template
SINT-NIKLAAS - FH02;3948736;3948736;11489702;Mercatorstraat 29-31;Mercatorstraat;31;;20200107104223;BUILDING template
SINT-NIKLAAS - FH02;3518095;3518095;;;Vermorgenstraat;64;;;BUILDING template
SINT-NIKLAAS - FH02;4448232;4448232;;;Truweelstraat;36;;;BUILDING template
SINT-NIKLAAS - FH02;3484859;3484859;;;Ankerstraat;96;;;BUILDING template
SINT-NIKLAAS - FH02;977884;977884;;;Walburgstraat;22;;;BUILDING template
SINT-NIKLAAS - FH02;3512115;3512115;;;Polderstraat;35;;;BUILDING template
SINT-NIKLAAS - FH02;1513953;1513953;;;Walburgstraat;17;;;BUILDING template
SINT-NIKLAAS - FH02;4444769;4444769;;;Ankerstraat;87;;;BUILDING template
SINT-NIKLAAS - FH02;75472;75472;;Polderstraat 30-32-34-36;Polderstraat;30;;;BUILDING template
SINT-NIKLAAS - FH02;4448284;4448284;;;Truweelstraat;40;;;BUILDING template
SINT-NIKLAAS - FH02;3484862;3484862;;;Ankerstraat;100;;;BUILDING template
SINT-NIKLAAS - FH02;75749;75749;;;Walburgstraat;24;;;BUILDING template
SINT-NIKLAAS - FH02;4259654;4259654;;;Polderstraat;43;;;BUILDING template
SINT-NIKLAAS - FH02;1513956;1513956;;;Walburgstraat;21;;;BUILDING template
SINT-NIKLAAS - FH02;3512105;3512105;;Polderstraat 30-32-34-36;Polderstraat;32;;;BUILDING template
SINT-NIKLAAS - FH02;4204297;4204297;;Polderstraat 30-32-34-36;Polderstraat;36;;;BUILDING template
SINT-NIKLAAS - FH02;61715;61715;;;Vermorgenstraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;3484867;3484867;;;Ankerstraat;104;;;BUILDING template
SINT-NIKLAAS - FH02;1513959;1513959;;;Walburgstraat;26;;;BUILDING template
SINT-NIKLAAS - FH02;4464774;4464774;;;Polderstraat;45;;;BUILDING template
SINT-NIKLAAS - FH02;1513957;1513957;;;Walburgstraat;23;;;BUILDING template
SINT-NIKLAAS - FH02;3484858;3484858;;;Ankerstraat;92;;;BUILDING template
SINT-NIKLAAS - FH02;4448874;4448874;;;Vermorgenstraat;72;;;BUILDING template
SINT-NIKLAAS - FH02;3518025;3518025;;;Vermorgenstraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;3484868;3484868;;;Ankerstraat;106;;;BUILDING template
SINT-NIKLAAS - FH02;1513961;1513961;;;Walburgstraat;28;;;BUILDING template
SINT-NIKLAAS - FH02;4004389;4004389;;;Polderstraat;47;;;BUILDING template
SINT-NIKLAAS - FH02;1513958;1513958;;;Walburgstraat;25;;;BUILDING template
SINT-NIKLAAS - FH02;3512111;3512111;;Polderstraat 30-32-34-36;Polderstraat;34;;;BUILDING template
SINT-NIKLAAS - FH02;3518104;3518104;;;Vermorgenstraat;74;;;BUILDING template
SINT-NIKLAAS - FH02;3518028;3518028;;;Vermorgenstraat;5;;;BUILDING template
SINT-NIKLAAS - FH02;3484870;3484870;;;Ankerstraat;108;;;BUILDING template
SINT-NIKLAAS - FH02;1513963;1513963;;;Walburgstraat;30;;;BUILDING template
SINT-NIKLAAS - FH02;9449;9449;;;Polderstraat;49;;;BUILDING template
SINT-NIKLAAS - FH02;1513960;1513960;;;Walburgstraat;27;;;BUILDING template
SINT-NIKLAAS - FH02;4444862;4444862;;;Ankerstraat;94;;;BUILDING template
SINT-NIKLAAS - FH02;1372940;1372940;;;Sint-Rochushof;19;;;BUILDING template
SINT-NIKLAAS - FH02;3518105;3518105;;;Vermorgenstraat;76;;;BUILDING template
SINT-NIKLAAS - FH02;3518031;3518031;;;Vermorgenstraat;7;;;BUILDING template
SINT-NIKLAAS - FH02;3484872;3484872;;;Ankerstraat;110;;;BUILDING template
SINT-NIKLAAS - FH02;1513964;1513964;;;Walburgstraat;32;;;BUILDING template
SINT-NIKLAAS - FH02;5390734;5390734;;;Polderstraat;39;A;;BUILDING template
SINT-NIKLAAS - FH02;1513962;1513962;;;Walburgstraat;29;;;BUILDING template
SINT-NIKLAAS - FH02;61729;61729;11489713;Regentieplein 9-10-11-12-13-14-15-16-17_Regentiestraat 32;Regentieplein;9;;20200107151746;BUILDING template
SINT-NIKLAAS - FH02;61716;61716;;;Vermorgenstraat;9;;;BUILDING template
SINT-NIKLAAS - FH02;68400;68400;;;Zamanstraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;4464772;4464772;;;Polderstraat;39;B;;BUILDING template
SINT-NIKLAAS - FH02;72532;72532;;;Walburgstraat;31;;;BUILDING template
SINT-NIKLAAS - FH02;4447875;4447875;;;Klein-Hulststraat;92;;;BUILDING template
SINT-NIKLAAS - FH02;3948785;3948785;11489713;Regentieplein 9-10-11-12-13-14-15-16-17_Regentiestraat 32;Regentieplein;10;;20200107151746;BUILDING template
SINT-NIKLAAS - FH02;3925999;3925999;;;Vermorgenstraat;13;;;BUILDING template
SINT-NIKLAAS - FH02;3525056;3525056;;;Zamanstraat;5;;;BUILDING template
SINT-NIKLAAS - FH02;1513969;1513969;;;Walburgstraat;38;;;BUILDING template
SINT-NIKLAAS - FH02;75463;75463;;;Sint-Vincentiusstraat;20;;;BUILDING template
SINT-NIKLAAS - FH02;75747;75747;;;Walburgstraat;33;;;BUILDING template
SINT-NIKLAAS - FH02;61661;61661;;;Vermorgenstraat;82;;;BUILDING template
SINT-NIKLAAS - FH02;3518043;3518043;;;Vermorgenstraat;15;;;BUILDING template
SINT-NIKLAAS - FH02;3525068;3525068;;;Zamanstraat;7;;;BUILDING template
SINT-NIKLAAS - FH02;1513972;1513972;;;Walburgstraat;42;;;BUILDING template
SINT-NIKLAAS - FH02;3518583;3518583;;;Sint-Vincentiusstraat;22;;;BUILDING template
SINT-NIKLAAS - FH02;1513966;1513966;;;Walburgstraat;35;;;BUILDING template
SINT-NIKLAAS - FH02;4449011;4449011;;;Truweelstraat;5;;;BUILDING template
SINT-NIKLAAS - FH02;3512817;3512817;11489713;Regentieplein 9-10-11-12-13-14-15-16-17_Regentiestraat 32;Regentieplein;11;;20200107151746;BUILDING template
SINT-NIKLAAS - FH02;61731;61731;;;De Gravestraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;3518049;3518049;;;Vermorgenstraat;21;;;BUILDING template
SINT-NIKLAAS - FH02;3948878;3948878;;;Zamanstraat;9;;;BUILDING template
SINT-NIKLAAS - FH02;1513974;1513974;;;Walburgstraat;44;;;BUILDING template
SINT-NIKLAAS - FH02;3518584;3518584;;;Sint-Vincentiusstraat;24;;;BUILDING template
SINT-NIKLAAS - FH02;1513968;1513968;;;Walburgstraat;37;;;BUILDING template
SINT-NIKLAAS - FH02;5577830;5577830;;;Sint-Rochushof;30;;;BUILDING template
SINT-NIKLAAS - FH02;3512820;3512820;11489713;Regentieplein 9-10-11-12-13-14-15-16-17_Regentiestraat 32;Regentieplein;12;;20200107151746;BUILDING template
SINT-NIKLAAS - FH02;4448729;4448729;;;De Gravestraat;9;;;BUILDING template
SINT-NIKLAAS - FH02;3518054;3518054;;;Vermorgenstraat;23;;;BUILDING template
SINT-NIKLAAS - FH02;4444846;4444846;;;Zamanstraat;11;;;BUILDING template
SINT-NIKLAAS - FH02;1513976;1513976;;;Walburgstraat;46;;;BUILDING template
SINT-NIKLAAS - FH02;3518588;3518588;;;Sint-Vincentiusstraat;28;;;BUILDING template
SINT-NIKLAAS - FH02;1513971;1513971;;;Walburgstraat;41;;;BUILDING template
SINT-NIKLAAS - FH02;9407;9407;;;Klein-Hulststraat;6;;;BUILDING template
SINT-NIKLAAS - FH02;3512823;3512823;11489713;Regentieplein 9-10-11-12-13-14-15-16-17_Regentiestraat 32;Regentieplein;13;;20200107151746;BUILDING template
SINT-NIKLAAS - FH02;3490691;3490691;;;De Gravestraat;15;;;BUILDING template
SINT-NIKLAAS - FH02;3518059;3518059;;;Vermorgenstraat;27;;;BUILDING template
SINT-NIKLAAS - FH02;3525081;3525081;;;Zamanstraat;13;;;BUILDING template
SINT-NIKLAAS - FH02;1513977;1513977;;;Walburgstraat;50;;;BUILDING template
SINT-NIKLAAS - FH02;3518592;3518592;;;Sint-Vincentiusstraat;30;;;BUILDING template
SINT-NIKLAAS - FH02;1513975;1513975;;;Walburgstraat;45;;;BUILDING template
SINT-NIKLAAS - FH02;1372937;1372937;;;Sint-Rochushof;31;;;BUILDING template
SINT-NIKLAAS - FH02;3490693;3490693;;;De Gravestraat;17;;;BUILDING template
SINT-NIKLAAS - FH02;3518061;3518061;;;Vermorgenstraat;29;;;BUILDING template
SINT-NIKLAAS - FH02;3525097;3525097;;;Zamanstraat;15;;;BUILDING template
SINT-NIKLAAS - FH02;1513979;1513979;;;Walburgstraat;52;;;BUILDING template
SINT-NIKLAAS - FH02;4464787;4464787;;;Sint-Vincentiusstraat;32;;;BUILDING template
SINT-NIKLAAS - FH02;1513868;1513868;;;Walburgstraat;47;;;BUILDING template
SINT-NIKLAAS - FH02;68430;68430;;;Klein-Hulststraat;57;;;BUILDING template
SINT-NIKLAAS - FH02;3512126;3512126;;;Polderstraat;40;A;;BUILDING template
SINT-NIKLAAS - FH02;3490696;3490696;;;De Gravestraat;19;;;BUILDING template
SINT-NIKLAAS - FH02;3518064;3518064;;;Vermorgenstraat;31;;;BUILDING template
SINT-NIKLAAS - FH02;3525101;3525101;;;Zamanstraat;17;;;BUILDING template
SINT-NIKLAAS - FH02;1513981;1513981;;;Walburgstraat;54;;;BUILDING template
SINT-NIKLAAS - FH02;4206418;4206418;;;Sint-Vincentiusstraat;34;;;BUILDING template
SINT-NIKLAAS - FH02;1513877;1513877;;;Walburgstraat;49;;;BUILDING template
SINT-NIKLAAS - FH02;5695242;5695242;;;Sint-Rochushof;18;B;;BUILDING template
SINT-NIKLAAS - FH02;61651;61651;;;De Gravestraat;25;;;BUILDING template
SINT-NIKLAAS - FH02;4448700;4448700;;;Vermorgenstraat;33;;;BUILDING template
SINT-NIKLAAS - FH02;3948880;3948880;;;Zamanstraat;19;;;BUILDING template
SINT-NIKLAAS - FH02;1513983;1513983;;;Walburgstraat;56;;;BUILDING template
SINT-NIKLAAS - FH02;3512826;3512826;11489713;Regentieplein 9-10-11-12-13-14-15-16-17_Regentiestraat 32;Regentieplein;14;;20200107151746;BUILDING template
SINT-NIKLAAS - FH02;1513980;1513980;;;Walburgstraat;53;;;BUILDING template
SINT-NIKLAAS - FH02;68448;68448;;;Papenakkerstraat;37;;;BUILDING template
SINT-NIKLAAS - FH02;3486986;3486986;;;Brugsken;48;;;BUILDING template
SINT-NIKLAAS - FH02;4190925;4190925;;;De Gravestraat;27;;;BUILDING template
SINT-NIKLAAS - FH02;4448701;4448701;;;Vermorgenstraat;35;;;BUILDING template
SINT-NIKLAAS - FH02;9405;9405;;;Zamanstraat;21;;;BUILDING template
SINT-NIKLAAS - FH02;1513985;1513985;;;Walburgstraat;58;;;BUILDING template
SINT-NIKLAAS - FH02;91083;91083;;;August Nobelsstraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;1513982;1513982;;;Walburgstraat;55;;;BUILDING template
SINT-NIKLAAS - FH02;5730450;5730450;;;Sint-Vincentiusstraat;11;A;;BUILDING template
SINT-NIKLAAS - FH02;3490700;3490700;;;De Gravestraat;29;;;BUILDING template
SINT-NIKLAAS - FH02;3518069;3518069;;;Vermorgenstraat;37;;;BUILDING template
SINT-NIKLAAS - FH02;68405;68405;;;Zwijgershoek;3;;;BUILDING template
SINT-NIKLAAS - FH02;1513987;1513987;;;Walburgstraat;60;;;BUILDING template
SINT-NIKLAAS - FH02;91082;91082;;;August Nobelsstraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;1513984;1513984;;;Walburgstraat;57;;;BUILDING template
SINT-NIKLAAS - FH02;3500123;3500123;;;Klein-Hulststraat;100;;;BUILDING template
SINT-NIKLAAS - FH02;3490702;3490702;;;De Gravestraat;31;;;BUILDING template
SINT-NIKLAAS - FH02;61714;61714;;;Vermorgenstraat;39;;;BUILDING template
SINT-NIKLAAS - FH02;68406;68406;;;Zwijgershoek;11;;;BUILDING template
SINT-NIKLAAS - FH02;1513989;1513989;;;Walburgstraat;62;;;BUILDING template
SINT-NIKLAAS - FH02;3508926;3508926;;;August Nobelsstraat;5;;;BUILDING template
SINT-NIKLAAS - FH02;1513986;1513986;;;Walburgstraat;59;;;BUILDING template
SINT-NIKLAAS - FH02;6427374;6427374;;;Sint-Vincentiusstraat;9;A;;BUILDING template
SINT-NIKLAAS - FH02;3490703;3490703;;;De Gravestraat;33;;;BUILDING template
SINT-NIKLAAS - FH02;63267;63267;;;Antwerpse Steenweg;2;;;BUILDING template
SINT-NIKLAAS - FH02;3512828;3512828;11489713;Regentieplein 9-10-11-12-13-14-15-16-17_Regentiestraat 32;Regentieplein;15;;20200107151746;BUILDING template
SINT-NIKLAAS - FH02;1513991;1513991;;;Walburgstraat;64;;;BUILDING template
SINT-NIKLAAS - FH02;3508932;3508932;;;August Nobelsstraat;7;;;BUILDING template
SINT-NIKLAAS - FH02;1513988;1513988;;;Walburgstraat;61;;;BUILDING template
SINT-NIKLAAS - FH02;3501733;3501733;;;Lamstraat;38;A;;BUILDING template
SINT-NIKLAAS - FH02;4448914;4448914;;;De Gravestraat;35;;;BUILDING template
SINT-NIKLAAS - FH02;3484913;3484913;;;Antwerpse Steenweg;4;;;BUILDING template
SINT-NIKLAAS - FH02;3483874;3483874;;;Zwijgershoek;21;;;BUILDING template
SINT-NIKLAAS - FH02;1513993;1513993;;;Walburgstraat;66;;;BUILDING template
SINT-NIKLAAS - FH02;3508947;3508947;;;August Nobelsstraat;9;;;BUILDING template
SINT-NIKLAAS - FH02;1513990;1513990;;;Walburgstraat;63;;;BUILDING template
SINT-NIKLAAS - FH02;4448222;4448222;;;Truweelstraat;14;;;BUILDING template
SINT-NIKLAAS - FH02;4448916;4448916;;;De Gravestraat;37;;;BUILDING template
SINT-NIKLAAS - FH02;3484914;3484914;;;Antwerpse Steenweg;6;;;BUILDING template
SINT-NIKLAAS - FH02;4444833;4444833;;;Zwijgershoek;17;;;BUILDING template
SINT-NIKLAAS - FH02;1513995;1513995;;;Walburgstraat;68;;;BUILDING template
SINT-NIKLAAS - FH02;91081;91081;;;August Nobelsstraat;11;;;BUILDING template
SINT-NIKLAAS - FH02;1513992;1513992;;;Walburgstraat;65;;;BUILDING template
SINT-NIKLAAS - FH02;3512120;3512120;;;Polderstraat;38;B;;BUILDING template
SINT-NIKLAAS - FH02;3490709;3490709;;;De Gravestraat;39;;;BUILDING template
SINT-NIKLAAS - FH02;3484917;3484917;;;Antwerpse Steenweg;8;;;BUILDING template
SINT-NIKLAAS - FH02;5435251;5435251;;;Zwijgershoek;27;;;BUILDING template
SINT-NIKLAAS - FH02;75750;75750;;;Walburgstraat;70;;;BUILDING template
SINT-NIKLAAS - FH02;3500227;3500227;;;Knaptandstraat;2;;;BUILDING template
SINT-NIKLAAS - FH02;1513994;1513994;;;Walburgstraat;67;;;BUILDING template
SINT-NIKLAAS - FH02;4045793;4045793;;;Veldstraat;165;;;BUILDING template
SINT-NIKLAAS - FH02;5401800;5401800;;;De Gravestraat;3;A;;BUILDING template
SINT-NIKLAAS - FH02;3484919;3484919;;;Antwerpse Steenweg;10;;;BUILDING template
SINT-NIKLAAS - FH02;3512830;3512830;11489713;Regentieplein 9-10-11-12-13-14-15-16-17_Regentiestraat 32;Regentieplein;16;;20200107151746;BUILDING template
SINT-NIKLAAS - FH02;5411570;5411570;;;Walburgstraat;24;A;;BUILDING template
SINT-NIKLAAS - FH02;3500230;3500230;;;Knaptandstraat;4;;;BUILDING template
SINT-NIKLAAS - FH02;1513996;1513996;;;Walburgstraat;69;;;BUILDING template
SINT-NIKLAAS - FH02;3517775;3517775;;;Veldstraat;136;;;BUILDING template
SINT-NIKLAAS - FH02;3512832;3512832;11489713;Regentieplein 9-10-11-12-13-14-15-16-17_Regentiestraat 32;Regentieplein;17;;20200107151746;BUILDING template
SINT-NIKLAAS - FH02;5411617;5411617;;;De Gravestraat;3;B;;BUILDING template
SINT-NIKLAAS - FH02;3484920;3484920;;;Antwerpse Steenweg;12;;;BUILDING template
SINT-NIKLAAS - FH02;61732;61732;11489713;Regentieplein 9-10-11-12-13-14-15-16-17_Regentiestraat 32;Regentiestraat;32;;20200107151746;BUILDING template
SINT-NIKLAAS - FH02;5427126;5427126;;;Walburgstraat;42;B;;BUILDING template
SINT-NIKLAAS - FH02;3500234;3500234;;;Knaptandstraat;6;;;BUILDING template
SINT-NIKLAAS - FH02;1513997;1513997;;;Walburgstraat;71;;;BUILDING template
SINT-NIKLAAS - FH02;3484881;3484881;;;Ankerstraat;120;B;;BUILDING template
SINT-NIKLAAS - FH02;3490711;3490711;;;De Gravestraat;41;;;BUILDING template
SINT-NIKLAAS - FH02;3484925;3484925;;;Antwerpse Steenweg;18;;;BUILDING template
SINT-NIKLAAS - FH02;3484861;3484861;;;Ankerstraat;99;;;BUILDING template
SINT-NIKLAAS - FH02;3948865;3948865;;;Walburgstraat;48;A;;BUILDING template
SINT-NIKLAAS - FH02;91075;91075;;;Knaptandstraat;8;;;BUILDING template
SINT-NIKLAAS - FH02;1513998;1513998;;;Walburgstraat;73;;;BUILDING template
SINT-NIKLAAS - FH02;75558;75558;;;Veldstraat;114;;;BUILDING template
SINT-NIKLAAS - FH02;4448867;4448867;;;Vermorgenstraat;58;;;BUILDING template
SINT-NIKLAAS - FH02;3948787;3948787;;Regentiestraat 38-40;Regentiestraat;40;;;BUILDING template
SINT-NIKLAAS - FH02;4448919;4448919;;;De Gravestraat;43;;;BUILDING template
SINT-NIKLAAS - FH02;4447772;4447772;;;Antwerpse Steenweg;20;;;BUILDING template
SINT-NIKLAAS - FH02;3484865;3484865;;;Ankerstraat;103;;;BUILDING template
SINT-NIKLAAS - FH02;75752;75752;;;Walburgstraat;48;B;;BUILDING template
SINT-NIKLAAS - FH02;3500240;3500240;;;Knaptandstraat;10;;;BUILDING template
SINT-NIKLAAS - FH02;75748;75748;;;Walburgstraat;75;;;BUILDING template
SINT-NIKLAAS - FH02;61652;61652;;;De Gravestraat;45;;;BUILDING template
SINT-NIKLAAS - FH02;3484926;3484926;;;Antwerpse Steenweg;22;;;BUILDING template
SINT-NIKLAAS - FH02;3948543;3948543;;;Ankerstraat;105;;;BUILDING template
SINT-NIKLAAS - FH02;75565;75565;;;Kalkstraat;52;;;BUILDING template
SINT-NIKLAAS - FH02;3500245;3500245;;;Knaptandstraat;12;;;BUILDING template
SINT-NIKLAAS - FH02;75745;75745;;;Walburgstraat;77;;;BUILDING template
SINT-NIKLAAS - FH02;3517712;3517712;;;Veldstraat;87;;;BUILDING template
SINT-NIKLAAS - FH02;1513970;1513970;;;Walburgstraat;39;;;BUILDING template
SINT-NIKLAAS - FH02;62537;62537;;;De Gravestraat;47;;;BUILDING template
SINT-NIKLAAS - FH02;4447774;4447774;;;Antwerpse Steenweg;24;;;BUILDING template
SINT-NIKLAAS - FH02;3484869;3484869;;;Ankerstraat;107;;;BUILDING template
SINT-NIKLAAS - FH02;75563;75563;;;Kalkstraat;54;;;BUILDING template
SINT-NIKLAAS - FH02;4260305;4260305;;;Knaptandstraat;14;;;BUILDING template
SINT-NIKLAAS - FH02;1514000;1514000;;;Walburgstraat;81;;;BUILDING template
SINT-NIKLAAS - FH02;3490714;3490714;;;De Gravestraat;49;;;BUILDING template
SINT-NIKLAAS - FH02;3484928;3484928;;;Antwerpse Steenweg;26;;;BUILDING template
SINT-NIKLAAS - FH02;3484871;3484871;;;Ankerstraat;109;;;BUILDING template
SINT-NIKLAAS - FH02;1514013;1514013;;;Kalkstraat;56;;;BUILDING template
SINT-NIKLAAS - FH02;3500513;3500513;;;Kokkelbeekstraat;6;;;BUILDING template
SINT-NIKLAAS - FH02;3521564;3521564;;;Walburgstraat;83;;;BUILDING template
SINT-NIKLAAS - FH02;3504998;3504998;;;Moerlandstraat;3;A;;BUILDING template
SINT-NIKLAAS - FH02;4448304;4448304;;;De Gravestraat;53;;;BUILDING template
SINT-NIKLAAS - FH02;4447775;4447775;;;Antwerpse Steenweg;28;;;BUILDING template
SINT-NIKLAAS - FH02;68437;68437;;;Ankerstraat;113;;;BUILDING template
SINT-NIKLAAS - FH02;1514014;1514014;;;Kalkstraat;58;;;BUILDING template
SINT-NIKLAAS - FH02;4140440;4140440;;;Kokkelbeekstraat;8;;;BUILDING template
SINT-NIKLAAS - FH02;3948866;3948866;;;Walburgstraat;85;;;BUILDING template
SINT-NIKLAAS - FH02;4448305;4448305;;;De Gravestraat;55;;;BUILDING template
SINT-NIKLAAS - FH02;4447777;4447777;;;Antwerpse Steenweg;30;;;BUILDING template
SINT-NIKLAAS - FH02;68438;68438;;;Ankerstraat;115;;;BUILDING template
SINT-NIKLAAS - FH02;1514016;1514016;;;Kalkstraat;60;;;BUILDING template
SINT-NIKLAAS - FH02;3500522;3500522;;;Kokkelbeekstraat;10;;;BUILDING template
SINT-NIKLAAS - FH02;3521565;3521565;;;Walburgstraat;87;;;BUILDING template
SINT-NIKLAAS - FH02;3525284;3525284;;;Zeildoekstraat;47;;;BUILDING template
SINT-NIKLAAS - FH02;3490718;3490718;;;De Gravestraat;57;;;BUILDING template
SINT-NIKLAAS - FH02;3484932;3484932;;;Antwerpse Steenweg;32;;;BUILDING template
SINT-NIKLAAS - FH02;3484877;3484877;;;Ankerstraat;117;;;BUILDING template
SINT-NIKLAAS - FH02;1514018;1514018;;;Kalkstraat;62;;;BUILDING template
SINT-NIKLAAS - FH02;96721;96721;;;Kokkelbeekstraat;12;;;BUILDING template
SINT-NIKLAAS - FH02;3521507;3521507;;;Walburgstraat;25;A;;BUILDING template
SINT-NIKLAAS - FH02;3490721;3490721;;;De Gravestraat;59;;;BUILDING template
SINT-NIKLAAS - FH02;3484934;3484934;;;Antwerpse Steenweg;34;;;BUILDING template
SINT-NIKLAAS - FH02;3484882;3484882;;;Ankerstraat;121;;;BUILDING template
SINT-NIKLAAS - FH02;3512925;3512925;11489714;Regentiestraat 38-40;Regentiestraat;38;;20200107143954;BUILDING template
SINT-NIKLAAS - FH02;3500532;3500532;;;Kokkelbeekstraat;14;;;BUILDING template
SINT-NIKLAAS - FH02;75735;75735;;;Zeildoekstraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;3505000;3505000;;;Moerlandstraat;3;B;;BUILDING template
SINT-NIKLAAS - FH02;3490723;3490723;;;De Gravestraat;61;;;BUILDING template
SINT-NIKLAAS - FH02;4187860;4187860;;;Antwerpse Steenweg;36;;;BUILDING template
SINT-NIKLAAS - FH02;3484884;3484884;;;Ankerstraat;123;;;BUILDING template
SINT-NIKLAAS - FH02;1514024;1514024;;;Kalkstraat;68;;;BUILDING template
SINT-NIKLAAS - FH02;3500539;3500539;;;Kokkelbeekstraat;16;;;BUILDING template
SINT-NIKLAAS - FH02;1514001;1514001;;;Zeildoekstraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;5982284;5982284;;;Zwijgershoek;1;;;BUILDING template
SINT-NIKLAAS - FH02;4448310;4448310;;;De Gravestraat;63;;;BUILDING template
SINT-NIKLAAS - FH02;4447780;4447780;;;Antwerpse Steenweg;38;;;BUILDING template
SINT-NIKLAAS - FH02;3484887;3484887;;;Ankerstraat;125;;;BUILDING template
