Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;Postcode;Plaats;xPos;yPos;Opdrachtnummer;LAM MK;Opdrachttemplate
EVERE - FH04;Edward Stuckensstraat - Rue Edouard Stuckens;16;;1140;Evere;151751;173922;NB-11401600469;NB-11401600469;BUILDING template
EVERE - FH04;Edward Stuckensstraat - Rue Edouard Stuckens;47;;1140;Evere;151872;173948;NB-11404700470;NB-11404700470;BUILDING template
EVERE - FH04;Edward Stuckensstraat - Rue Edouard Stuckens;70;;1140;Evere;151904;173922;NB-11407000471;NB-11407000471;BUILDING template
EVERE - FH04;Edward Stuckensstraat - Rue Edouard Stuckens;112;;1140;Evere;152058;173958;NB-114011200473;NB-114011200473;BUILDING template
EVERE - FH04;Edward Stuckensstraat - Rue Edouard Stuckens;74;;1140;Evere;151938;173926;NB-11407400472;NB-11407400472;BUILDING template
EVERE - FH04;Edward Stuckensstraat - Rue Edouard Stuckens;131;;1140;Evere;152180;174047;NB-114013100474;NB-114013100474;BUILDING template
EVERE - FH04;Edward Stuckensstraat - Rue Edouard Stuckens;139;;1140;Evere;152210;174059;NB-114013900475;NB-114013900475;BUILDING template
EVERE - FH04;Edward Stuckensstraat - Rue Edouard Stuckens;158;;1140;Evere;152195;174028;NB-114015800476;NB-114015800476;BUILDING template
EVERE - FH04;F. Van Asschestraat - Rue F. Van Assche;1;;1140;Evere;152095;174027;NB-1140100477;NB-1140100477;BUILDING template
EVERE - FH04;F. Van Asschestraat - Rue F. Van Assche;3;;1140;Evere;152094;174031;NB-1140300478;NB-1140300478;BUILDING template
EVERE - FH04;F. Van Asschestraat - Rue F. Van Assche;8;;1140;Evere;152115;174055;NB-1140800479;NB-1140800479;BUILDING template
EVERE - FH04;Fonsonstraat - Rue Fonson;10;A;1140;Evere;152523;174334;NB-114010A00480;NB-114010A00480;BUILDING template
EVERE - FH04;Fonsonstraat - Rue Fonson;14;;1140;Evere;152536;174333;NB-11401400481;NB-11401400481;BUILDING template
EVERE - FH04;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;3;;1140;Evere;152588;174640;NB-1140300482;NB-1140300482;BUILDING template
EVERE - FH04;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;9;;1140;Evere;152607;174615;NB-1140900483;NB-1140900483;BUILDING template
EVERE - FH04;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;13;;1140;Evere;152617;174601;NB-11401300484;NB-11401300484;BUILDING template
EVERE - FH04;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;25;A;1140;Evere;152653;174556;NB-114025A00485;NB-114025A00485;BUILDING template
EVERE - FH04;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;56;;1140;Evere;152681;174451;NB-11405600486;NB-11405600486;BUILDING template
EVERE - FH04;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;132;;1140;Evere;152882;174186;NB-114013200487;NB-114013200487;BUILDING template
EVERE - FH04;Frans Léonstraat - Rue Frans Leon;10;;1140;Evere;152401;174239;NB-11401000488;NB-11401000488;BUILDING template
EVERE - FH04;Frans Léonstraat - Rue Frans Leon;11;;1140;Evere;152389;174215;NB-11401100489;NB-11401100489;BUILDING template
EVERE - FH04;Frans Léonstraat - Rue Frans Leon;22;;1140;Evere;152370;174259;NB-11402200490;NB-11402200490;BUILDING template
EVERE - FH04;Frans Léonstraat - Rue Frans Leon;34;;1140;Evere;152351;174282;NB-11403400491;NB-11403400491;BUILDING template
EVERE - FH04;Frans Pepermansstraat - Rue Frans Pepermans;4;;1140;Evere;152126;173967;NB-1140400492;NB-1140400492;BUILDING template
EVERE - FH04;Frans Pepermansstraat - Rue Frans Pepermans;12;;1140;Evere;152137;173946;NB-11401200493;NB-11401200493;BUILDING template
EVERE - FH04;Frans Pepermansstraat - Rue Frans Pepermans;14;;1140;Evere;152139;173943;NB-11401400494;NB-11401400494;BUILDING template
EVERE - FH04;Frans Pepermansstraat - Rue Frans Pepermans;34;;1140;Evere;152170;173887;NB-11403400495;NB-11403400495;BUILDING template
EVERE - FH04;Frans Pepermansstraat - Rue Frans Pepermans;37;;1140;Evere;152192;173893;NB-11403700496;NB-11403700496;BUILDING template
EVERE - FH04;Frans Pepermansstraat - Rue Frans Pepermans;48;;1140;Evere;152184;173861;NB-11404800497;NB-11404800497;BUILDING template
EVERE - FH04;Frans Pepermansstraat - Rue Frans Pepermans;77;;1140;Evere;152249;173790;NB-11407700498;NB-11407700498;BUILDING template
EVERE - FH04;Frans Verdonckstraat - Rue Frans Verdonck;12;;1140;Evere;151800;174123;NB-11401200499;NB-11401200499;BUILDING template
EVERE - FH04;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;6;;1140;Evere;152589;173961;NB-1140600500;NB-1140600500;BUILDING template
EVERE - FH04;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;12;;1140;Evere;152594;173977;NB-11401200501;NB-11401200501;BUILDING template
EVERE - FH04;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;24;;1140;Evere;152613;174027;NB-11402400502;NB-11402400502;BUILDING template
EVERE - FH04;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;27;A;1140;Evere;152575;173994;NB-114027A00503;NB-114027A00503;BUILDING template
EVERE - FH04;Gastendelleweg - Chemin de Gastendelle;48;A;1140;Evere;151735;174297;NB-114048A00504;NB-114048A00504;BUILDING template
EVERE - FH04;Goede Herderstraat - Rue du Bon Pasteur;23;;1140;Evere;152217;174258;NB-11402300505;NB-11402300505;BUILDING template
EVERE - FH04;Goede Herderstraat - Rue du Bon Pasteur;24;;1140;Evere;152262;174257;NB-11402400506;NB-11402400506;BUILDING template
EVERE - FH04;Goede Herderstraat - Rue du Bon Pasteur;25;;1140;Evere;152232;174272;NB-11402500507;NB-11402500507;BUILDING template
EVERE - FH04;Goede Herderstraat - Rue du Bon Pasteur;26;;1140;Evere;152269;174262;NB-11402600508;NB-11402600508;BUILDING template
EVERE - FH04;Goede Herderstraat - Rue du Bon Pasteur;28;;1140;Evere;152276;174267;NB-11402800509;NB-11402800509;BUILDING template
EVERE - FH04;Goede Herderstraat - Rue du Bon Pasteur;92;;1140;Evere;152423;174467;NB-11409200510;NB-11409200510;BUILDING template
EVERE - FH04;Gustaaf Norgastraat - Rue Gustave Norga;29;;1140;Evere;152277;174232;NB-11402900511;NB-11402900511;BUILDING template
EVERE - FH04;Gustaaf Norgastraat - Rue Gustave Norga;29;C;1140;Evere;152289;174242;NB-114029C00513;NB-114029C00513;BUILDING template
EVERE - FH04;Gustaaf Norgastraat - Rue Gustave Norga;29;A;1140;Evere;152284;174238;NB-114029A00512;NB-114029A00512;BUILDING template
EVERE - FH04;Gustaaf Norgastraat - Rue Gustave Norga;41;;1140;Evere;152323;174271;NB-11404100514;NB-11404100514;BUILDING template
EVERE - FH04;H. Van Hammestraat - Rue H. Van Hamme;1;A;1140;Evere;151686;173958;NB-11401A00515;NB-11401A00515;BUILDING template
EVERE - FH04;H. Van Hammestraat - Rue H. Van Hamme;1;B;1140;Evere;151692;173960;NB-11401B00516;NB-11401B00516;BUILDING template
EVERE - FH04;H. Van Hammestraat - Rue H. Van Hamme;2;;1140;Evere;151714;173944;NB-1140200517;NB-1140200517;BUILDING template
EVERE - FH04;H. Van Hammestraat - Rue H. Van Hamme;7;;1140;Evere;151713;173979;NB-1140700518;NB-1140700518;BUILDING template
EVERE - FH04;H. Van Hammestraat - Rue H. Van Hamme;87;;1140;Evere;151913;174009;NB-11408700519;NB-11408700519;BUILDING template
EVERE - FH04;H. Van Hammestraat - Rue H. Van Hamme;93;;1140;Evere;151935;174016;NB-11409300520;NB-11409300520;BUILDING template
EVERE - FH04;H. Van Hammestraat - Rue H. Van Hamme;115;;1140;Evere;151998;174022;NB-114011500521;NB-114011500521;BUILDING template
EVERE - FH04;H. Van Hoordestraat - Rue H. Van Hoorde;22;;1140;Evere;152021;174080;NB-11402200522;NB-11402200522;BUILDING template
EVERE - FH04;H. Van Neromstraat - Rue H. Van Nerom;2;;1140;Evere;152159;173908;NB-1140200523;NB-1140200523;BUILDING template
EVERE - FH04;H. Van Neromstraat - Rue H. Van Nerom;13;;1140;Evere;152120;173874;NB-11401300524;NB-11401300524;BUILDING template
EVERE - FH04;H. Van Neromstraat - Rue H. Van Nerom;18;;1140;Evere;152115;173900;NB-11401800525;NB-11401800525;BUILDING template
EVERE - FH04;H. Van Neromstraat - Rue H. Van Nerom;81;;1140;Evere;151972;173839;NB-11408100527;NB-11408100527;BUILDING template
EVERE - FH04;H. Van Neromstraat - Rue H. Van Nerom;79;;1140;Evere;151975;173835;NB-11407900526;NB-11407900526;BUILDING template
EVERE - FH04;Haachtsesteenweg - Chaussee de Haecht;849;;1140;Evere;151954;173534;NB-114084900658;NB-114084900658;BUILDING template
EVERE - FH04;Haachtsesteenweg - Chaussee de Haecht;877;;1140;Evere;152050;173580;NB-114087700659;NB-114087700659;BUILDING template
EVERE - FH04;Haachtsesteenweg - Chaussee de Haecht;881;;1140;Evere;152059;173585;NB-114088100660;NB-114088100660;BUILDING template
EVERE - FH04;Haachtsesteenweg - Chaussee de Haecht;901;;1140;Evere;152116;173617;NB-114090100661;NB-114090100661;BUILDING template
EVERE - FH04;Haachtsesteenweg - Chaussee de Haecht;981;;1140;Evere;152313;173769;NB-114098100662;NB-114098100662;BUILDING template
EVERE - FH04;Haachtsesteenweg - Chaussee de Haecht;991;;1140;Evere;152341;173782;NB-114099100663;NB-114099100663;BUILDING template
EVERE - FH04;Haachtsesteenweg - Chaussee de Haecht;1019;;1140;Evere;152391;173811;NB-1140101900664;NB-1140101900664;BUILDING template
EVERE - FH04;Haachtsesteenweg - Chaussee de Haecht;1029;;1140;Evere;152421;173830;NB-1140102900665;NB-1140102900665;BUILDING template
EVERE - FH04;Haachtsesteenweg - Chaussee de Haecht;1031;;1140;Evere;152430;173833;NB-1140103100666;NB-1140103100666;BUILDING template
EVERE - FH04;Haachtsesteenweg - Chaussee de Haecht;1101;;1140;Evere;152716;174055;NB-1140110100667;NB-1140110100667;BUILDING template
EVERE - FH04;Haachtsesteenweg - Chaussee de Haecht;1115;;1140;Evere;152739;174073;NB-1140111500668;NB-1140111500668;BUILDING template
EVERE - FH04;Haachtsesteenweg - Chaussee de Haecht;1125;;1140;Evere;152758;174084;NB-1140112500669;NB-1140112500669;BUILDING template
EVERE - FH04;Haachtsesteenweg - Chaussee de Haecht;1135;;1140;Evere;152780;174104;NB-1140113500670;NB-1140113500670;BUILDING template
EVERE - FH04;Haachtsesteenweg - Chaussee de Haecht;1137;;1140;Evere;152790;174111;NB-1140113700671;NB-1140113700671;BUILDING template
EVERE - FH04;Herlevingslaan - Avenue du Renouveau;25;;1140;Evere;152509;174163;NB-11402500528;NB-11402500528;BUILDING template
EVERE - FH04;Houtweg - Chemin Du Bois;24;B;1140;Evere;152731;174542;NB-114024B00529;NB-114024B00529;BUILDING template
EVERE - FH04;Houtweg - Chemin Du Bois;26;;1140;Evere;152728;174552;NB-11402600530;NB-11402600530;BUILDING template
EVERE - FH04;Houtweg - Chemin Du Bois;56;;1140;Evere;152651;174690;NB-11405600531;NB-11405600531;BUILDING template
EVERE - FH04;J. F. De Craenstraat - Rue J. F. De Craen;2;;1140;Evere;151693;174088;NB-1140200532;NB-1140200532;BUILDING template
EVERE - FH04;J. F. De Craenstraat - Rue J. F. De Craen;12;;1140;Evere;151683;174115;NB-11401200533;NB-11401200533;BUILDING template
EVERE - FH04;J. F. De Craenstraat - Rue J. F. De Craen;22;A;1140;Evere;151670;174142;NB-114022A00534;NB-114022A00534;BUILDING template
EVERE - FH04;J. F. De Craenstraat - Rue J. F. De Craen;28;;1140;Evere;151660;174163;NB-11402800535;NB-11402800535;BUILDING template
EVERE - FH04;J. F. De Craenstraat - Rue J. F. De Craen;30;;1140;Evere;151658;174168;NB-11403000536;NB-11403000536;BUILDING template
EVERE - FH04;J. F. De Craenstraat - Rue J. F. De Craen;33;;1140;Evere;151628;174182;NB-11403300537;NB-11403300537;BUILDING template
EVERE - FH04;Jaak Ballingsstraat - Rue Jacques Ballings;2;A;1140;Evere;152041;173709;NB-11402A00538;NB-11402A00538;BUILDING template
EVERE - FH04;Jaak Ballingsstraat - Rue Jacques Ballings;5;;1140;Evere;152045;173737;NB-1140500539;NB-1140500539;BUILDING template
EVERE - FH04;Jaak Ballingsstraat - Rue Jacques Ballings;20;;1140;Evere;152101;173724;NB-11402000540;NB-11402000540;BUILDING template
EVERE - FH04;L. Van Boeckelstraat - Rue L. Van Boeckel;1;;1140;Evere;152181;173922;NB-1140100541;NB-1140100541;BUILDING template
EVERE - FH04;L. Van Boeckelstraat - Rue L. Van Boeckel;17;;1140;Evere;152215;173949;NB-11401700542;NB-11401700542;BUILDING template
EVERE - FH04;L. Van Boeckelstraat - Rue L. Van Boeckel;20;;1140;Evere;152228;173926;NB-11402000543;NB-11402000543;BUILDING template
EVERE - FH04;L. Van Boeckelstraat - Rue L. Van Boeckel;29;;1140;Evere;152248;173974;NB-11402900544;NB-11402900544;BUILDING template
EVERE - FH04;L. Van Boeckelstraat - Rue L. Van Boeckel;33;;1140;Evere;152257;173982;NB-11403300545;NB-11403300545;BUILDING template
EVERE - FH04;L. Van Boeckelstraat - Rue L. Van Boeckel;41;;1140;Evere;152281;173997;NB-11404100546;NB-11404100546;BUILDING template
EVERE - FH04;L. Van Boeckelstraat - Rue L. Van Boeckel;57;;1140;Evere;152317;174026;NB-11405700547;NB-11405700547;BUILDING template
EVERE - FH04;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;6;;1140;Evere;152466;174533;NB-1140600548;NB-1140600548;BUILDING template
EVERE - FH04;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;17;;1140;Evere;152487;174593;NB-11401700549;NB-11401700549;BUILDING template
EVERE - FH04;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;52;;1140;Evere;152565;174637;NB-11405200550;NB-11405200550;BUILDING template
EVERE - FH04;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;56;;1140;Evere;152579;174651;NB-11405600551;NB-11405600551;BUILDING template
EVERE - FH04;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;66;;1140;Evere;152595;174663;NB-11406600552;NB-11406600552;BUILDING template
EVERE - FH04;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;84;;1140;Evere;152640;174704;NB-11408400553;NB-11408400553;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;1;;1140;Evere;151604;174143;NB-1140100672;NB-1140100672;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;41;;1140;Evere;151661;174015;NB-11404100673;NB-11404100673;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;55;;1140;Evere;151678;173977;NB-11405500674;NB-11405500674;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;69;;1140;Evere;151701;173917;NB-11406900675;NB-11406900675;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;73;;1140;Evere;151707;173906;NB-11407300676;NB-11407300676;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;77;;1140;Evere;151709;173898;NB-11407700677;NB-11407700677;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;79;;1140;Evere;151710;173895;NB-11407900678;NB-11407900678;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;81;;1140;Evere;151710;173893;NB-11408100679;NB-11408100679;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;83;;1140;Evere;151711;173889;NB-11408300680;NB-11408300680;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;85;;1140;Evere;151712;173886;NB-11408500681;NB-11408500681;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;109;;1140;Evere;151728;173816;NB-114010900682;NB-114010900682;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;113;;1140;Evere;151732;173802;NB-114011300683;NB-114011300683;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;117;;1140;Evere;151735;173794;NB-114011700684;NB-114011700684;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;177;;1140;Evere;151795;173630;NB-114017700685;NB-114017700685;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;193;;1140;Evere;151824;173581;NB-114019300686;NB-114019300686;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;195;A;1140;Evere;151835;173590;NB-1140195A00687;NB-1140195A00687;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;195;B;1140;Evere;151838;173585;NB-1140195B00688;NB-1140195B00688;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;197;A;1140;Evere;151846;173595;NB-1140197A00689;NB-1140197A00689;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;199;A;1140;Evere;151857;173601;NB-1140199A00690;NB-1140199A00690;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;199;B;1140;Evere;151859;173596;NB-1140199B00691;NB-1140199B00691;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;201;;1140;Evere;151816;173575;NB-114020100692;NB-114020100692;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;201;A;1140;Evere;151868;173606;NB-1140201A00693;NB-1140201A00693;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;201;B;1140;Evere;151870;173601;NB-1140201B00694;NB-1140201B00694;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;207;;1140;Evere;151821;173561;NB-114020700695;NB-114020700695;BUILDING template
EVERE - FH04;Lindestraat - Rue du Tilleul;229;;1140;Evere;151848;173488;NB-114022900696;NB-114022900696;BUILDING template
EVERE - FH04;Marnestraat - Rue de la Marne;5;;1140;Evere;151960;174042;NB-1140500554;NB-1140500554;BUILDING template
EVERE - FH04;Marnestraat - Rue de la Marne;83;;1140;Evere;152113;174182;NB-11408300555;NB-11408300555;BUILDING template
EVERE - FH04;Marnestraat - Rue de la Marne;89;B;1140;Evere;152138;174197;NB-114089B00556;NB-114089B00556;BUILDING template
EVERE - FH04;P. Aldersonstraat - Rue P. Alderson;1;;1140;Evere;151642;174066;NB-1140100557;NB-1140100557;BUILDING template
EVERE - FH04;P. Aldersonstraat - Rue P. Alderson;2;;1140;Evere;151651;174047;NB-1140200558;NB-1140200558;BUILDING template
EVERE - FH04;P. Aldersonstraat - Rue P. Alderson;3;;1140;Evere;151650;174070;NB-1140300559;NB-1140300559;BUILDING template
EVERE - FH04;P. Hauwaertssquare - Square Pierre Hauwaerts;14;;1140;Evere;152247;173874;NB-11401400560;NB-11401400560;BUILDING template
EVERE - FH04;P. Hauwaertssquare - Square Pierre Hauwaerts;57;;1140;Evere;152302;173980;NB-11405700561;NB-11405700561;BUILDING template
EVERE - FH04;P. Mattheussensstraat - Rue Pierre Mattheussens;1;;1140;Evere;151756;173757;NB-1140100562;NB-1140100562;BUILDING template
EVERE - FH04;P. Mattheussensstraat - Rue Pierre Mattheussens;14;;1140;Evere;151796;173736;NB-11401400563;NB-11401400563;BUILDING template
EVERE - FH04;P. Mattheussensstraat - Rue Pierre Mattheussens;60;;1140;Evere;151948;173804;NB-11406000564;NB-11406000564;BUILDING template
EVERE - FH04;P. Van Obberghenstraat - Rue P. Van Obberghen;3;;1140;Evere;151930;173919;NB-1140300565;NB-1140300565;BUILDING template
EVERE - FH04;P. Van Obberghenstraat - Rue P. Van Obberghen;10;;1140;Evere;151915;173903;NB-11401000566;NB-11401000566;BUILDING template
EVERE - FH04;P. Van Obberghenstraat - Rue P. Van Obberghen;17;;1140;Evere;151953;173885;NB-11401700567;NB-11401700567;BUILDING template
EVERE - FH04;P. Van Obberghenstraat - Rue P. Van Obberghen;28;;1140;Evere;151946;173848;NB-11402800568;NB-11402800568;BUILDING template
EVERE - FH04;P. Van Obberghenstraat - Rue P. Van Obberghen;37;;1140;Evere;151988;173815;NB-11403700569;NB-11403700569;BUILDING template
EVERE - FH04;P. Van Obberghenstraat - Rue P. Van Obberghen;45;;1140;Evere;152013;173770;NB-11404500570;NB-11404500570;BUILDING template
EVERE - FH04;P. Van Obberghenstraat - Rue P. Van Obberghen;84;;1140;Evere;152051;173641;NB-11408400571;NB-11408400571;BUILDING template
EVERE - FH04;P. Van Obberghenstraat - Rue P. Van Obberghen;89;;1140;Evere;152075;173651;NB-11408900572;NB-11408900572;BUILDING template
EVERE - FH04;Parijsstraat - Rue de Paris;34;;1140;Evere;152251;174112;NB-11403400573;NB-11403400573;BUILDING template
EVERE - FH04;Parijsstraat - Rue de Paris;38;;1140;Evere;152305;174047;NB-11403800574;NB-11403800574;BUILDING template
EVERE - FH04;Parijsstraat - Rue de Paris;40;;1140;Evere;152308;174044;NB-11404000575;NB-11404000575;BUILDING template
EVERE - FH04;Parijsstraat - Rue de Paris;41;;1140;Evere;152291;174104;NB-11404100576;NB-11404100576;BUILDING template
EVERE - FH04;Parijsstraat - Rue de Paris;45;A;1140;Evere;152340;174048;NB-114045A00577;NB-114045A00577;BUILDING template
EVERE - FH04;Parijsstraat - Rue de Paris;66;;1140;Evere;152355;173948;NB-11406600578;NB-11406600578;BUILDING template
EVERE - FH04;Parijsstraat - Rue de Paris;83;;1140;Evere;152415;173944;NB-11408300579;NB-11408300579;BUILDING template
EVERE - FH04;Parijsstraat - Rue de Paris;102;;1140;Evere;152407;173905;NB-114010200580;NB-114010200580;BUILDING template
EVERE - FH04;Parijsstraat - Rue de Paris;104;;1140;Evere;152409;173895;NB-114010400581;NB-114010400581;BUILDING template
EVERE - FH04;Parijsstraat - Rue de Paris;104;A;1140;Evere;152408;173899;NB-1140104A00582;NB-1140104A00582;BUILDING template
EVERE - FH04;Parijsstraat - Rue de Paris;106;;1140;Evere;152410;173890;NB-114010600583;NB-114010600583;BUILDING template
EVERE - FH04;Parijsstraat - Rue de Paris;113;;1140;Evere;152441;173861;NB-114011300584;NB-114011300584;BUILDING template
EVERE - FH04;Parijsstraat - Rue de Paris;117;;1140;Evere;152445;173852;NB-114011700585;NB-114011700585;BUILDING template
EVERE - FH04;Parijsstraat - Rue de Paris;119;;1140;Evere;152448;173847;NB-114011900586;NB-114011900586;BUILDING template
EVERE - FH04;Picardiestraat - Rue Picardie;33;A;1140;Evere;151698;174208;NB-114033A00587;NB-114033A00587;BUILDING template
EVERE - FH04;Picardiestraat - Rue Picardie;48;;1140;Evere;151752;174192;NB-11404800588;NB-11404800588;BUILDING template
EVERE - FH04;Picardiestraat - Rue Picardie;58;;1140;Evere;151752;174154;NB-11405800589;NB-11405800589;BUILDING template
EVERE - FH04;Picardiestraat - Rue Picardie;94;;1140;Evere;151854;174180;NB-11409400590;NB-11409400590;BUILDING template
EVERE - FH04;Picardiestraat - Rue Picardie;96;;1140;Evere;151857;174201;NB-11409600591;NB-11409600591;BUILDING template
EVERE - FH04;Picardiestraat - Rue Picardie;98;;1140;Evere;151857;174191;NB-11409800592;NB-11409800592;BUILDING template
EVERE - FH04;Picardiestraat - Rue Picardie;100;;1140;Evere;151857;174180;NB-114010000593;NB-114010000593;BUILDING template
EVERE - FH04;Picardiestraat - Rue Picardie;100;;1140;Evere;151858;174168;NB-114010000594;NB-114010000594;BUILDING template
EVERE - FH04;Sint-Vincentiusplaats - Place Saint-Vincent;2;;1140;Evere;152409;174550;NB-1140200595;NB-1140200595;BUILDING template
