       OpdrachtID;Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;Postcode;Plaats;xPos;yPos;Opdrachtnummer;Opdrachttemplate;Adres
556610;KNOKKE-HEIST - FH04;Zeedijk-Knokke;690;;8300;Knokke-Heist;75121,0;227717,0;NB-8300690583a25;BUILDING template;Zeedijk-Knokke 690 8300 Knokke-Heist
555331;KNOKKE-HEIST - FH04;De Wielingen;15;;8300;Knokke-Heist;75975,05;227950,56;NB-8300154b1542;BUILDING template;De Wielingen 15 8300 Knokke-Heist
555846;KNOKKE-HEIST - FH04;Swolfsstraat;18;;8300;Knokke-Heist;75120,0;227641,0;NB-830018fee665;BUILDING template;Swolfsstraat 18 8300 Knokke-Heist
556360;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;770;;8300;Knokke-Heist;75656,0;227848,0;NB-8300770f98d34;BUILDING template;Zeedijk-Het Zoute 770 8300 Knokke-Heist
556362;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;772;;8300;Knokke-Heist;75661,39;227849,46;NB-830077217a061;BUILDING template;Zeedijk-Het Zoute 772 8300 Knokke-Heist
556618;KNOKKE-HEIST - FH04;Zeedijk-Knokke;692;;8300;Knokke-Heist;75126,0;227719,0;NB-8300692a88b54;BUILDING template;Zeedijk-Knokke 692 8300 Knokke-Heist
556364;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;774;;8300;Knokke-Heist;75667,0;227852,0;NB-8300774361e92;BUILDING template;Zeedijk-Het Zoute 774 8300 Knokke-Heist
555853;KNOKKE-HEIST - FH04;Van Bunnenplein;14;;8300;Knokke-Heist;74843,0;227608,0;NB-830014370d89;BUILDING template;Van Bunnenplein 14 8300 Knokke-Heist
555342;KNOKKE-HEIST - FH04;De Wielingen;16;;8300;Knokke-Heist;75972,0;227984,0;NB-830016747370;BUILDING template;De Wielingen 16 8300 Knokke-Heist
556366;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;776;;8300;Knokke-Heist;75671,87;227853,68;NB-83007765a4a17;BUILDING template;Zeedijk-Het Zoute 776 8300 Knokke-Heist
555855;KNOKKE-HEIST - FH04;Van Bunnenplein;16;;8300;Knokke-Heist;74848,0;227593,0;NB-830016c25325;BUILDING template;Van Bunnenplein 16 8300 Knokke-Heist
555344;KNOKKE-HEIST - FH04;De Wielingen;1;;8300;Knokke-Heist;75965,48;227913,19;NB-8300194d307;BUILDING template;De Wielingen 1 8300 Knokke-Heist
556368;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;778;;8300;Knokke-Heist;75694,0;227865,0;NB-830077878ec48;BUILDING template;Zeedijk-Het Zoute 778 8300 Knokke-Heist
555346;KNOKKE-HEIST - FH04;De Wielingen;18;;8300;Knokke-Heist;75972,0;227984,0;NB-830018bff737;BUILDING template;De Wielingen 18 8300 Knokke-Heist
556370;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;779;;8300;Knokke-Heist;75694,0;227865,0;NB-83007799bd074;BUILDING template;Zeedijk-Het Zoute 779 8300 Knokke-Heist
556627;KNOKKE-HEIST - FH04;Zeedijk-Knokke;694;;8300;Knokke-Heist;75131,0;227721,0;NB-8300694cb5588;BUILDING template;Zeedijk-Knokke 694 8300 Knokke-Heist
555348;KNOKKE-HEIST - FH04;De Wielingen;19;;8300;Knokke-Heist;75935,0;227970,0;NB-830019e37970;BUILDING template;De Wielingen 19 8300 Knokke-Heist
555604;KNOKKE-HEIST - FH04;Kustlaan;135;;8300;Knokke-Heist;75447,0;227721,0;NB-8300135456a89;BUILDING template;Kustlaan 135 8300 Knokke-Heist
556372;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;780;;8300;Knokke-Heist;75703,0;227868,0;NB-8300780ba2c01;BUILDING template;Zeedijk-Het Zoute 780 8300 Knokke-Heist
555350;KNOKKE-HEIST - FH04;De Wielingen;20;;8300;Knokke-Heist;75972,0;227984,0;NB-83002009be99;BUILDING template;De Wielingen 20 8300 Knokke-Heist
555606;KNOKKE-HEIST - FH04;Kustlaan;137;;8300;Knokke-Heist;75447,0;227721,0;NB-8300137662219;BUILDING template;Kustlaan 137 8300 Knokke-Heist
556374;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;782;;8300;Knokke-Heist;75708,97;227869,92;NB-8300782d78523;BUILDING template;Zeedijk-Het Zoute 782 8300 Knokke-Heist
555352;KNOKKE-HEIST - FH04;De Wielingen;21;;8300;Knokke-Heist;75935,0;227970,0;NB-8300212b1d89;BUILDING template;De Wielingen 21 8300 Knokke-Heist
555608;KNOKKE-HEIST - FH04;Kustlaan;139;;8300;Knokke-Heist;75525,0;227741,0;NB-83001398a9d45;BUILDING template;Kustlaan 139 8300 Knokke-Heist
556376;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;784;;8300;Knokke-Heist;75718,94;227875,14;NB-8300784f43370;BUILDING template;Zeedijk-Het Zoute 784 8300 Knokke-Heist
555354;KNOKKE-HEIST - FH04;Duindistelstraat;3;;8300;Knokke-Heist;75279,0;227742,0;NB-8300350b190;BUILDING template;Duindistelstraat 3 8300 Knokke-Heist
555610;KNOKKE-HEIST - FH04;Kustlaan;149;;8300;Knokke-Heist;75540,0;227746,0;NB-8300149a81681;BUILDING template;Kustlaan 149 8300 Knokke-Heist
555612;KNOKKE-HEIST - FH04;Kustlaan;153;;8300;Knokke-Heist;75548,0;227749,0;NB-8300153d2f009;BUILDING template;Kustlaan 153 8300 Knokke-Heist
555102;KNOKKE-HEIST - FH04;Albertplein;10;;8300;Knokke-Heist;75446,0;227765,0;NB-830010b3ed25;BUILDING template;Albertplein 10 8300 Knokke-Heist
556638;KNOKKE-HEIST - FH04;Zeedijk-Knokke;695;;8300;Knokke-Heist;75136,0;227723,0;NB-8300695f3fb20;BUILDING template;Zeedijk-Knokke 695 8300 Knokke-Heist
556640;KNOKKE-HEIST - FH04;Zeedijk-Knokke;698;;8300;Knokke-Heist;75165,0;227731,0;NB-83006981b9b87;BUILDING template;Zeedijk-Knokke 698 8300 Knokke-Heist
555618;KNOKKE-HEIST - FH04;Kustlaan;155;;8300;Knokke-Heist;75548,0;227749,0;NB-8300155f3a635;BUILDING template;Kustlaan 155 8300 Knokke-Heist
556642;KNOKKE-HEIST - FH04;Zeedijk-Knokke;699;;8300;Knokke-Heist;75165,0;227731,0;NB-8300699dcbe13;BUILDING template;Zeedijk-Knokke 699 8300 Knokke-Heist
555620;KNOKKE-HEIST - FH04;Kustlaan;159;;8300;Knokke-Heist;75554,0;227752,0;NB-830015911ce95;BUILDING template;Kustlaan 159 8300 Knokke-Heist
555876;KNOKKE-HEIST - FH04;Van Bunnenplein;17;;8300;Knokke-Heist;74848,0;227593,0;NB-830017ec7454;BUILDING template;Van Bunnenplein 17 8300 Knokke-Heist
555365;KNOKKE-HEIST - FH04;Duindistelstraat;14;;8300;Knokke-Heist;75242,0;227693,0;NB-8300147cd333;BUILDING template;Duindistelstraat 14 8300 Knokke-Heist
556645;KNOKKE-HEIST - FH04;Zeedijk-Knokke;640;A;8300;Knokke-Heist;74754,0;227597,0;NB-8300640A2045;BUILDING template;Zeedijk-Knokke 640 A 8300 Knokke-Heist
555622;KNOKKE-HEIST - FH04;Kustlaan;163;;8300;Knokke-Heist;75561,0;227754,0;NB-8300163cce317;BUILDING template;Kustlaan 163 8300 Knokke-Heist
555878;KNOKKE-HEIST - FH04;Zandstraat;1;;8300;Knokke-Heist;75191,0;227727,0;NB-830010ec792;BUILDING template;Zandstraat 1 8300 Knokke-Heist
555367;KNOKKE-HEIST - FH04;Duindistelstraat;18;;8300;Knokke-Heist;75239,8254;227686,5683;NB-830018312291;BUILDING template;Duindistelstraat 18 8300 Knokke-Heist
555624;KNOKKE-HEIST - FH04;Kustlaan;167;;8300;Knokke-Heist;75566,0;227757,0;NB-83001675c2882;BUILDING template;Kustlaan 167 8300 Knokke-Heist
555369;KNOKKE-HEIST - FH04;Duindistelstraat;2;A;8300;Knokke-Heist;75256,66;227737,54;NB-83002Ac730;BUILDING template;Duindistelstraat 2 A 8300 Knokke-Heist
555371;KNOKKE-HEIST - FH04;Ebbestraat;4;;8300;Knokke-Heist;75883,0;227887,0;NB-83004a36754;BUILDING template;Ebbestraat 4 8300 Knokke-Heist
555373;KNOKKE-HEIST - FH04;Ebbestraat;6;;8300;Knokke-Heist;75883,0;227887,0;NB-83006a83093;BUILDING template;Ebbestraat 6 8300 Knokke-Heist
555886;KNOKKE-HEIST - FH04;Zandstraat;3;;8300;Knokke-Heist;75195,0;227717,0;NB-830033b7027;BUILDING template;Zandstraat 3 8300 Knokke-Heist
555631;KNOKKE-HEIST - FH04;Kustlaan;177;;8300;Knokke-Heist;75583,0;227763,0;NB-8300177205d78;BUILDING template;Kustlaan 177 8300 Knokke-Heist
555376;KNOKKE-HEIST - FH04;Ebbestraat;7;;8300;Knokke-Heist;75848,98;227901,6;NB-83007d6ed32;BUILDING template;Ebbestraat 7 8300 Knokke-Heist
555633;KNOKKE-HEIST - FH04;Kustlaan;183;;8300;Knokke-Heist;75592,89;227767,41;NB-83001838e5a55;BUILDING template;Kustlaan 183 8300 Knokke-Heist
555379;KNOKKE-HEIST - FH04;Ebbestraat;9;;8300;Knokke-Heist;75837,0;227924,0;NB-8300904e463;BUILDING template;Ebbestraat 9 8300 Knokke-Heist
555635;KNOKKE-HEIST - FH04;Kustlaan;189;;8300;Knokke-Heist;75622,0;227778,0;NB-8300189c04c87;BUILDING template;Kustlaan 189 8300 Knokke-Heist
556405;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;785;;8300;Knokke-Heist;75725,12;227876,72;NB-83007852ec266;BUILDING template;Zeedijk-Het Zoute 785 8300 Knokke-Heist
556662;KNOKKE-HEIST - FH04;Zeedijk-Knokke;640;B;8300;Knokke-Heist;74754,0;227597,0;NB-8300640Bfe76;BUILDING template;Zeedijk-Knokke 640 B 8300 Knokke-Heist
555639;KNOKKE-HEIST - FH04;Kustlaan;195;;8300;Knokke-Heist;75634,0;227783,0;NB-8300195f04993;BUILDING template;Kustlaan 195 8300 Knokke-Heist
556407;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;786;;8300;Knokke-Heist;75730,62;227880,52;NB-830078686d502;BUILDING template;Zeedijk-Het Zoute 786 8300 Knokke-Heist
556664;KNOKKE-HEIST - FH04;Zeedijk-Knokke;640;C;8300;Knokke-Heist;74754,0;227597,0;NB-8300640C3907;BUILDING template;Zeedijk-Knokke 640 C 8300 Knokke-Heist
556409;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;787;;8300;Knokke-Heist;75735,94;227882,48;NB-8300787af2839;BUILDING template;Zeedijk-Het Zoute 787 8300 Knokke-Heist
556411;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;788;;8300;Knokke-Heist;75742,55;227883,87;NB-8300788dbb282;BUILDING template;Zeedijk-Het Zoute 788 8300 Knokke-Heist
556413;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;789;;8300;Knokke-Heist;75746,98;227885,77;NB-83007890dd308;BUILDING template;Zeedijk-Het Zoute 789 8300 Knokke-Heist
555646;KNOKKE-HEIST - FH04;Kustlaan;199;;8300;Knokke-Heist;75640,0;227785,0;NB-8300199148a68;BUILDING template;Kustlaan 199 8300 Knokke-Heist
556415;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;790;;8300;Knokke-Heist;75746,98;227885,77;NB-83007902dd341;BUILDING template;Zeedijk-Het Zoute 790 8300 Knokke-Heist
556160;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;706;;8300;Knokke-Heist;75226,0;227750,0;NB-83007062a1a60;BUILDING template;Zeedijk-Het Zoute 706 8300 Knokke-Heist
556417;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;791;;8300;Knokke-Heist;75753,0;227891,0;NB-8300791538f74;BUILDING template;Zeedijk-Het Zoute 791 8300 Knokke-Heist
555906;KNOKKE-HEIST - FH04;Zandstraat;4;;8300;Knokke-Heist;75175,0;227711,0;NB-83004641f54;BUILDING template;Zandstraat 4 8300 Knokke-Heist
555395;KNOKKE-HEIST - FH04;Ebbestraat;11;;8300;Knokke-Heist;75837,0;227924,0;NB-830011299988;BUILDING template;Ebbestraat 11 8300 Knokke-Heist
556419;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;792;;8300;Knokke-Heist;75787,0;227905,0;NB-83007927abd07;BUILDING template;Zeedijk-Het Zoute 792 8300 Knokke-Heist
555397;KNOKKE-HEIST - FH04;Ebbestraat;15;;8300;Knokke-Heist;75837,0;227924,0;NB-83001547b425;BUILDING template;Ebbestraat 15 8300 Knokke-Heist
555653;KNOKKE-HEIST - FH04;Kustlaan;205;;8300;Knokke-Heist;75644,0;227787,0;NB-83002054c2469;BUILDING template;Kustlaan 205 8300 Knokke-Heist
556421;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;793;;8300;Knokke-Heist;75787,0;227905,0;NB-8300793a04037;BUILDING template;Zeedijk-Het Zoute 793 8300 Knokke-Heist
556423;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;794;;8300;Knokke-Heist;75787,0;227905,0;NB-8300794c31966;BUILDING template;Zeedijk-Het Zoute 794 8300 Knokke-Heist
555400;KNOKKE-HEIST - FH04;Golvenstraat;3;;8300;Knokke-Heist;75601,74;227813,51;NB-83003728155;BUILDING template;Golvenstraat 3 8300 Knokke-Heist
556425;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;795;;8300;Knokke-Heist;75792,0;227908,0;NB-8300795e69c96;BUILDING template;Zeedijk-Het Zoute 795 8300 Knokke-Heist
556681;KNOKKE-HEIST - FH04;Zeedijk-Knokke;640;D;8300;Knokke-Heist;74754,0;227597,0;NB-8300640D7e39;BUILDING template;Zeedijk-Knokke 640 D 8300 Knokke-Heist
555402;KNOKKE-HEIST - FH04;Golvenstraat;17;;8300;Knokke-Heist;75609,0;227792,0;NB-83001795a590;BUILDING template;Golvenstraat 17 8300 Knokke-Heist
555658;KNOKKE-HEIST - FH04;Kustlaan;213;;8300;Knokke-Heist;75658,0;227792,0;NB-83002136d2008;BUILDING template;Kustlaan 213 8300 Knokke-Heist
556683;KNOKKE-HEIST - FH04;Zeedijk-Knokke;644;C;8300;Knokke-Heist;74754,0;227597,0;NB-8300644Ce971;BUILDING template;Zeedijk-Knokke 644 C 8300 Knokke-Heist
555404;KNOKKE-HEIST - FH04;Golvenstraat;7;;8300;Knokke-Heist;75604,0;227807,0;NB-83007bdc126;BUILDING template;Golvenstraat 7 8300 Knokke-Heist
556685;KNOKKE-HEIST - FH04;Zeedijk-Knokke;648;A;8300;Knokke-Heist;74839,0;227629,0;NB-8300648Af046;BUILDING template;Zeedijk-Knokke 648 A 8300 Knokke-Heist
555406;KNOKKE-HEIST - FH04;Golvenstraat;6;A;8300;Knokke-Heist;75591,0;227787,0;NB-83006Afe57;BUILDING template;Golvenstraat 6 A 8300 Knokke-Heist
555918;KNOKKE-HEIST - FH04;Zandstraat;7;;8300;Knokke-Heist;75206,0;227686,0;NB-83007842b83;BUILDING template;Zandstraat 7 8300 Knokke-Heist
556174;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;707;;8300;Knokke-Heist;75233,8233;227753,4183;NB-8300707da3124;BUILDING template;Zeedijk-Het Zoute 707 8300 Knokke-Heist
556687;KNOKKE-HEIST - FH04;Zeedijk-Knokke;697;A;8300;Knokke-Heist;75148,63;227718,79;NB-8300697Ad675;BUILDING template;Zeedijk-Knokke 697 A 8300 Knokke-Heist
555408;KNOKKE-HEIST - FH04;Kustlaan;3;;8300;Knokke-Heist;74879,54;227568,81;NB-830030c5e89;BUILDING template;Kustlaan 3 8300 Knokke-Heist
555920;KNOKKE-HEIST - FH04;Zandstraat;12;;8300;Knokke-Heist;75182,0;227690,0;NB-830012a68415;BUILDING template;Zandstraat 12 8300 Knokke-Heist
556176;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;709;;8300;Knokke-Heist;75249,05;227751,47;NB-830070999a964;BUILDING template;Zeedijk-Het Zoute 709 8300 Knokke-Heist
556689;KNOKKE-HEIST - FH04;Zeedijk-Knokke;697;B;8300;Knokke-Heist;75148,63;227718,79;NB-8300697B8604;BUILDING template;Zeedijk-Knokke 697 B 8300 Knokke-Heist
555410;KNOKKE-HEIST - FH04;Kustlaan;5;;8300;Knokke-Heist;74879,54;227568,81;NB-83005315019;BUILDING template;Kustlaan 5 8300 Knokke-Heist
555666;KNOKKE-HEIST - FH04;Kustlaan;227;;8300;Knokke-Heist;75685,0;227802,0;NB-8300227cab185;BUILDING template;Kustlaan 227 8300 Knokke-Heist
555922;KNOKKE-HEIST - FH04;Zandstraat;16;;8300;Knokke-Heist;75184,0;227683,0;NB-830016cb6855;BUILDING template;Zandstraat 16 8300 Knokke-Heist
556179;KNOKKE-HEIST - FH04;Zeedijk-Het Zoute;710;;8300;Knokke-Heist;75249,05;227751,47;NB-8300710c88908;BUILDING template;Zeedijk-Het Zoute 710 8300 Knokke-Heist
