adres_full;SU;BU;LU;File_SSV_Action;File_SSV_Status;File_SSV_Error;Area_Type;Area_FID;Area_Version;Area_Name;Zoning_FID;Zoning_Version;Zoning_Name;Zoning_Id;Zoning_Tech;BG_Id;BG_Version;BG_Name;BG_SSV_Action;BG_SSV_Status;BG_SSV_Error;BG_Building_SSV_Action;BG_Building_SSV_Status;BG_Building_SSV_Error;Building_FID;Building_Version;LAM_MK;LAM_City_Code;LAM_Street_Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall_Mount;SS_Reason;Number_Floors;Height_Cable;Orig_VC_Type;New_VC_Type;VC_Method;Intro_Tube;Prov_Status;Prov_Reason;Prov_Planned;Prov_Mod_By;Prov_Mod_Date;Comments;SSV_Flag;SSV_Action;SSV_Status;SSV_Error;SSV_Date;Seq;LU_Key;LAM_SK;Nature;Nr_TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD_Details;CAD_Type;CAD_Type_Descr;CAD_SubType;Prov_Status_LU;Prov_Reason_LU;Prov_Planned_LU;Prov_Mod_By_LU;Prov_Mod_Date_LU;Comments_LU;SSV_Flag_LU;SSV_Action_LU;SSV_Status_LU;SSV_Error_LU;SSV_Date_LU;planrrr_bid;planrrr_uid;BT;GUESSED_UNITS_FLOOR;Seq_test;maxSeq;newSeq;LAM Nature index;Unit Counter_x;GUESSED_FLOOR;GUESSED_FLOOR_TRUNC;SS_Fiberhood;LAMKEY;NATURE;PBOX;BLOCK;FLOOR;APP;Unit Counter_y;;MERGED_PBOX;MERGED_APP;;MERGED_FLOOR
Collegestraat 19;0;1;1;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471985;'20200130174958;4456208;'60370000;'16546;Collegestraat;'19;';9100;Sint-Niklaas;;'134012,467;'206256,663;;Y;NA;2;9;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;2104740;3851157;LU;1;'1;;;0;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;KEEP;;;';4456208;2104740;MDU;1.0;1;2;1;4456208-LU1;2.0;1.0;1;;;;;;;;;;101;101;;1
Houtbriel 21;1;1;1;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;811180;'20200130174827;4460264;'60370000;'20515;Houtbriel;'21;';9100;Sint-Niklaas;;'134209,535;'206120,188;;Y;NA;3;9;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;2106639;;BU;1;;;;;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;KEEP;;;';4460264;2106639;MDU;0.6666666666666666;1;3;1;4460264-BU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Houtbriel 21;1;1;1;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;811180;'20200130174827;4460264;'60370000;'20515;Houtbriel;'21;';9100;Sint-Niklaas;;'134209,535;'206120,188;;Y;NA;3;9;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11093667;;LU;1;;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';4460264;11093667;MDU;0.6666666666666666;2;3;2;4460264-LU1;2.0;1.5;1;;;;;;;;;;101;101;;1
Houtbriel 21;1;1;1;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;811180;'20200130174827;4460264;'60370000;'20515;Houtbriel;'21;';9100;Sint-Niklaas;;'134209,535;'206120,188;;Y;NA;3;9;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;11093668;;SU;1;;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';4460264;11093668;MDU;0.6666666666666666;3;3;3;4460264-SU1;2.0;1.5;1;;;;;;;;;;SU1;SU1;;0
Houtbriel 9;1;1;1;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;811181;'20200130174827;4460271;'60370000;'20515;Houtbriel;'9;';9100;Sint-Niklaas;;'134176,135;'206158,26;;N;IRREG;4;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';1;2126521;;BU;1;;;;;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;KEEP;;;';4460271;2126521;MDU;0.5;1;3;1;4460271-BU1;1.0;0.0;0;W03-D-Sint-Niklaas-FH01;4460271;BU;;;0;1;1.0;;1;1;;0
Houtbriel 9;1;1;1;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;811181;'20200130174827;4460271;'60370000;'20515;Houtbriel;'9;';9100;Sint-Niklaas;;'134176,135;'206158,26;;N;IRREG;4;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';2;11194461;;LU;1;;;;;;Y;;;;NA;;;;SSV_IMPORT;;;N;KEEP;;;';4460271;11194461;MDU;0.5;2;3;2;4460271-LU1;2.0;2.0;2;W03-D-Sint-Niklaas-FH01;4460271;LU;;;1;101;2.0;;101;101;;1
Houtbriel 9;1;1;1;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;811181;'20200130174827;4460271;'60370000;'20515;Houtbriel;'9;';9100;Sint-Niklaas;;'134176,135;'206158,26;;N;IRREG;4;0;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';3;11289433;;SU;1;;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';4460271;11289433;MDU;0.5;3;3;3;4460271-SU1;2.0;2.0;2;W03-D-Sint-Niklaas-FH01;4460271;SU;;;0;U101;2.0;;U101;SU1;;0
Sacramentsstraat 4;0;0;2;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;11476127;'20200130174820;4460274;'60370000;'27007;Sacramentsstraat;'4;';9100;Sint-Niklaas;;'134197,195;'206092,208;;Y;NA;3;9;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;11093185;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';4460274;11093185;MDU;0.6666666666666666;1;2;1;4460274-LU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Sacramentsstraat 4;0;0;2;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;11476127;'20200130174820;4460274;'60370000;'27007;Sacramentsstraat;'4;';9100;Sint-Niklaas;;'134197,195;'206092,208;;Y;NA;3;9;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11093186;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';4460274;11093186;MDU;0.6666666666666666;2;2;2;4460274-LU2;2.0;1.5;1;;;;;;;;;;101;101;;1
Houtbriel 14;2;1;3;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;7092831;'20200130175000;4460318;'60370000;'20515;Houtbriel;'14;';9100;Sint-Niklaas;;'134212,054;'206175,452;;Y;NA;4;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';4;10643578;;BU;1;;;;;;Y;#BU.GV/GV/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;N;KEEP;;;';4460318;10643578;MDU;1.0;4;6;4;4460318-BU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Houtbriel 14;2;1;3;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;7092831;'20200130175000;4460318;'60370000;'20515;Houtbriel;'14;';9100;Sint-Niklaas;;'134212,054;'206175,452;;Y;NA;4;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';1;10643256;;LU;1;;;;;;Y;#A1/A1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;N;KEEP;;;';4460318;10643256;MDU;1.0;1;6;1;4460318-LU1;2.0;1.0;1;;;;;;;;;;101;101;;1
Houtbriel 14;2;1;3;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;7092831;'20200130175000;4460318;'60370000;'20515;Houtbriel;'14;';9100;Sint-Niklaas;;'134212,054;'206175,452;;Y;NA;4;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';2;10643270;;LU;1;;;;;;Y;#A2/A2/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;N;KEEP;;;';4460318;10643270;MDU;1.0;2;6;2;4460318-LU2;3.0;2.0;2;;;;;;;;;;201;201;;2
Houtbriel 14;2;1;3;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;7092831;'20200130175000;4460318;'60370000;'20515;Houtbriel;'14;';9100;Sint-Niklaas;;'134212,054;'206175,452;;Y;NA;4;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';3;10643279;;LU;1;;;;;;Y;#A3/A3/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;;;;;;;;N;KEEP;;;';4460318;10643279;MDU;1.0;3;6;3;4460318-LU3;4.0;3.0;3;;;;;;;;;;301;301;;3
Houtbriel 14;2;1;3;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;7092831;'20200130175000;4460318;'60370000;'20515;Houtbriel;'14;';9100;Sint-Niklaas;;'134212,054;'206175,452;;Y;NA;4;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';5;11093661;;SU;1;;;;;;;;;;;;;;IFH_BATCH;;;N;KEEP;;;';4460318;11093661;MDU;1.0;5;6;5;4460318-SU1;4.0;3.0;3;;;;;;;;;;SU1;SU1;;0
Houtbriel 14;2;1;3;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;7092831;'20200130175000;4460318;'60370000;'20515;Houtbriel;'14;';9100;Sint-Niklaas;;'134212,054;'206175,452;;Y;NA;4;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';6;11194462;;SU;1;;;;;;;;;;;;;;SSV_IMPORT;;;N;KEEP;;;';4460318;11194462;MDU;1.0;6;6;6;4460318-SU2;4.0;3.0;3;;;;;;;;;;SU2;SU2;;0
Kokkelbeekstraat 119;0;0;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;811997;'20200130174850;4468297;'60370000;'16518;Kokkelbeekstraat;'119;';9100;Sint-Niklaas;;'134183,512;'205672,26;;Y;NA;4;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;2097550;;LU;1;;;;;;Y;#A1;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';4468297;2097550;MDU;1.0;1;4;1;4468297-LU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Kokkelbeekstraat 119;0;0;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;811997;'20200130174850;4468297;'60370000;'16518;Kokkelbeekstraat;'119;';9100;Sint-Niklaas;;'134183,512;'205672,26;;Y;NA;4;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;2097559;;LU;1;;;;;;Y;#A2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';4468297;2097559;MDU;1.0;2;4;2;4468297-LU2;2.0;1.0;1;;;;;;;;;;101;101;;1
Kokkelbeekstraat 119;0;0;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;811997;'20200130174850;4468297;'60370000;'16518;Kokkelbeekstraat;'119;';9100;Sint-Niklaas;;'134183,512;'205672,26;;Y;NA;4;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;2097570;;LU;1;;;;;;Y;#A3;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';4468297;2097570;MDU;1.0;3;4;3;4468297-LU3;3.0;2.0;2;;;;;;;;;;201;201;;2
Kokkelbeekstraat 119;0;0;4;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;811997;'20200130174850;4468297;'60370000;'16518;Kokkelbeekstraat;'119;';9100;Sint-Niklaas;;'134183,512;'205672,26;;Y;NA;4;12;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;2097574;;LU;1;;;;;;Y;#AGV;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';4468297;2097574;MDU;1.0;4;4;4;4468297-LU4;4.0;3.0;3;;;;;;;;;;301;301;;3
Collegestraat 5B;0;0;2;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471987;'20200130174958;5401728;'60370000;'16546;Collegestraat;'5;'B;9100;Sint-Niklaas;;'134020,728;'206197,043;;Y;NA;2;6;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;2117277;3856144;LU;1;'1;;;0;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;KEEP;;;';5401728;2117277;MDU;1.0;1;2;1;5401728-LU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Collegestraat 5B;0;0;2;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471987;'20200130174958;5401728;'60370000;'16546;Collegestraat;'5;'B;9100;Sint-Niklaas;;'134020,728;'206197,043;;Y;NA;2;6;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;2117278;3856145;LU;1;'2;;;'1;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;KEEP;;;';5401728;2117278;MDU;1.0;2;2;2;5401728-LU2;2.0;1.0;1;;;;;;;;;;101;101;;1
Prins Albertstraat 39D;0;1;1;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471988;'20200130174958;5401799;'60370000;'448;Prins Albertstraat;'39;'D;9100;Sint-Niklaas;;'134286,934;'206584,435;;Y;NA;3;10;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;11096648;;BU;1;;;;;;Y;;;;NA;;;;;;;N;KEEP;;;';5401799;11096648;MDU;0.6666666666666666;3;3;3;5401799-BU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Prins Albertstraat 39D;0;1;1;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471988;'20200130174958;5401799;'60370000;'448;Prins Albertstraat;'39;'D;9100;Sint-Niklaas;;'134286,934;'206584,435;;Y;NA;3;10;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;2113923;0;LU;1;;;;;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;KEEP;;;';5401799;2113923;MDU;0.6666666666666666;1;3;1;5401799-LU1;2.0;1.5;1;;;;;;;;;;101;101;;1
Collegestraat 5A;0;0;2;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471989;'20200130174958;5422205;'60370000;'16546;Collegestraat;'5;'A;9100;Sint-Niklaas;;'134021,654;'206191,438;;Y;NA;2;6;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;2117276;3851317;LU;1;'1;;;0;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;KEEP;;;';5422205;2117276;MDU;1.0;1;2;1;5422205-LU1;1.0;0.0;0;;;;;;;;;;1;1;;0
Collegestraat 5A;0;0;2;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;10471989;'20200130174958;5422205;'60370000;'16546;Collegestraat;'5;'A;9100;Sint-Niklaas;;'134021,654;'206191,438;;Y;NA;2;6;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;10642263;3851318;LU;1;'2;;;'1;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;KEEP;;;';5422205;10642263;MDU;1.0;2;2;2;5422205-LU2;2.0;1.0;1;;;;;;;;;;101;101;;1
Kleine Laan 14A;1;0;5;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;21128131;'20200130175007;5445125;'60370000;'16063;Kleine Laan;'14;'A;9100;Sint-Niklaas;;'134013,821;'206680,587;;Y;NA;6;18;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';1;11194343;;LU;1;;;;;;;;;;;;;;SSV_IMPORT;;;N;KEEP;;;';5445125;11194343;MDU;0.8333333333333334;1;6;1;5445125-LU1;1.0;0.0;0;W03-D-Sint-Niklaas-FH01;5445125;LU;;;1;101;1.0;;101;102;;1
Kleine Laan 14A;1;0;5;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;21128131;'20200130175007;5445125;'60370000;'16063;Kleine Laan;'14;'A;9100;Sint-Niklaas;;'134013,821;'206680,587;;Y;NA;6;18;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';2;11194344;;LU;1;;;;;;;;;;;;;;SSV_IMPORT;;;N;KEEP;;;';5445125;11194344;MDU;0.8333333333333334;2;6;2;5445125-LU2;2.0;1.2;1;W03-D-Sint-Niklaas-FH01;5445125;LU;;;2;201;2.0;;201;201;;2
Kleine Laan 14A;1;0;5;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;21128131;'20200130175007;5445125;'60370000;'16063;Kleine Laan;'14;'A;9100;Sint-Niklaas;;'134013,821;'206680,587;;Y;NA;6;18;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';3;11194345;;LU;1;;;;;;;;;;;;;;SSV_IMPORT;;;N;KEEP;;;';5445125;11194345;MDU;0.8333333333333334;3;6;3;5445125-LU3;3.0;2.3999999999999995;2;W03-D-Sint-Niklaas-FH01;5445125;LU;;;3;301;3.0;;301;301;;3
Kleine Laan 14A;1;0;5;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;21128131;'20200130175007;5445125;'60370000;'16063;Kleine Laan;'14;'A;9100;Sint-Niklaas;;'134013,821;'206680,587;;Y;NA;6;18;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';4;11194346;;LU;1;;;;;;;;;;;;;;SSV_IMPORT;;;N;KEEP;;;';5445125;11194346;MDU;0.8333333333333334;4;6;4;5445125-LU4;4.0;3.5999999999999996;3;W03-D-Sint-Niklaas-FH01;5445125;LU;;;4;401;4.0;;401;401;;4
Kleine Laan 14A;1;0;5;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;21128131;'20200130175007;5445125;'60370000;'16063;Kleine Laan;'14;'A;9100;Sint-Niklaas;;'134013,821;'206680,587;;Y;NA;6;18;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';5;11194347;;LU;1;;;;;;;;;;;;;;SSV_IMPORT;;;N;KEEP;;;';5445125;11194347;MDU;0.8333333333333334;5;6;5;5445125-LU5;5.0;4.8;4;W03-D-Sint-Niklaas-FH01;5445125;LU;;;5;501;5.0;;501;501;;5
Kleine Laan 14A;1;0;5;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;21128131;'20200130175007;5445125;'60370000;'16063;Kleine Laan;'14;'A;9100;Sint-Niklaas;;'134013,821;'206680,587;;Y;NA;6;18;Unknown;Unknown;A - Floorbox;None;;;;;;;Y;MODIFY;;;';6;11289429;;SU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';5445125;11289429;MDU;0.8333333333333334;6;6;6;5445125-SU1;5.0;4.8;4;W03-D-Sint-Niklaas-FH01;5445125;SU;;;0;;5.0;;SU1;SU1;;0
Nieuwstraat 12A;0;0;6;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;21127885;'20200424133246;5753892;'60370000;'22403;Nieuwstraat;'12;'A;9100;Sint-Niklaas;;'133921;'205966;;N;IRREG;5;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';1;11194254;;LU;1;;;;;;;;;;;;;;SSV_IMPORT;;;N;KEEP;;;';5753892;11194254;MDU;1.2;1;6;1;5753892-LU1;1.0;0.0;0;W03-D-Sint-Niklaas-FH01;5753892;LU;;;1;101;2.0;;101;101;;1
Nieuwstraat 12A;0;0;6;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;21127885;'20200424133246;5753892;'60370000;'22403;Nieuwstraat;'12;'A;9100;Sint-Niklaas;;'133921;'205966;;N;IRREG;5;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';2;11194255;;LU;1;;;;;;;;;;;;;;SSV_IMPORT;;;N;KEEP;;;';5753892;11194255;MDU;1.2;2;6;2;5753892-LU2;2.0;0.8333333333333334;0;W03-D-Sint-Niklaas-FH01;5753892;LU;;;1;102;3.0;;102;102;;1
Nieuwstraat 12A;0;0;6;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;21127885;'20200424133246;5753892;'60370000;'22403;Nieuwstraat;'12;'A;9100;Sint-Niklaas;;'133921;'205966;;N;IRREG;5;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';3;11194256;;LU;1;;;;;;;;;;;;;;SSV_IMPORT;;;N;KEEP;;;';5753892;11194256;MDU;1.2;3;6;3;5753892-LU3;3.0;1.6666666666666665;1;W03-D-Sint-Niklaas-FH01;5753892;LU;;;2;201;4.0;;201;201;;2
Nieuwstraat 12A;0;0;6;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;21127885;'20200424133246;5753892;'60370000;'22403;Nieuwstraat;'12;'A;9100;Sint-Niklaas;;'133921;'205966;;N;IRREG;5;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';4;11194257;;LU;1;;;;;;;;;;;;;;SSV_IMPORT;;;N;KEEP;;;';5753892;11194257;MDU;1.2;4;6;4;5753892-LU4;4.0;2.5;2;W03-D-Sint-Niklaas-FH01;5753892;LU;;;2;202;5.0;;202;202;;2
Nieuwstraat 12A;0;0;6;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;21127885;'20200424133246;5753892;'60370000;'22403;Nieuwstraat;'12;'A;9100;Sint-Niklaas;;'133921;'205966;;N;IRREG;5;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';5;11194258;;LU;1;;;;;;;;;;;;;;SSV_IMPORT;;;N;KEEP;;;';5753892;11194258;MDU;1.2;5;6;5;5753892-LU5;5.0;3.3333333333333335;3;W03-D-Sint-Niklaas-FH01;5753892;LU;;;3;301;6.0;;301;301;;3
Nieuwstraat 12A;0;0;6;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;21127885;'20200424133246;5753892;'60370000;'22403;Nieuwstraat;'12;'A;9100;Sint-Niklaas;;'133921;'205966;;N;IRREG;5;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';6;11194259;;LU;1;;;;;;;;;;;;;;SSV_IMPORT;;;N;KEEP;;;';5753892;11194259;MDU;1.2;6;6;6;5753892-LU6;6.0;4.166666666666667;4;;;;;;;;;;401;401;;4
Casinostraat 3B;1;1;2;;;;Zoning;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;6832225;'20191109094846;W03-D-Sint-Niklaas-FH01;19108;FTTH-Cu;;';';;;;;;;11476230;'20200130174822;5783330;'60370000;'4990;Casinostraat;'3;'B;9100;Sint-Niklaas;;'134128,325;'206540,991;;N;IRREG;3;12;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';1;11093256;;BU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';5783330;11093256;MDU;1.0;1;4;1;5783330-BU1;1.0;0.0;0;;;;;;;;;;1;1;;0
