Projectnummer;LU Key;CLUSTER_NR;LAM MK;BLOCK_NR;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
KNOKKE-HEIST - FH12;1497764;;1497764;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;7;
KNOKKE-HEIST - FH12;2312;;2312;BL1214;BL1214;BUILDING template;Krommedijk;57;
KNOKKE-HEIST - FH12;2756563;;2756563;BL1208;BL1208;BUILDING template;Pinksterbloemhof;2;
KNOKKE-HEIST - FH12;2756564;;2756564;BL1208;BL1208;BUILDING template;Pinksterbloemhof;9;
KNOKKE-HEIST - FH12;2756565;;2756565;BL1208;BL1208;BUILDING template;Pinksterbloemhof;10;
KNOKKE-HEIST - FH12;2756566;;2756566;BL1208;BL1208;BUILDING template;Pinksterbloemhof;11;
KNOKKE-HEIST - FH12;2756567;;2756567;BL1208;BL1208;BUILDING template;Pinksterbloemhof;16;
KNOKKE-HEIST - FH12;2756569;;2756569;BL1208;BL1208;BUILDING template;Pinksterbloemhof;25;
KNOKKE-HEIST - FH12;2756570;;2756570;BL1208;BL1208;BUILDING template;Pinksterbloemhof;32;
KNOKKE-HEIST - FH12;2757252;;2757252;BL1208;BL1208;BUILDING template;Logenhoek;22;
KNOKKE-HEIST - FH12;2757379;;2757379;BL1213;BL1213;BUILDING template;Oostenhem;20;
KNOKKE-HEIST - FH12;2757380;;2757380;BL1213;BL1213;BUILDING template;Oostenhem;22;
KNOKKE-HEIST - FH12;2757381;;2757381;BL1213;BL1213;BUILDING template;Oostenhem;26;
KNOKKE-HEIST - FH12;2757404;;2757404;BL1214;BL1214;BUILDING template;Zonnebloemstraat;3;
KNOKKE-HEIST - FH12;2758037;;2758037;BL1205;BL1205;BUILDING template;Peter Benoitlaan;1;
KNOKKE-HEIST - FH12;2758038;;2758038;BL1203;BL1203;BUILDING template;Peter Benoitlaan;6;
KNOKKE-HEIST - FH12;2758039;;2758039;BL1203;BL1203;BUILDING template;Peter Benoitlaan;8;
KNOKKE-HEIST - FH12;2758040;;2758040;BL1203;BL1203;BUILDING template;Peter Benoitlaan;10;
KNOKKE-HEIST - FH12;2758041;;2758041;BL1205;BL1205;BUILDING template;Peter Benoitlaan;11;
KNOKKE-HEIST - FH12;2758042;;2758042;BL1203;BL1203;BUILDING template;Peter Benoitlaan;12;
KNOKKE-HEIST - FH12;2758043;;2758043;BL1203;BL1203;BUILDING template;Peter Benoitlaan;14;
KNOKKE-HEIST - FH12;2758044;;2758044;BL1203;BL1203;BUILDING template;Peter Benoitlaan;16;
KNOKKE-HEIST - FH12;2758045;;2758045;BL1203;BL1203;BUILDING template;Peter Benoitlaan;18;
KNOKKE-HEIST - FH12;2758048;;2758048;BL1205;BL1205;BUILDING template;Peter Benoitlaan;29;
KNOKKE-HEIST - FH12;2758049;;2758049;BL1205;BL1205;BUILDING template;Peter Benoitlaan;31;
KNOKKE-HEIST - FH12;2758050;;2758050;BL1205;BL1205;BUILDING template;Peter Benoitlaan;33;
KNOKKE-HEIST - FH12;2758051;;2758051;BL1205;BL1205;BUILDING template;Peter Benoitlaan;35;
KNOKKE-HEIST - FH12;2758052;;2758052;BL1205;BL1205;BUILDING template;Peter Benoitlaan;37;
KNOKKE-HEIST - FH12;2758053;;2758053;BL1205;BL1205;BUILDING template;Peter Benoitlaan;39;
KNOKKE-HEIST - FH12;2758054;;2758054;BL1205;BL1205;BUILDING template;Peter Benoitlaan;41;
KNOKKE-HEIST - FH12;2758055;;2758055;BL1205;BL1205;BUILDING template;Peter Benoitlaan;41;B
KNOKKE-HEIST - FH12;2758057;;2758057;BL1205;BL1205;BUILDING template;Peter Benoitlaan;51;
KNOKKE-HEIST - FH12;2758058;;2758058;BL1205;BL1205;BUILDING template;Peter Benoitlaan;53;
KNOKKE-HEIST - FH12;2758645;;2758645;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;3;
KNOKKE-HEIST - FH12;2758646;;2758646;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;5;
KNOKKE-HEIST - FH12;2758648;;2758648;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;13;
KNOKKE-HEIST - FH12;2758650;;2758650;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;17;
KNOKKE-HEIST - FH12;2758651;;2758651;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;19;
KNOKKE-HEIST - FH12;2758655;;2758655;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;23;
KNOKKE-HEIST - FH12;2758658;;2758658;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;25;
KNOKKE-HEIST - FH12;2758660;;2758660;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;27;
KNOKKE-HEIST - FH12;2758662;;2758662;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;29;
KNOKKE-HEIST - FH12;2758666;;2758666;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;33;
KNOKKE-HEIST - FH12;2758670;;2758670;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;39;
KNOKKE-HEIST - FH12;2758672;;2758672;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;41;
KNOKKE-HEIST - FH12;2758676;;2758676;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;45;
KNOKKE-HEIST - FH12;2758678;;2758678;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;47;
KNOKKE-HEIST - FH12;2758679;;2758679;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;47;C
KNOKKE-HEIST - FH12;2758682;;2758682;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;51;
KNOKKE-HEIST - FH12;2758684;;2758684;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;57;
KNOKKE-HEIST - FH12;2758686;;2758686;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;59;
KNOKKE-HEIST - FH12;2758687;;2758687;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;61;
KNOKKE-HEIST - FH12;2758688;;2758688;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;63;
KNOKKE-HEIST - FH12;2758691;;2758691;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;67;
KNOKKE-HEIST - FH12;2758693;;2758693;BL1209;BL1209;BUILDING template;Hendrik Consciencestraat;71;
KNOKKE-HEIST - FH12;2760116;;2760116;BL1214;BL1214;BUILDING template;Heestersstraat;3;
KNOKKE-HEIST - FH12;2760117;;2760117;BL1218;BL1218;BUILDING template;Heestersstraat;6;
KNOKKE-HEIST - FH12;2760118;;2760118;BL1218;BL1218;BUILDING template;Heestersstraat;8;
KNOKKE-HEIST - FH12;2760119;;2760119;BL1214;BL1214;BUILDING template;Heestersstraat;9;
KNOKKE-HEIST - FH12;2760120;;2760120;BL1218;BL1218;BUILDING template;Heestersstraat;10;
KNOKKE-HEIST - FH12;2760121;;2760121;BL1218;BL1218;BUILDING template;Heestersstraat;12;
KNOKKE-HEIST - FH12;2760122;;2760122;BL1218;BL1218;BUILDING template;Heestersstraat;16;
KNOKKE-HEIST - FH12;2760414;;2760414;BL1203;BL1203;BUILDING template;Emanuel Hielstraat;8;
KNOKKE-HEIST - FH12;2760415;;2760415;BL1203;BL1203;BUILDING template;Emanuel Hielstraat;10;
KNOKKE-HEIST - FH12;2760417;;2760417;BL1204;BL1204;BUILDING template;Emanuel Hielstraat;13;
KNOKKE-HEIST - FH12;2760418;;2760418;BL1204;BL1204;BUILDING template;Emanuel Hielstraat;23;
KNOKKE-HEIST - FH12;2760419;;2760419;BL1204;BL1204;BUILDING template;Emanuel Hielstraat;27;
KNOKKE-HEIST - FH12;2760420;;2760420;BL1204;BL1204;BUILDING template;Emanuel Hielstraat;29;
KNOKKE-HEIST - FH12;2760421;;2760421;BL1204;BL1204;BUILDING template;Emanuel Hielstraat;33;
KNOKKE-HEIST - FH12;2760422;;2760422;BL1204;BL1204;BUILDING template;Emanuel Hielstraat;35;
KNOKKE-HEIST - FH12;2760423;;2760423;BL1204;BL1204;BUILDING template;Emanuel Hielstraat;37;
KNOKKE-HEIST - FH12;2760425;;2760425;BL1204;BL1204;BUILDING template;Emanuel Hielstraat;43;
KNOKKE-HEIST - FH12;2760519;;2760519;BL1218;BL1218;BUILDING template;Hulststraat;3;
KNOKKE-HEIST - FH12;2760520;;2760520;BL1218;BL1218;BUILDING template;Hulststraat;5;
KNOKKE-HEIST - FH12;2760521;;2760521;BL1218;BL1218;BUILDING template;Hulststraat;7;
KNOKKE-HEIST - FH12;2760522;;2760522;BL1218;BL1218;BUILDING template;Hulststraat;9;
KNOKKE-HEIST - FH12;2760524;;2760524;BL1218;BL1218;BUILDING template;Hulststraat;11;
KNOKKE-HEIST - FH12;2760525;;2760525;BL1215;BL1215;BUILDING template;Hulststraat;23;
KNOKKE-HEIST - FH12;2760527;;2760527;BL1215;BL1215;BUILDING template;Hulststraat;27;
KNOKKE-HEIST - FH12;2761614;;2761614;BL1202;BL1202;BUILDING template;Knokkestraat;168;
KNOKKE-HEIST - FH12;2761615;;2761615;BL1202;BL1202;BUILDING template;Knokkestraat;170;
KNOKKE-HEIST - FH12;2761616;;2761616;BL1202;BL1202;BUILDING template;Knokkestraat;174;
KNOKKE-HEIST - FH12;2761617;;2761617;BL1202;BL1202;BUILDING template;Knokkestraat;180;
KNOKKE-HEIST - FH12;2761618;;2761618;BL1202;BL1202;BUILDING template;Knokkestraat;182;
KNOKKE-HEIST - FH12;2761619;;2761619;BL1202;BL1202;BUILDING template;Knokkestraat;186;
KNOKKE-HEIST - FH12;2761620;;2761620;BL1202;BL1202;BUILDING template;Knokkestraat;188;
KNOKKE-HEIST - FH12;2761621;;2761621;BL1202;BL1202;BUILDING template;Knokkestraat;192;
KNOKKE-HEIST - FH12;2761622;;2761622;BL1202;BL1202;BUILDING template;Knokkestraat;194;
KNOKKE-HEIST - FH12;2761623;;2761623;BL1202;BL1202;BUILDING template;Knokkestraat;196;
KNOKKE-HEIST - FH12;2761624;;2761624;BL1205;BL1205;BUILDING template;Knokkestraat;202;
KNOKKE-HEIST - FH12;2761625;;2761625;BL1205;BL1205;BUILDING template;Knokkestraat;204;
KNOKKE-HEIST - FH12;2761626;;2761626;BL1205;BL1205;BUILDING template;Knokkestraat;208;
KNOKKE-HEIST - FH12;2761627;;2761627;BL1205;BL1205;BUILDING template;Knokkestraat;210;
KNOKKE-HEIST - FH12;2761628;;2761628;BL1205;BL1205;BUILDING template;Knokkestraat;212;
KNOKKE-HEIST - FH12;2761629;;2761629;BL1205;BL1205;BUILDING template;Knokkestraat;216;
KNOKKE-HEIST - FH12;2761630;;2761630;BL1205;BL1205;BUILDING template;Knokkestraat;218;
KNOKKE-HEIST - FH12;2761631;;2761631;BL1205;BL1205;BUILDING template;Knokkestraat;220;
KNOKKE-HEIST - FH12;2761632;;2761632;BL1205;BL1205;BUILDING template;Knokkestraat;222;
KNOKKE-HEIST - FH12;2761633;;2761633;BL1205;BL1205;BUILDING template;Knokkestraat;224;
KNOKKE-HEIST - FH12;2761635;;2761635;BL1205;BL1205;BUILDING template;Knokkestraat;234;
KNOKKE-HEIST - FH12;2761636;;2761636;BL1205;BL1205;BUILDING template;Knokkestraat;236;
KNOKKE-HEIST - FH12;2761637;;2761637;BL1205;BL1205;BUILDING template;Knokkestraat;238;
KNOKKE-HEIST - FH12;2761638;;2761638;BL1205;BL1205;BUILDING template;Knokkestraat;242;
KNOKKE-HEIST - FH12;2761639;;2761639;BL1205;BL1205;BUILDING template;Knokkestraat;248;
KNOKKE-HEIST - FH12;2761640;;2761640;BL1205;BL1205;BUILDING template;Knokkestraat;250;
KNOKKE-HEIST - FH12;2761641;;2761641;BL1205;BL1205;BUILDING template;Knokkestraat;254;
KNOKKE-HEIST - FH12;2761642;;2761642;BL1205;BL1205;BUILDING template;Knokkestraat;256;
KNOKKE-HEIST - FH12;2761643;;2761643;BL1205;BL1205;BUILDING template;Knokkestraat;258;
KNOKKE-HEIST - FH12;2761644;;2761644;BL1205;BL1205;BUILDING template;Knokkestraat;262;
KNOKKE-HEIST - FH12;2761645;;2761645;BL1205;BL1205;BUILDING template;Knokkestraat;264;
KNOKKE-HEIST - FH12;2761646;;2761646;BL1205;BL1205;BUILDING template;Knokkestraat;266;
KNOKKE-HEIST - FH12;2761647;;2761647;BL1205;BL1205;BUILDING template;Knokkestraat;268;
KNOKKE-HEIST - FH12;2761651;;2761651;BL1205;BL1205;BUILDING template;Knokkestraat;282;
KNOKKE-HEIST - FH12;2761652;;2761652;BL1205;BL1205;BUILDING template;Knokkestraat;286;
KNOKKE-HEIST - FH12;2761656;;2761656;BL1208;BL1208;BUILDING template;Knokkestraat;304;
KNOKKE-HEIST - FH12;2761657;;2761657;BL1208;BL1208;BUILDING template;Knokkestraat;306;
KNOKKE-HEIST - FH12;2761658;;2761658;BL1208;BL1208;BUILDING template;Knokkestraat;308;
KNOKKE-HEIST - FH12;2761660;;2761660;BL1208;BL1208;BUILDING template;Knokkestraat;322;
KNOKKE-HEIST - FH12;2761661;;2761661;BL1208;BL1208;BUILDING template;Knokkestraat;326;
KNOKKE-HEIST - FH12;2761662;;2761662;BL1208;BL1208;BUILDING template;Knokkestraat;328;
KNOKKE-HEIST - FH12;2761664;;2761664;BL1208;BL1208;BUILDING template;Knokkestraat;334;
KNOKKE-HEIST - FH12;2761665;;2761665;BL1208;BL1208;BUILDING template;Knokkestraat;336;
KNOKKE-HEIST - FH12;2761667;;2761667;BL1207;BL1207;BUILDING template;Knokkestraat;341;
KNOKKE-HEIST - FH12;2761668;;2761668;BL1207;BL1207;BUILDING template;Knokkestraat;343;
KNOKKE-HEIST - FH12;2761669;;2761669;BL1207;BL1207;BUILDING template;Knokkestraat;345;
KNOKKE-HEIST - FH12;2761671;;2761671;BL1208;BL1208;BUILDING template;Knokkestraat;346;
KNOKKE-HEIST - FH12;2761673;;2761673;BL1207;BL1207;BUILDING template;Knokkestraat;353;
KNOKKE-HEIST - FH12;2761675;;2761675;BL1207;BL1207;BUILDING template;Knokkestraat;363;
KNOKKE-HEIST - FH12;2762170;;2762170;BL1209;BL1209;BUILDING template;Krommedijk;2;
KNOKKE-HEIST - FH12;2762172;;2762172;BL1209;BL1209;BUILDING template;Krommedijk;4;
KNOKKE-HEIST - FH12;2762173;;2762173;BL1214;BL1214;BUILDING template;Krommedijk;5;
KNOKKE-HEIST - FH12;2762176;;2762176;BL1209;BL1209;BUILDING template;Krommedijk;30;
KNOKKE-HEIST - FH12;2762177;;2762177;BL1209;BL1209;BUILDING template;Krommedijk;42;
KNOKKE-HEIST - FH12;2762178;;2762178;BL1214;BL1214;BUILDING template;Krommedijk;43;
KNOKKE-HEIST - FH12;2762180;;2762180;BL1209;BL1209;BUILDING template;Krommedijk;44;
KNOKKE-HEIST - FH12;2762184;;2762184;BL1209;BL1209;BUILDING template;Krommedijk;46;
KNOKKE-HEIST - FH12;2762185;;2762185;BL1214;BL1214;BUILDING template;Krommedijk;49;
KNOKKE-HEIST - FH12;2762186;;2762186;BL1214;BL1214;BUILDING template;Krommedijk;51;
KNOKKE-HEIST - FH12;2762188;;2762188;BL1209;BL1209;BUILDING template;Krommedijk;52;
KNOKKE-HEIST - FH12;2762189;;2762189;BL1214;BL1214;BUILDING template;Krommedijk;53;
KNOKKE-HEIST - FH12;2762190;;2762190;BL1209;BL1209;BUILDING template;Krommedijk;54;
KNOKKE-HEIST - FH12;2762192;;2762192;BL1214;BL1214;BUILDING template;Krommedijk;55;
KNOKKE-HEIST - FH12;2762193;;2762193;BL1209;BL1209;BUILDING template;Krommedijk;56;
KNOKKE-HEIST - FH12;2762198;;2762198;BL1209;BL1209;BUILDING template;Krommedijk;58;
KNOKKE-HEIST - FH12;2762200;;2762200;BL1208;BL1208;BUILDING template;Krommedijk;61;
KNOKKE-HEIST - FH12;2762201;;2762201;BL1208;BL1208;BUILDING template;Krommedijk;63;
KNOKKE-HEIST - FH12;2762202;;2762202;BL1209;BL1209;BUILDING template;Krommedijk;64;
KNOKKE-HEIST - FH12;2762204;;2762204;BL1209;BL1209;BUILDING template;Krommedijk;66;
KNOKKE-HEIST - FH12;2762206;;2762206;BL1209;BL1209;BUILDING template;Krommedijk;68;
KNOKKE-HEIST - FH12;2762207;;2762207;BL1208;BL1208;BUILDING template;Krommedijk;69;
KNOKKE-HEIST - FH12;2762208;;2762208;BL1209;BL1209;BUILDING template;Krommedijk;70;
KNOKKE-HEIST - FH12;2762209;;2762209;BL1208;BL1208;BUILDING template;Krommedijk;71;
KNOKKE-HEIST - FH12;2762210;;2762210;BL1208;BL1208;BUILDING template;Krommedijk;73;
KNOKKE-HEIST - FH12;2762635;;2762635;BL1217;BL1217;BUILDING template;Laurierstraat;5;
KNOKKE-HEIST - FH12;2762636;;2762636;BL1217;BL1217;BUILDING template;Laurierstraat;7;
KNOKKE-HEIST - FH12;2762637;;2762637;BL1218;BL1218;BUILDING template;Laurierstraat;8;
KNOKKE-HEIST - FH12;2762639;;2762639;BL1217;BL1217;BUILDING template;Laurierstraat;11;
KNOKKE-HEIST - FH12;2762641;;2762641;BL1218;BL1218;BUILDING template;Laurierstraat;16;
KNOKKE-HEIST - FH12;2762642;;2762642;BL1218;BL1218;BUILDING template;Laurierstraat;20;
KNOKKE-HEIST - FH12;2762644;;2762644;BL1216;BL1216;BUILDING template;Laurierstraat;36;
KNOKKE-HEIST - FH12;2762645;;2762645;BL1216;BL1216;BUILDING template;Laurierstraat;40;
KNOKKE-HEIST - FH12;2763576;;2763576;BL1202;BL1202;BUILDING template;Matrozenplein;2;
KNOKKE-HEIST - FH12;2763578;;2763578;BL1202;BL1202;BUILDING template;Matrozenplein;4;
KNOKKE-HEIST - FH12;2763579;;2763579;BL1202;BL1202;BUILDING template;Matrozenplein;5;
KNOKKE-HEIST - FH12;2763580;;2763580;BL1202;BL1202;BUILDING template;Matrozenplein;6;
KNOKKE-HEIST - FH12;2763581;;2763581;BL1202;BL1202;BUILDING template;Matrozenplein;7;
KNOKKE-HEIST - FH12;2763583;;2763583;BL1202;BL1202;BUILDING template;Matrozenplein;8;
KNOKKE-HEIST - FH12;2763584;;2763584;BL1202;BL1202;BUILDING template;Matrozenplein;9;
KNOKKE-HEIST - FH12;2763585;;2763585;BL1202;BL1202;BUILDING template;Matrozenplein;10;
KNOKKE-HEIST - FH12;2763587;;2763587;BL1202;BL1202;BUILDING template;Matrozenplein;12;
KNOKKE-HEIST - FH12;2763588;;2763588;BL1202;BL1202;BUILDING template;Matrozenplein;13;
KNOKKE-HEIST - FH12;2763589;;2763589;BL1202;BL1202;BUILDING template;Matrozenplein;14;
KNOKKE-HEIST - FH12;2763590;;2763590;BL1202;BL1202;BUILDING template;Matrozenplein;17;
KNOKKE-HEIST - FH12;2763592;;2763592;BL1202;BL1202;BUILDING template;Matrozenplein;18;
KNOKKE-HEIST - FH12;2763593;;2763593;BL1202;BL1202;BUILDING template;Matrozenplein;21;
KNOKKE-HEIST - FH12;2763595;;2763595;BL1202;BL1202;BUILDING template;Matrozenplein;22;
KNOKKE-HEIST - FH12;2763596;;2763596;BL1202;BL1202;BUILDING template;Matrozenplein;23;
KNOKKE-HEIST - FH12;2763598;;2763598;BL1202;BL1202;BUILDING template;Matrozenplein;24;
KNOKKE-HEIST - FH12;2764400;;2764400;BL1210;BL1210;BUILDING template;Noordhinder;4;
KNOKKE-HEIST - FH12;2764403;;2764403;BL1210;BL1210;BUILDING template;Noordhinder;6;
KNOKKE-HEIST - FH12;2764405;;2764405;BL1210;BL1210;BUILDING template;Noordhinder;8;
KNOKKE-HEIST - FH12;2764407;;2764407;BL1210;BL1210;BUILDING template;Noordhinder;10;
KNOKKE-HEIST - FH12;2764408;;2764408;BL1210;BL1210;BUILDING template;Noordhinder;12;
KNOKKE-HEIST - FH12;2764410;;2764410;BL1210;BL1210;BUILDING template;Noordhinder;14;
KNOKKE-HEIST - FH12;2764820;;2764820;BL1204;BL1204;BUILDING template;Pannenstraat;155;
KNOKKE-HEIST - FH12;2764821;;2764821;BL1209;BL1209;BUILDING template;Pannenstraat;160;
KNOKKE-HEIST - FH12;2764822;;2764822;BL1209;BL1209;BUILDING template;Pannenstraat;162;
KNOKKE-HEIST - FH12;2764823;;2764823;BL1204;BL1204;BUILDING template;Pannenstraat;163;
KNOKKE-HEIST - FH12;2764825;;2764825;BL1209;BL1209;BUILDING template;Pannenstraat;164;
KNOKKE-HEIST - FH12;2764826;;2764826;BL1204;BL1204;BUILDING template;Pannenstraat;165;
KNOKKE-HEIST - FH12;2764827;;2764827;BL1209;BL1209;BUILDING template;Pannenstraat;168;
KNOKKE-HEIST - FH12;2764828;;2764828;BL1204;BL1204;BUILDING template;Pannenstraat;169;
KNOKKE-HEIST - FH12;2764830;;2764830;BL1209;BL1209;BUILDING template;Pannenstraat;170;
KNOKKE-HEIST - FH12;2764831;;2764831;BL1209;BL1209;BUILDING template;Pannenstraat;172;
KNOKKE-HEIST - FH12;2764832;;2764832;BL1204;BL1204;BUILDING template;Pannenstraat;173;
KNOKKE-HEIST - FH12;2764833;;2764833;BL1209;BL1209;BUILDING template;Pannenstraat;174;
KNOKKE-HEIST - FH12;2764834;;2764834;BL1204;BL1204;BUILDING template;Pannenstraat;175;
KNOKKE-HEIST - FH12;2764835;;2764835;BL1209;BL1209;BUILDING template;Pannenstraat;176;
KNOKKE-HEIST - FH12;2764836;;2764836;BL1204;BL1204;BUILDING template;Pannenstraat;179;
KNOKKE-HEIST - FH12;2764838;;2764838;BL1204;BL1204;BUILDING template;Pannenstraat;181;
KNOKKE-HEIST - FH12;2764840;;2764840;BL1209;BL1209;BUILDING template;Pannenstraat;182;
KNOKKE-HEIST - FH12;2764841;;2764841;BL1204;BL1204;BUILDING template;Pannenstraat;187;
KNOKKE-HEIST - FH12;2764843;;2764843;BL1209;BL1209;BUILDING template;Pannenstraat;188;
KNOKKE-HEIST - FH12;2764844;;2764844;BL1204;BL1204;BUILDING template;Pannenstraat;189;
KNOKKE-HEIST - FH12;2764845;;2764845;BL1209;BL1209;BUILDING template;Pannenstraat;190;
KNOKKE-HEIST - FH12;2764846;;2764846;BL1204;BL1204;BUILDING template;Pannenstraat;191;
KNOKKE-HEIST - FH12;2764847;;2764847;BL1209;BL1209;BUILDING template;Pannenstraat;192;
KNOKKE-HEIST - FH12;2764848;;2764848;BL1204;BL1204;BUILDING template;Pannenstraat;193;
KNOKKE-HEIST - FH12;2764849;;2764849;BL1209;BL1209;BUILDING template;Pannenstraat;194;
KNOKKE-HEIST - FH12;2764851;;2764851;BL1204;BL1204;BUILDING template;Pannenstraat;195;
KNOKKE-HEIST - FH12;2764853;;2764853;BL1204;BL1204;BUILDING template;Pannenstraat;199;
KNOKKE-HEIST - FH12;2764854;;2764854;BL1204;BL1204;BUILDING template;Pannenstraat;201;
KNOKKE-HEIST - FH12;2764856;;2764856;BL1204;BL1204;BUILDING template;Pannenstraat;203;
KNOKKE-HEIST - FH12;2764859;;2764859;BL1209;BL1209;BUILDING template;Pannenstraat;206;
KNOKKE-HEIST - FH12;2764861;;2764861;BL1209;BL1209;BUILDING template;Pannenstraat;208;
KNOKKE-HEIST - FH12;2764862;;2764862;BL1209;BL1209;BUILDING template;Pannenstraat;210;
KNOKKE-HEIST - FH12;2764864;;2764864;BL1209;BL1209;BUILDING template;Pannenstraat;212;
KNOKKE-HEIST - FH12;2764866;;2764866;BL1205;BL1205;BUILDING template;Pannenstraat;213;
KNOKKE-HEIST - FH12;2764867;;2764867;BL1209;BL1209;BUILDING template;Pannenstraat;214;
KNOKKE-HEIST - FH12;2764868;;2764868;BL1205;BL1205;BUILDING template;Pannenstraat;215;
KNOKKE-HEIST - FH12;2764869;;2764869;BL1205;BL1205;BUILDING template;Pannenstraat;217;
KNOKKE-HEIST - FH12;2764870;;2764870;BL1205;BL1205;BUILDING template;Pannenstraat;219;
KNOKKE-HEIST - FH12;2764871;;2764871;BL1205;BL1205;BUILDING template;Pannenstraat;221;
KNOKKE-HEIST - FH12;2764872;;2764872;BL1209;BL1209;BUILDING template;Pannenstraat;222;
KNOKKE-HEIST - FH12;2764874;;2764874;BL1205;BL1205;BUILDING template;Pannenstraat;223;
KNOKKE-HEIST - FH12;2764876;;2764876;BL1205;BL1205;BUILDING template;Pannenstraat;225;
KNOKKE-HEIST - FH12;2764878;;2764878;BL1209;BL1209;BUILDING template;Pannenstraat;226;
KNOKKE-HEIST - FH12;2764879;;2764879;BL1205;BL1205;BUILDING template;Pannenstraat;227;
KNOKKE-HEIST - FH12;2764881;;2764881;BL1209;BL1209;BUILDING template;Pannenstraat;230;
KNOKKE-HEIST - FH12;2764882;;2764882;BL1205;BL1205;BUILDING template;Pannenstraat;231;
KNOKKE-HEIST - FH12;2764883;;2764883;BL1205;BL1205;BUILDING template;Pannenstraat;233;
KNOKKE-HEIST - FH12;2764885;;2764885;BL1209;BL1209;BUILDING template;Pannenstraat;234;
KNOKKE-HEIST - FH12;2764886;;2764886;BL1205;BL1205;BUILDING template;Pannenstraat;235;
KNOKKE-HEIST - FH12;2764887;;2764887;BL1205;BL1205;BUILDING template;Pannenstraat;239;
