Projectnummer;LU Key;CLUSTER_NR;LAM MK;BLOCK_NR;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
KNOKKE-HEIST - FH10;8334126;;293759;BL1020;BL1020;(L/B/S)U template;Bergdreef;12;
KNOKKE-HEIST - FH10;8334127;;293759;BL1020;BL1020;(L/B/S)U template;Bergdreef;12;
KNOKKE-HEIST - FH10;8338365;;293759;BL1020;BL1020;(L/B/S)U template;Bergdreef;12;
KNOKKE-HEIST - FH10;8342463;;293759;BL1020;BL1020;(L/B/S)U template;Bergdreef;12;
KNOKKE-HEIST - FH10;8346939;;293759;BL1020;BL1020;(L/B/S)U template;Bergdreef;12;
KNOKKE-HEIST - FH10;8346940;;293759;BL1020;BL1020;(L/B/S)U template;Bergdreef;12;
KNOKKE-HEIST - FH10;8346941;;293759;BL1020;BL1020;(L/B/S)U template;Bergdreef;12;
KNOKKE-HEIST - FH10;8346942;;293759;BL1020;BL1020;(L/B/S)U template;Bergdreef;12;
KNOKKE-HEIST - FH10;8346943;;293759;BL1020;BL1020;(L/B/S)U template;Bergdreef;12;
KNOKKE-HEIST - FH10;8351266;;293759;BL1020;BL1020;(L/B/S)U template;Bergdreef;12;
KNOKKE-HEIST - FH10;8351267;;293759;BL1020;BL1020;(L/B/S)U template;Bergdreef;12;
KNOKKE-HEIST - FH10;8351268;;293759;BL1020;BL1020;(L/B/S)U template;Bergdreef;12;
KNOKKE-HEIST - FH10;8356108;;293759;BL1020;BL1020;(L/B/S)U template;Bergdreef;12;
KNOKKE-HEIST - FH10;8364971;;293759;BL1020;BL1020;(L/B/S)U template;Bergdreef;12;
KNOKKE-HEIST - FH10;8364972;;293759;BL1020;BL1020;(L/B/S)U template;Bergdreef;12;
KNOKKE-HEIST - FH10;8364973;;293759;BL1020;BL1020;(L/B/S)U template;Bergdreef;12;
KNOKKE-HEIST - FH10;8335657;;294229;BL1007;BL1007;(L/B/S)U template;Bergdreef;23;
KNOKKE-HEIST - FH10;8335658;;294229;BL1007;BL1007;(L/B/S)U template;Bergdreef;23;
KNOKKE-HEIST - FH10;8352742;;294229;BL1007;BL1007;(L/B/S)U template;Bergdreef;23;
KNOKKE-HEIST - FH10;8354399;;5579279;BL1014;BL1014;(L/B/S)U template;Bergdreef;10;
KNOKKE-HEIST - FH10;8363294;;5579279;BL1014;BL1014;(L/B/S)U template;Bergdreef;10;
KNOKKE-HEIST - FH10;8333333;;5579280;BL1007;BL1007;(L/B/S)U template;Bergdreef;11;
KNOKKE-HEIST - FH10;2758188;;2758188;BL1020;BL1020;BUILDING template;Bocheldreef;4;
KNOKKE-HEIST - FH10;2758189;;2758189;BL1020;BL1020;BUILDING template;Bocheldreef;8;
KNOKKE-HEIST - FH10;2758190;;2758190;BL1031;BL1031;BUILDING template;Bocheldreef;13;
KNOKKE-HEIST - FH10;293612;;293612;BL1031;BL1031;BUILDING template;Bocheldreef;15;
KNOKKE-HEIST - FH10;293613;;293613;BL1020;BL1020;BUILDING template;Bocheldreef;12;
KNOKKE-HEIST - FH10;293614;;293614;BL1020;BL1020;BUILDING template;Bocheldreef;10;
KNOKKE-HEIST - FH10;293615;;293615;BL1020;BL1020;BUILDING template;Bocheldreef;2;
KNOKKE-HEIST - FH10;293617;;293617;BL1020;BL1020;BUILDING template;Bocheldreef;22;
KNOKKE-HEIST - FH10;293618;;293618;BL1020;BL1020;BUILDING template;Bocheldreef;16;
KNOKKE-HEIST - FH10;293620;;293620;BL1020;BL1020;BUILDING template;Bocheldreef;14;
KNOKKE-HEIST - FH10;293622;;293622;BL1031;BL1031;BUILDING template;Bocheldreef;5;
KNOKKE-HEIST - FH10;293624;;293624;BL1021;BL1021;BUILDING template;Bocheldreef;23;
KNOKKE-HEIST - FH10;4273817;;4273817;BL1020;BL1020;BUILDING template;Bocheldreef;20;
KNOKKE-HEIST - FH10;4335982;;4335982;BL1020;BL1020;BUILDING template;Bocheldreef;18;
KNOKKE-HEIST - FH10;8332020;;2758188;BL1020;BL1020;(L/B/S)U template;Bocheldreef;4;
KNOKKE-HEIST - FH10;8336791;;2758189;BL1020;BL1020;(L/B/S)U template;Bocheldreef;8;
KNOKKE-HEIST - FH10;8339360;;2758190;BL1031;BL1031;(L/B/S)U template;Bocheldreef;13;
KNOKKE-HEIST - FH10;8347978;;2758190;BL1031;BL1031;(L/B/S)U template;Bocheldreef;13;
KNOKKE-HEIST - FH10;8357154;;2758190;BL1031;BL1031;(L/B/S)U template;Bocheldreef;13;
KNOKKE-HEIST - FH10;8357155;;2758190;BL1031;BL1031;(L/B/S)U template;Bocheldreef;13;
KNOKKE-HEIST - FH10;8357816;;293612;BL1031;BL1031;(L/B/S)U template;Bocheldreef;15;
KNOKKE-HEIST - FH10;8331375;;293613;BL1020;BL1020;(L/B/S)U template;Bocheldreef;12;
KNOKKE-HEIST - FH10;8344873;;293614;BL1020;BL1020;(L/B/S)U template;Bocheldreef;10;
KNOKKE-HEIST - FH10;8360021;;293615;BL1020;BL1020;(L/B/S)U template;Bocheldreef;2;
KNOKKE-HEIST - FH10;8346398;;293617;BL1020;BL1020;(L/B/S)U template;Bocheldreef;22;
KNOKKE-HEIST - FH10;8352192;;293618;BL1020;BL1020;(L/B/S)U template;Bocheldreef;16;
KNOKKE-HEIST - FH10;8335090;;293620;BL1020;BL1020;(L/B/S)U template;Bocheldreef;14;
KNOKKE-HEIST - FH10;8352750;;293622;BL1031;BL1031;(L/B/S)U template;Bocheldreef;5;
KNOKKE-HEIST - FH10;8339353;;293624;BL1021;BL1021;(L/B/S)U template;Bocheldreef;23;
KNOKKE-HEIST - FH10;8338845;;4273817;BL1020;BL1020;(L/B/S)U template;Bocheldreef;20;
KNOKKE-HEIST - FH10;8356613;;4335982;BL1020;BL1020;(L/B/S)U template;Bocheldreef;18;
KNOKKE-HEIST - FH10;6667849;;6667849;BL1031;BL1031;BUILDING template;Bocheldreef;3;
KNOKKE-HEIST - FH10;6667850;;6667850;BL1031;BL1031;BUILDING template;Bocheldreef;11;
KNOKKE-HEIST - FH10;11390424;;6667849;BL1031;BL1031;(L/B/S)U template;Bocheldreef;3;
KNOKKE-HEIST - FH10;11390425;;6667850;BL1031;BL1031;(L/B/S)U template;Bocheldreef;11;
KNOKKE-HEIST - FH10;2758419;;2758419;BL1004;BL1004;BUILDING template;Brieshelling;5;
KNOKKE-HEIST - FH10;296480;;296480;BL1004;BL1004;BUILDING template;Brieshelling;9;
KNOKKE-HEIST - FH10;296481;;296481;BL1004;BL1004;BUILDING template;Brieshelling;1;
KNOKKE-HEIST - FH10;5559100;;5559100;BL1004;BL1004;BUILDING template;Brieshelling;3;
KNOKKE-HEIST - FH10;10556768;;2758419;BL1004;BL1004;(L/B/S)U template;Brieshelling;5;
KNOKKE-HEIST - FH10;8331625;;296480;BL1004;BL1004;(L/B/S)U template;Brieshelling;9;
KNOKKE-HEIST - FH10;8335913;;296480;BL1004;BL1004;(L/B/S)U template;Brieshelling;9;
KNOKKE-HEIST - FH10;8335914;;296480;BL1004;BL1004;(L/B/S)U template;Brieshelling;9;
KNOKKE-HEIST - FH10;8344410;;296480;BL1004;BL1004;(L/B/S)U template;Brieshelling;9;
KNOKKE-HEIST - FH10;8348797;;296480;BL1004;BL1004;(L/B/S)U template;Brieshelling;9;
KNOKKE-HEIST - FH10;8352967;;296480;BL1004;BL1004;(L/B/S)U template;Brieshelling;9;
KNOKKE-HEIST - FH10;8358022;;296480;BL1004;BL1004;(L/B/S)U template;Brieshelling;9;
KNOKKE-HEIST - FH10;8358023;;296480;BL1004;BL1004;(L/B/S)U template;Brieshelling;9;
KNOKKE-HEIST - FH10;8362334;;296480;BL1004;BL1004;(L/B/S)U template;Brieshelling;9;
KNOKKE-HEIST - FH10;8335350;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8335351;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8339533;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8339534;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8339535;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8339536;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8343753;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8343754;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8343755;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8343756;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8343757;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8343758;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8348201;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8348202;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8348203;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8348204;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8348205;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8352431;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8352432;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8352433;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8352434;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8352435;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8352436;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8352437;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8352438;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8352439;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8352440;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8357394;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8357395;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8357396;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8361866;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8361867;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8361868;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8361869;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8361870;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8366158;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8366159;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8366160;;296481;BL1004;BL1004;(L/B/S)U template;Brieshelling;1;
KNOKKE-HEIST - FH10;8332209;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8332210;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8336496;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8336497;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8336498;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8336499;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8340605;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8340606;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8345066;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8345067;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8349433;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8349434;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8349435;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8349436;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8349437;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8349438;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8353623;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8353624;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8353625;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8353626;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8353627;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8363008;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;8363009;;5559100;BL1004;BL1004;(L/B/S)U template;Brieshelling;3;
KNOKKE-HEIST - FH10;296566;;296566;BL1004;BL1004;BUILDING template;Brieshelling;7;
KNOKKE-HEIST - FH10;11390432;;296566;BL1004;BL1004;(L/B/S)U template;Brieshelling;7;
KNOKKE-HEIST - FH10;2758717;;2758717;BL1036;BL1036;BUILDING template;Dalgang;6;
KNOKKE-HEIST - FH10;293714;;293714;BL1036;BL1036;BUILDING template;Dalgang;2;
KNOKKE-HEIST - FH10;293716;;293716;BL1035;BL1035;BUILDING template;Dalgang;1;
KNOKKE-HEIST - FH10;293717;;293717;BL1035;BL1035;BUILDING template;Dalgang;3;
KNOKKE-HEIST - FH10;293720;;293720;BL1035;BL1035;BUILDING template;Dalgang;5;
KNOKKE-HEIST - FH10;293721;;293721;BL1035;BL1035;BUILDING template;Dalgang;7;
KNOKKE-HEIST - FH10;293723;;293723;BL1036;BL1036;BUILDING template;Dalgang;8;
KNOKKE-HEIST - FH10;4335913;;4335913;BL1036;BL1036;BUILDING template;Dalgang;4;
KNOKKE-HEIST - FH10;8341989;;2758717;BL1036;BL1036;(L/B/S)U template;Dalgang;6;
KNOKKE-HEIST - FH10;8364391;;293714;BL1036;BL1036;(L/B/S)U template;Dalgang;2;
KNOKKE-HEIST - FH10;8355573;;293716;BL1035;BL1035;(L/B/S)U template;Dalgang;1;
KNOKKE-HEIST - FH10;8341991;;293717;BL1035;BL1035;(L/B/S)U template;Dalgang;3;
KNOKKE-HEIST - FH10;8349760;;293720;BL1035;BL1035;(L/B/S)U template;Dalgang;5;
KNOKKE-HEIST - FH10;8361669;;293721;BL1035;BL1035;(L/B/S)U template;Dalgang;7;
KNOKKE-HEIST - FH10;8348026;;293723;BL1036;BL1036;(L/B/S)U template;Dalgang;8;
KNOKKE-HEIST - FH10;8364406;;4335913;BL1036;BL1036;(L/B/S)U template;Dalgang;4;
KNOKKE-HEIST - FH10;2767486;;2767486;BL1015;BL1015;BUILDING template;De Wandelaar;1;
KNOKKE-HEIST - FH10;2767488;;2767488;BL1006;BL1006;BUILDING template;De Wandelaar;2;
KNOKKE-HEIST - FH10;2767490;;2767490;BL1015;BL1015;BUILDING template;De Wandelaar;7;
KNOKKE-HEIST - FH10;4335776;;4335776;BL1015;BL1015;BUILDING template;De Wandelaar;3;
KNOKKE-HEIST - FH10;4335777;;4335777;BL1015;BL1015;BUILDING template;De Wandelaar;5;
KNOKKE-HEIST - FH10;8357852;;2767486;BL1015;BL1015;(L/B/S)U template;De Wandelaar;1;
KNOKKE-HEIST - FH10;8334611;;2767488;BL1006;BL1006;(L/B/S)U template;De Wandelaar;2;
KNOKKE-HEIST - FH10;8351761;;2767488;BL1006;BL1006;(L/B/S)U template;De Wandelaar;2;
KNOKKE-HEIST - FH10;8356632;;2767488;BL1006;BL1006;(L/B/S)U template;De Wandelaar;2;
KNOKKE-HEIST - FH10;8356633;;2767488;BL1006;BL1006;(L/B/S)U template;De Wandelaar;2;
KNOKKE-HEIST - FH10;8334125;;2767490;BL1015;BL1015;(L/B/S)U template;De Wandelaar;7;
KNOKKE-HEIST - FH10;8338362;;2767490;BL1015;BL1015;(L/B/S)U template;De Wandelaar;7;
KNOKKE-HEIST - FH10;8342461;;2767490;BL1015;BL1015;(L/B/S)U template;De Wandelaar;7;
KNOKKE-HEIST - FH10;8342462;;2767490;BL1015;BL1015;(L/B/S)U template;De Wandelaar;7;
KNOKKE-HEIST - FH10;8364968;;2767490;BL1015;BL1015;(L/B/S)U template;De Wandelaar;7;
KNOKKE-HEIST - FH10;8348604;;4335776;BL1015;BL1015;(L/B/S)U template;De Wandelaar;3;
KNOKKE-HEIST - FH10;8348605;;4335776;BL1015;BL1015;(L/B/S)U template;De Wandelaar;3;
KNOKKE-HEIST - FH10;8342465;;4335777;BL1015;BL1015;(L/B/S)U template;De Wandelaar;5;
KNOKKE-HEIST - FH10;5830112;;5830112;BL1001;BL1001;BUILDING template;Dir.-Gen. Willemspark;1;
KNOKKE-HEIST - FH10;8339431;;5830112;BL1001;BL1001;(L/B/S)U template;Dir.-Gen. Willemspark;1;
