Projectnummer;LU Key;CLUSTER_NR;LAM MK;BLOCK_NR;BLOCK_NR_LU;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging
EVERE - FH05;1622433;;1622433;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;14;
EVERE - FH05;1622434;;1622434;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;16;
EVERE - FH05;1622435;;1622435;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;20;
EVERE - FH05;1622436;;1622436;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;21;
EVERE - FH05;1622437;;1622437;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;22;
EVERE - FH05;1622438;;1622438;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;23;
EVERE - FH05;1622439;;1622439;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;24;
EVERE - FH05;1622440;;1622440;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;25;
EVERE - FH05;1622441;;1622441;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;28;
EVERE - FH05;1622442;;1622442;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;32;
EVERE - FH05;1622443;;1622443;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;33;
EVERE - FH05;1622444;;1622444;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;34;
EVERE - FH05;1622445;;1622445;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;37;
EVERE - FH05;1622446;;1622446;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;38;
EVERE - FH05;1622447;;1622447;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;39;
EVERE - FH05;1623001;;1623001;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;2;
EVERE - FH05;1623002;;1623002;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;3;
EVERE - FH05;1623003;;1623003;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;4;
EVERE - FH05;1623004;;1623004;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;5;
EVERE - FH05;1623005;;1623005;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;6;
EVERE - FH05;1623007;;1623007;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;9;
EVERE - FH05;1623008;;1623008;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;10;
EVERE - FH05;1623009;;1623009;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;11;
EVERE - FH05;1623010;;1623010;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;12;
EVERE - FH05;1623011;;1623011;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;13;
EVERE - FH05;1623013;;1623013;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;16;
EVERE - FH05;1623014;;1623014;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;17;
EVERE - FH05;1623015;;1623015;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;18;
EVERE - FH05;1623018;;1623018;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;21;
EVERE - FH05;1623019;;1623019;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;22;
EVERE - FH05;1623022;;1623022;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;26;
EVERE - FH05;1623023;;1623023;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;27;
EVERE - FH05;1623024;;1623024;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;28;
EVERE - FH05;1623025;;1623025;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;29;
EVERE - FH05;1623029;;1623029;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;33;
EVERE - FH05;1623030;;1623030;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;34;
EVERE - FH05;1623031;;1623031;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;35;
EVERE - FH05;1623033;;1623033;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;38;
EVERE - FH05;1623034;;1623034;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;40;
EVERE - FH05;1623035;;1623035;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;41;
EVERE - FH05;1623036;;1623036;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;42;
EVERE - FH05;1623039;;1623039;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;45;
EVERE - FH05;1623040;;1623040;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;47;
EVERE - FH05;1623041;;1623041;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;48;
EVERE - FH05;1623042;;1623042;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;49;
EVERE - FH05;1623045;;1623045;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;52;
EVERE - FH05;1623046;;1623046;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;54;
EVERE - FH05;1623048;;1623048;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;58;
EVERE - FH05;1623049;;1623049;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;59;
EVERE - FH05;1623051;;1623051;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;62;
EVERE - FH05;1623052;;1623052;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;63;
EVERE - FH05;1623054;;1623054;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;66;
EVERE - FH05;1623055;;1623055;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;67;
EVERE - FH05;1623056;;1623056;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;68;
EVERE - FH05;1623058;;1623058;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;72;
EVERE - FH05;1623061;;1623061;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;76;
EVERE - FH05;1623062;;1623062;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;77;
EVERE - FH05;1623065;;1623065;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;81;
EVERE - FH05;1623066;;1623066;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;82;
EVERE - FH05;1623067;;1623067;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;83;
EVERE - FH05;1623068;;1623068;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;84;
EVERE - FH05;1623071;;1623071;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;87;
EVERE - FH05;1623072;;1623072;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;88;
EVERE - FH05;1623073;;1623073;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;89;
EVERE - FH05;1623074;;1623074;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;90;
EVERE - FH05;1623075;;1623075;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;91;
EVERE - FH05;1623078;;1623078;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;94;
EVERE - FH05;1623079;;1623079;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;95;
EVERE - FH05;1623081;;1623081;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;98;
EVERE - FH05;1623082;;1623082;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;99;
EVERE - FH05;1623266;;1623266;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;3;
EVERE - FH05;1623267;;1623267;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;4;
EVERE - FH05;1623268;;1623268;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;5;
EVERE - FH05;1623269;;1623269;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;7;
EVERE - FH05;1623270;;1623270;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;8;
EVERE - FH05;1623271;;1623271;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;10;
EVERE - FH05;1623272;;1623272;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;11;
EVERE - FH05;1623273;;1623273;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;12;
EVERE - FH05;1623274;;1623274;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;13;
EVERE - FH05;1623275;;1623275;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;14;
EVERE - FH05;1623276;;1623276;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;15;
EVERE - FH05;1623277;;1623277;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;17;
EVERE - FH05;1623278;;1623278;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;18;
EVERE - FH05;1623279;;1623279;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;25;
EVERE - FH05;1623280;;1623280;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;28;
EVERE - FH05;1623281;;1623281;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;30;
EVERE - FH05;1623282;;1623282;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;31;
EVERE - FH05;1623283;;1623283;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;33;
EVERE - FH05;1623284;;1623284;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;34;
EVERE - FH05;1623285;;1623285;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;35;
EVERE - FH05;1623286;;1623286;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;36;
EVERE - FH05;1623287;;1623287;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;37;
EVERE - FH05;1623288;;1623288;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;39;
EVERE - FH05;1623289;;1623289;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;41;
EVERE - FH05;1623290;;1623290;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;42;
EVERE - FH05;1623291;;1623291;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;43;
EVERE - FH05;1623292;;1623292;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;44;
EVERE - FH05;1623293;;1623293;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;45;
EVERE - FH05;1623294;;1623294;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;47;
EVERE - FH05;1623295;;1623295;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;48;
EVERE - FH05;1623296;;1623296;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;50;
EVERE - FH05;1623297;;1623297;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;51;
EVERE - FH05;1623298;;1623298;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;52;
EVERE - FH05;1623299;;1623299;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;53;
EVERE - FH05;1623300;;1623300;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;58;
EVERE - FH05;1623302;;1623302;BL0503;BL0503;BUILDING template;Francois Villonlaan - Avenue Francois Villon;3;
EVERE - FH05;1623303;;1623303;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;4;
EVERE - FH05;1623304;;1623304;BL0503;BL0503;BUILDING template;Francois Villonlaan - Avenue Francois Villon;5;
EVERE - FH05;1623305;;1623305;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;6;
EVERE - FH05;1623306;;1623306;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;8;
EVERE - FH05;1623307;;1623307;BL0503;BL0503;BUILDING template;Francois Villonlaan - Avenue Francois Villon;11;
EVERE - FH05;1623308;;1623308;BL0503;BL0503;BUILDING template;Francois Villonlaan - Avenue Francois Villon;13;
EVERE - FH05;1623309;;1623309;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;16;
EVERE - FH05;1623310;;1623310;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;18;
EVERE - FH05;1623311;;1623311;BL0503;BL0503;BUILDING template;Francois Villonlaan - Avenue Francois Villon;19;
EVERE - FH05;1623312;;1623312;BL0503;BL0503;BUILDING template;Francois Villonlaan - Avenue Francois Villon;21;
EVERE - FH05;1623313;;1623313;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;22;
EVERE - FH05;1623314;;1623314;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;26;
EVERE - FH05;1623315;;1623315;BL0503;BL0503;BUILDING template;Francois Villonlaan - Avenue Francois Villon;27;
EVERE - FH05;1623316;;1623316;BL0503;BL0503;BUILDING template;Francois Villonlaan - Avenue Francois Villon;33;
EVERE - FH05;1623317;;1623317;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;34;
EVERE - FH05;1623318;;1623318;BL0503;BL0503;BUILDING template;Francois Villonlaan - Avenue Francois Villon;35;
EVERE - FH05;1623319;;1623319;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;36;
EVERE - FH05;1623320;;1623320;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;40;
EVERE - FH05;1623321;;1623321;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;42;
EVERE - FH05;1623322;;1623322;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;44;
EVERE - FH05;1623323;;1623323;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;46;
EVERE - FH05;1623324;;1623324;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;48;
EVERE - FH05;1623325;;1623325;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;50;
EVERE - FH05;1623326;;1623326;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;54;
EVERE - FH05;1623327;;1623327;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;56;
EVERE - FH05;1623328;;1623328;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;58;
EVERE - FH05;25439;;25439;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;56;
EVERE - FH05;25443;;25443;BL0504;BL0504;BUILDING template;Galgelaan - Avenue du Gibet;1;
EVERE - FH05;3916101;;3916101;BL0504;BL0504;BUILDING template;Galgelaan - Avenue du Gibet;5;
EVERE - FH05;3916138;;3916138;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;20;
EVERE - FH05;3997166;;3997166;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;38;
EVERE - FH05;4045399;;4045399;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;23;
EVERE - FH05;4103547;;4103547;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;54;
EVERE - FH05;4106862;;4106862;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;15;
EVERE - FH05;4107583;;4107583;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;10;
EVERE - FH05;4107720;;4107720;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;24;
EVERE - FH05;4108023;;4108023;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;23;
EVERE - FH05;4108153;;4108153;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;29;
EVERE - FH05;4108997;;4108997;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;39;
EVERE - FH05;4108998;;4108998;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;46;
EVERE - FH05;4110760;;4110760;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;5;
EVERE - FH05;4111295;;4111295;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;32;
EVERE - FH05;4112747;;4112747;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;71;
EVERE - FH05;4112748;;4112748;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;75;
EVERE - FH05;4112754;;4112754;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;52;
EVERE - FH05;4112904;;4112904;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;9;
EVERE - FH05;4113214;;4113214;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;40;
EVERE - FH05;4113812;;4113812;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;6;
EVERE - FH05;4114701;;4114701;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;19;
EVERE - FH05;4114755;;4114755;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;49;
EVERE - FH05;4117619;;4117619;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;57;
EVERE - FH05;4117622;;4117622;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;53;
EVERE - FH05;4119304;;4119304;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;80;
EVERE - FH05;4119581;;4119581;BL0503;BL0503;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;21;
EVERE - FH05;4119601;;4119601;BL0504;BL0504;BUILDING template;Francois Villonlaan - Avenue Francois Villon;28;
EVERE - FH05;4119604;;4119604;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;32;
EVERE - FH05;4119614;;4119614;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;35;
EVERE - FH05;4119616;;4119616;BL0501;BL0501;BUILDING template;Duiveltjesgaarde - Clos des Diablotins;17;
EVERE - FH05;4119628;;4119628;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;46;
EVERE - FH05;4124523;;4124523;BL0501;BL0501;BUILDING template;A. Vermeylenlaan - Avenue Auguste Vermeylen;38;
EVERE - FH05;4187816;;4187816;BL0504;BL0504;BUILDING template;Galgelaan - Avenue du Gibet;3;
EVERE - FH05;5583150;;5583150;BL0504;BL0504;BUILDING template;Leuvensesteenweg;955;
EVERE - FH05;5583209;;5583209;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;8;
EVERE - FH05;5583210;;5583210;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;14;
EVERE - FH05;5583211;;5583211;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;20;
EVERE - FH05;5583212;;5583212;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;24;
EVERE - FH05;5583213;;5583213;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;31;
EVERE - FH05;5583214;;5583214;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;36;
EVERE - FH05;5583215;;5583215;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;44;
EVERE - FH05;5583216;;5583216;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;50;
EVERE - FH05;5583217;;5583217;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;56;
EVERE - FH05;5583218;;5583218;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;60;
EVERE - FH05;5583219;;5583219;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;70;
EVERE - FH05;5583220;;5583220;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;73;
EVERE - FH05;5583221;;5583221;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;74;
EVERE - FH05;5583222;;5583222;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;78;
EVERE - FH05;5583223;;5583223;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;86;
EVERE - FH05;5583224;;5583224;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;92;
EVERE - FH05;5583225;;5583225;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;97;
EVERE - FH05;5583226;;5583226;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;100;
EVERE - FH05;5583227;;5583227;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;102;
EVERE - FH05;5583228;;5583228;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;106;
EVERE - FH05;725731;;725731;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;105;
EVERE - FH05;725732;;725732;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;103;
EVERE - FH05;725733;;725733;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;101;
EVERE - FH05;725754;;725754;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;7;
EVERE - FH05;725756;;725756;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;1;
EVERE - FH05;725806;;725806;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;19;
EVERE - FH05;725807;;725807;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;15;
EVERE - FH05;725808;;725808;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;30;
EVERE - FH05;725809;;725809;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;25;
EVERE - FH05;725810;;725810;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;43;
EVERE - FH05;725811;;725811;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;37;
EVERE - FH05;725816;;725816;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;61;
EVERE - FH05;725817;;725817;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;64;
EVERE - FH05;725818;;725818;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;65;
EVERE - FH05;725819;;725819;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;69;
EVERE - FH05;725820;;725820;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;79;
EVERE - FH05;725821;;725821;BL0501;BL0501;BUILDING template;Clos des Lauriers Roses - Oleandergaard;85;
