Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Perceel eigenschap;Building comment;Building exists;BG Name;Opdrachttemplate;FT Distributie;FT Distributie Opmerking
EVERE - FH05;BL0501;5583218;Clos des Lauriers Roses - Oleandergaard;60;;;153849,954;172647,529;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;5583219;Clos des Lauriers Roses - Oleandergaard;70;;;153890,077;172582,803;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;5583220;Clos des Lauriers Roses - Oleandergaard;73;;;153889,52;172604,924;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;5583221;Clos des Lauriers Roses - Oleandergaard;74;;;153889,335;172612,298;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;5583222;Clos des Lauriers Roses - Oleandergaard;78;;;153888,592;172641,793;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;5583223;Clos des Lauriers Roses - Oleandergaard;86;;;153915,208;172558,714;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;5583224;Clos des Lauriers Roses - Oleandergaard;92;;;153920,019;172602,902;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;5583225;Clos des Lauriers Roses - Oleandergaard;97;;;153937,274;172541,388;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;5583226;Clos des Lauriers Roses - Oleandergaard;100;;;153944,797;172562,4;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;5583227;Clos des Lauriers Roses - Oleandergaard;102;;;153801,324;172625,028;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0501;5583228;Clos des Lauriers Roses - Oleandergaard;106;;;153746,028;172653,911;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0501;725731;Clos des Lauriers Roses - Oleandergaard;105;;;153738,013;172633,531;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0501;725732;Clos des Lauriers Roses - Oleandergaard;103;;;153776,359;172651,878;MDU;;16;0;0;16;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0501;725733;Clos des Lauriers Roses - Oleandergaard;101;;;153804,151;172646,738;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0501;725754;Clos des Lauriers Roses - Oleandergaard;7;;;153733,74;172607,554;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725756;Clos des Lauriers Roses - Oleandergaard;1;;;153741,201;172563,619;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725806;Clos des Lauriers Roses - Oleandergaard;19;;;153774,391;172600,24;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725807;Clos des Lauriers Roses - Oleandergaard;15;;;153770,38;172570,752;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725808;Clos des Lauriers Roses - Oleandergaard;30;;;153807,699;172595,421;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725809;Clos des Lauriers Roses - Oleandergaard;25;;;153814,266;172558,844;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725810;Clos des Lauriers Roses - Oleandergaard;43;;;153853,282;172594,761;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725811;Clos des Lauriers Roses - Oleandergaard;37;;;153847,774;172550,653;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725816;Clos des Lauriers Roses - Oleandergaard;61;;;153884,872;172582,671;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725817;Clos des Lauriers Roses - Oleandergaard;64;;;153884,317;172604,793;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725818;Clos des Lauriers Roses - Oleandergaard;65;;;153884,133;172612,167;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725819;Clos des Lauriers Roses - Oleandergaard;69;;;153883,392;172641,664;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725820;Clos des Lauriers Roses - Oleandergaard;79;;;153909,995;172559,281;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725821;Clos des Lauriers Roses - Oleandergaard;85;;;153914,805;172603,471;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725822;Clos des Lauriers Roses - Oleandergaard;93;;;153932,369;172543,144;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725823;Clos des Lauriers Roses - Oleandergaard;96;;;153939,892;172564,156;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725824;A. Vermeylenlaan - Avenue Auguste Vermeylen;26;;;153834,149;172522,327;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725825;A. Vermeylenlaan - Avenue Auguste Vermeylen;24;;;153846,901;172520,614;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725826;A. Vermeylenlaan - Avenue Auguste Vermeylen;20;;;153859,17;172519,034;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725827;A. Vermeylenlaan - Avenue Auguste Vermeylen;2;;;153920,715;172511,051;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725828;A. Vermeylenlaan - Avenue Auguste Vermeylen;22;;;153852,885;172519,843;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0502;725829;Galgelaan - Avenue du Gibet;22;;;153910,495;172679,393;MDU;;29;0;0;29;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0502;725830;Galgelaan - Avenue du Gibet;20;;;153946,935;172629,765;MDU;;29;0;0;29;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0502;725831;Galgelaan - Avenue du Gibet;18;;;153977,46;172578,34;MDU;;29;0;0;29;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0501;725832;Clos des Lauriers Roses - Oleandergaard;51;;;153852,153;172617,44;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725833;Clos des Lauriers Roses - Oleandergaard;55;;;153844,878;172646,246;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;725878;Leuvensesteenweg;979;;;154009,547;172416,678;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0504;725879;Leuvensesteenweg;977;;;153992,452;172418,526;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0504;725880;Leuvensesteenweg;975;;;153971,377;172401,519;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0504;725881;Leuvensesteenweg;973;;;153954,22;172403,372;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0504;725882;Leuvensesteenweg;971;;;153933,171;172386,355;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0504;725883;Leuvensesteenweg;969;;;153916,011;172388,251;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0504;725884;Leuvensesteenweg;967;;;153895,018;172371,18;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0504;725885;Leuvensesteenweg;965;;;153877,923;172373,058;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0504;725886;Leuvensesteenweg;963;;;153854,861;172355,9;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0504;725887;Leuvensesteenweg;961;;;153833,889;172358,01;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0504;725888;Leuvensesteenweg;959;;;153808,495;172337,553;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0504;725889;Leuvensesteenweg;957;;;153787,547;172339,589;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0503;1325304;Francois Villonlaan - Avenue Francois Villon;29;;;153872,088;172454,13;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;725890;Leuvensesteenweg;953;;;153741,221;172321,477;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0502;1437988;Galgelaan - Avenue du Gibet;16;;;153997,615;172510,755;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0503;725891;Platolaan - Avenue Platon;17;;;153716,403;172490,035;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0503;1475527;Platolaan - Avenue Platon;16;;;153714,198;172473,519;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0503;725892;Platolaan - Avenue Platon;18;;;153717,212;172496,337;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;1621278;Platolaan - Avenue Platon;2;;;153688,772;172340,048;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0503;725893;Platolaan - Avenue Platon;13;;;153711,755;172454,749;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;1621279;Platolaan - Avenue Platon;3;;;153690,185;172347,091;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0503;725894;Platolaan - Avenue Platon;20;;;153718,814;172508,769;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;1621280;Platolaan - Avenue Platon;4;;;153691,635;172354,283;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;725895;Platolaan - Avenue Platon;12;;;153705,996;172425,391;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;1621281;Platolaan - Avenue Platon;5;;;153694,48;172368,328;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;725896;Platolaan - Avenue Platon;1;;;153687,327;172332,831;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;1621282;Platolaan - Avenue Platon;6;;;153695,955;172375,602;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0503;725897;A. Vermeylenlaan - Avenue Auguste Vermeylen;55;;;153744,731;172505,507;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;1621283;Platolaan - Avenue Platon;7;;;153697,39;172382,712;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0503;725898;A. Vermeylenlaan - Avenue Auguste Vermeylen;27;;;153840,931;172492,977;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;1621284;Platolaan - Avenue Platon;8;;;153698,836;172389,849;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0503;725899;A. Vermeylenlaan - Avenue Auguste Vermeylen;1;;;153930,756;172481,303;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;1621285;Platolaan - Avenue Platon;9;;;153701,683;172403,866;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;725900;A. Vermeylenlaan - Avenue Auguste Vermeylen;16;;;153871,446;172517,454;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;1621286;Platolaan - Avenue Platon;10;;;153703,124;172411,053;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0503;725901;A. Vermeylenlaan - Avenue Auguste Vermeylen;29;;;153834,783;172493,789;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;1621287;Platolaan - Avenue Platon;11;;;153704,546;172418,097;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0502;725902;Galgelaan - Avenue du Gibet;14;;;154004,315;172554,175;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0503;1621288;Platolaan - Avenue Platon;14;;;153712,571;172461,005;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0502;725903;Galgelaan - Avenue du Gibet;12;;;154028,615;172481,613;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0503;1621289;Platolaan - Avenue Platon;15;;;153713,374;172467,179;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0502;725904;Galgelaan - Avenue du Gibet;10;;;154044,161;172474,318;MDU;;8;0;0;8;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0503;1621290;Platolaan - Avenue Platon;19;;;153718,013;172502,531;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;725907;Galgelaan - Avenue du Gibet;7;;;154003,223;172446,658;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1621291;Platolaan - Avenue Platon;21;;;153611,588;172477,883;MDU;;104;0;0;104;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0504;725908;Francois Villonlaan - Avenue Francois Villon;60;;;153988,926;172451,313;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1621554;Zaventemstraat;60;;;153823,436;172699,545;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;725909;Francois Villonlaan - Avenue Francois Villon;32;;;153868,176;172410,718;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622424;Duiveltjesgaarde - Clos des Diablotins;2;;;153706,469;172726,22;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;725910;Francois Villonlaan - Avenue Francois Villon;30;;;153862,348;172409,962;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622425;Duiveltjesgaarde - Clos des Diablotins;3;;;153704,383;172720,399;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;725911;Francois Villonlaan - Avenue Francois Villon;14;;;153788,418;172417,685;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622426;Duiveltjesgaarde - Clos des Diablotins;4;;;153703,232;172714,613;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;725912;Francois Villonlaan - Avenue Francois Villon;12;;;153776,547;172419,256;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622427;Duiveltjesgaarde - Clos des Diablotins;6;;;153699,154;172703,226;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0504;725913;Francois Villonlaan - Avenue Francois Villon;2;;;153735,53;172427,668;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622428;Duiveltjesgaarde - Clos des Diablotins;7;;;153694,183;172691,112;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0503;725914;Francois Villonlaan - Avenue Francois Villon;9;;;153790,622;172444,476;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622429;Duiveltjesgaarde - Clos des Diablotins;8;;;153693,672;172684,939;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0503;725915;Francois Villonlaan - Avenue Francois Villon;15;;;153793,066;172463,016;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622430;Duiveltjesgaarde - Clos des Diablotins;9;;;153693,186;172679,05;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0503;725916;Francois Villonlaan - Avenue Francois Villon;1;;;153763,424;172448,137;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622431;Duiveltjesgaarde - Clos des Diablotins;10;;;153691,897;172673,148;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0503;725917;Francois Villonlaan - Avenue Francois Villon;7;;;153765,841;172466,788;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622432;Duiveltjesgaarde - Clos des Diablotins;11;;;153691,37;172666,768;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0503;725918;Francois Villonlaan - Avenue Francois Villon;25;;;153870,446;172441,64;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622433;Duiveltjesgaarde - Clos des Diablotins;14;;;153689,385;172643,31;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0503;725919;Francois Villonlaan - Avenue Francois Villon;31;;;153872,899;172460,31;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622434;Duiveltjesgaarde - Clos des Diablotins;16;;;153689,193;172631,094;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0503;725920;Francois Villonlaan - Avenue Francois Villon;17;;;153842,254;172437,82;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622435;Duiveltjesgaarde - Clos des Diablotins;20;;;153655,235;172628,54;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0503;725921;Francois Villonlaan - Avenue Francois Villon;23;;;153844,704;172456,567;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622436;Duiveltjesgaarde - Clos des Diablotins;21;;;153655,71;172634,336;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;862903;Cicerolaan;20;;;153530,927;172603,545;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622437;Duiveltjesgaarde - Clos des Diablotins;22;;;153657,017;172640,24;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;862904;Duiveltjesgaarde - Clos des Diablotins;40;;;153565,481;172649,975;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622438;Duiveltjesgaarde - Clos des Diablotins;23;;;153657,51;172646,252;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;862905;Duiveltjesgaarde - Clos des Diablotins;41;;;153656,9;172702,72;MDU;;15;0;0;15;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622439;Duiveltjesgaarde - Clos des Diablotins;24;;;153658,801;172652,349;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;862906;Duiveltjesgaarde - Clos des Diablotins;42;;;153606,86;172676,13;MDU;;15;0;0;15;Y;NA;4;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622440;Duiveltjesgaarde - Clos des Diablotins;25;;;153659,333;172658,606;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;862907;Duiveltjesgaarde - Clos des Diablotins;27;;;153622,157;172624,35;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622441;Duiveltjesgaarde - Clos des Diablotins;28;;;153622,665;172630,471;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;862908;Duiveltjesgaarde - Clos des Diablotins;30;;;153623,672;172642,624;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622442;Duiveltjesgaarde - Clos des Diablotins;32;;;153590,481;172603,23;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;862909;Duiveltjesgaarde - Clos des Diablotins;36;;;153574,812;172621,682;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622443;Duiveltjesgaarde - Clos des Diablotins;33;;;153586,6;172607,8;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;862910;Duiveltjesgaarde - Clos des Diablotins;31;;;153594,424;172598,586;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622444;Duiveltjesgaarde - Clos des Diablotins;34;;;153582,676;172612,422;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;862911;Duiveltjesgaarde - Clos des Diablotins;1;;;153708,545;172732,015;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622445;Duiveltjesgaarde - Clos des Diablotins;37;;;153568,881;172631,849;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;862912;Duiveltjesgaarde - Clos des Diablotins;12;;;153690,871;172660,719;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622446;Duiveltjesgaarde - Clos des Diablotins;38;;;153567,743;172637,857;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;862913;Duiveltjesgaarde - Clos des Diablotins;13;;;153689,896;172649,38;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1622447;Duiveltjesgaarde - Clos des Diablotins;39;;;153566,604;172643,958;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;862914;Duiveltjesgaarde - Clos des Diablotins;18;;;153688,214;172619,458;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1623001;Clos des Lauriers Roses - Oleandergaard;2;;;153739,957;172570,94;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;862915;Duiveltjesgaarde - Clos des Diablotins;19;;;153654,741;172622,442;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1623002;Clos des Lauriers Roses - Oleandergaard;3;;;153738,713;172578,26;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;862916;Duiveltjesgaarde - Clos des Diablotins;26;;;153659,833;172664,546;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1623003;Clos des Lauriers Roses - Oleandergaard;4;;;153737,47;172585,581;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1623004;Clos des Lauriers Roses - Oleandergaard;5;;;153736,226;172592,901;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1623005;Clos des Lauriers Roses - Oleandergaard;6;;;153734,982;172600,222;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1623007;Clos des Lauriers Roses - Oleandergaard;9;;;153739,958;172570,94;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1623008;Clos des Lauriers Roses - Oleandergaard;10;;;153738,714;172578,26;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1623009;Clos des Lauriers Roses - Oleandergaard;11;;;153737,47;172585,581;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1623010;Clos des Lauriers Roses - Oleandergaard;12;;;153736,225;172592,901;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1623011;Clos des Lauriers Roses - Oleandergaard;13;;;153734,982;172600,222;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1623301;A. Vermeylenlaan - Avenue Auguste Vermeylen;60;;;153630;172550;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;1623013;Clos des Lauriers Roses - Oleandergaard;16;;;153771,383;172578,124;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
EVERE - FH05;BL0501;4117835;Cicerolaan;40;;;153535;172561;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template;;
