Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Perceel eigenschap;Building comment;Building exists;Opdrachttemplate
KNOKKE-HEIST - FH06;BL0605;320285;Zonnelaan;12;;;74200,532;227132,411;MDU;;20;0;0;20;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;4344145;Jozef Nellenslaan;225;;;74453;227291;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;1442660;Paul Parmentierlaan;233;;;74573,549;227247,169;MDU;;6;0;0;6;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;320300;Koningslaan;95;;;74484,55;227159,169;MDU;;6;0;0;6;Y;NA;4;Beschermd Erfgoed;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;4344147;Meerminlaan;46;;;74377;227281;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;1448395;Koningslaan;236;;;74502,37;227319,08;MDU;;10;2;0;12;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;320301;Koningslaan;125;;;74490,549;227249,169;MDU;;13;0;0;13;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0610;4344203;D Hooghestraat;5;;;74665;227513;MDU;;8;0;0;8;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0611;1454526;Paul Parmentierlaan;216;;;74606,549;227328,17;MDU;;8;0;0;8;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;320302;Koningslaan;93;A;;74484;227148,04;MDU;;3;0;0;3;Y;NA;4;Beschermd Erfgoed;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;4344269;Zeedijk-Knokke;614;;;74511;227496;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0601;1470497;Jozef Nellenslaan;147;;;73930,118;227003,936;MDU;;7;0;0;7;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;320303;Meerminlaan;2;;;74459,55;227135,169;MDU;;27;0;0;27;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0604;4347398;Zeedijk-Albertstrand;514;;;74103;227163;MDU;;2;0;0;2;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;1473385;Koningslaan;234;;;74506,37;227310,5;MDU;;5;1;0;6;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;320304;Meerminlaan;4;;;74453,65;227162,979;MDU;;10;0;0;10;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0604;4347417;Zeedijk-Albertstrand;524;A;;74160;227202;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0611;1478070;Blancgarinstraat;24;;;74632,95;227293,985;MDU;;8;1;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;320306;Bayauxlaan;38;;;74474,55;227140,169;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;5299093;Jozef Nellenslaan;174;A;;74440;227260;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;1481972;Meerminlaan;28;;;74405,32;227227,19;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;320307;Jozef Nellenslaan;164;;;74399,22;227238,15;MDU;;8;1;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;5564766;Zeedijk-Albertstrand;581;;;74456;227405;MDU;;16;0;0;16;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;1494837;Paul Parmentierlaan;207;;;74567,55;227150,17;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;320308;Jozef Nellenslaan;174;;;74439,549;227259,168;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;5573000;Zeedijk-Albertstrand;579;;;74450;227395;MDU;;9;0;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;2757976;Bayauxlaan;16;;;74624,55;227131,17;MDU;;7;0;0;7;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;320309;Jozef Nellenslaan;172;;;74431,549;227254,168;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0601;5579247;Zeedijk-Albertstrand;488;;;73827;227031;MDU;;2;0;0;2;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;2757979;Bayauxlaan;20;;;74611,55;227132,17;MDU;;8;0;0;8;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;320310;Jozef Nellenslaan;180;;;74480,239;227266,849;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0601;5579248;Zeedijk-Albertstrand;490;;;73834;227034;MDU;;9;0;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;2757982;Bayauxlaan;28;;;74555,55;227140,169;MDU;;4;1;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;320317;Paul Parmentierlaan;205;;;74565,64;227139,98;SDU;;0;1;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0601;5579249;Zeedijk-Albertstrand;494;;;73853;227044;MDU;;2;0;0;2;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;2757985;Bayauxlaan;34;;;74530,55;227142,169;MDU;;16;2;0;18;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;320318;Paul Parmentierlaan;172;A;;74598,251;227136,814;MDU;;10;0;0;10;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0602;5579250;Zeedijk-Albertstrand;507;;;73963;227096;MDU;;17;0;0;17;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;2758121;Blancgarinstraat;17;;;74650,549;227267,17;MDU;;6;0;0;6;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;320319;Paul Parmentierlaan;208;;;74601,549;227260,17;MDU;;13;0;0;13;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0603;5579253;Zeedijk-Albertstrand;510;;;74034;227136;MDU;;2;0;0;2;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;2758123;Blancgarinstraat;19;;;74641,549;227268,17;MDU;;8;0;0;8;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;320321;Koningslaan;196;;;74514,55;227143,169;MDU;;13;0;0;13;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0604;5579254;Zeedijk-Albertstrand;521;;;74134;227181;MDU;;2;0;0;2;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0611;2758127;Blancgarinstraat;26;;;74624,765;227299,018;MDU;;4;0;0;4;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;320323;Bayauxlaan;36;;;74523,55;227142,169;MDU;;4;0;0;4;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0605;5579255;Zeedijk-Albertstrand;527;;;74208;227219;MDU;;3;0;0;3;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0611;2758128;Blancgarinstraat;28;;;74617,86;227299,33;MDU;;7;0;0;7;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;320324;Bayauxlaan;26;A;;74565,64;227139,98;MDU;;3;0;0;3;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0606;5579257;Zeedijk-Albertstrand;536;;;74278;227252;MDU;;17;0;0;17;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0604;2758591;Canadasquare;7;;;74118,363;227115,962;MDU;;12;2;0;14;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;320325;Bayauxlaan;24;;;74596,12;227136,02;SDU;;0;1;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0606;5579258;Zeedijk-Albertstrand;550;;;74338;227293;MDU;;2;0;0;2;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0604;2758593;Canadasquare;8;;;74115,237;227123,047;MDU;;8;1;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;320326;Julius Hostestraat;2;;;74530,489;227277,669;MDU;;21;1;0;22;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;5579260;Zeedijk-Albertstrand;561;;;74396;227321;MDU;;9;0;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0604;2758595;Canadasquare;10;;;74112,958;227129,269;MDU;;6;0;0;6;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;320329;Leopoldlaan;65;A;;74649,911;227132,793;MDU;;4;0;0;4;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;5579261;Zeedijk-Albertstrand;568;;;74431;227333;MDU;;18;0;0;18;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;2759385;Sylvain Dupuisstraat;6;;;74494,548;227374,169;MDU;;3;0;0;3;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;320330;Leopoldlaan;85;;;74651,579;227224,66;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;5579262;Zeedijk-Albertstrand;572;;;74444;227341;MDU;;2;0;0;2;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2759387;Sylvain Dupuisstraat;7;;;74486,438;227399,629;MDU;;4;1;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;320331;Leopoldlaan;81;;;74644,199;227218,13;MDU;;10;1;0;11;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;5579265;Zeedijk-Albertstrand;577;;;74462;227392;MDU;;22;0;0;22;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;2759388;Sylvain Dupuisstraat;8;;;74499,548;227377,169;MDU;;8;1;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;320332;Leopoldlaan;91;;;74657,549;227247,17;MDU;;8;1;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;5579266;Zeedijk-Albertstrand;588;;;74431;227433;MDU;;3;0;0;3;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;2759389;Sylvain Dupuisstraat;10;;;74506,548;227381,169;MDU;;0;3;0;3;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;320333;Paul Parmentierlaan;174;;;74596,66;227147,84;MDU;;10;0;0;10;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0602;5579299;Canadasquare;16;;;73984;227076;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;2759392;Sylvain Dupuisstraat;14;;;74514,548;227385,169;MDU;;9;2;0;11;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;320336;Blancgarinstraat;27;;;74602,549;227274,17;MDU;;10;0;0;10;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0602;5579300;Canadasquare;18;;;73994;227058;MDU;;10;0;0;10;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2759395;Sylvain Dupuisstraat;15;;;74499,548;227402,169;MDU;;3;0;0;3;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;320337;Blancgarinstraat;23;;;74623,549;227271,17;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0602;5579301;Canadasquare;20;;;74001;227045;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2759397;Sylvain Dupuisstraat;17;;;74505,548;227405,169;MDU;;3;0;0;3;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;320338;Blancgarinstraat;21;;;74630,549;227270,17;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;5579349;Sylvain Dupuisstraat;3;;;74480;227393;MDU;;15;0;0;15;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;2759398;Sylvain Dupuisstraat;18;;;74523,548;227390,169;MDU;;8;0;0;8;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;320339;Blancgarinstraat;15;;;74658,03;227266,57;MDU;;8;0;0;8;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0610;5579380;D Hooghestraat;3;;;74661;227515;MDU;;7;0;0;7;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2759400;Sylvain Dupuisstraat;19;;;74511,548;227408,169;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;320340;Blancgarinstraat;25;;;74615,549;227272,17;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;5579381;Julius Hostestraat;2;A;;74533;227281;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;2759401;Sylvain Dupuisstraat;20;;;74529,25;227393,28;MDU;;6;0;0;6;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;337225;Sylvain Dupuisstraat;39;;;74574,548;227429,169;MDU;;6;0;0;6;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;5579410;Koningslaan;141;;;74470;227322;MDU;;2;0;0;2;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;2759402;Sylvain Dupuisstraat;22;;;74539,84;227386,3;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;337226;Sylvain Dupuisstraat;1;;;74479,548;227392,169;MDU;;14;1;0;15;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0616;5579462;Leopoldlaan;83;;;74653;227220;MDU;;2;0;0;2;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2759404;Sylvain Dupuisstraat;23;;;74523,548;227414,169;MDU;;7;0;0;7;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;337227;Sylvain Dupuisstraat;9;;;74486,438;227399,629;MDU;;5;1;0;6;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0606;5579494;Meerminlaan;15;;;74356;227258;MDU;;12;0;0;12;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;2759405;Sylvain Dupuisstraat;26;;;74540,51;227397,51;MDU;;50;0;0;50;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;337228;Paul Parmentierlaan;283;;;74589,496;227476,623;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0604;5579517;Jozef Nellenslaan;163;;;74147;227089;MDU;;8;0;0;8;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2759406;Sylvain Dupuisstraat;27;;;74530,548;227417,169;MDU;;11;0;0;11;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;337230;Zeedijk-Knokke;601;;;74449,918;227463,328;MDU;;12;0;0;12;N;MON;4;Monument;;;BUILDING template
KNOKKE-HEIST - FH06;BL0614;5579519;Jozef Nellenslaan;182;;;74468;227274;MDU;;12;0;0;12;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2759408;Sylvain Dupuisstraat;29;;;74538,548;227421,169;MDU;;9;0;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;337231;Zeedijk-Knokke;602;;;74459,25;227469,29;MDU;;9;0;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0606;5579520;Jozef Nellenslaan;201;;;74366;227241;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2759410;Sylvain Dupuisstraat;31;;;74545,548;227424,169;MDU;;12;0;0;12;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;337232;Zeedijk-Knokke;603;;;74465,548;227472,168;MDU;;8;0;0;8;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;5579537;Paul Parmentierlaan;248;;;74619;227484;MDU;;10;0;0;10;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2759412;Sylvain Dupuisstraat;33;;;74553,548;227426,169;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;337233;Zeedijk-Knokke;631;;;74590,777;227529,659;MDU;;24;0;0;24;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;6025621;Paul Parmentierlaan;293;;;74592;227509;MDU;;12;0;0;12;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2759417;Sylvain Dupuisstraat;37;;;74568,548;227428,169;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;337234;Zeedijk-Knokke;624;;;74556,547;227518,169;MDU;;12;0;0;12;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0604;6307183;Canadasquare;12;;;74108;227132;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;2759423;Sylvain Dupuisstraat;43;;;74627,459;227428,17;MDU;;16;0;0;16;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;337236;Zeedijk-Knokke;615;;;74519,547;227499,169;MDU;;14;1;0;15;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;6380609;Zeedijk-Albertstrand;555;;;74373;227309;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0611;2759428;Sylvain Dupuisstraat;48;;;74628,905;227397,414;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;337237;Zeedijk-Knokke;616;;;74519,547;227499,169;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;6386928;Jozef Nellenslaan;205;;;74405;227266;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;2759429;Sylvain Dupuisstraat;49;;;74648,357;227423,96;MDU;;4;0;0;4;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0610;337325;Leopoldlaan;125;;;74688,547;227489,17;MDU;;9;0;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;6389863;Zeedijk-Albertstrand;553;;;74373;227309;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;2760502;D Hooghestraat;2;B;;74646,827;227524,29;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;337326;Leopoldlaan;119;;;74676,14;227427,444;MDU;;6;0;0;6;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0602;6389864;Zeedijk-Albertstrand;503;;;73935;227083;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0610;2760506;D Hooghestraat;9;;;74659,21;227506,03;MDU;;4;0;0;4;Y;NA;4;Beschermd Erfgoed;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;337327;Leopoldlaan;123;;;74678,14;227439,444;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;6407944;Zeedijk-Albertstrand;554;;;74373;227309;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;2760507;D Hooghestraat;10;;;74645,02;227485,17;MDU;;4;0;0;4;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;337328;D Hooghestraat;2;;;74648,65;227541,19;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;6436632;Paul Parmentierlaan;269;A;;74584;227407;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0615;2760512;Julius Hostestraat;4;;;74553,549;227279,169;MDU;;13;0;0;13;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0610;337329;D Hooghestraat;1;;;74664,21;227544,67;MDU;;5;0;0;5;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;6455780;Koningslaan;135;A;;74476;227310;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;2760514;Julius Hostestraat;5;;;74536,549;227302,169;MDU;;6;0;0;6;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;337330;D Hooghestraat;14;;;74641,46;227473,32;MDU;;3;0;0;3;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;6459808;Paul Parmentierlaan;244;A;;74622;227458;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;2760516;Julius Hostestraat;9;;;74554,134;227302,219;MDU;;3;0;0;3;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0610;337331;D Hooghestraat;11;;;74660,53;227495,81;MDU;;14;0;0;14;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0602;6524223;Jozef Nellenslaan;159;;;73994;227030;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;2760517;Julius Hostestraat;11;;;74559,48;227302,94;MDU;;3;0;0;3;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;337332;Sylvain Dupuisstraat;41;;;74617,668;227427,32;MDU;;9;0;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;6525366;Zeedijk-Albertstrand;582;;;74445;227405;MDU;;2;0;0;2;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2761403;Zeedijk-Knokke;605;;;74471,548;227475,168;MDU;;12;0;0;12;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;337334;Paul Parmentierlaan;238;;;74619,085;227433,688;MDU;;3;0;0;3;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2761404;Zeedijk-Knokke;606;;;74479,24;227478,99;MDU;;9;0;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;337336;Paul Parmentierlaan;260;;;74621,547;227537,169;MDU;;15;0;0;15;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2761405;Zeedijk-Knokke;607;;;74485,548;227482,168;MDU;;6;0;0;6;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;337338;Paul Parmentierlaan;246;;;74618,547;227483,169;MDU;;25;0;0;25;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2761407;Zeedijk-Knokke;608;;;74497,51;227481,79;MDU;;14;1;0;15;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;337340;Paul Parmentierlaan;236;A;;74614,203;227431,543;SDU;;0;1;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2761410;Zeedijk-Knokke;610;;;74497,51;227481,79;SDU;;0;1;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;337342;Zeedijk-Knokke;633;;;74628,447;227555,029;MDU;;24;2;0;26;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2761411;Zeedijk-Knokke;611;;;74501,548;227491,169;MDU;;8;1;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0610;337346;Zeedijk-Knokke;638;;;74667,86;227563,15;MDU;;15;0;0;15;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2761413;Zeedijk-Knokke;613;;;74510,547;227495,169;MDU;;22;0;0;22;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0610;337348;Zeedijk-Knokke;639;;;74693,547;227541,17;MDU;;83;0;0;83;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2761415;Zeedijk-Knokke;617;;;74528,547;227504,169;MDU;;7;1;0;8;Y;NA;4;Beschermd Erfgoed;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;337350;Zeedijk-Knokke;636;;;74641,547;227560,17;MDU;;9;0;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2761416;Zeedijk-Knokke;618;;;74528,547;227504,169;MDU;;4;0;0;4;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;337352;Zeedijk-Knokke;637;;;74649,547;227563,17;MDU;;14;1;0;15;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2761423;Zeedijk-Knokke;623;;;74549,547;227515,169;MDU;;9;0;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;337749;Meerminlaan;48;;;74366,978;227293,708;MDU;;62;2;0;64;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2761426;Zeedijk-Knokke;625;;;74564,15;227522,63;MDU;;8;1;0;9;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;337751;Koningslaan;139;;;74465,743;227319,468;MDU;;13;0;0;13;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2761427;Zeedijk-Knokke;627;;;74572,547;227527,169;MDU;;11;0;0;11;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;337753;Koningslaan;135;;;74472,495;227309,369;MDU;;6;1;0;7;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2761433;Zeedijk-Knokke;629;;;74579,547;227530,169;MDU;;7;1;0;8;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0613;337755;Jozef Nellenslaan;227;;;74475,587;227303,983;MDU;;13;1;0;14;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0608;2761434;Zeedijk-Knokke;630;;;74579,547;227530,169;SDU;;1;0;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;337809;Sylvain Dupuisstraat;38;;;74574,548;227407,169;SDU;;0;1;0;1;Y;NA;1;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0609;2761443;Zeedijk-Knokke;634;;;74634,537;227558,25;MDU;;3;0;0;3;Y;NA;4;;;;BUILDING template
KNOKKE-HEIST - FH06;BL0612;337810;Sylvain Dupuisstraat;2;;;74487,548;227370,169;MDU;;14;0;0;14;Y;NA;4;;;;BUILDING template
