Projectnummer;Straat;Huisnummer;Huisnummer Toevoeging;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Opdrachttemplate
MECHELEN - FH01;Lange Schipstraat;7;;157706,547;190630,972;MDU;;4;0;0;4;N;GLASS;4;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;5;;157630,762;191065,317;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;13;;157820,715;190967,216;MDU;;1;1;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;8;;157677,898;190626,231;MDU;D;2;0;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;7;;157625,809;191070,884;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;15;;157822,398;190971,057;MDU;;3;1;0;4;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;9;;157715,464;190627,856;SDU;;0;1;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;8;;157646,624;191065,788;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;17;;157821,48;190977,858;SDU;;1;0;0;1;N;GLASS;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;10;;157728,449;190604,959;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;10;;157645,339;191071,168;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;18;;157909,087;190938,666;SDU;;0;1;1;2;N;IRREG;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;11;;157726,761;190623,711;SDU;;1;0;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;12;;157643,37;191076,633;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;19;;157833,695;190990,943;MDU;;2;0;0;2;N;IRREG;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;12;;157733,118;190596,762;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;13;;157621,072;191083,915;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;20;;157908,13;191076,838;SDU;;0;1;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;13;;157735,624;190620,551;SDU;;0;1;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;14;;157641,65;191082,668;MDU;;2;0;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;21;;157838,158;190994,109;MDU;;3;0;0;3;N;IRREG;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;14;;157744,102;190597,154;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;15;;157620,117;191089,482;SDU;;0;1;0;1;N;IRREG;4;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;22;;157914,374;191086,068;MDU;;2;0;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;16;;157754,167;190595,592;MDU;;3;0;0;3;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;16;;157649,004;191100,624;SDU;;0;1;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;24;;157920,164;191092,826;MDU;;2;0;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;17;;157746,435;190616,534;MDU;;2;0;0;2;Y;NA;4;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;25;;157843,274;191009,214;SDU;;0;1;0;1;N;IRREG;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;19;;157752,937;190613,87;MDU;;4;0;0;4;Y;NA;4;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;20;;157633,359;191127,704;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Drabstraat;8;B;157547,04;190792,914;SDU;;1;0;0;1;N;IRREG;4;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;26;;157925,188;191099,123;SDU;;0;1;0;1;N;IRREG;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;20;;157762,207;190590,216;MDU;;6;0;0;6;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;21;;157614,7;191112,931;SDU;;0;1;0;1;N;ORN;3;BUILDING template
MECHELEN - FH01;Désiré Boucherystraat;24;;157952,237;190765,489;SDU;;0;1;0;1;N;ORN;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;27;;157847,409;191018,413;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;21;;157759,304;190611,445;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;22;;157628,304;191130,563;SDU;;0;1;1;2;Y;NA;2;BUILDING template
MECHELEN - FH01;Drabstraat;8;C;157543,114;190800,411;MDU;;3;0;0;3;N;IRREG;4;BUILDING template
MECHELEN - FH01;Désiré Boucherystraat;26;;157952,49;190762,157;SDU;;0;1;0;1;N;ORN;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;28;;157934,508;191112,286;SDU;;0;1;1;2;N;IRREG;2;BUILDING template
MECHELEN - FH01;Lange Schipstraat;22;;157766,193;190584,242;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;24;;157624,161;191129,797;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;29;;157850,785;191023,307;SDU;;1;0;1;2;N;IRREG;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;23;;157764,75;190609,186;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;25;;157590,87;191132,249;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;30;;157944,105;191123,395;MDU;;3;0;0;3;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;24;;157770,85;190581,295;MDU;D;1;1;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;26;;157614,708;191140,464;SDU;;1;0;1;2;N;IRREG;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;31;;157855,004;191028,286;SDU;;0;1;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;25;;157787,465;190592,568;SDU;;1;0;0;1;N;IRREG;2;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;27;;157587,959;191134,85;SDU;;0;1;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Ijzerenleen;11;;157753,231;190782,189;MDU;;1;1;1;3;Y;NA;4;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;6;A;157844,667;190958,967;SDU;;0;1;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;32;;157948,094;191127,614;MDU;;1;1;0;2;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;26;;157775,526;190576,796;MDU;D;2;0;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;31;;157579,547;191140,649;SDU;;0;1;0;1;N;MON;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;33;;157859,317;191037,936;SDU;;0;1;0;1;N;IRREG;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;28;;157779,246;190572,849;MDU;D;2;0;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;33;;157574,234;191145,126;SDU;;0;1;0;1;N;MON;3;BUILDING template
MECHELEN - FH01;Geitestraat;12;;157791,184;190780,416;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Hazestraat;4;;157960,563;190494,219;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;34;;157952,513;191131,996;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;32;;157786,942;190558,32;MDU;;9;0;0;9;Y;NA;4;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;36;;157590,898;191151,54;MDU;;1;1;0;2;N;IRREG;2;BUILDING template
MECHELEN - FH01;Hazestraat;6;;157965,616;190495,539;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;36;;157956,674;191136,275;MDU;;3;0;0;3;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;33;;157823,006;190518,903;MDU;;4;0;0;4;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;37;;157566,855;191145,586;MDU;;4;0;1;5;Y;NA;4;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;37;;157882,113;191074,124;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;34;;157790,315;190554,457;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;41;;157561,492;191151,099;MDU;;1;1;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;99;;157920,367;190364,833;MDU;;3;1;1;5;Y;NA;4;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;38;;157961,679;191141,772;MDU;;4;0;2;6;N;IRREG;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;36;;157793,725;190542,62;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;43;;157554,709;191144,723;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;39;;157887,767;191082,558;MDU;D;2;0;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;37;;157828,297;190508,679;MDU;D;3;0;0;3;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;44;;157579,601;191164,343;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;41;;157892,894;191090,427;SDU;;0;1;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;38;;157798,397;190537,086;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;42;;157969,157;191149,52;SDU;;1;0;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;39;;157830,607;190502,23;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;46;;157572,252;191168,001;SDU;;0;1;0;1;N;ORN;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;40;;157798,989;190529,236;MDU;D;2;0;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;47;;157537,763;191176,782;MDU;;3;0;0;3;N;IRREG;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;44;;157971,969;191153,239;MDU;;3;0;0;3;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;41;;157832,312;190498,439;SDU;;1;0;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;48;;157564,413;191182,72;MDU;;5;0;0;5;Y;NA;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;45;;157914,597;191126,263;SDU;;1;0;0;1;N;IRREG;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;42;;157795,397;190526,509;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;49;;157534,916;191180,15;MDU;;4;0;0;4;Y;NA;5;BUILDING template
MECHELEN - FH01;Ijzerenleen;48;;157670,269;190709,924;SDU;;0;1;1;2;Y;NA;5;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;46;;157976,034;191156,207;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;43;;157833,882;190495,278;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;50;;157560,943;191187,478;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Ijzerenleen;52;;157668,013;190700,851;MDU;;3;1;1;5;Y;NA;4;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;47;;157919,149;191132,895;MDU;;2;0;0;2;N;IRREG;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;44;;157802,744;190519,222;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;51;;157531,517;191183,514;SDU;;0;1;0;1;Y;NA;5;BUILDING template
MECHELEN - FH01;Grote Markt;6;;157801,371;190929,531;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;49;;157927,425;191141,798;MDU;;1;1;1;3;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;45;;157835,065;190492,988;MDU;;4;0;0;4;Y;NA;4;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;52;;157557,15;191191,702;MDU;D;1;1;1;3;Y;NA;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;51;;157931,016;191149,579;SDU;;0;1;1;2;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;46;;157807,716;190506,516;MDU;D;3;0;0;3;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;53;;157526,543;191187,195;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Grote Markt;33;;157805,648;190841,483;SDU;;1;1;0;2;Y;NA;4;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;55;;157939,246;191155,319;SDU;;0;1;1;2;N;IRREG;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;47;;157838,672;190486,827;MDU;;4;0;0;4;Y;NA;4;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;54;;157553,649;191196,085;MDU;;3;1;0;4;Y;NA;4;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;57;;157947,222;191158,377;SDU;;1;0;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;48;;157808,604;190496,609;MDU;D;2;0;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;55;;157524,959;191190,255;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Grote Markt;24;;157878,615;190828,022;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;59;;157946,104;191163,286;MDU;;1;1;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;50;;157811,861;190493,148;MDU;;2;0;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;56;;157550,713;191198,448;SDU;;1;0;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Grote markt;21;;157938;190868;MDU;;1;8;0;9;N;MON;6;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;61;;157952,293;191165,61;SDU;;1;0;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;51;;157844,949;190476,346;MDU;D;0;2;0;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;57;;157522,048;191193,551;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;63;;157968,761;191181,51;SDU;;0;1;0;1;N;IRREG;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;52;;157812,752;190488,627;MDU;D;3;0;0;3;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;58;;157544,72;191201,647;SDU;;0;1;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Frederik De Merodestraat;3;;157809,654;190948,347;MDU;;5;2;1;8;N;ORN;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;65;;157981,426;191214,536;SDU;;0;1;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;54;;157814,026;190482,932;MDU;D;3;0;0;3;N;IRREG;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;59;;157515,918;191197,122;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;69;;157996,437;191252,03;SDU;;1;0;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;56;;157815,536;190474,163;MDU;;5;0;0;5;N;IRREG;4;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;60;;157540,662;191204,26;SDU;;0;1;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Befferstraat;39;;158010,481;190956,696;MDU;;1;1;0;2;N;ORN;3;BUILDING template
MECHELEN - FH01;'t Veer;15;;157260,003;190978,698;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Frederik de Merodestraat;71;;157997,587;191259,001;MDU;;3;0;0;3;N;IRREG;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;58;;157821,652;190463,297;MDU;;5;1;0;6;Y;NA;4;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;61;;157511,761;191202,162;MDU;;1;1;1;3;N;IRREG;4;BUILDING template
MECHELEN - FH01;Varkensstraat;8;;157954,343;190999,102;MDU;XA;28;0;1;29;N;HEIGHT;7;BUILDING template
MECHELEN - FH01;'t Veer;17;;157249,661;190976,235;MDU;;4;1;0;5;N;IRREG;4;BUILDING template
MECHELEN - FH01;Geitestraat;4;;157772,652;190793,361;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;61;;157859,338;190446,811;MDU;;4;0;0;4;Y;NA;4;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;62;;157536,249;191207,119;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Varkensstraat;10;;157945,919;190976,251;MDU;XC;10;0;1;11;N;IRREG;6;BUILDING template
MECHELEN - FH01;A.B.-straat;1;;157605,661;191125,051;MDU;;2;0;0;2;N;IRREG;3;BUILDING template
MECHELEN - FH01;Geitestraat;5;;157780,782;190806,901;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;62;;157829,383;190454,394;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;64;;157531,851;191210,009;SDU;;0;1;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Varkensstraat;12;;157966;190958;MDU;XC;10;0;1;11;N;IRREG;5;BUILDING template
MECHELEN - FH01;A.B.-straat;2;;157583,244;191120,827;SDU;;1;0;1;2;N;IRREG;3;BUILDING template
MECHELEN - FH01;Geitestraat;6;;157778,311;190791,549;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;63;;157861,715;190441,572;MDU;;2;0;0;2;Y;NA;4;BUILDING template
MECHELEN - FH01;Sint-Katelijnestraat;45;A;157542,194;191174,218;MDU;;0;4;0;4;N;IRREG;3;BUILDING template
MECHELEN - FH01;Varkensstraat;14;;157971,211;190975,62;MDU;XA;29;0;1;30;N;IRREG;7;BUILDING template
MECHELEN - FH01;A.B.-straat;3;;157601,737;191121,458;MDU;;1;1;0;2;N;IRREG;3;BUILDING template
MECHELEN - FH01;Geitestraat;7;;157787,651;190803,139;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;64;;157833,434;190452,069;SDU;;1;0;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Sint-Romboutskerkhof;2;;157695,043;191071,163;MDU;;2;0;1;3;N;IRREG;2;BUILDING template
MECHELEN - FH01;A.B.-straat;4;;157575,2;191110,437;SDU;;1;0;1;2;N;IRREG;3;BUILDING template
MECHELEN - FH01;Geitestraat;8;;157786,028;190787,414;SDU;;0;1;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;65;;157864,505;190436,791;MDU;D;3;0;0;3;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Romboutskerkhof;3;;157685,944;191068,952;SDU;;0;1;1;2;N;IRREG;4;BUILDING template
MECHELEN - FH01;Varkensstraat;19;;158032,114;190987,577;MDU;;3;1;0;4;N;IRREG;3;BUILDING template
MECHELEN - FH01;A.B.-straat;5;;157593,751;191111,124;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Geitestraat;9;;157794,653;190798,434;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;66;;157833,459;190445,161;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Sint-Romboutskerkhof;4;;157673,268;191064,793;MDU;;5;0;1;6;N;MON;4;BUILDING template
MECHELEN - FH01;Varkensstraat;13;;158002,796;191013,716;MDU;XA;34;0;1;35;N;IRREG;6;BUILDING template
MECHELEN - FH01;A.B.-straat;7;;157578,257;191075,208;MDU;;5;0;1;6;N;GLASS;4;BUILDING template
MECHELEN - FH01;Geitestraat;10;;157790,628;190783,725;SDU;;0;1;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;67;;157868,517;190430,543;MDU;;3;0;0;3;Y;NA;4;BUILDING template
MECHELEN - FH01;Sint-Romboutskerkhof;5;;157659,301;191058,746;SDU;;1;0;0;1;N;MON;3;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;1;;157476,273;191010,944;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Geitestraat;11;;157797,998;190795,736;MDU;;2;1;1;4;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;68;;157835,365;190442,036;SDU;;0;1;0;1;N;IRREG;4;BUILDING template
MECHELEN - FH01;Sint-Romboutskerkhof;1;A;157707,757;191066,431;SDU;;0;1;0;1;N;IRREG;3;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;2;;157486,996;191023,861;MDU;;6;0;0;6;N;IRREG;3;BUILDING template
MECHELEN - FH01;Geitestraat;13;;157807,15;190789,925;SDU;;0;1;0;1;Y;NA;4;BUILDING template
MECHELEN - FH01;Lange Schipstraat;69;;157870,956;190423,296;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Stadsheimelijkheid;1;;157542,945;191127,792;MDU;;7;2;0;9;N;IRREG;3;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;3;;157471,246;191012,895;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Geitestraat;14;;157796,882;190780,066;SDU;;0;1;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;70;;157832,594;190437,958;MDU;;2;1;0;3;N;IRREG;4;BUILDING template
MECHELEN - FH01;Stadsheimelijkheid;3;;157505,835;191158,973;MDU;;4;2;0;6;N;IRREG;4;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;4;;157479,043;191025,307;SDU;;1;0;0;1;N;IRREG;2;BUILDING template
MECHELEN - FH01;Geitestraat;15;;157810,582;190787,312;SDU;;0;1;1;2;Y;NA;3;BUILDING template
MECHELEN - FH01;Standonckstraat;1;;157862,302;190939,133;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Befferstraat;36;;158032,199;190922,688;SDU;;0;1;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Arme-Clarenstraat;5;;157464,47;191015,597;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Geitestraat;16;;157800,477;190775,729;SDU;;0;1;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Lange Schipstraat;73;;157874,73;190416,186;SDU;;1;0;0;1;Y;NA;3;BUILDING template
MECHELEN - FH01;Standonckstraat;3;;157862,005;190943,255;SDU;;1;0;0;1;Y;NA;2;BUILDING template
MECHELEN - FH01;Veemarkt;27;;158063,94;191019,415;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
