Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Building comment;Opdrachttemplate
KNOKKE-HEIST - FH04;BL0413;5801592;Zeedijk-Het Zoute;793;;;75786,763;227905,095;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762416;Kustlaan;157;;;75552,348;227752,168;MDU;;6;0;1;7;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;5830672;Ebbestraat;13;;;75842,722;227914,846;MDU;;16;1;0;17;Y;NA;4;;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762421;Kustlaan;159;;;75555,805;227753,045;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0403;5831022;Lichttorenplein;9;;;74966,096;227630,792;MDU;;14;0;0;14;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762425;Kustlaan;161;;;75558,834;227754,364;MDU;;6;0;1;7;Y;NA;4;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;5905413;Zeedijk-Het Zoute;757;B;;75566,544;227818,177;MDU;;8;1;0;9;N;HEIGHT;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762426;Kustlaan;163;;;75561,237;227754,855;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;5905414;Zeedijk-Het Zoute;808;;;75865,695;227938,989;SDU;;0;1;0;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762427;Kustlaan;165;;;75564,024;227756,794;SDU;;0;1;1;2;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;5905415;Zeedijk-Het Zoute;809;;;75870,872;227940,651;SDU;;0;1;0;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762429;Kustlaan;167;;;75566,76;227757,855;MDU;;6;0;1;7;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;5911098;Zeedijk-Het Zoute;794;;;75788,282;227905,665;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762431;Kustlaan;171;;;75572,288;227760,118;MDU;;12;0;2;14;N;IRREG;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;5935147;Antoine Breartstraat;4;;;75343,813;227731,71;MDU;;10;0;2;12;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;12860;Zeewindstraat;16;;;75776,213;227843,798;MDU;;17;0;0;17;Y;NA;8;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762436;Kustlaan;175;;;75581,404;227763,317;MDU;;6;0;1;7;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;6044454;Zeedijk-Het Zoute;749;;;75442,81;227790,174;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0411;12872;Golvenstraat;19;;;75611,85;227783,587;MDU;;5;0;1;6;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762438;Kustlaan;177;;;75583,902;227763,95;SDU;;0;1;0;1;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0405;6058388;Zeedijk-Knokke;697;B;;75151,28;227726,361;SDU;;0;1;0;1;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;13044;Lichttorenplein;6;;;74876,304;227557,88;SDU;;0;1;0;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0410;2762440;Kustlaan;179;;;75587,544;227765,934;MDU;;3;1;0;4;N;IRREG;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0405;6058392;Zeedijk-Knokke;697;A;;75156,124;227728,356;SDU;;0;1;0;1;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320854;Albertplein;15;;;75510,81;227778,6;MDU;;8;1;2;11;Y;NA;4;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762459;Kustlaan;193;;;75632,499;227781,94;SDU;;0;1;1;2;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;6089756;Kustlaan;341;;;75955,792;227902,098;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320855;Albertplein;19;;;75516,871;227751,364;SDU;;0;1;0;1;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762464;Kustlaan;195;;;75634,807;227783,237;MDU;;6;0;1;7;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0406;6326403;Duindistelstraat;2;A;;75253,296;227729,309;SDU;;0;1;0;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320856;Albertplein;18;;;75514,921;227758,319;MDU;;8;0;1;9;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762470;Kustlaan;197;;;75638,292;227784,133;SDU;;0;1;1;2;N;ORN;7;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0414;6401164;Kustlaan;309;;;75896,707;227881,475;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320857;Albertplein;16;;;75512,544;227769,171;MDU;;12;1;0;13;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762473;Kustlaan;199;;;75640,57;227785,047;MDU;;6;0;1;7;N;ORN;4;_;BUILDING template
KNOKKE-HEIST - FH04;BL0405;6417469;Zeedijk-Knokke;697;C;;75147,813;227724,889;SDU;;0;1;0;1;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320858;Golvenstraat;6;;;75587,979;227791,116;SDU;;0;1;1;2;N;IRREG;4;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762474;Kustlaan;201;;;75643,829;227786,32;MDU;;6;1;1;8;Y;NA;7;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0410;6420952;Golvenstraat;6;A;;75590,858;227784,91;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320859;Golvenstraat;2;;;75582,869;227814,176;MDU;;39;0;2;41;Y;NA;4;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762476;Kustlaan;205;;;75645,757;227787,047;MDU;;6;1;1;8;N;HEIGHT;7;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0401;6425283;Lichttorenplein;6;B;;74884,654;227560,119;SDU;;1;;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320860;Golvenstraat;8;;;75595,52;227773,873;MDU;;10;0;1;11;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762477;Kustlaan;207;;;75651,195;227789,092;MDU;;6;0;1;7;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;6441864;Antoine Breartstraat;15;A;;75311,868;227740,354;SDU;;1;;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320866;Kustlaan;181;;;75591,133;227766,84;SDU;;0;1;0;1;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762479;Kustlaan;209;;;75657,306;227790,702;MDU;;0;2;1;3;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0407;6445966;Antoine Breartstraat;17;A;;75305,409;227748,475;MDU;;2;;;2;Y;NA;4;;BUILDING template
KNOKKE-HEIST - FH04;BL0411;320867;Kustlaan;185;;;75614,985;227775,988;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762480;Kustlaan;211;;;75658,683;227791,415;MDU;;6;0;1;7;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0408;6455009;Antoine Breartstraat;16;A;;75309,351;227743,061;SDU;;0;1;0;1;N;IRREG;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320868;Kustlaan;139;;;75520,013;227740,098;SDU;;0;1;0;1;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762481;Kustlaan;215;;;75663,544;227793,177;SDU;;0;1;1;2;Y;NA;3;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;6524234;Zeedijk-Het Zoute;805;;;75831,427;227924,799;SDU;;0;1;0;1;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320870;Kustlaan;147;;;75537,169;227746,601;SDU;;0;1;1;2;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762482;Kustlaan;217;;;75669,544;227795,177;SDU;;0;1;0;1;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;6524235;Strandstraat;15;;;75713;227819;MDU;;17;0;1;18;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320871;Kustlaan;169;;;75569,866;227758,551;SDU;;0;1;1;2;N;IRREG;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762487;Kustlaan;221;;;75675,929;227798,13;SDU;;0;1;0;1;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0403;6524250;Lichttorenplein;3;;;74969,575;227603,9;MDU;;2;0;0;2;Y;NA;4;;BUILDING template
KNOKKE-HEIST - FH04;BL0411;320874;Zeedijk-Het Zoute;760;;;75597;227826;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762489;Kustlaan;229;;;75686,016;227801,842;MDU;;0;6;1;7;Y;NA;7;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0407;6524252;Duindistelstraat;3;;;75278,145;227742,237;MDU;;10;0;1;11;N;IRREG;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320876;Zeedijk-Het Zoute;754;;;75539,905;227810,522;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0411;2762492;Kustlaan;233;;;75696,293;227805,69;SDU;;;1;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0408;6524254;Kustlaan;125;;;75423,135;227719,475;SDU;;0;1;1;2;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0410;320877;Zeedijk-Het Zoute;755;;;75545,62;227811,528;MDU;;33;0;3;36;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762496;Kustlaan;239;;;75713,071;227812,106;SDU;;0;1;0;1;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0404;6524260;Kustlaan;25;;;75074,52;227617,807;MDU;;4;0;0;4;Y;NA;5;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321345;Kustlaan;237;;;75719,055;227814,955;SDU;;0;1;0;1;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762498;Kustlaan;243;;;75728,361;227817,845;SDU;;;1;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0411;6526795;Kustlaan;227;;;75684,288;227801,05;SDU;;0;1;0;1;Y;NA;7;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321346;Kustlaan;271;;;75774;227835;SDU;;0;1;0;1;Y;NA;8;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762500;Kustlaan;245;;;75731,116;227818,653;MDU;;8;1;1;10;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321347;Kustlaan;273;;;75806;227847;SDU;;0;1;0;1;N;ORN;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762501;Kustlaan;251;;;75740,733;227822,605;MDU;;6;0;0;6;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321349;Kustlaan;303;;;75865,712;227868,62;SDU;;0;1;0;1;N;ORN;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762503;Kustlaan;255;;;75746,876;227825,273;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321350;Zeedijk-Het Zoute;778;;;75694;227865;SDU;;1;0;0;1;N;ORN;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762504;Kustlaan;257;;;75749,06;227826,08;MDU;;6;0;1;7;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321351;Zeedijk-Het Zoute;786;;;75730,763;227879,86;SDU;;0;1;0;1;N;ORN;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762505;Kustlaan;259;;;75752,448;227826,846;SDU;;0;1;0;1;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321352;Zeedijk-Het Zoute;792;;;75785,575;227904,573;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762508;Kustlaan;261;;;75754,965;227828,033;MDU;;6;0;1;7;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321354;Zeedijk-Het Zoute;804;;;75829,318;227923,71;MDU;;8;0;1;9;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762510;Kustlaan;263;;;75758,543;227829,178;MDU;;6;0;1;7;N;IRREG;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321355;Zeedijk-Het Zoute;795;;;75790,718;227907,288;MDU;;8;1;1;10;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762513;Kustlaan;265;;;75761,042;227830,237;SDU;;0;1;0;1;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321356;Zeewindstraat;2;;;75758,682;227885,1;MDU;;50;1;4;55;N;ORN;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;2762515;Kustlaan;267;;;75765,543;227832,178;SDU;;0;1;0;1;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321357;Zeewindstraat;3;;;75784;227892;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762518;Kustlaan;275;;;75811,543;227849,178;MDU;;6;1;1;8;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321358;Zeewindstraat;8;;;75766,215;227862,044;MDU;;20;1;1;22;N;ORN;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762519;Kustlaan;279;;;75817,543;227852,179;MDU;;6;1;1;8;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;;NB-8300664da5455;Zeedijk-Knokke;664;;;74973,0;227670,0;MDU;;28;0;0;28;N;IRREG;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321359;Zeewindstraat;15;;;75797;227862;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762521;Kustlaan;281;;;75825,21;227854,084;MDU;;6;0;1;7;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321360;Zeewindstraat;14;;;75774,163;227849,371;MDU;;7;0;0;7;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762524;Kustlaan;283;;;75827,14;227854,905;SDU;;1;0;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321361;Zeewindstraat;17;;;75800,41;227852,63;MDU;;10;0;1;11;N;ORN;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762525;Kustlaan;285;;;75831,118;227856,846;SDU;;0;1;0;1;N;IRREG;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321362;Strandstraat;1;;;75695,581;227859,017;MDU;;16;0;1;17;N;ORN;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762527;Kustlaan;287;;;75833;227858;SDU;;0;1;0;1;N;ORN;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0412;321363;Strandstraat;13;;;75711,523;227822,455;SDU;;0;1;0;1;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762529;Kustlaan;289;;;75839,543;227860,179;MDU;;6;1;0;7;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321364;Ebbestraat;1;;;75861,97;227879,98;MDU;;5;0;1;6;N;ORN;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762530;Kustlaan;291;;;75845,543;227862,179;MDU;;11;1;0;12;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321365;Ebbestraat;9;;;75837,522;227927,562;MDU;;15;0;1;16;N;IRREG;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;2762538;Kustlaan;301;;;75860,163;227865,986;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0413;321366;Ebbestraat;15;;;75845,406;227910,274;MDU;;2;;;2;Y;NA;4;;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762540;Kustlaan;307;;;75892,148;227879,908;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;321985;Zeedijk-Het Zoute;807;;;75861,611;227937,089;SDU;;0;1;0;1;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762541;Kustlaan;313;;;75906,31;227885,651;MDU;;6;0;1;7;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;321986;Zeedijk-Het Zoute;814;;;75907,674;227956,839;MDU;;14;0;1;15;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762543;Kustlaan;315;;;75909,065;227886,459;SDU;;0;1;0;1;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;321987;Zeedijk-Het Zoute;816;;;75919,475;227962,045;SDU;;0;1;0;1;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762544;Kustlaan;317;;;75913,07;227887,747;SDU;;0;1;0;1;N;IRREG;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;321988;Zeedijk-Het Zoute;819;;;75932,766;227968,311;SDU;;0;1;0;1;Y;NA;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762547;Kustlaan;319;;;75915,475;227888,757;MDU;;6;0;1;7;N;IRREG;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;321989;Kustlaan;305;;;75886;227878;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762548;Kustlaan;321;;;75919,498;227890,034;MDU;;9;0;1;10;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;321992;Kustlaan;337;;;75947,371;227899,868;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762549;Kustlaan;323;;;75922,829;227891,045;SDU;;0;1;0;1;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;321994;Ebbestraat;2;;;75885,962;227882,047;MDU;;24;0;1;25;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762551;Kustlaan;325;;;75931,025;227894,158;SDU;;0;1;0;1;N;IRREG;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;321996;Ebbestraat;10;;;75872,542;227910,179;MDU;;51;0;2;53;N;ORN;9;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762552;Kustlaan;327;;;75933,21;227895,013;MDU;;12;0;1;13;N;IRREG;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;322000;De Wielingen;1;;;75968,902;227914,44;MDU;;17;0;1;18;N;ORN;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762554;Kustlaan;331;;;75936,731;227896,475;SDU;;0;1;0;1;N;IRREG;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;322281;Golvenstraat;1;;;75599,413;227819,874;MDU;;6;1;;7;Y;NA;4;;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762555;Kustlaan;335;;;75945,525;227899,193;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;322282;Golvenstraat;3;;;75602;227814;MDU;;6;0;1;7;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762558;Kustlaan;339;;;75951,566;227901,414;MDU;;12;0;1;13;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;322283;Strandstraat;6;;;75683,187;227845,665;SDU;;1;;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762561;Kustlaan;343;;;75956,864;227902,594;SDU;;0;1;0;1;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;322284;Strandstraat;22;;;75692,398;227813,099;MDU;;14;0;1;15;N;ORN;7;Review Required;BUILDING template
KNOKKE-HEIST - FH04;BL0414;2762564;Kustlaan;345;;;75959,167;227903,425;MDU;;6;0;1;7;Y;NA;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0411;322286;Zeedijk-Het Zoute;777;;;75677,963;227857,699;SDU;;1;0;0;1;N;ORN;10;_;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2762907;Lichttorenplein;1;B;;74972,947;227596,728;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0411;322287;Kustlaan;231;;;75690,261;227803,458;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;2762909;Lichttorenplein;4;;;74872,116;227555,369;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0411;322289;Kustlaan;187;;;75620,166;227777,13;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2762913;Lichttorenplein;7;;;74964;227616;SDU;;0;1;0;1;Y;NA;7;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;2762922;Lichttorenplein;14;;;74896,853;227610,977;MDU;;7;1;0;8;N;IRREG;8;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;323112;Kustlaan;1;;;74861,771;227551,754;MDU;;114;4;;118;Y;NA;4;;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2763519;Marie-Josestraat;6;;;75024,406;227647,637;MDU;;15;1;;16;Y;NA;4;;BUILDING template
KNOKKE-HEIST - FH04;BL0401;323113;Kustlaan;11;;;74894,011;227563,681;MDU;;58;;;58;Y;NA;4;;BUILDING template
KNOKKE-HEIST - FH04;BL0403;2763522;Marie-Josestraat;8;;;75028,09;227640,438;SDU;;1;;;1;Y;NA;2;;BUILDING template
KNOKKE-HEIST - FH04;BL0401;334954;Zeedijk-Knokke;649;;;74840,382;227629,724;MDU;;8;1;;9;Y;NA;4;;BUILDING template
KNOKKE-HEIST - FH04;BL0404;2763524;Marie-Josestraat;9;;;75045,546;227654,173;MDU;;9;0;0;9;Y;NA;6;_;BUILDING template
KNOKKE-HEIST - FH04;BL0401;334955;Zeedijk-Knokke;650;;;74847,193;227627,548;SDU;;0;1;0;1;N;IRREG;7;_;BUILDING template
