Projectnummer;Blok;Straat;Huisnummer;Huisnummer Toevoeging;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Opdrachttemplate
ANTWERPEN-WEST - FH07;BL0724;Kronenburgstraat;26;;151854,012;211354,5326;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;33;;151789,022;211239,7239;SDU;;0;1;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0710;Nationalestraat;28;;152162;211925;MDU;;0;6;0;6;Y;NA;7;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;9;;151877,0133;211890,3513;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Pompstraat;33;;151998,3043;211699,2355;MDU;D;4;0;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Kronenburgstraat;28;;151861,8768;211353,0201;MDU;D;5;2;0;7;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;35;;151791,8298;211229,6681;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Waaistraat;2;;151992;211839;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;31;;151857,9602;211822,6041;MDU;;4;0;0;4;N;MON;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Salm-Salmstraat;2;;152045,9036;211703,8844;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Kronenburgstraat;30;;151876,3209;211350,4489;SDU;;0;1;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;37;;151792,447;211201,8038;MDU;D;3;1;1;5;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;48;;151931;211778;SDU;;0;1;0;1;Y;NA;6;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;33;;151855,4504;211813,8696;MDU;D;1;1;1;3;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Salm-Salmstraat;4;;152045,3978;211698,7186;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Kronenburgstraat;34;;151893,7143;211346,8946;MDU;;8;3;0;11;N;MON;2;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;39;;151799,5007;211187,4303;SDU;;0;1;2;3;Y;NA;2;BUILDING template
ANTWERPEN-WEST - FH07;BL0719;Korte Vlierstraat;10;;151875;211678;MDU;XC;8;0;2;10;N;ORN;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;51;;151845,3756;211773,5982;MDU;D;1;1;1;3;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Salm-Salmstraat;6;;152031,7627;211693,5141;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Kronenburgstraat;38;;151925,0981;211340,996;SDU;;0;1;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;43;;151791,5888;211173,7729;MDU;;5;0;0;5;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0719;Korte Vlierstraat;4;;151835;211699;MDU;D;2;1;0;3;N;ORN;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;59;;151855;211740;SDU;;0;1;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Salm-Salmstraat;8;;152034,4888;211681,0508;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Kronenburgstraat;40;;151933,0386;211339,3322;MDU;XC;5;1;0;6;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;45;;151791,7012;211168,3804;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0719;Sint-Andriesplaats;25;;151889;211675;SDU;;0;1;0;1;N;IRREG;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Korte Riddersstraat;11;;152050,92;211966,53;MDU;D;6;0;0;6;N;IRREG;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Korte Vlierstraat;1;;151833,5143;211722,7532;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Salm-Salmstraat;14;;152028,5583;211673,7814;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Scheldestraat;39;;151791,7738;211343,8697;MDU;D;6;0;0;6;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;47;;151792,7771;211162,8852;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;13;;151891;211868;MDU;D;5;1;0;6;N;IRREG;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;19;;151839,8099;211388,4119;MDU;D;2;0;0;2;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Korte Vlierstraat;3;;151839,9422;211719,3872;MDU;D;3;1;1;5;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Salm-Salmstraat;16;;152027,5041;211668,4076;MDU;D;5;0;0;5;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Scheldestraat;41;;151798,2018;211338,9541;MDU;D;3;0;0;3;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;49;;151792,7653;211157,1293;MDU;D;3;0;0;3;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Lange Riddersstraat;55;;151941,7889;211763,1085;SDU;;0;1;0;1;N;ORN;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Volkstraat;6;;151948,3145;211330,1062;SDU;;0;1;0;1;N;IRREG;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Korte Vlierstraat;5;;151845,5903;211718,4433;MDU;D;1;1;1;3;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Steenbergstraat;1;;151991,2391;211687,122;SDU;;1;0;0;1;Y;NA;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Scheldestraat;43;;151803,0417;211335,5511;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;51;;151792,6034;211151,9936;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Lange Riddersstraat;61;;151940,1937;211748,8967;SDU;;1;0;0;1;N;MON;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Willem Lepelstraat;7;;151836;211485;MDU;C;10;0;2;12;N;IRREG;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Korte Vlierstraat;7;;151850,8964;211717,0418;MDU;D;3;0;1;4;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Steenbergstraat;5;;151996,0994;211682,6116;MDU;D;4;0;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Scheldestraat;45;;151808,9403;211330,4843;SDU;;0;1;0;1;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;53;;151792,8845;211146,5215;SDU;;0;1;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Lange Riddersstraat;63;;151939,0336;211745,9963;SDU;;1;0;0;1;N;MON;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Willem Lepelstraat;11;;151877;211485;MDU;XA;12;0;2;14;N;IRREG;6;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Korte Vlierstraat;9;;151855,5024;211714,6067;MDU;D;2;1;1;4;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0710;Nationalestraat;18;;152183,7523;211967,6592;SDU;;0;1;0;1;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Steenbergstraat;7;;152001,006;211680,1888;MDU;D;2;1;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Scheldestraat;49;;151817,4102;211323,905;SDU;;0;1;0;1;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;55;;151791,4742;211140,7743;SDU;;0;1;0;1;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Lange Riddersstraat;65;;151937,1483;211742,0808;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0726;Prekersstraat;55;;151971;211575;SDU;;0;1;0;1;Y;NA;2;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Korte Vlierstraat;11;;151862,9294;211713,9479;MDU;D;2;0;1;3;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0710;Nationalestraat;20;;152182,9291;211963,3665;SDU;;0;1;0;1;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Steenbergstraat;9;;152007,0145;211676,1559;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Scheldestraat;53;;151824,5188;211319,5189;MDU;XC;6;0;0;6;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;57;;151790,6076;211134,9224;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Lange Riddersstraat;69;;151935,2631;211735,99;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Korte Vlierstraat;13;;151869,1012;211710,2271;MDU;D;1;1;1;3;N;ORN;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0710;Nationalestraat;22;;152178,0364;211959,5039;MDU;D;1;1;0;2;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Steenbergstraat;13;;152012,039;211671,1414;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;59;;151790,8863;211127,4643;MDU;D;2;1;0;3;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Lange Riddersstraat;71;;151932,7253;211730,6243;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Van Craesbeeckstraat;9;;151983;211515;SDU;;1;0;0;1;Y;NA;15;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Korte Riddersstraat;13;;152045,76;211952,89;MDU;D;6;0;0;6;N;IRREG;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Korte Vlierstraat;15;;151874,2102;211705,1011;SDU;;0;1;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0710;Nationalestraat;24;;152174,8051;211954,7517;MDU;D;0;2;0;2;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Steenbergstraat;17;;152016,965;211667,7529;MDU;D;4;0;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Scheldestraat;59;;151842,5928;211304,7723;MDU;D;9;1;0;10;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;35;A;151791,5421;211214,3504;MDU;D;1;2;0;3;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Lange Riddersstraat;77;;151930,26;211725,4762;SDU;;0;1;0;1;N;MON;2;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Van Craesbeeckstraat;28;;151949;211477;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Korte Vlierstraat;19;;151882,1138;211700,968;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0710;Nationalestraat;26;;152171,2113;211950,5154;MDU;D;4;1;0;5;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Steenbergstraat;19;;152023,5106;211662,5167;MDU;D;5;0;0;5;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Scheldestraat;61;;151857,7932;211293,2019;SDU;;0;1;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Lange Riddersstraat;79;;151927,8671;211720,2555;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0710;Nationalestraat;32;;152147,0536;211902,7907;SDU;;0;1;0;1;Y;NA;7;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Korte Vlierstraat;21;;151885,8842;211699,1553;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0710;Steenhouwersvest;40;;152139,0272;211974,3077;MDU;;6;1;0;7;N;ORN;6;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Scheldestraat;63;;151865,5824;211286,1689;MDU;D;2;0;0;2;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Scheldestraat;42;;151795,0218;211302,8331;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Pompstraat;10;;151993,7781;211731,6395;SDU;;1;0;0;1;N;IRREG;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0705;Steenhouwersvest;3;;151992,3847;212038,8273;SDU;;0;1;0;1;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Korte Vlierstraat;23;;151890,0898;211697,27;SDU;;1;0;0;1;N;IRREG;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0710;Steenhouwersvest;42;;152146,0343;211972,8903;MDU;D;4;1;0;5;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Franckenstraat;20;;152075,4744;211697,9627;MDU;D;3;2;0;5;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Scheldestraat;65;;151871,1785;211282,0096;MDU;D;4;0;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Scheldestraat;44;;151798,9261;211298,0655;MDU;D;4;0;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Pompstraat;12;;151989,21;211728,7391;MDU;D;2;0;0;2;N;IRREG;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0719;Kloosterstraat;141;;151793;211621;MDU;C;16;0;2;18;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;11;;151784;211309;MDU;D;4;1;0;5;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;2;;151979,4938;211883,329;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0710;Steenhouwersvest;44;;152150,9691;211973,5218;SDU;;0;1;0;1;Y;NA;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Nationalestraat;80;;152083,7343;211694,9653;MDU;D;1;1;0;2;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Scheldestraat;67;;151876,5478;211278,2284;MDU;D;2;0;0;2;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Scheldestraat;46;;151802,262;211293,1833;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Pompstraat;14;;151986,7447;211724,7511;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;15;;151878;211858;SDU;;0;1;0;1;N;MON;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Van Craesbeeckstraat;26;;151951;211483;MDU;D;4;0;0;4;N;IRREG;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;4;;151975,5058;211879,631;MDU;D;4;0;1;5;N;IRREG;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0710;Steenhouwersvest;46;;152156,7998;211973,629;MDU;XC;4;1;0;5;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Nationalestraat;82;;152079,6195;211688,4681;MDU;D;4;1;0;5;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Scheldestraat;69;;151881,3877;211274,0691;MDU;D;4;0;0;4;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Scheldestraat;48;;151805,6868;211291,4285;MDU;D;4;0;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Pompstraat;16;;151984,1344;211720,473;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;41;;151789;211183;SDU;;0;1;0;1;Y;NA;2;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;6;;151971,9528;211875,0629;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0710;Steenhouwersvest;48;;152163,1553;211973,5109;SDU;;0;1;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Nationalestraat;84;;152070,8154;211684,4785;SDU;;0;1;0;1;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Scheldestraat;71;;151886,0764;211270,7417;MDU;D;5;0;0;5;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Scheldestraat;50;;151807,6602;211283,4253;SDU;;0;1;0;1;Y;NA;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Pompstraat;18;;151981,6691;211716,195;MDU;D;4;0;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0701;Heilige Geeststraat;1;;152026,1339;212111,4728;MDU;D;4;0;0;4;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;17;;151837,82;211398,36;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;10;;151970,0676;211868,9721;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0710;Steenhouwersvest;50;;152169,6626;211971,5414;MDU;D;2;1;0;3;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Nationalestraat;86;;152073,8651;211675,8366;MDU;;12;1;0;13;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Scheldestraat;73;;151890,2357;211267,1117;MDU;D;4;0;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Scheldestraat;52;;151817,3684;211281,1449;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Pompstraat;20;;151979,6388;211711,6994;MDU;D;2;0;0;2;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Kloosterstraat;155;;151784;211487;SDU;;0;1;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0726;Prekersstraat;41;;151947;211581;SDU;;0;1;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;12;;151965,717;211863,1714;MDU;D;2;0;1;3;N;ORN;2;BUILDING template
ANTWERPEN-WEST - FH07;BL0710;Steenhouwersvest;52;;152176,493;211970,7438;SDU;;0;1;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Nationalestraat;88;;152072,3579;211670,6295;MDU;D;0;2;0;2;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Scheldestraat;75;;151894,5462;211263,5574;MDU;D;4;0;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Scheldestraat;54;;151821,8608;211277,6184;MDU;D;1;1;0;2;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Pompstraat;24;;151976,5934;211707,0588;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Steenhouwersvest;34;;152082,47;211984,3102;MDU;D;3;0;0;3;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;16;;151959,4812;211858,7483;MDU;D;2;0;0;2;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0710;Steenhouwersvest;54;;152186,2428;211974,0908;MDU;D;2;1;0;3;N;ORN;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Nationalestraat;90;;152069,0484;211662,5891;MDU;XC;11;2;0;13;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Volkstraat;2;;151941,8109;211337,0635;SDU;;0;1;0;1;N;IRREG;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Scheldestraat;56;;151826,9344;211273,6562;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Pompstraat;26;;151976,5209;211701,2581;MDU;D;2;0;0;2;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0701;Hoogstraat;55;;152022,9418;212119,228;MDU;D;4;0;0;4;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;18;;151956,3633;211853,7452;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Nationalestraat;94;;152070,0588;211652,6567;MDU;D;1;1;0;2;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Volkstraat;8;;151943,6127;211322,8528;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Scheldestraat;58;;151832,647;211270,9522;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Pompstraat;28;;151973,9831;211696,3999;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0702;Bergstraat;1;;152150,7801;212078,7093;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kloosterstraat;161;;151783;211468;MDU;D;2;1;0;3;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;22;;151954,1155;211848,6695;MDU;D;2;0;0;2;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Nationalestraat;96;;152065,489;211644,604;MDU;D;10;1;0;11;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Volkstraat;10;;151943,3234;211316,5696;MDU;XC;8;0;0;8;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Scheldestraat;60;;151830,6983;211258,0246;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Pompstraat;30;;151969,3425;211692,9195;MDU;D;4;0;0;4;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;19;;151864;211853;MDU;D;3;1;1;5;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0703;Bergstraat;16;;152179,3171;212057,2671;MDU;XC;3;0;0;3;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;24;;151951,707;211844,6913;SDU;;1;0;0;1;N;ORN;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Nationalestraat;100;;152064,1525;211635,7814;MDU;D;2;1;0;3;N;ORN;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Volkstraat;12;;151936,5173;211313,0152;MDU;C;6;1;0;7;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Scheldestraat;68;;151854,0962;211255,1837;MDU;D;2;1;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Rijke Beukelaarstraat;4;;151954,4781;211758,3954;SDU;;1;0;0;1;N;MON;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Van Craesbeeckstraat;24;;151951;211488;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Scheldestraat;51;;151822,56;211327,48;MDU;XC;6;0;0;6;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;30;;151948,3873;211836,4879;MDU;XC;8;0;2;10;N;ORN;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Salm-Salmstraat;1;;152068,2387;211700,6221;MDU;D;3;0;0;3;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Volkstraat;14;;151933,8704;211308,9316;MDU;C;6;1;0;7;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Scheldestraat;70;;151858,2196;211250,4956;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Rijke Beukelaarstraat;6;;151957,741;211755,495;MDU;D;4;0;0;4;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;25;A;151787;211261;MDU;C;7;0;0;7;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;3;;152007,4594;211895,1443;MDU;D;3;0;0;3;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;32;;151947,0096;211831,5573;MDU;D;5;0;1;6;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Salm-Salmstraat;3;;152066,2247;211692,7247;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Volkstraat;16;;151928,9549;211303,8648;MDU;D;4;1;0;5;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Scheldestraat;72;;151865,5492;211245,7874;SDU;;0;1;0;1;Y;NA;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Rijke Beukelaarstraat;8;;151965,6706;211753,3377;MDU;D;2;1;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Graaf van Egmontstraat;31;A;151789;211246;SDU;;1;0;2;3;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;5;;152013,5731;211891,2325;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;34;;151945,3419;211826,1191;SDU;;0;1;0;1;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Salm-Salmstraat;7;;152060,7701;211680,9617;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Volkstraat;18;;151924,72;211299,7055;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Scheldestraat;76;;151872,482;211240,3304;MDU;D;3;0;0;3;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Rijke Beukelaarstraat;10;;151969,56;211751,1445;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0714;Franckenstraat;5;;152040;211738;SDU;;0;1;0;1;Y;NA;1;BUILDING template
