Projectnummer;Blok;Straat;Huisnummer;Huisnummer Toevoeging;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Opdrachttemplate
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;9;;152024,5216;211890,5312;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;38;;151946,212;211820,0283;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Salm-Salmstraat;9;;152057,8472;211675,3255;SDU;;0;1;0;1;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Volkstraat;20;;151921,1351;211294,6877;MDU;D;4;1;0;5;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;36;;151881,433;211237,0687;MDU;D;0;2;0;2;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Rijke Beukelaarstraat;12;;151974,6357;211747,374;SDU;;0;1;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0714;Franckenstraat;23;;152083;211713;MDU;D;8;0;0;8;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;11;;152028,6924;211883,4536;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;40;;151945,922;211816,3304;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Salm-Salmstraat;11;;152055,5027;211669,7948;MDU;D;5;0;0;5;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Volkstraat;22;;151914,6621;211286,6982;MDU;A;8;1;1;10;Y;NA;6;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;38;;151877,6343;211231,0543;MDU;XA;5;1;0;6;Y;NA;6;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Rijke Beukelaarstraat;14;;151979,5663;211744,4736;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0704;Kammenstraat;13;;152209,1641;212037,4781;MDU;D;3;0;0;3;N;ORN;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;13;;152037,3562;211877,6733;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;42;;151944,6893;211812,9949;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Salm-Salmstraat;13;;152052,5738;211664,754;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Volkstraat;26;;151909,8222;211278,9846;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;40;;151835,2474;211217,5269;SDU;;0;1;0;1;N;MON;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Rijke Beukelaarstraat;16;;151981,8866;211742,0808;MDU;D;4;0;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;21;;151878;211843;MDU;;5;1;0;6;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Kronenburgstraat;10;;151809,016;211363,1537;SDU;;0;1;0;1;Y;NA;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;15;;152041,1992;211875,2804;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;44;;151941,8614;211810,1671;SDU;;0;1;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Salm-Salmstraat;15;;152049,5131;211659,7005;MDU;D;2;1;0;3;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Volkstraat;28;;151905,9654;211274,6741;MDU;D;0;2;0;2;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;42;;151860,7865;211213,5707;MDU;XA;6;0;0;6;Y;NA;6;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Rijke Beukelaarstraat;18;;151988,0499;211740,3406;MDU;D;2;0;0;2;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Kronenburgstraat;18;;151829,8881;211358,8431;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;17;;152045,5498;211873,3952;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;46;;151943,0216;211804,9464;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Steenbergstraat;21;;152042,7074;211652,2589;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Volkstraat;30;;151902,7135;211270,3636;MDU;D;1;1;0;2;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;44;;151857,2271;211209,4794;MDU;XA;5;1;0;6;Y;NA;6;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Rijke Beukelaarstraat;20;;151992,2554;211738,3828;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0702;Leeuwenstraat;13;;152144,0203;212076,3829;SDU;D;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;23;;151857,1125;211386,0676;SDU;;0;1;0;1;Y;NA;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;19;;152050,7469;211872,142;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;52;;151885,2139;211759,1341;SDU;;0;1;0;1;N;ORN;2;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Steenbergstraat;23;;152048,7036;211648,4989;SDU;;1;0;0;1;Y;NA;15;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Volkstraat;32;;151900,218;211266,053;MDU;D;4;1;0;5;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;46;;151853,674;211204,8958;MDU;D;3;2;0;5;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Rijke Beukelaarstraat;22;;151996,3885;211736,0625;MDU;D;4;0;0;4;N;MON;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Kronenburgstraat;33;;151906,2679;211376,4634;MDU;D;4;0;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;21;;152056,6239;211869,8038;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Steenbergstraat;25;;152054,676;211645,4282;SDU;;1;0;0;1;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Volkstraat;34;;151898,7055;211260,6837;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;48;;151851,4864;211199,5178;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Sint-Andriesplaats;6;;151930,0323;211712,1033;MDU;D;0;2;0;2;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Willem Lepelstraat;15;;151915;211519;MDU;XA;50;0;2;52;N;IRREG;13;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;23;;152061,8643;211865,7817;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;60;;151919,3836;211748,9692;MDU;D;6;0;1;7;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Steenbergstraat;27;;152058,2297;211640,7383;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;50;;151850,7143;211192,8925;MDU;XC;5;1;0;6;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Sint-Andriesplaats;9;;151936,1332;211708,0739;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0722;Willem Lepelstraat;18;;151828;211461;MDU;D;3;1;0;4;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;25;;152068,9703;211864,4041;MDU;D;5;0;0;5;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Lange Riddersstraat;62;;151910,3199;211726,7813;MDU;D;7;0;1;8;N;ORN;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Sint-Andriesplaats;10;;151938,8886;211706,1162;SDU;;1;0;0;1;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Drukkerijstraat;12;;152113,71;211945,32;SDU;D;0;1;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Willem Lepelstraat;25;A;151984;211444;MDU;D;5;0;2;7;N;IRREG;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;27;;152076,3402;211860,9567;MDU;D;2;0;0;2;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Muntstraat;6;;151960,7139;211899,7161;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;58;;151830,168;211176,1294;SDU;;0;1;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Sint-Andriesplaats;11;;151942,659;211704,1584;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0702;Leeuwenstraat;11;;152145,1578;212081,0592;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0708;Muntstraat;13;;151975,8627;211912,6489;MDU;D;2;1;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;29;;152081,9644;211858,8082;SDU;;1;0;0;1;N;ORN;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Muntstraat;8;;151965,7895;211896,8882;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;60;;151824,9523;211170,7886;MDU;C;6;1;0;7;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Sint-Andriesplaats;12;;151946,067;211702,0557;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0704;Nationalestraat;6;;152222,9019;212060,0064;SDU;;0;1;0;1;Y;NA;18;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;31;;152088,0403;211855,1953;MDU;D;2;0;0;2;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Muntstraat;10;;151971,4452;211894,3504;MDU;D;2;1;0;3;N;MON;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;62;;151814,5437;211165,5886;MDU;;10;2;0;12;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Sint-Andriesplaats;13;;151949,5474;211701,5481;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0714;Nationalestraat;76;;152091;211717;SDU;;0;1;0;1;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;33;;152095,0454;211852,2992;MDU;D;4;0;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Muntstraat;12;;151973,8381;211892,3926;SDU;;1;0;0;1;N;MON;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;66;;151813,5631;211153,708;MDU;XC;2;1;0;3;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Sint-Andriesplaats;14;;151952,6653;211697,6326;MDU;D;4;0;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0717;Nationalestraat;92;;152069;211651;MDU;;6;1;0;7;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;35;;152099,7218;211850,8458;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Muntstraat;14;;151978,1886;211890,2174;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;68;;151810,4343;211147,8603;MDU;D;4;0;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Sint-Andriesplaats;15;;151955,7107;211694,3697;MDU;D;5;0;0;5;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0702;Leeuwenstraat;9;;152145,6633;212084,8508;SDU;;0;1;0;1;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0718;Nationalestraat;114;A;152045;211585;SDU;;0;1;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;37;;152107,0522;211847,8757;MDU;D;2;0;0;2;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Muntstraat;16;;151982,4667;211887,607;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;70;;151807,1566;211143,0098;MDU;D;4;1;0;5;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Sint-Andriesplaats;16;;151960,5689;211692,5569;SDU;;1;0;0;1;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Nationalestraat;140;;152005;211461;MDU;;24;0;0;24;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Augustijnenstraat;41;;152114,7618;211843,2626;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Sint-Andriesplaats;1;;151895,7455;211695,9649;MDU;D;3;0;1;4;N;ORN;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;72;;151803,8801;211137,6663;MDU;D;4;1;0;5;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Sint-Andriesplaats;17;;151966,5871;211689,004;SDU;;0;1;0;1;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0721;Nationalestraat;142;;152007;211460;SDU;;0;1;0;1;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Drukkerijstraat;6;;152112,7396;211971,0396;MDU;XA;5;1;0;6;Y;NA;6;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Sint-Andriesplaats;2;;151899,8785;211702,9983;MDU;D;4;0;1;5;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;74;;151801,0729;211132,1695;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;27;;151862;211843;SDU;D;1;0;0;1;Y;NA;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;61;;151838,7434;211756,3458;SDU;;0;1;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0708;Oever;13;;151965,1199;211973,5041;SDU;;0;1;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Drukkerijstraat;8;;152114,9514;211963,7091;MDU;D;3;1;0;4;N;IRREG;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Sint-Andriesplaats;3;;151904,0841;211711,8444;MDU;;9;0;0;9;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;76;;151797,454;211123,1959;SDU;;0;1;1;2;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0702;Leeuwenstraat;7;;152147,0536;212089,148;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Drukkerijstraat;10;;152110,6881;211936,4612;MDU;A;8;0;1;9;N;ORN;6;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Franckenstraat;4;;152012;211725;MDU;D;4;0;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0726;Prekersstraat;51;;151967,58;211581,05;MDU;D;3;0;0;3;N;IRREG;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0705;Vrijdagmarktstraatje;2;;152050;212028;SDU;;0;1;0;1;N;IRREG;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Drukkerijstraat;14;;152088,6805;211945,8808;SDU;;0;1;0;1;N;ORN;6;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;29;;151866;211829;MDU;D;3;1;1;5;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Muntstraat;2;;151918;211913;SDU;;0;1;0;1;N;HEIGHT;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Augustijnenstraat;2;;152011,0353;211873,5402;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0726;Prekersstraat;71;;152006;211568;SDU;;0;1;0;1;Y;NA;12;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Kloosterstraat;147;;151790;211563;MDU;C;6;0;1;7;N;IRREG;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Drukkerijstraat;22;;152115,9624;211919,3474;MDU;XA;8;2;1;11;N;ORN;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Augustijnenstraat;4;;152005,3071;211877,2382;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0701;Reyndersstraat;2;A;152057,2277;212162,7845;MDU;D;8;0;0;8;N;ORN;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Kloosterstraat;145;;151791;211570;MDU;C;6;0;1;7;N;ORN;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Drukkerijstraat;26;;152111,4757;211899,2519;MDU;XC;4;0;1;5;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0712;Augustijnenstraat;18;;152102,0212;211807,3108;MDU;XC;8;0;2;10;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0708;Korte Riddersstraat;14;;152027;211968;MDU;XC;26;0;0;26;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Lange Riddersstraat;73;;151942,0;211725,27;MDU;D;3;0;0;3;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;43;;151841;211792;SDU;;1;0;0;1;NA;IRREG;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Korte Riddersstraat;1;;152053,2746;211987,9122;SDU;;1;0;0;1;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0712;Augustijnenstraat;20;;152102,0212;211807,3107;MDU;XC;8;0;2;10;N;ORN;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Korte Riddersstraat;15;2;152073;211937;SDU;;1;0;0;1;N;IRREG;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0719;Kloosterstraat;75;;151816;211705;SDU;;0;1;0;1;NA;IRREG;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Korte Riddersstraat;3;;152053,401;211982,7304;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0702;Leeuwenstraat;5;;152148,0647;212093,5715;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Korte Riddersstraat;17;2;152056,1183;211915,303;MDU;XC;7;0;0;7;N;IRREG;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0719;Kloosterstraat;97;;151798;211659;MDU;D;4;1;0;5;NA;IRREG;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Korte Riddersstraat;5;;152054,4753;211979,0651;MDU;D;3;0;0;3;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Lange Riddersstraat;1;;151997,5486;211881,9513;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0708;Korte Riddersstraat;18;;152009,7344;211929,7743;SDU;;0;1;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0719;Kloosterstraat;99;;151797;211655;SDU;;0;1;0;1;NA;IRREG;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Lange Riddersstraat;3;;151993,4718;211876,8328;SDU;;1;0;0;1;N;ORN;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Lange Riddersstraat;9;;151983;211861;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0715;Lange Riddersstraat;65;;151939,66;211739,86;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Lange Riddersstraat;5;;151988,8521;211869,1401;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Lange Riddersstraat;11;;151983;211862;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Korte Riddersstraat;15;;152072,675;211933,8819;SDU;;1;0;0;1;N;IRREG;2;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Lange Riddersstraat;7;;151985,7797;211865,0955;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Lange Riddersstraat;17;;151977;211855;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Lange Riddersstraat;13;;151982,3825;211861,2269;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0711;Kloosterstraat;35;;151863;211801;MDU;D;6;1;1;8;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0713;Rijke Beukelaarstraat;7;;151973;211769;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Korte Riddersstraat;19;;152032,9104;211931,3012;MDU;D;6;0;0;6;N;IRREG;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Lange Riddersstraat;15;;151976,8834;211856,9356;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Salm-Salmstraat;12;;152034;211674;MDU;D;4;0;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Lange Riddersstraat;19;;151974,2608;211848,6011;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0702;Leeuwenstraat;1;;152149,2022;212100,0172;MDU;D;1;1;0;2;N;ORN;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Scheldestraat;57;;151833,3667;211312,4859;MDU;D;2;1;0;3;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Korte Riddersstraat;23;;152014,0947;211902,0956;SDU;;0;1;0;1;N;ORN;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Lange Riddersstraat;21;;151972,2429;211844,1014;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0716;Steenbergstraat;11;;152003;211672;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Korte Riddersstraat;25;;152010,3663;211908,7309;SDU;;1;0;0;1;N;ORN;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0712;Nationalestraat;50;;152102,0212;211807,3107;MDU;XA;12;0;2;14;N;ORN;7;BUILDING template
ANTWERPEN-WEST - FH07;BL0705;Steenhouwersvest;19;;152028,8101;212030,0856;MDU;D;3;0;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Korte Riddersstraat;27;;152006,4326;211903,6754;MDU;D;1;1;0;2;N;GLASS;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0712;Nationalestraat;56;;152102,0212;211807,3108;MDU;XA;10;0;2;12;N;ORN;7;BUILDING template
ANTWERPEN-WEST - FH07;BL0706;Steenhouwersvest;29;;152070,9056;212011,4833;SDU;;0;1;0;1;N;ORN;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0706;Steenhouwersvest;31;;152077,5409;212011,1674;MDU;XC;6;0;0;6;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Korte Riddersstraat;29;;152006,6379;211900,579;SDU;;1;0;0;1;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0712;Nationalestraat;58;;152102,0212;211807,3107;SDU;;0;1;0;1;N;ORN;7;BUILDING template
ANTWERPEN-WEST - FH07;BL0706;Steenhouwersvest;43;;152089,088;212007,9693;MDU;D;2;1;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Steenhouwersvest;32;;152075,5819;211985,8268;MDU;D;4;1;0;5;Y;NA;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Korte Riddersstraat;31;;152004,4261;211897,3561;SDU;;1;0;0;1;N;ORN;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0712;Nationalestraat;60;;152102,0212;211807,3107;SDU;;0;1;0;1;N;ORN;6;BUILDING template
ANTWERPEN-WEST - FH07;BL0706;Steenhouwersvest;45;;152095,3614;212004,848;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0707;Steenhouwersvest;61;;152166,2644;211996,8225;MDU;D;0;5;0;5;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Nationalestraat;36;;152119,3959;211881,7337;MDU;D;2;1;0;3;N;ORN;3;BUILDING template
ANTWERPEN-WEST - FH07;BL0712;Nationalestraat;62;;152102,0212;211807,3107;MDU;XA;10;0;2;12;N;ORN;7;BUILDING template
ANTWERPEN-WEST - FH07;BL0706;Steenhouwersvest;49;;152101,112;212003,521;MDU;D;1;1;0;2;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0724;Volkstraat;4;;151949,827;211335,9292;MDU;XA;25;0;1;26;N;IRREG;7;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Nationalestraat;42;;152115,8361;211848,1917;MDU;D;3;1;0;4;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Pastoor Visschersplein;1;;152005,8655;211867,4822;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0706;Steenhouwersvest;51;;152105,7251;212002,0675;MDU;XC;2;1;0;3;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Nationalestraat;44;;152116,1207;211842,8547;SDU;;0;1;0;1;Y;NA;1;BUILDING template
ANTWERPEN-WEST - FH07;BL0723;Pastoor Visschersplein;5;;151992,3018;211863,4188;SDU;;1;0;0;1;N;ORN;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0706;Vrijdagmarkt;12;;152108,4424;212017,1707;MDU;D;1;2;0;3;Y;NA;4;BUILDING template
ANTWERPEN-WEST - FH07;BL0725;Volkstraat;64;;151820;211158;MDU;XC;6;1;0;7;Y;NA;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0720;Prekersstraat;2;;151825,19;211578,44;MDU;C;10;0;2;12;N;IRREG;5;BUILDING template
ANTWERPEN-WEST - FH07;BL0709;Nationalestraat;38;;152094,6684;211875,2466;SDU;;0;1;0;1;Y;NA;5;BUILDING template
