BUILDING KEY;BG_KEY;Straat;Huisnummer;Huisnummer_Toevoeging;Quadrant;TSA SIGNED;TSA SIGNED Planrrr;VCA Status;VCA Planrrr
5507310;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Bordeauxstraat;12;;XA;2020-06-11;2020-03-19;;
5507309;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Bordeauxstraat;12;;XA;2020-06-11;2020-03-19;;
4510550;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Bordeauxstraat;12;;XA;2020-06-11;2020-03-19;;
4510554;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Bordeauxstraat;12;;XA;2020-06-11;2020-03-19;;
2024763;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Bordeauxstraat;12;;XA;2020-06-11;2020-03-19;;
2024772;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Bordeauxstraat;12;;XA;2020-06-11;2020-03-19;;
109142;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Bordeauxstraat;12;;XA;2020-06-11;2020-03-19;;
2024779;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Bordeauxstraat;12;;XA;2020-06-11;2020-03-19;;
109136;Bordeauxstraat 10-10A-12-14-16_Napoleonkaai 11-13-15-17-19-21-23-25-27_Verbindingsdok-Oostkaai 21-23-27-29;Bordeauxstraat;12;;XA;2020-06-11;2020-03-19;;
1735098;1735098;;;;;;;NOK;
12721;12721;;;;;2020-06-12;;;
2059556;2059556;;;;;2020-06-26;;;
1960885;1960885;;;;;2020-06-22;;;
2024791;Napoleonkaai 37-39;;;;;2020-06-26;;;
2024799;Napoleonkaai 37-39;;;;;2020-06-26;;;
108065;108065;;;;;2020-04-03;;;
