id;Zip;LAM_Street_Code;Street;Area_Name
1180-17805;1180;17805;Avenue du Vert Chasseur - Groene Jagerslaan;W03-C-Uccle-FH08
1180-17826;1180;17826;Groene Jagersveld;W03-C-Uccle-FH08
1000-17826;1000;17826;Groene Jagersveld;W03-C-Uccle-FH08
1180-17911;1180;17911;Den Doornlaan - Avenue Den Doorn;W03-C-Uccle-FH08
1180-18009;1180;18009;Rue de Wansijn;W03-C-Uccle-FH08
1180-18501;1180;18501;Alphonse XIII laan;W03-C-Uccle-FH08
1180-18599;1180;18599;Avenue du Prince de Ligne;W03-C-Uccle-FH08
1180-18865;1180;18865;Chaussée de Saint-Job;W03-C-Uccle-FH08
1180-19834;1180;19834;Groene Jagerswijk - Cité du Vert Chasseur;W03-C-Uccle-FH08
3500-104;3500;104;Zuster Stanislaslaan;W05-D-Hasselt-FH09
3500-1161;3500;1161;Bakkerslaan;W05-D-Hasselt-FH09
3500-119;3500;119;G. Verdilaan;W05-D-Hasselt-FH09
3500-120;3500;120;A. Vivaldilaan;W05-D-Hasselt-FH09
3500-12071;3500;12071;Helipoststraat;W05-D-Hasselt-FH09
3500-121;3500;121;J.S. Bachlaan;W05-D-Hasselt-FH09
3500-122;3500;122;Roode Roosstraat;W05-D-Hasselt-FH09
3500-123;3500;123;Walter Thijsstraat;W05-D-Hasselt-FH09
3500-12927;3500;12927;Hollandsveldlaan;W05-D-Hasselt-FH09
3500-13473;3500;13473;Sint-Hubertusplein;W05-D-Hasselt-FH09
3500-13474;3500;13474;Sint-Hubertusstraat;W05-D-Hasselt-FH09
3500-13492;3500;13492;Huidevetterslaan;W05-D-Hasselt-FH09
3500-13986;3500;13986;Jagersstraat;W05-D-Hasselt-FH09
3500-15344;3500;15344;Kerkhofstraat;W05-D-Hasselt-FH09
3500-16022;3500;16022;Kleersnijderslaan;W05-D-Hasselt-FH09
3500-17053;3500;17053;Kramerslaan;W05-D-Hasselt-FH09
3500-17335;3500;17335;Kruisherenlaan;W05-D-Hasselt-FH09
3500-175;3500;175;Abelenstraat;W05-D-Hasselt-FH09
3500-1758;3500;1758;Paul Bellefroidlaan;W05-D-Hasselt-FH09
3500-18448;3500;18448;Generaal Lemanstraat;W05-D-Hasselt-FH09
3500-19408;3500;19408;Luikersteenweg;W05-D-Hasselt-FH09
3500-1985;3500;1985;Bergstraat;W05-D-Hasselt-FH09
3500-20013;3500;20013;Sint-Martinusplein;W05-D-Hasselt-FH09
3500-20361;3500;20361;Meiliedstraat;W05-D-Hasselt-FH09
3500-22764;3500;22764;Notelarenstraat;W05-D-Hasselt-FH09
3500-22922;3500;22922;Olmenstraat;W05-D-Hasselt-FH09
3500-2584;3500;2584;Prins-Bisschopssingel;W05-D-Hasselt-FH09
3500-26215;3500;26215;Rode-Berglaan;W05-D-Hasselt-FH09
3500-26882;3500;26882;Runkstersteenweg;W05-D-Hasselt-FH09
3500-28141;3500;28141;Slagerslaan;W05-D-Hasselt-FH09
3500-2818;3500;2818;Bloemenstraat;W05-D-Hasselt-FH09
3500-28282;3500;28282;Smedenlaan;W05-D-Hasselt-FH09
3500-28539;3500;28539;Spaarzaamheidstraat;W05-D-Hasselt-FH09
3500-3024;3500;3024;Boerenkrijgsingel;W05-D-Hasselt-FH09
3500-303;3500;303;Paters Adonsstraat;W05-D-Hasselt-FH09
3500-30956;3500;30956;Sint-Truidersteenweg;W05-D-Hasselt-FH09
3500-31332;3500;31332;Pater Valentinuslaan;W05-D-Hasselt-FH09
3500-3248;3500;3248;Boomkensstraat;W05-D-Hasselt-FH09
3500-32961;3500;32961;Volderslaan;W05-D-Hasselt-FH09
3500-33082;3500;33082;Vooruitzichtstraat;W05-D-Hasselt-FH09
3500-34202;3500;34202;Weverslaan;W05-D-Hasselt-FH09
3500-38811;3500;38811;Arnold van Loonlaan;W05-D-Hasselt-FH09
3500-39031;3500;39031;Hefveldstraat;W05-D-Hasselt-FH09
3500-39165;3500;39165;Van Heinsberglaan;W05-D-Hasselt-FH09
3500-40382;3500;40382;Eugeen Leenlaan;W05-D-Hasselt-FH09
3500-40894;3500;40894;de Geloesplein;W05-D-Hasselt-FH09
3500-4365;3500;4365;Brouwerslaan;W05-D-Hasselt-FH09
3500-4786;3500;4786;Van Caenegemlaan;W05-D-Hasselt-FH09
3500-49;3500;49;Jules Klockplein;W05-D-Hasselt-FH09
3500-55;3500;55;L. v. Beethovenlaan;W05-D-Hasselt-FH09
3500-59;3500;59;Wolfgang Amadeus Mozartlaan;W05-D-Hasselt-FH09
3500-64;3500;64;Teschlaan;W05-D-Hasselt-FH09
3500-78;3500;78;Hefveldplein;W05-D-Hasselt-FH09
3500-8287;3500;8287;Eikenstraat;W05-D-Hasselt-FH09
4000-1070;4000;1070;Rue de l'Avouerie;W04-C-Liege-FH18
4000-1283;4000;1283;Quai Banning;W04-C-Liege-FH18
4000-15080;4000;15080;Rue de Jemeppe;W04-C-Liege-FH18
4000-17243;4000;17243;Rue Mandeville;W04-C-Liege-FH18
4000-18454;4000;18454;Rue Albert Mockel;W04-C-Liege-FH18
4000-20042;4000;20042;Avenue de l'Observatoire;W04-C-Liege-FH18
4000-2085;4000;2085;Rue de Berloz;W04-C-Liege-FH18
4000-25110;4000;25110;Rue Ernest-Solvay;W04-C-Liege-FH18
4000-25236;4000;25236;Rue de Souvret;W04-C-Liege-FH18
4000-25637;4000;25637;Rue Saint Maur;W04-C-Liege-FH18
4000-26010;4000;26010;Rue Armand Stévart;W04-C-Liege-FH18
4000-26820;4000;26820;Avenue des Tilleuls;W04-C-Liege-FH18
4000-37899;4000;37899;Rue de l'Avenir;W04-C-Liege-FH18
4000-37903;4000;37903;Rue de la Centrale;W04-C-Liege-FH18
4000-37921;4000;37921;Rue Cote d'Or;W04-C-Liege-FH18
4000-37924;4000;37924;Rue du Vieux-Château;W04-C-Liege-FH18
4000-37925;4000;37925;Rue Chiff-d'Or;W04-C-Liege-FH18
4000-37993;4000;37993;Rue Maréchal Foch;W04-C-Liege-FH18
4000-37994;4000;37994;Rue Gilles-Galler;W04-C-Liege-FH18
4000-37995;4000;37995;Résidence-Fraternité;W04-C-Liege-FH18
4000-38016;4000;38016;Rue des Beaux-Arts;W04-C-Liege-FH18
4000-38041;4000;38041;Rue Joseph-Halkin;W04-C-Liege-FH18
4000-38043;4000;38043;Rue du Laminoir;W04-C-Liege-FH18
4000-38086;4000;38086;Quai Vercour;W04-C-Liege-FH18
4000-38087;4000;38087;Rue de Trazegnies;W04-C-Liege-FH18
4000-38091;4000;38091;Rue du Viaduc;W04-C-Liege-FH18
4000-38116;4000;38116;Rue Nicolas Philippe;W04-C-Liege-FH18
4000-38135;4000;38135;Rue de la Préfecture;W04-C-Liege-FH18
4000-38162;4000;38162;Rue de la Scierie;W04-C-Liege-FH18
4000-38164;4000;38164;Quai Timmermans;W04-C-Liege-FH18
4000-38371;4000;38371;Rue de l'Hippodrome;W04-C-Liege-FH18
4000-38372;4000;38372;Place Ferrer;W04-C-Liege-FH18
4000-41294;4000;41294;Rue Faleye;W04-C-Liege-FH18
4000-41296;4000;41296;Es-Lairesse;W04-C-Liege-FH18
4000-41298;4000;41298;Rue de l'Ile-Coune;W04-C-Liege-FH18
4000-41313;4000;41313;Rue d'Anthisnes;W04-C-Liege-FH18
4000-41314;4000;41314;Rue de la Barge;W04-C-Liege-FH18
4000-41315;4000;41315;Verte Voie;W04-C-Liege-FH18
4000-41316;4000;41316;Rue des Marécages;W04-C-Liege-FH18
4000-41317;4000;41317;Rue Méaroulle;W04-C-Liege-FH18
4000-41318;4000;41318;Rue des Pampres;W04-C-Liege-FH18
4000-41416;4000;41416;Rue Fosse-Miesny;W04-C-Liege-FH18
4000-41417;4000;41417;Rue Grignette;W04-C-Liege-FH18
4000-41418;4000;41418;Rue de la Veine-Sothuy;W04-C-Liege-FH18
4000-41420;4000;41420;Rue de l'Ile-aux-Corbeaux;W04-C-Liege-FH18
4000-41433;4000;41433;Rue Marcel-Thiry;W04-C-Liege-FH18
4000-41783;4000;41783;Rue Général-Jacques-de-Dixmude;W04-C-Liege-FH18
4000-4769;4000;4769;Chemin des Cèdres;W04-C-Liege-FH18
4000-4834;4000;4834;Rue du Centre;W04-C-Liege-FH18
4000-5874;4000;5874;Rue du Chéra;W04-C-Liege-FH18
4000-8019;4000;8019;Av.Constantin de Gerlache;W04-C-Liege-FH18
2000-10431;2000;10431;Graanmarkt;W03-C-Antwerpen-West-FH09
2000-12465;2000;12465;Henri Van Heurckstraat;W03-C-Antwerpen-West-FH09
2000-13292;2000;13292;Hopland;W03-C-Antwerpen-West-FH09
2000-13494;2000;13494;Huidevettersstraat;W03-C-Antwerpen-West-FH09
2000-14176;2000;14176;Sint-Jorispoort;W03-C-Antwerpen-West-FH09
2000-15164;2000;15164;Kelderstraat;W03-C-Antwerpen-West-FH09
2000-17901;2000;17901;Langegang;W03-C-Antwerpen-West-FH09
2000-18541;2000;18541;Leopoldplaats;W03-C-Antwerpen-West-FH09
2000-18549;2000;18549;Leopoldstraat;W03-C-Antwerpen-West-FH09
2000-20003;2000;20003;Sint-Maartenstraat;W03-C-Antwerpen-West-FH09
2000-20127;2000;20127;Mechelseplein;W03-C-Antwerpen-West-FH09
2000-20393;2000;20393;Meistraat;W03-C-Antwerpen-West-FH09
2000-22398;2000;22398;Nieuwstad;W03-C-Antwerpen-West-FH09
2000-23344;2000;23344;Orgelstraat;W03-C-Antwerpen-West-FH09
2000-23542;2000;23542;Oudevaartplaats;W03-C-Antwerpen-West-FH09
2000-25433;2000;25433;Maria Pijpelincxstraat;W03-C-Antwerpen-West-FH09
2000-2706;2000;2706;Blauwtorenplein;W03-C-Antwerpen-West-FH09
2000-27400;2000;27400;Schermersstraat;W03-C-Antwerpen-West-FH09
2000-27902;2000;27902;Schuttershofstraat;W03-C-Antwerpen-West-FH09
2000-29845;2000;29845;Stoopstraat;W03-C-Antwerpen-West-FH09
2000-30111;2000;30111;Tabakvest;W03-C-Antwerpen-West-FH09
2000-30201;2000;30201;Willem Tellstraat;W03-C-Antwerpen-West-FH09
2000-3736;2000;3736;Bourlastraat;W03-C-Antwerpen-West-FH09
2000-5377;2000;5377;Komedieplaats;W03-C-Antwerpen-West-FH09
2000-5663;2000;5663;Van Cuyckstraat;W03-C-Antwerpen-West-FH09
2000-774;2000;774;Arenbergstraat;W03-C-Antwerpen-West-FH09
2000-799;2000;799;Armeduivelstraat;W03-C-Antwerpen-West-FH09
2000-911;2000;911;Lammekensraamveld;W03-C-Antwerpen-West-FH09
2000-9218;2000;9218;Frankrijklei;W03-C-Antwerpen-West-FH09
2000-9476;2000;9476;Lange Gasthuisstraat;W03-C-Antwerpen-West-FH09
1180-10289;1180;10289;Rue de Stalle;W03-C-Uccle-FH07
1180-10324;1180;10324;Avenue des Statuaires;W03-C-Uccle-FH07
1180-11125;1180;11125;Avenue Vanderaey;W03-C-Uccle-FH07
1000-11765;1000;11765;Waterloosesteenweg;W03-C-Uccle-FH07
1180-12010;1180;12010;Wolvenbergstraat - Rue du Wolvenberg;W03-C-Uccle-FH07
1180-12012;1180;12012;Avenue Wolvendael;W03-C-Uccle-FH07
1180-13531;1180;13531;Bronweg - Chemin de la Source;W03-C-Uccle-FH07
1180-15052;1180;15052;Avenue De Fré;W03-C-Uccle-FH07
1180-15200;1180;15200;Rue du Château d'Eau - Waterkasteelstraat;W03-C-Uccle-FH07
1180-15940;1180;15940;Dewandeleerblok - Carré Dewandeleer;W03-C-Uccle-FH07
1180-15957;1180;15957;Charles Lagrangesquare - Square Charles Lagrange;W03-C-Uccle-FH07
1180-16317;1180;16317;Paul Hankarstraat;W03-C-Uccle-FH07
1180-16348;1180;16348;Avenue Guillaume Herinckx - Guillaume Herinckxlaan;W03-C-Uccle-FH07
1180-1636;1180;1636;Avenue Brugmann;W03-C-Uccle-FH07
1180-16393;1180;16393;Avenue ten Horen - ten Horenlaan;W03-C-Uccle-FH07
1180-16397;1180;16397;de Huldenbergstraat;W03-C-Uccle-FH07
1180-16427;1180;16427;Georges Marlowsquare;W03-C-Uccle-FH07
1180-16562;1180;16562;Henri Van Zuylenstraat;W03-C-Uccle-FH07
1180-16638;1180;16638;Peetersblok - Carré Peeters;W03-C-Uccle-FH07
1180-17018;1180;17018;Chemin des Roses - Rozenweg;W03-C-Uccle-FH07
1180-17046;1180;17046;Robert Scottstraat - Rue Robert Scott;W03-C-Uccle-FH07
1180-17062;1180;17062;Avenue Paul Stroobant;W03-C-Uccle-FH07
1180-17146;1180;17146;Joseph Vanderlindenstraat;W03-C-Uccle-FH07
1000-17505;1000;17505;Belle Alliancelaan - Avenue de la Belle Alliance;W03-C-Uccle-FH07
1180-17520;1180;17520;Charles Bernaertsstraat;W03-C-Uccle-FH07
1180-17719;1180;17719;Kolonel Chaltinstraat;W03-C-Uccle-FH07
1180-17781;1180;17781;Chemin du Crabbegat - Crabbegatweg;W03-C-Uccle-FH07
1180-17813;1180;17813;Hof ten Horenlaan - Avenue du Vieux Cornet;W03-C-Uccle-FH07
1180-17858;1180;17858;Emile Dancoplein;W03-C-Uccle-FH07
1180-17907;1180;17907;Arnold Delvauxlaan;W03-C-Uccle-FH07
1180-17956;1180;17956;Ancien Dieweg - Oude Dieweg;W03-C-Uccle-FH07
1180-18761;1180;18761;Drie Bomenstraat;W03-C-Uccle-FH07
1180-195;1180;195;Alsembergsesteenweg;W03-C-Uccle-FH07
1000-2346;1000;2346;Bospleinlaan;W03-C-Uccle-FH07
1180-2553;1180;2553;Haanstraat;W03-C-Uccle-FH07
1180-318;1180;318;Avenue des Archères - Boogschutterinnenlaan;W03-C-Uccle-FH07
1180-3867;1180;3867;Grasmusstraat;W03-C-Uccle-FH07
1180-4;1180;4;Camille Van Exterstraat;W03-C-Uccle-FH07
1180-431;1180;431;Rue des Astronomes - Sterrenkundigenstraat;W03-C-Uccle-FH07
1180-4622;1180;4622;Groeselenbergstraat;W03-C-Uccle-FH07
1180-5273;1180;5273;Avenue Houzeau;W03-C-Uccle-FH07
1180-5639;1180;5639;Avenue Juliette - Juliettelaan;W03-C-Uccle-FH07
1180-5669;1180;5669;Avenue Kamerdelle;W03-C-Uccle-FH07
1180-5972;1180;5972;Klipveldstraat;W03-C-Uccle-FH07
1180-6941;1180;6941;Avenue du Manoir - Riddershofstedelaan;W03-C-Uccle-FH07
1180-7676;1180;7676;Schapenstraat;W03-C-Uccle-FH07
1180-8191;1180;8191;Avenue d'Overhem;W03-C-Uccle-FH07
1180-8838;1180;8838;Kippekensstraat;W03-C-Uccle-FH07
1180-8949;1180;8949;Ptoléméelaan - Avenue Ptolémée;W03-C-Uccle-FH07
1180-9238;1180;9238;Rittwegerstraat;W03-C-Uccle-FH07
1180-9447;1180;9447;Rodestraat - Rue Rouge;W03-C-Uccle-FH07
1180-9780;1180;9780;Saturnelaan;W03-C-Uccle-FH07
3000-10151;3000;10151;Glasblazerijstraat;W05-D-Leuven-FH08
3000-11234;3000;11234;Halfmaartstraat;W05-D-Leuven-FH08
3000-14759;3000;14759;Kardinaalstraat;W05-D-Leuven-FH08
3000-1653;3000;1653;Klein Begijnhof;W05-D-Leuven-FH08
3000-18353;3000;18353;Lei;W05-D-Leuven-FH08
3000-185;3000;185;La Vignette;W05-D-Leuven-FH08
3000-1985;3000;1985;Lombaardenstraat;W05-D-Leuven-FH08
3000-20128;3000;20128;Mechelsestraat;W05-D-Leuven-FH08
3000-204;3000;204;Leerlooierijstraat;W05-D-Leuven-FH08
3000-20898;3000;20898;Jan-Pieter Minckelersstraat;W05-D-Leuven-FH08
3000-24305;3000;24305;Penitentienenstraat;W05-D-Leuven-FH08
3000-25974;3000;25974;Riddersstraat;W05-D-Leuven-FH08
3000-26052;3000;26052;Rijdende-Artillerielaan;W05-D-Leuven-FH08
3000-28255;3000;28255;Sluisstraat;W05-D-Leuven-FH08
3000-29094;3000;29094;Sint-Maartenstraat;W05-D-Leuven-FH08
3000-3;3000;3;Mercatorpad;W05-D-Leuven-FH08
3000-30;3000;30;Sint-Geertruiabdij;W05-D-Leuven-FH08
3000-303;3000;303;Marrainenplein;W05-D-Leuven-FH08
3000-31242;3000;31242;Vaartkom;W05-D-Leuven-FH08
3000-31280;3000;31280;Vaartstraat;W05-D-Leuven-FH08
3000-31363;3000;31363;Valkerijgang;W05-D-Leuven-FH08
3000-31533;3000;31533;Karel van Lotharingenstraat;W05-D-Leuven-FH08
3000-35122;3000;35122;Zandgang;W05-D-Leuven-FH08
3000-4672;3000;4672;Burchtstraat;W05-D-Leuven-FH08
3000-6577;3000;6577;Tweewatersstraat;W05-D-Leuven-FH08
3000-69;3000;69;Valkenplein;W05-D-Leuven-FH08
3000-9117;3000;9117;Fonteinstraat;W05-D-Leuven-FH08
8800-10513;8800;10513;'s Gravenstraat;W01-C-Roeselare-FH03
8800-12185;8800;12185;Hof van 't Henneken;W01-C-Roeselare-FH03
8800-13709;8800;13709;Iepersestraat;W01-C-Roeselare-FH03
8800-17406;8800;17406;Rode-Kruisstraat;W01-C-Roeselare-FH03
8800-18241;8800;18241;Leenstraat;W01-C-Roeselare-FH03
8800-19915;8800;19915;Grote Markt;W01-C-Roeselare-FH03
8800-20159;8800;20159;Meensesteenweg;W01-C-Roeselare-FH03
8800-22636;8800;22636;Nonnenstraat;W01-C-Roeselare-FH03
8800-23229;8800;23229;Ooststraat;W01-C-Roeselare-FH03
8800-24122;8800;24122;Patersstraat;W01-C-Roeselare-FH03
8800-24869;8800;24869;Polenplein;W01-C-Roeselare-FH03
8800-25067;8800;25067;Poststraat;W01-C-Roeselare-FH03
8800-26113;8800;26113;Rijselstraat;W01-C-Roeselare-FH03
8800-26868;8800;26868;Rumbeeksesteenweg;W01-C-Roeselare-FH03
8800-28720;8800;28720;Hippoliet Spilleboutdreef;W01-C-Roeselare-FH03
8800-28888;8800;28888;Sint-Alfonsusstraat;W01-C-Roeselare-FH03
8800-29062;8800;29062;Sint-Jozefsstraat;W01-C-Roeselare-FH03
8800-29108;8800;29108;Sint-Michielsplein;W01-C-Roeselare-FH03
8800-29109;8800;29109;Sint-Michielsstraat;W01-C-Roeselare-FH03
8800-3137;8800;3137;Bollenstraat;W01-C-Roeselare-FH03
8800-31779;8800;31779;Veldstraat;W01-C-Roeselare-FH03
8800-32257;8800;32257;Verwerijstraat;W01-C-Roeselare-FH03
8800-32436;8800;32436;Vijfwegenstraat;W01-C-Roeselare-FH03
8800-33227;8800;33227;Vredestraat;W01-C-Roeselare-FH03
8800-3385;8800;3385;Borstelstraat;W01-C-Roeselare-FH03
8800-34129;8800;34129;Westlaan;W01-C-Roeselare-FH03
8800-34489;8800;34489;Wilgenstraat;W01-C-Roeselare-FH03
8800-35770;8800;35770;Zuidstraat;W01-C-Roeselare-FH03
8800-3650;8800;3650;Botermarkt;W01-C-Roeselare-FH03
8800-415;8800;415;Koning Albert I-laan;W01-C-Roeselare-FH03
8800-5776;8800;5776;Damberdstraat;W01-C-Roeselare-FH03
8800-6031;8800;6031;Delaerestraat;W01-C-Roeselare-FH03
8800-6052;8800;6052;Dokter Delbekestraat;W01-C-Roeselare-FH03
8800-6114;8800;6114;Jozef De Meesterstraat;W01-C-Roeselare-FH03
8800-9460;8800;9460;Gasstraat;W01-C-Roeselare-FH03
8301-1030;8301;1030;Azalealaan;W03-C-Knokke-Heist-FH08
8301-14634;8301;14634;Kapellaan;W03-C-Knokke-Heist-FH08
8301-1666;8301;1666;Begoniapad;W03-C-Knokke-Heist-FH08
8301-1678;8301;1678;Beiaardlaan;W03-C-Knokke-Heist-FH08
8301-17616;8301;17616;Kwelmpad;W03-C-Knokke-Heist-FH08
8301-18511;8301;18511;Lentelaan;W03-C-Knokke-Heist-FH08
8301-200;8301;200;Acacialaan;W03-C-Knokke-Heist-FH08
8300-20211;8300;20211;Meerlaan;W03-C-Knokke-Heist-FH08
8301-20222;8301;20222;Paul Van der Meerschenlaan;W03-C-Knokke-Heist-FH08
8301-22183;8301;22183;Jozef Nellenslaan;W03-C-Knokke-Heist-FH08
8301-26746;8301;26746;Rozenlaan;W03-C-Knokke-Heist-FH08
8301-26764;8301;26764;Wilderozenpad;W03-C-Knokke-Heist-FH08
8301-28428;8301;28428;Sneppenpad;W03-C-Knokke-Heist-FH08
8301-29928;8301;29928;Stijn Streuvelsplein;W03-C-Knokke-Heist-FH08
8301-30432;8301;30432;Theresialaan;W03-C-Knokke-Heist-FH08
8301-33736;8301;33736;Waterloostraat;W03-C-Knokke-Heist-FH08
8301-35325;8301;35325;Zeerobbenlaan;W03-C-Knokke-Heist-FH08
8301-453;8301;453;Zeedijk-Albertstrand;W03-C-Knokke-Heist-FH08
8301-792;8301;792;Arcadelaan;W03-C-Knokke-Heist-FH08
8301-8159;8301;8159;Eeuwfeestlaan;W03-C-Knokke-Heist-FH08
8301-8485;8301;8485;Elizabetlaan;W03-C-Knokke-Heist-FH08
8301-11589;8301;11589;Hazenpad;W03-C-Knokke-Heist-FH10
8301-12490;8301;12490;Heuvelpad;W03-C-Knokke-Heist-FH10
8301-12681;8301;12681;Van Hoenackerpad;W03-C-Knokke-Heist-FH10
8301-13874;8301;13874;Irispad;W03-C-Knokke-Heist-FH10
8301-15;8301;15;Zeedijk-Heist;W03-C-Knokke-Heist-FH10
8301-15912;8301;15912;Kinderpad;W03-C-Knokke-Heist-FH10
8301-15970;8301;15970;Klaprozenpad;W03-C-Knokke-Heist-FH10
8301-17099;8301;17099;Krekelpad;W03-C-Knokke-Heist-FH10
8301-17198;8301;17198;Krokussenpad;W03-C-Knokke-Heist-FH10
8301-17284;8301;17284;Kruindreef;W03-C-Knokke-Heist-FH10
8301-17551;8301;17551;Kwade Helling;W03-C-Knokke-Heist-FH10
8301-18285;8301;18285;Leeuwerikenlaan;W03-C-Knokke-Heist-FH10
8301-1905;8301;1905;Bergdreef;W03-C-Knokke-Heist-FH10
8301-19196;8301;19196;Lommergang;W03-C-Knokke-Heist-FH10
8301-19755;8301;19755;Manitobaplein;W03-C-Knokke-Heist-FH10
8301-19816;8301;19816;Margrietenpad;W03-C-Knokke-Heist-FH10
8301-20307;8301;20307;Meeuwendreef;W03-C-Knokke-Heist-FH10
8301-20896;8301;20896;Mimosastraat;W03-C-Knokke-Heist-FH10
8301-23554;8301;23554;Oudjespad;W03-C-Knokke-Heist-FH10
8301-24145;8301;24145;Patriottenstraat;W03-C-Knokke-Heist-FH10
8301-24429;8301;24429;Petunialaan;W03-C-Knokke-Heist-FH10
8301-24461;8301;24461;Phillippartpad;W03-C-Knokke-Heist-FH10
8301-25067;8301;25067;Poststraat;W03-C-Knokke-Heist-FH10
8301-25236;8301;25236;Prinsjespad;W03-C-Knokke-Heist-FH10
8301-25440;8301;25440;Majoor Quaillestraat;W03-C-Knokke-Heist-FH10
8301-26460;8301;26460;Rondeweg;W03-C-Knokke-Heist-FH10
8301-28;8301;28;Dir.-Gen. Willemspark;W03-C-Knokke-Heist-FH10
8301-2896;8301;2896;Bocheldreef;W03-C-Knokke-Heist-FH10
8301-29108;8301;29108;Sint-Michielsplein;W03-C-Knokke-Heist-FH10
8301-33161;8301;33161;Vossenhul;W03-C-Knokke-Heist-FH10
8301-33618;8301;33618;De Wandelaar;W03-C-Knokke-Heist-FH10
8301-35295;8301;35295;Zeegrasstraat;W03-C-Knokke-Heist-FH10
8301-35633;8301;35633;Zomerpad;W03-C-Knokke-Heist-FH10
8301-4144;8301;4144;Brieshelling;W03-C-Knokke-Heist-FH10
8301-4798;8301;4798;Van Cailliedreef;W03-C-Knokke-Heist-FH10
8301-5714;8301;5714;Vandaelelaan;W03-C-Knokke-Heist-FH10
8301-5764;8301;5764;Dalgang;W03-C-Knokke-Heist-FH10
