;ZONE_NAME;MAINLAMKEY;CITY_NAME;DTP;FIC;FIS;FTS;Projectnummer;BG_Name;Blok;Straat;Huisnummer;Huisnummer_Toevoeging;Quadrant
75962;W01-C-Charleroi-FH02;2021868;Charleroi;;;1.0;;CHARLEROI - FH02;35 rue L̩on Bernus;206;Rue Leon Bernus;35.0;;D
76005;W01-C-Charleroi-FH02;2024288;Charleroi;;;1.0;;CHARLEROI - FH02;;209;Place Charles II;22.0;;D
76010;W01-C-Charleroi-FH02;2027160;Charleroi;;;1.0;;CHARLEROI - FH02;6 boulevard frans dewandre bloc 7 (D);207;Boulevard Frans Dewandre;6.0;;D
76011;W01-C-Charleroi-FH02;2027830;Charleroi;;;1.0;;CHARLEROI - FH02;;241;Avenue de lEurope;88.0;;
76015;W01-C-Charleroi-FH02;2027836;Charleroi;;;1.0;;CHARLEROI - FH02;;241;Avenue de lEurope;96.0;;
76016;W01-C-Charleroi-FH02;2027837;Charleroi;;;1.0;;CHARLEROI - FH02;;241;Avenue de lEurope;98.0;;
76018;W01-C-Charleroi-FH02;2029018;Charleroi;;;1.0;;CHARLEROI - FH02;;252;Rue du Fort;5.0;;
76027;W01-C-Charleroi-FH02;2029031;Charleroi;;;1.0;;CHARLEROI - FH02;;251;Rue du Fort;24.0;;
76052;W01-C-Charleroi-FH02;2029089;Charleroi;;;1.0;;CHARLEROI - FH02;36 rue de france;219;Rue de France (Charleroi);36.0;;D
76064;W01-C-Charleroi-FH02;2029424;Charleroi;;;1.0;;CHARLEROI - FH02;Group1;252;Rue de la Garenne;39.0;;
76067;W01-C-Charleroi-FH02;2029428;Charleroi;;;1.0;;CHARLEROI - FH02;;252;Rue de la Garenne;51.0;;
76074;W01-C-Charleroi-FH02;2031149;Charleroi;;;1.0;;CHARLEROI - FH02;;205;Boulevard Paul Janson;76.0;;D
76076;W01-C-Charleroi-FH02;2031152;Charleroi;;;1.0;;CHARLEROI - FH02;;205;Boulevard Paul Janson;80.0;;D
76118;W01-C-Charleroi-FH02;2033415;Charleroi;;;1.0;;CHARLEROI - FH02;;252;Rue du Mambourg;72.0;;
76138;W01-C-Charleroi-FH02;2035709;Charleroi;;;1.0;;CHARLEROI - FH02;;209;Rue dOrleans;13.0;;D
76155;W01-C-Charleroi-FH02;2038532;Charleroi;;;1.0;;CHARLEROI - FH02;rue de la Science, 7, 6000 Charleroi;201;Rue de la Science;7.0;;D
76156;W01-C-Charleroi-FH02;2038534;Charleroi;;;1.0;;CHARLEROI - FH02;;201;Rue de la Science;9.0;;D
76162;W01-C-Charleroi-FH02;2040195;Charleroi;;;1.0;;CHARLEROI - FH02;;241;Rue Turenne;40.0;;
76202;W01-C-Charleroi-FH02;4142296;Charleroi;;;1.0;;CHARLEROI - FH02;;252;Rue du Fort;47.0;;
76214;W01-C-Charleroi-FH02;457018;Charleroi;;;1.0;;CHARLEROI - FH02;;205;Rue Leon Bernus;17.0;;D
76215;W01-C-Charleroi-FH02;457301;Charleroi;;;1.0;;CHARLEROI - FH02;21 rue L̩on Bernus/ 36 rue Huart Chapel;206;Rue Leon Bernus;21.0;;D
76224;W01-C-Charleroi-FH02;458453;Charleroi;;;1.0;;CHARLEROI - FH02;2 boulevard frans dewandre bloc 7 (D);207;Boulevard Frans Dewandre;2.0;;D
76225;W01-C-Charleroi-FH02;458455;Charleroi;;;1.0;;CHARLEROI - FH02;8 boulevard frans dewandre et 59 rue Leon Bernus bloc 7 (C);207;Boulevard Frans Dewandre;8.0;;D
76244;W01-C-Charleroi-FH02;461713;Charleroi;;;1.0;1.0;CHARLEROI - FH02;Audent 1/Montagne 49;208;Rue de la Montagne(Charleroi);49.0;;C
76247;W01-C-Charleroi-FH02;463128;Charleroi;;;1.0;;CHARLEROI - FH02;18 place Charles 2;219;Place Charles II;18.0;;D
76252;W01-C-Charleroi-FH02;463137;Charleroi;;;1.0;;CHARLEROI - FH02;56 rue de la montagne;219;Rue de la Montagne(Charleroi);56.0;;D
76258;W01-C-Charleroi-FH02;463144;Charleroi;;;1.0;;CHARLEROI - FH02;Boulevard Audent, 13, 6000 Charleroi;208;Boulevard Audent;13.0;;D
76261;W01-C-Charleroi-FH02;463147;Charleroi;;;1.0;;CHARLEROI - FH02;Audent 29;208;Boulevard Audent;29.0;;D
76278;W01-C-Charleroi-FH02;465060;Charleroi;;;1.0;;CHARLEROI - FH02;1-2 Place de la Broucheterre;247;Place de la Broucheterre;1.0;;D
76287;W01-C-Charleroi-FH02;465207;Charleroi;;;1.0;;CHARLEROI - FH02;Group2;252;Rue de la Garenne;25.0;;
76294;W01-C-Charleroi-FH02;465216;Charleroi;;;1.0;;CHARLEROI - FH02;;252;Rue du Mambourg;84.0;;
76310;W01-C-Charleroi-FH02;467504;Charleroi;;;1.0;;CHARLEROI - FH02;;241;Rue Turenne;66.0;;
76315;W01-C-Charleroi-FH02;467892;Charleroi;;;1.0;;CHARLEROI - FH02;;241;Rue Turenne;68.0;;
76333;W01-C-Charleroi-FH02;5075494;Charleroi;;;1.0;;CHARLEROI - FH02;;201;Rue de la Science;3.0;;D
76351;W01-C-Charleroi-FH02;5086403;Charleroi;;;1.0;;CHARLEROI - FH02;44 rue de france;219;Rue de France (Charleroi);44.0;;D
76355;W01-C-Charleroi-FH02;5325916;Charleroi;;;1.0;;CHARLEROI - FH02;8-10 boulevard bertrand;241;Boulevard Jacques Bertrand;10.0;C;
76384;W01-C-Charleroi-FH03;1144596;Charleroi;;;1.0;;CHARLEROI - FH03;;10;Boulevard Audent;48.0;;
76385;W01-C-Charleroi-FH03;1144597;Charleroi;;;1.0;;CHARLEROI - FH03;;10;Boulevard Audent;60.0;;
76409;W01-C-Charleroi-FH03;1449226;Charleroi;;;1.0;;CHARLEROI - FH03;87 boulevard Joseph tirou;08;Boulevard Joseph Tirou;87.0;;
76410;W01-C-Charleroi-FH03;1450042;Charleroi;;;1.0;;CHARLEROI - FH03;8 rue de dampremy;08;Rue de Dampremy;8.0;;
76417;W01-C-Charleroi-FH03;1494157;Charleroi;;;1.0;;CHARLEROI - FH03;12 rue de dampremy;08;Rue de Dampremy;12.0;;
76426;W01-C-Charleroi-FH03;2021437;Charleroi;;;1.0;;CHARLEROI - FH03;;10;Boulevard Audent;20.0;;
76427;W01-C-Charleroi-FH03;2021442;Charleroi;;;1.0;;CHARLEROI - FH03;;10;Boulevard Audent;24.0;;
76430;W01-C-Charleroi-FH03;2021452;Charleroi;;;1.0;;CHARLEROI - FH03;;10;Boulevard Audent;30.0;;
76432;W01-C-Charleroi-FH03;2021460;Charleroi;;;1.0;;CHARLEROI - FH03;;10;Boulevard Audent;38.0;;
76434;W01-C-Charleroi-FH03;2021464;Charleroi;;;1.0;;CHARLEROI - FH03;;10;Boulevard Audent;42.0;;
76468;W01-C-Charleroi-FH03;2025619;Charleroi;;;1.0;;CHARLEROI - FH03;5 rue dagnelies;06;Rue Dagnelies;5.0;;
76471;W01-C-Charleroi-FH03;2025627;Charleroi;;;1.0;;CHARLEROI - FH03;4 rue de dampremy;08;Rue de Dampremy;4.0;;
76476;W01-C-Charleroi-FH03;2025632;Charleroi;;;1.0;;CHARLEROI - FH03;13 rue de dampremy;02;Rue de Dampremy;13.0;;
76478;W01-C-Charleroi-FH03;2025634;Charleroi;;;1.0;;CHARLEROI - FH03;15 rue de dampremy;02;Rue de Dampremy;15.0;;
76483;W01-C-Charleroi-FH03;2025640;Charleroi;;;1.0;;CHARLEROI - FH03;;02;Rue de Dampremy;21.0;;
76488;W01-C-Charleroi-FH03;2025646;Charleroi;;;1.0;;CHARLEROI - FH03;;08;Rue de Dampremy;28.0;;
76499;W01-C-Charleroi-FH03;2025666;Charleroi;;;1.0;;CHARLEROI - FH03;49 rue de dampremy;02;Rue de Dampremy;49.0;;
76505;W01-C-Charleroi-FH03;2025674;Charleroi;;;1.0;;CHARLEROI - FH03;60 rue de dampremy;08;Rue de Dampremy;60.0;;
76506;W01-C-Charleroi-FH03;2025675;Charleroi;;;1.0;;CHARLEROI - FH03;62 rue de dampremy;08;Rue de Dampremy;62.0;;
76516;W01-C-Charleroi-FH03;2027175;Charleroi;;;1.0;;CHARLEROI - FH03;medicentre;05;Place de la Digue;10.0;;C
76533;W01-C-Charleroi-FH03;2027195;Charleroi;;;1.0;;CHARLEROI - FH03;36/37/38 place de la digue;02;Place de la Digue;36.0;;D
76560;W01-C-Charleroi-FH03;2034114;Charleroi;;;1.0;;CHARLEROI - FH03;;10;Rue de la Montagne;19.0;;
76561;W01-C-Charleroi-FH03;2034116;Charleroi;;;1.0;;CHARLEROI - FH03;;10;Rue de la Montagne;21.0;;
76562;W01-C-Charleroi-FH03;2034118;Charleroi;;;1.0;;CHARLEROI - FH03;;10;Rue de la Montagne;23.0;;
76563;W01-C-Charleroi-FH03;2034120;Charleroi;;;1.0;;CHARLEROI - FH03;;10;Rue de la Montagne;25.0;;
76567;W01-C-Charleroi-FH03;2034127;Charleroi;;;1.0;;CHARLEROI - FH03;;10;Rue de la Montagne;33.0;;
76569;W01-C-Charleroi-FH03;2034129;Charleroi;;;1.0;;CHARLEROI - FH03;36 rue de la montagne;02;Rue de la Montagne;36.0;;
76596;W01-C-Charleroi-FH03;2036111;Charleroi;;;1.0;;CHARLEROI - FH03;;10;Rue du Palais;7.0;;
76598;W01-C-Charleroi-FH03;2036117;Charleroi;;;1.0;;CHARLEROI - FH03;;10;Rue du Palais;17.0;;
76602;W01-C-Charleroi-FH03;2037360;Charleroi;;1.0;1.0;1.0;CHARLEROI - FH03;58 rue du pont neuf;10;Rue du Pont Neuf;58.0;;C
76604;W01-C-Charleroi-FH03;2037362;Charleroi;;;1.0;;CHARLEROI - FH03;64 rue du pont neuf;10;Rue du Pont Neuf;64.0;;
76605;W01-C-Charleroi-FH03;2037363;Charleroi;;;1.0;;CHARLEROI - FH03;66 rue du pont neuf;10;Rue du Pont Neuf;66.0;;
76606;W01-C-Charleroi-FH03;2037364;Charleroi;;;1.0;;CHARLEROI - FH03;;10;Rue du Pont Neuf;68.0;;
76620;W01-C-Charleroi-FH03;2039604;Charleroi;;;1.0;;CHARLEROI - FH03;;08;Boulevard Joseph Tirou;65.0;;
76621;W01-C-Charleroi-FH03;2039606;Charleroi;;1.0;1.0;1.0;CHARLEROI - FH03;67/69 boulevard Joseph tirou;08;Boulevard Joseph Tirou;67.0;;A
76623;W01-C-Charleroi-FH03;2039611;Charleroi;;;1.0;;CHARLEROI - FH03;;08;Boulevard Joseph Tirou;73.0;;D
76625;W01-C-Charleroi-FH03;2039615;Charleroi;;;1.0;;CHARLEROI - FH03;77 boulevard Joseph tirou;08;Boulevard Joseph Tirou;77.0;;A
76646;W01-C-Charleroi-FH03;2039669;Charleroi;;;1.0;;CHARLEROI - FH03;147/149 boulevard Joseph tirou (B);09;Boulevard Joseph Tirou;147.0;;C
76648;W01-C-Charleroi-FH03;2039673;Charleroi;;1.0;1.0;1.0;CHARLEROI - FH03;151/153/155;09;Boulevard Joseph Tirou;151.0;;A
76657;W01-C-Charleroi-FH03;2042291;Charleroi;;;1.0;;CHARLEROI - FH03;34 boulevard de l'yser;02;Boulevard de lYser;34.0;;
76658;W01-C-Charleroi-FH03;2042293;Charleroi;;;1.0;;CHARLEROI - FH03;36 boulevard de l'yser;02;Boulevard de lYser;36.0;;D
76683;W01-C-Charleroi-FH03;4257641;Charleroi;;;1.0;;CHARLEROI - FH03;;05;Place de la Digue;15.0;;
76690;W01-C-Charleroi-FH03;459393;Charleroi;;;1.0;;CHARLEROI - FH03;19 rue de Louvain;03;Rue de Louvain;19.0;;
76696;W01-C-Charleroi-FH03;459400;Charleroi;;;1.0;;CHARLEROI - FH03;;02;Rue de la Digue;5.0;;
76724;W01-C-Charleroi-FH03;461025;Charleroi;;;1.0;;CHARLEROI - FH03;2 rue de dampremy;08;Rue de Dampremy;2.0;;
76726;W01-C-Charleroi-FH03;461027;Charleroi;;;1.0;;CHARLEROI - FH03;;08;Boulevard Joseph Tirou;49.0;;
76728;W01-C-Charleroi-FH03;461240;Charleroi;;;1.0;;CHARLEROI - FH03;;02;Rue de Dampremy;51.0;;D
76732;W01-C-Charleroi-FH03;461259;Charleroi;;;1.0;;CHARLEROI - FH03;44/46;08;Rue de Dampremy;44.0;;D
76733;W01-C-Charleroi-FH03;461260;Charleroi;;;1.0;;CHARLEROI - FH03;;02;Rue de Dampremy;81.0;;
76735;W01-C-Charleroi-FH03;461262;Charleroi;;;1.0;;CHARLEROI - FH03;43 rue de dampremy;02;Rue de Dampremy;43.0;;
76741;W01-C-Charleroi-FH03;461270;Charleroi;1.0;1.0;1.0;1.0;CHARLEROI - FH03;71/73/75;02;Rue de Dampremy;71.0;;C
76771;W01-C-Charleroi-FH03;461715;Charleroi;;;1.0;;CHARLEROI - FH03;;12;Rue de la Justice;2.0;;
76786;W01-C-Charleroi-FH03;462175;Charleroi;;;1.0;;CHARLEROI - FH03;165 boulevard tirou;09;Boulevard Joseph Tirou;165.0;;
76796;W01-C-Charleroi-FH03;463812;Charleroi;;;1.0;;CHARLEROI - FH03;;10;Rue de la Montagne;1.0;;
76797;W01-C-Charleroi-FH03;463813;Charleroi;;;1.0;;CHARLEROI - FH03;26 rue de Montigny (D);10;Rue de Montigny;26.0;;
76801;W01-C-Charleroi-FH03;463820;Charleroi;;;1.0;;CHARLEROI - FH03;;09;Rue de Montigny;23.0;;
76808;W01-C-Charleroi-FH03;464198;Charleroi;;;1.0;;CHARLEROI - FH03;74 rue du pont neuf;10;Rue du Pont Neuf;74.0;;
76813;W01-C-Charleroi-FH03;464203;Charleroi;;;1.0;;CHARLEROI - FH03;59 rue de Montigny, 6000 Charleroi;13;Rue de Montigny;59.0;;
76818;W01-C-Charleroi-FH03;464210;Charleroi;;1.0;1.0;1.0;CHARLEROI - FH03;Prunieau 2 - Montigny 49;13;Rue de Montigny;49.0;;A
76820;W01-C-Charleroi-FH03;464212;Charleroi;;;1.0;;CHARLEROI - FH03;;09;Rue de Montigny;33.0;;
76831;W01-C-Charleroi-FH03;5066995;Charleroi;;;1.0;;CHARLEROI - FH03;;10;Rue de la Montagne;15.0;;
76836;W01-C-Charleroi-FH03;5068403;Charleroi;;;1.0;;CHARLEROI - FH03;47-45 rue de dampremy;02;Rue de Dampremy;47.0;;
76839;W01-C-Charleroi-FH03;5070984;Charleroi;;;1.0;;CHARLEROI - FH03;64 rue de dampremy;08;Rue de Dampremy;64.0;;
76887;W01-C-Charleroi-FH04;2021340;Charleroi;;;1.0;;CHARLEROI - FH04;20 rue de l'assaut;411;Rue dAssaut;20.0;;D
76890;W01-C-Charleroi-FH04;2021343;Charleroi;;;1.0;;CHARLEROI - FH04;28 rue de l'assaut;411;Rue dAssaut;28.0;;D
76892;W01-C-Charleroi-FH04;2021346;Charleroi;;;1.0;;CHARLEROI - FH04;36 rue de l'assaut;411;Rue dAssaut;34.0;;D
76893;W01-C-Charleroi-FH04;2021347;Charleroi;;;1.0;;CHARLEROI - FH04;38 rue de l'assaut;411;Rue dAssaut;36.0;;D
76894;W01-C-Charleroi-FH04;2021393;Charleroi;;;1.0;;CHARLEROI - FH04;5 rue de l'athenee;411;Rue de lAthenee;3.0;;D
76896;W01-C-Charleroi-FH04;2021395;Charleroi;;;1.0;;CHARLEROI - FH04;9 rue de l'athenee;411;Rue de lAthenee;7.0;;D
76898;W01-C-Charleroi-FH04;2021397;Charleroi;;;1.0;;CHARLEROI - FH04;;410;Rue de lAthenee;10.0;;
76901;W01-C-Charleroi-FH04;2021401;Charleroi;;;1.0;;CHARLEROI - FH04;17 rue de l'athenee;411;Rue de lAthenee;15.0;;D
76903;W01-C-Charleroi-FH04;2021404;Charleroi;;;1.0;;CHARLEROI - FH04;1 boulevard Emile Devreux 6000 Charleroi;411;Rue de lAthenee;17.0;;D
76905;W01-C-Charleroi-FH04;2021406;Charleroi;;;1.0;;CHARLEROI - FH04;;410;Rue de lAthenee;20.0;;
76911;W01-C-Charleroi-FH04;2021415;Charleroi;;;1.0;;CHARLEROI - FH04;;417;Rue de lAthenee;37.0;;D
76926;W01-C-Charleroi-FH04;2027144;Charleroi;;;1.0;;CHARLEROI - FH04;24 boulevard devreux;411;Boulevard Emile Devreux;24.0;;D
76928;W01-C-Charleroi-FH04;2027148;Charleroi;;;1.0;;CHARLEROI - FH04;28 boulevard devreux;411;Boulevard Emile Devreux;28.0;;D
76930;W01-C-Charleroi-FH04;2027151;Charleroi;;;1.0;;CHARLEROI - FH04;32 boulevard devreux;411;Boulevard Emile Devreux;32.0;;D
76958;W01-C-Charleroi-FH04;2034257;Charleroi;;;1.0;;CHARLEROI - FH04;;410;Rue de Montigny;76.0;;D
76959;W01-C-Charleroi-FH04;2034258;Charleroi;;;1.0;;CHARLEROI - FH04;;410;Rue de Montigny;78.0;;D
76977;W01-C-Charleroi-FH04;2034289;Charleroi;;;1.0;;CHARLEROI - FH04;126 rue de montigny;411;Rue de Montigny;126.0;;D
76982;W01-C-Charleroi-FH04;2034298;Charleroi;;;1.0;;CHARLEROI - FH04;169/173/175/177 rue de Montigny bloc 8 (D);408;Rue de Montigny;169.0;;D
76990;W01-C-Charleroi-FH04;2036158;Charleroi;;;1.0;;CHARLEROI - FH04;25 rue du parc;416;Rue du Parc;25.0;;D
76992;W01-C-Charleroi-FH04;2036160;Charleroi;;;1.0;;CHARLEROI - FH04;29 rue du parc;416;Rue du Parc;29.0;;D
76994;W01-C-Charleroi-FH04;2036162;Charleroi;;;1.0;;CHARLEROI - FH04;33 rue du parc;416;Rue du Parc;33.0;;D
76999;W01-C-Charleroi-FH04;2036170;Charleroi;;;1.0;;CHARLEROI - FH04;49 rue du Parc 6000 Charleroi;417;Rue du Parc;49.0;;D
77000;W01-C-Charleroi-FH04;2037342;Charleroi;;;1.0;;CHARLEROI - FH04;3 rue du Pont Neuf 6000 Charleroi;404;Rue du Pont Neuf;3.0;;D
77005;W01-C-Charleroi-FH04;2037351;Charleroi;;;1.0;;CHARLEROI - FH04;;410;Rue du Pont Neuf;31.0;;
77006;W01-C-Charleroi-FH04;2037353;Charleroi;;;1.0;;CHARLEROI - FH04;;410;Rue du Pont Neuf;33.0;;
77042;W01-C-Charleroi-FH04;4139829;Charleroi;;;1.0;;CHARLEROI - FH04;35 rue du parc;416;Rue du Parc;35.0;;D
77044;W01-C-Charleroi-FH04;4159103;Charleroi;;;1.0;;CHARLEROI - FH04;37 quai Arthur Rimbaud (D);402;Quai Arthur Rimbaud;37.0;;D
77047;W01-C-Charleroi-FH04;4237179;Charleroi;;;1.0;;CHARLEROI - FH04;30 rue de l'assaut;411;Rue dAssaut;30.0;;D
77062;W01-C-Charleroi-FH04;459826;Charleroi;;;1.0;;CHARLEROI - FH04;53 rue du Parc  6000 Charleroi  (le Mayence);417;Rue du Parc;53.0;;D
77072;W01-C-Charleroi-FH04;460070;Charleroi;;;1.0;;CHARLEROI - FH04;23 Boulevard Devreux 6000 Charleroi;413;Boulevard Emile Devreux;23.0;;D
77092;W01-C-Charleroi-FH04;461278;Charleroi;;;1.0;;CHARLEROI - FH04;95 rue de Montigny 6000 Charleroi;404;Rue de Montigny;95.0;;D
77114;W01-C-Charleroi-FH04;461434;Charleroi;;;1.0;;CHARLEROI - FH04;15 rue de l'athenee;411;Rue de lAthenee;13.0;;D
77117;W01-C-Charleroi-FH04;461437;Charleroi;;;1.0;;CHARLEROI - FH04;2 rue d'assaut;411;Rue dAssaut;2.0;;D
77135;W01-C-Charleroi-FH04;467393;Charleroi;;;1.0;;CHARLEROI - FH04;40 Quai Arthur Rimbaud (D);402;Quai Arthur Rimbaud;40.0;;D
77139;W01-C-Charleroi-FH04;5070123;Charleroi;;;1.0;;CHARLEROI - FH04;46 quai Arthur Rimbaud (D);402;Quai Arthur Rimbaud;46.0;;D
77149;W01-C-Charleroi-FH04;5089109;Charleroi;;;1.0;;CHARLEROI - FH04;16 rue de l'assaut 120-122 rue de montigny;411;Rue dAssaut;16.0;;D
77151;W01-C-Charleroi-FH04;5089147;Charleroi;;;1.0;;CHARLEROI - FH04;;410;Rue de lAthenee;8.0;;
77164;W01-C-Charleroi-FH05;1144401;Charleroi;;;1.0;;CHARLEROI - FH05;;501;Rue Spinois;161.0;;D
77165;W01-C-Charleroi-FH05;1144402;Charleroi;;;1.0;;CHARLEROI - FH05;;501;Rue Spinois;163.0;;D
77174;W01-C-Charleroi-FH05;1144679;Charleroi;;;1.0;1.0;CHARLEROI - FH05;40/42/46/48/50/52/54 Neuville;505;Rue de la Neuville;40.0;;A
77176;W01-C-Charleroi-FH05;1144683;Charleroi;;;1.0;;CHARLEROI - FH05;1 Boulevard Zo̩ Drion, polyclinique du Mambourg bloc 2 (A);502;Boulevard Zoe Drion;1.0;;F
77195;W01-C-Charleroi-FH05;2032156;Charleroi;;;1.0;;CHARLEROI - FH05;13/15;504;Boulevard Joseph II;13.0;;C
77235;W01-C-Charleroi-FH05;5549572;Charleroi;1.0;;1.0;;CHARLEROI - FH05;23/27/29/31 DRION;504;Boulevard Zo̩ Drion;23.0;;A
77236;W01-C-Charleroi-FH05;5549573;Charleroi;;;1.0;1.0;CHARLEROI - FH05;23/27/29/31 DRION;504;Boulevard Zo̩ Drion;27.0;;A
138792;W01-C-Namur-FH01;3204372;Namur;;;1.0;;NAMUR - FH01;;BL0110;Boulevard d'Herbatte;169.0;;
139421;W01-C-Namur-FH03;1196852;Namur;;;1.0;;NAMUR - FH03;125 rue des 3 piliers 5002 Namur;0319;Rue des Trois Piliers(SS);125.0;;X
139446;W01-C-Namur-FH03;1286841;Namur;;;1.0;;NAMUR - FH03;1 chauss̩e de Waterloo 5002 Namur;0314;Chaussee de Waterloo;1.0;;E
139591;W01-C-Namur-FH03;1423886;Namur;;;1.0;;NAMUR - FH03;9-11 rue saint donat 5002 Namur;0303;Rue Saint-Donat(SS);9.0;;D
139611;W01-C-Namur-FH03;1423915;Namur;;;1.0;;NAMUR - FH03;103 Rue de gembloux 5002 saint servais;0309;Rue de Gembloux;103.0;;D
139615;W01-C-Namur-FH03;1423919;Namur;;;1.0;;NAMUR - FH03;111 Rue de gembloux 5002 saint servais;0315;Rue de Gembloux;111.0;;X
139616;W01-C-Namur-FH03;1423920;Namur;;;1.0;;NAMUR - FH03;113-115 Rue de gembloux 5002 saint servais;0309;Rue de Gembloux;113.0;;D
139623;W01-C-Namur-FH03;1423931;Namur;;1.0;1.0;1.0;NAMUR - FH03;135-137 Rue de Gembloux 5002 Namur;0309;Rue de Gembloux;135.0;;A
139652;W01-C-Namur-FH03;1423977;Namur;;;1.0;;NAMUR - FH03;114-116 rue de gembloux 5002 Namur;0303;Rue de Gembloux;116.0;;D
139690;W01-C-Namur-FH03;1424032;Namur;;;1.0;;NAMUR - FH03;;0302;Rue de Gembloux;32.0;;
139692;W01-C-Namur-FH03;1424035;Namur;;;1.0;;NAMUR - FH03;38a-38b rue de gembloux 5002 namur;0302;Rue de Gembloux;38.0;;D
139701;W01-C-Namur-FH03;1424057;Namur;;;1.0;;NAMUR - FH03;84 rue de gembloux 5002 Namur;0302;Rue de Gembloux;84.0;;
139795;W01-C-Namur-FH03;1424359;Namur;;;1.0;;NAMUR - FH03;21 - 21A rue A. Ortmans 5002 Namur;0305;Rue Adolphe Ortmans(SS);21.0;;D
139842;W01-C-Namur-FH03;1425363;Namur;;;1.0;;NAMUR - FH03;7 chauss̩e de Waterloo 5002 Namur;0314;Chaussee de Waterloo;7.0;;X
139847;W01-C-Namur-FH03;1425368;Namur;;;1.0;;NAMUR - FH03;19-21 chauss̩e de Waterloo 5002 Namur;0314;Chaussee de Waterloo;19.0;;X
139849;W01-C-Namur-FH03;1425371;Namur;;;1.0;;NAMUR - FH03;27 place d'hastedon 5000 Namur;0314;Chaussee de Waterloo;27.0;;X
139853;W01-C-Namur-FH03;1425376;Namur;;;1.0;;NAMUR - FH03;39 Chauss̩e de Waterloo 5002 Namur;0315;Chaussee de Waterloo;39.0;;X
139930;W01-C-Namur-FH03;1425466;Namur;;;1.0;;NAMUR - FH03;54 Rue des Dominicaines 5002 Namur;0310;Rue des Dominicaines(SS);54.0;;
