;ZONE_NAME;ZONING_TCHNLGY;MAINLAMKEY;POSTAL_CODE;CITY_NAME;STREET_NAME;HOUSE_NUMBER;DTP;FIC;FIS;FTS;OpdrachtID;Projectnummer;Opdrachtnummer;BG_Name;Blok;Straat;Huisnummer;Huisnummer_Toevoeging;Buildingtype;Quadrant;NR_BU;NR_LU;NR_SU;UNITS_TOTAL;Opdrachttemplate
155644;W01-C-Roeselare-FH05;FTTH-Cu;18649;8800.0;Roeselare;Heilig-Hartstraat;51;1.0;;1.0;;12923.0;ROESELARE - FH05;18649;;BL0502;Heilig-Hartstraat;51;;SDU;;1;0;1;2.0;BUILDING template
155739;W01-C-Roeselare-FH05;FTTH-Cu;3414980;8800.0;Roeselare;Guido Gezellelaan;25;;;1.0;;15275.0;ROESELARE - FH05;3414980;;BL0521;Guido Gezellelaan;25;;SDU;;0;1;0;1.0;BUILDING template
155747;W01-C-Roeselare-FH05;FTTH-Cu;3415196;8800.0;Roeselare;Gulden-Sporenstraat;6;1.0;1.0;1.0;;14098.0;ROESELARE - FH05;3415196;;BL0510;Gulden-Sporenstraat;6;;SDU;;0;1;1;2.0;BUILDING template
155751;W01-C-Roeselare-FH05;FTTH-Cu;3415201;8800.0;Roeselare;Gulden-Sporenstraat;18;1.0;;1.0;;14102.0;ROESELARE - FH05;3415201;;BL0510;Gulden-Sporenstraat;18;;SDU;;0;1;1;2.0;BUILDING template
156058;W01-C-Roeselare-FH05;FTTH-Cu;3419711;8800.0;Roeselare;Wallemeers;29;1.0;1.0;1.0;;13153.0;ROESELARE - FH05;3419711;;BL0506;Wallemeers;29;;SDU;;0;1;0;1.0;BUILDING template
156362;W01-C-Roeselare-FH05;FTTH-Cu;5580470;8800.0;Roeselare;Leliestraat;63;;;1.0;;15041.0;ROESELARE - FH05;5580470;;BL0518;Leliestraat;63;;SDU;;1;0;0;1.0;BUILDING template
156425;W01-C-Roeselare-FH05;FTTH-Cu;866508;8800.0;Roeselare;Meenseheirweg;36;;;1.0;;13416.0;ROESELARE - FH05;866508;;BL0501;Meenseheirweg;36;;SDU;;0;1;1;2.0;BUILDING template
166313;W02-D-Evere-FH01;FTTH-Cu;1120023;1140.0;Evere;Avenue du Cimetière de Bruxelles;135;;;1.0;;91174.0;EVERE - FH01;1120023;;BL0120;Avenue du CimetiÃ¨re de Bruxelles - Kerkhof van Brussellaan;135;;SDU;;0;1;0;1.0;BUILDING template
166587;W02-D-Evere-FH01;FTTH-Cu;1620947;1140.0;Evere;Chaussée de Louvain;1006;;;1.0;;87044.0;EVERE - FH01;1620947;;BL0103;ChaussÃ©e de Louvain - Leuvensesteenweg;1006;;SDU;;0;1;0;1.0;BUILDING template
166696;W02-D-Evere-FH01;FTTH-Cu;1621082;1140.0;Evere;Avenue des Olympiades;6;;;1.0;;92424.0;EVERE - FH01;1621082;;BL0126;Avenue des Olympiades - Olympiadenlaan;6;;SDU;;1;0;0;1.0;BUILDING template
167023;W02-D-Evere-FH01;FTTH-Cu;1623615;1140.0;Evere;Avenue Jules Bordet;104;;;1.0;;93614.0;EVERE - FH01;1623615;;BL0129;Avenue Jules Bordet - Jules Bordetlaan;104;;SDU;;1;0;0;1.0;BUILDING template
167099;W02-D-Evere-FH01;FTTH-Cu;1623870;1140.0;Evere;Avenue du Cimetière de Bruxelles;147;;;1.0;;91179.0;EVERE - FH01;1623870;;BL0120;Avenue du CimetiÃ¨re de Bruxelles - Kerkhof van Brussellaan;147;;SDU;;1;0;0;1.0;BUILDING template
167240;W02-D-Evere-FH01;FTTH-Cu;4110412;1140.0;Evere;Chaussée de Louvain;799;;;1.0;;89104.0;EVERE - FH01;4110412;;BL0115;ChaussÃ©e de Louvain - Leuvensesteenweg;799;;SDU;;1;0;0;1.0;BUILDING template
167429;W02-D-Evere-FH01;FTTH-Cu;722661;1140.0;Evere;Avenue Jules Bordet;140;;;1.0;;92302.0;EVERE - FH01;722661;;BL0124;Avenue Jules Bordet - Jules Bordetlaan;140;;SDU;;1;0;0;1.0;BUILDING template
167634;W02-D-Evere-FH01;FTTH-Cu;726863;1140.0;Evere;Avenue de l'Optimisme;21;;;1.0;;89112.0;EVERE - FH01;726863;;BL0115;Optimismelaan - Avenue de l'Optimisme;21;;SDU;;0;1;0;1.0;BUILDING template
168102;W02-D-Hasselt-FH01;FTTH-Cu;2437119;3500.0;Hasselt;Runkstersteenweg;134;;;1.0;;78768.0;HASSELT - FH01;2437119;;BL0106;Runkstersteenweg;134;;SDU;;1;0;0;1.0;BUILDING template
168468;W02-D-Hasselt-FH01;FTTH-Cu;5431532;3500.0;Hasselt;Boomkensstraat;63,B;;;1.0;;80502.0;HASSELT - FH01;5431532;;BL0109;Boomkensstraat;63;B;SDU;;0;1;0;1.0;BUILDING template
168917;W02-D-Hasselt-FH02;FTTH-Cu;2413131;3500.0;Hasselt;Diesterstraat;23;;;1.0;;51069.0;HASSELT - FH02;2413131;;BL0209;Diesterstraat;23;;SDU;;1;0;0;1.0;BUILDING template
169007;W02-D-Hasselt-FH02;FTTH-Cu;2417029;3500.0;Hasselt;Havermarkt;25;;;1.0;;307575.0;HASSELT - FH02;2417029;;BL0235;Havermarkt;25;;SDU;;1;0;0;1.0;BUILDING template
169135;W02-D-Hasselt-FH02;FTTH-Cu;2426991;3500.0;Hasselt;Maastrichterstraat;48;;;1.0;;52655.0;HASSELT - FH02;2426991;;BL0220;Maastrichterstraat;48;;SDU;;1;0;0;1.0;BUILDING template
169144;W02-D-Hasselt-FH02;FTTH-Cu;2427017;3500.0;Hasselt;Maastrichterstraat;71;;;1.0;;52618.0;HASSELT - FH02;2427017;;BL0223;Maastrichterstraat;71;;SDU;;1;0;0;1.0;BUILDING template
169159;W02-D-Hasselt-FH02;FTTH-Cu;2427078;3500.0;Hasselt;Maastrichterstraat;99;;;1.0;;52547.0;HASSELT - FH02;2427078;;BL0221;Maastrichterstraat;99;;SDU;;1;0;0;1.0;BUILDING template
169186;W02-D-Hasselt-FH02;FTTH-Cu;2429605;3500.0;Hasselt;Minderbroedersstraat;7;;;1.0;;51528.0;HASSELT - FH02;2429605;;BL0207;Minderbroedersstraat;7;;SDU;;1;0;0;1.0;BUILDING template
169275;W02-D-Hasselt-FH02;FTTH-Cu;2442294;3500.0;Hasselt;Thonissenlaan;37;;;1.0;;50527.0;HASSELT - FH02;2442294;;BL0202;Thonissenlaan;37;;SDU;;1;0;0;1.0;BUILDING template
169282;W02-D-Hasselt-FH02;FTTH-Cu;2442393;3500.0;Hasselt;Thonissenlaan;57;;;1.0;;50535.0;HASSELT - FH02;2442393;;BL0202;Thonissenlaan;57;;SDU;;1;0;0;1.0;BUILDING template
169317;W02-D-Hasselt-FH02;FTTH-Cu;2448102;3500.0;Hasselt;Witte-Nonnenstraat;12;;;1.0;;50960.0;HASSELT - FH02;2448102;;BL0204;Witte-Nonnenstraat;12;;SDU;;1;0;0;1.0;BUILDING template
169333;W02-D-Hasselt-FH02;FTTH-Cu;2449085;3500.0;Hasselt;Zuivelmarkt;18;1.0;;1.0;;51575.0;HASSELT - FH02;2449085;;BL0216;Zuivelmarkt;18;;SDU;;1;0;0;1.0;BUILDING template
169422;W02-D-Hasselt-FH02;FTTH-Cu;4846483;3500.0;Hasselt;Hemelrijk;2;;;1.0;;52109.0;HASSELT - FH02;4846483;;BL0219;Hemelrijk;2;;SDU;;0;1;0;1.0;BUILDING template
169423;W02-D-Hasselt-FH02;FTTH-Cu;4846488;3500.0;Hasselt;Hemelrijk;6;;;1.0;;52111.0;HASSELT - FH02;4846488;;BL0219;Hemelrijk;6;;SDU;;0;1;0;1.0;BUILDING template
169729;W02-D-Hasselt-FH02;FTTH-Cu;70211;3500.0;Hasselt;Demerstraat;107;;;1.0;;50544.0;HASSELT - FH02;70211;;BL0204;Demerstraat;107;;SDU;;1;0;0;1.0;BUILDING template
169779;W02-D-Hasselt-FH02;FTTH-Cu;70290;3500.0;Hasselt;Witte-Nonnenstraat;14;;;1.0;;50961.0;HASSELT - FH02;70290;;BL0204;Witte-Nonnenstraat;14;;SDU;;1;0;0;1.0;BUILDING template
171494;W02-D-Leuven-FH01;FTTH-Cu;1186845;3000.0;Leuven;Tiensestraat;200;;;1.0;1.0;516901.0;LEUVEN - FH01;1186845;Nr 202 en 200;BL0012;Tiensestraat;200;;SDU;;1;0;0;1.0;BUILDING template
171522;W02-D-Leuven-FH01;FTTH-Cu;1186898;3000.0;Leuven;Tiensevest;188;;;1.0;;23563.0;LEUVEN - FH01;1186898;NR 190 188 en 166;BL0010;Tiensevest;188;;SDU;;1;0;1;2.0;BUILDING template
171534;W02-D-Leuven-FH01;FTTH-Cu;1270415;3000.0;Leuven;Dagobertstraat;52;;;1.0;;22553.0;LEUVEN - FH01;1270415;;BL0009;Dagobertstraat;52;;SDU;;1;0;0;1.0;BUILDING template
171573;W02-D-Leuven-FH01;FTTH-Cu;3010388;3000.0;Leuven;Blijde-Inkomststraat;31,A;;;1.0;1.0;21120.0;LEUVEN - FH01;3010388;;BL0006;Blijde-Inkomststraat;31;A;SDU;;1;0;0;1.0;BUILDING template
171593;W02-D-Leuven-FH01;FTTH-Cu;3010446;3000.0;Leuven;Blijde-Inkomststraat;80;;;1.0;1.0;243487.0;LEUVEN - FH01;3010446;;BL0007;Blijde-Inkomststraat;80;;SDU;;1;0;0;1.0;BUILDING template
171667;W02-D-Leuven-FH01;FTTH-Cu;3013459;3000.0;Leuven;Burgemeestersstraat;5;;;1.0;1.0;516893.0;LEUVEN - FH01;3013459;5 7 en 9;BL0007;Burgemeestersstraat;5;;SDU;;1;0;0;1.0;BUILDING template
171675;W02-D-Leuven-FH01;FTTH-Cu;3013482;3000.0;Leuven;Burgemeestersstraat;25;;;1.0;;516897.0;LEUVEN - FH01;3013482;;BL0006;Burgemeestersstraat;25;;SDU;;1;0;0;1.0;BUILDING template
171678;W02-D-Leuven-FH01;FTTH-Cu;3013491;3000.0;Leuven;Burgemeestersstraat;32;;;1.0;1.0;22527.0;LEUVEN - FH01;3013491;;BL0009;Burgemeestersstraat;32;;SDU;E;1;0;1;2.0;BUILDING template
171681;W02-D-Leuven-FH01;FTTH-Cu;3013499;3000.0;Leuven;Burgemeestersstraat;42;;;1.0;1.0;22530.0;LEUVEN - FH01;3013499;;BL0009;Burgemeestersstraat;42;;SDU;;1;0;0;1.0;BUILDING template
171683;W02-D-Leuven-FH01;FTTH-Cu;3014194;3000.0;Leuven;Dagobertstraat;5;;;1.0;1.0;21939.0;LEUVEN - FH01;3014194;;BL0008;Dagobertstraat;5;;SDU;;1;0;0;1.0;BUILDING template
171685;W02-D-Leuven-FH01;FTTH-Cu;3014197;3000.0;Leuven;Dagobertstraat;7;;;1.0;1.0;21940.0;LEUVEN - FH01;3014197;;BL0008;Dagobertstraat;7;;SDU;;1;0;0;1.0;BUILDING template
171687;W02-D-Leuven-FH01;FTTH-Cu;3014199;3000.0;Leuven;Dagobertstraat;9;;;1.0;1.0;21941.0;LEUVEN - FH01;3014199;;BL0008;Dagobertstraat;9;;SDU;;0;1;0;1.0;BUILDING template
171786;W02-D-Leuven-FH01;FTTH-Cu;3029196;3000.0;Leuven;Maria-Theresiastraat;12;;;1.0;1.0;21149.0;LEUVEN - FH01;3029196;;BL0006;Maria-Theresiastraat;12;;SDU;;1;0;0;1.0;BUILDING template
171897;W02-D-Leuven-FH01;FTTH-Cu;3046991;3000.0;Leuven;Tiensestraat;185;;;1.0;1.0;516899.0;LEUVEN - FH01;3046991;Nr 185 187 189 en 191;BL0010;Tiensestraat;185;;SDU;;1;0;0;1.0;BUILDING template
171900;W02-D-Leuven-FH01;FTTH-Cu;3046998;3000.0;Leuven;Tiensestraat;191;;;1.0;1.0;516900.0;LEUVEN - FH01;3046998;Nr 185 187 189 en 191;BL0010;Tiensestraat;191;;SDU;;1;0;0;1.0;BUILDING template
171927;W02-D-Leuven-FH01;FTTH-Cu;3047044;3000.0;Leuven;Tiensestraat;237;;;1.0;;23547.0;LEUVEN - FH01;3047044;Nr 237 en A Nr 239 en A;BL0010;Tiensestraat;237;;SDU;;0;1;0;1.0;BUILDING template
171934;W02-D-Leuven-FH01;FTTH-Cu;3047057;3000.0;Leuven;Tiensestraat;252;;;1.0;;24040.0;LEUVEN - FH01;3047057;;BL0012;Tiensestraat;252;;SDU;;1;0;0;1.0;BUILDING template
171940;W02-D-Leuven-FH01;FTTH-Cu;3047066;3000.0;Leuven;Tiensestraat;259;;;1.0;;243507.0;LEUVEN - FH01;3047066;;BL0010;Tiensestraat;259;;SDU;;1;0;0;1.0;BUILDING template
171947;W02-D-Leuven-FH01;FTTH-Cu;3047078;3000.0;Leuven;Tiensestraat;269;;;1.0;;23559.0;LEUVEN - FH01;3047078;Building Group;BL0010;Tiensestraat;269;;SDU;;1;0;0;1.0;BUILDING template
171948;W02-D-Leuven-FH01;FTTH-Cu;3047083;3000.0;Leuven;Tiensestraat;271;;;1.0;;243509.0;LEUVEN - FH01;3047083;Building Group;BL0010;Tiensestraat;271;;SDU;;1;1;0;2.0;BUILDING template
171949;W02-D-Leuven-FH01;FTTH-Cu;3047085;3000.0;Leuven;Tiensestraat;273;;;1.0;;243510.0;LEUVEN - FH01;3047085;Building Group;BL0010;Tiensestraat;273;;SDU;;1;0;0;1.0;BUILDING template
172002;W02-D-Leuven-FH01;FTTH-Cu;3053562;3000.0;Leuven;Windmolenveldstraat;7;;;1.0;;24833.0;LEUVEN - FH01;3053562;Nr 5en7;BL0017;Windmolenveldstraat;7;;SDU;;0;1;0;1.0;BUILDING template
172018;W02-D-Leuven-FH01;FTTH-Cu;3053593;3000.0;Leuven;Windmolenveldstraat;72;;;1.0;1.0;206226.0;LEUVEN - FH01;3053593;Nr 70  en 72;BL0011;Windmolenveldstraat;72;;SDU;;0;1;0;1.0;BUILDING template
172045;W02-D-Leuven-FH01;FTTH-Cu;3923585;3000.0;Leuven;Dagobertstraat;20;;;1.0;1.0;22540.0;LEUVEN - FH01;3923585;Dagobertstraat 20;BL0009;Dagobertstraat;20;;SDU;;1;0;1;2.0;BUILDING template
172065;W02-D-Leuven-FH01;FTTH-Cu;3941307;3000.0;Leuven;Mathildegang;16;;;1.0;1.0;287055.0;LEUVEN - FH01;3941307;The Village;BL0009;Mathildegang;16;;SDU;;1;0;0;1.0;BUILDING template
172079;W02-D-Leuven-FH01;FTTH-Cu;3941618;3000.0;Leuven;Windmolenveldstraat;5;;;1.0;;24832.0;LEUVEN - FH01;3941618;Nr 5en7;BL0017;Windmolenveldstraat;5;;SDU;;0;1;0;1.0;BUILDING template
172130;W02-D-Leuven-FH01;FTTH-Cu;4026436;3000.0;Leuven;Burgemeestersstraat;23;1.0;;1.0;;516896.0;LEUVEN - FH01;4026436;;BL0006;Burgemeestersstraat;23;;SDU;;1;0;0;1.0;BUILDING template
172178;W02-D-Leuven-FH01;FTTH-Cu;475321;3000.0;Leuven;Mathildegang;14;;;1.0;1.0;22565.0;LEUVEN - FH01;475321;14 en 16;BL0009;Mathildegang;14;;SDU;;1;0;1;2.0;BUILDING template
172301;W02-D-Leuven-FH01;FTTH-Cu;4799458;3000.0;Leuven;Burgemeestersstraat;7;;;1.0;1.0;516894.0;LEUVEN - FH01;4799458;5 7 en 9;BL0007;Burgemeestersstraat;7;;SDU;;1;0;0;1.0;BUILDING template
172304;W02-D-Leuven-FH01;FTTH-Cu;4799468;3000.0;Leuven;Tiensestraat;187;;;1.0;1.0;23532.0;LEUVEN - FH01;4799468;Hr 185 187 189 en 191;BL0010;Tiensestraat;187;;SDU;;0;1;0;1.0;BUILDING template
172370;W02-D-Leuven-FH01;FTTH-Cu;5307145;3000.0;Leuven;Mathildegang;11;;;1.0;1.0;22563.0;LEUVEN - FH01;5307145;Dagobertstraat 20;BL0009;Mathildegang;11;;SDU;;0;1;0;1.0;BUILDING template
172387;W02-D-Leuven-FH01;FTTH-Cu;5467738;3000.0;Leuven;Mathildegang;7;;;1.0;1.0;22561.0;LEUVEN - FH01;5467738;Dagobertstraat 20;BL0009;Mathildegang;7;;SDU;;0;1;0;1.0;BUILDING template
172391;W02-D-Leuven-FH01;FTTH-Cu;5504940;3000.0;Leuven;Mathildegang;5;;;1.0;1.0;22560.0;LEUVEN - FH01;5504940;Dagobertstraat 20;BL0009;Mathildegang;5;;SDU;;0;1;0;1.0;BUILDING template
172392;W02-D-Leuven-FH01;FTTH-Cu;5504941;3000.0;Leuven;Mathildegang;9;;;1.0;1.0;22562.0;LEUVEN - FH01;5504941;Dagobertstraat 20;BL0009;Mathildegang;9;;SDU;;0;1;0;1.0;BUILDING template
172393;W02-D-Leuven-FH01;FTTH-Cu;5541203;3000.0;Leuven;Mathildegang;13;;;1.0;1.0;22564.0;LEUVEN - FH01;5541203;Dagobertstraat 20;BL0009;Mathildegang;13;;SDU;;0;1;0;1.0;BUILDING template
172395;W02-D-Leuven-FH01;FTTH-Cu;5547314;3000.0;Leuven;Mathildegang;15;;;1.0;1.0;243501.0;LEUVEN - FH01;5547314;;BL0009;Mathildegang;15;;SDU;;0;1;0;1.0;BUILDING template
172396;W02-D-Leuven-FH01;FTTH-Cu;5602410;3000.0;Leuven;Bogaardenstraat;36;1.0;;1.0;1.0;516891.0;LEUVEN - FH01;5602410;;BL0002;Bogaardenstraat;36;;SDU;;0;1;0;1.0;BUILDING template
172398;W02-D-Leuven-FH01;FTTH-Cu;5602518;3000.0;Leuven;Mathildegang;1;;;1.0;1.0;22556.0;LEUVEN - FH01;5602518;Dagobertstraat 20;BL0009;Mathildegang;1;;SDU;;0;1;0;1.0;BUILDING template
172399;W02-D-Leuven-FH01;FTTH-Cu;5703225;3000.0;Leuven;Arnould Nobelstraat;44;;;1.0;1.0;21931.0;LEUVEN - FH01;5703225;;BL0008;Arnould Nobelstraat;44;;SDU;;1;0;1;2.0;BUILDING template
172400;W02-D-Leuven-FH01;FTTH-Cu;5705604;3000.0;Leuven;Mathildegang;3;;;1.0;1.0;22558.0;LEUVEN - FH01;5705604;Dagobertstraat 20;BL0009;Mathildegang;3;;SDU;;0;1;0;1.0;BUILDING template
172404;W02-D-Leuven-FH01;FTTH-Cu;5732950;3000.0;Leuven;Arnould Nobelstraat;32;;;1.0;1.0;21929.0;LEUVEN - FH01;5732950;;BL0008;Arnould Nobelstraat;32;;SDU;;1;0;1;2.0;BUILDING template
172409;W02-D-Leuven-FH01;FTTH-Cu;5831803;3000.0;Leuven;Mathildegang;18;;;1.0;1.0;22567.0;LEUVEN - FH01;5831803;;BL0009;Mathildegang;18;;SDU;;0;1;0;1.0;BUILDING template
172411;W02-D-Leuven-FH01;FTTH-Cu;5906630;3000.0;Leuven;Mathildegang;19;;;1.0;1.0;22568.0;LEUVEN - FH01;5906630;;BL0009;Mathildegang;19;;SDU;;0;1;0;1.0;BUILDING template
172416;W02-D-Leuven-FH01;FTTH-Cu;6134070;3000.0;Leuven;Blijde-Inkomststraat;31,C;;;1.0;1.0;21121.0;LEUVEN - FH01;6134070;;BL0006;Blijde-Inkomststraat;31;C;SDU;;1;0;0;1.0;BUILDING template
172421;W02-D-Leuven-FH01;FTTH-Cu;6138799;3000.0;Leuven;Justus Lipsiusstraat;46,C;;;1.0;1.0;243497.0;LEUVEN - FH01;6138799;;BL0008;Justus Lipsiusstraat;46;C;SDU;;1;0;0;1.0;BUILDING template
172440;W02-D-Leuven-FH02;FTTH-Cu;1066899;3000.0;Leuven;Schrijnmakersstraat;8;;;1.0;1.0;105104.0;LEUVEN - FH02;1066899;;BL0012;Schrijnmakersstraat;8;;SDU;;1;0;0;1.0;BUILDING template
172485;W02-D-Leuven-FH02;FTTH-Cu;1100193;3000.0;Leuven;Rattemanspoort;10;;;1.0;;107437.0;LEUVEN - FH02;1100193;;BL0030;Rattemanspoort;10;;SDU;;1;0;0;1.0;BUILDING template
172588;W02-D-Leuven-FH02;FTTH-Cu;1522780;3000.0;Leuven;Brouwersstraat;7;;;1.0;1.0;102771.0;LEUVEN - FH02;1522780;;BL0003;Brouwersstraat;7;;SDU;;0;1;0;1.0;BUILDING template
173383;W02-D-Leuven-FH02;FTTH-Cu;3049361;3000.0;Leuven;Karel van Lotharingenstraat;7;;;1.0;;104254.0;LEUVEN - FH02;3049361;;BL0009;Karel van Lotharingenstraat;7;;SDU;;1;0;0;1.0;BUILDING template
173657;W02-D-Leuven-FH02;FTTH-Cu;4255358;3000.0;Leuven;Schrijnmakersstraat;18;;;1.0;;105109.0;LEUVEN - FH02;4255358;;BL0012;Schrijnmakersstraat;18;;SDU;;1;0;0;1.0;BUILDING template
173705;W02-D-Leuven-FH02;FTTH-Cu;4788337;3000.0;Leuven;Craenendonck;6;;;1.0;;103994.0;LEUVEN - FH02;4788337;;BL0008;Craenendonck;6;;SDU;;1;0;0;1.0;BUILDING template
173984;W02-D-Leuven-FH03;FTTH-Cu;1023639;3000.0;Leuven;Diestsevest;92;;;1.0;;436189.0;LEUVEN - FH03;1023639;;BL0326;Diestsevest;92;;SDU;;1;0;0;1.0;BUILDING template
174044;W02-D-Leuven-FH03;FTTH-Cu;1190290;3000.0;Leuven;Bondgenotenlaan;54;;;1.0;;8200.0;LEUVEN - FH03;1190290;;BL0304;Bondgenotenlaan;54;;SDU;;1;0;0;1.0;BUILDING template
174111;W02-D-Leuven-FH03;FTTH-Cu;172658;3000.0;Leuven;Diestsevest;94;;;1.0;;436192.0;LEUVEN - FH03;172658;;BL0326;Diestsevest;94;;SDU;;1;0;0;1.0;BUILDING template
174113;W02-D-Leuven-FH03;FTTH-Cu;172662;3000.0;Leuven;Diestsevest;96;;;1.0;;12572.0;LEUVEN - FH03;172662;;BL0326;Diestsevest;96;;SDU;;1;0;0;1.0;BUILDING template
174156;W02-D-Leuven-FH03;FTTH-Cu;173163;3000.0;Leuven;Jean-Baptiste Van Monsstraat;73;;;1.0;;12706.0;LEUVEN - FH03;173163;;BL0327;Jean-Baptiste Van Monsstraat;73;;SDU;;1;0;0;1.0;BUILDING template
174301;W02-D-Leuven-FH03;FTTH-Cu;3010908;3000.0;Leuven;Bondgenotenlaan;133;;;1.0;;11393.0;LEUVEN - FH03;3010908;;BL0320;Bondgenotenlaan;133;;SDU;;1;0;0;1.0;BUILDING template
174315;W02-D-Leuven-FH03;FTTH-Cu;3010936;3000.0;Leuven;Bondgenotenlaan;155,A;;;1.0;;11412.0;LEUVEN - FH03;3010936;;BL0320;Bondgenotenlaan;155;A;SDU;;1;0;0;1.0;BUILDING template
174465;W02-D-Leuven-FH03;FTTH-Cu;3015954;3000.0;Leuven;Diestsevest;21;;;1.0;;86416.0;LEUVEN - FH03;3015954;;BL0325;Diestsevest;21;;SDU;;0;1;0;1.0;BUILDING template
174491;W02-D-Leuven-FH03;FTTH-Cu;3016047;3000.0;Leuven;Diestsevest;98;;;1.0;;160555.0;LEUVEN - FH03;3016047;;BL0326;Diestsevest;98;;SDU;;1;0;0;1.0;BUILDING template
175102;W02-D-Leuven-FH03;FTTH-Cu;378447;3000.0;Leuven;Bondgenotenlaan;55;;;1.0;;8066.0;LEUVEN - FH03;378447;;BL0303;Bondgenotenlaan;55;;SDU;;1;0;0;1.0;BUILDING template
175178;W02-D-Leuven-FH03;FTTH-Cu;3923566;3000.0;Leuven;Bogaardenstraat;26;;;1.0;;8375.0;LEUVEN - FH03;3923566;;BL0306;Bogaardenstraat;26;;SDU;;1;0;0;1.0;BUILDING template
175421;W02-D-Leuven-FH03;FTTH-Cu;4799320;3000.0;Leuven;Diestsevest;66;;;1.0;;12559.0;LEUVEN - FH03;4799320;;BL0326;Diestsevest;66;;SDU;;1;0;0;1.0;BUILDING template
175479;W02-D-Leuven-FH03;FTTH-Cu;5380;3000.0;Leuven;Diestsestraat;229;;;1.0;;86391.0;LEUVEN - FH03;5380;;BL0325;Diestsestraat;229;;SDU;;1;0;0;1.0;BUILDING template
175564;W02-D-Liege-FH01;FTTH-Cu;1309692;4000.0;Liège;Rue de la Casquette;23;;;1.0;;41520.0;LIÃGE - FH01;1309692;23 rue de la Casquette 4000 LiÃ¨ge;0111;Rue de la Casquette;23;;SDU;D;1;3;4;;BUILDING template
175571;W02-D-Liege-FH01;FTTH-Cu;1356492;4000.0;Liège;Mont Saint-Martin;89;;;1.0;;44010.0;LIÃGE - FH01;1356492;;0129;Mont Saint-Martin;89;;SDU;;;;;;BUILDING template
175576;W02-D-Liege-FH01;FTTH-Cu;1366858;4000.0;Liège;Thier de la Fontaine;89;;;1.0;;43553.0;LIÃGE - FH01;1366858;;0131;Thier de la Fontaine;89;;SDU;;0;1;0;1.0;BUILDING template
175583;W02-D-Liege-FH01;FTTH-Cu;1475287;4000.0;Liège;Rue Monulphe;79;;;1.0;;201769.0;LIÃGE - FH01;1475287;;BL0130;Rue Monulphe;79;;SDU;;0;1;0;1.0;BUILDING template
175584;W02-D-Liege-FH01;FTTH-Cu;1475889;4000.0;Liège;Rue Pont d'Avroy;10;;;1.0;;40869.0;LIÃGE - FH01;1475889;;0106;Rue Pont dAvroy;10;;SDU;;;;;;BUILDING template
175585;W02-D-Liege-FH01;FTTH-Cu;1477942;4000.0;Liège;Rue Sur la Fontaine;87;;;1.0;;42947.0;LIÃGE - FH01;1477942;;0121;Rue Sur la Fontaine;87;;SDU;;0;1;0;1.0;BUILDING template
175590;W02-D-Liege-FH01;FTTH-Cu;1505178;4000.0;Liège;Rue Monulphe;65;;;1.0;;201762.0;LIÃGE - FH01;1505178;;BL0130;Rue Monulphe;65;;SDU;;0;1;0;1.0;BUILDING template
175592;W02-D-Liege-FH01;FTTH-Cu;1508512;4000.0;Liège;Rue d'Amay;4;;;1.0;;40974.0;LIÃGE - FH01;1508512;4 Rue d'Amay 4000 LiÃ¨ge;0107;Rue dAmay;4;;SDU;;1;;2;;BUILDING template
175602;W02-D-Liege-FH01;FTTH-Cu;2739061;4000.0;Liège;Rue Lulay des Fèbvres;1,B;;;1.0;;40800.0;LIÃGE - FH01;2739061;1b Rue Lulay-Des-FÃ¨bvres 4000 LiÃ¨ge;0102;Rue Lulay des Febvres;1;B;SDU;;1;;1;;BUILDING template
175604;W02-D-Liege-FH01;FTTH-Cu;2739069;4000.0;Liège;Rue Lulay des Fèbvres;5,A;;;1.0;;40801.0;LIÃGE - FH01;2739069;5a Rue Lulay-Des-FÃ¨bvres 4000 LiÃ¨ge;0102;Rue Lulay des Febvres;5;A;SDU;;1;;3;;BUILDING template
175609;W02-D-Liege-FH01;FTTH-Cu;2739113;4000.0;Liège;Rue Lulay des Fèbvres;9;;1.0;1.0;1.0;40899.0;LIÃGE - FH01;2739113;;0101;Rue Lulay des Febvres;9;;SDU;;;;;;BUILDING template
175618;W02-D-Liege-FH01;FTTH-Cu;2748166;4000.0;Liège;Rue Léon Mignon;19;;;1.0;;43496.0;LIÃGE - FH01;2748166;;0128;Rue Leon Mignon;19;;SDU;;0;1;0;1.0;BUILDING template
175627;W02-D-Liege-FH01;FTTH-Cu;2750916;4000.0;Liège;Mont Saint-Martin;17;;1.0;1.0;1.0;43565.0;LIÃGE - FH01;2750916;;0126;Mont Saint-Martin;17;;SDU;;0;1;0;1.0;BUILDING template
175630;W02-D-Liege-FH01;FTTH-Cu;2750975;4000.0;Liège;Mont Saint-Martin;22;;;1.0;;43018.0;LIÃGE - FH01;2750975;;0127;Mont Saint-Martin;22;;SDU;;1;;;2.0;BUILDING template
175644;W02-D-Liege-FH01;FTTH-Cu;2751114;4000.0;Liège;Mont Saint-Martin;42;;;1.0;;43027.0;LIÃGE - FH01;2751114;;0127;Mont Saint-Martin;42;;SDU;;;;;;BUILDING template
175648;W02-D-Liege-FH01;FTTH-Cu;2751145;4000.0;Liège;Mont Saint-Martin;50;;;1.0;;43031.0;LIÃGE - FH01;2751145;;0127;Mont Saint-Martin;50;;SDU;;;;;;BUILDING template
