Projectnummer;LAM MK;LU Key;Opdrachttemplate;Quadrant;Straat;Huisnummer;Huisnummer Toevoeging;Prov Status;Prov Reason;Prov Status LU;Prov Reason LU
KNOKKE-HEIST - FH09;2756864;11193827;(L/B/S)U template;;Zeedijk-Heist;242;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756864;11193814;(L/B/S)U template;;Zeedijk-Heist;242;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756864;11193823;(L/B/S)U template;;Zeedijk-Heist;242;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756864;11193826;(L/B/S)U template;;Zeedijk-Heist;242;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756864;11193817;(L/B/S)U template;;Zeedijk-Heist;242;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756864;11193828;(L/B/S)U template;;Zeedijk-Heist;242;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756864;11193831;(L/B/S)U template;;Zeedijk-Heist;242;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756864;11193821;(L/B/S)U template;;Zeedijk-Heist;242;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756864;11193829;(L/B/S)U template;;Zeedijk-Heist;242;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756864;11193825;(L/B/S)U template;;Zeedijk-Heist;242;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193519;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193561;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193544;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193550;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193520;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193527;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193547;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193553;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193556;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193560;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193549;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193518;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193529;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193532;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193540;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193557;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193559;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193534;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193506;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193552;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193505;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193528;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193507;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193542;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193530;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193538;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193522;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193533;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193514;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193548;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193523;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193531;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193537;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193510;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193516;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193525;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193515;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193539;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193521;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193508;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193517;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193551;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193558;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193504;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193543;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193526;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193509;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193511;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193524;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193512;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193554;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193501;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193535;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193513;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193502;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193541;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193555;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193546;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193545;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193536;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756872;11193503;(L/B/S)U template;;Zeedijk-Heist;248;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193580;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193574;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193594;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193587;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193567;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193586;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193585;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193582;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193584;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193576;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193592;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193590;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193565;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193578;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193581;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193579;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193572;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193583;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193589;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193571;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193564;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193593;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193573;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193566;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193568;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193570;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193591;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193563;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193569;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193577;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193588;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756875;11193575;(L/B/S)U template;;Zeedijk-Heist;252;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193606;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193607;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193598;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193603;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193600;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193597;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193604;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193596;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193605;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193595;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193601;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193602;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193608;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193610;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193599;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193611;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193609;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756880;11193612;(L/B/S)U template;;Zeedijk-Heist;256;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193616;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193620;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193624;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193623;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193627;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193629;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193617;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193637;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193630;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193626;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193621;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193625;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193631;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193634;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193636;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193635;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193618;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193622;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193628;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193619;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193633;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756887;11193632;(L/B/S)U template;;Zeedijk-Heist;264;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756903;11193666;(L/B/S)U template;;Zeedijk-Heist;287;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756903;11193667;(L/B/S)U template;;Zeedijk-Heist;287;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756903;11193665;(L/B/S)U template;;Zeedijk-Heist;287;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756903;11193668;(L/B/S)U template;;Zeedijk-Heist;287;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756903;11193664;(L/B/S)U template;;Zeedijk-Heist;287;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756903;11193663;(L/B/S)U template;;Zeedijk-Heist;287;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756906;11193812;(L/B/S)U template;;Zeedijk-Heist;292;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756911;11193699;(L/B/S)U template;;Zeedijk-Heist;297;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756911;11193691;(L/B/S)U template;;Zeedijk-Heist;297;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756911;11193694;(L/B/S)U template;;Zeedijk-Heist;297;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756911;11193692;(L/B/S)U template;;Zeedijk-Heist;297;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756911;11193695;(L/B/S)U template;;Zeedijk-Heist;297;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756911;11193697;(L/B/S)U template;;Zeedijk-Heist;297;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756911;11193693;(L/B/S)U template;;Zeedijk-Heist;297;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756911;11193698;(L/B/S)U template;;Zeedijk-Heist;297;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756911;11193696;(L/B/S)U template;;Zeedijk-Heist;297;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758018;11193872;(L/B/S)U template;;August Beernaertstraat;40;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758772;11192923;(L/B/S)U template;;Jozef Dhoorelaan;128;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758772;11192918;(L/B/S)U template;;Jozef Dhoorelaan;128;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758772;11192921;(L/B/S)U template;;Jozef Dhoorelaan;128;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758772;11192924;(L/B/S)U template;;Jozef Dhoorelaan;128;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758772;11192919;(L/B/S)U template;;Jozef Dhoorelaan;128;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758772;11192925;(L/B/S)U template;;Jozef Dhoorelaan;128;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758772;11192922;(L/B/S)U template;;Jozef Dhoorelaan;128;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758772;11192917;(L/B/S)U template;;Jozef Dhoorelaan;128;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758772;11192920;(L/B/S)U template;;Jozef Dhoorelaan;128;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758773;11193976;(L/B/S)U template;;Jozef Dhoorelaan;132;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759743;11192804;(L/B/S)U template;;Elizabetlaan;335;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759760;11192824;(L/B/S)U template;;Elizabetlaan;371;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759941;11194007;(L/B/S)U template;;de Gemblinnestraat;2;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759941;11194008;(L/B/S)U template;;de Gemblinnestraat;2;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2760284;11193702;(L/B/S)U template;;Heldenplein;2;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2760286;11193703;(L/B/S)U template;;Heldenplein;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2760294;11192906;(L/B/S)U template;;Heldenplein;16;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2760300;11193727;(L/B/S)U template;;Heldenplein;23;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2760305;11192910;(L/B/S)U template;;Heldenplein;31;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2760305;11192912;(L/B/S)U template;;Heldenplein;31;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2760305;11192908;(L/B/S)U template;;Heldenplein;31;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2760305;11192914;(L/B/S)U template;;Heldenplein;31;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2760305;11192916;(L/B/S)U template;;Heldenplein;31;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2760305;11192915;(L/B/S)U template;;Heldenplein;31;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2760305;11192909;(L/B/S)U template;;Heldenplein;31;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2760305;11192913;(L/B/S)U template;;Heldenplein;31;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2760305;11192911;(L/B/S)U template;;Heldenplein;31;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2765002;11193935;(L/B/S)U template;;Parkstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2765002;11193931;(L/B/S)U template;;Parkstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2765002;11193934;(L/B/S)U template;;Parkstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2765002;11193941;(L/B/S)U template;;Parkstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2765002;11193940;(L/B/S)U template;;Parkstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2765002;11193937;(L/B/S)U template;;Parkstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2765002;11193930;(L/B/S)U template;;Parkstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2765002;11193936;(L/B/S)U template;;Parkstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2765002;11193932;(L/B/S)U template;;Parkstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2765002;11193938;(L/B/S)U template;;Parkstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2765002;11193928;(L/B/S)U template;;Parkstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2765002;11193929;(L/B/S)U template;;Parkstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2765002;11193939;(L/B/S)U template;;Parkstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2765002;11193933;(L/B/S)U template;;Parkstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2765006;11192991;(L/B/S)U template;;Parkstraat;11;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766157;11193943;(L/B/S)U template;;Serweytens de Mercxstraat;29;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766968;11192830;(L/B/S)U template;;Graaf d Ursellaan;5;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766968;11192834;(L/B/S)U template;;Graaf d Ursellaan;5;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766968;11192835;(L/B/S)U template;;Graaf d Ursellaan;5;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766968;11192833;(L/B/S)U template;;Graaf d Ursellaan;5;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766968;11192831;(L/B/S)U template;;Graaf d Ursellaan;5;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766968;11192832;(L/B/S)U template;;Graaf d Ursellaan;5;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766968;11192836;(L/B/S)U template;;Graaf d Ursellaan;5;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766983;11192860;(L/B/S)U template;;Graaf d Ursellaan;13;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766983;11192858;(L/B/S)U template;;Graaf d Ursellaan;13;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766983;11192861;(L/B/S)U template;;Graaf d Ursellaan;13;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766983;11192859;(L/B/S)U template;;Graaf d Ursellaan;13;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766983;11192862;(L/B/S)U template;;Graaf d Ursellaan;13;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766983;11192863;(L/B/S)U template;;Graaf d Ursellaan;13;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766986;11192866;(L/B/S)U template;;Graaf d Ursellaan;15;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766986;11192869;(L/B/S)U template;;Graaf d Ursellaan;15;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766986;11192864;(L/B/S)U template;;Graaf d Ursellaan;15;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766986;11192868;(L/B/S)U template;;Graaf d Ursellaan;15;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766986;11192867;(L/B/S)U template;;Graaf d Ursellaan;15;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2766986;11192870;(L/B/S)U template;;Graaf d Ursellaan;15;;B;BOWN;B;BOWN
